,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,GM,GM_6m,GM_12m,GM_6m_ret,GM_12m_ret
485,485,485,485,2021-01-07,42.66817855834961,40.94450759887695,40.39293670654297,0.042097733262762116,0.056327715618609275
486,486,486,486,2021-01-08,42.41209030151367,41.21044158935547,40.58992767333984,0.02915884095909771,0.04489199002368904
487,487,487,487,2021-01-11,44.33274841308594,41.01345443725586,40.28458786010742,0.08093183130692094,0.10048906462779739
488,488,488,488,2021-01-12,47.100467681884766,39.90045547485352,41.81126403808594,0.18044937385661952,0.12650188329587175
489,489,489,489,2021-01-13,47.99677276611328,41.03314971923828,40.95436477661133,0.16970725119866015,0.17195744648745737
490,490,490,490,2021-01-14,50.754638671875,42.333290100097656,41.03314971923828,0.1989296969799641,0.23691793145674178
491,491,491,491,2021-01-15,49.21811676025391,42.66817855834961,40.94450759887695,0.15350873703097334,0.2020688401587687
492,492,492,492,2021-01-19,54.01483917236328,42.41209030151367,41.21044158935547,0.27357172891890014,0.3107076044124495
493,493,493,493,2021-01-20,55.019493103027344,44.33274841308594,41.01345443725586,0.24105757194126376,0.34149863399579083
494,494,494,494,2021-01-21,54.25122833251953,47.100467681884766,39.90045547485352,0.15181931311023922,0.35966438695694336
495,495,495,495,2021-01-22,54.56641387939453,47.99677276611328,41.03314971923828,0.13687672596853329,0.3298129500843854
496,496,496,496,2021-01-25,52.5866584777832,50.754638671875,42.333290100097656,0.03609561320595889,0.24220579958329047
497,497,497,497,2021-01-26,51.25697326660156,49.21811676025391,42.66817855834961,0.041424919126408444,0.20129274317408696
498,498,498,498,2021-01-27,48.59759140014648,54.01483917236328,42.41209030151367,-0.10029184304206062,0.14584287297935994
499,499,499,499,2021-01-28,50.27201843261719,55.019493103027344,44.33274841308594,-0.08628713938749344,0.13397026424326364
500,500,500,500,2021-01-29,49.91743469238281,54.25122833251953,47.100467681884766,-0.07988378831855747,0.05980762292051467
501,501,501,501,2021-02-01,50.73493957519531,54.56641387939453,47.99677276611328,-0.07021671449158706,0.05704897748907056
502,502,502,502,2021-02-02,51.92673873901367,52.5866584777832,50.754638671875,-0.01254918562753582,0.023093457027961728
503,503,503,503,2021-02-03,53.4337158203125,51.25697326660156,49.21811676025391,0.04246724718584338,0.08565136859244671
504,504,504,504,2021-02-04,53.315521240234375,48.59759140014648,54.01483917236328,0.09708155701053278,-0.01294677430950697
505,505,505,505,2021-02-05,53.59131240844727,50.27201843261719,55.019493103027344,0.06602667009042307,-0.0259577217824547
506,506,506,506,2021-02-08,56.02414321899414,49.91743469238281,54.25122833251953,0.12233618502721622,0.032679718800244784
507,507,507,507,2021-02-09,55.21648406982422,50.73493957519531,54.56641387939453,0.08833250876325005,0.011913375723508368
508,508,508,508,2021-02-10,54.05423355102539,51.92673873901367,52.5866584777832,0.04097108471811817,0.02790774534309315
509,509,509,509,2021-02-11,52.69499969482422,53.4337158203125,51.25697326660156,-0.013824906506080259,0.02805523495784823
510,510,510,510,2021-02-12,52.793495178222656,53.315521240234375,48.59759140014648,-0.009791258715440843,0.08633974765390384
511,511,511,511,2021-02-16,52.65560531616211,53.59131240844727,50.27201843261719,-0.017460051829924494,0.04741378917856265
512,512,512,512,2021-02-17,52.094181060791016,56.02414321899414,49.91743469238281,-0.07014765300097847,0.043606935769485045
513,513,513,513,2021-02-18,51.37516021728516,55.21648406982422,50.73493957519531,-0.06956842539415398,0.01261892982332169
514,514,514,514,2021-02-19,51.77899169921875,54.05423355102539,51.92673873901367,-0.042091834484321855,-0.002845297882801856
515,515,515,515,2021-02-22,51.197872161865234,52.69499969482422,53.4337158203125,-0.028411187809647798,-0.04184331230053295
516,516,516,516,2021-02-23,50.34096145629883,52.793495178222656,53.315521240234375,-0.04645522547132852,-0.055791629055495506
517,517,517,517,2021-02-24,52.10403060913086,52.65560531616211,53.59131240844727,-0.010475137522765299,-0.027752292908616694
518,518,518,518,2021-02-25,49.83863830566406,52.094181060791016,56.02414321899414,-0.04329740307261687,-0.11040784486701394
519,519,519,519,2021-02-26,50.55765151977539,51.37516021728516,55.21648406982422,-0.015912528429151696,-0.08437394427644984
520,520,520,520,2021-03-01,51.74944686889648,51.77899169921875,54.05423355102539,-0.0005705949334412486,-0.04263841203026719
521,521,521,521,2021-03-02,53.29582214355469,51.197872161865234,52.69499969482422,0.0409772885688815,0.01140188731777303
522,522,522,522,2021-03-03,51.87748718261719,50.34096145629883,52.793495178222656,0.030522375454672623,-0.01735077385032313
523,523,523,523,2021-03-04,51.05013275146485,52.10403060913086,52.65560531616211,-0.020226800985360227,-0.03049005998615828
524,524,524,524,2021-03-05,52.94124221801758,49.83863830566406,52.094181060791016,0.062252983183950894,0.01626018760594561
525,525,525,525,2021-03-08,54.15273666381836,50.55765151977539,51.37516021728516,0.0711086262113414,0.05406457974604395
526,526,526,526,2021-03-09,53.82770156860352,51.74944686889648,51.77899169921875,0.04015994035592607,0.039566430363990435
527,527,527,527,2021-03-10,55.97489547729492,53.29582214355469,51.197872161865234,0.05026798022786916,0.09330511432832278
528,528,528,528,2021-03-11,55.482418060302734,51.87748718261719,50.34096145629883,0.06948931171233497,0.10213266602917837
529,529,529,529,2021-03-12,58.36833190917969,51.05013275146485,52.10403060913086,0.14335318564876487,0.12022680830666976
530,530,530,530,2021-03-15,57.06819152832031,52.94124221801758,49.83863830566406,0.07795339016239033,0.14505920443325238
531,531,531,531,2021-03-16,56.260528564453125,54.15273666381836,50.55765151977539,0.03892309106592329,0.11279948481086155
532,532,532,532,2021-03-17,59.14645004272461,53.82770156860352,51.74944686889648,0.09881061830853644,0.14293878720226538
533,533,533,533,2021-03-18,58.37818145751953,55.97489547729492,53.29582214355469,0.04293506865411567,0.0953613080641722
534,534,534,534,2021-03-19,58.91990661621094,55.482418060302734,51.87748718261719,0.06195635799744825,0.1357509743832288
535,535,535,535,2021-03-22,57.22578430175781,58.36833190917969,51.05013275146485,-0.019574786019234902,0.12097229169527979
536,536,536,536,2021-03-23,55.31497573852539,57.06819152832031,52.94124221801758,-0.030721418409147994,0.04483713303765202
537,537,537,537,2021-03-24,54.97024154663086,56.260528564453125,54.15273666381836,-0.022934143186089884,0.01509628013608233
538,538,538,538,2021-03-25,55.74835586547852,59.14645004272461,53.82770156860352,-0.057452208455308185,0.03568152161256832
539,539,539,539,2021-03-26,55.669559478759766,58.37818145751953,55.97489547729492,-0.0463978478111855,-0.005454873938246285
540,540,540,540,2021-03-29,55.09828186035156,58.91990661621094,55.482418060302734,-0.0648613512026156,-0.006923566300474859
541,541,541,541,2021-03-30,57.62960815429688,57.22578430175781,58.36833190917969,0.007056676591965294,-0.012656242361564263
542,542,542,542,2021-03-31,56.59541702270508,55.31497573852539,57.06819152832031,0.02314818486466219,-0.008284378617125387
543,543,543,543,2021-04-01,56.9302978515625,54.97024154663086,56.260528564453125,0.03565667986503085,0.01190478127737582
544,544,544,544,2021-04-05,60.12154769897461,55.74835586547852,59.14645004272461,0.07844521628671264,0.01648615691297839
545,545,545,545,2021-04-06,61.00800704956055,55.669559478759766,58.37818145751953,0.09589527240354068,0.04504809033756363
546,546,546,546,2021-04-07,59.91471481323242,55.09828186035156,58.91990661621094,0.0874153020794417,0.01688407626816879
547,547,547,547,2021-04-08,59.18584060668945,57.62960815429688,57.22578430175781,0.027004043619833995,0.034251279014299696
548,548,548,548,2021-04-09,59.25478744506836,56.59541702270508,55.31497573852539,0.046989147925111885,0.07122504627257742
549,549,549,549,2021-04-12,58.76231384277344,56.9302978515625,54.97024154663086,0.0321799825461595,0.06898409374690107
550,550,550,550,2021-04-13,57.60991668701172,60.12154769897461,55.74835586547852,-0.04177588748277894,0.03339221027477768
551,551,551,551,2021-04-14,57.60006713867188,61.00800704956055,55.669559478759766,-0.05586053496420862,0.03467797622233171
552,552,552,552,2021-04-15,57.72811508178711,59.91471481323242,55.09828186035156,-0.036495203862046854,0.047729858947343384
553,553,553,553,2021-04-16,57.82660675048828,59.18584060668945,57.62960815429688,-0.022965524224514366,0.0034183573774084763
554,554,554,554,2021-04-19,57.00909805297852,59.25478744506836,56.59541702270508,-0.0378988684107876,0.007309443980375363
555,555,555,555,2021-04-20,54.93084335327149,58.76231384277344,56.9302978515625,-0.06520285262683101,-0.03512109674016284
556,556,556,556,2021-04-21,56.62496566772461,57.60991668701172,60.12154769897461,-0.01709690060199598,-0.05815854988892166
557,557,557,557,2021-04-22,55.80745697021485,57.60006713867188,61.00800704956055,-0.031121668038013417,-0.08524372997664009
558,558,558,558,2021-04-23,56.66436004638672,57.72811508178711,59.91471481323242,-0.018426983695783217,-0.05424969103128985
559,559,559,559,2021-04-26,57.334129333496094,57.82660675048828,59.18584060668945,-0.008516450206340842,-0.03128638968733466
560,560,560,560,2021-04-27,58.08269882202149,57.00909805297852,59.25478744506836,0.018832095327052434,-0.01978048818643463
561,561,561,561,2021-04-28,57.66901397705078,54.93084335327149,58.76231384277344,0.04984759848250553,-0.01860545976198158
562,562,562,562,2021-04-29,55.71880722045898,56.62496566772461,57.60991668701172,-0.016002807888360948,-0.03282611007453684
563,563,563,563,2021-04-30,56.359031677246094,55.80745697021485,57.60006713867188,0.009883530570576449,-0.021545729424898075
564,564,564,564,2021-05-03,56.29008102416992,56.66436004638672,57.72811508178711,-0.006605192786266478,-0.024910462702269598
565,565,565,565,2021-05-04,54.5073127746582,57.334129333496094,57.82660675048828,-0.04930425545306727,-0.05740080842288142
566,566,566,566,2021-05-05,56.7136116027832,58.08269882202149,57.00909805297852,-0.023571343050595495,-0.005183145502858588
567,567,567,567,2021-05-06,57.836456298828125,57.66901397705078,54.93084335327149,0.0029035058904245403,0.05289583716874757
568,568,568,568,2021-05-07,58.10239410400391,55.71880722045898,56.62496566772461,0.04277885695065131,0.026091467232825405
569,569,569,569,2021-05-10,56.54616928100586,56.359031677246094,55.80745697021485,0.003320454560529873,0.013236802945263637
570,570,570,570,2021-05-11,54.89144515991211,56.29008102416992,56.66436004638672,-0.02484693286650741,-0.03128800687104316
571,571,571,571,2021-05-12,52.95108413696289,54.5073127746582,57.334129333496094,-0.028550822971754375,-0.076447401355627
572,572,572,572,2021-05-13,53.77845001220703,56.7136116027832,58.08269882202149,-0.05175409408121934,-0.07410552362595357
573,573,573,573,2021-05-14,55.15738296508789,57.836456298828125,57.66901397705078,-0.04632153325400945,-0.04355252220824146
574,574,574,574,2021-05-17,55.19678497314453,58.10239410400391,55.71880722045898,-0.050008423502451715,-0.009368869747139352
575,575,575,575,2021-05-18,55.04903793334961,56.54616928100586,56.359031677246094,-0.026476264735392885,-0.02324372340884928
576,576,576,576,2021-05-19,54.694454193115234,54.89144515991211,56.29008102416992,-0.0035887371196547946,-0.028346500875874647
577,577,577,577,2021-05-20,54.67475891113281,52.95108413696289,54.5073127746582,0.03255220931287228,0.003071993975686471
578,578,578,578,2021-05-21,55.86655044555664,53.77845001220703,56.7136116027832,0.03882782848660815,-0.014935764683076447
579,579,579,579,2021-05-24,55.74835586547852,55.15738296508789,57.836456298828125,0.01071430275734242,-0.03610353342813488
580,580,580,580,2021-05-25,55.90594482421875,55.19678497314453,58.10239410400391,0.012847847051585592,-0.037803077027316556
581,581,581,581,2021-05-26,57.20608901977539,55.04903793334961,56.54616928100586,0.03918417410014352,0.011670458797837568
582,582,582,582,2021-05-27,58.87065887451172,54.694454193115234,54.89144515991211,0.07635517609612008,0.0724924203217312
583,583,583,583,2021-05-28,58.417579650878906,54.67475891113281,52.95108413696289,0.06845609956560761,0.10323670616028213
584,584,584,584,2021-06-01,58.75246810913086,55.86655044555664,53.77845001220703,0.051657344879143974,0.09249091589279335
585,585,585,585,2021-06-02,58.75246810913086,55.74835586547852,55.15738296508789,0.05388701060352874,0.06517867510716546
586,586,586,586,2021-06-03,62.50513458251953,55.90594482421875,55.19678497314453,0.11804093069261534,0.13240534956756633
587,587,587,587,2021-06-04,62.41648864746094,57.20608901977539,55.04903793334961,0.09108120686041632,0.13383432282742946
588,588,588,588,2021-06-07,62.27859878540039,58.87065887451172,54.694454193115234,0.05788859809014557,0.13866386828739619
589,589,589,589,2021-06-08,62.95820999145508,58.417579650878906,54.67475891113281,0.07772712200184184,0.15150411717015544
590,590,590,590,2021-06-09,61.82551574707031,58.75246810913086,55.86655044555664,0.052304996485107,0.10666427860658478
591,591,591,591,2021-06-10,60.417030334472656,58.75246810913086,55.74835586547852,0.028331783819701473,0.08374550955833926
592,592,592,592,2021-06-11,60.56478500366211,62.50513458251953,55.90594482421875,-0.031043042972665913,0.08333353803592503
593,593,593,593,2021-06-14,59.87531280517578,62.41648864746094,57.20608901977539,-0.040713213725273034,0.0466597844938792
594,594,594,594,2021-06-15,59.89501190185547,62.27859878540039,58.87065887451172,-0.03827296904604882,0.01740006052127341
595,595,595,595,2021-06-16,60.83071517944336,62.95820999145508,58.417579650878906,-0.03379217440109039,0.04130837913837038
596,596,596,596,2021-06-17,59.17599487304688,61.82551574707031,58.75246810913086,-0.04285481232154509,0.007208663355713574
597,597,597,597,2021-06-18,57.8758544921875,60.417030334472656,58.75246810913086,-0.04206058835095072,-0.014920456027737838
598,598,598,598,2021-06-21,58.40773010253906,60.56478500366211,62.50513458251953,-0.03561566182382414,-0.06555308627599321
599,599,599,599,2021-06-22,58.34863662719727,59.87531280517578,62.41648864746094,-0.025497590015872706,-0.06517271490935017
600,600,600,600,2021-06-23,59.21538925170898,59.89501190185547,62.27859878540039,-0.01134689899152419,-0.049185588523701695
601,601,601,601,2021-06-24,59.136600494384766,60.83071517944336,62.95820999145508,-0.027849659174007058,-0.060700733035278454
602,602,602,602,2021-06-25,59.39268112182617,59.17599487304688,61.82551574707031,0.003661725489265688,-0.03935000939089495
603,603,603,603,2021-06-28,57.757659912109375,57.8758544921875,60.417030334472656,-0.002042208812555457,-0.04401690065931463
604,604,604,604,2021-06-29,57.944801330566406,58.40773010253906,60.56478500366211,-0.007925813435309847,-0.043259192168143334
605,605,605,605,2021-06-30,58.27968215942383,58.34863662719727,59.87531280517578,-0.001181766563184805,-0.026649224379735048
606,606,606,606,2021-07-01,58.2205924987793,59.21538925170898,59.89501190185547,-0.01679963208045565,-0.02795590734366815
607,607,607,607,2021-07-02,58.07284164428711,59.136600494384766,60.83071517944336,-0.017988163695656922,-0.04533685864157366
608,608,608,608,2021-07-06,56.59541702270508,59.39268112182617,59.17599487304688,-0.047097791281443424,-0.04360852497500112
609,609,609,609,2021-07-07,55.73850631713867,57.757659912109375,57.8758544921875,-0.03495906167326168,-0.036929876781989335
610,610,610,610,2021-07-08,55.21648406982422,57.944801330566406,58.40773010253906,-0.04708476339710865,-0.054637391782087374
611,611,611,611,2021-07-09,57.8758544921875,58.27968215942383,58.34863662719727,-0.00692913297179043,-0.00810271091731729
612,612,612,612,2021-07-12,58.08269882202149,58.2205924987793,59.21538925170898,-0.002368469141922569,-0.019128311812199983
613,613,613,613,2021-07-13,57.84630584716797,58.07284164428711,59.136600494384766,-0.003900890514480726,-0.021818884353004275
614,614,614,614,2021-07-14,57.12729263305664,56.59541702270508,59.39268112182617,0.009397856546196737,-0.03814255302135239
615,615,615,615,2021-07-15,56.09309005737305,55.73850631713867,57.757659912109375,0.006361557990393285,-0.028819897780992587
616,616,616,616,2021-07-16,54.62551498413086,55.21648406982422,57.944801330566406,-0.010702765589819974,-0.05728359180143727
617,617,617,617,2021-07-19,53.364776611328125,57.8758544921875,58.27968215942383,-0.07794403936564454,-0.08433308772431192
618,618,618,618,2021-07-20,55.30513000488281,58.08269882202149,58.2205924987793,-0.04782093245442631,-0.05007613919349263
619,619,619,619,2021-07-21,56.19158554077149,57.84630584716797,58.07284164428711,-0.028605462045723562,-0.03239476578464773
620,620,620,620,2021-07-22,54.80280303955078,57.12729263305664,56.59541702270508,-0.04068965088957843,-0.03167418984535675
621,621,621,621,2021-07-23,54.11333465576172,56.09309005737305,55.73850631713867,-0.035294104845826735,-0.02915707235012932
622,622,622,622,2021-07-26,54.93084335327149,54.62551498413086,55.21648406982422,0.005589482666283896,-0.0051731058462817225
623,623,623,623,2021-07-27,54.17242813110352,53.364776611328125,57.8758544921875,0.015134543252335986,-0.0639891435483495
624,624,624,624,2021-07-28,54.65505599975586,55.30513000488281,58.08269882202149,-0.011754316553808986,-0.05901314663026769
625,625,625,625,2021-07-29,56.41812515258789,56.19158554077149,57.84630584716797,0.004031557565714605,-0.024689229046940042
626,626,626,626,2021-07-30,55.9847526550293,54.80280303955078,57.12729263305664,0.021567320463982576,-0.019999897165898894
627,627,627,627,2021-08-02,56.17189025878906,54.11333465576172,56.09309005737305,0.03804155881582072,0.0014048112046496364
628,628,628,628,2021-08-03,57.00909805297852,54.93084335327149,54.62551498413086,0.03783402134100422,0.04363497661376936
629,629,629,629,2021-08-04,51.92673873901367,54.17242813110352,53.364776611328125,-0.04145447175923189,-0.02694732300273872
630,630,630,630,2021-08-05,53.62085723876953,54.65505599975586,55.30513000488281,-0.018922288927687658,-0.030454186907518
631,631,631,631,2021-08-06,54.221675872802734,56.41812515258789,56.19158554077149,-0.03893162478981116,-0.0350570223105634
632,632,632,632,2021-08-09,53.13822555541992,55.9847526550293,54.80280303955078,-0.05084468475103032,-0.03037394789696335
633,633,633,633,2021-08-10,53.44356536865234,56.17189025878906,54.11333465576172,-0.04857100014913296,-0.012377157892228818
634,634,634,634,2021-08-11,53.45341873168945,57.00909805297852,54.93084335327149,-0.06237038372339765,-0.02689608481123107
635,635,635,635,2021-08-12,53.79814910888672,51.92673873901367,54.17242813110352,0.03603943585363312,-0.006909031681411881
636,636,636,636,2021-08-13,52.84274673461914,53.62085723876953,54.65505599975586,-0.014511340254884875,-0.03315904140954162
637,637,637,637,2021-08-16,52.15327453613281,54.221675872802734,56.41812515258789,-0.038147130338098245,-0.07559362536277847
638,638,638,638,2021-08-17,49.710594177246094,53.13822555541992,55.9847526550293,-0.0645040616683562,-0.11206905773869802
639,639,639,639,2021-08-18,50.07502746582031,53.44356536865234,56.17189025878906,-0.06302981246845973,-0.10853939158678727
640,640,640,640,2021-08-19,48.34151077270508,53.45341873168945,57.00909805297852,-0.0956329469709637,-0.152038667095183
641,641,641,641,2021-08-20,48.06571960449219,53.79814910888672,51.92673873901367,-0.10655440009269046,-0.07435512470612016
642,642,642,642,2021-08-23,47.45504760742188,52.84274673461914,53.62085723876953,-0.10195721191887985,-0.11498901638017045
643,643,643,643,2021-08-24,48.82413864135742,52.15327453613281,54.221675872802734,-0.06383368876423856,-0.09954574705708574
644,644,644,644,2021-08-25,48.952178955078125,49.710594177246094,53.13822555541992,-0.01525661148735813,-0.07877655974748354
645,645,645,645,2021-08-26,47.888431549072266,50.07502746582031,53.44356536865234,-0.04366639475615963,-0.10394392255196483
646,646,646,646,2021-08-27,49.05067443847656,48.34151077270508,53.45341873168945,0.014669869733816787,-0.082366000111472
647,647,647,647,2021-08-30,48.430152893066406,48.06571960449219,53.79814910888672,0.007581979247849535,-0.09978031409511068
648,648,648,648,2021-08-31,48.27255630493164,47.45504760742188,52.84274673461914,0.017227012482901927,-0.08648661759842635
649,649,649,649,2021-09-01,48.371055603027344,48.82413864135742,52.15327453613281,-0.009279898241692397,-0.07252121686980695
650,650,650,650,2021-09-02,48.213470458984375,48.952178955078125,49.710594177246094,-0.01509041092474428,-0.030116793875438974
651,651,651,651,2021-09-03,48.08541870117188,47.888431549072266,50.07502746582031,0.004113460093128296,-0.03973255463527159
652,652,652,652,2021-09-07,47.98692321777344,49.05067443847656,48.34151077270508,-0.02168678071975072,-0.007335053234038602
653,653,653,653,2021-09-08,48.23316192626953,48.430152893066406,48.06571960449219,-0.0040675272537716856,0.0034836120868497744
654,654,654,654,2021-09-09,47.691436767578125,48.27255630493164,47.45504760742188,-0.012038300472066554,0.004981328058330181
655,655,655,655,2021-09-10,48.745338439941406,48.371055603027344,48.82413864135742,0.007737743827336274,-0.0016139598896941498
656,656,656,656,2021-09-13,50.05532455444336,48.213470458984375,48.952178955078125,0.03820206423484618,0.02253516846262471
657,657,657,657,2021-09-14,49.97652816772461,48.08541870117188,47.888431549072266,0.039328127270869206,0.043603362046063854
658,658,658,658,2021-09-15,51.04027557373047,47.98692321777344,49.05067443847656,0.06362884200973595,0.040562156545868255
659,659,659,659,2021-09-16,50.74479293823242,48.23316192626953,48.430152893066406,0.05207270084847915,0.0477933664648289
660,660,660,660,2021-09-17,50.55765151977539,47.691436767578125,48.27255630493164,0.06009914874583511,0.047337356663050834
661,661,661,661,2021-09-20,48.62714385986328,48.745338439941406,48.371055603027344,-0.002424736064223887,0.0052942457765985385
662,662,662,662,2021-09-21,48.62714385986328,50.05532455444336,48.213470458984375,-0.028532043439788213,0.008580037838819887
663,663,663,663,2021-09-22,50.015926361083984,49.97652816772461,48.08541870117188,0.0007883339400278633,0.04014746490842258
664,664,664,664,2021-09-23,51.138771057128906,51.04027557373047,47.98692321777344,0.0019297600236534151,0.06568139042905097
665,665,665,665,2021-09-24,51.444114685058594,50.74479293823242,48.23316192626953,0.01378115283034842,0.06657147552750975
666,666,666,666,2021-09-27,52.43891525268555,50.55765151977539,47.691436767578125,0.0372102674147019,0.09954572155676544
667,667,667,667,2021-09-28,52.05478286743164,48.62714385986328,48.745338439941406,0.07048818284385239,0.06789253154058539
668,668,668,668,2021-09-29,52.13357162475586,48.62714385986328,50.05532455444336,0.0721084457478649,0.04151900100162309
669,669,669,669,2021-09-30,51.91688537597656,50.015926361083984,49.97652816772461,0.03800707401016301,0.03882537021659416
670,670,670,670,2021-10-01,52.33057022094727,51.138771057128906,51.04027557373047,0.023305197586523274,0.025279931048822535
671,671,671,671,2021-10-04,53.16777801513672,51.444114685058594,50.74479293823242,0.03350554948083784,0.047748447409246664
672,672,672,672,2021-10-05,53.52236175537109,52.43891525268555,50.55765151977539,0.020661115842400157,0.058640188902683965
673,673,673,673,2021-10-06,53.1185302734375,52.05478286743164,48.62714385986328,0.02043515211109259,0.0923637716933936
674,674,674,674,2021-10-07,55.590763092041016,52.13357162475586,48.62714385986328,0.06631411122508801,0.14320436446454532
675,675,675,675,2021-10-08,57.68871307373047,51.91688537597656,50.015926361083984,0.11117438297684745,0.15340686998884556
676,676,676,676,2021-10-11,57.21593475341797,52.33057022094727,51.138771057128906,0.0933558436654518,0.11883671763445491
677,677,677,677,2021-10-12,58.07284164428711,53.16777801513672,51.444114685058594,0.09225632163439168,0.12885296986467054
678,678,678,678,2021-10-13,56.90075302124024,53.52236175537109,52.43891525268555,0.06312111713811142,0.08508638569380378
679,679,679,679,2021-10-14,56.82195281982422,53.1185302734375,52.05478286743164,0.06971997393984108,0.09157986432357568
680,680,680,680,2021-10-15,57.12729263305664,55.590763092041016,52.13357162475586,0.02764001527504867,0.0957870495473494
681,681,681,681,2021-10-18,56.033992767333984,57.68871307373047,51.91688537597656,-0.028683605825659986,0.0793018949719686
682,682,682,682,2021-10-19,55.99459838867188,57.21593475341797,52.33057022094727,-0.021346087764005706,0.07001697386928041
683,683,683,683,2021-10-20,56.8022575378418,58.07284164428711,53.16777801513672,-0.02187914471669916,0.06835868750562324
684,684,684,684,2021-10-21,57.53112030029297,56.90075302124024,53.52236175537109,0.011078364443040334,0.07489876032085951
685,685,685,685,2021-10-22,56.90075302124024,56.82195281982422,53.1185302734375,0.0013867915040846057,0.07120345251145022
686,686,686,686,2021-10-25,56.89089584350586,57.12729263305664,55.590763092041016,-0.00413807094043861,0.02338756799060704
687,687,687,687,2021-10-26,56.50676727294922,56.033992767333984,57.68871307373047,0.008437280341208275,-0.020488337107999577
688,688,688,688,2021-10-27,53.44356536865234,55.99459838867188,57.21593475341797,-0.045558555529092604,-0.06593214636837297
689,689,689,689,2021-10-28,53.423866271972656,56.8022575378418,58.07284164428711,-0.059476355558904515,-0.08005420848510858
690,690,690,690,2021-10-29,53.61100769042969,57.53112030029297,56.90075302124024,-0.06813899311193006,-0.05781549726736546
691,691,691,691,2021-11-01,54.65505599975586,56.90075302124024,56.82195281982422,-0.039466912162763435,-0.03813485303715869
692,692,692,692,2021-11-02,54.75355529785156,56.89089584350586,57.12729263305664,-0.03756911389712758,-0.04155172117909045
693,693,693,693,2021-11-03,55.15738296508789,56.50676727294922,56.033992767333984,-0.023880047877155808,-0.015644250194448595
694,694,694,694,2021-11-04,57.757659912109375,53.44356536865234,55.99459838867188,0.08072243147886038,0.03148627857279496
695,695,695,695,2021-11-05,57.639461517333984,53.423866271972656,56.8022575378418,0.07890846431631116,0.014738920877122474
696,696,696,696,2021-11-08,58.70320892333984,53.61100769042969,57.53112030029297,0.09498424768126812,0.020373123570842422
697,697,697,697,2021-11-09,57.73796463012695,54.65505599975586,56.90075302124024,0.05640665029022873,0.014713541815065234
698,698,698,698,2021-11-10,58.37818145751953,54.75355529785156,56.89089584350586,0.06619891877249828,0.02614277015613986
699,699,699,699,2021-11-11,60.88981246948242,55.15738296508789,56.50676727294922,0.10392859842576097,0.07756673064239239
700,700,700,700,2021-11-12,62.4460334777832,57.757659912109375,53.44356536865234,0.08117319110241294,0.16844811993795838
701,701,701,701,2021-11-15,62.02250671386719,57.639461517333984,53.423866271972656,0.07604243830791324,0.1609512946539695
702,702,702,702,2021-11-16,61.66792678833008,58.70320892333984,53.61100769042969,0.05050350601552034,0.1502847912209393
703,703,703,703,2021-11-17,63.63782501220703,57.73796463012695,54.65505599975586,0.1021833800320977,0.16435385250527057
704,704,704,704,2021-11-18,61.39213562011719,58.37818145751953,54.75355529785156,0.05162809267689927,0.12124473536289448
705,705,705,705,2021-11-19,60.870113372802734,60.88981246948242,55.15738296508789,-0.0003235204031800665,0.10357145500051623
706,706,706,706,2021-11-22,63.09610366821289,62.4460334777832,57.757659912109375,0.01041011180735718,0.09242832490490605
707,707,707,707,2021-11-23,62.1013069152832,62.02250671386719,57.639461517333984,0.0012705097809018184,0.0774095607504488
708,708,708,708,2021-11-24,61.254241943359375,61.66792678833008,58.70320892333984,-0.006708265811994019,0.04345644926073655
709,709,709,709,2021-11-26,59.2646369934082,63.63782501220703,57.73796463012695,-0.06871994789199598,0.026441395588867822
710,710,710,710,2021-11-29,58.95930862426758,61.39213562011719,58.37818145751953,-0.03962766519320127,0.009954526712534273
711,711,711,711,2021-11-30,56.999244689941406,60.870113372802734,60.88981246948242,-0.06359226997252254,-0.06389521697888201
712,712,712,712,2021-12-01,57.1863899230957,63.09610366821289,62.4460334777832,-0.09366210275349274,-0.0842270239079117
713,713,713,713,2021-12-02,60.10184860229492,62.1013069152832,62.02250671386719,-0.03219671875369523,-0.030967115218882957
714,714,714,714,2021-12-03,58.81155776977539,61.254241943359375,61.66792678833008,-0.03987779615071696,-0.046318551106135475
715,715,715,715,2021-12-06,58.93960189819336,59.2646369934082,63.63782501220703,-0.005484469520179447,-0.07382752495253342
716,716,716,716,2021-12-07,60.60417175292969,58.95930862426758,61.39213562011719,0.027898277083681533,-0.012834931693259
717,717,717,717,2021-12-08,59.86545944213867,56.999244689941406,60.870113372802734,0.05028513566782511,-0.0165048802276907
718,718,718,718,2021-12-09,58.7229118347168,57.1863899230957,63.09610366821289,0.026868664269372733,-0.06931001407776716
719,719,719,719,2021-12-10,62.25889587402344,60.10184860229492,62.1013069152832,0.03588986565125629,0.0025376109870798302
720,720,720,720,2021-12-13,58.24028396606445,58.81155776977539,61.254241943359375,-0.00971363156111682,-0.04920406949255651
721,721,721,721,2021-12-14,57.52127456665039,58.93960189819336,59.2646369934082,-0.024064080615828543,-0.029416571419339288
722,722,722,722,2021-12-15,57.72811508178711,60.60417175292969,58.95930862426758,-0.047456414104092515,-0.020882089210484955
723,723,723,723,2021-12-16,57.51142501831055,59.86545944213867,56.999244689941406,-0.03932208064156517,0.008985738866457815
724,724,724,724,2021-12-17,54.33002471923828,58.7229118347168,57.1863899230957,-0.07480703831313518,-0.04994833924118425
