,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BSX,BSX_6m,BSX_12m,BSX_6m_ret,BSX_12m_ret
0,0,0,0,2019-02-05,37.75,,,,
1,1,1,1,2019-02-06,38.77000045776367,,,,
2,2,2,2,2019-02-07,38.84999847412109,,,,
3,3,3,3,2019-02-08,39.18999862670898,,,,
4,4,4,4,2019-02-11,39.310001373291016,,,,
5,5,5,5,2019-02-12,40.040000915527344,,,,
6,6,6,6,2019-02-13,39.59999847412109,37.75,,0.0490065820959229,
7,7,7,7,2019-02-14,39.91999816894531,38.77000045776367,,0.029662050492737402,
8,8,8,8,2019-02-15,40.0099983215332,38.84999847412109,,0.029858427103538254,
9,9,9,9,2019-02-19,39.86000061035156,39.18999862670898,,0.017096249224820337,
10,10,10,10,2019-02-20,40.11000061035156,39.310001373291016,,0.020351035591774425,
11,11,11,11,2019-02-21,40.119998931884766,40.040000915527344,,0.001997952410795145,
12,12,12,12,2019-02-22,40.52000045776367,39.59999847412109,37.75,0.023232374219504415,0.0733774955698987
13,13,13,13,2019-02-25,39.9900016784668,39.91999816894531,38.77000045776367,0.001753595008326947,0.03146766072474527
14,14,14,14,2019-02-26,39.86000061035156,40.0099983215332,38.84999847412109,-0.003749005685434237,0.025997482005134742
15,15,15,15,2019-02-27,39.93000030517578,39.86000061035156,39.18999862670898,0.0017561388297129277,0.01888241144163949
16,16,16,16,2019-02-28,40.119998931884766,40.11000061035156,39.310001373291016,0.0002492725350551339,0.020605381081062468
17,17,17,17,2019-03-01,40.75,40.119998931884766,40.040000915527344,0.0157029183670927,0.017732244461496016
18,18,18,18,2019-03-04,40.29999923706055,40.52000045776367,39.59999847412109,-0.005429447636172813,0.0176767876240429
19,19,19,19,2019-03-05,40.18999862670898,39.9900016784668,39.91999816894531,0.005001173789644264,0.006763538831364491
20,20,20,20,2019-03-06,39.77999877929688,39.86000061035156,40.0099983215332,-0.0020070704924651794,-0.0057485516592120645
21,21,21,21,2019-03-07,39.59000015258789,39.93000030517578,39.86000061035156,-0.008514904833191728,-0.006773719358487695
22,22,22,22,2019-03-08,39.5099983215332,40.119998931884766,40.11000061035156,-0.015204402457418165,-0.014958919962307582
23,23,23,23,2019-03-11,39.900001525878906,40.75,40.119998931884766,-0.02085885826064038,-0.005483484842045194
24,24,24,24,2019-03-12,40.2599983215332,40.29999923706055,40.52000045776367,-0.0009925785678566168,-0.006416637050670415
25,25,25,25,2019-03-13,40.22999954223633,40.18999862670898,39.9900016784668,0.0009952952698228934,0.006001446704083646
26,26,26,26,2019-03-14,40.04999923706055,39.77999877929688,39.86000061035156,0.006787342032403165,0.004766648866022294
27,27,27,27,2019-03-15,40.209999084472656,39.59000015258789,39.93000030517578,0.015660493293638833,0.007012240850410967
28,28,28,28,2019-03-18,37.970001220703125,39.5099983215332,40.119998931884766,-0.03897740233491154,-0.05358917668048491
29,29,29,29,2019-03-19,38.16999816894531,39.900001525878906,40.75,-0.04335847846550889,-0.06331292836944014
30,30,30,30,2019-03-20,37.86000061035156,40.2599983215332,40.29999923706055,-0.05961246426326827,-0.06054587277672008
31,31,31,31,2019-03-21,38.150001525878906,40.22999954223633,40.18999862670898,-0.05170266070159135,-0.05075882484540206
32,32,32,32,2019-03-22,37.29999923706055,40.04999923706055,39.77999877929688,-0.06866417109579537,-0.062342876277990955
33,33,33,33,2019-03-25,37.63999938964844,40.209999084472656,39.59000015258789,-0.06391444300770055,-0.04925488142015044
34,34,34,34,2019-03-26,37.84000015258789,37.970001220703125,39.5099983215332,-0.0034237836169558333,-0.0422677357603215
35,35,35,35,2019-03-27,37.4900016784668,38.16999816894531,39.900001525878906,-0.017814946898052297,-0.06040099637211782
36,36,36,36,2019-03-28,37.91999816894531,37.86000061035156,40.2599983215332,0.0015847215432254202,-0.05812221187640565
37,37,37,37,2019-03-29,38.380001068115234,38.150001525878906,40.22999954223633,0.006028821311587773,-0.04598554549270706
38,38,38,38,2019-04-01,38.65999984741211,37.29999923706055,40.04999923706055,0.03646114311445592,-0.0347066021504987
39,39,39,39,2019-04-02,38.52000045776367,37.63999938964844,40.209999084472656,0.023379412390672094,-0.04202931273782562
40,40,40,40,2019-04-03,38.33000183105469,37.84000015258789,37.970001220703125,0.012949304347010804,0.009481185113980883
41,41,41,41,2019-04-04,38.15999984741211,37.4900016784668,38.16999816894531,0.01787138274069866,-0.00026194189187411787
42,42,42,42,2019-04-05,38.15999984741211,37.91999816894531,37.86000061035156,0.006329158493033615,0.007923909990073419
43,43,43,43,2019-04-08,38.150001525878906,38.380001068115234,38.150001525878906,-0.005992692439693692,0.0
44,44,44,44,2019-04-09,38.209999084472656,38.65999984741211,37.29999923706055,-0.011639957700868342,0.02439677925001016
45,45,45,45,2019-04-10,38.36000061035156,38.52000045776367,37.63999938964844,-0.004153682386051516,0.019128619351177045
46,46,46,46,2019-04-11,37.91999816894531,38.33000183105469,37.84000015258789,-0.010696677342112548,0.002114112474493446
47,47,47,47,2019-04-12,37.72999954223633,38.15999984741211,37.4900016784668,-0.011268351857840586,0.0064016498539496425
48,48,48,48,2019-04-15,37.810001373291016,38.15999984741211,37.91999816894531,-0.009171867807143852,-0.002900759519138929
49,49,49,49,2019-04-16,36.16999816894531,38.150001525878906,38.380001068115234,-0.051900479101959274,-0.057582147932922156
50,50,50,50,2019-04-17,34.90999984741211,38.209999084472656,38.65999984741211,-0.0863648080641165,-0.0969994830522749
51,51,51,51,2019-04-18,35.11000061035156,38.36000061035156,38.52000045776367,-0.08472366914204321,-0.08852543631589771
52,52,52,52,2019-04-22,34.93000030517578,37.91999816894531,38.33000183105469,-0.07885015844273424,-0.08870340108161046
53,53,53,53,2019-04-23,35.88999938964844,37.72999954223633,38.15999984741211,-0.048767563607524766,-0.05948638539938611
54,54,54,54,2019-04-24,35.439998626708984,37.810001373291016,38.15999984741211,-0.0626819005686734,-0.07127885826990088
55,55,55,55,2019-04-25,36.93000030517578,36.16999816894531,38.150001525878906,0.021011948429762173,-0.03197906086256752
56,56,56,56,2019-04-26,37.380001068115234,34.90999984741211,38.209999084472656,0.07075340107416883,-0.021722010893601595
57,57,57,57,2019-04-29,36.72999954223633,35.11000061035156,38.36000061035156,0.04614066943100936,-0.04249220652189911
58,58,58,58,2019-04-30,37.119998931884766,34.93000030517578,37.91999816894531,0.06269678235257503,-0.021097027312509398
59,59,59,59,2019-05-01,36.380001068115234,35.88999938964844,37.72999954223633,0.013652875084977811,-0.035780505976679255
60,60,60,60,2019-05-02,36.88999938964844,35.439998626708984,37.810001373291016,0.04091424433201518,-0.024332238831719977
61,61,61,61,2019-05-03,37.20000076293945,36.93000030517578,36.16999816894531,0.007311141498307361,0.028476711256194553
62,62,62,62,2019-05-06,37.369998931884766,37.380001068115234,34.90999984741211,-0.0002675798808096097,0.07046688900673304
63,63,63,63,2019-05-07,36.77000045776367,36.72999954223633,35.11000061035156,0.0010890529819187478,0.04727997204655954
64,64,64,64,2019-05-08,36.70000076293945,37.119998931884766,34.93000030517578,-0.011314606170005792,0.05067278678212328
65,65,65,65,2019-05-09,37.06999969482422,36.380001068115234,35.88999938964844,0.018966426785339552,0.03287824812602591
66,66,66,66,2019-05-10,36.58000183105469,36.88999938964844,35.439998626708984,-0.008403295302865654,0.032167134551933874
67,67,67,67,2019-05-13,35.970001220703125,37.20000076293945,36.93000030517578,-0.03306450314543319,-0.025995100908193347
68,68,68,68,2019-05-14,36.7599983215332,37.369998931884766,37.380001068115234,-0.016323270746232188,-0.01658648284820108
69,69,69,69,2019-05-15,37.06999969482422,36.77000045776367,36.72999954223633,0.008158804278644016,0.009256742630691317
70,70,70,70,2019-05-16,37.619998931884766,36.70000076293945,37.119998931884766,0.025068069477381272,0.013469827973796589
71,71,71,71,2019-05-17,37.31999969482422,37.06999969482422,36.380001068115234,0.006743997897440179,0.025838334225142034
72,72,72,72,2019-05-20,37.290000915527344,36.58000183105469,36.88999938964844,0.019409487395648517,0.010843088438519999
73,73,73,73,2019-05-21,37.70000076293945,35.970001220703125,37.20000076293945,0.04809562089312913,0.01344085993939359
74,74,74,74,2019-05-22,37.72999954223633,36.7599983215332,37.369998931884766,0.02638741199655925,0.009633412380014805
75,75,75,75,2019-05-23,37.790000915527344,37.06999969482422,36.77000045776367,0.019422746874304675,0.02774001754324984
76,76,76,76,2019-05-24,38.470001220703125,37.619998931884766,36.70000076293945,0.022594426181600458,0.04822889430430366
77,77,77,77,2019-05-28,38.45000076293945,37.31999969482422,37.06999969482422,0.03027869982196041,0.03722689720733707
78,78,78,78,2019-05-29,38.06999969482422,37.290000915527344,36.58000183105469,0.020917102712434854,0.040732580349533976
79,79,79,79,2019-05-30,38.43999862670898,37.70000076293945,35.970001220703125,0.019628590153689673,0.06866826027751727
80,80,80,80,2019-05-31,38.40999984741211,37.72999954223633,36.7599983215332,0.01802280184007321,0.044885788934118986
81,81,81,81,2019-06-03,38.290000915527344,37.790000915527344,37.06999969482422,0.0132310131750899,0.032910742669185034
82,82,82,82,2019-06-04,39.04999923706055,38.470001220703125,37.619998931884766,0.015076631087947323,0.03801170509773155
83,83,83,83,2019-06-05,40.0099983215332,38.45000076293945,37.31999969482422,0.04057210735083716,0.07207927783241774
84,84,84,84,2019-06-06,40.540000915527344,38.06999969482422,37.290000915527344,0.064880515904993,0.08715473103264837
85,85,85,85,2019-06-07,41.27999877929688,38.43999862670898,37.70000076293945,0.07388138017816193,0.09496015766335741
86,86,86,86,2019-06-10,41.45000076293945,38.40999984741211,37.72999954223633,0.07914607986472477,0.09859531581861858
87,87,87,87,2019-06-11,41.16999816894531,38.290000915527344,37.790000915527344,0.07521538742638345,0.08944157638348127
88,88,88,88,2019-06-12,40.79999923706055,39.04999923706055,38.470001220703125,0.04481434146454877,0.060566621846206425
89,89,89,89,2019-06-13,40.65999984741211,40.0099983215332,38.45000076293945,0.016245977334347517,0.057477218221613
90,90,90,90,2019-06-14,40.41999816894531,40.540000915527344,38.06999969482422,-0.002960107150270619,0.0617283554756789
91,91,91,91,2019-06-17,40.68000030517578,41.27999877929688,38.43999862670898,-0.0145348471866239,0.05827267842071149
92,92,92,92,2019-06-18,40.93999862670898,41.45000076293945,38.40999984741211,-0.012304032010693522,0.06586823195385483
93,93,93,93,2019-06-19,41.65999984741211,41.16999816894531,38.290000915527344,0.011901911592417935,0.08801250591033982
94,94,94,94,2019-06-20,41.86000061035156,40.79999923706055,39.04999923706055,0.025980426301777104,0.0719590634620082
95,95,95,95,2019-06-21,41.68999862670898,40.65999984741211,40.0099983215332,0.02533199171574574,0.04198951201334111
96,96,96,96,2019-06-24,42.0099983215332,40.41999816894531,40.540000915527344,0.039336967457101135,0.03626041866819074
