,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BSX,BSX_6m,BSX_12m,BSX_6m_ret,BSX_12m_ret
97,97,97,97,2019-06-25,41.720001220703125,40.68000030517578,41.27999877929688,0.02556541071104723,0.010658974186474879
98,98,98,98,2019-06-26,41.38999938964844,40.93999862670898,41.45000076293945,0.010991714167911226,-0.0014475602457566517
99,99,99,99,2019-06-27,41.93000030517578,41.65999984741211,41.16999816894531,0.006481047977738852,0.01846009643021418
100,100,100,100,2019-06-28,42.97999954223633,41.86000061035156,40.79999923706055,0.02675582693631884,0.05343138102795808
101,101,101,101,2019-07-01,42.900001525878906,41.68999862670898,40.65999984741211,0.029023817199042456,0.05509104001163356
102,102,102,102,2019-07-02,42.68999862670898,42.0099983215332,40.41999816894531,0.01618663014388222,0.05616033054419356
103,103,103,103,2019-07-03,42.630001068115234,41.720001220703125,40.68000030517578,0.021812076241276124,0.04793512163989222
104,104,104,104,2019-07-05,42.619998931884766,41.38999938964844,40.93999862670898,0.0297173124033423,0.041035670775029454
105,105,105,105,2019-07-08,42.61000061035156,41.93000030517578,41.65999984741211,0.016217512526272015,0.022803666980773407
106,106,106,106,2019-07-09,43.060001373291016,42.97999954223633,41.86000061035156,0.001861373473865946,0.02866700299671532
107,107,107,107,2019-07-10,42.88999938964844,42.900001525878906,41.68999862670898,-0.00023315002038948318,0.028783900275081153
108,108,108,108,2019-07-11,43.20000076293945,42.68999862670898,42.0099983215332,0.011946642132506291,0.028326648154048728
109,109,109,109,2019-07-12,42.25,42.630001068115234,41.720001220703125,-0.00891393522388284,0.012703709582680078
110,110,110,110,2019-07-15,42.45000076293945,42.619998931884766,41.38999938964844,-0.003988694819467398,0.02561008429384315
111,111,111,111,2019-07-16,41.86000061035156,42.61000061035156,41.93000030517578,-0.01760150174271058,-0.0016694417914320248
112,112,112,112,2019-07-17,42.2400016784668,43.060001373291016,42.97999954223633,-0.01904318784654857,-0.017217260857398053
113,113,113,113,2019-07-18,42.63999938964844,42.88999938964844,42.900001525878906,-0.005828864620136542,-0.006060655640621082
114,114,114,114,2019-07-19,42.25,43.20000076293945,42.68999862670898,-0.02199075801300543,-0.010306831596703092
115,115,115,115,2019-07-22,42.5,42.25,42.630001068115234,0.00591715976331364,-0.003049520639408776
116,116,116,116,2019-07-23,42.880001068115234,42.45000076293945,42.619998931884766,0.010129571200177434,0.006100472612540431
117,117,117,117,2019-07-24,42.869998931884766,41.86000061035156,42.61000061035156,0.02412800541821869,0.0061018145460913775
118,118,118,118,2019-07-25,42.0099983215332,42.2400016784668,43.060001373291016,-0.005445155014064396,-0.024384649750826548
119,119,119,119,2019-07-26,42.08000183105469,42.63999938964844,42.88999938964844,-0.013133151186904057,-0.018885464446736333
120,120,120,120,2019-07-29,42.290000915527344,42.25,43.20000076293945,0.0009467672314165121,-0.021064810910669807
121,121,121,121,2019-07-30,42.86000061035156,42.5,42.25,0.008470602596507337,0.014437884268676093
122,122,122,122,2019-07-31,42.459999084472656,42.880001068115234,42.45000076293945,-0.009794822135741121,0.0002355317162192616
123,123,123,123,2019-08-01,42.61000061035156,42.869998931884766,41.86000061035156,-0.006064808211129424,0.017916865481710786
124,124,124,124,2019-08-02,42.75,42.0099983215332,42.2400016784668,0.017614894264051717,0.012073823420163166
125,125,125,125,2019-08-05,41.36000061035156,42.08000183105469,42.63999938964844,-0.017110294424269035,-0.030018733527646724
126,126,126,126,2019-08-06,42.33000183105469,42.290000915527344,42.25,0.0009458717110752968,0.0018935344628328021
127,127,127,127,2019-08-07,42.18000030517578,42.86000061035156,42.5,-0.015865615853760562,-0.007529404584099231
128,128,128,128,2019-08-08,42.7599983215332,42.459999084472656,42.880001068115234,0.007065455570635093,-0.0027985714457283706
129,129,129,129,2019-08-09,43.20000076293945,42.61000061035156,42.869998931884766,0.013846518285300258,0.0076977335963785976
130,130,130,130,2019-08-12,42.33000183105469,42.75,42.0099983215332,-0.009824518571820207,0.007617317836393633
131,131,131,131,2019-08-13,42.86000061035156,41.36000061035156,42.08000183105469,0.036266924029604075,0.018536091857326076
132,132,132,132,2019-08-14,41.43000030517578,42.33000183105469,42.290000915527344,-0.02126155178237288,-0.020335790771662143
133,133,133,133,2019-08-15,41.869998931884766,42.18000030517578,42.86000061035156,-0.0073494872225730035,-0.023098498935338108
134,134,134,134,2019-08-16,42.150001525878906,42.7599983215332,42.459999084472656,-0.014265594471436494,-0.007300931824728019
135,135,135,135,2019-08-19,42.7400016784668,43.20000076293945,42.61000061035156,-0.010648126767332844,0.003050952035979382
136,136,136,136,2019-08-20,42.5,42.33000183105469,42.75,0.004016020826641986,-0.005847953216374324
137,137,137,137,2019-08-21,42.54999923706055,42.86000061035156,41.36000061035156,-0.007232883081577546,0.02877172652679194
138,138,138,138,2019-08-22,42.68999862670898,41.43000030517578,42.33000183105469,0.030412703650783968,0.008504530594897863
139,139,139,139,2019-08-23,41.16999816894531,41.869998931884766,42.18000030517578,-0.01671843278711882,-0.023945048101541522
140,140,140,140,2019-08-26,41.84999847412109,42.150001525878906,42.7599983215332,-0.0071175098670785975,-0.021281568829104813
141,141,141,141,2019-08-27,42.220001220703125,42.7400016784668,43.20000076293945,-0.01216659890833971,-0.022685174188169288
142,142,142,142,2019-08-28,42.4900016784668,42.5,42.33000183105469,-0.00023525462431062127,0.0037798214148605513
143,143,143,143,2019-08-29,42.84000015258789,42.54999923706055,42.86000061035156,0.00681553280204894,-0.00046664623142445016
144,144,144,144,2019-08-30,42.72999954223633,42.68999862670898,41.43000030517578,0.0009370090610010262,0.031378209690675396
145,145,145,145,2019-09-03,41.66999816894531,41.16999816894531,41.869998931884766,0.012144766146167774,-0.004776708097480986
146,146,146,146,2019-09-04,42.04999923706055,41.84999847412109,42.150001525878906,0.004778990925486726,-0.0023725334566586653
147,147,147,147,2019-09-05,42.61000061035156,42.220001220703125,42.7400016784668,0.009237313556902382,-0.0030416720404746744
148,148,148,148,2019-09-06,43.45000076293945,42.4900016784668,42.5,0.02259352898447098,0.022352959127987182
149,149,149,149,2019-09-09,41.7400016784668,42.84000015258789,42.54999923706055,-0.02567690173209869,-0.0190363706960599
150,150,150,150,2019-09-10,41.29999923706055,42.72999954223633,42.68999862670898,-0.03346595648245454,-0.032560305325912475
151,151,151,151,2019-09-11,42.29999923706055,41.66999816894531,41.16999816894531,0.015118816793823209,0.02744719743435886
152,152,152,152,2019-09-12,42.2400016784668,42.04999923706055,41.84999847412109,0.004518488581535918,0.009319073322950677
153,153,153,153,2019-09-13,41.810001373291016,42.61000061035156,42.220001220703125,-0.01877491728705105,-0.009711033528134072
154,154,154,154,2019-09-16,41.93999862670898,43.45000076293945,42.4900016784668,-0.034752637738004966,-0.01294429348155457
155,155,155,155,2019-09-17,42.31999969482422,41.7400016784668,42.84000015258789,0.013895495760285037,-0.012138199250969373
156,156,156,156,2019-09-18,42.900001525878906,41.29999923706055,42.72999954223633,0.038740976231849356,0.0039785159247320845
157,157,157,157,2019-09-19,43.060001373291016,42.29999923706055,41.66999816894531,0.017966953899247518,0.033357409777416525
158,158,158,158,2019-09-20,43.290000915527344,42.2400016784668,42.04999923706055,0.024857935495675276,0.029488744374909004
159,159,159,159,2019-09-23,43.150001525878906,41.810001373291016,42.61000061035156,0.03204975146075717,0.012673102740959674
160,160,160,160,2019-09-24,42.33000183105469,41.93999862670898,43.45000076293945,0.00929907527696816,-0.025776729855435665
161,161,161,161,2019-09-25,42.20000076293945,42.31999969482422,41.7400016784668,-0.002835513533792411,0.011020581360205561
162,162,162,162,2019-09-26,42.34999847412109,42.900001525878906,41.29999923706055,-0.012820583501052751,0.02542371081010386
163,163,163,163,2019-09-27,40.310001373291016,43.060001373291016,42.29999923706055,-0.06386437325349814,-0.0470448676043006
164,164,164,164,2019-09-30,40.68999862670898,43.290000915527344,42.2400016784668,-0.06006011166162373,-0.03669514654749606
165,165,165,165,2019-10-01,40.2400016784668,43.150001525878906,41.810001373291016,-0.0674391597800259,-0.037550816628940886
166,166,166,166,2019-10-02,39.150001525878906,42.33000183105469,41.93999862670898,-0.07512402947364927,-0.06652353820186574
167,167,167,167,2019-10-03,39.75,42.20000076293945,42.31999969482422,-0.05805688906743034,-0.06072778150654223
168,168,168,168,2019-10-04,40.52999877929688,42.34999847412109,42.900001525878906,-0.042975200953935255,-0.05524481730268349
169,169,169,169,2019-10-07,40.34999847412109,40.310001373291016,43.060001373291016,0.0009922376449378323,-0.06293550424387284
170,170,170,170,2019-10-08,37.869998931884766,40.68999862670898,43.290000915527344,-0.06930449225852664,-0.12520216837645115
171,171,171,171,2019-10-09,38.61000061035156,40.2400016784668,43.150001525878906,-0.04050698310451317,-0.105214385978747
172,172,172,172,2019-10-10,37.97999954223633,39.150001525878906,42.33000183105469,-0.029885106974240738,-0.10276404679073403
173,173,173,173,2019-10-11,38.22999954223633,39.75,42.20000076293945,-0.03823900522675905,-0.09407585660969053
174,174,174,174,2019-10-14,37.970001220703125,40.52999877929688,42.34999847412109,-0.06316303073518548,-0.1034237877504165
175,175,175,175,2019-10-15,38.459999084472656,40.34999847412109,40.310001373291016,-0.04684013534376219,-0.045894374244406566
176,176,176,176,2019-10-16,38.18000030517578,37.869998931884766,40.68999862670898,0.008185935622776253,-0.06168587874774789
177,177,177,177,2019-10-17,38.16999816894531,38.61000061035156,40.2400016784668,-0.011396074448346005,-0.051441436957722186
178,178,178,178,2019-10-18,38.470001220703125,37.97999954223633,39.150001525878906,0.012901571468474593,-0.01736910034923722
179,179,179,179,2019-10-21,38.650001525878906,38.22999954223633,39.75,0.010986188560597965,-0.027672917587952095
180,180,180,180,2019-10-22,38.18000030517578,37.970001220703125,40.52999877929688,0.005530657827794716,-0.05798170601775354
181,181,181,181,2019-10-23,40.09000015258789,38.459999084472656,40.34999847412109,0.04238172404880025,-0.00644357698550968
182,182,182,182,2019-10-24,40.540000915527344,38.18000030517578,37.869998931884766,0.061812482752432896,0.07050441137970465
183,183,183,183,2019-10-25,40.84999847412109,38.16999816894531,38.61000061035156,0.07021221990406579,0.05801600177050936
184,184,184,184,2019-10-28,41.56999969482422,38.470001220703125,37.97999954223633,0.08058222967907747,0.09452343854284595
185,185,185,185,2019-10-29,41.75,38.650001525878906,38.22999954223633,0.08020694312380372,0.09207430028542873
186,186,186,186,2019-10-30,42.0099983215332,38.18000030517578,37.970001220703125,0.10031424792414723,0.10639970953246292
187,187,187,187,2019-10-31,41.70000076293945,40.09000015258789,38.459999084472656,0.04015965587986248,0.08424341538205793
188,188,188,188,2019-11-01,41.5099983215332,40.540000915527344,38.18000030517578,0.023926921166751658,0.08721838632112311
189,189,189,189,2019-11-04,40.97999954223633,40.84999847412109,38.16999816894531,0.003182400807128616,0.0736180641364872
190,190,190,190,2019-11-05,40.59000015258789,41.56999969482422,38.470001220703125,-0.02357468244962113,0.05510784675368985
191,191,191,191,2019-11-06,40.720001220703125,41.75,38.650001525878906,-0.02467062944423648,0.05355755790690475
192,192,192,192,2019-11-07,40.720001220703125,42.0099983215332,38.18000030517578,-0.030706906745313067,0.06652700092260111
193,193,193,193,2019-11-08,40.5099983215332,41.70000076293945,40.09000015258789,-0.028537228288586847,0.010476382323440836
194,194,194,194,2019-11-11,40.16999816894531,41.5099983215332,40.540000915527344,-0.03228138296244565,-0.009126855900990272
195,195,195,195,2019-11-12,41.220001220703125,40.97999954223633,40.84999847412109,0.00585655639696725,0.009057595113900474
196,196,196,196,2019-11-13,41.41999816894531,40.59000015258789,41.56999969482422,0.020448337354945778,-0.0036084081544408564
197,197,197,197,2019-11-14,41.56999969482422,40.720001220703125,41.75,0.020874225163061366,-0.004311384555108488
198,198,198,198,2019-11-15,42.310001373291016,40.720001220703125,42.0099983215332,0.03904715385370605,0.007141229796337356
199,199,199,199,2019-11-18,42.290000915527344,40.5099983215332,41.70000076293945,0.043939833812532525,0.014148684455474791
200,200,200,200,2019-11-19,42.630001068115234,40.16999816894531,41.5099983215332,0.06123980610663082,0.026981517510710873
201,201,201,201,2019-11-20,42.61000061035156,41.220001220703125,40.97999954223633,0.03372147861437469,0.03977552675263607
202,202,202,202,2019-11-21,42.36000061035156,41.41999816894531,40.59000015258789,0.022694410501230333,0.043606810818176855
203,203,203,203,2019-11-22,41.84999847412109,41.56999969482422,40.720001220703125,0.006735597338282551,0.02775042287679108
204,204,204,204,2019-11-25,42.84999847412109,42.310001373291016,40.720001220703125,0.012762871266909448,0.052308378918589415
205,205,205,205,2019-11-26,42.83000183105469,42.290000915527344,40.5099983215332,0.01276899748964233,0.05726989892982237
206,206,206,206,2019-11-27,43.209999084472656,42.630001068115234,40.16999816894531,0.013605395304369994,0.07567839318144443
207,207,207,207,2019-11-29,43.25,42.61000061035156,41.220001220703125,0.015019933829640841,0.04924790682144109
208,208,208,208,2019-12-02,42.720001220703125,42.36000061035156,41.41999816894531,0.008498597855628676,0.03138587902527945
209,209,209,209,2019-12-03,42.61000061035156,41.84999847412109,41.56999969482422,0.01816014728651516,0.02501806406452367
210,210,210,210,2019-12-04,43.0099983215332,42.84999847412109,42.310001373291016,0.0037339522312642703,0.01654447944981796
211,211,211,211,2019-12-05,43.2599983215332,42.83000183105469,42.290000915527344,0.010039609434869146,0.022936802672182344
212,212,212,212,2019-12-06,44.08000183105469,43.209999084472656,42.630001068115234,0.020134292178096036,0.03401362248672268
213,213,213,213,2019-12-09,43.709999084472656,43.25,42.61000061035156,0.010635816982026647,0.025815500078961717
214,214,214,214,2019-12-10,44.0099983215332,42.720001220703125,42.36000061035156,0.0301965604861667,0.03895178676599054
215,215,215,215,2019-12-11,43.81999969482422,42.61000061035156,41.84999847412109,0.028397067992031566,0.04707291021578719
216,216,216,216,2019-12-12,44.66999816894531,43.0099983215332,42.84999847412109,0.03859567338278702,0.04247374001479609
217,217,217,217,2019-12-13,45.09000015258789,43.2599983215332,42.83000183105469,0.042302401804388934,0.05276671083153084
218,218,218,218,2019-12-16,45.20000076293945,44.08000183105469,43.209999084472656,0.0254083231706157,0.046054193951184264
219,219,219,219,2019-12-17,44.75,43.709999084472656,43.25,0.02379320378198746,0.034682080924855585
220,220,220,220,2019-12-18,44.7400016784668,44.0099983215332,42.720001220703125,0.01658721619574388,0.04728465355906253
221,221,221,221,2019-12-19,44.83000183105469,43.81999969482422,42.61000061035156,0.023048885058521984,0.0521004738067008
222,222,222,222,2019-12-20,45.369998931884766,44.66999816894531,43.0099983215332,0.015670490074613408,0.05487097657406825
223,223,223,223,2019-12-23,45.220001220703125,45.09000015258789,43.2599983215332,0.0028831463223619735,0.04530751214094031
224,224,224,224,2019-12-24,45.310001373291016,45.20000076293945,44.08000183105469,0.0024336417808592525,0.02790379970832446
225,225,225,225,2019-12-26,45.2599983215332,44.75,43.709999084472656,0.011396610537054874,0.035460976195974325
226,226,226,226,2019-12-27,45.220001220703125,44.7400016784668,44.0099983215332,0.010728643813783023,0.027493818343953258
227,227,227,227,2019-12-30,44.9900016784668,44.83000183105469,43.81999969482422,0.0035690350407542315,0.02670018237770022
228,228,228,228,2019-12-31,45.220001220703125,45.369998931884766,44.66999816894531,-0.003306099067950985,0.012312582814032247
229,229,229,229,2020-01-02,45.33000183105469,45.220001220703125,45.09000015258789,0.0024325653998700236,0.0053227251642185
230,230,230,230,2020-01-03,44.97999954223633,45.310001373291016,45.20000076293945,-0.007283200641199139,-0.004867283561718616
231,231,231,231,2020-01-06,45.34999847412109,45.2599983215332,44.75,0.001988514271443531,0.013407787131197502
232,232,232,232,2020-01-07,45.400001525878906,45.220001220703125,44.7400016784668,0.003980546225491377,0.014751895901911949
233,233,233,233,2020-01-08,45.63999938964844,44.9900016784668,44.83000183105469,0.014447603621511762,0.018068202665846078
234,234,234,234,2020-01-09,45.709999084472656,45.220001220703125,45.369998931884766,0.010835865779348808,0.007493942265644371
235,235,235,235,2020-01-10,45.66999816894531,45.33000183105469,45.220001220703125,0.007500470420402694,0.009951281205100138
236,236,236,236,2020-01-13,45.470001220703125,44.97999954223633,45.310001373291016,0.01089376797362318,0.003531225834533469
237,237,237,237,2020-01-14,42.65999984741211,45.34999847412109,45.2599983215332,-0.059316399497654215,-0.05744583673314241
238,238,238,238,2020-01-15,42.56999969482422,45.400001525878906,45.220001220703125,-0.062334839998662295,-0.05860242048524433
239,239,239,239,2020-01-16,43.20000076293945,45.63999938964844,44.9900016784668,-0.053461846173082916,-0.039786638113954
240,240,240,240,2020-01-17,44.27999877929688,45.709999084472656,45.220001220703125,-0.03128419019508433,-0.020787315701705
241,241,241,241,2020-01-21,44.06999969482422,45.66999816894531,45.33000183105469,-0.035033907122182906,-0.027796207485861313
242,242,242,242,2020-01-22,44.04999923706055,45.470001220703125,44.97999954223633,-0.03122942479702484,-0.02067586293109025
243,243,243,243,2020-01-23,43.56999969482422,42.65999984741211,45.34999847412109,0.02133145453978047,-0.03925025003722149
244,244,244,244,2020-01-24,43.209999084472656,42.56999969482422,45.400001525878906,0.015034047315867216,-0.048237937616762094
245,245,245,245,2020-01-27,42.650001525878906,43.20000076293945,45.63999938964844,-0.012731463596000303,-0.06551266222075558
