,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,GRMN,GRMN_6m,GRMN_12m,GRMN_6m_ret,GRMN_12m_ret
244,244,244,244,2020-01-24,90.03866577148438,87.86884307861328,88.1852798461914,0.02469388029759112,0.021016953492981605
245,245,245,245,2020-01-27,88.98991394042969,89.02606964111328,87.6970443725586,-0.00040612486689961536,0.014742453147892576
246,246,246,246,2020-01-28,92.14519500732422,89.54141998291016,88.0586929321289,0.029079000812261224,0.04640657201606402
247,247,247,247,2020-01-29,90.88848876953124,90.94274139404295,87.24501037597656,-0.0005965580504841972,0.041761452922675524
248,248,248,248,2020-01-30,89.7945556640625,90.6082534790039,88.23046112060547,-0.008980393989494129,0.01772737582453532
249,249,249,249,2020-01-31,87.65184020996094,90.9156265258789,87.95924377441406,-0.03589906862698611,-0.0034948409202051334
250,250,250,250,2020-02-03,88.70964050292969,90.03866577148438,87.86884307861328,-0.014760605981520403,0.009568777678843121
251,251,251,251,2020-02-04,89.36962127685547,88.98991394042969,89.02606964111328,0.004266858114729155,0.003859000370645793
252,252,252,252,2020-02-05,88.63732147216797,92.14519500732422,89.54141998291016,-0.03806897945006704,-0.010096986522156404
253,253,253,253,2020-02-06,88.46553039550781,90.88848876953124,90.94274139404295,-0.026658583576710027,-0.027239238234547103
254,254,254,254,2020-02-07,86.97377014160156,89.7945556640625,90.6082534790039,-0.031413770039845135,-0.04011205599768608
255,255,255,255,2020-02-10,88.3389663696289,87.65184020996094,90.9156265258789,0.007839266785751864,-0.028341224217561356
256,256,256,256,2020-02-11,88.63732147216797,88.70964050292969,90.03866577148438,-0.0008152330496631333,-0.015563805697354272
257,257,257,257,2020-02-12,88.42937469482422,89.36962127685547,88.98991394042969,-0.010520874639476041,-0.006298907604076254
258,258,258,258,2020-02-13,88.87239074707031,88.63732147216797,92.14519500732422,0.0026520349554577383,-0.03551790475882943
259,259,259,259,2020-02-14,88.76388549804688,88.46553039550781,90.88848876953124,0.0033725576640437627,-0.023375933523020587
260,260,260,260,2020-02-18,87.80553436279297,86.97377014160156,89.7945556640625,0.009563391581590697,-0.02215080064219943
261,261,261,261,2020-02-19,93.7273406982422,88.3389663696289,87.65184020996094,0.06099657433240946,0.0693140095373701
262,262,262,262,2020-02-20,90.237548828125,88.63732147216797,88.70964050292969,0.018053651998718223,0.017223701015278703
263,263,263,263,2020-02-21,87.31732940673828,88.42937469482422,89.36962127685547,-0.012575519072974162,-0.022964088252757087
264,264,264,264,2020-02-24,86.21434020996094,88.87239074707031,88.63732147216797,-0.029908619704787198,-0.02733590345425596
265,265,265,265,2020-02-25,83.17658233642578,88.76388549804688,88.46553039550781,-0.0629456803323919,-0.05978541060497167
266,266,266,266,2020-02-26,81.71195220947266,87.80553436279297,86.97377014160156,-0.069398611346558,-0.060498905860493
267,267,267,267,2020-02-27,80.71745300292969,93.7273406982422,88.3389663696289,-0.1388056846422029,-0.08627578157083249
268,268,268,268,2020-02-28,79.9128189086914,90.237548828125,88.63732147216797,-0.11441722490821482,-0.0984292216706486
269,269,269,269,2020-03-02,84.50560760498047,87.31732940673828,88.42937469482422,-0.03220118870860511,-0.0443717611188017
270,270,270,270,2020-03-03,81.43167877197266,86.21434020996094,88.87239074707031,-0.05547408269135845,-0.08372354915345792
271,271,271,271,2020-03-04,84.45137023925781,83.17658233642578,88.76388549804688,0.015326283757078007,-0.04858411993337031
272,272,272,272,2020-03-05,80.807861328125,81.71195220947266,87.80553436279297,-0.011064365210978866,-0.0796951249764638
273,273,273,273,2020-03-06,79.12625122070312,80.71745300292969,93.7273406982422,-0.019713230819718874,-0.15578260696148094
274,274,274,274,2020-03-09,73.37621307373047,79.9128189086914,90.237548828125,-0.08179671201975347,-0.1868549841320516
275,275,275,275,2020-03-10,76.32355499267578,84.50560760498047,87.31732940673828,-0.09682259963802053,-0.125905985544424
276,276,276,276,2020-03-11,72.78855895996094,81.43167877197266,86.21434020996094,-0.10613952631646506,-0.1557256161481223
277,277,277,277,2020-03-12,65.89032745361328,84.45137023925781,83.17658233642578,-0.21978379667564352,-0.20782598175162426
278,278,278,278,2020-03-13,70.4737548828125,80.807861328125,81.71195220947266,-0.12788491460441287,-0.13753431441523367
279,279,279,279,2020-03-16,64.55995178222656,79.12625122070312,80.71745300292969,-0.1840893409425839,-0.2001735760928517
280,280,280,280,2020-03-17,67.36649322509766,73.37621307373047,79.9128189086914,-0.08190283467741899,-0.15700016411546203
281,281,281,281,2020-03-18,65.34358978271484,76.32355499267578,84.50560760498047,-0.14386076763608047,-0.22675439376565443
282,282,282,282,2020-03-19,63.88564300537109,72.78855895996094,81.43167877197266,-0.12231202378229677,-0.2154694098317006
283,283,283,283,2020-03-20,60.16786193847656,65.89032745361328,84.45137023925781,-0.08684833929783287,-0.2875442782276242
284,284,284,284,2020-03-23,57.98093032836914,70.4737548828125,80.807861328125,-0.17726917737272674,-0.2824840383668339
285,285,285,285,2020-03-24,64.12256622314453,64.55995178222656,79.12625122070312,-0.0067748743146125445,-0.1896170331096506
286,286,286,286,2020-03-25,65.34358978271484,67.36649322509766,73.37621307373047,-0.030028332269330216,-0.10947176141325554
287,287,287,287,2020-03-26,67.63986206054688,65.34358978271484,76.32355499267578,0.035141507919411286,-0.11377474402184518
288,288,288,288,2020-03-27,67.00199890136719,63.88564300537109,72.78855895996094,0.048780222744789326,-0.07949820880197378
289,289,289,289,2020-03-30,69.88146209716797,60.16786193847656,65.89032745361328,0.16144167078138572,0.060572390482722005
290,290,290,290,2020-03-31,68.30506896972656,57.98093032836914,70.4737548828125,0.17806093456741223,-0.030772958198298728
291,291,291,291,2020-04-01,65.07023620605469,64.12256622314453,64.55995178222656,0.014779040183954706,0.007904039729605294
292,292,292,292,2020-04-02,66.93822479248047,65.34358978271484,67.36649322509766,0.024403847647002763,-0.006357291468121584
293,293,293,293,2020-04-03,65.20690155029297,67.63986206054688,65.34358978271484,-0.03596932986167356,-0.0020918384324521977
294,294,294,294,2020-04-06,68.7424545288086,67.00199890136719,63.88564300537109,0.025976174681049624,0.07602352101283816
295,295,295,295,2020-04-07,67.63986206054688,69.88146209716797,60.16786193847656,-0.03207717711321234,0.12418590060106593
296,296,296,296,2020-04-08,70.49198913574219,68.30506896972656,57.98093032836914,0.03201695275331451,0.21577885584998246
297,297,297,297,2020-04-09,71.66746520996094,65.07023620605469,64.12256622314453,0.1013862771761751,0.11766370922461822
298,298,298,298,2020-04-13,70.91114044189453,66.93822479248047,65.34358978271484,0.059351972086662874,0.08520423621801787
299,299,299,299,2020-04-14,74.71092224121094,65.20690155029297,67.63986206054688,0.14575176039590954,0.10453983738663597
300,300,300,300,2020-04-15,71.01138305664062,68.7424545288086,67.00199890136719,0.03300621927721781,0.0598397692757735
301,301,301,301,2020-04-16,71.67656707763672,67.63986206054688,69.88146209716797,0.05967937979347804,0.025687856644623697
302,302,302,302,2020-04-17,74.82028198242188,70.49198913574219,68.30506896972656,0.06140120174995989,0.09538403387869954
303,303,303,303,2020-04-20,72.94316864013672,71.66746520996094,65.07023620605469,0.01780031463982179,0.12099129944989295
304,304,304,304,2020-04-21,71.11162567138672,70.91114044189453,66.93822479248047,0.0028272740819401676,0.06234705046099576
305,305,305,305,2020-04-22,71.9499282836914,74.71092224121094,65.20690155029297,-0.0369556936883394,0.10340970929584281
306,306,306,306,2020-04-23,72.259765625,71.01138305664062,68.7424545288086,0.01758003456098911,0.051166504313827854
307,307,307,307,2020-04-24,71.91349029541016,71.67656707763672,67.63986206054688,0.003305448732175087,0.06318209565592858
308,308,308,308,2020-04-27,73.57191467285156,74.82028198242188,70.49198913574219,-0.016684878437956185,0.04369185172486123
309,309,309,309,2020-04-28,75.99575805664062,72.94316864013672,71.66746520996094,0.0418488732175013,0.06039411096791669
310,310,310,310,2020-04-29,75.54924774169922,71.11162567138672,70.91114044189453,0.062403608811014255,0.06540731499876529
311,311,311,311,2020-04-30,73.9546127319336,71.9499282836914,74.71092224121094,0.027862216072515267,-0.01012314513847834
312,312,312,312,2020-05-01,72.7244873046875,72.259765625,71.01138305664062,0.0064312646971376175,0.02412436111377314
313,313,313,313,2020-05-04,72.64246368408203,71.91349029541016,71.67656707763672,0.010136810015441533,0.013475765453430544
314,314,314,314,2020-05-05,73.59014129638672,73.57191467285156,74.82028198242188,0.00024773887720885845,-0.016441273053797945
315,315,315,315,2020-05-06,71.7403564453125,75.99575805664062,72.94316864013672,-0.055995251842300475,-0.0164897168199295
316,316,316,316,2020-05-07,71.11162567138672,75.54924774169922,71.11162567138672,-0.05873813708224607,0.0
317,317,317,317,2020-05-08,74.11865234375,73.9546127319336,71.9499282836914,0.0022181119710680264,0.03014212955859419
318,318,318,318,2020-05-11,73.6539306640625,72.7244873046875,72.259765625,0.012780335672646137,0.019293794091412853
319,319,319,319,2020-05-12,72.36911010742188,72.64246368408203,71.91349029541016,-0.0037629998047554736,0.00633566539657715
320,320,320,320,2020-05-13,71.23007202148438,73.59014129638672,73.57191467285156,-0.03207045445662471,-0.0318306606777945
321,321,321,321,2020-05-14,70.43731689453125,71.7403564453125,75.99575805664062,-0.0181632712094838,-0.07314146610612915
322,322,322,322,2020-05-15,71.10250091552734,71.11162567138672,75.54924774169922,-0.0001283159507777798,-0.05885891599311721
323,323,323,323,2020-05-18,74.61981201171875,74.11865234375,73.9546127319336,0.00676158635001145,0.008994696276706016
324,324,324,324,2020-05-19,74.76560974121094,73.6539306640625,72.7244873046875,0.015093275635469361,0.02806650843713654
325,325,325,325,2020-05-20,76.42404174804688,72.36911010742188,72.64246368408203,0.056031249169790964,0.0520574037853494
326,326,326,326,2020-05-21,76.72471618652344,71.23007202148438,73.59014129638672,0.07713938802956388,0.04259503834232525
327,327,327,327,2020-05-22,76.44224548339844,70.43731689453125,71.7403564453125,0.08525209155622182,0.06554036348662651
328,328,328,328,2020-05-26,78.93899536132812,71.10250091552734,71.11162567138672,0.11021404795748113,0.11007158978635068
329,329,329,329,2020-05-27,80.30582427978516,74.61981201171875,74.11865234375,0.07619976672111473,0.08347658437366179
330,330,330,330,2020-05-28,82.83901977539062,74.76560974121094,73.6539306640625,0.10798293576584861,0.12470602761475913
331,331,331,331,2020-05-29,82.16470336914062,76.42404174804688,72.36911010742188,0.07511591234626724,0.13535599991734815
332,332,332,332,2020-06-01,82.50186920166016,76.72471618652344,71.23007202148438,0.07529715719106789,0.15824492184671657
333,333,333,333,2020-06-02,84.2331771850586,76.44224548339844,70.43731689453125,0.10191918947948975,0.1958601051085529
334,334,334,334,2020-06-03,87.22198486328125,78.93899536132812,71.10250091552734,0.10492899566354152,0.22670769298121463
335,335,335,335,2020-06-04,84.98947143554688,80.30582427978516,74.61981201171875,0.05832263347978239,0.1389665712666177
336,336,336,336,2020-06-05,87.9600830078125,82.83901977539062,74.76560974121094,0.06181945713876269,0.17647783937390593
337,337,337,337,2020-06-08,90.48414611816406,82.16470336914062,76.42404174804688,0.10125324388559842,0.1839748860243513
338,338,338,338,2020-06-09,89.41801452636719,82.50186920166016,76.72471618652344,0.08383016520270381,0.16543949552039283
339,339,339,339,2020-06-10,88.33367919921875,84.2331771850586,76.44224548339844,0.04868036741807136,0.1555610204883746
340,340,340,340,2020-06-11,83.30374908447266,87.22198486328125,78.93899536132812,-0.04492257066782357,0.05529274477291879
341,341,341,341,2020-06-12,84.0926513671875,84.98947143554688,80.30582427978516,-0.010552131378290697,0.047155074010685194
342,342,342,342,2020-06-15,85.83560180664062,87.9600830078125,82.83901977539062,-0.02415278758869721,0.03617355733294425
343,343,343,343,2020-06-16,87.21160888671875,90.48414611816406,82.16470336914062,-0.036166968157843704,0.06142425288026576
344,344,344,344,2020-06-17,88.03722381591797,89.41801452636719,82.50186920166016,-0.015441974615104659,0.06709368730455889
345,345,345,345,2020-06-18,87.31251525878906,88.33367919921875,84.2331771850586,-0.011560301231500425,0.03655730647515787
346,346,346,346,2020-06-19,90.2113265991211,83.30374908447266,87.22198486328125,0.08292036781734669,0.03427280106644637
347,347,347,347,2020-06-22,89.46826171875,84.0926513671875,84.98947143554688,0.06392485269717674,0.05269817787488762
348,348,348,348,2020-06-23,89.65174102783203,85.83560180664062,87.9600830078125,0.044458699430894866,0.019232110318373463
349,349,349,349,2020-06-24,87.41341400146484,87.21160888671875,90.48414611816406,0.002313970781208985,-0.033936686684196804
350,350,350,350,2020-06-25,88.27572631835938,88.03722381591797,89.41801452636719,0.0027091097617992776,-0.012774698857476618
351,351,351,351,2020-06-26,87.01896667480469,87.31251525878906,88.33367919921875,-0.0033620447551455657,-0.014883479736522598
352,352,352,352,2020-06-29,88.20233917236328,90.2113265991211,83.30374908447266,-0.022269791416384965,0.05880395710549946
353,353,353,353,2020-06-30,89.44076538085938,89.46826171875,84.0926513671875,-0.0003073306372829432,0.06359787599417621
354,354,354,354,2020-07-01,89.1013412475586,89.65174102783203,85.83560180664062,-0.006139309442998675,0.03804644427465664
355,355,355,355,2020-07-02,89.46826171875,87.41341400146484,87.21160888671875,0.023507235597167275,0.025875601434695028
356,356,356,356,2020-07-06,90.89014434814452,88.27572631835938,88.03722381591797,0.029616499787908257,0.03240584389839318
357,357,357,357,2020-07-07,90.5599136352539,87.01896667480469,87.31251525878906,0.04069166867588714,0.037192816709491705
358,358,358,358,2020-07-08,90.06453704833984,88.20233917236328,90.2113265991211,0.021112794665655077,-0.001627174284151156
359,359,359,359,2020-07-09,88.90869140625,89.44076538085938,89.46826171875,-0.005948897824651689,-0.006254400183375086
360,360,360,360,2020-07-10,89.06464385986328,89.1013412475586,89.65174102783203,-0.0004118612265706645,-0.0065486421260518846
361,361,361,361,2020-07-13,88.51424407958984,89.46826171875,87.41341400146484,-0.01066319632049162,0.012593377008551121
362,362,362,362,2020-07-14,89.75264739990234,90.89014434814452,88.27572631835938,-0.012515074724550046,0.016730772355432855
363,363,363,363,2020-07-15,91.22956848144533,90.5599136352539,87.01896667480469,0.00739460561864691,0.048387173136356765
364,364,364,364,2020-07-16,92.68814086914062,90.06453704833984,88.20233917236328,0.029130264883198365,0.05085808084988863
365,365,365,365,2020-07-17,92.119384765625,88.90869140625,89.44076538085938,0.036112255265398074,0.029948529323954753
366,366,366,366,2020-07-20,91.91757202148438,89.06464385986328,89.1013412475586,0.03203210654622923,0.03160705253696672
367,367,367,367,2020-07-21,91.55980682373048,88.51424407958984,89.46826171875,0.03440760044679525,0.023377509127822327
368,368,368,368,2020-07-22,92.9725112915039,89.75264739990234,90.89014434814452,0.03587486257931882,0.022910811268855635
369,369,369,369,2020-07-23,91.91757202148438,91.22956848144533,90.5599136352539,0.007541453406950893,0.0149918250993335
370,370,370,370,2020-07-24,88.74357604980469,92.68814086914062,90.06453704833984,-0.042557384173936286,-0.01466682716446055
371,371,371,371,2020-07-27,92.00013732910156,92.119384765625,88.90869140625,-0.0012944879823810762,0.034771020402559305
372,372,372,372,2020-07-28,91.14701080322266,91.91757202148438,89.06464385986328,-0.00838317637547703,0.023380399371897065
373,373,373,373,2020-07-29,90.61493682861328,91.55980682373048,88.51424407958984,-0.010319702802958575,0.023732821433062767
374,374,374,374,2020-07-30,91.74327087402344,92.9725112915039,89.75264739990234,-0.01322154688955679,0.022178994512013217
375,375,375,375,2020-07-31,90.44064331054688,91.91757202148438,91.22956848144533,-0.016067969142965266,-0.008647691576650463
376,376,376,376,2020-08-03,91.70658111572266,88.74357604980469,92.68814086914062,0.03338838931006194,-0.010589917374691504
377,377,377,377,2020-08-04,91.67906188964844,92.00013732910156,92.119384765625,-0.003489945219370516,-0.004779915509605881
378,378,378,378,2020-08-05,93.89903259277344,91.14701080322266,91.91757202148438,0.030193220439144408,0.021556928971382394
379,379,379,379,2020-08-06,93.87150573730467,90.61493682861328,91.55980682373048,0.03593854415912445,0.02524796626127257
380,380,380,380,2020-08-07,93.46788787841795,91.74327087402344,92.9725112915039,0.018798294283214112,0.005328204864348152
381,381,381,381,2020-08-10,93.66969299316406,90.44064331054688,91.91757202148438,0.035703524039845336,0.019061871774312733
382,382,382,382,2020-08-11,93.11012268066406,91.70658111572266,88.74357604980469,0.015304698396403138,0.049204086934797164
383,383,383,383,2020-08-12,94.74298095703124,91.67906188964844,92.00013732910156,0.033420052564136826,0.029813473192088935
384,384,384,384,2020-08-13,95.97222900390624,93.89903259277344,91.14701080322266,0.02207899649109213,0.0529388529383672
385,385,385,385,2020-08-14,95.66032409667967,93.87150573730467,90.61493682861328,0.01905603138380374,0.05567942156831274
386,386,386,386,2020-08-17,95.8437957763672,93.46788787841795,91.74327087402344,0.02541950986460506,0.044695647574789055
387,387,387,387,2020-08-18,95.60530090332033,93.66969299316406,90.44064331054688,0.020664185483105335,0.057105493766110405
388,388,388,388,2020-08-19,95.39427947998048,93.11012268066406,91.70658111572266,0.02453177735733747,0.04021192720732225
389,389,389,389,2020-08-20,94.43108367919922,94.74298095703124,91.67906188964844,-0.0032920357231895903,0.030017996834035277
390,390,390,390,2020-08-21,93.9632568359375,95.97222900390624,93.89903259277344,-0.020932848896183964,0.0006839712975807988
391,391,391,391,2020-08-24,95.07322692871094,95.66032409667967,93.87150573730467,-0.006137311090179676,0.012801767500877581
392,392,392,392,2020-08-25,95.07322692871094,95.8437957763672,93.46788787841795,-0.008039840674238685,0.01717530038103776
393,393,393,393,2020-08-26,96.01807403564452,95.60530090332033,93.66969299316406,0.004317471190657063,0.025070873699263974
394,394,394,394,2020-08-27,94.0916748046875,95.39427947998048,93.11012268066406,-0.0136549558568273,0.010541841163606014
395,395,395,395,2020-08-28,95.18331146240234,94.43108367919922,94.74298095703124,0.007965891673536118,0.004647631950390085
396,396,396,396,2020-08-31,95.0457000732422,93.9632568359375,95.97222900390624,0.011519856524286665,-0.009654135787825924
397,397,397,397,2020-09-01,95.40345764160156,95.07322692871094,95.66032409667967,0.0034734354093002295,-0.0026851932345379748
398,398,398,398,2020-09-02,97.0638656616211,95.07322692871094,95.8437957763672,0.020937952746705513,0.012729774268338545
399,399,399,399,2020-09-03,92.9358139038086,96.01807403564452,95.60530090332033,-0.03210083271084674,-0.027921955940614862
400,400,400,400,2020-09-04,93.32110595703124,94.0916748046875,95.39427947998048,-0.008189553956349349,-0.021732681815415655
401,401,401,401,2020-09-08,91.14701080322266,95.18331146240234,94.43108367919922,-0.042405549850763835,-0.034777456193695655
402,402,402,402,2020-09-09,92.77986907958984,95.0457000732422,93.9632568359375,-0.023839384547710285,-0.012594154313040562
403,403,403,403,2020-09-10,91.1836929321289,95.40345764160156,95.07322692871094,-0.044230731398906764,-0.040910928578226646
404,404,404,404,2020-09-11,91.77996826171876,97.0638656616211,95.07322692871094,-0.0544373270514773,-0.03463918048623271
405,405,405,405,2020-09-14,92.01993560791016,92.9358139038086,96.01807403564452,-0.009854955344194893,-0.04163943578216478
406,406,406,406,2020-09-15,92.27838134765624,93.32110595703124,94.0916748046875,-0.011173513201344965,-0.01927156106844985
407,407,407,407,2020-09-16,90.81085968017578,91.14701080322266,95.18331146240234,-0.0036880103920532425,-0.04593716813428683
408,408,408,408,2020-09-17,90.635498046875,92.77986907958984,95.0457000732422,-0.023112460213490116,-0.046400857934327355
409,409,409,409,2020-09-18,88.90953826904297,91.1836929321289,95.40345764160156,-0.02494036586979065,-0.06806796664492021
410,410,410,410,2020-09-21,86.99900817871094,91.77996826171876,97.0638656616211,-0.05209154212577727,-0.10369314486193792
411,411,411,411,2020-09-22,87.81121063232422,92.01993560791016,92.9358139038086,-0.045737099768456635,-0.05514131803686029
412,412,412,412,2020-09-23,86.26062774658203,92.27838134765624,93.32110595703124,-0.06521303812647605,-0.075657892585415
413,413,413,413,2020-09-24,85.54070281982422,90.81085968017578,91.14701080322266,-0.05803443419556187,-0.06150841299120491
414,414,414,414,2020-09-25,86.34369659423828,90.635498046875,92.77986907958984,-0.047352323814859765,-0.06937035532816271
415,415,415,415,2020-09-28,88.03273010253906,88.90953826904297,91.1836929321289,-0.009861800922311148,-0.03455620986896435
416,416,416,416,2020-09-29,87.69123840332031,86.99900817871094,91.77996826171876,0.0079567599573942,-0.044549262064888406
417,417,417,417,2020-09-30,87.55277252197266,87.81121063232422,92.01993560791016,-0.0029431106630982695,-0.04854560108552708
418,418,418,418,2020-10-01,87.38664245605469,86.26062774658203,92.27838134765624,0.013053634536264624,-0.0530106707569139
419,419,419,419,2020-10-02,87.61737823486328,85.54070281982422,90.81085968017578,0.024277044103941936,-0.035166294610132875
420,420,420,420,2020-10-05,89.10336303710938,86.34369659423828,90.635498046875,0.031961411796391115,-0.016904359139431557
421,421,421,421,2020-10-06,87.82044982910156,88.03273010253906,88.90953826904297,-0.0024113789631451388,-0.012249399346173528
422,422,422,422,2020-10-07,89.45408630371094,87.69123840332031,86.99900817871094,0.020102896623294564,0.028219610503568582
423,423,423,423,2020-10-08,90.57087707519533,87.55277252197266,87.81121063232422,0.03447183300180745,0.03142726791942496
424,424,424,424,2020-10-09,91.20773315429688,87.38664245605469,86.26062774658203,0.04372625599116886,0.05735067709278141
425,425,425,425,2020-10-12,91.4384765625,87.61737823486328,85.54070281982422,0.04361119226135779,0.06894698720325398
426,426,426,426,2020-10-13,91.19850158691406,89.10336303710938,86.34369659423828,0.02351357432976031,0.05622651315810989
427,427,427,427,2020-10-14,90.90313720703124,87.82044982910156,88.03273010253906,0.035102158824380725,0.03260613525388534
428,428,428,428,2020-10-15,91.4015655517578,89.45408630371094,87.69123840332031,0.02177071309447909,0.04231126411252739
429,429,429,429,2020-10-16,91.48462677001952,90.57087707519533,87.55277252197266,0.01008878045936945,0.044908392216364224
430,430,430,430,2020-10-19,90.19245147705078,91.20773315429688,87.38664245605469,-0.011131530651337762,0.03210798518099711
431,431,431,431,2020-10-20,91.18003845214844,91.4384765625,87.61737823486328,-0.0028263606314012923,0.04066157067306042
432,432,432,432,2020-10-21,90.81085968017578,91.19850158691406,89.10336303710938,-0.004250529339770437,0.019163099852418375
433,433,433,433,2020-10-22,91.4107894897461,90.90313720703124,87.82044982910156,0.005584540845479102,0.04088272910957902
434,434,434,434,2020-10-23,93.07213592529295,91.4015655517578,89.45408630371094,0.01827726213933567,0.040445884264002974
435,435,435,435,2020-10-26,91.76151275634766,91.48462677001952,90.57087707519533,0.0030265848602542,0.013145899869820399
436,436,436,436,2020-10-27,91.01390075683594,90.19245147705078,91.20773315429688,0.009107738689131617,-0.0021251750345886444
437,437,437,437,2020-10-28,90.05403137207031,91.18003845214844,91.4384765625,-0.012349271827397312,-0.015140728963079275
438,438,438,438,2020-10-29,92.97061157226562,90.81085968017578,91.19850158691406,0.02378296934635582,0.019431349797591757
439,439,439,439,2020-10-30,96.00715637207033,91.4107894897461,90.90313720703124,0.05028254222484119,0.056147887981189415
440,440,440,440,2020-11-02,101.42498016357422,93.07213592529295,91.4015655517578,0.08974591756426342,0.10966348936485648
441,441,441,441,2020-11-03,102.0987548828125,91.76151275634766,91.48462677001952,0.1126533534153158,0.11602089320947351
442,442,442,442,2020-11-04,102.689453125,91.01390075683594,90.19245147705078,0.12828317730670524,0.13855928565295783
443,443,443,443,2020-11-05,104.54461669921876,90.05403137207031,91.18003845214844,0.16090990160427854,0.14657350966225025
444,444,444,444,2020-11-06,106.31672668457033,92.97061157226562,90.81085968017578,0.1435519771958349,0.170749038815448
445,445,445,445,2020-11-09,106.39055633544922,96.00715637207033,91.4107894897461,0.10815235400930545,0.16387307154133546
446,446,446,446,2020-11-10,105.38452911376952,101.42498016357422,93.07213592529295,0.03903918880545487,0.1322887141900284
447,447,447,447,2020-11-11,105.9752197265625,102.0987548828125,91.76151275634766,0.037967797434937944,0.15489835055309298
448,448,448,448,2020-11-12,104.9876480102539,102.689453125,91.01390075683594,0.0223800479534777,0.15353420891993164
449,449,449,449,2020-11-13,106.72281646728516,104.54461669921876,90.05403137207031,0.0208351212796849,0.1850976001989908
450,450,450,450,2020-11-16,108.45799255371094,106.31672668457033,92.97061157226562,0.020140442016179705,0.1665836194850352
451,451,451,451,2020-11-17,108.2918701171875,106.39055633544922,96.00715637207033,0.017871076599538016,0.12795622961176423
452,452,452,452,2020-11-18,105.49528503417967,105.38452911376952,101.42498016357422,0.0010509694481870557,0.04013118724835851
453,453,453,453,2020-11-19,105.48605346679688,105.9752197265625,102.0987548828125,-0.0046158551124289016,0.03317668847061128
454,454,454,454,2020-11-20,105.67063903808594,104.9876480102539,102.689453125,0.006505441742683082,0.02903108179432068
455,455,455,455,2020-11-23,105.82756805419922,106.72281646728516,104.54461669921876,-0.008388538109471377,0.012271806961343446
456,456,456,456,2020-11-24,107.4888916015625,108.45799255371094,106.31672668457033,-0.008935265436233464,0.01102521638452858
457,457,457,457,2020-11-25,107.40583038330078,108.2918701171875,106.39055633544922,-0.008181959854676957,0.009542896313563753
458,458,458,458,2020-11-27,108.03343200683594,105.49528503417967,105.38452911376952,0.024059340394539275,0.025135595474424566
459,459,459,459,2020-11-30,107.76579284667967,105.48605346679688,105.9752197265625,0.02161176103341833,0.016896149163334817
460,460,460,460,2020-12-01,110.57161712646484,105.67063903808594,104.9876480102539,0.046379752530998575,0.05318691505181228
461,461,461,461,2020-12-02,109.3532943725586,105.82756805419922,106.72281646728516,0.03331576434368855,0.02464775567537414
462,462,462,462,2020-12-03,110.0547332763672,107.4888916015625,108.45799255371094,0.02387076130913801,0.014722204284442375
463,463,463,463,2020-12-04,111.9929656982422,107.40583038330078,108.2918701171875,0.04270843862545681,0.03417704004049038
464,464,464,464,2020-12-07,111.95606994628906,108.03343200683594,105.49528503417967,0.03630948185747651,0.06124240443557394
465,465,465,465,2020-12-08,113.38665771484376,107.76579284667967,105.48605346679688,0.05215815445408545,0.07489714505750955
466,466,466,466,2020-12-09,110.2485809326172,110.57161712646484,105.67063903808594,-0.0029215109830416086,0.043322742591547
467,467,467,467,2020-12-10,109.46404266357422,109.3532943725586,105.82756805419922,0.0010127567866251574,0.03436226189675451
468,468,468,468,2020-12-11,109.77784729003906,110.0547332763672,107.4888916015625,-0.002515893483952425,0.0212948115323508
469,469,469,469,2020-12-14,108.73880004882812,111.9929656982422,107.40583038330078,-0.029056875395033432,0.012410589450966958
470,470,470,470,2020-12-15,110.57569885253906,111.95606994628906,108.03343200683594,-0.012329577971183059,0.023532223298638355
471,471,471,471,2020-12-16,109.77784729003906,113.38665771484376,107.76579284667967,-0.0318274698058435,0.018670622562225958
472,472,472,472,2020-12-17,110.0561752319336,110.2485809326172,110.57161712646484,-0.0017451988865163637,-0.004661611251843389
473,473,473,473,2020-12-18,110.85401153564452,109.46404266357422,109.3532943725586,0.012697949374501194,0.013723566095531492
474,474,474,474,2020-12-21,109.6386947631836,109.77784729003906,110.0547332763672,-0.0012675829440144115,-0.003780287324297582
475,475,475,475,2020-12-22,110.52930450439452,108.73880004882812,111.9929656982422,0.016466104598932274,-0.013069224345673813
476,476,476,476,2020-12-23,111.5498046875,110.57569885253906,111.95606994628906,0.008809402473322736,-0.003628791712534829
477,477,477,477,2020-12-24,111.52197265625,109.77784729003906,113.38665771484376,0.01588777161573285,-0.01644536576149258
478,478,478,478,2020-12-28,112.00440216064452,110.0561752319336,110.2485809326172,0.017702113712431133,0.01592602111677488
479,479,479,479,2020-12-29,110.75196838378906,110.85401153564452,109.46404266357422,-0.000920518350593369,0.01176574232849359
480,480,480,480,2020-12-30,110.8818359375,109.6386947631836,109.77784729003906,0.011338525846203762,0.010056570380216456
481,481,481,481,2020-12-31,111.01173400878906,110.52930450439452,108.73880004882812,0.004364720347764139,0.02090269488848784
482,482,482,482,2021-01-04,110.21388244628906,111.5498046875,110.57569885253906,-0.011976015959449193,-0.003272115030740208
483,483,483,483,2021-01-05,109.99122619628906,111.52197265625,109.77784729003906,-0.013725962906693145,0.0019437337451722048
484,484,484,484,2021-01-06,110.84474182128906,112.00440216064452,110.0561752319336,-0.010353703220451926,0.007165128060225845
