,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,WAT,WAT_6m,WAT_12m,WAT_6m_ret,WAT_12m_ret
81,81,81,81,2019-06-03,199.5800018310547,205.0500030517578,207.8000030517578,-0.02667642594144415,-0.039557271895976465
82,82,82,82,2019-06-04,201.8600006103516,206.25,210.1199951171875,-0.021284845525568086,-0.03931084474958779
83,83,83,83,2019-06-05,206.4499969482422,204.72000122070312,208.1999969482422,0.008450545707422208,-0.008405379566047921
84,84,84,84,2019-06-06,207.02999877929688,201.259994506836,208.25,0.028669404898870265,-0.005858349199054591
85,85,85,85,2019-06-07,208.7700042724609,201.3099975585937,206.1499938964844,0.03705730865003809,0.012709243044130902
86,86,86,86,2019-06-10,210.47999572753903,200.7100067138672,207.2400054931641,0.048677139588759966,0.015633999944483667
87,87,87,87,2019-06-11,207.88999938964844,199.5800018310547,205.0500030517578,0.041637426006380096,0.013850262353684473
88,88,88,88,2019-06-12,204.3600006103516,201.8600006103516,206.25,0.012384821125735135,-0.009163633404355886
89,89,89,89,2019-06-13,204.009994506836,206.4499969482422,204.72000122070312,-0.011818854335066464,-0.003468184396412166
90,90,90,90,2019-06-14,203.1999969482422,207.02999877929688,201.259994506836,-0.018499743291490955,0.009639284976430407
91,91,91,91,2019-06-17,204.5,208.7700042724609,201.3099975585937,-0.020453150285364874,0.01584621966168287
92,92,92,92,2019-06-18,208.0399932861328,210.47999572753903,200.7100067138672,-0.011592562195624212,0.03652028462494794
93,93,93,93,2019-06-19,210.38999938964844,207.88999938964844,199.5800018310547,0.012025590491797855,0.0541637311324632
94,94,94,94,2019-06-20,211.8300018310547,204.3600006103516,201.8600006103516,0.03655314737909965,0.049390672696707716
95,95,95,95,2019-06-21,212.8099975585937,204.009994506836,206.4499969482422,0.043135156554610976,0.030806494087505243
96,96,96,96,2019-06-24,212.38999938964844,203.1999969482422,207.02999877929688,0.04522639064678269,0.025889970738325552
97,97,97,97,2019-06-25,211.259994506836,204.5,208.7700042724609,0.03305620785738883,0.011926953984852329
98,98,98,98,2019-06-26,211.0500030517578,208.0399932861328,210.47999572753903,0.014468418875043465,0.002708130633737982
99,99,99,99,2019-06-27,213.47000122070312,210.38999938964844,207.88999938964844,0.014639487808308038,0.026841126785498215
100,100,100,100,2019-06-28,215.2400054931641,211.8300018310547,204.3600006103516,0.01609783143385446,0.053239405217839764
101,101,101,101,2019-07-01,219.17999267578125,212.8099975585937,204.009994506836,0.02993278130851773,0.07435909307098654
102,102,102,102,2019-07-02,217.1999969482422,212.38999938964844,203.1999969482422,0.02264700584969348,0.06889763883001421
103,103,103,103,2019-07-03,221.67999267578125,211.259994506836,204.5,0.049323101580446504,0.0840097441358496
104,104,104,104,2019-07-05,220.22999572753903,211.0500030517578,208.0399932861328,0.043496766373085194,0.05859451468372434
105,105,105,105,2019-07-08,217.1499938964844,213.47000122070312,210.38999938964844,0.017238921884750402,0.03213077867981862
106,106,106,106,2019-07-09,216.9900054931641,215.2400054931641,211.8300018310547,0.008130458814988195,0.024359173004326218
107,107,107,107,2019-07-10,217.2700042724609,219.17999267578125,212.8099975585937,-0.008714246131697134,0.02095769355309174
108,108,108,108,2019-07-11,216.8500061035156,217.1999969482422,212.38999938964844,-0.0016113759191718202,0.020999137090654152
109,109,109,109,2019-07-12,217.1300048828125,221.67999267578125,211.259994506836,-0.02052502681026047,0.02778571678788233
110,110,110,110,2019-07-15,216.6199951171875,220.22999572753903,211.0500030517578,-0.016391956955844056,0.02639181229513521
111,111,111,111,2019-07-16,214.8099975585937,217.1499938964844,213.47000122070312,-0.010775944755523126,0.006277211459352339
112,112,112,112,2019-07-17,212.8099975585937,216.9900054931641,215.2400054931641,-0.019263596611605593,-0.011289759675496613
113,113,113,113,2019-07-18,214.8099975585937,217.2700042724609,219.17999267578125,-0.011322348531748183,-0.019937928931550775
114,114,114,114,2019-07-19,213.72000122070312,216.8500061035156,217.1999969482422,-0.014433962622617313,-0.016022080002000783
115,115,115,115,2019-07-22,216.009994506836,217.1300048828125,221.67999267578125,-0.0051582478275215005,-0.025577401462828164
116,116,116,116,2019-07-23,218.6100006103516,216.6199951171875,220.22999572753903,0.00918661960124001,-0.007355924027677152
117,117,117,117,2019-07-24,218.5,214.8099975585937,217.1499938964844,0.017177982791046764,0.00621692904195581
118,118,118,118,2019-07-25,218.25,212.8099975585937,216.9900054931641,0.025562720284832974,0.005806693741364999
119,119,119,119,2019-07-26,217.6300048828125,214.8099975585937,217.2700042724609,0.013127914697962817,0.0016569273405091511
120,120,120,120,2019-07-29,219.13999938964844,213.72000122070312,216.8500061035156,0.025360275771981744,0.010560263876772558
121,121,121,121,2019-07-30,213.32000732421875,216.009994506836,217.1300048828125,-0.012453068149733793,-0.017547079965525958
122,122,122,122,2019-07-31,210.5599975585937,218.6100006103516,216.6199951171875,-0.03682358093995042,-0.02797524556916109
123,123,123,123,2019-08-01,211.759994506836,218.5,214.8099975585937,-0.03084670706253545,-0.01419860847456944
124,124,124,124,2019-08-02,209.5200042724609,218.25,212.8099975585937,-0.03999998042400499,-0.015459768450149736
125,125,125,125,2019-08-05,204.3099975585937,217.6300048828125,214.8099975585937,-0.06120482941399208,-0.048880406495679596
126,126,126,126,2019-08-06,209.6100006103516,219.13999938964844,213.72000122070312,-0.04348817562215901,-0.019230771976775585
127,127,127,127,2019-08-07,210.3500061035156,213.32000732421875,216.009994506836,-0.013922750415947371,-0.02620243760591956
128,128,128,128,2019-08-08,212.97000122070312,210.5599975585937,218.6100006103516,0.01144568621795683,-0.025799365874853764
129,129,129,129,2019-08-09,212.009994506836,211.759994506836,218.5,0.0011805818213312946,-0.02970254230281011
130,130,130,130,2019-08-12,205.8300018310547,209.5200042724609,218.25,-0.017611695142043415,-0.05690720810513317
131,131,131,131,2019-08-13,208.0800018310547,204.3099975585937,217.6300048828125,0.018452372950471085,-0.043881830802238064
132,132,132,132,2019-08-14,200.0399932861328,209.6100006103516,219.13999938964844,-0.04565625350103719,-0.08715892195269326
133,133,133,133,2019-08-15,202.259994506836,210.3500061035156,213.32000732421875,-0.03845976402158224,-0.051847048742000856
134,134,134,134,2019-08-16,205.5399932861328,212.97000122070312,210.5599975585937,-0.03488757990319258,-0.023841205977711555
135,135,135,135,2019-08-19,209.8699951171875,212.009994506836,211.759994506836,-0.010093860879655359,-0.008925195686985576
136,136,136,136,2019-08-20,207.52999877929688,205.8300018310547,209.5200042724609,0.008259228164597454,-0.00949792598598953
137,137,137,137,2019-08-21,210.17999267578125,208.0800018310547,204.3099975585937,0.01009222811537458,0.028730826622931804
138,138,138,138,2019-08-22,209.9900054931641,200.0399932861328,209.6100006103516,0.04974011468196271,0.0018129138958351554
139,139,139,139,2019-08-23,204.9600067138672,202.259994506836,210.3500061035156,0.013349215269260473,-0.025623956421450877
140,140,140,140,2019-08-26,203.0500030517578,205.5399932861328,212.97000122070312,-0.012114383164879672,-0.04657932155742961
141,141,141,141,2019-08-27,204.19000244140625,209.8699951171875,212.009994506836,-0.027064338914238983,-0.03688501612209416
142,142,142,142,2019-08-28,206.3500061035156,207.52999877929688,205.8300018310547,-0.005685889667624289,0.0025263774368895486
143,143,143,143,2019-08-29,210.9199981689453,210.17999267578125,208.0800018310547,0.0035208179605639156,0.01364857897394911
144,144,144,144,2019-08-30,211.88999938964844,209.9900054931641,200.0399932861328,0.009048020604705442,0.059238184869190746
145,145,145,145,2019-09-03,211.58999633789065,204.9600067138672,202.259994506836,0.032347723491633174,0.04612875548525408
146,146,146,146,2019-09-04,212.19000244140625,203.0500030517578,205.5399932861328,0.04501353977974887,0.03235384534636987
147,147,147,147,2019-09-05,218.1199951171875,204.19000244140625,209.8699951171875,0.06822073808328866,0.03931004999258403
148,148,148,148,2019-09-06,217.2400054931641,206.3500061035156,207.52999877929688,0.0527744078872745,0.0467884487591288
149,149,149,149,2019-09-09,217.07000732421875,210.9199981689453,210.17999267578125,0.029158018247029016,0.0327814962819315
150,150,150,150,2019-09-10,223.19000244140625,211.88999938964844,209.9900054931641,0.053329572345592435,0.06286012001972097
151,151,151,151,2019-09-11,231.259994506836,211.58999633789065,204.9600067138672,0.09296279838076127,0.12831765676942375
152,152,152,152,2019-09-12,232.77999877929688,212.19000244140625,203.0500030517578,0.09703565719867657,0.1464171153937921
153,153,153,153,2019-09-13,232.1300048828125,218.1199951171875,204.19000244140625,0.06423074490762737,0.13683335181615375
154,154,154,154,2019-09-16,231.5200042724609,217.2400054931641,206.3500061035156,0.06573374340918137,0.12197721068308942
155,155,155,155,2019-09-17,228.69000244140625,217.07000732421875,210.9199981689453,0.05353109469348172,0.08424997357636665
156,156,156,156,2019-09-18,228.33999633789065,223.19000244140625,211.88999938964844,0.02307448290761327,0.07763460755876461
157,157,157,157,2019-09-19,228.6999969482422,231.259994506836,211.58999633789065,-0.01106978128254743,0.08086393925272528
158,158,158,158,2019-09-20,228.6999969482422,232.77999877929688,212.19000244140625,-0.017527286933801456,0.07780759845834395
159,159,159,159,2019-09-23,227.7899932861328,232.1300048828125,218.1199951171875,-0.01869646967383931,0.04433338705949441
160,160,160,160,2019-09-24,221.0399932861328,231.5200042724609,217.2400054931641,-0.04526611434403249,0.0174921179197276
161,161,161,161,2019-09-25,220.1999969482422,228.69000244140625,217.07000732421875,-0.03712451529375149,0.01441926345609068
162,162,162,162,2019-09-26,217.22999572753903,228.33999633789065,223.19000244140625,-0.04865551716095928,-0.026703735152437624
163,163,163,163,2019-09-27,222.52999877929688,228.6999969482422,231.259994506836,-0.026978566905454193,-0.037749701353041676
164,164,164,164,2019-09-30,223.22999572753903,228.6999969482422,232.77999877929688,-0.023917801896346735,-0.04102587465348506
165,165,165,165,2019-10-01,224.1999969482422,227.7899932861328,232.1300048828125,-0.015760114332068698,-0.03416192550624231
166,166,166,166,2019-10-02,221.9900054931641,221.0399932861328,231.5200042724609,0.004297919995869259,-0.04116274448613766
167,167,167,167,2019-10-03,224.5599975585937,220.1999969482422,228.69000244140625,0.01980018469925926,-0.018059402854179063
168,168,168,168,2019-10-04,227.0,217.22999572753903,228.33999633789065,0.044975392278306714,-0.005868425853470582
169,169,169,169,2019-10-07,223.47999572753903,222.52999877929688,228.6999969482422,0.004269073623571762,-0.022824666770260182
170,170,170,170,2019-10-08,208.009994506836,223.22999572753903,228.6999969482422,-0.06818080684497096,-0.0904678737100666
171,171,171,171,2019-10-09,208.3500061035156,224.1999969482422,227.7899932861328,-0.07069576744189543,-0.08534170839628652
172,172,172,172,2019-10-10,211.3000030517578,221.9900054931641,221.0399932861328,-0.04815533211802847,-0.04406437988697698
173,173,173,173,2019-10-11,213.6199951171875,224.5599975585937,220.1999969482422,-0.04871750338593428,-0.02988193425180341
174,174,174,174,2019-10-14,213.8699951171875,227.0,217.22999572753903,-0.05784143120181717,-0.015467479981750909
175,175,175,175,2019-10-15,215.38999938964844,223.47999572753903,222.52999877929688,-0.036200091697485615,-0.03208555893055043
176,176,176,176,2019-10-16,213.58999633789065,208.009994506836,223.22999572753903,0.026825642894150903,-0.04318415792747843
177,177,177,177,2019-10-17,214.759994506836,208.3500061035156,224.1999969482422,0.030765482196029703,-0.04210527462043401
178,178,178,178,2019-10-18,215.75,211.3000030517578,221.9900054931641,0.021060089370430246,-0.028109398345666725
179,179,179,179,2019-10-21,217.33999633789065,213.6199951171875,224.5599975585937,0.01741410591579884,-0.032151769234051386
180,180,180,180,2019-10-22,219.0800018310547,213.8699951171875,227.0,0.02436062483197987,-0.034889859775089516
181,181,181,181,2019-10-23,214.47000122070312,215.38999938964844,223.47999572753903,-0.0042713132993746905,-0.04031678306375419
182,182,182,182,2019-10-24,215.8500061035156,213.58999633789065,208.009994506836,0.010581065613436857,0.03769055239517316
183,183,183,183,2019-10-25,218.1100006103516,214.759994506836,208.3500061035156,0.01559883679084817,0.04684422472244565
184,184,184,184,2019-10-28,220.1100006103516,215.75,211.3000030517578,0.02020857756825767,0.04169426138832466
185,185,185,185,2019-10-29,214.2899932861328,217.33999633789065,213.6199951171875,-0.014033326139456181,0.003136401948599321
186,186,186,186,2019-10-30,215.0,219.0800018310547,213.8699951171875,-0.018623342144213684,0.005283606436673471
187,187,187,187,2019-10-31,211.6199951171875,214.47000122070312,215.38999938964844,-0.01328860021119127,-0.01750315373575384
188,188,188,188,2019-11-01,215.08999633789065,215.8500061035156,213.58999633789065,-0.0035210087752347574,0.007022800813325736
189,189,189,189,2019-11-04,214.9900054931641,218.1100006103516,214.759994506836,-0.01430468620630243,0.0010710141190695133
190,190,190,190,2019-11-05,213.5800018310547,220.1100006103516,215.75,-0.0296669790613312,-0.010057928940650385
191,191,191,191,2019-11-06,213.07000732421875,214.2899932861328,217.33999633789065,-0.0056931541375572214,-0.019646586388238907
192,192,192,192,2019-11-07,211.97999572753903,215.0,219.0800018310547,-0.014046531499818493,-0.03240828028197151
193,193,193,193,2019-11-08,210.0800018310547,211.6199951171875,214.47000122070312,-0.007277163413977106,-0.020469060309888487
194,194,194,194,2019-11-11,209.57000732421875,215.08999633789065,215.8500061035156,-0.025663625029777815,-0.029094271956078277
195,195,195,195,2019-11-12,212.5800018310547,214.9900054931641,218.1100006103516,-0.011209840460169818,-0.02535417341626678
196,196,196,196,2019-11-13,213.38999938964844,213.5800018310547,220.1100006103516,-0.0008896078274057695,-0.030530194911948527
197,197,197,197,2019-11-14,213.47999572753903,213.07000732421875,214.2899932861328,0.0019241957536351162,-0.0037799131269383723
198,198,198,198,2019-11-15,217.32000732421875,211.97999572753903,215.0,0.025191110974185138,0.010790731740552229
199,199,199,199,2019-11-18,216.33999633789065,210.0800018310547,211.6199951171875,0.029798145717221614,0.022304136327426782
200,200,200,200,2019-11-19,219.72000122070312,209.57000732421875,215.08999633789065,0.048432473835732015,0.02152589595816945
201,201,201,201,2019-11-20,217.7100067138672,212.5800018310547,214.9900054931641,0.02413211420935779,0.01265175659893436
202,202,202,202,2019-11-21,217.72000122070312,213.38999938964844,213.5800018310547,0.02029149371310579,0.019383834414063106
203,203,203,203,2019-11-22,218.72000122070312,213.47999572753903,213.07000732421875,0.02454565110565121,0.02651707749691412
204,204,204,204,2019-11-25,221.2400054931641,217.32000732421875,211.97999572753903,0.018037907403054332,0.043683413304371754
205,205,205,205,2019-11-26,222.0599975585937,216.33999633789065,210.0800018310547,0.02643986926841424,0.05702587406284043
206,206,206,206,2019-11-27,223.5500030517578,219.72000122070312,209.57000732421875,0.017431284406409286,0.06670799846807784
207,207,207,207,2019-11-29,222.07000732421875,217.7100067138672,212.5800018310547,0.020026643130289568,0.04464204257889759
208,208,208,208,2019-12-02,223.1100006103516,217.72000122070312,213.38999938964844,0.024756565126897057,0.04555040652563336
209,209,209,209,2019-12-03,221.3600006103516,218.72000122070312,213.47999572753903,0.012070223916031075,0.03691214652669217
210,210,210,210,2019-12-04,224.9499969482422,221.2400054931641,217.32000732421875,0.016769080469005493,0.03510946699279405
211,211,211,211,2019-12-05,223.6999969482422,222.0599975585937,216.33999633789065,0.0073853886682844205,0.03402052664758437
212,212,212,212,2019-12-06,226.3000030517578,223.5500030517578,219.72000122070312,0.01230149837825456,0.029947213701520203
213,213,213,213,2019-12-09,226.6300048828125,222.07000732421875,217.7100067138672,0.020534054163992677,0.0409719254690426
214,214,214,214,2019-12-10,227.92999267578125,223.1100006103516,217.72000122070312,0.021603657622893735,0.046895055106711325
215,215,215,215,2019-12-11,228.97000122070312,221.3600006103516,218.72000122070312,0.03437839080849581,0.046863569599458144
216,216,216,216,2019-12-12,233.69000244140625,224.9499969482422,221.2400054931641,0.038853103408465595,0.05627371469499831
217,217,217,217,2019-12-13,234.1100006103516,223.6999969482422,222.0599975585937,0.04653555567333334,0.05426462750715988
218,218,218,218,2019-12-16,234.0200042724609,226.3000030517578,223.5500030517578,0.03411401288818117,0.0468351647406553
219,219,219,219,2019-12-17,231.3000030517578,226.6300048828125,222.07000732421875,0.020606266020953834,0.04156345036753839
220,220,220,220,2019-12-18,229.0,227.92999267578125,223.1100006103516,0.004694456011064663,0.026399531054347225
221,221,221,221,2019-12-19,231.8699951171875,228.97000122070312,221.3600006103516,0.012665387959224672,0.047479194424723925
222,222,222,222,2019-12-20,233.27999877929688,233.69000244140625,224.9499969482422,-0.0017544766905985831,0.037030459853579334
223,223,223,223,2019-12-23,232.9900054931641,234.1100006103516,223.6999969482422,-0.004784054992386211,0.041528872023504526
224,224,224,224,2019-12-24,233.08999633789065,234.0200042724609,226.3000030517578,-0.003974053147556944,0.030004388840330076
225,225,225,225,2019-12-26,233.259994506836,231.3000030517578,226.6300048828125,0.008473806438470177,0.02925468596910541
226,226,226,226,2019-12-27,233.759994506836,229.0,227.92999267578125,0.02078600221325755,0.025578037197358405
227,227,227,227,2019-12-30,233.19000244140625,231.8699951171875,228.97000122070312,0.005692876836227212,0.01843036728918679
228,228,228,228,2019-12-31,233.6499938964844,233.27999877929688,233.69000244140625,0.0015860558947342618,-0.00017120349396149148
229,229,229,229,2020-01-02,235.0599975585937,232.9900054931641,234.1100006103516,0.008884467215870995,0.004057908443745983
230,230,230,230,2020-01-03,231.009994506836,233.08999633789065,234.0200042724609,-0.008923599741446853,-0.01286219002936373
231,231,231,231,2020-01-06,228.8800048828125,233.259994506836,231.3000030517578,-0.01877728597775108,-0.010462594626096
232,232,232,232,2020-01-07,231.97999572753903,233.759994506836,229.0,-0.007614642458613319,0.01301308177964633
233,233,233,233,2020-01-08,226.3500061035156,233.19000244140625,231.8699951171875,-0.029332288118181005,-0.023806396385535278
234,234,234,234,2020-01-09,228.8000030517578,233.6499938964844,233.27999877929688,-0.020757504692575868,-0.019204371360519112
235,235,235,235,2020-01-10,230.8800048828125,235.0599975585937,232.9900054931641,-0.017782662806074656,-0.009056185074915124
236,236,236,236,2020-01-13,228.82000732421875,231.009994506836,233.08999633789065,-0.009480053827508494,-0.018319057363071378
237,237,237,237,2020-01-14,232.0800018310547,228.8800048828125,233.259994506836,0.013981111848894834,-0.005058701464329851
238,238,238,238,2020-01-15,234.3600006103516,231.97999572753903,233.759994506836,0.010259526367126348,0.0025667612834328057
239,239,239,239,2020-01-16,237.6100006103516,226.3500061035156,233.19000244140625,0.04974594302280044,0.018954492571163994
240,240,240,240,2020-01-17,239.6000061035156,228.8000030517578,233.6499938964844,0.047202809911303545,0.02546549267049092
241,241,241,241,2020-01-21,243.6699981689453,230.8800048828125,235.0599975585937,0.055396712645708,0.036628948778089754
242,242,242,242,2020-01-22,244.08999633789065,228.82000732421875,231.009994506836,0.06673362697710084,0.056620934773744525
243,243,243,243,2020-01-23,241.92999267578125,232.0800018310547,228.8800048828125,0.04244222150556931,0.057016722800449005
244,244,244,244,2020-01-24,237.52999877929688,234.3600006103516,231.97999572753903,0.01352619116184317,0.023924489843841323
245,245,245,245,2020-01-27,232.3699951171875,237.6100006103516,226.3500061035156,-0.022052966961424336,0.026595930423429337
246,246,246,246,2020-01-28,235.8600006103516,239.6000061035156,228.8000030517578,-0.01560937144362251,0.030856632274592677
