,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,KMI,KMI_6m,KMI_12m,KMI_6m_ret,KMI_12m_ret
243,243,243,243,2020-01-23,16.491413116455078,16.26405143737793,16.127634048461914,0.013979399902451561,0.02255625759488611
244,244,244,244,2020-01-24,16.339839935302734,16.226160049438477,16.165525436401367,0.007005963550087868,0.010783101334203904
245,245,245,245,2020-01-27,16.13521385192871,16.195844650268555,16.03668785095215,-0.00374360211826541,0.006143787413727786
246,246,246,246,2020-01-28,16.26405143737793,16.18826675415039,16.33226203918457,0.004681457525902877,-0.004176433224190812
247,247,247,247,2020-01-29,16.059429168701172,15.862377166748049,16.30194664001465,0.012422602229267277,-0.01487659582434131
248,248,248,248,2020-01-30,16.23373794555664,15.885112762451172,16.33226203918457,0.021946660896832837,-0.006032483032145208
249,249,249,249,2020-01-31,16.003690719604492,16.491413116455078,16.26405143737793,-0.029574324128957663,-0.016008355530349516
250,250,250,250,2020-02-03,15.957677841186523,16.339839935302734,16.226160049438477,-0.023388362164462717,-0.016546256627195333
251,251,251,251,2020-02-04,16.103376388549805,16.13521385192871,16.195844650268555,-0.0019731664960300765,-0.005709381864021368
252,252,252,252,2020-02-05,16.32575798034668,16.26405143737793,16.18826675415039,0.0037940449958819844,0.008493264182284355
253,253,253,253,2020-02-06,16.356426239013672,16.059429168701172,15.862377166748049,0.018493625594820484,0.031145966778629353
254,254,254,254,2020-02-07,16.19540023803711,16.23373794555664,15.885112762451172,-0.002361606898430013,0.019533224612631406
255,255,255,255,2020-02-10,16.3487606048584,16.003690719604492,16.491413116455078,0.021561894146779226,-0.00865010842850944
256,256,256,256,2020-02-11,16.45611572265625,15.957677841186523,16.339839935302734,0.03123498835045191,0.0071160909662462135
257,257,257,257,2020-02-12,16.72450828552246,16.103376388549805,16.13521385192871,0.03857153195613727,0.03652225740555082
258,258,258,258,2020-02-13,16.824195861816406,16.32575798034668,16.26405143737793,0.03053076506890262,0.0344406451612147
259,259,259,259,2020-02-14,16.870201110839844,16.356426239013672,16.059429168701172,0.03141119363841871,0.050485726087874605
260,260,260,260,2020-02-18,16.87787437438965,16.19540023803711,16.23373794555664,0.04213999816748304,0.039678873158681016
261,261,261,261,2020-02-19,16.99289894104004,16.3487606048584,16.003690719604492,0.03939982679728149,0.061811255838865264
262,262,262,262,2020-02-20,17.054244995117188,16.45611572265625,15.957677841186523,0.036346929162478725,0.0687172134218954
263,263,263,263,2020-02-21,16.97756004333496,16.72450828552246,16.103376388549805,0.015130594782960083,0.05428573695928374
264,264,264,264,2020-02-24,16.693828582763672,16.824195861816406,16.32575798034668,-0.0077487970375220705,0.022545391329461317
265,265,265,265,2020-02-25,16.1417179107666,16.870201110839844,16.356426239013672,-0.043181654758410626,-0.013126848439235728
266,266,266,266,2020-02-26,15.73530387878418,16.87787437438965,16.19540023803711,-0.06769635027851584,-0.02840907618771471
267,267,267,267,2020-02-27,14.968469619750977,16.99289894104004,16.3487606048584,-0.11913384104226055,-0.08442786694773896
268,268,268,268,2020-02-28,14.700084686279297,17.054244995117188,16.45611572265625,-0.13803955024170889,-0.10670993483348601
269,269,269,269,2020-03-02,15.520585060119627,16.97756004333496,16.72450828552246,-0.08581768990929362,-0.07198556781756071
270,270,270,270,2020-03-03,15.22152614593506,16.693828582763672,16.824195861816406,-0.08819441445258158,-0.09525981087266744
271,271,271,271,2020-03-04,15.512919425964355,16.1417179107666,16.870201110839844,-0.038954867646573965,-0.08045438675911076
272,272,272,272,2020-03-05,15.106499671936035,15.73530387878418,16.87787437438965,-0.03996136405703343,-0.10495247583673706
273,273,273,273,2020-03-06,14.822778701782228,14.968469619750977,16.99289894104004,-0.009733187270962396,-0.12770747632804968
274,274,274,274,2020-03-09,12.34592342376709,14.700084686279297,17.054244995117188,-0.1601461020635836,-0.2760791564034726
275,275,275,275,2020-03-10,12.299912452697754,15.520585060119627,16.97756004333496,-0.2075097423806168,-0.2755194255651332
276,276,276,276,2020-03-11,11.885825157165527,15.22152614593506,16.693828582763672,-0.21914366252035367,-0.2880108299759585
277,277,277,277,2020-03-12,10.628229141235352,15.512919425964355,16.1417179107666,-0.31487885359304946,-0.34156765717320137
278,278,278,278,2020-03-13,11.333707809448242,15.106499671936035,15.73530387878418,-0.24974626448353643,-0.27972742714365906
279,279,279,279,2020-03-16,9.761713981628418,14.822778701782228,14.968469619750977,-0.34143832421550546,-0.34784822833539486
280,280,280,280,2020-03-17,9.692699432373049,12.34592342376709,14.700084686279297,-0.21490688872136776,-0.34063649024961196
281,281,281,281,2020-03-18,7.6529364585876465,12.299912452697754,15.520585060119627,-0.37780561544491975,-0.5069170118946109
282,282,282,282,2020-03-19,8.588467597961426,11.885825157165527,15.22152614593506,-0.27741932222654697,-0.435768298420261
283,283,283,283,2020-03-20,9.470318794250488,10.628229141235352,15.512919425964355,-0.10894668637622884,-0.38952053226036987
284,284,284,284,2020-03-23,8.458107948303223,11.333707809448242,15.106499671936035,-0.25372101606041064,-0.4401014045618922
285,285,285,285,2020-03-24,9.876737594604492,9.761713981628418,14.822778701782228,0.011783136977025599,-0.3336784017819172
286,286,286,286,2020-03-25,10.528539657592772,9.692699432373049,12.34592342376709,0.08623399818094701,-0.1472051707914922
287,287,287,287,2020-03-26,11.103660583496094,7.6529364585876465,12.299912452697754,0.45090196992766884,-0.09725694177110056
288,288,288,288,2020-03-27,10.543879508972168,8.588467597961426,11.885825157165527,0.22767879004106417,-0.11290302780403505
289,289,289,289,2020-03-30,10.175801277160645,9.470318794250488,10.628229141235352,0.07449405856732727,-0.04256850864452855
290,290,290,290,2020-03-31,10.674237251281738,8.458107948303223,11.333707809448242,0.26201241655033414,-0.05818665605767093
291,291,291,291,2020-04-01,9.761713981628418,9.876737594604492,9.761713981628418,-0.01164591160535744,0.0
292,292,292,292,2020-04-02,10.313828468322754,10.528539657592772,9.692699432373049,-0.020393254549331163,0.06408215175590515
293,293,293,293,2020-04-03,10.28315544128418,11.103660583496094,7.6529364585876465,-0.0738950129141619,0.3436875501226808
294,294,294,294,2020-04-06,10.72791576385498,10.543879508972168,8.588467597961426,0.0174543207484692,0.24910708941853343
295,295,295,295,2020-04-07,10.88895034790039,10.175801277160645,9.470318794250488,0.07008284176504054,0.14979765565137737
296,296,296,296,2020-04-08,11.37204933166504,10.674237251281738,8.458107948303223,0.06537348420839262,0.34451456533448277
297,297,297,297,2020-04-09,11.778470039367676,9.761713981628418,9.876737594604492,0.2065985606149494,0.19254662043487625
298,298,298,298,2020-04-13,11.464072227478027,10.313828468322754,10.528539657592772,0.1115244220599616,0.08885682158309449
299,299,299,299,2020-04-14,11.594430923461914,10.28315544128418,11.103660583496094,0.12751683952119475,0.04419896810384105
300,300,300,300,2020-04-15,11.003973960876465,10.72791576385498,10.543879508972168,0.025732696182383608,0.04363616366374301
301,301,301,301,2020-04-16,10.819933891296388,10.88895034790039,10.175801277160645,-0.006338210240559139,0.06330043173911859
302,302,302,302,2020-04-17,11.479408264160156,11.37204933166504,10.674237251281738,0.009440596796935985,0.07543124571095094
303,303,303,303,2020-04-20,11.264694213867188,11.778470039367676,9.761713981628418,-0.04361991190564429,0.15396683769544817
304,304,304,304,2020-04-21,11.088324546813965,11.464072227478027,10.313828468322754,-0.03277610897839944,0.07509297647037183
305,305,305,305,2020-04-22,11.249359130859377,11.594430923461914,10.28315544128418,-0.02976185678110921,0.09395984482507602
306,306,306,306,2020-04-23,10.896618843078612,11.003973960876465,10.72791576385498,-0.009756031609993276,0.01572561557502472
307,307,307,307,2020-04-24,11.211015701293944,10.819933891296388,10.88895034790039,0.03614456557004875,0.02957726347385292
308,308,308,308,2020-04-27,11.517748832702637,11.479408264160156,11.37204933166504,0.003339942936099183,0.012812070787619811
309,309,309,309,2020-04-28,11.648109436035156,11.264694213867188,11.778470039367676,0.034036895710491066,-0.011067702587586492
310,310,310,310,2020-04-29,12.046860694885254,11.088324546813965,11.464072227478027,0.08644553503321717,0.05083607777787291
311,311,311,311,2020-04-30,11.678781509399414,11.249359130859377,11.594430923461914,0.03817305266413262,0.00727509495673595
312,312,312,312,2020-05-01,11.361198425292969,10.896618843078612,11.003973960876465,0.042635205370100016,0.03246322334881735
313,313,313,313,2020-05-04,11.431427001953123,11.211015701293944,10.819933891296388,0.01966024368637176,0.05651542022346567
314,314,314,314,2020-05-05,11.665517807006836,11.517748832702637,11.479408264160156,0.012829675004253804,0.016212468322756024
315,315,315,315,2020-05-06,11.486048698425291,11.648109436035156,11.264694213867188,-0.01391305074010607,0.019650287913329123
316,316,316,316,2020-05-07,11.657712936401367,12.046860694885254,11.088324546813965,-0.03230283543073653,0.05135026371058071
317,317,317,317,2020-05-08,11.977639198303224,11.678781509399414,11.249359130859377,0.025589800499588256,0.06473969396585644
318,318,318,318,2020-05-11,11.985441207885742,11.361198425292969,10.896618843078612,0.05494515272288947,0.09992295596342138
319,319,319,319,2020-05-12,11.69672966003418,11.431427001953123,11.211015701293944,0.023208183723320674,0.04332470595721105
320,320,320,320,2020-05-13,11.493851661682127,11.665517807006836,11.517748832702637,-0.014715690136069104,-0.002074812653724334
321,321,321,321,2020-05-14,11.579684257507324,11.486048698425291,11.648109436035156,0.008152112318213556,-0.00587435917421486
322,322,322,322,2020-05-15,11.579684257507324,11.657712936401367,12.046860694885254,-0.00669330934118284,-0.03877993190178408
323,323,323,323,2020-05-18,12.086878776550291,11.977639198303224,11.678781509399414,0.009120292942414121,0.03494347991889635
324,324,324,324,2020-05-19,11.96983528137207,11.985441207885742,11.361198425292969,-0.001302073594370845,0.05357153649601942
325,325,325,325,2020-05-20,12.21173095703125,11.69672966003418,11.431427001953123,0.04402951183498294,0.06825954055821803
326,326,326,326,2020-05-21,11.985441207885742,11.493851661682127,11.665517807006836,0.042769783417552,0.02742470640152339
327,327,327,327,2020-05-22,12.024456024169922,11.579684257507324,11.486048698425291,0.03840966271375179,0.04687489491651253
328,328,328,328,2020-05-26,12.32877254486084,11.579684257507324,11.657712936401367,0.06468987156259187,0.05756357289979919
329,329,329,329,2020-05-27,12.461424827575684,12.086878776550291,11.977639198303224,0.030987822245065244,0.04039073320400166
330,330,330,330,2020-05-28,12.266350746154783,11.96983528137207,11.985441207885742,0.0247718918274642,0.023437563406862205
331,331,331,331,2020-05-29,12.32877254486084,12.21173095703125,11.69672966003418,0.009584356897594404,0.05403586328803067
332,332,332,332,2020-06-01,12.305367469787598,11.985441207885742,11.493851661682127,0.026692906531581073,0.0706043397802738
333,333,333,333,2020-06-02,12.391199111938477,12.024456024169922,11.579684257507324,0.030499765397401513,0.07008091381291615
334,334,334,334,2020-06-03,12.601880073547363,12.32877254486084,11.579684257507324,0.022152045363215578,0.08827492989520258
335,335,335,335,2020-06-04,12.664301872253418,12.461424827575684,12.086878776550291,0.01628040512901796,0.04777272167429891
336,336,336,336,2020-06-05,13.046649932861328,12.266350746154783,11.96983528137207,0.06361298505597923,0.08996069086807235
337,337,337,337,2020-06-08,14.0220308303833,12.32877254486084,12.21173095703125,0.13734200054070134,0.14824269218850739
338,338,338,338,2020-06-09,13.491425514221191,12.305367469787598,11.985441207885742,0.09638542264955752,0.12565113625893032
339,339,339,339,2020-06-10,13.210515975952148,12.391199111938477,12.024456024169922,0.06612086986999421,0.09863730628630263
340,340,340,340,2020-06-11,12.102487564086914,12.601880073547363,12.32877254486084,-0.0396284131054957,-0.018354218147065393
341,341,341,341,2020-06-12,12.094683647155762,12.664301872253418,12.461424827575684,-0.04497825706015812,-0.02943011617807667
342,342,342,342,2020-06-15,12.367790222167969,13.046649932861328,12.266350746154783,-0.05203325866692243,0.008269735483064089
343,343,343,343,2020-06-16,12.461424827575684,14.0220308303833,12.32877254486084,-0.11129671740744251,0.01075956931090749
344,344,344,344,2020-06-17,12.235136032104492,13.491425514221191,12.305367469787598,-0.09311762354485487,-0.0057073823967905835
345,345,345,345,2020-06-18,12.305367469787598,13.210515975952148,12.391199111938477,-0.06851727122636575,-0.006926822930977128
346,346,346,346,2020-06-19,12.110288619995115,12.102487564086914,12.601880073547363,0.0006445828485170946,-0.03900937405238036
347,347,347,347,2020-06-22,12.180517196655272,12.094683647155762,12.664301872253418,0.007096799883616223,-0.03820065886601176
348,348,348,348,2020-06-23,12.047863960266112,12.367790222167969,13.046649932861328,-0.02586769796017585,-0.07655497600801864
349,349,349,349,2020-06-24,11.556276321411133,12.461424827575684,14.0220308303833,-0.07263603630313309,-0.17584860130454905
350,350,350,350,2020-06-25,11.67331886291504,12.235136032104492,13.491425514221191,-0.04591834269069561,-0.13476015928707463
351,351,351,351,2020-06-26,11.290971755981444,12.305367469787598,13.210515975952148,-0.0824352231899389,-0.14530425787039358
352,352,352,352,2020-06-29,11.439229011535645,12.110288619995115,12.102487564086914,-0.055412354694131305,-0.054803489699046026
353,353,353,353,2020-06-30,11.83718490600586,12.180517196655272,12.094683647155762,-0.02818700430419241,-0.021290241949441735
354,354,354,354,2020-07-01,11.63430404663086,12.047863960266112,12.367790222167969,-0.0343264096439978,-0.05930616240744546
355,355,355,355,2020-07-02,11.798168182373049,11.556276321411133,12.461424827575684,0.020931643916626053,-0.05322478403391928
356,356,356,356,2020-07-06,11.852789878845217,11.67331886291504,12.235136032104492,0.015374463598380572,-0.031249848980511086
357,357,357,357,2020-07-07,11.447032928466797,11.290971755981444,12.305367469787598,0.013821766262295254,-0.0697528573143551
358,358,358,358,2020-07-08,11.329988479614258,11.439229011535645,12.110288619995115,-0.009549641135012332,-0.06443282772736858
359,359,359,359,2020-07-09,10.85400390625,11.83718490600586,12.180517196655272,-0.08305868393227689,-0.1089045127549697
360,360,360,360,2020-07-10,11.111502647399902,11.63430404663086,12.047863960266112,-0.04493619877351873,-0.07772011005057256
361,361,361,361,2020-07-13,11.072487831115724,11.798168182373049,11.556276321411133,-0.06150788326119305,-0.04186370045505572
362,362,362,362,2020-07-14,11.353397369384766,11.852789878845217,11.67331886291504,-0.04213290833340122,-0.027406215600486505
363,363,363,363,2020-07-15,11.67331886291504,11.447032928466797,11.290971755981444,0.01976808626849591,0.033863082398647215
364,364,364,364,2020-07-16,11.69672966003418,11.329988479614258,11.439229011535645,0.03236906913716542,0.02251031500801881
365,365,365,365,2020-07-17,11.642108917236328,10.85400390625,11.83718490600586,0.07260961188087633,-0.01647993085505961
366,366,366,366,2020-07-20,11.314383506774902,11.111502647399902,11.63430404663086,0.01825863394115057,-0.027498038436480576
367,367,367,367,2020-07-21,11.774760246276855,11.072487831115724,11.798168182373049,0.06342498866312751,-0.0019840313965998613
368,368,368,368,2020-07-22,11.618698120117188,11.353397369384766,11.852789878845217,0.023367520936757202,-0.019749929014251322
369,369,369,369,2020-07-23,11.306577682495115,11.67331886291504,11.447032928466797,-0.031417044691979146,-0.012270013273255609
370,370,370,370,2020-07-24,11.119306564331056,11.69672966003418,11.329988479614258,-0.04936619999657543,-0.01859506880013828
371,371,371,371,2020-07-27,11.080289840698242,11.642108917236328,10.85400390625,-0.04825750046937838,0.020848153032075212
372,372,372,372,2020-07-28,11.017865180969238,11.314383506774902,11.111502647399902,-0.026207201269791924,-0.008427075023248576
373,373,373,373,2020-07-29,11.337790489196776,11.774760246276855,11.072487831115724,-0.037110713758970015,0.02396052830471418
374,374,374,374,2020-07-30,11.173927307128906,11.618698120117188,11.353397369384766,-0.038280606690192176,-0.01580760863173991
375,375,375,375,2020-07-31,11.208107948303224,11.306577682495115,11.67331886291504,-0.008709066258337561,-0.03985249782645317
376,376,376,376,2020-08-03,11.152463912963867,11.119306564331056,11.69672966003418,0.0029819619093132133,-0.04653144621525962
377,377,377,377,2020-08-04,11.526068687438965,11.080289840698242,11.642108917236328,0.04023169548357508,-0.009967286049485713
378,378,378,378,2020-08-05,11.478374481201172,11.017865180969238,11.314383506774902,0.041796599674077894,0.014494026504234592
379,379,379,379,2020-08-06,11.36708927154541,11.337790489196776,11.774760246276855,0.002584170379277273,-0.03462244378694246
380,380,380,380,2020-08-07,11.382986068725586,11.173927307128906,11.618698120117188,0.01870951509263019,-0.020287303186187322
381,381,381,381,2020-08-10,11.55786418914795,11.208107948303224,11.306577682495115,0.03120564527554115,0.02222480698486473
382,382,382,382,2020-08-11,11.462474822998049,11.152463912963867,11.119306564331056,0.027797526398970707,0.030862379473178825
383,383,383,383,2020-08-12,11.518117904663086,11.526068687438965,11.080289840698242,-0.0006898087276318021,0.03951413458127129
384,384,384,384,2020-08-13,11.343241691589355,11.478374481201172,11.017865180969238,-0.011772815901165412,0.02953172009965499
385,385,385,385,2020-08-14,11.359139442443848,11.36708927154541,11.337790489196776,-0.0006993724524942957,0.0018829906292072707
386,386,386,386,2020-08-17,11.478374481201172,11.382986068725586,11.173927307128906,0.008379911202532675,0.0272462103702813
387,387,387,387,2020-08-18,11.430681228637695,11.55786418914795,11.208107948303224,-0.01100401929187489,0.019858238461038846
388,388,388,388,2020-08-19,11.224004745483398,11.462474822998049,11.152463912963867,-0.020804414508827418,0.0064148006286190995
389,389,389,389,2020-08-20,11.176312446594238,11.518117904663086,11.526068687438965,-0.0296754609475276,-0.03034479928320133
390,390,390,390,2020-08-21,11.216056823730469,11.343241691589355,11.478374481201172,-0.011212391599941807,-0.02285320607898933
391,391,391,391,2020-08-24,11.319395065307615,11.359139442443848,11.36708927154541,-0.0034988898003774915,-0.004195815225731092
392,392,392,392,2020-08-25,11.09682273864746,11.478374481201172,11.382986068725586,-0.03324092128015188,-0.02513956604623735
393,393,393,393,2020-08-26,10.913992881774902,11.430681228637695,11.55786418914795,-0.045201885743110015,-0.055708502612238586
394,394,394,394,2020-08-27,11.017330169677734,11.224004745483398,11.462474822998049,-0.018413621563090565,-0.03883495145631077
395,395,395,395,2020-08-28,11.27170181274414,11.176312446594238,11.518117904663086,0.008534958789468305,-0.021393780994305
396,396,396,396,2020-08-31,10.985535621643066,11.216056823730469,11.343241691589355,-0.020552784789720002,-0.03153473051813016
397,397,397,397,2020-09-01,11.025280952453612,11.319395065307615,11.359139442443848,-0.025983200617798352,-0.02939117806255298
398,398,398,398,2020-09-02,11.001434326171877,11.09682273864746,11.478374481201172,-0.008596011193669706,-0.041551193142409515
399,399,399,399,2020-09-03,10.842453002929688,10.913992881774902,11.430681228637695,-0.006554876809996668,-0.05146046976048102
400,400,400,400,2020-09-04,10.747066497802734,11.017330169677734,11.224004745483398,-0.02453077721305197,-0.04249269832789282
401,401,401,401,2020-09-08,10.532442092895508,11.27170181274414,11.176312446594238,-0.0655854574695014,-0.05761026785672385
402,402,402,402,2020-09-09,10.50859260559082,10.985535621643066,11.216056823730469,-0.04341554499287237,-0.06307601942982533
403,403,403,403,2020-09-10,10.26217555999756,11.025280952453612,11.319395065307615,-0.06921414481380872,-0.09339894042132046
404,404,404,404,2020-09-11,10.190633773803713,11.001434326171877,11.09682273864746,-0.07369953120015538,-0.08166202039866033
405,405,405,405,2020-09-14,10.381410598754885,10.842453002929688,10.913992881774902,-0.04252196472977354,-0.04879811529924749
406,406,406,406,2020-09-15,10.26217555999756,10.747066497802734,11.017330169677734,-0.045118445847926125,-0.06854243251768344
407,407,407,407,2020-09-16,10.611931800842283,10.532442092895508,11.27170181274414,0.007547129834247546,-0.05853330959801484
408,408,408,408,2020-09-17,10.564236640930176,10.50859260559082,10.985535621643066,0.005295098728040015,-0.038350335861901175
409,409,409,409,2020-09-18,10.397308349609377,10.26217555999756,11.025280952453612,0.01316804500388491,-0.05695751478373734
410,410,410,410,2020-09-21,10.222429275512695,10.190633773803713,11.001434326171877,0.0031200710784757835,-0.07080940789747447
411,411,411,411,2020-09-22,10.17473602294922,10.381410598754885,10.842453002929688,-0.019908140020052034,-0.0615835715220574
412,412,412,412,2020-09-23,9.721641540527344,10.26217555999756,10.747066497802734,-0.052672458808563305,-0.09541440517605815
413,413,413,413,2020-09-24,9.76138687133789,10.611931800842283,10.532442092895508,-0.08014986766470589,-0.07320763928792162
414,414,414,414,2020-09-25,9.832928657531738,10.564236640930176,10.50859260559082,-0.06922487712600556,-0.06429633095678411
415,415,415,415,2020-09-28,10.023706436157228,10.397308349609377,10.26217555999756,-0.035932560706077754,-0.023237677278675317
416,416,416,416,2020-09-29,9.89652156829834,10.222429275512695,10.190633773803713,-0.031881629936540645,-0.028861031809564675
417,417,417,417,2020-09-30,9.80113124847412,10.17473602294922,10.381410598754885,-0.036718866576236686,-0.05589600225911129
418,418,418,418,2020-10-01,9.729591369628906,9.721641540527344,10.26217555999756,0.0008177455492903718,-0.051897785928033846
419,419,419,419,2020-10-02,9.785236358642578,9.76138687133789,10.611931800842283,0.0024432478313831663,-0.07790244582368022
420,420,420,420,2020-10-05,10.015755653381348,9.832928657531738,10.564236640930176,0.018593341029640165,-0.051918657844504223
421,421,421,421,2020-10-06,9.75343894958496,10.023706436157228,10.397308349609377,-0.026962829397853105,-0.061926546599784915
422,422,422,422,2020-10-07,10.007806777954102,9.89652156829834,10.222429275512695,0.011244881233042792,-0.02099525384565004
423,423,423,423,2020-10-08,10.437052726745604,9.80113124847412,10.17473602294922,0.06488245715212582,0.025781180288581895
424,424,424,424,2020-10-09,10.190633773803713,9.729591369628906,9.721641540527344,0.0473855876017526,0.04824208250440476
425,425,425,425,2020-10-12,10.158838272094728,9.785236358642578,9.76138687133789,0.0381801624160234,0.04071669384643117
426,426,426,426,2020-10-13,10.023706436157228,10.015755653381348,9.832928657531738,0.0007938275504151271,0.019401928486418862
427,427,427,427,2020-10-14,10.301919937133787,9.75343894958496,10.023706436157228,0.05623462559040959,0.027755551576510218
428,428,428,428,2020-10-15,10.325767517089844,10.007806777954102,9.89652156829834,0.031771270787938066,0.043373416187614255
429,429,429,429,2020-10-16,10.222429275512695,10.437052726745604,9.80113124847412,-0.020563607069160605,0.04298463272840736
430,430,430,430,2020-10-19,10.103193283081056,10.190633773803713,9.729591369628906,-0.008580476216055621,0.03839852047829617
431,431,431,431,2020-10-20,10.079349517822266,10.158838272094728,9.785236358642578,-0.007824590976195589,0.03005682728551773
432,432,432,432,2020-10-21,9.960110664367676,10.023706436157228,10.015755653381348,-0.006344536543902768,-0.005555745461390704
433,433,433,433,2020-10-22,10.301919937133787,10.301919937133787,9.75343894958496,0.0,0.05623462559040959
434,434,434,434,2020-10-23,10.158838272094728,10.325767517089844,10.007806777954102,-0.016166279622201074,0.015091367918226517
435,435,435,435,2020-10-26,9.8408784866333,10.222429275512695,10.437052726745604,-0.03732486462815443,-0.05712093784719219
436,436,436,436,2020-10-27,9.673948287963867,10.103193283081056,10.190633773803713,-0.04248607178841257,-0.05070199727597413
437,437,437,437,2020-10-28,9.403682708740234,10.079349517822266,10.158838272094728,-0.06703476329373437,-0.07433483466597035
438,438,438,438,2020-10-29,9.586511611938477,9.960110664367676,10.023706436157228,-0.037509528259133784,-0.04361608423025187
439,439,439,439,2020-10-30,9.670209884643556,10.301919937133787,10.301919937133787,-0.06131964297384995,-0.06131964297384995
440,440,440,440,2020-11-02,9.662084579467772,10.158838272094728,10.325767517089844,-0.0488986712182915,-0.06427444124842363
441,441,441,441,2020-11-03,9.7433443069458,9.8408784866333,10.222429275512695,-0.009911125294350454,-0.04686605851258052
442,442,442,442,2020-11-04,9.613326072692873,9.673948287963867,10.103193283081056,-0.006266543242371858,-0.048486374224723794
443,443,443,443,2020-11-05,9.670209884643556,9.403682708740234,10.079349517822266,0.02834285079138188,-0.04059186879622245
444,444,444,444,2020-11-06,9.328908920288086,9.586511611938477,9.960110664367676,-0.026871369073353746,-0.063372964954869
445,445,445,445,2020-11-09,9.995257377624512,9.670209884643556,10.301919937133787,0.03361328211677561,-0.029767515315654358
446,446,446,446,2020-11-10,10.474705696105955,9.662084579467772,10.158838272094728,0.08410411955666675,0.031092868648069816
447,447,447,447,2020-11-11,10.588472366333008,9.7433443069458,9.8408784866333,0.08673901206434165,0.07596820555351336
448,448,448,448,2020-11-12,10.328432083129885,9.613326072692873,9.673948287963867,0.07438695047162769,0.0676542581874573
449,449,449,449,2020-11-13,10.669734001159668,9.670209884643556,9.403682708740234,0.10336116055799072,0.1346335613006917
450,450,450,450,2020-11-16,11.108551025390623,9.328908920288086,9.586511611938477,0.1907663715348591,0.15876884888520748
451,451,451,451,2020-11-17,11.401094436645508,9.995257377624512,9.670209884643556,0.14065041108077092,0.1789914151450449
452,452,452,452,2020-11-18,11.181687355041504,10.474705696105955,9.662084579467772,0.06749417878140229,0.15727483681967924
453,453,453,453,2020-11-19,11.701764106750488,10.588472366333008,9.7433443069458,0.10514186578578522,0.2010007794149875
454,454,454,454,2020-11-20,11.579872131347656,10.328432083129885,9.613326072692873,0.12116457155794547,0.20456458501297003
455,455,455,455,2020-11-23,11.880542755126951,10.669734001159668,9.670209884643556,0.11348068788178622,0.22857134404015755
456,456,456,456,2020-11-24,12.164961814880373,11.108551025390623,9.328908920288086,0.09509888257029475,0.30400692287010855
457,457,457,457,2020-11-25,12.0674467086792,11.401094436645508,9.995257377624512,0.05844634265039472,0.20731725585111116
458,458,458,458,2020-11-27,11.98618507385254,11.181687355041504,10.474705696105955,0.07194779224875325,0.1442980281831201
459,459,459,459,2020-11-30,11.685514450073242,11.701764106750488,10.588472366333008,-0.0013886501666763307,0.1036072103496608
460,460,460,460,2020-12-01,11.457979202270508,11.579872131347656,10.328432083129885,-0.010526275911732608,0.10936288393526716
461,461,461,461,2020-12-02,11.65300750732422,11.880542755126951,10.669734001159668,-0.019151923653028424,0.09215539075835277
462,462,462,462,2020-12-03,11.774900436401367,12.164961814880373,11.108551025390623,-0.03206433233533679,0.05998526805950477
463,463,463,463,2020-12-04,12.13245677947998,12.0674467086792,11.401094436645508,0.0053872266743904,0.06414843302093187
464,464,464,464,2020-12-07,12.026816368103027,11.98618507385254,11.181687355041504,0.003389843724265651,0.07558152774504823
465,465,465,465,2020-12-08,11.994308471679688,11.685514450073242,11.701764106750488,0.02642536817063368,0.0250000224120428
466,466,466,466,2020-12-09,11.872417449951172,11.457979202270508,11.579872131347656,0.0361702740391201,0.02526325984304889
467,467,467,467,2020-12-10,12.018689155578612,11.65300750732422,11.880542755126951,0.0313808815470642,0.011627953646481615
468,468,468,468,2020-12-11,11.98618507385254,11.774900436401367,12.164961814880373,0.01794364534905113,-0.014696037994065048
469,469,469,469,2020-12-14,11.62863063812256,12.13245677947998,12.0674467086792,-0.041527132592762084,-0.03636362199478638
470,470,470,470,2020-12-15,12.002434730529783,12.026816368103027,11.98618507385254,-0.002027272789988488,0.0013556987963325717
471,471,471,471,2020-12-16,11.864291191101074,11.994308471679688,11.685514450073242,-0.01083991468833767,0.015299004745718436
472,472,472,472,2020-12-17,11.62050437927246,11.872417449951172,11.457979202270508,-0.021218346789157794,0.014184453831941557
473,473,473,473,2020-12-18,11.547368049621582,12.018689155578612,11.65300750732422,-0.03921568316277324,-0.009065424323827287
474,474,474,474,2020-12-21,11.368590354919434,11.98618507385254,11.774900436401367,-0.05152554504438356,-0.03450645580202538
475,475,475,475,2020-12-22,11.1979398727417,11.62863063812256,12.13245677947998,-0.03703710082328282,-0.0770261888193049
476,476,476,476,2020-12-23,11.238570213317873,12.002434730529783,12.026816368103027,-0.06364246374686966,-0.06554071590181632
477,477,477,477,2020-12-24,11.238570213317873,11.864291191101074,11.994308471679688,-0.05273985337215337,-0.06300807254926144
478,478,478,478,2020-12-28,11.084172248840332,11.62050437927246,11.872417449951172,-0.04615394589831956,-0.06639298225771884
479,479,479,479,2020-12-29,11.027287483215332,11.547368049621582,12.018689155578612,-0.04503888368079634,-0.08248833625113838
480,480,480,480,2020-12-30,11.027287483215332,11.368590354919434,11.98618507385254,-0.030021564771784748,-0.08000023232821685
481,481,481,481,2020-12-31,11.108551025390623,11.1979398727417,11.62863063812256,-0.007982615406666782,-0.044724063298299366
