,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,OXY,OXY_6m,OXY_12m,OXY_6m_ret,OXY_12m_ret
0,0,0,0,2019-02-05,59.721824645996094,,,,
1,1,1,1,2019-02-06,59.12726593017578,,,,
2,2,2,2,2019-02-07,57.60981369018555,,,,
3,3,3,3,2019-02-08,57.64530563354492,,,,
4,4,4,4,2019-02-11,57.53881454467773,,,,
5,5,5,5,2019-02-12,58.34634399414063,,,,
6,6,6,6,2019-02-13,58.4350814819336,59.721824645996094,,-0.021545610364213097,
7,7,7,7,2019-02-14,59.07401657104492,59.12726593017578,,-0.0009005888957176467,
8,8,8,8,2019-02-15,59.624210357666016,57.60981369018555,,0.0349662069437251,
9,9,9,9,2019-02-19,60.0146598815918,57.64530563354492,,0.04110229310100322,
10,10,10,10,2019-02-20,60.56484222412109,57.53881454467773,,0.05259106749746656,
11,11,11,11,2019-02-21,59.10063552856445,58.34634399414063,,0.012927828597102398,
12,12,12,12,2019-02-22,58.50609588623047,58.4350814819336,59.721824645996094,0.0012152700483325507,-0.020356524050829217
13,13,13,13,2019-02-25,58.77231216430664,59.07401657104492,59.12726593017578,-0.00510722690364962,-0.006003216287529867
14,14,14,14,2019-02-26,58.60369110107422,59.624210357666016,57.60981369018555,-0.01711585361835466,0.017251876845732372
15,15,15,15,2019-02-27,59.1450080871582,60.0146598815918,57.64530563354492,-0.014490656052194684,0.026016037856525287
16,16,16,16,2019-02-28,58.701316833496094,60.56484222412109,57.53881454467773,-0.030769095108495237,0.020203792831284373
17,17,17,17,2019-03-01,59.94367599487305,59.10063552856445,58.34634399414063,0.014264490707568411,0.027376728195563027
18,18,18,18,2019-03-04,59.85493850708008,58.50609588623047,58.4350814819336,0.023054736441011858,0.02429802422001326
19,19,19,19,2019-03-05,59.92591857910156,58.77231216430664,59.07401657104492,0.019628399365501314,0.01442092577253673
20,20,20,20,2019-03-06,58.73682403564453,58.60369110107422,59.624210357666016,0.0022717499882507486,-0.014882986570360357
21,21,21,21,2019-03-07,58.33748245239258,59.1450080871582,60.0146598815918,-0.01365331852817786,-0.027946129037609624
22,22,22,22,2019-03-08,56.31686019897461,58.701316833496094,60.56484222412109,-0.04062015578432254,-0.07013940545616804
23,23,23,23,2019-03-11,57.36758041381836,59.94367599487305,59.10063552856445,-0.0429752686717948,-0.029323798284850544
24,24,24,24,2019-03-12,57.65496063232422,59.85493850708008,58.50609588623047,-0.03675516055363803,-0.014547804652037422
25,25,25,25,2019-03-13,58.42728042602539,59.92591857910156,58.77231216430664,-0.025008179909632666,-0.005870651086801959
26,26,26,26,2019-03-14,58.561988830566406,58.73682403564453,58.60369110107422,-0.002976585948399668,-0.0007115980192422544
27,27,27,27,2019-03-15,58.79548645019531,58.33748245239258,59.1450080871582,0.007850938685544095,-0.005909571209252729
28,28,28,28,2019-03-18,60.178489685058594,56.31686019897461,58.701316833496094,0.06856968716722411,0.025164220008086824
29,29,29,29,2019-03-19,59.42413330078125,57.36758041381836,59.94367599487305,0.035848694892272714,-0.008667181074050845
30,30,30,30,2019-03-20,60.40299224853516,57.65496063232422,59.85493850708008,0.047663402872401894,0.009156366293656015
31,31,31,31,2019-03-21,60.385032653808594,58.42728042602539,59.92591857910156,0.03350750220630072,0.007661360653170579
32,32,32,32,2019-03-22,58.58892440795898,58.561988830566406,58.73682403564453,0.0004599498399977531,-0.002518005188632655
33,33,33,33,2019-03-25,58.49015045166016,58.79548645019531,58.33748245239258,-0.005193187725282211,0.002616979561848032
34,34,34,34,2019-03-26,60.24135208129883,60.178489685058594,56.31686019897461,0.001044599101260646,0.06968591410207337
35,35,35,35,2019-03-27,59.58576583862305,59.42413330078125,57.36758041381836,0.002719981409298411,0.0386661840852256
36,36,36,36,2019-03-28,59.78334426879883,60.40299224853516,57.65496063232422,-0.010258564297389805,0.03691588049201333
37,37,37,37,2019-03-29,59.451053619384766,60.385032653808594,58.42728042602539,-0.015467061842599161,0.017522177754885737
38,38,38,38,2019-04-01,60.33114242553711,58.58892440795898,58.561988830566406,0.02973630315257103,0.030209930200445934
39,39,39,39,2019-04-02,59.83722686767578,58.49015045166016,58.79548645019531,0.02303082494426012,0.01771803382157411
40,40,40,40,2019-04-03,59.3253288269043,60.24135208129883,60.178489685058594,-0.015205888027850167,-0.014177172983557362
41,41,41,41,2019-04-04,59.666595458984375,59.58576583862305,59.42413330078125,0.0013565256605116982,0.004080196794387758
42,42,42,42,2019-04-05,61.103477478027344,59.78334426879883,60.40299224853516,0.022081956527773228,0.011596863059531115
43,43,43,43,2019-04-08,61.39982986450195,59.451053619384766,60.385032653808594,0.032779507283311915,0.016805442774391777
44,44,44,44,2019-04-09,60.42095947265625,60.33114242553711,58.58892440795898,0.0014887343999825386,0.03126930700998498
45,45,45,45,2019-04-10,60.33114242553711,59.83722686767578,58.49015045166016,0.008254318986967268,0.031475247706850285
46,46,46,46,2019-04-11,60.33114242553711,59.3253288269043,60.24135208129883,0.0169542018311859,0.0014905101086892802
47,47,47,47,2019-04-12,58.66975784301758,59.666595458984375,59.58576583862305,-0.016706795624899295,-0.015372933161357794
48,48,48,48,2019-04-15,56.90060043334961,61.103477478027344,59.78334426879883,-0.06878294359251613,-0.04821984903500509
49,49,49,49,2019-04-16,57.17898941040039,61.39982986450195,59.451053619384766,-0.06874352035528719,-0.038217391798141986
50,50,50,50,2019-04-17,56.26298141479492,60.42095947265625,60.33114242553711,-0.06881681612062185,-0.06743053168209534
51,51,51,51,2019-04-18,55.51759719848633,60.33114242553711,59.83722686767578,-0.07978541485422452,-0.07218967013197142
52,52,52,52,2019-04-22,56.6222038269043,60.33114242553711,59.3253288269043,-0.061476352834036296,-0.04556443349664374
53,53,53,53,2019-04-23,56.00254440307617,58.66975784301758,59.666595458984375,-0.04546147006568624,-0.061408750201390694
54,54,54,54,2019-04-24,55.67924118041992,56.90060043334961,61.103477478027344,-0.021464786726817175,-0.08877131910467717
55,55,55,55,2019-04-25,55.53554534912109,57.17898941040039,61.39982986450195,-0.028742097022448898,-0.09550978444601976
56,56,56,56,2019-04-26,55.05958938598633,56.26298141479492,60.42095947265625,-0.021388699968397873,-0.08873361385623535
57,57,57,57,2019-04-29,53.99989700317383,55.51759719848633,60.33114242553711,-0.02733728172504335,-0.10494158021584843
58,58,58,58,2019-04-30,52.87732696533203,56.6222038269043,60.33114242553711,-0.06613795664012767,-0.12354838911603316
59,59,59,59,2019-05-01,51.62004852294922,56.00254440307617,58.66975784301758,-0.07825529941254283,-0.12015916852650455
60,60,60,60,2019-05-02,51.5032958984375,55.67924118041992,56.90060043334961,-0.07500003939441124,-0.09485496627112455
61,61,61,61,2019-05-03,52.04212951660156,55.53554534912109,57.17898941040039,-0.06290414203296935,-0.08983824210199276
62,62,62,62,2019-05-06,52.778541564941406,55.05958938598633,56.26298141479492,-0.04142871108344104,-0.061931304780397656
63,63,63,63,2019-05-07,53.604740142822266,53.99989700317383,55.51759719848633,-0.00731773359360921,-0.03445496837381523
64,64,64,64,2019-05-08,54.07172775268555,52.87732696533203,56.6222038269043,0.022588146109136842,-0.045043744358937876
65,65,65,65,2019-05-09,50.587284088134766,51.62004852294922,56.00254440307617,-0.020007041147109828,-0.09669668356432659
66,66,66,66,2019-05-10,49.36592483520508,51.5032958984375,55.67924118041992,-0.04149969484374816,-0.11338725549002227
67,67,67,67,2019-05-13,48.64749526977539,52.04212951660156,55.53554534912109,-0.06522858073559956,-0.12402957486136768
68,68,68,68,2019-05-14,48.98875045776367,52.778541564941406,55.05958938598633,-0.07180552919437122,-0.110259429754625
69,69,69,69,2019-05-15,48.719337463378906,53.604740142822266,53.99989700317383,-0.09113751258614244,-0.09778832614226207
70,70,70,70,2019-05-16,48.27032470703125,54.07172775268555,52.87732696533203,-0.10729087615230049,-0.08712623202986924
71,71,71,71,2019-05-17,47.38123321533203,50.587284088134766,51.62004852294922,-0.06337661589456056,-0.08211567847970347
72,72,72,72,2019-05-20,48.009883880615234,49.36592483520508,51.5032958984375,-0.02746916945477318,-0.06782890214853698
73,73,73,73,2019-05-21,48.05477523803711,48.64749526977539,52.04212951660156,-0.012183978403232154,-0.07661781551987568
74,74,74,74,2019-05-22,47.399200439453125,48.98875045776367,52.778541564941406,-0.03244724561164303,-0.10192288316397047
75,75,75,75,2019-05-23,47.51594924926758,48.719337463378906,53.604740142822266,-0.024700422394206112,-0.1135867999235135
76,76,76,76,2019-05-24,48.01887130737305,48.27032470703125,54.07172775268555,-0.005209275081208942,-0.11194124354592827
77,77,77,77,2019-05-28,46.95017623901367,47.38123321533203,50.587284088134766,-0.00909763100422789,-0.0718976698330831
78,78,78,78,2019-05-29,46.69871520996094,48.009883880615234,49.36592483520508,-0.027310390375339,-0.054029366089015984
79,79,79,79,2019-05-30,46.61790084838867,48.05477523803711,48.64749526977539,-0.029900761839607992,-0.041720430006346176
80,80,80,80,2019-05-31,44.69606399536133,47.399200439453125,48.98875045776367,-0.05702915701172495,-0.0876259635587836
81,81,81,81,2019-06-03,44.29193878173828,47.51594924926758,48.719337463378906,-0.06785112195941223,-0.0908755929813001
82,82,82,82,2019-06-04,44.62422180175781,48.01887130737305,48.27032470703125,-0.07069407116809934,-0.07553508138598308
83,83,83,83,2019-06-05,42.5946159362793,46.95017623901367,47.38123321533203,-0.09276983925600435,-0.1010234844943596
84,84,84,84,2019-06-06,44.040489196777344,46.69871520996094,48.009883880615234,-0.056922893943270325,-0.08267869786372462
85,85,85,85,2019-06-07,43.65720748901367,46.61790084838867,48.05477523803711,-0.06350979571139004,-0.0915115662749495
