,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,DOV,DOV_6m,DOV_12m,DOV_6m_ret,DOV_12m_ret
0,0,0,0,2019-02-05,81.38460540771484,,,,
1,1,1,1,2019-02-06,81.14464569091797,,,,
2,2,2,2,2019-02-07,80.21260833740234,,,,
3,3,3,3,2019-02-08,80.12031555175781,,,,
4,4,4,4,2019-02-11,80.64633178710938,,,,
5,5,5,5,2019-02-12,83.06414794921875,,,,
6,6,6,6,2019-02-13,83.14720153808594,81.38460540771484,,0.02165761106220221,
7,7,7,7,2019-02-14,83.11952209472656,81.14464569091797,,0.02433772908850873,
8,8,8,8,2019-02-15,84.16233825683594,80.21260833740234,,0.04924076153738377,
9,9,9,9,2019-02-19,84.3653564453125,80.12031555175781,,0.05298332719137111,
10,10,10,10,2019-02-20,84.97441864013672,80.64633178710938,,0.05366749803887738,
11,11,11,11,2019-02-21,84.50379180908203,83.06414794921875,,0.017331711639820835,
12,12,12,12,2019-02-22,85.20511627197266,83.14720153808594,81.38460540771484,0.024750258527270752,0.046943901062345805
13,13,13,13,2019-02-25,85.32511138916016,83.11952209472656,81.14464569091797,0.026535153702159198,0.05151868817279315
14,14,14,14,2019-02-26,84.18079376220703,84.16233825683594,80.21260833740234,0.0002192846082147426,0.049470843886700644
15,15,15,15,2019-02-27,84.16223907470703,84.3653564453125,80.12031555175781,-0.0024075921582472626,0.050448172790060086
16,16,16,16,2019-02-28,83.98595428466797,84.97441864013672,80.64633178710938,-0.011632493299599478,0.04141071792793438
17,17,17,17,2019-03-01,84.40345764160156,84.50379180908203,83.06414794921875,-0.0011873333176237733,0.016123799803515748
18,18,18,18,2019-03-04,84.60752868652344,85.20511627197266,83.14720153808594,-0.007013517633632893,0.01756315451902002
19,19,19,19,2019-03-05,84.16223907470703,85.32511138916016,83.11952209472656,-0.013628723074844529,0.012544790365759617
20,20,20,20,2019-03-06,84.38485717773438,84.18079376220703,84.16233825683594,0.002424108949409254,0.0026439251274053
21,21,21,21,2019-03-07,83.66127014160156,84.16223907470703,84.3653564453125,-0.005952419263237307,-0.008345680423543778
22,22,22,22,2019-03-08,82.81705474853516,83.98595428466797,84.97441864013672,-0.013917797875712234,-0.0253883924847772
23,23,23,23,2019-03-11,83.99524688720703,84.40345764160156,84.50379180908203,-0.004836422177488253,-0.006018013049922666
24,24,24,24,2019-03-12,83.90245819091797,84.60752868652344,85.20511627197266,-0.008333425010176088,-0.0152884960205516
25,25,25,25,2019-03-13,84.79307556152344,84.16223907470703,85.32511138916016,0.007495481272265625,-0.006235395641151276
26,26,26,26,2019-03-14,84.16223907470703,84.38485717773438,84.18079376220703,-0.002638128575112253,-0.0002204147367915743
27,27,27,27,2019-03-15,84.13440704345703,83.66127014160156,84.16223907470703,0.00565538750552852,-0.0003306949952376348
28,28,28,28,2019-03-18,85.84140014648438,82.81705474853516,83.98595428466797,0.03651838871996005,0.022092335291296727
29,29,29,29,2019-03-19,85.76716613769531,83.99524688720703,84.40345764160156,0.021095470471891087,0.016157021693168128
30,30,30,30,2019-03-20,84.73739624023438,83.90245819091797,84.60752868652344,0.009951294244758824,0.0015349408702398648
31,31,31,31,2019-03-21,85.77645111083984,84.79307556152344,84.16223907470703,0.011597356774762702,0.01917976581754144
32,32,32,32,2019-03-22,83.7725830078125,84.16223907470703,84.38485717773438,-0.00462982058436745,-0.007255735097498328
33,33,33,33,2019-03-25,84.5518569946289,84.13440704345703,83.66127014160156,0.0049617031347977125,0.010645150994241126
34,34,34,34,2019-03-26,85.43319702148438,85.84140014648438,82.81705474853516,-0.004755317647468726,0.0315894145341542
35,35,35,35,2019-03-27,85.58163452148438,85.76716613769531,83.99524688720703,-0.002163200960995648,0.01888663576889793
36,36,36,36,2019-03-28,86.75055694580078,84.73739624023438,83.90245819091797,0.02375764178378814,0.03394535531249909
37,37,37,37,2019-03-29,87.01959991455078,85.77645111083984,84.79307556152344,0.014492891552537523,0.02625832756133306
