,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,HAS,HAS_6m,HAS_12m,HAS_6m_ret,HAS_12m_ret
0,0,0,0,2019-02-05,76.42449188232422,,,,
1,1,1,1,2019-02-06,76.00688934326172,,,,
2,2,2,2,2019-02-07,75.38044738769531,,,,
3,3,3,3,2019-02-08,74.66213989257812,,,,
4,4,4,4,2019-02-11,74.23615264892578,,,,
5,5,5,5,2019-02-12,74.81249237060547,,,,
6,6,6,6,2019-02-13,75.1465835571289,76.42449188232422,,-0.01672118837457226,
7,7,7,7,2019-02-14,74.96282196044922,76.00688934326172,,-0.013736483519241172,
8,8,8,8,2019-02-15,72.16477966308594,75.38044738769531,,-0.042659175370379665,
9,9,9,9,2019-02-19,73.05012512207031,74.66213989257812,,-0.0215907925064448,
10,10,10,10,2019-02-20,72.5990982055664,74.23615264892578,,-0.02205198390467855,
11,11,11,11,2019-02-21,72.07288360595703,74.81249237060547,,-0.03661966976152842,
12,12,12,12,2019-02-22,71.83067321777344,75.1465835571289,76.42449188232422,-0.04412589611388795,-0.06010924706734311
13,13,13,13,2019-02-25,71.9726791381836,74.96282196044922,76.00688934326172,-0.039888343902571344,-0.05307690184318503
14,14,14,14,2019-02-26,70.69476318359375,72.16477966308594,75.38044738769531,-0.020370276003823795,-0.06216047219781329
15,15,15,15,2019-02-27,70.56112670898438,73.05012512207031,74.66213989257812,-0.03407247296191074,-0.05492761377445354
16,16,16,16,2019-02-28,70.91191101074219,72.5990982055664,74.23615264892578,-0.02323978171253449,-0.044779282324939995
17,17,17,17,2019-03-01,73.51786041259766,72.07288360595703,74.81249237060547,0.02004882744168701,-0.01730502375986187
18,18,18,18,2019-03-04,74.05242919921875,71.83067321777344,75.1465835571289,0.0309304630169549,-0.014560267494773682
19,19,19,19,2019-03-05,73.92713165283203,71.9726791381836,74.96282196044922,0.027155478134918365,-0.013816052818337421
20,20,20,20,2019-03-06,73.57633209228516,70.69476318359375,72.16477966308594,0.04076071237706813,0.019560129412010907
21,21,21,21,2019-03-07,72.41535186767578,70.56112670898438,73.05012512207031,0.026278281614447563,-0.008689557387256963
22,22,22,22,2019-03-08,72.70769500732422,70.91191101074219,72.5990982055664,0.025324151767817993,0.0014958422961441897
23,23,23,23,2019-03-11,72.73274230957031,73.51786041259766,72.07288360595703,-0.010679283899464598,0.009155436422121133
24,24,24,24,2019-03-12,72.37359619140625,74.05242919921875,71.83067321777344,-0.02267087016546121,0.007558372340278563
25,25,25,25,2019-03-13,72.52392578125,73.92713165283203,71.9726791381836,-0.018980932172123266,0.007659109674214681
26,26,26,26,2019-03-14,72.25666046142578,73.57633209228516,70.69476318359375,-0.017936088866242206,0.0220935357513794
27,27,27,27,2019-03-15,72.43203735351562,72.41535186767578,70.56112670898438,0.0002304136541424473,0.026514750143481258
28,28,28,28,2019-03-18,72.74944305419922,72.70769500732422,70.91191101074219,0.0005741902128899579,0.025912882860802844
29,29,29,29,2019-03-19,72.60747528076172,72.73274230957031,73.51786041259766,-0.0017222921181140327,-0.01238318317109155
30,30,30,30,2019-03-20,71.67198181152344,72.37359619140625,74.05242919921875,-0.00969434181531137,-0.03214543281613813
31,31,31,31,2019-03-21,70.97039031982422,72.52392578125,73.92713165283203,-0.021421006167145817,-0.039995347674151804
32,32,32,32,2019-03-22,69.75094604492188,72.25666046142578,73.57633209228516,-0.03467797156002772,-0.051992073246668324
33,33,33,33,2019-03-25,70.12679290771484,72.43203735351562,72.41535186767578,-0.03182630960040078,-0.031603229162551205
34,34,34,34,2019-03-26,70.7281723022461,72.74944305419922,72.70769500732422,-0.027784003108412114,-0.027225766198181844
35,35,35,35,2019-03-27,70.8868637084961,72.60747528076172,72.73274230957031,-0.023697443901089965,-0.025378922098353685
36,36,36,36,2019-03-28,71.46317291259766,71.67198181152344,72.37359619140625,-0.00291339647164901,-0.012579494825720738
37,37,37,37,2019-03-29,71.01215362548828,70.97039031982422,72.52392578125,0.0005884609831769971,-0.020845150610318552
38,38,38,38,2019-04-01,71.56342315673828,69.75094604492188,72.25666046142578,0.02598498249255443,-0.009594095551337944
39,39,39,39,2019-04-02,71.09566497802734,70.12679290771484,72.43203735351562,0.01381600427082863,-0.018450017758936066
40,40,40,40,2019-04-03,71.21260070800781,70.7281723022461,72.74944305419922,0.006849157697608632,-0.02112514242956387
41,41,41,41,2019-04-04,71.85572814941406,70.8868637084961,72.60747528076172,0.013667757187032281,-0.010353577623251176
42,42,42,42,2019-04-05,72.29840087890625,71.46317291259766,71.67198181152344,0.01168752984603838,0.008740082966173679
43,43,43,43,2019-04-08,72.27336120605469,71.01215362548828,70.97039031982422,0.017760446855588974,0.018359359168784284
44,44,44,44,2019-04-09,71.12073516845703,71.56342315673828,69.75094604492188,-0.006185953225178675,0.019638287381119834
45,45,45,45,2019-04-10,71.49656677246094,71.09566497802734,70.12679290771484,0.005638906318092607,0.019532817742694775
46,46,46,46,2019-04-11,71.70538330078125,71.21260070800781,70.7281723022461,0.006919879176916943,0.013816432218256569
47,47,47,47,2019-04-12,73.14200592041016,71.85572814941406,70.8868637084961,0.017900838306466715,0.031813259804916116
48,48,48,48,2019-04-15,73.42599487304688,72.29840087890625,71.46317291259766,0.015596389137696898,0.027466202247272475
49,49,49,49,2019-04-16,74.90435791015625,72.27336120605469,71.01215362548828,0.03640340867225578,0.05481039633293072
50,50,50,50,2019-04-17,75.32197570800781,71.12073516845703,71.56342315673828,0.05907195038970969,0.05252058084250022
51,51,51,51,2019-04-18,74.15266418457031,71.49656677246094,71.09566497802734,0.03714999939175323,0.042998391076133124
52,52,52,52,2019-04-22,73.59302520751953,71.70538330078125,71.21260070800781,0.026324967803605936,0.033427012577059934
53,53,53,53,2019-04-23,84.06694793701172,73.14200592041016,71.85572814941406,0.14936617992798285,0.1699407980697949
54,54,54,54,2019-04-24,86.18010711669922,73.42599487304688,72.29840087890625,0.1737002306295492,0.1920057161574522
55,55,55,55,2019-04-25,84.76020050048828,74.90435791015625,72.27336120605469,0.13157902778038078,0.17277236157362386
56,56,56,56,2019-04-26,85.68732452392578,75.32197570800781,71.12073516845703,0.13761387322207463,0.20481494350369456
57,57,57,57,2019-04-29,84.96066284179688,74.15266418457031,71.49656677246094,0.14575334246015514,0.1883180784356493
58,58,58,58,2019-04-30,85.65016174316406,73.59302520751953,71.70538330078125,0.16383531593714906,0.19447324315789394
59,59,59,59,2019-05-01,85.84357452392578,84.06694793701172,73.14200592041016,0.021133473148629456,0.1736562792294336
60,60,60,60,2019-05-02,87.07122039794922,86.18010711669922,73.42599487304688,0.010340127334064642,0.18583644046627978
61,61,61,61,2019-05-03,88.08026123046875,84.76020050048828,74.90435791015625,0.039170043373851327,0.17590302737947883
62,62,62,62,2019-05-06,87.18893432617188,85.68732452392578,75.32197570800781,0.01752429324394189,0.15754975233479485
63,63,63,63,2019-05-07,85.08678436279297,84.96066284179688,74.15266418457031,0.0014844695977824784,0.147454178463595
64,64,64,64,2019-05-08,84.76726531982422,85.65016174316406,73.59302520751953,-0.010308169948205714,0.15183830370874518
65,65,65,65,2019-05-09,84.47295379638672,85.84357452392578,84.06694793701172,-0.01596649178625542,0.004829553936931408
66,66,66,66,2019-05-10,84.66635131835938,87.07122039794922,86.18010711669922,-0.0276195632563625,-0.017565025723280003
67,67,67,67,2019-05-13,80.69747161865234,88.08026123046875,84.76020050048828,-0.08381888868947351,-0.047932034821136726
68,68,68,68,2019-05-14,81.37017059326172,87.18893432617188,85.68732452392578,-0.06673741086388663,-0.05038264357826483
69,69,69,69,2019-05-15,81.89993286132812,85.08678436279297,84.96066284179688,-0.03745413021929178,-0.03602526013913121
70,70,70,70,2019-05-16,82.63987731933594,84.76726531982422,85.65016174316406,-0.025096810572592054,-0.035146278332257586
71,71,71,71,2019-05-17,81.6897201538086,84.47295379638672,85.84357452392578,-0.03294822209350956,-0.048388646362337195
72,72,72,72,2019-05-20,80.84043884277344,84.66635131835938,87.07122039794922,-0.045188110932049996,-0.07155959830008918
73,73,73,73,2019-05-21,81.57198333740234,80.69747161865234,88.08026123046875,0.01083691596785874,-0.07389031097486187
74,74,74,74,2019-05-22,83.30415344238281,81.37017059326172,87.18893432617188,0.023767712848831613,-0.04455589363274226
75,75,75,75,2019-05-23,82.34557342529297,81.89993286132812,85.08678436279297,0.005441281187853919,-0.032216647485607486
76,76,76,76,2019-05-24,82.67351531982422,82.63987731933594,84.76726531982422,0.00040704320455731136,-0.02469998285423447
77,77,77,77,2019-05-28,82.2867202758789,81.6897201538086,84.47295379638672,0.007308142578359433,-0.025880869819913
78,78,78,78,2019-05-29,81.6812973022461,80.84043884277344,84.66635131835938,0.010401458372931938,-0.035256674813929134
79,79,79,79,2019-05-30,82.42124938964844,81.57198333740234,80.69747161865234,0.01041124682151362,0.02136098859629776
80,80,80,80,2019-05-31,79.99958038330078,83.30415344238281,81.37017059326172,-0.03966876707255218,-0.016843890088568125
81,81,81,81,2019-06-03,81.62244415283203,82.34557342529297,81.89993286132812,-0.00878164110566293,-0.003388143296355728
82,82,82,82,2019-06-04,86.64237976074219,82.67351531982422,82.63987731933594,0.048006479772443766,0.048433063688367195
83,83,83,83,2019-06-05,87.0207748413086,82.2867202758789,81.6897201538086,0.05753120976942627,0.06525979863148601
84,84,84,84,2019-06-06,87.8364028930664,81.6812973022461,80.84043884277344,0.07535513996606236,0.08654040169053778
85,85,85,85,2019-06-07,89.06404876708984,82.42124938964844,81.57198333740234,0.0805957132005779,0.09184606188497857
86,86,86,86,2019-06-10,88.9127197265625,79.99958038330078,83.30415344238281,0.1114148261847916,0.067326370323886
87,87,87,87,2019-06-11,88.86226654052734,81.62244415283203,82.34557342529297,0.08869891685844733,0.07913835369847244
88,88,88,88,2019-06-12,89.7619857788086,86.64237976074219,82.67351531982422,0.036005544015307756,0.08574052320821823
89,89,89,89,2019-06-13,90.40945434570312,87.0207748413086,82.2867202758789,0.03894104035012491,0.09871257528057376
90,90,90,90,2019-06-14,90.3589859008789,87.8364028930664,81.6812973022461,0.028719106483487744,0.10623837873831365
91,91,91,91,2019-06-17,89.62743377685547,89.06404876708984,82.42124938964844,0.006325616425084446,0.08743114719287526
92,92,92,92,2019-06-18,90.71212768554688,88.9127197265625,79.99958038330078,0.02023791381613549,0.13390754365109458
93,93,93,93,2019-06-19,90.24967956542967,88.86226654052734,81.62244415283203,0.01561307266757117,0.1056968521604642
