,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,IP,IP_6m,IP_12m,IP_6m_ret,IP_12m_ret
0,0,0,0,2019-02-05,35.102542877197266,,,,
1,1,1,1,2019-02-06,35.35768127441406,,,,
2,2,2,2,2019-02-07,34.7498779296875,,,,
3,3,3,3,2019-02-08,34.509769439697266,,,,
4,4,4,4,2019-02-11,34.232112884521484,,,,
5,5,5,5,2019-02-12,35.29015350341797,,,,
6,6,6,6,2019-02-13,35.08755111694336,35.102542877197266,,-0.00042708473589370133,
7,7,7,7,2019-02-14,34.892452239990234,35.35768127441406,,-0.013157792526414358,
8,8,8,8,2019-02-15,35.38019943237305,34.7498779296875,,0.018138811997007176,
9,9,9,9,2019-02-19,35.59029769897461,34.509769439697266,,0.031310793344054844,
10,10,10,10,2019-02-20,36.2045783996582,34.232112884521484,,0.057620326323140736,
11,11,11,11,2019-02-21,35.45378494262695,35.29015350341797,,0.004636744898067313,
12,12,12,12,2019-02-22,35.44620513916016,35.08755111694336,35.102542877197266,0.010221688627440662,0.009790238364359105
13,13,13,13,2019-02-25,36.0908317565918,34.892452239990234,35.35768127441406,0.03434494968594093,0.020735253437228707
14,14,14,14,2019-02-26,35.75714111328125,35.38019943237305,34.7498779296875,0.01065402928631598,0.028986092717558254
15,15,15,15,2019-02-27,35.377952575683594,35.59029769897461,34.509769439697266,-0.005966376709940602,0.025157604645936527
16,16,16,16,2019-02-28,34.748512268066406,36.2045783996582,34.232112884521484,-0.04021773477151014,0.015085232550118732
17,17,17,17,2019-03-01,35.067020416259766,35.45378494262695,35.29015350341797,-0.010908977052607183,-0.0063228142982316715
18,18,18,18,2019-03-04,34.839508056640625,35.44620513916016,35.08755111694336,-0.017115995355149405,-0.007069261102777724
19,19,19,19,2019-03-05,34.90776824951172,36.0908317565918,34.892452239990234,-0.03278016741368117,0.00043894907174024667
20,20,20,20,2019-03-06,34.86984634399414,35.75714111328125,35.38019943237305,-0.024814477378828914,-0.01442482226123154
21,21,21,21,2019-03-07,34.77884292602539,35.377952575683594,35.59029769897461,-0.016934548385086345,-0.022799887199948854
22,22,22,22,2019-03-08,34.710594177246094,34.748512268066406,36.2045783996582,-0.0010912147987169885,-0.0412650633828735
23,23,23,23,2019-03-11,35.249027252197266,35.067020416259766,35.45378494262695,0.00519025665075068,-0.005775340792556705
24,24,24,24,2019-03-12,35.529624938964844,34.839508056640625,35.44620513916016,0.019808456571839494,0.0023534197660137757
25,25,25,25,2019-03-13,35.87848663330078,34.90776824951172,36.0908317565918,0.02780809064763523,-0.005883630632930292
26,26,26,26,2019-03-14,35.61304473876953,34.86984634399414,35.75714111328125,0.021313497841191298,-0.004029862847681587
27,27,27,27,2019-03-15,34.51341247558594,34.77884292602539,35.377952575683594,-0.0076319517300798,-0.02443725645932049
28,28,28,28,2019-03-18,35.05944061279297,34.710594177246094,34.748512268066406,0.010050143012981128,0.008947961349479172
29,29,29,29,2019-03-19,35.013946533203125,35.249027252197266,35.067020416259766,-0.006669140606695323,-0.0015134985073333995
30,30,30,30,2019-03-20,34.25556182861328,35.529624938964844,34.839508056640625,-0.035859177025939104,-0.0167610354049198
31,31,31,31,2019-03-21,34.69541931152344,35.87848663330078,34.90776824951172,-0.032974281604154276,-0.006083142768408045
32,32,32,32,2019-03-22,33.6716194152832,35.61304473876953,34.86984634399414,-0.05451444373058134,-0.03436283936815554
33,33,33,33,2019-03-25,33.64128494262695,34.51341247558594,34.77884292602539,-0.025269235071319285,-0.032708333219078733
34,34,34,34,2019-03-26,34.2859001159668,35.05944061279297,34.710594177246094,-0.02206368622276056,-0.012235286411711677
35,35,35,35,2019-03-27,34.460330963134766,35.013946533203125,35.249027252197266,-0.015811287354979386,-0.02237498026313156
36,36,36,36,2019-03-28,34.885005950927734,34.25556182861328,35.529624938964844,0.01837494668642936,-0.01814314080558066
37,37,37,37,2019-03-29,35.08977508544922,34.69541931152344,35.87848663330078,0.011366220145228256,-0.02198285440276948
38,38,38,38,2019-04-01,36.13632583618164,33.6716194152832,35.61304473876953,0.07319833330557701,0.014693523152836452
39,39,39,39,2019-04-02,35.74197006225586,33.64128494262695,34.51341247558594,0.062443664777118046,0.03559652606183117
40,40,40,40,2019-04-03,36.17424011230469,34.2859001159668,35.05944061279297,0.0550762847103583,0.03179741262343283
41,41,41,41,2019-04-04,35.87848663330078,34.460330963134766,35.013946533203125,0.0411532806136754,0.024691306913313227
42,42,42,42,2019-04-05,35.92398452758789,34.885005950927734,34.25556182861328,0.02978295540845477,0.04870516231267863
43,43,43,43,2019-04-08,35.91639709472656,35.08977508544922,34.69541931152344,0.02355734704096535,0.03519132517869883
44,44,44,44,2019-04-09,35.74197006225586,36.13632583618164,33.6716194152832,-0.010913001385739363,0.061486518407040114
45,45,45,45,2019-04-10,35.590301513671875,35.74197006225586,33.64128494262695,-0.004243430015743566,0.05793525943996625
46,46,46,46,2019-04-11,35.68888473510742,36.17424011230469,34.2859001159668,-0.013417154740236636,0.04092016293564549
47,47,47,47,2019-04-12,36.21974563598633,35.87848663330078,34.460330963134766,0.009511521658463806,0.051056232592013195
48,48,48,48,2019-04-15,35.70405578613281,35.92398452758789,34.885005950927734,-0.006122058684391862,0.023478563723257517
49,49,49,49,2019-04-16,34.05839538574219,35.91639709472656,35.08977508544922,-0.051731294318972165,-0.029392599331157232
50,50,50,50,2019-04-17,33.33793258666992,35.74197006225586,36.13632583618164,-0.06726091123120947,-0.07743989419947661
51,51,51,51,2019-04-18,33.69438171386719,35.590301513671875,35.74197006225586,-0.053270686652552746,-0.057288066237595525
52,52,52,52,2019-04-22,33.512359619140625,35.68888473510742,36.17424011230469,-0.060986078217953765,-0.0735849733097399
53,53,53,53,2019-04-23,33.891544342041016,36.21974563598633,35.87848663330078,-0.06427989079062213,-0.055379768705616894
54,54,54,54,2019-04-24,33.58820343017578,35.70405578613281,35.92398452758789,-0.059260840522740055,-0.0650201008637653
55,55,55,55,2019-04-25,34.5285758972168,34.05839538574219,35.91639709472656,0.013805128108631992,-0.03864032335563894
56,56,56,56,2019-04-26,34.87743377685547,33.33793258666992,35.74197006225586,0.04617866408432025,-0.02418826617264047
57,57,57,57,2019-04-29,35.25661849975586,33.69438171386719,35.590301513671875,0.04636490436759444,-0.009375672577200067
58,58,58,58,2019-04-30,35.499298095703125,33.512359619140625,35.68888473510742,0.05928972173680247,-0.00531220408851274
59,59,59,59,2019-05-01,34.900184631347656,33.891544342041016,36.21974563598633,0.02976082409013947,-0.036432089222835806
60,60,60,60,2019-05-02,35.142860412597656,33.58820343017578,35.70405578613281,0.04628580345637556,-0.015717972683459647
61,61,61,61,2019-05-03,35.7192268371582,34.5285758972168,34.05839538574219,0.03448305958188613,0.04876423074562375
62,62,62,62,2019-05-06,35.3097038269043,34.87743377685547,33.33793258666992,0.012393975222330766,0.059144976525112414
63,63,63,63,2019-05-07,34.900184631347656,35.25661849975586,33.69438171386719,-0.01010970091787644,0.035786468133475635
64,64,64,64,2019-05-08,34.59682846069336,35.499298095703125,33.512359619140625,-0.025422182505602908,0.032360265104500074
65,65,65,65,2019-05-09,34.66509246826172,34.900184631347656,33.891544342041016,-0.006736129495280019,0.02282422182990196
66,66,66,66,2019-05-10,34.61958694458008,35.142860412597656,33.58820343017578,-0.014889894046017926,0.030706718701057234
67,67,67,67,2019-05-13,33.4896125793457,35.7192268371582,34.5285758972168,-0.06242056324391276,-0.030089955663501367
68,68,68,68,2019-05-14,33.92946243286133,35.3097038269043,34.87743377685547,-0.0390895772111034,-0.027180077240178457
69,69,69,69,2019-05-15,33.99013900756836,34.900184631347656,35.25661849975586,-0.02607566789093385,-0.03592175160519917
70,70,70,70,2019-05-16,34.399658203125,34.59682846069336,35.499298095703125,-0.005699084752591399,-0.030976384085499076
71,71,71,71,2019-05-17,34.17973327636719,34.66509246826172,34.900184631347656,-0.014001381716748917,-0.02064319609167209
72,72,72,72,2019-05-20,32.76157760620117,34.61958694458008,35.142860412597656,-0.05366930984339169,-0.06776007355231861
73,73,73,73,2019-05-21,33.75504302978516,33.4896125793457,35.7192268371582,0.007925754584666711,-0.05498953872455403
74,74,74,74,2019-05-22,33.28485870361328,33.92946243286133,35.3097038269043,-0.01899834783776988,-0.05734528766418545
75,75,75,75,2019-05-23,32.8905029296875,33.99013900756836,34.900184631347656,-0.03235162049899265,-0.05758369827806131
76,76,76,76,2019-05-24,32.81378173828125,34.399658203125,34.59682846069336,-0.04610151808716756,-0.05153786638095714
77,77,77,77,2019-05-28,32.6296501159668,34.17973327636719,34.66509246826172,-0.04535094372641468,-0.05871734956883523
78,78,78,78,2019-05-29,32.223026275634766,32.76157760620117,34.61958694458008,-0.01643850418437931,-0.06922557085333769
79,79,79,79,2019-05-30,32.0235481262207,33.75504302978516,33.4896125793457,-0.05129588790737438,-0.04377669194146416
80,80,80,80,2019-05-31,31.81640625,33.28485870361328,33.92946243286133,-0.04411773132910646,-0.06227791516127268
81,81,81,81,2019-06-03,32.19232940673828,32.8905029296875,33.99013900756836,-0.021227207271404702,-0.05289209321649935
82,82,82,82,2019-06-04,33.673065185546875,32.81378173828125,34.399658203125,0.026186663095377538,-0.02112209991412406
83,83,83,83,2019-06-05,33.91090393066406,32.6296501159668,34.17973327636719,0.03926655082551145,-0.007865168037721415
84,84,84,84,2019-06-06,34.24847412109375,32.223026275634766,32.76157760620117,0.06285715773972833,0.045385375904826164
85,85,85,85,2019-06-07,34.501651763916016,32.0235481262207,33.75504302978516,0.0773837935736501,0.02211843526527435
86,86,86,86,2019-06-10,33.52729034423828,31.81640625,33.28485870361328,0.05377364372314308,0.007283541227671941
87,87,87,87,2019-06-11,33.72676086425781,32.19232940673828,32.8905029296875,0.04766450535879385,0.02542551375264912
88,88,88,88,2019-06-12,33.38919448852539,33.673065185546875,32.81378173828125,-0.00843020067989908,0.017535703590447538
89,89,89,89,2019-06-13,33.69607925415039,33.91090393066406,32.6296501159668,-0.006334973463193783,0.032682824804846966
90,90,90,90,2019-06-14,32.982566833496094,34.24847412109375,32.223026275634766,-0.03696244343972044,0.02357136016227157
91,91,91,91,2019-06-17,32.5836181640625,34.501651763916016,32.0235481262207,-0.055592515192548375,0.017489318661201514
92,92,92,92,2019-06-18,32.74473190307617,33.52729034423828,31.81640625,-0.02334093907164181,0.029177577309699165
93,93,93,93,2019-06-19,32.95954895019531,33.72676086425781,32.19232940673828,-0.022747868292195217,0.02383237117648407
94,94,94,94,2019-06-20,33.42755126953125,33.38919448852539,33.673065185546875,0.0011487782677428449,-0.007291106843489992
95,95,95,95,2019-06-21,33.45824432373047,33.69607925415039,33.91090393066406,-0.007058237506686438,-0.01334849722257847
96,96,96,96,2019-06-24,32.47621154785156,32.982566833496094,34.24847412109375,-0.015352209796185234,-0.05174719804963934
97,97,97,97,2019-06-25,32.729393005371094,32.5836181640625,34.501651763916016,0.004473869064343994,-0.05136735976213347
98,98,98,98,2019-06-26,32.6373176574707,32.74473190307617,33.52729034423828,-0.0032803519638949785,-0.026544724540213838
99,99,99,99,2019-06-27,32.928863525390625,32.95954895019531,33.72676086425781,-0.0009310025707892633,-0.02365769253912453
100,100,100,100,2019-06-28,33.23575210571289,33.42755126953125,33.38919448852539,-0.005737756926071369,-0.004595570068790744
101,101,101,101,2019-07-01,33.565650939941406,33.45824432373047,33.69607925415039,0.0032101689249355303,-0.003870726716459716
102,102,102,102,2019-07-02,33.58100128173828,32.47621154785156,32.982566833496094,0.034018430144134415,0.018143962271439662
103,103,103,103,2019-07-03,33.841854095458984,32.729393005371094,32.5836181640625,0.033989664577810164,0.03861559895101618
104,104,104,104,2019-07-05,33.65771484375,32.6373176574707,32.74473190307617,0.03126473802131624,0.02788182671265238
105,105,105,105,2019-07-08,33.22808074951172,32.928863525390625,32.95954895019531,0.00908677652632539,0.00814731414323
106,106,106,106,2019-07-09,33.15902328491211,33.23575210571289,33.42755126953125,-0.002308622971934904,-0.008033133580559348
107,107,107,107,2019-07-10,33.105323791503906,33.565650939941406,33.45824432373047,-0.013714232721455555,-0.010548088800231836
108,108,108,108,2019-07-11,32.64499282836914,33.58100128173828,32.47621154785156,-0.027873154987732685,0.005197074180554928
109,109,109,109,2019-07-12,32.81378173828125,33.841854095458984,32.729393005371094,-0.03037872435351241,0.002578377573220214
110,110,110,110,2019-07-15,32.20768356323242,33.65771484375,32.6373176574707,-0.043081691292741975,-0.0131638910632087
111,111,111,111,2019-07-16,32.68335723876953,33.22808074951172,32.928863525390625,-0.01639346897127636,-0.007455656233984254
