,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,IP,IP_6m,IP_12m,IP_6m_ret,IP_12m_ret
112,112,112,112,2019-07-17,32.422508239746094,33.15902328491211,33.23575210571289,-0.022211602520305296,-0.02446894727641824
113,113,113,113,2019-07-18,32.606632232666016,33.105323791503906,33.565650939941406,-0.015063787382918581,-0.028571431818538273
114,114,114,114,2019-07-19,33.17436981201172,32.64499282836914,33.58100128173828,0.01621617705434253,-0.012108973949734314
115,115,115,115,2019-07-22,32.79076385498047,32.81378173828125,33.841854095458984,-0.0007014699946616965,-0.03105888458456396
116,116,116,116,2019-07-23,33.39685821533203,32.20768356323242,33.65771484375,0.03692207947103476,-0.007750277451364362
117,117,117,117,2019-07-24,33.849517822265625,32.68335723876953,33.22808074951172,0.0356805628925041,0.018702165720571706
118,118,118,118,2019-07-25,35.284217834472656,32.422508239746094,33.15902328491211,0.08826305397367284,0.06409098758127607
119,119,119,119,2019-07-26,34.75483703613281,32.606632232666016,33.105323791503906,0.06588244956235245,0.04982622296696082
120,120,120,120,2019-07-29,34.54768753051758,33.17436981201172,32.64499282836914,0.041396949702074304,0.058284427022295304
121,121,121,121,2019-07-30,34.570709228515625,32.79076385498047,32.81378173828125,0.05428191247410674,0.05354236534659185
122,122,122,122,2019-07-31,33.68840408325195,33.39685821533203,32.20768356323242,0.008729739367701272,0.0459741389694317
123,123,123,123,2019-08-01,32.775421142578125,33.849517822265625,32.68335723876953,-0.03173152082482478,0.00281684354321432
124,124,124,124,2019-08-02,32.3304443359375,35.284217834472656,32.422508239746094,-0.08371373038201013,-0.0028395059113820453
125,125,125,125,2019-08-05,30.842039108276367,34.75483703613281,32.606632232666016,-0.11258283052193596,-0.0541176136130318
126,126,126,126,2019-08-06,30.66559219360352,34.54768753051758,33.17436981201172,-0.11236918052720091,-0.07562397213947458
127,127,127,127,2019-08-07,30.82668876647949,34.570709228515625,32.79076385498047,-0.10830036599156267,-0.05989720450512359
128,128,128,128,2019-08-08,31.417449951171875,33.68840408325195,33.39685821533203,-0.06741055843630994,-0.05926929567438888
129,129,129,129,2019-08-09,30.573511123657227,32.775421142578125,33.849517822265625,-0.0671817460206614,-0.09678148787258345
130,130,130,130,2019-08-12,29.56846237182617,32.3304443359375,35.284217834472656,-0.08542975578721634,-0.16199184262665445
131,131,131,131,2019-08-13,30.726959228515625,30.842039108276367,34.75483703613281,-0.003731266903486352,-0.11589402083599498
132,132,132,132,2019-08-14,30.027738571166992,30.66559219360352,34.54768753051758,-0.02080030342833472,-0.13083217090457666
133,133,133,133,2019-08-15,30.01219749450684,30.82668876647949,34.570709228515625,-0.026421626991554037,-0.1318605211098388
134,134,134,134,2019-08-16,30.291881561279297,31.417449951171875,33.68840408325195,-0.035826217329602006,-0.10082171044906285
135,135,135,135,2019-08-19,30.54826545715332,30.573511123657227,32.775421142578125,-0.000825736579675107,-0.06795200817516078
136,136,136,136,2019-08-20,30.043262481689453,29.56846237182617,32.3304443359375,0.016057653045756348,-0.0707439041196748
137,137,137,137,2019-08-21,30.315189361572266,30.726959228515625,30.842039108276367,-0.013400931210961642,-0.017082195663344568
138,138,138,138,2019-08-22,30.190879821777344,30.027738571166992,30.66559219360352,0.005433018214931584,-0.015480293640805498
139,139,139,139,2019-08-23,29.079896926879883,30.01219749450684,30.82668876647949,-0.031064055466034968,-0.05666491957122044
140,140,140,140,2019-08-26,29.33627700805664,30.291881561279297,31.417449951171875,-0.03154655650192961,-0.06624258004229289
141,141,141,141,2019-08-27,28.54383087158203,30.54826545715332,30.573511123657227,-0.06561533218253224,-0.06638688778223667
142,142,142,142,2019-08-28,29.04881477355957,30.043262481689453,29.56846237182617,-0.03310052324496948,-0.017574386917113993
143,143,143,143,2019-08-29,30.00442886352539,30.315189361572266,30.726959228515625,-0.010250983239471267,-0.02351454172919598
144,144,144,144,2019-08-30,30.37735176086425,30.190879821777344,30.027738571166992,0.006176432756769268,0.011643007643371561
145,145,145,145,2019-09-03,29.569360733032227,29.079896926879883,30.01219749450684,0.016831689857191634,-0.01475522615615421
146,146,146,146,2019-09-04,30.03550148010254,29.33627700805664,30.291881561279297,0.023834806027154265,-0.008463656529823393
147,147,147,147,2019-09-05,30.58711051940918,28.54383087158203,30.54826545715332,0.07158393198936097,0.0012715963304150701
148,148,148,148,2019-09-06,30.63372230529785,29.04881477355957,30.043262481689453,0.05456014450478963,0.019653651928390525
149,149,149,149,2019-09-09,31.20087432861328,30.00442886352539,30.315189361572266,0.03987562871234451,0.02921588107127948
150,150,150,150,2019-09-10,32.03217315673828,30.37735176086425,30.190879821777344,0.05447549901324744,0.06098839602656336
151,151,151,151,2019-09-11,32.50608825683594,29.569360733032227,29.079896926879883,0.09931657130899896,0.11781992689214338
152,152,152,152,2019-09-12,32.88678359985352,30.03550148010254,29.33627700805664,0.09493039833677686,0.12102785199436883
153,153,153,153,2019-09-13,33.23638916015625,30.58711051940918,28.54383087158203,0.08661421741899944,0.1643983356573937
154,154,154,154,2019-09-16,33.00331497192383,30.63372230529785,29.04881477355957,0.07735242367905704,0.13613292759757178
155,155,155,155,2019-09-17,32.45170593261719,31.20087432861328,30.00442886352539,0.04008963309264746,0.08156386112940828
156,156,156,156,2019-09-18,32.00109100341797,32.03217315673828,30.37735176086425,-0.0009703416988982028,0.05345229746608826
157,157,157,157,2019-09-19,31.667016983032227,32.50608825683594,29.569360733032227,-0.02581274212923046,0.07094019613541014
158,158,158,158,2019-09-20,31.62040901184082,32.88678359985352,30.03550148010254,-0.03850709766638116,0.05276780655013291
159,159,159,159,2019-09-23,31.907859802246094,33.23638916015625,30.58711051940918,-0.03997213269794053,0.043179929728858424
160,160,160,160,2019-09-24,31.597097396850582,33.00331497192383,30.63372230529785,-0.04260837362154457,0.031448189088863154
161,161,161,161,2019-09-25,32.133174896240234,32.45170593261719,31.20087432861328,-0.009815540577076343,0.029880591095230002
162,162,162,162,2019-09-26,32.10209655761719,32.00109100341797,32.03217315673828,0.0031563159577412403,0.0021829115538543054
163,163,163,163,2019-09-27,32.36624526977539,31.667016983032227,32.50608825683594,0.022080648995698615,-0.0043020552321036964
164,164,164,164,2019-09-30,32.49055099487305,31.62040901184082,32.88678359985352,0.02751836583474887,-0.012048384232450138
165,165,165,165,2019-10-01,31.169795989990234,31.907859802246094,33.23638916015625,-0.0231310973794584,-0.06217863078349817
166,166,166,166,2019-10-02,30.65703010559082,31.597097396850582,33.00331497192383,-0.029751697741497662,-0.07109239990979721
167,167,167,167,2019-10-03,30.54826545715332,32.133174896240234,32.45170593261719,-0.049323151048866865,-0.05865455823543375
168,168,168,168,2019-10-04,30.439491271972656,32.10209655761719,32.00109100341797,-0.05179117453155968,-0.04879832788446248
169,169,169,169,2019-10-07,30.39289093017578,32.36624526977539,31.667016983032227,-0.0609695169504999,-0.040235114458022525
170,170,170,170,2019-10-08,29.856809616088867,32.49055099487305,31.62040901184082,-0.08106176405564125,-0.05577408549938556
171,171,171,171,2019-10-09,30.54049491882324,31.169795989990234,31.907859802246094,-0.020189451075300235,-0.04285354429589794
172,172,172,172,2019-10-10,31.255260467529297,30.65703010559082,31.597097396850582,0.019513643685576065,-0.010818618084690201
173,173,173,173,2019-10-11,32.288551330566406,30.54826545715332,32.133174896240234,0.056968402211051705,0.004835390054916511
174,174,174,174,2019-10-14,31.954484939575195,30.439491271972656,32.10209655761719,0.04977066318442325,-0.004598192450672389
175,175,175,175,2019-10-15,32.17978286743164,30.39289093017578,32.36624526977539,0.0587930888628212,-0.005761014315672663
176,176,176,176,2019-10-16,32.54492950439453,29.856809616088867,32.49055099487305,0.09003372841474411,0.0016736715092970922
177,177,177,177,2019-10-17,32.52939224243164,30.54049491882324,31.169795989990234,0.06512328398393352,0.043619029552776745
178,178,178,178,2019-10-18,32.8323974609375,31.255260467529297,30.65703010559082,0.05045988962551351,0.07095818961765521
179,179,179,179,2019-10-21,32.847930908203125,32.288551330566406,30.54826545715332,0.01732439377381345,0.07527973901743423
180,180,180,180,2019-10-22,33.29854202270508,31.954484939575195,30.439491271972656,0.0420616099953246,0.09392570740381956
181,181,181,181,2019-10-23,33.71031188964844,32.17978286743164,30.39289093017578,0.04756181943557514,0.10915121457494958
182,182,182,182,2019-10-24,32.778011322021484,32.54492950439453,29.856809616088867,0.007161847365362295,0.09784038360074732
183,183,183,183,2019-10-25,33.407310485839844,32.52939224243164,30.54049491882324,0.026988461292647203,0.09386932250563107
184,184,184,184,2019-10-28,33.56269073486328,32.8323974609375,31.255260467529297,0.022243068749233208,0.07382534116876571
185,185,185,185,2019-10-29,33.16646957397461,32.847930908203125,32.288551330566406,0.009697373836473178,0.027189768733201447
186,186,186,186,2019-10-30,33.1353874206543,33.29854202270508,31.954484939575195,-0.004899752125469448,0.03695576640687981
187,187,187,187,2019-10-31,33.93561172485352,33.71031188964844,32.17978286743164,0.006683409988688549,0.054563104563359666
188,188,188,188,2019-11-01,34.15314102172852,32.778011322021484,32.54492950439453,0.04195281056551403,0.04941511755669459
189,189,189,189,2019-11-04,34.61929702758789,33.407310485839844,32.52939224243164,0.03627908155796522,0.06424665943897212
190,190,190,190,2019-11-05,35.14759826660156,33.56269073486328,32.8323974609375,0.04722230241486436,0.07051574008320838
191,191,191,191,2019-11-06,35.27191162109375,33.16646957397461,32.847930908203125,0.06348104197292259,0.07379401520493589
192,192,192,192,2019-11-07,35.31074523925781,33.1353874206543,33.29854202270508,0.06565059255192374,0.06042916879605986
193,193,193,193,2019-11-08,35.90121078491211,33.93561172485352,33.71031188964844,0.057921427083603705,0.06499194971662181
194,194,194,194,2019-11-11,35.6992073059082,34.15314102172852,32.778011322021484,0.04526864112428375,0.08912059841544284
195,195,195,195,2019-11-12,35.90896987915039,34.61929702758789,33.407310485839844,0.03725300518190089,0.07488359155313962
196,196,196,196,2019-11-13,35.62150955200195,35.14759826660156,33.56269073486328,0.013483461424751653,0.06134248393261488
197,197,197,197,2019-11-14,35.75743865966797,35.27191162109375,33.16646957397461,0.013765260125109258,0.07812013515380212
198,198,198,198,2019-11-15,35.86743927001953,35.31074523925781,33.1353874206543,0.015765570139901763,0.08245118171342902
199,199,199,199,2019-11-18,36.04814910888672,35.90121078491211,33.93561172485352,0.00409285148779337,0.06225134237041119
200,200,200,200,2019-11-19,36.11886596679688,35.6992073059082,34.15314102172852,0.011755405583451894,0.057556197944363285
201,201,201,201,2019-11-20,35.54529571533203,35.90896987915039,34.61929702758789,-0.010127669076620216,0.026748049996688783
202,202,202,202,2019-11-21,35.1131591796875,35.62150955200195,35.14759826660156,-0.014270882360343018,-0.00097984182739419
203,203,203,203,2019-11-22,35.451019287109375,35.75743865966797,35.27191162109375,-0.008569388190105887,0.005077912077453561
204,204,204,204,2019-11-25,36.19743347167969,35.86743927001953,35.31074523925781,0.009200383645341148,0.02511100307891745
205,205,205,205,2019-11-26,36.32314682006836,36.04814910888672,35.90121078491211,0.00762862221721794,0.011752696522802974
206,206,206,206,2019-11-27,36.48814010620117,36.11886596679688,35.6992073059082,0.010223857519329416,0.022099448694548496
207,207,207,207,2019-11-29,36.40957260131836,35.54529571533203,35.90896987915039,0.0243148036496299,0.01394088228798318
208,208,208,208,2019-12-02,36.33100509643555,35.1131591796875,35.62150955200195,0.03468346184733373,0.019917615883118023
209,209,209,209,2019-12-03,36.205299377441406,35.451019287109375,35.75743865966797,0.021276682744247655,0.012524966400308646
210,210,210,210,2019-12-04,36.11100769042969,36.19743347167969,35.86743927001953,-0.0023876217996952054,0.00679079480908884
211,211,211,211,2019-12-05,36.551002502441406,36.32314682006836,36.04814910888672,0.006273016033047973,0.013949492719744772
212,212,212,212,2019-12-06,37.13241958618164,36.48814010620117,36.11886596679688,0.01765722994116037,0.028061612463594177
213,213,213,213,2019-12-09,37.25813674926758,36.40957260131836,35.54529571533203,0.023306072752924623,0.04818755898538596
214,214,214,214,2019-12-10,36.33885955810547,36.33100509643555,35.1131591796875,0.0002161916976717304,0.03490715182150339
215,215,215,215,2019-12-11,36.28386306762695,36.205299377441406,35.451019287109375,0.002169950022136824,0.023492802104576382
216,216,216,216,2019-12-12,36.582427978515625,36.11100769042969,36.19743347167969,0.013054753058327817,0.010635961445640829
217,217,217,217,2019-12-13,36.425289154052734,36.551002502441406,36.32314682006836,-0.003439395359409736,0.0028120452914046634
218,218,218,218,2019-12-16,36.29957580566406,37.13241958618164,36.48814010620117,-0.02242901997228075,-0.005167824394125886
219,219,219,219,2019-12-17,36.60600280761719,37.25813674926758,36.40957260131836,-0.01750312813651933,0.005395015438651951
220,220,220,220,2019-12-18,36.37028884887695,36.33885955810547,36.33100509643555,0.0008648948028000536,0.0010812734835474735
221,221,221,221,2019-12-19,36.11886596679688,36.28386306762695,36.205299377441406,-0.004547396194350739,-0.0023873137946865963
222,222,222,222,2019-12-20,36.25244140625,36.582427978515625,36.11100769042969,-0.009020357327278017,0.003916637193644323
223,223,223,223,2019-12-23,36.354583740234375,36.425289154052734,36.551002502441406,-0.001941107825371713,-0.005373826947534743
224,224,224,224,2019-12-24,36.205299377441406,36.29957580566406,37.13241958618164,-0.0025971771330711713,-0.024967944967562827
225,225,225,225,2019-12-26,36.29170608520508,36.60600280761719,37.25813674926758,-0.008585933953616731,-0.02593878138797423
226,226,226,226,2019-12-27,36.05600738525391,36.37028884887695,36.33885955810547,-0.008641159407034582,-0.007783738298095977
227,227,227,227,2019-12-30,36.06386566162109,36.11886596679688,36.28386306762695,-0.0015227583619694673,-0.006063229970740158
228,228,228,228,2019-12-31,36.18172836303711,36.25244140625,36.582427978515625,-0.0019505732709272916,-0.010953335730308544
229,229,229,229,2020-01-02,35.76530456542969,36.354583740234375,36.425289154052734,-0.016209212544291085,-0.018118856540349948
230,230,230,230,2020-01-03,35.1367301940918,36.205299377441406,36.29957580566406,-0.02951416510079763,-0.03203468871916737
231,231,231,231,2020-01-06,34.53173828125,36.29170608520508,36.60600280761719,-0.0484950418099126,-0.056664600537471466
232,232,232,232,2020-01-07,34.16246032714844,36.05600738525391,36.37028884887695,-0.05251682577810579,-0.060704178922040386
233,233,233,233,2020-01-08,34.563175201416016,36.06386566162109,36.11886596679688,-0.041612024464756536,-0.043071417768513864
234,234,234,234,2020-01-09,34.65745544433594,36.18172836303711,36.25244140625,-0.042128250574628545,-0.04399664960603411
235,235,235,235,2020-01-10,34.563175201416016,35.76530456542969,36.354583740234375,-0.03361160707619515,-0.04927600193743298
236,236,236,236,2020-01-13,34.91673278808594,35.1367301940918,36.205299377441406,-0.006261180388460019,-0.03559055197754668
237,237,237,237,2020-01-14,34.901023864746094,34.53173828125,36.29170608520508,0.010694091924605242,-0.03831956032031014
238,238,238,238,2020-01-15,34.96388244628906,34.16246032714844,36.05600738525391,0.023459145256694125,-0.03028968036576074
239,239,239,239,2020-01-16,35.63172912597656,34.563175201416016,36.06386566162109,0.03091596528193885,-0.011982535086481283
240,240,240,240,2020-01-17,35.94600296020508,34.65745544433594,36.18172836303711,0.037179518788928556,-0.006515039869484096
241,241,241,241,2020-01-21,34.995304107666016,34.563175201416016,35.76530456542969,0.012502581251050637,-0.02152925767359315
242,242,242,242,2020-01-22,34.97173309326172,34.91673278808594,35.1367301940918,0.0015751847548162168,-0.0046958581495389895
