,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,WRK,WRK_6m,WRK_12m,WRK_6m_ret,WRK_12m_ret
25,25,25,25,2019-03-13,34.26399230957031,33.355018615722656,34.3419075012207,0.027251482132862437,-0.0022688079177786147
26,26,26,26,2019-03-14,33.90040969848633,32.80097961425781,33.96100616455078,0.03351820882052614,-0.0017842953701325825
27,27,27,27,2019-03-15,32.50665283203125,32.38545608520508,33.415626525878906,0.0037423202102606634,-0.02720205449817603
28,28,28,28,2019-03-18,33.13859939575195,32.636497497558594,32.35947036743164,0.015384674725923642,0.024077310891480908
29,29,29,29,2019-03-19,33.2944221496582,33.58010482788086,32.50665283203125,-0.008507498106005262,0.02423409514653896
30,30,30,30,2019-03-20,32.59321594238281,34.23802185058594,33.16457748413086,-0.0480403311669414,-0.017228066361509975
31,31,31,31,2019-03-21,32.982765197753906,34.26399230957031,33.355018615722656,-0.03739281459792254,-0.011160342083972874
32,32,32,32,2019-03-22,31.814088821411133,33.90040969848633,32.80097961425781,-0.061542644930581814,-0.03008723533420632
33,33,33,33,2019-03-25,31.69289779663086,32.50665283203125,32.38545608520508,-0.02503349205484906,-0.021384855187838614
34,34,34,34,2019-03-26,32.601863861083984,33.13859939575195,32.636497497558594,-0.016196687381325292,-0.0010611934224008523
35,35,35,35,2019-03-27,32.51530456542969,33.2944221496582,33.58010482788086,-0.023400844163217083,-0.031709259631824915
36,36,36,36,2019-03-28,32.87889099121094,32.59321594238281,34.23802185058594,0.008764862274809992,-0.03969653577844601
37,37,37,37,2019-03-29,33.199195861816406,32.982765197753906,34.26399230957031,0.006561932050416441,-0.03107625165607153
38,38,38,38,2019-04-01,34.42847442626953,31.814088821411133,33.90040969848633,0.08217697572714688,0.015576942357920176
39,39,39,39,2019-04-02,33.7186164855957,31.69289779663086,32.50665283203125,0.06391711802321187,0.03728355730215993
40,40,40,40,2019-04-03,34.471763610839844,32.601863861083984,33.13859939575195,0.05735560879965251,0.04022995055303369
41,41,41,41,2019-04-04,33.917720794677734,32.51530456542969,33.2944221496582,0.04313095780560827,0.018720812820171684
42,42,42,42,2019-04-05,34.532352447509766,32.87889099121094,32.59321594238281,0.050289453398559836,0.05949509580628343
43,43,43,43,2019-04-08,34.24667739868164,33.199195861816406,32.982765197753906,0.03155141290846686,0.03832038318648334
44,44,44,44,2019-04-09,33.69263458251953,34.42847442626953,31.814088821411133,-0.021373001738018926,0.059047605344086485
45,45,45,45,2019-04-10,33.75325012207031,33.7186164855957,31.69289779663086,0.0010271369375254302,0.06500990659359895
46,46,46,46,2019-04-11,33.76189422607422,34.471763610839844,32.601863861083984,-0.02059277827440198,0.035581719190445726
47,47,47,47,2019-04-12,34.229366302490234,33.917720794677734,32.51530456542969,0.009188279769712704,0.0527155368823744
48,48,48,48,2019-04-15,33.52815628051758,34.532352447509766,32.87889099121094,-0.029079865570079466,0.019747177284057393
49,49,49,49,2019-04-16,31.926631927490234,34.24667739868164,33.199195861816406,-0.0677451258755023,-0.038331167406069455
50,50,50,50,2019-04-17,30.73198127746582,33.69263458251953,34.42847442626953,-0.08787241905356258,-0.10736732342642585
51,51,51,51,2019-04-18,30.72332572937012,33.75325012207031,33.7186164855957,-0.08976689301748186,-0.08883195897154161
52,52,52,52,2019-04-22,30.99169158935547,33.76189422607422,34.471763610839844,-0.08205116153048453,-0.10095427842833216
53,53,53,53,2019-04-23,31.5976676940918,34.229366302490234,33.917720794677734,-0.07688423399783983,-0.06840238807997945
54,54,54,54,2019-04-24,31.883344650268555,33.52815628051758,34.532352447509766,-0.0490576223901934,-0.07671089889597826
55,55,55,55,2019-04-25,31.69289779663086,31.926631927490234,34.24667739868164,-0.007320976775446186,-0.07457014215776425
56,56,56,56,2019-04-26,32.12574768066406,30.73198127746582,33.69263458251953,0.04535231199754186,-0.046505324420916705
57,57,57,57,2019-04-29,32.07379913330078,30.72332572937012,33.75325012207031,0.04395596413703573,-0.04975671921061564
58,58,58,58,2019-04-30,33.22517395019531,30.99169158935547,33.76189422607422,0.07206713303790635,-0.01589722046651043
59,59,59,59,2019-05-01,32.887542724609375,31.5976676940918,34.229366302490234,0.04082184302352032,-0.03920094710556299
60,60,60,60,2019-05-02,33.34635543823242,31.883344650268555,33.52815628051758,0.045886364934788704,-0.005422333419234149
61,61,61,61,2019-05-03,34.01294708251953,31.69289779663086,31.926631927490234,0.07320407558741149,0.06534717347472174
62,62,62,62,2019-05-06,33.233821868896484,32.12574768066406,30.73198127746582,0.03449177896953204,0.0814083728882502
63,63,63,63,2019-05-07,33.155914306640625,32.07379913330078,30.72332572937012,0.0337382911466928,0.07917725439941736
64,64,64,64,2019-05-08,33.000091552734375,33.22517395019531,30.99169158935547,-0.00677445354532491,0.06480446404767148
65,65,65,65,2019-05-09,32.54887008666992,32.887542724609375,31.5976676940918,-0.010297900356235123,0.030103563395471156
66,66,66,66,2019-05-10,32.61896133422852,33.34635543823242,31.883344650268555,-0.021813301467120016,0.023072130356115883
67,67,67,67,2019-05-13,31.64643859863281,34.01294708251953,31.69289779663086,-0.06957669613707052,-0.0014659182727995157
68,68,68,68,2019-05-14,32.58391571044922,33.233821868896484,32.12574768066406,-0.01955556484027232,0.0142617079091647
69,69,69,69,2019-05-15,32.802947998046875,33.155914306640625,32.07379913330078,-0.010645651491597019,0.02273347356562616
70,70,70,70,2019-05-16,32.785423278808594,33.000091552734375,33.22517395019531,-0.0065050811626610194,-0.013235466337840895
71,71,71,71,2019-05-17,32.119564056396484,32.54887008666992,32.887542724609375,-0.013189583206123512,-0.023351658548761756
72,72,72,72,2019-05-20,30.79658508300781,32.61896133422852,33.34635543823242,-0.05586861680075672,-0.07646323928705079
73,73,73,73,2019-05-21,31.48872947692871,31.64643859863281,34.01294708251953,-0.004983471401136197,-0.0742134340628221
74,74,74,74,2019-05-22,30.85791015625,32.58391571044922,33.233821868896484,-0.05297109069201622,-0.07149077593360087
75,75,75,75,2019-05-23,30.38478660583496,32.802947998046875,33.155914306640625,-0.07371780708111642,-0.0835786844898031
76,76,76,76,2019-05-24,30.524978637695312,32.785423278808594,33.000091552734375,-0.0689466358841967,-0.07500321358453854
77,77,77,77,2019-05-28,29.80652618408203,32.119564056396484,32.54887008666992,-0.0720133644483204,-0.08425312139209995
78,78,78,78,2019-05-29,29.4648380279541,30.79658508300781,32.61896133422852,-0.04324333530695601,-0.09669600677826184
79,79,79,79,2019-05-30,29.05304336547852,31.48872947692871,31.64643859863281,-0.07735104438668383,-0.08194903907027096
80,80,80,80,2019-05-31,28.562400817871094,30.85791015625,32.58391571044922,-0.07438965655015273,-0.12342024599850288
81,81,81,81,2019-06-03,29.12313842773437,30.38478660583496,32.802947998046875,-0.04152236428273315,-0.11217923372410321
82,82,82,82,2019-06-04,31.190837860107425,30.524978637695312,32.785423278808594,0.02181358520558785,-0.0486370239951075
83,83,83,83,2019-06-05,31.43616485595703,29.80652618408203,32.119564056396484,0.054673887920065445,-0.021276727144849183
84,84,84,84,2019-06-06,32.110801696777344,29.4648380279541,30.79658508300781,0.08980071997385308,0.04267410202226163
85,85,85,85,2019-06-07,31.90928649902344,29.05304336547852,31.48872947692871,0.09831132310698898,0.013355795202942833
86,86,86,86,2019-06-10,31.918046951293945,28.562400817871094,30.85791015625,0.11748473648347058,0.03435543073642733
87,87,87,87,2019-06-11,31.98813819885254,29.12313842773437,30.38478660583496,0.09837537867793089,0.052768236085280806
88,88,88,88,2019-06-12,31.80414581298828,31.190837860107425,30.524978637695312,0.01966308040943221,0.04190558789493548
89,89,89,89,2019-06-13,32.55763244628906,31.43616485595703,29.80652618408203,0.03567444042460921,0.09229878870206076
90,90,90,90,2019-06-14,31.585111618041992,32.110801696777344,29.4648380279541,-0.016371129058048717,0.07195945173960672
91,91,91,91,2019-06-17,30.98056602478028,31.90928649902344,29.05304336547852,-0.02910502164539419,0.0663449482745786
92,92,92,92,2019-06-18,31.52377891540528,31.918046951293945,28.562400817871094,-0.012352511307797354,0.10368099363976757
93,93,93,93,2019-06-19,31.409881591796875,31.98813819885254,29.12313842773437,-0.01807721985759103,0.07851980547140514
94,94,94,94,2019-06-20,31.97937774658203,31.80414581298828,31.190837860107425,0.005509719853006967,0.025281138326942232
95,95,95,95,2019-06-21,32.1721305847168,32.55763244628906,31.43616485595703,-0.011840598735434305,0.02341143495499587
96,96,96,96,2019-06-24,30.822864532470703,31.585111618041992,32.110801696777344,-0.02413311356278003,-0.04010915630411993
97,97,97,97,2019-06-25,30.35850524902344,30.98056602478028,31.90928649902344,-0.020079064251417367,-0.048599684297154666
98,98,98,98,2019-06-26,30.437360763549805,31.52377891540528,31.918046951293945,-0.03446344915598165,-0.04639025031837396
99,99,99,99,2019-06-27,31.322269439697266,31.409881591796875,31.98813819885254,-0.0027893181272765633,-0.020816114867828084
100,100,100,100,2019-06-28,31.95309066772461,31.97937774658203,31.80414581298828,-0.0008220009490407243,0.0046831899090180595
101,101,101,101,2019-07-01,32.811729431152344,32.1721305847168,32.55763244628906,0.019880525001330973,0.007804528946706135
102,102,102,102,2019-07-02,32.61896133422852,30.822864532470703,31.585111618041992,0.05827157303519592,0.03273218498287589
103,103,103,103,2019-07-03,33.398738861083984,30.35850524902344,30.98056602478028,0.10014437756807348,0.07805450792504853
104,104,104,104,2019-07-05,33.35493087768555,30.437360763549805,31.52377891540528,0.09585489809056225,0.05808795852788462
105,105,105,105,2019-07-08,33.10084533691406,31.322269439697266,31.409881591796875,0.05678311083559806,0.05383540654794472
106,106,106,106,2019-07-09,32.785423278808594,31.95309066772461,31.97937774658203,0.02604857914182035,0.025205166236003773
107,107,107,107,2019-07-10,32.76791763305664,32.811729431152344,32.1721305847168,-0.001335248060838512,0.018518731508035957
108,108,108,108,2019-07-11,31.707767486572266,32.61896133422852,30.822864532470703,-0.02793448382122765,0.028709302899779132
109,109,109,109,2019-07-12,32.37363815307617,33.398738861083984,30.35850524902344,-0.030692796882886286,0.06637786964552728
110,110,110,110,2019-07-15,31.409881591796875,33.35493087768555,30.437360763549805,-0.05831369559784971,0.03195154914389664
111,111,111,111,2019-07-16,31.37483787536621,33.10084533691406,31.322269439697266,-0.05214390883313813,0.0016783086477865083
112,112,112,112,2019-07-17,30.96304512023925,32.785423278808594,31.95309066772461,-0.055585012371863085,-0.030984343823910243
113,113,113,113,2019-07-18,30.875431060791016,32.76791763305664,32.811729431152344,-0.05775425199300621,-0.05901238380086582
114,114,114,114,2019-07-19,31.74282455444336,31.707767486572266,32.61896133422852,0.0011056302808434282,-0.026859738751576767
115,115,115,115,2019-07-22,31.26969718933105,32.37363815307617,33.398738861083984,-0.03409999699524735,-0.06374616959665147
116,116,116,116,2019-07-23,32.215938568115234,31.409881591796875,33.35493087768555,0.025662528334041035,-0.03414764412935112
117,117,117,117,2019-07-24,32.23345947265625,31.37483787536621,33.10084533691406,0.02736656682341554,-0.02620434177523867
118,118,118,118,2019-07-25,32.51383590698242,30.96304512023925,32.785423278808594,0.05008521547932254,-0.008283784214606071
119,119,119,119,2019-07-26,32.10203552246094,30.875431060791016,32.76791763305664,0.039727525075029524,-0.02032116041221843
120,120,120,120,2019-07-29,32.19840621948242,31.74282455444336,31.707767486572266,0.014352272409081879,0.015473770996899505
121,121,121,121,2019-07-30,32.54887008666992,31.26969718933105,32.37363815307617,0.040907748149710654,0.005412797065475816
122,122,122,122,2019-07-31,31.585111618041992,32.215938568115234,31.409881591796875,-0.01958120663594709,0.0055788184279841335
123,123,123,123,2019-08-01,32.64524841308594,32.23345947265625,31.37483787536621,0.012775201519371837,0.04049138174884992
124,124,124,124,2019-08-02,32.28602600097656,32.51383590698242,30.96304512023925,-0.007006552738273997,0.042727738037384944
125,125,125,125,2019-08-05,30.814104080200195,32.10203552246094,30.875431060791016,-0.04011993075515763,-0.0019862712352120004
126,126,126,126,2019-08-06,30.5074462890625,32.19840621948242,31.74282455444336,-0.0525168829442485,-0.038918347145258436
127,127,127,127,2019-08-07,30.481164932250977,32.54887008666992,31.26969718933105,-0.06352617307184971,-0.025217137611077134
128,128,128,128,2019-08-08,30.911725997924805,31.585111618041992,32.215938568115234,-0.021319716335355232,-0.04048345720031998
129,129,129,129,2019-08-09,30.467851638793945,32.64524841308594,32.23345947265625,-0.06669873504222368,-0.05477562330410346
130,130,130,130,2019-08-12,29.49131774902344,32.28602600097656,32.51383590698242,-0.08656092427939532,-0.09296098333663205
131,131,131,131,2019-08-13,30.76080894470215,30.814104080200195,32.10203552246094,-0.0017295695295678204,-0.04178011007496296
132,132,132,132,2019-08-14,29.509071350097656,30.5074462890625,32.19840621948242,-0.03272561490414816,-0.08352385056119704
133,133,133,133,2019-08-15,28.94090461730957,30.481164932250977,32.54887008666992,-0.05053154360618661,-0.11084764109332201
134,134,134,134,2019-08-16,29.60672187805176,30.911725997924805,31.585111618041992,-0.042217122394286655,-0.06263678165570064
135,135,135,135,2019-08-19,30.16600799560547,30.467851638793945,32.64524841308594,-0.009906955264418649,-0.0759449089223857
136,136,136,136,2019-08-20,29.5179500579834,29.49131774902344,32.28602600097656,0.0009030559158667018,-0.08573603771828209
137,137,137,137,2019-08-21,29.802032470703125,30.76080894470215,30.814104080200195,-0.03116876658616452,-0.03284442756677075
138,138,138,138,2019-08-22,29.85529899597168,29.509071350097656,30.5074462890625,0.011732922455144568,-0.0213766595509709
139,139,139,139,2019-08-23,28.7100887298584,28.94090461730957,30.481164932250977,-0.007975420620166873,-0.0581039539115078
140,140,140,140,2019-08-26,29.1894760131836,29.60672187805176,30.911725997924805,-0.014092943710106498,-0.055715102574887765
141,141,141,141,2019-08-27,28.68345832824707,30.16600799560547,30.467851638793945,-0.04914636592201305,-0.0585664303378336
142,142,142,142,2019-08-28,29.722129821777344,29.5179500579834,29.49131774902344,0.006917139008395523,0.007826441487564395
143,143,143,143,2019-08-29,30.28142166137696,29.802032470703125,30.76080894470215,0.01608578848255049,-0.015584352290180958
144,144,144,144,2019-08-30,30.343563079833984,29.85529899597168,29.509071350097656,0.016354352502990777,0.02827915930785685
145,145,145,145,2019-09-03,29.30488014221192,28.7100887298584,28.94090461730957,0.020717156883424792,0.012576508223058669
146,146,146,146,2019-09-04,30.17488670349121,29.1894760131836,29.60672187805176,0.03375910858634601,0.019190399659228863
147,147,147,147,2019-09-05,31.00937843322754,28.68345832824707,30.16600799560547,0.08108924936327977,0.02795764151971758
148,148,148,148,2019-09-06,31.178056716918945,29.722129821777344,29.5179500579834,0.04898460856848974,0.05624058092362527
149,149,149,149,2019-09-09,31.914894104003903,30.28142166137696,29.802032470703125,0.053943056600621375,0.07089656168175185
150,150,150,150,2019-09-10,33.61051177978516,30.343563079833984,29.85529899597168,0.10766529597581642,0.12578044468153426
151,151,151,151,2019-09-11,34.69357681274414,29.30488014221192,28.7100887298584,0.1838839348388983,0.2084106440487219
152,152,152,152,2019-09-12,34.12540817260742,30.17488670349121,29.1894760131836,0.13092083850837244,0.16909971789813838
153,153,153,153,2019-09-13,34.70245361328125,31.00937843322754,28.68345832824707,0.11909542746901569,0.2098420356483568
154,154,154,154,2019-09-16,33.66377639770508,31.178056716918945,29.722129821777344,0.07972657511515924,0.13261655875817135
155,155,155,155,2019-09-17,33.06010818481445,31.914894104003903,30.28142166137696,0.03588337398452701,0.0917620894590172
156,156,156,156,2019-09-18,32.66947937011719,33.61051177978516,30.343563079833984,-0.027998157714276606,0.07665270832445459
157,157,157,157,2019-09-19,31.86162757873535,34.69357681274414,29.30488014221192,-0.0816274796137052,0.08724647308284283
158,158,158,158,2019-09-20,31.879383087158203,34.12540817260742,30.17488670349121,-0.06581679768015525,0.05648725048799541
159,159,159,159,2019-09-23,32.101318359375,34.70245361328125,31.00937843322754,-0.07495537009840558,0.03521321552764212
160,160,160,160,2019-09-24,31.86162757873535,33.66377639770508,31.178056716918945,-0.05353376869187443,0.02192474239247444
161,161,161,161,2019-09-25,32.31438446044922,33.06010818481445,31.914894104003903,-0.022556602664348446,0.012517364310953516
162,162,162,162,2019-09-26,32.25224304199219,32.66947937011719,33.61051177978516,-0.012771440995372751,-0.04041202189042237
163,163,163,163,2019-09-27,32.38540267944336,31.86162757873535,34.69357681274414,0.01643905664937151,-0.06653030172584884
164,164,164,164,2019-09-30,32.358768463134766,31.879383087158203,34.12540817260742,0.015037473424938108,-0.05176904260124704
165,165,165,165,2019-10-01,30.947237014770508,32.101318359375,34.70245361328125,-0.035951213332876986,-0.10821184693043007
166,166,166,166,2019-10-02,30.121625900268555,31.86162757873535,33.66377639770508,-0.05461119882111998,-0.10522142422731862
167,167,167,167,2019-10-03,29.713254928588867,32.31438446044922,33.06010818481445,-0.0804944787063474,-0.10123539939784287
168,168,168,168,2019-10-04,30.245908737182617,32.25224304199219,32.66947937011719,-0.06220758978522323,-0.0741845502181897
169,169,169,169,2019-10-07,30.192646026611328,32.38540267944336,31.86162757873535,-0.067708179346613,-0.0523821812931462
170,170,170,170,2019-10-08,29.802032470703125,32.358768463134766,31.879383087158203,-0.07901215385698135,-0.06516282359591474
171,171,171,171,2019-10-09,30.18376922607422,30.947237014770508,32.101318359375,-0.02466998227763928,-0.05973427981473456
172,172,172,172,2019-10-10,31.43550491333008,30.121625900268555,31.86162757873535,0.04361912658406042,-0.013374165031345364
173,173,173,173,2019-10-11,32.46530532836914,29.713254928588867,32.31438446044922,0.09262029375086622,0.004670392781414012
174,174,174,174,2019-10-14,31.985916137695312,30.245908737182617,32.25224304199219,0.057528686462431367,-0.008257624251129414
175,175,175,175,2019-10-15,32.18122863769531,30.192646026611328,32.38540267944336,0.06586314459922726,-0.006304508354242122
176,176,176,176,2019-10-16,32.2344856262207,29.802032470703125,32.358768463134766,0.08162037800303712,-0.0038407777185851533
177,177,177,177,2019-10-17,32.1368293762207,30.18376922607422,30.947237014770508,0.06470564148295099,0.038439372176664044
178,178,178,178,2019-10-18,32.58070755004883,31.43550491333008,30.121625900268555,0.03643022880899016,0.0816384101549561
179,179,179,179,2019-10-21,32.95356750488281,32.46530532836914,29.713254928588867,0.01503950668491072,0.10905276396280139
180,180,180,180,2019-10-22,33.4240837097168,31.985916137695312,30.245908737182617,0.04496252556376246,0.10507784706191048
181,181,181,181,2019-10-23,33.95673751831055,32.18122863769531,30.192646026611328,0.05517219061473311,0.12466914918227467
182,182,182,182,2019-10-24,33.37968826293945,32.2344856262207,29.802032470703125,0.035527250225057205,0.120047375820872
183,183,183,183,2019-10-25,33.74367141723633,32.1368293762207,30.18376922607422,0.05000001780525953,0.11794094251445886
184,184,184,184,2019-10-28,34.12540817260742,32.58070755004883,31.43550491333008,0.047411512478226614,0.08556895353497884
185,185,185,185,2019-10-29,33.70816802978516,32.95356750488281,32.46530532836914,0.02289890236589831,0.03828279724601802
186,186,186,186,2019-10-30,33.432960510253906,33.4240837097168,31.985916137695312,0.0002655809689264821,0.04524004772379353
187,187,187,187,2019-10-31,33.175506591796875,33.95673751831055,32.18122863769531,-0.02300665445531702,0.030896208634400013
188,188,188,188,2019-11-01,34.44500732421875,33.37968826293945,32.2344856262207,0.03191518904812818,0.06857629818047806
189,189,189,189,2019-11-04,34.773468017578125,33.74367141723633,32.1368293762207,0.030518214441116687,0.08204414351181688
190,190,190,190,2019-11-05,35.17296600341797,34.12540817260742,32.58070755004883,0.0306972981982212,0.07956421601302077
191,191,191,191,2019-11-06,34.83562088012695,33.70816802978516,32.95356750488281,0.03344746737187121,0.05711228002750457
192,192,192,192,2019-11-07,34.65806198120117,33.432960510253906,33.4240837097168,0.03664352340474086,0.03691883619611813
193,193,193,193,2019-11-08,35.28837585449219,33.175506591796875,33.95673751831055,0.06368762619642254,0.03921573253212496
194,194,194,194,2019-11-11,34.96878433227539,34.44500732421875,33.37968826293945,0.01520618077175917,0.04760667795391815
195,195,195,195,2019-11-12,36.0784797668457,34.773468017578125,33.74367141723633,0.03752895019294278,0.06919248118379762
196,196,196,196,2019-11-13,35.83878326416016,35.17296600341797,34.12540817260742,0.01892980139000766,0.0502081933463312
197,197,197,197,2019-11-14,35.95418930053711,34.83562088012695,33.70816802978516,0.032109903373310544,0.06663136569057437
198,198,198,198,2019-11-15,35.47480773925781,34.65806198120117,33.432960510253906,0.023565823112084328,0.0610728813075847
199,199,199,199,2019-11-18,35.94636154174805,35.28837585449219,33.175506591796875,0.0186459612074239,0.08352110441129801
200,200,200,200,2019-11-19,35.874507904052734,34.96878433227539,34.44500732421875,0.0259009167482378,0.041500951542224884
201,201,201,201,2019-11-20,34.796653747558594,36.0784797668457,34.773468017578125,-0.03552882570359972,0.0006667649590990088
202,202,202,202,2019-11-21,34.41940689086914,35.83878326416016,35.17296600341797,-0.039604479952042415,-0.02142438350168141
203,203,203,203,2019-11-22,34.85953140258789,35.95418930053711,34.83562088012695,-0.030445906839926096,0.0006863814066415674
204,204,204,204,2019-11-25,35.69485855102539,35.47480773925781,34.65806198120117,0.006203016331616684,0.029915018629333323
205,205,205,205,2019-11-26,36.36852645874024,35.94636154174805,35.28837585449219,0.011744301756434927,0.03060924675881771
206,206,206,206,2019-11-27,36.521217346191406,35.874507904052734,34.96878433227539,0.018026991307262374,0.04439482365657055
207,207,207,207,2019-11-29,36.22481155395508,34.796653747558594,36.0784797668457,0.041042963980313374,0.004055929963098004
208,208,208,208,2019-12-02,36.28767776489258,34.41940689086914,35.83878326416016,0.054279577795951495,0.012525383393283906
209,209,209,209,2019-12-03,35.47929000854492,34.85953140258789,35.95418930053711,0.017778741739225445,-0.013208455015424114
210,210,210,210,2019-12-04,35.37150573730469,35.69485855102539,35.47480773925781,-0.009058806417693854,-0.002911982010231129
211,211,211,211,2019-12-05,35.91043472290039,36.36852645874024,35.94636154174805,-0.012595828878564919,-0.0009994563373523224
212,212,212,212,2019-12-06,37.033203125,36.521217346191406,35.874507904052734,0.014018858516006816,0.032298567663874955
213,213,213,213,2019-12-09,36.72779846191406,36.22481155395508,34.796653747558594,0.013885149056187984,0.055498000709075734
214,214,214,214,2019-12-10,35.99127197265625,36.28767776489258,34.41940689086914,-0.008168221569777367,0.04566798860802268
215,215,215,215,2019-12-11,36.29665756225586,35.47929000854492,34.85953140258789,0.023037877970897513,0.04122620419278733
216,216,216,216,2019-12-12,37.04218292236328,35.37150573730469,35.69485855102539,0.047232289104860214,0.03774561452350089
217,217,217,217,2019-12-13,36.72779846191406,35.91043472290039,36.36852645874024,0.022761176391229654,0.009878651629765978
218,218,218,218,2019-12-16,36.73678588867188,37.033203125,36.521217346191406,-0.008004093929644851,0.005902556326013553
219,219,219,219,2019-12-17,37.733795166015625,36.72779846191406,36.22481155395508,0.027390607284691004,0.04165607900576629
220,220,220,220,2019-12-18,37.850563049316406,35.99127197265625,36.28767776489258,0.05165949894943189,0.043069311146051836
221,221,221,221,2019-12-19,37.94039535522461,36.29665756225586,35.47929000854492,0.04528620273504291,0.06936737871831555
222,222,222,222,2019-12-20,38.15595245361328,37.04218292236328,35.37150573730469,0.03006759978439577,0.07872005045496167
223,223,223,223,2019-12-23,38.78469467163086,36.72779846191406,35.91043472290039,0.05600379809995304,0.08003968681831442
224,224,224,224,2019-12-24,38.40745544433594,36.73678588867188,37.033203125,0.04547674804014967,0.037108653947576675
225,225,225,225,2019-12-26,38.59608459472656,37.733795166015625,36.72779846191406,0.02285191364709438,0.0508684487241966
226,226,226,226,2019-12-27,38.29966735839844,37.850563049316406,35.99127197265625,0.011865194937704882,0.06413764391255605
227,227,227,227,2019-12-30,38.26374435424805,37.94039535522461,36.29665756225586,0.008522552176803089,0.054194708937544744
228,228,228,228,2019-12-31,38.54218673706055,38.15595245361328,37.04218292236328,0.010122517159460553,0.040494476738617724
229,229,229,229,2020-01-02,39.027225494384766,38.78469467163086,36.72779846191406,0.006253261107436403,0.06260726557991658
230,230,230,230,2020-01-03,38.33559799194336,38.40745544433594,36.73678588867188,-0.0018709245786074913,0.04352073989587879
231,231,231,231,2020-01-06,37.75176239013672,38.59608459472656,37.733795166015625,-0.02187585122831881,0.0004761573555494003
232,232,232,232,2020-01-07,37.3296127319336,38.29966735839844,37.850563049316406,-0.025328017013498183,-0.013763343935043859
233,233,233,233,2020-01-08,37.49128341674805,38.26374435424805,37.94039535522461,-0.020187803115881975,-0.01183730254446902
234,234,234,234,2020-01-09,38.23678970336914,38.54218673706055,38.15595245361328,-0.007923708007925523,0.002118601281258403
235,235,235,235,2020-01-10,37.86852645874024,39.027225494384766,38.78469467163086,-0.029689505748012657,-0.02362190087216931
236,236,236,236,2020-01-13,38.20086669921875,38.33559799194336,38.40745544433594,-0.0035145217443307564,-0.005378870917824741
237,237,237,237,2020-01-14,38.22780990600586,37.75176239013672,38.59608459472656,0.012609941516094958,-0.009541762916827623
238,238,238,238,2020-01-15,38.30865478515625,37.3296127319336,38.29966735839844,0.026226954462485796,0.0002346607001495471
239,239,239,239,2020-01-16,39.01824188232422,37.49128341674805,38.26374435424805,0.04072835940564401,0.019718340188847883
240,240,240,240,2020-01-17,39.23381042480469,38.23678970336914,38.54218673706055,0.02607490663233425,0.017944588677920148
241,241,241,241,2020-01-21,37.36553192138672,37.86852645874024,39.027225494384766,-0.013282654076903766,-0.042577804390351304
242,242,242,242,2020-01-22,37.41942596435547,38.20086669921875,38.33559799194336,-0.020456099622453428,-0.023898727959856925
