,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PNC,PNC_6m,PNC_12m,PNC_6m_ret,PNC_12m_ret
65,65,65,65,2019-05-09,110.94139099121094,113.6909408569336,112.84169006347656,-0.024184423534524435,-0.0168403988915502
66,66,66,66,2019-05-10,111.36178588867188,114.30477142333984,112.81646728515624,-0.025746830145596533,-0.012894229286647407
67,67,67,67,2019-05-13,108.00682830810548,115.28016662597656,112.87529754638672,-0.06309271170182496,-0.043131396719291115
68,68,68,68,2019-05-14,109.10832214355467,114.58226013183594,114.4308853149414,-0.04777299716363659,-0.046513344336520324
69,69,69,69,2019-05-15,108.20021057128906,111.7906265258789,115.20448303222656,-0.032117325630684146,-0.0607986102327126
70,70,70,70,2019-05-16,110.23506927490234,110.98342895507812,115.1371841430664,-0.006742985752212549,-0.04257629630817461
71,71,71,71,2019-05-17,109.49510955810548,110.94139099121094,113.6909408569336,-0.013036445822281362,-0.03690559042965491
72,72,72,72,2019-05-20,110.4368667602539,111.36178588867188,114.30477142333984,-0.008305534264173908,-0.03383852322980241
73,73,73,73,2019-05-21,111.05909729003906,108.00682830810548,115.28016662597656,0.028259963094430685,-0.03661574631161535
74,74,74,74,2019-05-22,111.00865936279295,109.10832214355467,114.58226013183594,0.01741697775113793,-0.03118808064120282
75,75,75,75,2019-05-23,109.28490447998048,108.20021057128906,111.7906265258789,0.010024877982809155,-0.02241441991845683
76,76,76,76,2019-05-24,110.96659088134766,110.23506927490234,110.98342895507812,0.006636015301274556,-0.00015171700756588802
77,77,77,77,2019-05-28,109.00743865966795,109.49510955810548,110.94139099121094,-0.0044538144251888845,-0.017432198337013816
78,78,78,78,2019-05-29,109.33535766601562,110.4368667602539,111.36178588867188,-0.009974106714106035,-0.0181968006932115
79,79,79,79,2019-05-30,108.1413345336914,111.05909729003906,108.00682830810548,-0.02627216344760752,0.0012453492773829566
80,80,80,80,2019-05-31,107.00623321533205,111.00865936279295,109.10832214355467,-0.036055080481427804,-0.019266073264850414
81,81,81,81,2019-06-03,108.44405364990234,109.28490447998048,108.20021057128906,-0.007694116896374892,0.002253628503362526
82,82,82,82,2019-06-04,112.16900634765624,110.96659088134766,110.23506927490234,0.010835833170672826,0.017543755226669955
83,83,83,83,2019-06-05,112.88372802734376,109.00743865966795,109.49510955810548,0.03555986100891673,0.03094766956180872
84,84,84,84,2019-06-06,112.46328735351562,109.33535766601562,110.4368667602539,0.028608583300699708,0.018349131523813123
85,85,85,85,2019-06-07,111.73178100585938,108.1413345336914,111.05909729003906,0.03320142559410866,0.006056988866599111
86,86,86,86,2019-06-10,112.99308013916016,107.00623321533205,111.00865936279295,0.0559485811614413,0.017876270083415857
87,87,87,87,2019-06-11,113.66571044921876,108.44405364990234,109.28490447998048,0.04815069728188015,0.040086103291976594
88,88,88,88,2019-06-12,112.75760650634766,112.16900634765624,110.96659088134766,0.005247440249823709,0.016140133807616586
89,89,89,89,2019-06-13,112.4464874267578,112.88372802734376,109.00743865966795,-0.003873371372710599,0.031548753088556536
90,90,90,90,2019-06-14,113.6909408569336,112.46328735351562,109.33535766601562,0.010916037867175099,0.03983691354651131
91,91,91,91,2019-06-17,111.44588470458984,111.73178100585938,108.1413345336914,-0.002558773329269126,0.03055769734253566
92,92,92,92,2019-06-18,113.03510284423828,112.99308013916016,107.00623321533205,0.00037190512044071866,0.056341293845697304
93,93,93,93,2019-06-19,112.04287719726562,113.66571044921876,108.44405364990234,-0.014277245490654455,0.03318599246558618
94,94,94,94,2019-06-20,111.74860382080078,112.75760650634766,112.16900634765624,-0.008948422344261742,-0.003747938406019724
95,95,95,95,2019-06-21,111.97560119628906,112.4464874267578,112.88372802734376,-0.004187647308907305,-0.008044798368412542
96,96,96,96,2019-06-24,112.39603424072266,113.6909408569336,112.46328735351562,-0.011389707978935792,-0.0005980005953548639
97,97,97,97,2019-06-25,112.13536071777344,111.44588470458984,111.73178100585938,0.006186643993281393,0.0036120404443646947
98,98,98,98,2019-06-26,112.37083435058594,113.03510284423828,112.99308013916016,-0.005876656692812565,-0.005506937131086853
99,99,99,99,2019-06-27,113.2284927368164,112.04287719726562,113.66571044921876,0.010581801978035266,-0.0038465224971930834
100,100,100,100,2019-06-28,115.43150329589844,111.74860382080078,112.75760650634766,0.03295700661283907,0.023713671054202967
101,101,101,101,2019-07-01,117.55043029785156,111.97560119628906,112.4464874267578,0.04978610556231833,0.04538997160243197
102,102,102,102,2019-07-02,117.37384796142578,112.39603424072266,113.6909408569336,0.04428816153817272,0.032394024332393245
103,103,103,103,2019-07-03,118.28196716308594,112.13536071777344,111.44588470458984,0.054814167502278854,0.061339927235685154
104,104,104,104,2019-07-05,119.03874969482422,112.37083435058594,113.03510284423828,0.05933848745338177,0.0531131188411349
105,105,105,105,2019-07-08,118.34078979492188,113.2284927368164,112.04287719726562,0.045150270347484645,0.056209843545591776
106,106,106,106,2019-07-09,118.3828582763672,115.43150329589844,111.74860382080078,0.025568019961615063,0.05936767197740611
107,107,107,107,2019-07-10,117.76062774658205,117.55043029785156,111.97560119628906,0.0017881469952758522,0.05166327743266175
108,108,108,108,2019-07-11,118.94625091552734,117.37384796142578,112.39603424072266,0.013396535782130403,0.05827800526107407
109,109,109,109,2019-07-12,119.5600814819336,118.28196716308594,112.13536071777344,0.010805656597555613,0.06621212717054514
110,110,110,110,2019-07-15,117.88677978515624,119.03874969482422,112.37083435058594,-0.009677268222501034,0.049086984771876674
111,111,111,111,2019-07-16,116.6759262084961,118.34078979492188,113.2284927368164,-0.01406838326253268,0.03044669577729664
112,112,112,112,2019-07-17,117.44950103759766,118.3828582763672,115.43150329589844,-0.007884226249974535,0.01748220965749936
113,113,113,113,2019-07-18,117.74627685546876,117.76062774658205,117.55043029785156,-0.00012186493387389419,0.0016660641489867345
114,114,114,114,2019-07-19,117.7038803100586,118.94625091552734,117.37384796142578,-0.010444806758567404,0.0028118047960843384
115,115,115,115,2019-07-22,118.331298828125,119.5600814819336,118.28196716308594,-0.01027753275656873,0.00041706835134935893
116,116,116,116,2019-07-23,119.27235412597656,117.88677978515624,119.03874969482422,0.011753432771218986,0.0019624234272557217
117,117,117,117,2019-07-24,119.82343292236328,116.6759262084961,118.34078979492188,0.026976487919561976,0.01252858908589971
118,118,118,118,2019-07-25,119.40802001953124,117.44950103759766,118.3828582763672,0.016675413387295945,0.008659714405364172
119,119,119,119,2019-07-26,121.06974792480467,117.74627685546876,117.76062774658205,0.02822569985304413,0.028100395196124284
120,120,120,120,2019-07-29,120.35760498046876,117.7038803100586,118.94625091552734,0.022545770482839345,0.01186547750835576
121,121,121,121,2019-07-30,120.32364654541016,118.331298828125,119.5600814819336,0.01683703075193166,0.00638645486028655
122,122,122,122,2019-07-31,121.154541015625,119.27235412597656,117.88677978515624,0.015780579694607555,0.02771948844835803
123,123,123,123,2019-08-01,117.22059631347656,119.82343292236328,116.6759262084961,-0.021722267050829358,0.004668230394050177
124,124,124,124,2019-08-02,116.9662628173828,119.40802001953124,117.44950103759766,-0.02044885428758514,-0.004114433998831268
125,125,125,125,2019-08-05,112.69320678710938,121.06974792480467,117.74627685546876,-0.06918773088466235,-0.042914903157081796
126,126,126,126,2019-08-06,113.93109130859376,120.35760498046876,117.7038803100586,-0.053395160803655695,-0.03205322536118993
127,127,127,127,2019-08-07,110.01408386230467,120.32364654541016,118.331298828125,-0.08568193351100484,-0.07028753210848293
128,128,128,128,2019-08-08,111.56561279296876,121.154541015625,119.27235412597656,-0.07914625520655949,-0.06461464929976868
129,129,129,129,2019-08-09,112.20146942138672,117.22059631347656,119.82343292236328,-0.04281779013192755,-0.06360995771098488
130,130,130,130,2019-08-12,109.06452941894533,116.9662628173828,119.40802001953124,-0.06755566270228108,-0.08662308108696593
131,131,131,131,2019-08-13,110.85342407226562,112.69320678710938,121.06974792480467,-0.01632558667284456,-0.08438378726025197
132,132,132,132,2019-08-14,105.6562728881836,113.93109130859376,120.35760498046876,-0.07263002860208723,-0.12214709734936036
133,133,133,133,2019-08-15,105.75798797607422,110.01408386230467,120.32364654541016,-0.03868682751162522,-0.12105399884002732
134,134,134,134,2019-08-16,107.67408752441406,111.56561279296876,121.154541015625,-0.034881045970465485,-0.11126659701077479
135,135,135,135,2019-08-19,108.82713317871094,112.20146942138672,117.22059631347656,-0.03007390420176259,-0.07160399621513147
136,136,136,136,2019-08-20,106.99581909179688,109.06452941894533,116.9662628173828,-0.01896776466344985,-0.08524204745391062
137,137,137,137,2019-08-21,106.82624053955078,110.85342407226562,112.69320678710938,-0.0363289051864516,-0.0520614011689452
138,138,138,138,2019-08-22,107.1823501586914,105.6562728881836,113.93109130859376,0.014443792391984678,-0.05923528926465482
139,139,139,139,2019-08-23,104.35910034179688,105.75798797607422,110.01408386230467,-0.013227252721504268,-0.05140235978864005
140,140,140,140,2019-08-26,105.21539306640624,107.67408752441406,111.56561279296876,-0.02283459757623063,-0.05691914889892258
141,141,141,141,2019-08-27,105.24081420898438,108.82713317871094,112.20146942138672,-0.03295427220192659,-0.0620371127784497
142,142,142,142,2019-08-28,107.30104064941406,106.99581909179688,109.06452941894533,0.0028526493858169744,-0.016169223659850407
143,143,143,143,2019-08-29,108.7762680053711,106.82624053955078,110.85342407226562,0.0182541991178502,-0.018737861137608447
144,144,144,144,2019-08-30,109.31037139892578,107.1823501586914,105.6562728881836,0.01985421328309811,0.03458477580985031
145,145,145,145,2019-09-03,107.47061157226562,104.35910034179688,105.75798797607422,0.02981542788580893,0.016193798964659445
146,146,146,146,2019-09-04,109.00518035888672,105.21539306640624,107.67408752441406,0.036019323618252,0.01236223928223068
147,147,147,147,2019-09-05,111.5401840209961,105.24081420898438,108.82713317871094,0.059856718701383205,0.024929911898257107
148,148,148,148,2019-09-06,111.67584228515624,107.30104064941406,106.99581909179688,0.04077128804403696,0.04374024361965145
149,149,149,149,2019-09-09,115.55039978027344,108.7762680053711,106.82624053955078,0.06227582448928892,0.08166681890759486
150,150,150,150,2019-09-10,116.90692901611328,109.31037139892578,107.1823501586914,0.06949530515694646,0.0907292930508048
151,151,151,151,2019-09-11,115.3045425415039,107.47061157226562,104.35910034179688,0.07289370419159269,0.10488248905805553
152,152,152,152,2019-09-12,116.2964859008789,109.00518035888672,105.21539306640624,0.06688953238723538,0.10531817171921687
153,153,153,153,2019-09-13,118.0854034423828,111.5401840209961,105.24081420898438,0.05868037137319626,0.12204950455715768
154,154,154,154,2019-09-16,119.1197509765625,111.67584228515624,107.30104064941406,0.06665639174136495,0.11014534673306531
155,155,155,155,2019-09-17,118.0514907836914,115.55039978027344,108.7762680053711,0.021645022502509326,0.08526880861423125
156,156,156,156,2019-09-18,119.71321868896484,116.90692901611328,109.31037139892578,0.024004476864367685,0.09516798046613628
157,157,157,157,2019-09-19,119.54364776611328,115.3045425415039,107.47061157226562,0.03676442515769507,0.11233802448150665
158,158,158,158,2019-09-20,119.44193267822266,116.2964859008789,109.00518035888672,0.02704679125063736,0.09574547085720297
159,159,159,159,2019-09-23,119.71321868896484,118.0854034423828,111.5401840209961,0.01378506740993024,0.07327435165814578
160,160,160,160,2019-09-24,118.92474365234376,119.1197509765625,111.67584228515624,-0.001637069609531916,0.0649102009786322
161,161,161,161,2019-09-25,118.95867919921876,118.0514907836914,115.55039978027344,0.007684684111186835,0.029496041774207615
162,162,162,162,2019-09-26,118.78063201904295,119.71321868896484,116.90692901611328,-0.007790172882619628,0.016027304957017652
163,163,163,163,2019-09-27,119.0264892578125,119.54364776611328,115.3045425415039,-0.004326106137505503,0.03227927221487281
164,164,164,164,2019-09-30,118.83148956298828,119.44193267822266,116.2964859008789,-0.005110794019709264,0.02179776665195199
165,165,165,165,2019-10-01,116.32192993164062,119.71321868896484,118.0854034423828,-0.028328440204547167,-0.014933882252454844
166,166,166,166,2019-10-02,115.0501708984375,118.92474365234376,119.1197509765625,-0.03258003872796156,-0.0341637725462145
167,167,167,167,2019-10-03,115.92343139648438,118.95867919921876,118.0514907836914,-0.025515143772328663,-0.018026535481083683
168,168,168,168,2019-10-04,119.09431457519533,118.78063201904295,119.71321868896484,0.002640856095984523,-0.005169889512181114
169,169,169,169,2019-10-07,118.6534423828125,119.0264892578125,119.54364776611328,-0.003134150031023575,-0.007446697502843991
170,170,170,170,2019-10-08,115.45710754394533,118.83148956298828,119.44193267822266,-0.02839636220544317,-0.03336202826701129
171,171,171,171,2019-10-09,115.77931213378906,116.32192993164062,119.71321868896484,-0.004664793630663189,-0.0328610875077775
172,172,172,172,2019-10-10,117.35627746582033,115.0501708984375,118.92474365234376,0.020044355861223107,-0.013188728756974077
173,173,173,173,2019-10-11,119.03495025634766,115.92343139648438,118.95867919921876,0.026841155600554778,0.0006411558840626608
174,174,174,174,2019-10-14,119.13672637939452,119.09431457519533,118.78063201904295,0.0003561194701062753,0.0029979160263642335
175,175,175,175,2019-10-15,120.2812728881836,118.6534423828125,119.0264892578125,0.013719201674058601,0.0105420536066827
176,176,176,176,2019-10-16,120.91380310058594,115.45710754394533,118.83148956298828,0.04726166862064929,0.017523246954620486
177,177,177,177,2019-10-17,121.9394989013672,115.77931213378906,116.32192993164062,0.05320628231457891,0.04829329235706359
178,178,178,178,2019-10-18,122.6746063232422,117.35627746582033,115.0501708984375,0.045317804656600735,0.06627052672121025
179,179,179,179,2019-10-21,124.39263153076172,119.03495025634766,115.92343139648438,0.04500931249919482,0.0730585700600146
180,180,180,180,2019-10-22,124.33281707763672,119.13672637939452,119.09431457519533,0.04361451633054858,0.04398616777909936
181,181,181,181,2019-10-23,125.11061096191406,120.2812728881836,118.6534423828125,0.04015037385096454,0.05442040660117353
182,182,182,182,2019-10-24,124.4524917602539,120.91380310058594,115.45710754394533,0.029266209224468875,0.07791104772726754
183,183,183,183,2019-10-25,125.36710357666016,121.9394989013672,115.77931213378906,0.028109059871284536,0.0828109207609724
184,184,184,184,2019-10-28,126.30730438232422,122.6746063232422,117.35627746582033,0.029612469670454944,0.0762722464429808
185,185,185,185,2019-10-29,126.75178527832033,124.39263153076172,119.03495025634766,0.01896538177966911,0.06482831307405168
186,186,186,186,2019-10-30,126.29022979736328,124.33281707763672,119.13672637939452,0.015743331211616418,0.06004448531839146
187,187,187,187,2019-10-31,125.39273834228516,125.11061096191406,120.2812728881836,0.002255023600332251,0.042495937491892954
188,188,188,188,2019-11-01,127.1962432861328,124.4524917602539,120.91380310058594,0.02204657767049345,0.05195800664975048
189,189,189,189,2019-11-04,128.22198486328125,125.36710357666016,121.9394989013672,0.02277217232569617,0.05152133655228264
190,190,190,190,2019-11-05,129.09381103515625,126.30730438232422,122.6746063232422,0.022061326274507964,0.05232708630015681
191,191,191,191,2019-11-06,129.67506408691406,126.75178527832033,124.39263153076172,0.023063018814092562,0.042465799550562844
192,192,192,192,2019-11-07,130.83750915527344,126.29022979736328,124.33281707763672,0.036006580756139384,0.052316775494397616
193,193,193,193,2019-11-08,130.09385681152344,125.39273834228516,125.11061096191406,0.0374911540443883,0.03983072108189423
194,194,194,194,2019-11-11,130.31613159179688,127.1962432861328,124.4524917602539,0.024528148198887934,0.04711548759376161
195,195,195,195,2019-11-12,130.17935180664062,128.22198486328125,125.36710357666016,0.015265455026659103,0.03838525492485245
196,196,196,196,2019-11-13,128.91433715820312,129.09381103515625,126.30730438232422,-0.0013902593432945087,0.02064039596623468
197,197,197,197,2019-11-14,127.37579345703124,129.67506408691406,126.75178527832033,-0.017731015951854445,0.004923072107747561
198,198,198,198,2019-11-15,128.94851684570312,130.83750915527344,126.29022979736328,-0.014437696970587499,0.02104903168364758
199,199,199,199,2019-11-18,129.67506408691406,130.09385681152344,125.39273834228516,-0.003219158343626516,0.03415130573940761
200,200,200,200,2019-11-19,129.68359375,130.31613159179688,127.1962432861328,-0.004853872149752303,0.019555219553708092
201,201,201,201,2019-11-20,129.73489379882812,130.17935180664062,128.22198486328125,-0.0034141974256614027,0.01179913832374413
202,202,202,202,2019-11-21,129.65798950195312,128.91433715820312,129.09381103515625,0.005768577492179183,0.004370298330128586
203,203,203,203,2019-11-22,130.64947509765625,127.37579345703124,129.67506408691406,0.025700971525090877,0.007514251237146885
204,204,204,204,2019-11-25,131.1195526123047,128.94851684570312,130.83750915527344,0.01683645395626665,0.0021556773653992334
205,205,205,205,2019-11-26,130.6836700439453,129.67506408691406,130.09385681152344,0.007777948398431045,0.00453375160732139
206,206,206,206,2019-11-27,131.02554321289062,129.68359375,130.31613159179688,0.010347873806439978,0.005443774400209378
207,207,207,207,2019-11-29,130.95718383789062,129.73489379882812,130.17935180664062,0.00942144401765832,0.00597507992208568
208,208,208,208,2019-12-02,129.9058380126953,129.65798950195312,128.91433715820312,0.0019115560228430972,0.007691160474070591
209,209,209,209,2019-12-03,127.99114227294922,130.64947509765625,127.37579345703124,-0.02034706088730942,0.004830971405297424
210,210,210,210,2019-12-04,129.36732482910156,131.1195526123047,128.94851684570312,-0.013363588788196434,0.0032478697207474205
211,211,211,211,2019-12-05,130.09385681152344,130.6836700439453,129.67506408691406,-0.004513289473914606,0.0032295547918810286
212,212,212,212,2019-12-06,131.47003173828125,131.02554321289062,129.68359375,0.003392380710594889,0.013775358444531483
213,213,213,213,2019-12-09,131.3760223388672,130.95718383789062,129.73489379882812,0.0031982857961807554,0.012649862284420221
214,214,214,214,2019-12-10,133.00001525878906,129.9058380126953,129.65798950195312,0.023818615802250198,0.025775702443586068
215,215,215,215,2019-12-11,132.48719787597656,127.99114227294922,130.64947509765625,0.0351278652817959,0.014066055580756576
216,216,216,216,2019-12-12,135.90625,129.36732482910156,131.1195526123047,0.05054541538627766,0.03650635845173045
217,217,217,217,2019-12-13,135.59852600097656,130.09385681152344,130.6836700439453,0.04231306015800684,0.03760879959507202
218,218,218,218,2019-12-16,135.90625,131.47003173828125,131.02554321289062,0.033743190011165325,0.03725004046866798
219,219,219,219,2019-12-17,137.0686798095703,131.3760223388672,130.95718383789062,0.04333102319097204,0.046667893983158626
220,220,220,220,2019-12-18,136.80372619628906,133.00001525878906,129.9058380126953,0.028599327076006764,0.05309913926208343
221,221,221,221,2019-12-19,136.3592529296875,132.48719787597656,127.99114227294922,0.029225880808013027,0.06538038889357489
222,222,222,222,2019-12-20,136.60711669921875,135.90625,129.36732482910156,0.005156986519889717,0.05596306393195638
223,223,223,223,2019-12-23,136.3592529296875,135.59852600097656,130.09385681152344,0.005610141578570316,0.04816058399468637
224,224,224,224,2019-12-24,137.12001037597656,135.90625,131.47003173828125,0.008930865033628388,0.04297541092058754
225,225,225,225,2019-12-26,137.7439727783203,137.0686798095703,131.3760223388672,0.004926675953165871,0.048471177054119075
226,226,226,226,2019-12-27,137.45333862304688,136.80372619628906,133.00001525878906,0.004748499509624082,0.03348363047622671
227,227,227,227,2019-12-30,136.77804565429688,136.3592529296875,132.48719787597656,0.00307124537287784,0.032386886032090834
228,228,228,228,2019-12-31,136.44471740722656,136.60711669921875,135.90625,-0.001188805502349899,0.00396205036358932
229,229,229,229,2020-01-02,137.07725524902344,136.3592529296875,135.59852600097656,0.00526551960288435,0.010905201491911765
230,230,230,230,2020-01-03,135.7609100341797,137.12001037597656,135.90625,-0.00991175786867493,-0.0010694134068176542
231,231,231,231,2020-01-06,135.4873809814453,137.7439727783203,137.0686798095703,-0.016382508441996735,-0.011536543799224641
232,232,232,232,2020-01-07,134.41891479492188,137.45333862304688,136.80372619628906,-0.022076028552835858,-0.017432357053969505
233,233,233,233,2020-01-08,135.81219482421875,136.77804565429688,136.3592529296875,-0.007061446341463995,-0.004011888402988162
234,234,234,234,2020-01-09,137.45333862304688,136.44471740722656,136.60711669921875,0.007392160246189938,0.006194566903064969
235,235,235,235,2020-01-10,135.5386962890625,137.07725524902344,136.3592529296875,-0.01122402806480105,-0.006017608801715202
236,236,236,236,2020-01-13,136.28231811523438,135.7609100341797,137.12001037597656,0.0038406348404957935,-0.006109190470780068
237,237,237,237,2020-01-14,136.65843200683594,135.4873809814453,137.7439727783203,0.008643247931340525,-0.007880858592857698
238,238,238,238,2020-01-15,131.70083618164062,134.41891479492188,137.45333862304688,-0.020220953408440545,-0.0418505836164661
239,239,239,239,2020-01-16,131.43382263183594,135.81219482421875,136.77804565429688,-0.03223843188787079,-0.039072228272425624
240,240,240,240,2020-01-17,132.07110595703125,137.45333862304688,136.44471740722656,-0.03915679837196173,-0.032054091454065126
241,241,241,241,2020-01-21,130.59848022460938,135.5386962890625,137.07725524902344,-0.036448750059666746,-0.04726367633087125
242,242,242,242,2020-01-22,131.12379455566406,136.28231811523438,135.7609100341797,-0.03785174504596034,-0.034156484936261555
243,243,243,243,2020-01-23,131.5113525390625,136.65843200683594,135.4873809814453,-0.03766382646272404,-0.029346116321543825
