,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,HLT,HLT_6m,HLT_12m,HLT_6m_ret,HLT_12m_ret
24,24,24,24,2019-03-12,82.279296875,82.24970245361328,83.72663879394531,0.0003598118960175256,-0.01728651645155943
25,25,25,25,2019-03-13,82.5357666015625,82.87116241455078,82.26932525634766,-0.00404719570977552,0.003238647507860515
26,26,26,26,2019-03-14,83.84773254394531,82.82183837890625,82.21025085449219,0.01238675915820231,0.019918217891724765
27,27,27,27,2019-03-15,84.59744262695312,81.79592895507812,82.21025085449219,0.03425003796232429,0.029037641263084613
28,28,28,28,2019-03-18,85.04132843017578,81.33229064941406,81.9734878540039,0.04560350816565184,0.03742479009354516
29,29,29,29,2019-03-19,84.53825378417969,81.67755889892578,82.64427185058594,0.035024245629009965,0.022917280183893718
30,30,30,30,2019-03-20,83.76881408691406,82.279296875,82.24970245361328,0.018103183528378475,0.018469509165185416
31,31,31,31,2019-03-21,84.62702941894531,82.5357666015625,82.87116241455078,0.02533765546127764,0.02118791330102332
32,32,32,32,2019-03-22,83.4235610961914,83.84773254394531,82.82183837890625,-0.005058830273455439,0.007265266372527224
33,33,33,33,2019-03-25,82.88102722167969,84.59744262695312,81.79592895507812,-0.020289211493570325,0.013265920204873494
34,34,34,34,2019-03-26,82.36807250976562,85.04132843017578,81.33229064941406,-0.031434785530250364,0.012735186136787258
35,35,35,35,2019-03-27,81.33229064941406,84.53825378417969,81.67755889892578,-0.037923223999282385,-0.004227210682667182
36,36,36,36,2019-03-28,82.0820083618164,83.76881408691406,82.279296875,-0.02013644031473949,-0.0023977904609869816
37,37,37,37,2019-03-29,81.98336029052734,84.62702941894531,82.5357666015625,-0.031239063294193015,-0.006692932455596767
38,38,38,38,2019-04-01,83.00927734375,83.4235610961914,83.84773254394531,-0.004966028145978019,-0.009999736125909764
39,39,39,39,2019-04-02,83.8871841430664,82.88102722167969,84.59744262695312,0.012139773783155228,-0.008395744148185669
40,40,40,40,2019-04-03,85.61347961425781,82.36807250976562,85.04132843017578,0.03940127534376159,0.006727919173461716
41,41,41,41,2019-04-04,86.12643432617188,81.33229064941406,84.53825378417969,0.05894514513827165,0.01878653119624052
42,42,42,42,2019-04-05,86.25464630126953,82.0820083618164,83.76881408691406,0.05083498835774325,0.02967491233403763
43,43,43,43,2019-04-08,86.98462677001953,81.98336029052734,84.62702941894531,0.06100343364518146,0.02785868022618354
44,44,44,44,2019-04-09,85.91926574707031,83.00927734375,83.4235610961914,0.035056182832067684,0.029916064695455047
45,45,45,45,2019-04-10,86.79719543457031,83.8871841430664,82.88102722167969,0.03468958126596533,0.04725047871832189
46,46,46,46,2019-04-11,87.32987976074219,85.61347961425781,82.36807250976562,0.020048246540355974,0.060239448366213644
47,47,47,47,2019-04-12,87.52716064453125,86.12643432617188,81.33229064941406,0.01626360512098568,0.07616741082358547
48,48,48,48,2019-04-15,86.97476959228516,86.25464630126953,82.0820083618164,0.008348805796506209,0.0596082055997158
49,49,49,49,2019-04-16,86.95503234863281,86.98462677001953,81.98336029052734,-0.0003402258822695625,0.060642452815878434
50,50,50,50,2019-04-17,86.57032012939453,85.91926574707031,83.00927734375,0.007577513339566799,0.042899334864678895
51,51,51,51,2019-04-18,86.0475082397461,86.79719543457031,83.8871841430664,-0.00863722832368874,0.02575273110842935
52,52,52,52,2019-04-22,86.7182846069336,87.32987976074219,85.61347961425781,-0.007003274886947963,0.012904568271884465
53,53,53,53,2019-04-23,86.7182846069336,87.52716064453125,86.12643432617188,-0.009241428964920861,0.006871877204625676
54,54,54,54,2019-04-24,86.3138427734375,86.97476959228516,86.25464630126953,-0.007599063750854507,0.0006862989381604123
55,55,55,55,2019-04-25,86.44208526611328,86.95503234863281,86.98462677001953,-0.005898992486863208,-0.006237211379209406
56,56,56,56,2019-04-26,86.81692504882812,86.57032012939453,85.91926574707031,0.0028486081495944227,0.010447706855414074
57,57,57,57,2019-04-29,86.06723022460938,86.0475082397461,86.79719543457031,0.00022919879107163865,-0.008410009174907085
58,58,58,58,2019-04-30,85.81077575683594,86.7182846069336,87.32987976074219,-0.010465023082630198,-0.017395008536232326
59,59,59,59,2019-05-01,91.34471893310548,86.7182846069336,87.52716064453125,0.053350159624836246,0.043615698949475146
60,60,60,60,2019-05-02,89.99329376220703,86.3138427734375,86.97476959228516,0.0426287472616369,0.03470574494272216
61,61,61,61,2019-05-03,92.06481170654295,86.44208526611328,86.95503234863281,0.06504616846204048,0.058763469116120515
62,62,62,62,2019-05-06,91.04876708984376,86.81692504882812,86.57032012939453,0.04874443593384048,0.051731897880883615
63,63,63,63,2019-05-07,89.2633056640625,86.06723022460938,86.0475082397461,0.0371346380162616,0.0373723480214736
64,64,64,64,2019-05-08,89.470458984375,85.81077575683594,86.7182846069336,0.042648294404301845,0.03173695593629566
65,65,65,65,2019-05-09,89.90450286865234,91.34471893310548,86.7182846069336,-0.015766823536978114,0.03674217353538367
66,66,66,66,2019-05-10,90.28921508789062,89.99329376220703,86.3138427734375,0.003288259750393374,0.04605718140586035
67,67,67,67,2019-05-13,88.15850830078125,92.06481170654295,86.44208526611328,-0.04242992880073515,0.019856335364700328
68,68,68,68,2019-05-14,90.49636840820312,91.04876708984376,86.81692504882812,-0.0060670638307002145,0.042381636498938224
69,69,69,69,2019-05-15,92.38048553466795,89.2633056640625,86.06723022460938,0.03492117894823199,0.07335260230383733
70,70,70,70,2019-05-16,92.92389678955078,89.470458984375,85.81077575683594,0.03859863740923575,0.08289309786537147
71,71,71,71,2019-05-17,91.81730651855467,89.90450286865234,91.34471893310548,0.021275949355916923,0.005173671679862268
72,72,72,72,2019-05-20,90.37479400634766,90.28921508789062,89.99329376220703,0.0009478310158497205,0.0042392074808226266
73,73,73,73,2019-05-21,91.00711059570312,88.15850830078125,92.06481170654295,0.03231227875593068,-0.011488657731808072
74,74,74,74,2019-05-22,90.9181900024414,90.49636840820312,91.04876708984376,0.004661199136031247,-0.0014341444873549047
75,75,75,75,2019-05-23,89.57447814941406,92.38048553466795,89.2633056640625,-0.030374460244646295,0.0034860067419264507
76,76,76,76,2019-05-24,88.83346557617188,92.92389678955078,89.470458984375,-0.04401915281967461,-0.0071195947291873285
77,77,77,77,2019-05-28,88.1319580078125,91.81730651855467,89.90450286865234,-0.040137841660574436,-0.019715862991083744
78,78,78,78,2019-05-29,87.84545135498047,90.37479400634766,90.28921508789062,-0.0279872577213236,-0.02706595389639077
79,79,79,79,2019-05-30,88.58646392822266,91.00711059570312,88.15850830078125,-0.026598434469962795,0.004854388256902986
80,80,80,80,2019-05-31,88.36908721923828,90.9181900024414,90.49636840820312,-0.028037324358686333,-0.023506812774732433
81,81,81,81,2019-06-03,87.37117767333984,89.57447814941406,92.38048553466795,-0.02459741347751998,-0.05422474056437221
82,82,82,82,2019-06-04,89.23855590820312,88.83346557617188,92.92389678955078,0.004560109519580857,-0.03965977545791077
83,83,83,83,2019-06-05,88.92239379882812,88.1319580078125,91.81730651855467,0.008968776013640323,-0.03152905295845876
84,84,84,84,2019-06-06,89.91040802001953,87.84545135498047,90.37479400634766,0.02350669992797516,-0.005138445862410523
85,85,85,85,2019-06-07,91.40233612060548,88.58646392822266,91.00711059570312,0.03178670947589013,0.004342798296917083
86,86,86,86,2019-06-10,91.91610717773438,88.36908721923828,90.9181900024414,0.04013869634860168,0.010975990341054676
87,87,87,87,2019-06-11,92.80532836914062,87.37117767333984,89.57447814941406,0.06219614798049067,0.03606887013438542
88,88,88,88,2019-06-12,92.23226165771484,89.23855590820312,88.83346557617188,0.033547223159810624,0.0382603116910778
89,89,89,89,2019-06-13,91.91610717773438,88.92239379882812,88.1319580078125,0.033666585558628004,0.04293730963728759
90,90,90,90,2019-06-14,92.30143737792967,89.91040802001953,87.84545135498047,0.026593465768476543,0.05072529031631601
91,91,91,91,2019-06-17,92.0939483642578,91.40233612060548,88.58646392822266,0.007566680163838768,0.03959390950379382
92,92,92,92,2019-06-18,93.96131896972656,91.91610717773438,88.36908721923828,0.022250853030986617,0.0632826696128963
93,93,93,93,2019-06-19,94.6134262084961,92.80532836914062,87.37117767333984,0.01948269427121274,0.08289059078765426
94,94,94,94,2019-06-20,95.71012878417967,92.23226165771484,89.23855590820312,0.03770770730280493,0.07251991933434754
95,95,95,95,2019-06-21,94.9888687133789,91.91610717773438,88.92239379882812,0.0334300660677771,0.06822212780590631
96,96,96,96,2019-06-24,94.36640167236328,92.30143737792967,89.91040802001953,0.022371962486115837,0.04956037627314047
97,97,97,97,2019-06-25,92.13346099853516,92.0939483642578,91.40233612060548,0.00042904702186374877,0.007998973647292296
98,98,98,98,2019-06-26,93.38825225830078,93.96131896972656,91.91610717773438,-0.0060989641025623875,0.016016181774536786
99,99,99,99,2019-06-27,95.37419891357422,94.6134262084961,92.80532836914062,0.008040853561328998,0.027680205324156715
100,100,100,100,2019-06-28,96.5697021484375,95.71012878417967,92.23226165771484,0.008981007289166953,0.04702736778611616
101,101,101,101,2019-07-01,98.11103057861328,94.9888687133789,91.91610717773438,0.032868713013681994,0.06739758232906934
102,102,102,102,2019-07-02,99.18797302246094,94.36640167236328,92.30143737792967,0.051094152840944096,0.07460919179767744
103,103,103,103,2019-07-03,99.43498229980467,92.13346099853516,92.0939483642578,0.07924939779897788,0.0797124465389516
104,104,104,104,2019-07-05,99.3954620361328,93.38825225830078,93.96131896972656,0.0643251119125432,0.057833831261532964
105,105,105,105,2019-07-08,98.99038696289062,95.37419891357422,94.6134262084961,0.0379157894955775,0.04626151836790249
106,106,106,106,2019-07-09,97.81462097167967,96.5697021484375,95.71012878417967,0.012891401708256423,0.02198818677013281
107,107,107,107,2019-07-10,98.00235748291016,98.11103057861328,94.9888687133789,-0.001107654206282671,0.031724651639174706
108,108,108,108,2019-07-11,99.4942626953125,99.18797302246094,94.36640167236328,0.003087971893348529,0.054339902042179755
109,109,109,109,2019-07-12,98.34815216064452,99.43498229980467,92.13346099853516,-0.010930058154817957,0.06745313911748263
110,110,110,110,2019-07-15,98.01222229003906,99.3954620361328,93.38825225830078,-0.013916528156898034,0.04951340152451866
111,111,111,111,2019-07-16,98.68408203125,98.99038696289062,95.37419891357422,-0.003094289668303385,0.03470417739157239
112,112,112,112,2019-07-17,96.5993423461914,97.81462097167967,96.5697021484375,-0.012424304397602559,0.0003069306117187143
113,113,113,113,2019-07-18,95.9373550415039,98.00235748291016,98.11103057861328,-0.02107094660214015,-0.022155261485788613
114,114,114,114,2019-07-19,93.39813232421876,99.4942626953125,99.18797302246094,-0.06127117489942402,-0.05837240667203747
115,115,115,115,2019-07-22,92.12359619140624,98.34815216064452,99.43498229980467,-0.06329103122416502,-0.0735293147270244
116,116,116,116,2019-07-23,93.9810791015625,98.01222229003906,99.3954620361328,-0.04112898467445769,-0.054473140158069144
117,117,117,117,2019-07-24,94.1688003540039,98.68408203125,98.99038696289062,-0.04575491390613795,-0.04870762461706735
118,118,118,118,2019-07-25,95.2457504272461,96.5993423461914,97.81462097167967,-0.014012434102235738,-0.026262643753200754
119,119,119,119,2019-07-26,96.04605102539062,95.9373550415039,98.00235748291016,0.0011329891661042701,-0.01996183059025569
120,120,120,120,2019-07-29,96.23377990722656,93.39813232421876,99.4942626953125,0.030360859606530788,-0.03277056083194185
121,121,121,121,2019-07-30,96.14484405517578,92.12359619140624,98.34815216064452,0.043650574120169594,-0.022403146953587805
122,122,122,122,2019-07-31,95.39396667480467,93.9810791015625,98.01222229003906,0.015033744948973249,-0.026713562391090462
123,123,123,123,2019-08-01,94.10952758789062,94.1688003540039,98.68408203125,-0.0006294310418148985,-0.04635554538482467
124,124,124,124,2019-08-02,92.78558349609376,95.2457504272461,96.5993423461914,-0.025829676600968576,-0.039480174061951145
125,125,125,125,2019-08-05,90.25621795654295,96.04605102539062,95.9373550415039,-0.06028184404288606,-0.05921715355299517
126,126,126,126,2019-08-06,91.45173645019533,96.23377990722656,93.39813232421876,-0.04969194249297204,-0.02083977297604611
127,127,127,127,2019-08-07,92.28167724609376,96.14484405517578,92.12359619140624,-0.04018069660464596,0.001715967040182509
128,128,128,128,2019-08-08,94.77549743652344,95.39396667480467,93.9810791015625,-0.00648331608213315,0.008452960346437832
129,129,129,129,2019-08-09,94.58747863769533,94.10952758789062,94.1688003540039,0.005078668037711065,0.004446040324582068
130,130,130,130,2019-08-12,92.90512084960938,92.78558349609376,95.2457504272461,0.0012883181741336625,-0.024574635268631906
131,131,131,131,2019-08-13,94.27080535888672,90.25621795654295,96.04605102539062,0.04447989837416766,-0.018483275965553325
132,132,132,132,2019-08-14,91.0545425415039,91.45173645019533,96.23377990722656,-0.004343207948902417,-0.05381932800224265
133,133,133,133,2019-08-15,90.65870666503906,92.28167724609376,96.14484405517578,-0.017587137874906844,-0.05706117102845709
134,134,134,134,2019-08-16,92.04417419433594,94.77549743652344,95.39396667480467,-0.028818875300726576,-0.03511534950515349
135,135,135,135,2019-08-19,92.48949432373048,94.58747863769533,94.10952758789062,-0.022180359855038412,-0.01721433850198817
136,136,136,136,2019-08-20,91.76708984375,92.90512084960938,92.78558349609376,-0.012249389435718738,-0.01097685237261714
137,137,137,137,2019-08-21,90.66859436035156,94.27080535888672,90.25621795654295,-0.03821131032902103,0.004568952844968166
138,138,138,138,2019-08-22,91.45040130615234,91.0545425415039,91.45173645019533,0.004347490565536516,-1.459943894788207e-05
139,139,139,139,2019-08-23,90.13421630859376,90.65870666503906,92.28167724609376,-0.005785328025725733,-0.02327071853899254
140,140,140,140,2019-08-26,90.69829559326172,92.04417419433594,94.77549743652344,-0.014622094367782834,-0.04301957735428874
141,141,141,141,2019-08-27,90.18368530273438,92.48949432373048,94.58747863769533,-0.024930496569970928,-0.04655788903972258
142,142,142,142,2019-08-28,90.9555892944336,91.76708984375,92.90512084960938,-0.00884304548284287,-0.0209841130106444
143,143,143,143,2019-08-29,91.5790557861328,90.66859436035156,94.27080535888672,0.010041640462216783,-0.02855337410671832
144,144,144,144,2019-08-30,91.41080474853516,91.45040130615234,91.0545425415039,-0.00043298396783009174,0.0039126242039912995
145,145,145,145,2019-09-03,90.36181640625,90.13421630859376,90.65870666503906,0.0025251242755248704,-0.003274812422440543
146,146,146,146,2019-09-04,91.34152221679688,90.69829559326172,92.04417419433594,0.007091937277627691,-0.007633856066278866
147,147,147,147,2019-09-05,92.4993896484375,90.18368530273438,92.48949432373048,0.025677641559330944,0.00010698863454017271
148,148,148,148,2019-09-06,92.76658630371094,90.9555892944336,91.76708984375,0.01991078309014016,0.010891665646832305
149,149,149,149,2019-09-09,91.56914520263672,91.5790557861328,90.66859436035156,-0.00010821888706979976,0.009932334879991789
150,150,150,150,2019-09-10,92.6082534790039,91.41080474853516,91.45040130615234,0.013099641051874,0.012660985149484105
151,151,151,151,2019-09-11,94.19163513183594,90.36181640625,90.13421630859376,0.042383153392665074,0.04501530039769497
152,152,152,152,2019-09-12,93.78588104248048,91.34152221679688,90.69829559326172,0.02676065349427814,0.034042375647995726
153,153,153,153,2019-09-13,95.05260467529295,92.4993896484375,90.18368530273438,0.027602506746903455,0.05398891558062058
154,154,154,154,2019-09-16,92.68742370605467,92.76658630371094,90.9555892944336,-0.0008533524926430669,0.019040439681116572
155,155,155,155,2019-09-17,93.87493896484376,91.56914520263672,91.5790557861328,0.025180902989805798,0.025069959053439117
156,156,156,156,2019-09-18,94.35986328125,92.6082534790039,91.41080474853516,0.018914186764608543,0.03226159687388708
157,157,157,157,2019-09-19,94.78540802001952,94.19163513183594,90.36181640625,0.006303881309125847,0.04895421307028469
158,158,158,158,2019-09-20,94.23121643066406,93.78588104248048,91.34152221679688,0.004748426769930036,0.03163615126764108
159,159,159,159,2019-09-23,93.2712860107422,95.05260467529295,92.4993896484375,-0.018740345628990074,0.008344880601249827
160,160,160,160,2019-09-24,91.26235961914062,92.68742370605467,92.76658630371094,-0.015374945488111136,-0.01621517773269765
161,161,161,161,2019-09-25,91.80665588378906,93.87493896484376,91.56914520263672,-0.02203232410973155,0.0025937850640271876
162,162,162,162,2019-09-26,91.0545425415039,94.35986328125,92.6082534790039,-0.035028884366801405,-0.016777240463262344
163,163,163,163,2019-09-27,90.5003662109375,94.78540802001952,94.19163513183594,-0.045207821526462966,-0.03918892495848414
164,164,164,164,2019-09-30,92.14313507080078,94.23121643066406,93.78588104248048,-0.022159125595069717,-0.01751591981031364
165,165,165,165,2019-10-01,91.19310760498048,93.2712860107422,95.05260467529295,-0.022281009457962964,-0.040603801268748074
166,166,166,166,2019-10-02,89.99566650390625,91.26235961914062,92.68742370605467,-0.013879688411745916,-0.029041234447134467
167,167,167,167,2019-10-03,91.03475952148438,91.80665588378906,93.87493896484376,-0.008407847501620935,-0.030254927190131564
168,168,168,168,2019-10-04,92.38063049316406,91.0545425415039,94.35986328125,0.014563666069221215,-0.02097536727227567
169,169,169,169,2019-10-07,90.05504608154297,90.5003662109375,94.78540802001952,-0.004920644501665183,-0.04990601440970166
170,170,170,170,2019-10-08,89.7581558227539,92.14313507080078,94.23121643066406,-0.025883417643802864,-0.04746898933647392
171,171,171,171,2019-10-09,90.54985809326172,91.19310760498048,93.2712860107422,-0.00705370755106971,-0.02917755328437366
172,172,172,172,2019-10-10,90.59932708740234,89.99566650390625,91.26235961914062,0.006707662790295554,-0.007265125890950852
173,173,173,173,2019-10-11,92.45980072021484,91.03475952148438,91.80665588378906,0.015653814062024818,0.007114351678951802
174,174,174,174,2019-10-14,90.57952880859376,92.38063049316406,91.0545425415039,-0.019496529466786594,-0.005216804342228487
175,175,175,175,2019-10-15,90.70819091796876,90.05504608154297,90.5003662109375,0.0072527289124297845,0.002296396310119464
176,176,176,176,2019-10-16,91.24256896972656,89.7581558227539,92.14313507080078,0.016537919405384516,-0.009773556113347404
177,177,177,177,2019-10-17,91.24256896972656,90.54985809326172,91.19310760498048,0.007650049277287518,0.0005423805158646378
178,178,178,178,2019-10-18,90.2034683227539,90.59932708740234,89.99566650390625,-0.00436933449038257,0.0023090202775335467
179,179,179,179,2019-10-21,91.43060302734376,92.45980072021484,91.03475952148438,-0.011131299060285094,0.00434826771598118
180,180,180,180,2019-10-22,89.78784942626953,90.57952880859376,92.38063049316406,-0.008740157878245891,-0.02806628459941496
181,181,181,181,2019-10-23,94.77549743652344,90.70819091796876,90.05504608154297,0.044839462427741505,0.052417399805738896
182,182,182,182,2019-10-24,95.90367889404295,91.24256896972656,89.7581558227539,0.05108481684533572,0.06846757283454719
183,183,183,183,2019-10-25,96.67556762695312,91.24256896972656,90.54985809326172,0.05954456037980682,0.06765012847819407
184,184,184,184,2019-10-28,96.1807632446289,90.2034683227539,90.59932708740234,0.06626457976635503,0.06160571316210861
185,185,185,185,2019-10-29,96.29950714111328,91.43060302734376,92.45980072021484,0.053252455442226454,0.04152838737471942
186,186,186,186,2019-10-30,96.30940246582033,89.78784942626953,90.57952880859376,0.07263291281863316,0.06325793181519557
187,187,187,187,2019-10-31,95.95314025878906,94.77549743652344,90.70819091796876,0.012425604234410415,0.05782222407636284
188,188,188,188,2019-11-01,95.3099136352539,95.90367889404295,91.24256896972656,-0.006191266754688951,0.04457727036244297
189,189,189,189,2019-11-04,96.97244262695312,96.67556762695312,91.24256896972656,0.0030708379302779587,0.06279825000464068
190,190,190,190,2019-11-05,99.11002349853516,96.1807632446289,90.2034683227539,0.030455780918018815,0.0987385002083625
191,191,191,191,2019-11-06,98.53604888916016,96.29950714111328,91.43060302734376,0.023224851449857864,0.07771408725907003
192,192,192,192,2019-11-07,98.05039978027344,96.30940246582033,89.78784942626953,0.018077127153508954,0.09202303437269443
193,193,193,193,2019-11-08,98.20897674560548,95.95314025878906,94.77549743652344,0.023509772381939298,0.036227499743608726
194,194,194,194,2019-11-11,97.2575225830078,95.3099136352539,95.90367889404295,0.02043448444625917,0.014116702347368948
195,195,195,195,2019-11-12,97.2178726196289,96.97244262695312,96.67556762695312,0.002530925137360196,0.0056095351285487816
196,196,196,196,2019-11-13,96.89080810546876,99.11002349853516,96.1807632446289,-0.022391432417521284,0.007382399940348838
197,197,197,197,2019-11-14,97.97111511230467,98.53604888916016,96.29950714111328,-0.0057332700389779445,0.017358427065902626
198,198,198,198,2019-11-15,98.80364990234376,98.05039978027344,96.30940246582033,0.007682274868417993,0.025898275481551547
199,199,199,199,2019-11-18,99.27937316894533,98.20897674560548,95.95314025878906,0.010899170919095535,0.03466518032849475
200,200,200,200,2019-11-19,99.31903839111328,97.2575225830078,95.3099136352539,0.021196466384860058,0.04206408969377606
201,201,201,201,2019-11-20,98.37747192382812,97.2178726196289,96.97244262695312,0.011927840765825204,0.014488954375214247
202,202,202,202,2019-11-21,98.1990737915039,96.89080810546876,99.11002349853516,0.013502474709582879,-0.009191297457867287
203,203,203,203,2019-11-22,100.3200454711914,97.97111511230467,98.53604888916016,0.023975743832191254,0.0181050143794379
204,204,204,204,2019-11-25,102.17341613769533,98.80364990234376,98.05039978027344,0.03410568575839257,0.042049969879382365
205,205,205,205,2019-11-26,104.3835906982422,99.27937316894533,98.20897674560548,0.051412668778749726,0.06287219516227172
206,206,206,206,2019-11-27,105.42426300048828,99.31903839111328,97.2575225830078,0.06147083890736971,0.08397026986277889
207,207,207,207,2019-11-29,104.06643676757812,98.37747192382812,97.2178726196289,0.057827922719490665,0.0704455257393326
208,208,208,208,2019-12-02,103.81865692138672,98.1990737915039,96.89080810546876,0.05722643720463494,0.07150161043529302
209,209,209,209,2019-12-03,103.02577209472656,100.3200454711914,97.97111511230467,0.026970946941129004,0.05159333928809229
210,210,210,210,2019-12-04,103.25373077392578,102.17341613769533,98.80364990234376,0.010573343606076202,0.04503964049891285
211,211,211,211,2019-12-05,103.97724151611328,104.3835906982422,99.27937316894533,-0.00389284541191548,0.04731968179506452
212,212,212,212,2019-12-06,104.5322494506836,105.42426300048828,99.31903839111328,-0.008461178901488342,0.052489544240661656
213,213,213,213,2019-12-09,103.81865692138672,104.06643676757812,98.37747192382812,-0.002380977516745375,0.055309258218910085
214,214,214,214,2019-12-10,103.76911163330078,103.81865692138672,98.1990737915039,-0.0004772291373741355,0.056721897943998734
215,215,215,215,2019-12-11,104.76020050048828,103.02577209472656,100.3200454711914,0.016834898399664677,0.04425989849229017
216,216,216,216,2019-12-12,105.57292175292967,103.25373077392578,102.17341613769533,0.0224610865062278,0.03327191889769998
217,217,217,217,2019-12-13,106.2468719482422,103.97724151611328,104.3835906982422,0.02182814622733753,0.01785032721653046
218,218,218,218,2019-12-16,107.51549530029295,104.5322494506836,105.42426300048828,0.02853899983293484,0.019836347348190397
219,219,219,219,2019-12-17,107.83264923095705,103.81865692138672,104.06643676757812,0.03866349679913306,0.036190462365790266
220,220,220,220,2019-12-18,108.27864837646484,103.76911163330078,103.81865692138672,0.043457409167188876,0.04295944088792547
221,221,221,221,2019-12-19,109.35895538330078,104.76020050048828,103.02577209472656,0.0438979198287337,0.061471835248671614
222,222,222,222,2019-12-20,110.42935180664062,105.57292175292967,103.25373077392578,0.04600071659545768,0.06949502917648442
223,223,223,223,2019-12-23,110.29059600830078,106.2468719482422,103.97724151611328,0.03805969988489144,0.060718618806685054
224,224,224,224,2019-12-24,110.37981414794922,107.51549530029295,104.5322494506836,0.026640986396018196,0.055940293335258184
225,225,225,225,2019-12-26,110.94473266601562,107.83264923095705,103.81865692138672,0.028860307682815778,0.06863964489566543
226,226,226,226,2019-12-27,111.39073944091795,108.27864837646484,103.76911163330078,0.02874150269804754,0.07344794310806546
227,227,227,227,2019-12-30,110.37981414794922,109.35895538330078,104.76020050048828,0.009334935223826335,0.05364263929062196
228,228,228,228,2019-12-31,109.92388153076172,110.42935180664062,105.57292175292967,-0.004577318146030351,0.04121283853462465
229,229,229,229,2020-01-02,110.4590835571289,110.29059600830078,106.2468719482422,0.001527669220460437,0.039645511737405936
230,230,230,230,2020-01-03,109.0120620727539,110.37981414794922,107.51549530029295,-0.012391324317343244,0.013919544976108034
231,231,231,231,2020-01-06,108.4471435546875,110.94473266601562,107.83264923095705,-0.022512011623361916,0.005698592477444642
232,232,232,232,2020-01-07,107.32718658447266,111.39073944091795,108.27864837646484,-0.03648016771269058,-0.008787159853382409
233,233,233,233,2020-01-08,108.239013671875,110.37981414794922,109.35895538330078,-0.01939485487088033,-0.010240969360949093
234,234,234,234,2020-01-09,108.1200714111328,109.92388153076172,110.42935180664062,-0.016409629049754182,-0.02091183510296546
235,235,235,235,2020-01-10,107.63442993164062,110.4590835571289,110.29059600830078,-0.02557194514498562,-0.024083341398030367
236,236,236,236,2020-01-13,108.31829833984376,109.0120620727539,110.37981414794922,-0.006364100629957181,-0.018676565312406357
237,237,237,237,2020-01-14,108.1200714111328,108.4471435546875,110.94473266601562,-0.003015959045429062,-0.02546007536370465
238,238,238,238,2020-01-15,108.6552734375,107.32718658447266,111.39073944091795,0.012374188640285055,-0.02455739154931147
239,239,239,239,2020-01-16,110.60775756835938,108.239013671875,110.37981414794922,0.02188438175966012,0.0020650824806121015
240,240,240,240,2020-01-17,112.90711975097656,108.1200714111328,109.92388153076172,0.04427529761463744,0.027139127354959713
241,241,241,241,2020-01-21,109.636474609375,107.63442993164062,110.4590835571289,0.018600411401870964,-0.007447182443157452
242,242,242,242,2020-01-22,109.86441040039062,108.31829833984376,109.0120620727539,0.014273784616667395,0.00781884418503953
243,243,243,243,2020-01-23,109.97344207763672,108.1200714111328,108.4471435546875,0.017141781746114138,0.014074123788973214
