,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BMY,BMY_6m,BMY_12m,BMY_6m_ret,BMY_12m_ret
95,95,95,95,2019-06-21,42.21772766113281,40.49786758422852,39.8989143371582,0.04246791694222618,0.05811720350032368
96,96,96,96,2019-06-24,39.0860481262207,40.694671630859375,39.48820877075195,-0.03952909410918626,-0.010184322283798286
97,97,97,97,2019-06-25,39.163047790527344,41.25083541870117,40.0015869140625,-0.05061200838680047,-0.020962646440418342
98,98,98,98,2019-06-26,38.43575286865234,40.89146423339844,39.368408203125,-0.060054375913992764,-0.02369045072029685
99,99,99,99,2019-06-27,38.58977127075195,41.59309387207031,40.10426712036133,-0.07220724215793639,-0.03776395776200214
100,100,100,100,2019-06-28,38.80368041992188,41.83267593383789,40.75456619262695,-0.07240740512767185,-0.04786913357105027
101,101,101,101,2019-07-01,39.51386260986328,42.21772766113281,40.49786758422852,-0.06404572678502563,-0.024297698448410454
102,102,102,102,2019-07-02,39.94169616699219,39.0860481262207,40.694671630859375,0.021891393010834426,-0.018503048032858294
103,103,103,103,2019-07-03,40.1920280456543,39.163047790527344,41.25083541870117,0.026274263960013755,-0.02566753769468777
104,104,104,104,2019-07-05,39.61367416381836,38.43575286865234,40.89146423339844,0.03064649986670931,-0.031248332470727003
105,105,105,105,2019-07-08,39.51007080078125,38.58977127075195,41.59309387207031,0.023848276362467447,-0.05008098406182304
106,106,106,106,2019-07-09,39.74315643310547,38.80368041992188,41.83267593383789,0.024211002745534893,-0.04994945826648012
107,107,107,107,2019-07-10,39.67409896850586,39.51386260986328,42.21772766113281,0.004055193495626108,-0.06025025110408089
108,108,108,108,2019-07-11,38.43966293334961,39.94169616699219,39.0860481262207,-0.03760564467174177,-0.016537491607842236
109,109,109,109,2019-07-12,38.21523284912109,40.1920280456543,39.163047790527344,-0.04918376336441044,-0.024201766585580042
110,110,110,110,2019-07-15,38.14617156982422,39.61367416381836,38.43575286865234,-0.03704535428663924,-0.007534164865137805
111,111,111,111,2019-07-16,38.3706169128418,39.51007080078125,38.58977127075195,-0.02883958101935169,-0.005679078955211581
112,112,112,112,2019-07-17,38.09437942504883,39.74315643310547,38.80368041992188,-0.04148580928220469,-0.018279219579102057
113,113,113,113,2019-07-18,38.02532196044922,39.67409896850586,39.51386260986328,-0.04155802024301736,-0.03767135256077192
114,114,114,114,2019-07-19,37.403804779052734,38.43966293334961,39.94169616699219,-0.02694763885138496,-0.06353990019173916
115,115,115,115,2019-07-22,36.9203987121582,38.21523284912109,40.1920280456543,-0.03388267034967607,-0.08139995647345377
116,116,116,116,2019-07-23,37.16209030151367,38.14617156982422,39.61367416381836,-0.02579764175047672,-0.061887313258709886
117,117,117,117,2019-07-24,37.31747055053711,38.3706169128418,39.51007080078125,-0.027446688300500677,-0.055494718328897186
118,118,118,118,2019-07-25,39.19068145751953,38.09437942504883,39.74315643310547,0.028778577024143104,-0.013901134815898386
119,119,119,119,2019-07-26,39.16478729248047,38.02532196044922,39.67409896850586,0.029965961451067447,-0.012837384824534892
120,120,120,120,2019-07-29,39.18204879760742,37.403804779052734,38.43966293334961,0.04754179498740618,0.01931301701435406
121,121,121,121,2019-07-30,38.4655647277832,36.9203987121582,38.21523284912109,0.04185128193418364,0.006550578395020157
122,122,122,122,2019-07-31,38.33608627319336,37.16209030151367,38.14617156982422,0.03159122541693704,0.004978604550695653
123,123,123,123,2019-08-01,39.018043518066406,37.31747055053711,38.3706169128418,0.045570424319791414,0.016872978787263904
124,124,124,124,2019-08-02,39.69999313354492,39.19068145751953,38.09437942504883,0.012995734115454294,0.04214830987482432
