,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,AAPL,AAPL_6m,AAPL_12m,AAPL_6m_ret,AAPL_12m_ret
48,48,48,48,2019-04-15,48.01081085205078,47.473419189453125,45.47809219360352,0.011319843225386261,0.05569096099425841
49,49,49,49,2019-04-16,48.01562881469727,48.220462799072266,45.77450180053711,-0.004247864339844809,0.04896016179325979
50,50,50,50,2019-04-17,48.950645446777344,48.07587432861328,46.08536911010742,0.018195636176780328,0.06217323180865031
51,51,51,51,2019-04-18,49.126556396484375,48.34577560424805,46.75529861450195,0.01614992794050285,0.05071634343592746
52,52,52,52,2019-04-22,49.28800964355469,47.94333267211914,47.07579803466797,0.028047215253718116,0.04699254609040482
53,53,53,53,2019-04-23,49.998905181884766,47.92405319213867,47.15773391723633,0.04329458490139659,0.0602482568317384
54,54,54,54,2019-04-24,49.92179870605469,48.01081085205078,47.473419189453125,0.03980328222101415,0.05157369236099818
55,55,55,55,2019-04-25,49.468746185302734,48.01562881469727,48.220462799072266,0.030263424773907532,0.025887005511164185
56,56,56,56,2019-04-26,49.23259353637695,48.950645446777344,48.07587432861328,0.005759844166021599,0.02406028437168173
57,57,57,57,2019-04-29,49.30729675292969,49.126556396484375,48.34577560424805,0.0036790764446548163,0.019888421204626416
58,58,58,58,2019-04-30,48.35782623291016,49.28800964355469,47.94333267211914,-0.01887240765799847,0.008645489115779892
59,59,59,59,2019-05-01,50.73149490356445,49.998905181884766,47.92405319213867,0.014652115261618137,0.05858105741119379
60,60,60,60,2019-05-02,50.40134811401367,49.92179870605469,48.01081085205078,0.00960601221087054,0.04979164524693247
61,61,61,61,2019-05-03,51.02790832519531,49.468746185302734,48.01562881469727,0.03151812528363229,0.06273539647107573
62,62,62,62,2019-05-06,50.239891052246094,49.23259353637695,48.950645446777344,0.020459972622097755,0.026337663042063753
63,63,63,63,2019-05-07,48.88557434082031,49.30729675292969,49.126556396484375,-0.008552941245644652,-0.004905331725659212
64,64,64,64,2019-05-08,48.89521408081055,48.35782623291016,49.28800964355469,0.011112737890907498,-0.007969393886764653
65,65,65,65,2019-05-09,48.36986923217773,50.73149490356445,49.998905181884766,-0.046551470164164166,-0.03258143240898925
66,66,66,66,2019-05-10,47.69978332519531,50.40134811401367,49.92179870605469,-0.05360104223218609,-0.04450992228751327
67,67,67,67,2019-05-13,44.92749786376953,51.02790832519531,49.468746185302734,-0.11955047074531311,-0.09180035217634885
68,68,68,68,2019-05-14,45.63870620727539,50.239891052246094,49.23259353637695,-0.09158429185656036,-0.072998131338462
69,69,69,69,2019-05-15,46.18542098999024,48.88557434082031,49.30729675292969,-0.05523415419046018,-0.06331468096056092
70,70,70,70,2019-05-16,45.98222351074219,48.89521408081055,48.35782623291016,-0.059576190120652184,-0.04912550681509431
71,71,71,71,2019-05-17,45.72096252441406,48.36986923217773,50.73149490356445,-0.05476356975555963,-0.09876571523616473
72,72,72,72,2019-05-20,44.29126739501953,47.69978332519531,50.40134811401367,-0.07145768161960142,-0.12122851764148113
73,73,73,73,2019-05-21,45.140380859375,44.92749786376953,51.02790832519531,0.004738367497139073,-0.11537857731302137
74,74,74,74,2019-05-22,44.216285705566406,45.63870620727539,50.239891052246094,-0.03116697689125625,-0.1198968632399211
75,75,75,75,2019-05-23,43.46152114868164,46.18542098999024,48.88557434082031,-0.05897748213443699,-0.11095406498291849
76,76,76,76,2019-05-24,43.29460144042969,45.98222351074219,48.89521408081055,-0.0584491541537705,-0.11454316635416639
77,77,77,77,2019-05-28,43.11559295654297,45.72096252441406,48.36986923217773,-0.056984136466503243,-0.1086270514897193
78,78,78,78,2019-05-29,42.90996551513672,44.29126739501953,47.69978332519531,-0.031186777013252454,-0.1004159238502994
79,79,79,79,2019-05-30,43.13252258300781,45.140380859375,44.92749786376953,-0.04448031315070711,-0.03995270972366405
80,80,80,80,2019-05-31,42.35116195678711,44.216285705566406,45.63870620727539,-0.042181827781714754,-0.07203412462126735
81,81,81,81,2019-06-03,41.9229850769043,43.46152114868164,46.18542098999024,-0.03539995911588134,-0.0922896407940017
82,82,82,82,2019-06-04,43.45668411254883,43.29460144042969,45.98222351074219,0.0037437155378865494,-0.05492425562246572
83,83,83,83,2019-06-05,44.15822219848633,43.11559295654297,45.72096252441406,0.024182184923079886,-0.03417995246913852
84,84,84,84,2019-06-06,44.80654144287109,42.90996551513672,44.29126739501953,0.04419896182543748,0.011633761645517993
85,85,85,85,2019-06-07,45.99916076660156,43.13252258300781,45.140380859375,0.06646117620588865,0.019024649125179094
86,86,86,86,2019-06-10,46.58699417114258,42.35116195678711,44.216285705566406,0.10001690670677443,0.05361618299109461
87,87,87,87,2019-06-11,47.12645721435547,41.9229850769043,43.46152114868164,0.12411979079986368,0.08432599616419556
88,88,88,88,2019-06-12,46.97647857666016,43.45668411254883,43.29460144042969,0.08099546792376966,0.08504240745342062
89,89,89,89,2019-06-13,46.96680068969727,44.15822219848633,43.11559295654297,0.06360261693930291,0.08932285210680058
90,90,90,90,2019-06-14,46.625709533691406,44.80654144287109,42.90996551513672,0.04060050234271673,0.08659396422129362
91,91,91,91,2019-06-17,46.90390396118164,45.99916076660156,43.13252258300781,0.019668689156541852,0.08743706957820208
92,92,92,92,2019-06-18,48.00700378417969,46.58699417114258,42.35116195678711,0.030480816337292493,0.13354632000802003
93,93,93,93,2019-06-19,47.86670303344727,47.12645721435547,41.9229850769043,0.01570764837519567,0.1417770692053466
94,94,94,94,2019-06-20,48.25133514404297,46.97647857666016,43.45668411254883,0.027138189281309844,0.11033172754452303
95,95,95,95,2019-06-21,48.08683395385742,46.96680068969727,44.15822219848633,0.02384733998724009,0.0889667101567726
96,96,96,96,2019-06-24,48.03845977783203,46.625709533691406,44.80654144287109,0.03029981223384448,0.0721305021741454
97,97,97,97,2019-06-25,47.3103141784668,46.90390396118164,45.99916076660156,0.008664741801055698,0.028503855070704187
98,98,98,98,2019-06-26,48.333587646484375,48.00700378417969,46.58699417114258,0.006802837847845744,0.03749101023615076
99,99,99,99,2019-06-27,48.31907272338867,47.86670303344727,47.12645721435547,0.009450613083280546,0.025306708365718578
100,100,100,100,2019-06-28,47.878787994384766,48.25133514404297,46.97647857666016,-0.007720970798964499,0.019207685315367762
101,101,101,101,2019-07-01,48.75692367553711,48.08683395385742,46.96680068969727,0.013934993564406417,0.038114646080896986
102,102,102,102,2019-07-02,49.04238510131836,48.03845977783203,46.625709533691406,0.020898366186786088,0.051831394992084334
103,103,103,103,2019-07-03,49.44879150390625,47.3103141784668,46.90390396118164,0.0452010806221359,0.054257478115911084
104,104,104,104,2019-07-05,49.40524673461914,48.333587646484375,48.00700378417969,0.022172140333818424,0.029125811657094713
105,105,105,105,2019-07-08,48.38681411743164,48.31907272338867,47.86670303344727,0.0014019597278027707,0.010865822190029073
106,106,106,106,2019-07-09,48.68193435668945,47.878787994384766,48.25133514404297,0.016774575881053577,0.008924089071546515
107,107,107,107,2019-07-10,49.163330078125,48.75692367553711,48.08683395385742,0.008335357769747809,0.022386504491032744
108,108,108,108,2019-07-11,48.8053092956543,49.04238510131836,48.03845977783203,-0.004834100241541628,0.015963241148213125
109,109,109,109,2019-07-12,49.180274963378906,49.44879150390625,47.3103141784668,-0.005430194194050886,0.039525435782525875
110,110,110,110,2019-07-15,49.64231872558594,49.40524673461914,48.333587646484375,0.004798518510396921,0.027077052270022328
111,111,111,111,2019-07-16,49.47056579589844,48.38681411743164,48.31907272338867,0.022397665525913713,0.02383102587878083
112,112,112,112,2019-07-17,49.1923713684082,48.68193435668945,47.878787994384766,0.010485142352372634,0.027435602049439733
113,113,113,113,2019-07-18,49.75118637084961,49.163330078125,48.75692367553711,0.01195721062406574,0.020392236022293453
114,114,114,114,2019-07-19,49.00851440429688,48.8053092956543,49.04238510131836,0.0041635861256734685,-0.0006906413085641105
115,115,115,115,2019-07-22,50.128562927246094,49.180274963378906,49.44879150390625,0.01928187600767406,0.013746977482475886
116,116,116,116,2019-07-23,50.52045440673828,49.64231872558594,49.40524673461914,0.017689255935173565,0.022572656667610547
117,117,117,117,2019-07-24,50.47933197021485,49.47056579589844,48.38681411743164,0.02039123988349556,0.04324562157997858
118,118,118,118,2019-07-25,50.080177307128906,49.1923713684082,48.68193435668945,0.018047634501532794,0.028722008870777804
119,119,119,119,2019-07-26,50.25435256958008,49.75118637084961,49.163330078125,0.0101136522650902,0.022191793959468242
120,120,120,120,2019-07-29,50.7236557006836,49.00851440429688,48.8053092956543,0.03499680243799319,0.03930610076474039
121,121,121,121,2019-07-30,50.50593566894531,50.128562927246094,49.180274963378906,0.007528098147296047,0.026955130010019923
122,122,122,122,2019-07-31,51.53647994995117,50.52045440673828,49.64231872558594,0.02011117190342171,0.03815617950555095
123,123,123,123,2019-08-01,50.42127227783203,50.47933197021485,49.47056579589844,-0.0011501676055672982,0.0192176189343769
124,124,124,124,2019-08-02,49.35444259643555,50.080177307128906,49.1923713684082,-0.014491456494704735,0.003294641496616846
125,125,125,125,2019-08-05,46.77085113525391,50.25435256958008,49.75118637084961,-0.06931740747237869,-0.059904807362381685
126,126,126,126,2019-08-06,47.65624237060547,50.7236557006836,49.00851440429688,-0.060473033493064876,-0.027592593861054726
127,127,127,127,2019-08-07,48.14973068237305,50.50593566894531,50.128562927246094,-0.04665204109902332,-0.03947514409589237
128,128,128,128,2019-08-08,49.21171569824219,51.53647994995117,50.52045440673828,-0.04510910046566319,-0.02590512543611523
129,129,129,129,2019-08-09,48.80619430541992,50.42127227783203,50.47933197021485,-0.032031678286749354,-0.03314500409359933
130,130,130,130,2019-08-12,48.68234634399414,49.35444259643555,50.080177307128906,-0.013617745781003832,-0.027911861305167207
131,131,131,131,2019-08-13,50.74396514892578,46.77085113525391,50.25435256958008,0.08494850782557384,0.009742690022079392
132,132,132,132,2019-08-14,49.23357009887695,47.65624237060547,50.7236557006836,0.033098029760826986,-0.02937654199451889
133,133,133,133,2019-08-15,48.988319396972656,48.14973068237305,50.50593566894531,0.0174162700957039,-0.030048275551615933
134,134,134,134,2019-08-16,50.1441764831543,49.21171569824219,51.53647994995117,0.018947943018890134,-0.027015882112029876
135,135,135,135,2019-08-19,51.079078674316406,48.80619430541992,50.42127227783203,0.04656958816893608,0.013046207816012956
136,136,136,136,2019-08-20,51.08150863647461,48.68234634399414,49.35444259643555,0.04928197740363127,0.03499312218275952
137,137,137,137,2019-08-21,51.63515472412109,50.74396514892578,46.77085113525391,0.017562474130269567,0.10400288792693502
138,138,138,138,2019-08-22,51.59144973754883,49.23357009887695,47.65624237060547,0.0478917054752781,0.08257485632922257
139,139,139,139,2019-08-23,49.20686721801758,48.988319396972656,48.14973068237305,0.004461223077973697,0.021955191039760846
140,140,140,140,2019-08-26,50.14175415039063,50.1441764831543,49.21171569824219,-4.83073595690664e-05,0.018898720334224572
141,141,141,141,2019-08-27,49.575965881347656,51.079078674316406,48.80619430541992,-0.029427171201593105,0.01577200572350823
142,142,142,142,2019-08-28,49.90864181518555,51.08150863647461,48.68234634399414,-0.022960692677184924,0.025189736388757433
143,143,143,143,2019-08-29,50.75367736816406,51.63515472412109,50.74396514892578,-0.01707126396089309,0.00019139653769228993
144,144,144,144,2019-08-30,50.68811798095703,51.59144973754883,49.23357009887695,-0.017509330735754447,0.029543823028857608
145,145,145,145,2019-09-03,49.94992446899414,49.20686721801758,48.988319396972656,0.015100681937022076,0.01962927252574631
146,146,146,146,2019-09-04,50.79738998413086,50.14175415039063,50.1441764831543,0.013075646132637786,0.013026707123129366
147,147,147,147,2019-09-05,51.790565490722656,49.575965881347656,51.079078674316406,0.04467083131925853,0.013929123916716302
148,148,148,148,2019-09-06,51.78571319580078,49.90864181518555,51.08150863647461,0.03761014750844427,0.013785899792774226
149,149,149,149,2019-09-09,52.00667953491211,50.75367736816406,51.63515472412109,0.024687908969804218,0.007195191198245077
150,150,150,150,2019-09-10,52.62103271484375,50.68811798095703,51.59144973754883,0.03813348790367188,0.019956465316104177
151,151,151,151,2019-09-11,54.294132232666016,49.94992446899414,49.20686721801758,0.0869712579118811,0.10338526515229329
152,152,152,152,2019-09-12,54.1727180480957,50.79738998413086,50.14175415039063,0.06644687975148522,0.08039136177037132
153,153,153,153,2019-09-13,53.11883163452149,51.790565490722656,49.575965881347656,0.02564687470031135,0.07146337323317375
154,154,154,154,2019-09-16,53.3980827331543,51.78571319580078,49.90864181518555,0.03113541241108675,0.06991656737304819
155,155,155,155,2019-09-17,53.59234619140625,52.00667953491211,50.75367736816406,0.030489673070354106,0.05593030831343815
156,156,156,156,2019-09-18,54.09501266479492,52.62103271484375,50.68811798095703,0.028011231895404887,0.06721288577172713
157,157,157,157,2019-09-19,53.65549087524414,54.294132232666016,49.94992446899414,-0.01176262205803591,0.07418562581711585
158,158,158,158,2019-09-20,52.87114715576172,54.1727180480957,50.79738998413086,-0.024026316921709978,0.040824089038407285
159,159,159,159,2019-09-23,53.111549377441406,53.11883163452149,51.790565490722656,-0.00013709369833636575,0.025506264977071647
160,160,160,160,2019-09-24,52.859012603759766,53.3980827331543,51.78571319580078,-0.010095308704030082,0.02072578210713938
161,161,161,161,2019-09-25,53.6724853515625,53.59234619140625,52.00667953491211,0.001495347113000589,0.03203061282795683
162,162,162,162,2019-09-26,53.39565658569336,54.09501266479492,52.62103271484375,-0.012928291253672342,0.01472080327741443
163,163,163,163,2019-09-27,53.13583755493164,53.65549087524414,54.294132232666016,-0.009684997971983189,-0.021333699059241762
164,164,164,164,2019-09-30,54.38639831542969,52.87114715576172,54.1727180480957,0.02865932065373844,0.003944425811240881
165,165,165,165,2019-10-01,54.536956787109375,53.111549377441406,53.11883163452149,0.026837993362577306,0.02669722034447486
166,166,166,166,2019-10-02,53.16983413696289,52.859012603759766,53.3980827331543,0.0058801993811934405,-0.004274471750831066
167,167,167,167,2019-10-03,53.62149810791016,53.6724853515625,53.59234619140625,-0.0009499698647894572,0.0005439567135163692
168,168,168,168,2019-10-04,55.12459564208984,53.39565658569336,54.09501266479492,0.03237976957211397,0.019032863226686514
169,169,169,169,2019-10-07,55.136749267578125,53.13583755493164,53.65549087524414,0.03765653850055428,0.02760683702956146
170,170,170,170,2019-10-08,54.490814208984375,54.38639831542969,52.87114715576172,0.0019198898399026554,0.030634233232182728
171,171,171,171,2019-10-09,55.12945938110352,54.536956787109375,53.111549377441406,0.010864240120823876,0.037993807887653164
172,172,172,172,2019-10-10,55.87251281738281,53.16983413696289,52.859012603759766,0.05083105344015082,0.05701014955032857
173,173,173,173,2019-10-11,57.3586311340332,53.62149810791016,53.6724853515625,0.069694677657127,0.06867849994882702
174,174,174,174,2019-10-14,57.27607727050781,55.12459564208984,53.39565658569336,0.03902943147895366,0.07267296504888665
175,175,175,175,2019-10-15,57.14252471923828,55.136749267578125,53.13583755493164,0.036378195637289945,0.07540461106244045
176,176,176,176,2019-10-16,56.91182708740234,54.490814208984375,54.38639831542969,0.04442974313308734,0.04643493318542058
177,177,177,177,2019-10-17,57.13279724121094,55.12945938110352,54.536956787109375,0.036338790232978146,0.04759782369659327
178,178,178,178,2019-10-18,57.40719604492188,55.87251281738281,53.16983413696289,0.02746758916240477,0.07969484909514213
179,179,179,179,2019-10-21,58.40279769897461,57.3586311340332,53.62149810791016,0.0182041751049018,0.08916758687797866
180,180,180,180,2019-10-22,58.26923370361328,57.27607727050781,55.12459564208984,0.017339812369044028,0.05704600686671313
181,181,181,181,2019-10-23,59.0511474609375,57.14252471923828,55.136749267578125,0.033401092287695944,0.07099435939472665
182,182,182,182,2019-10-24,59.14828109741211,56.91182708740234,54.490814208984375,0.039296823252136015,0.08547251414826196
183,183,183,183,2019-10-25,59.87677001953125,57.13279724121094,55.12945938110352,0.04802797886361909,0.08611204774583636
184,184,184,184,2019-10-28,60.47655487060547,57.40719604492188,55.87251281738281,0.053466447364573844,0.08240263093716216
185,185,185,185,2019-10-29,59.07785415649414,58.40279769897461,57.3586311340332,0.011558632190857843,0.029973222660135246
186,186,186,186,2019-10-30,59.07057571411133,58.26923370361328,57.27607727050781,0.01375240344800277,0.031330679912458415
187,187,187,187,2019-10-31,60.40613555908203,59.0511474609375,57.14252471923828,0.022946007933899226,0.05711352195022945
188,188,188,188,2019-11-01,62.12050247192383,59.14828109741211,56.91182708740234,0.05025034234920067,0.0915218444229926
189,189,189,189,2019-11-04,62.52845764160156,59.87677001953125,57.13279724121094,0.044285749234725946,0.09444068312654985
190,190,190,190,2019-11-05,62.4386100769043,60.47655487060547,57.40719604492188,0.03244323706098684,0.08764430905221832
191,191,191,191,2019-11-06,62.46532440185547,59.07785415649414,58.40279769897461,0.05733908744193883,0.0695604810546977
192,192,192,192,2019-11-07,63.18625259399414,59.07057571411133,58.26923370361328,0.0696738914447319,0.08438447835767504
193,193,193,193,2019-11-08,63.35918426513672,60.40613555908203,59.0511474609375,0.04888656886793186,0.07295432839893579
194,194,194,194,2019-11-11,63.86091995239258,62.12050247192383,59.14828109741211,0.028016796568175684,0.07967499253645527
195,195,195,195,2019-11-12,63.80244445800781,62.52845764160156,59.87677001953125,0.020374512093492614,0.06556256186157072
196,196,196,196,2019-11-13,64.41380310058594,62.4386100769043,60.47655487060547,0.03163416067796576,0.06510371231305312
197,197,197,197,2019-11-14,63.968074798583984,62.46532440185547,59.07785415649414,0.024057353597668696,0.08277586774116585
198,198,198,198,2019-11-15,64.72797393798828,63.18625259399414,59.07057571411133,0.024399632526089787,0.09577354131873572
199,199,199,199,2019-11-18,65.05433654785156,63.35918426513672,60.40613555908203,0.026754641846732152,0.07694915335584107
200,200,200,200,2019-11-19,64.85706329345703,63.86091995239258,62.12050247192383,0.015598637504863122,0.044052457926753386
201,201,201,201,2019-11-20,64.1020278930664,63.80244445800781,62.52845764160156,0.004695485221663631,0.025165665535589854
202,202,202,202,2019-11-21,63.814640045166016,64.41380310058594,62.4386100769043,-0.009301780465970855,0.022038126194143137
203,203,203,203,2019-11-22,63.75861740112305,63.968074798583984,62.46532440185547,-0.0032744052110440514,0.020704174862640423
204,204,204,204,2019-11-25,64.87654876708984,64.72797393798828,63.18625259399414,0.0022953727741255037,0.026751011552414328
205,205,205,205,2019-11-26,64.36994934082031,65.05433654785156,63.35918426513672,-0.010520239592757052,0.015952937011529222
206,206,206,206,2019-11-27,65.23456573486328,64.85706329345703,63.86091995239258,0.005820529364676474,0.02150995919718568
207,207,207,207,2019-11-29,65.09088134765625,64.1020278930664,63.80244445800781,0.015426242930089984,0.020194161847457703
208,208,208,208,2019-12-02,64.33829498291016,63.814640045166016,64.41380310058594,0.00820587466094791,-0.0011722350496503608
209,209,209,209,2019-12-03,63.19112014770508,63.75861740112305,63.968074798583984,-0.008900714547300903,-0.01214597521224925
210,210,210,210,2019-12-04,63.74887466430664,64.87654876708984,64.72797393798828,-0.01738184481470506,-0.015126369853931343
211,211,211,211,2019-12-05,64.68412780761719,64.36994934082031,65.05433654785156,0.004880825136794664,-0.005690761905811859
212,212,212,212,2019-12-06,65.93357849121094,65.23456573486328,64.85706329345703,0.010715373797208994,0.016598272309725548
213,213,213,213,2019-12-09,65.01050567626953,65.09088134765625,64.1020278930664,-0.0012348222934241981,0.014172371967991815
214,214,214,214,2019-12-10,65.39044952392578,64.33829498291016,63.814640045166016,0.01635347255153574,0.024693541758512794
215,215,215,215,2019-12-11,65.94821166992188,63.19112014770508,63.75861740112305,0.04363099618700028,0.034341934597224455
216,216,216,216,2019-12-12,66.11625671386719,63.74887466430664,64.87654876708984,0.037136060236778734,0.019108722186008453
217,217,217,217,2019-12-13,67.01496887207031,64.68412780761719,64.36994934082031,0.03603420411550551,0.04109090590153164
218,218,218,218,2019-12-16,68.1621322631836,65.93357849121094,65.23456573486328,0.033799982087575176,0.0448775353271913
219,219,219,219,2019-12-17,68.29611206054688,65.01050567626953,65.09088134765625,0.05053962202107076,0.04924239227567373
220,220,220,220,2019-12-18,68.13291931152344,65.39044952392578,64.33829498291016,0.041939913359889225,0.058979249133369605
221,221,221,221,2019-12-19,68.20112609863281,65.94821166992188,63.19112014770508,0.034161872955509764,0.07928338569117277
222,222,222,222,2019-12-20,68.05984497070312,66.11625671386719,63.74887466430664,0.029396525959526798,0.06762425735509048
223,223,223,223,2019-12-23,69.17047119140625,67.01496887207031,64.68412780761719,0.03216449034619018,0.06935771627210152
224,224,224,224,2019-12-24,69.23622131347656,68.1621322631836,65.93357849121094,0.015757855786344255,0.050090453117236367
225,225,225,225,2019-12-26,70.60990142822266,68.29611206054688,65.01050567626953,0.03387878603725669,0.08613062909918345
226,226,226,226,2019-12-27,70.58309936523438,68.13291931152344,65.39044952392578,0.035961765303318405,0.07940991198429748
227,227,227,227,2019-12-30,71.00202941894531,68.20112609863281,65.94821166992188,0.041068285533318205,0.07663312804171785
228,228,228,228,2019-12-31,71.52080535888672,68.05984497070312,66.11625671386719,0.05085172306333341,0.08174311301997816
229,229,229,229,2020-01-02,73.15264892578125,69.17047119140625,67.01496887207031,0.05757048731612158,0.0915867030458164
230,230,230,230,2020-01-03,72.44145965576172,69.23622131347656,68.1621322631836,0.0462942413880878,0.06278159515396387
231,231,231,231,2020-01-06,73.0186996459961,70.60990142822266,68.29611206054688,0.034114170520717524,0.06914870324188405
232,232,232,232,2020-01-07,72.67527770996094,70.58309936523438,68.13291931152344,0.02964134989171452,0.06666907046311232
233,233,233,233,2020-01-08,73.8443603515625,71.00202941894531,68.20112609863281,0.040031685796557914,0.08274400403254956
234,234,234,234,2020-01-09,75.41285705566406,71.52080535888672,68.05984497070312,0.054418454563637475,0.10803744980797547
235,235,235,235,2020-01-10,75.58333587646484,73.15264892578125,69.17047119140625,0.03322759990755375,0.09271101634269807
236,236,236,236,2020-01-13,77.1981430053711,72.44145965576172,69.23622131347656,0.0656624448515104,0.11499647931168622
237,237,237,237,2020-01-14,76.15571594238281,73.0186996459961,70.60990142822266,0.04296182089787104,0.07854159830257901
238,238,238,238,2020-01-15,75.82935333251953,72.67527770996094,70.58309936523438,0.043399567527573346,0.0743273391855217
239,239,239,239,2020-01-16,76.77922821044922,73.8443603515625,71.00202941894531,0.03974396751375764,0.08136667133013509
240,240,240,240,2020-01-17,77.62925720214844,75.41285705566406,71.52080535888672,0.029390215846727408,0.08540804053603579
241,241,241,241,2020-01-21,77.10315704345703,75.58333587646484,73.15264892578125,0.020107886869087377,0.05400362359651334
242,242,242,242,2020-01-22,77.37837982177734,77.1981430053711,72.44145965576172,0.002334729948020975,0.06815047887598658
243,243,243,243,2020-01-23,77.75102996826172,76.15571594238281,73.0186996459961,0.020948053683664147,0.06480984111205168
244,244,244,244,2020-01-24,77.5269546508789,75.82935333251953,72.67527770996094,0.022387126406250957,0.06675828553804064
