,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CBOE,CBOE_6m,CBOE_12m,CBOE_6m_ret,CBOE_12m_ret
0,0,0,0,2019-02-05,95.0999984741211,,,,
1,1,1,1,2019-02-06,95.04000091552734,,,,
2,2,2,2,2019-02-07,95.0,,,,
3,3,3,3,2019-02-08,94.6500015258789,,,,
4,4,4,4,2019-02-11,94.12000274658205,,,,
5,5,5,5,2019-02-12,94.0,,,,
6,6,6,6,2019-02-13,95.0,95.0999984741211,,-0.0010515086827084241,
7,7,7,7,2019-02-14,92.63999938964844,95.04000091552734,,-0.02525254106438879,
8,8,8,8,2019-02-15,93.54000091552734,95.0,,-0.015368411415501604,
9,9,9,9,2019-02-19,94.16000366210938,94.6500015258789,,-0.005176945122769561,
10,10,10,10,2019-02-20,95.1500015258789,94.12000274658205,,0.01094346312409411,
11,11,11,11,2019-02-21,94.83999633789062,94.0,,0.0089361312541556,
12,12,12,12,2019-02-22,96.5999984741211,95.0,95.0999984741211,0.016842089201274613,0.015772870915536252
13,13,13,13,2019-02-25,95.4000015258789,92.63999938964844,95.04000091552734,0.02979276936975972,0.0037878851734389762
14,14,14,14,2019-02-26,94.9000015258789,93.54000091552734,95.0,0.014539240934792419,-0.0010526155170641482
15,15,15,15,2019-02-27,94.1500015258789,94.16000366210938,94.6500015258789,-0.00010622489211409292,-0.005282620094446466
16,16,16,16,2019-02-28,95.91000366210938,95.1500015258789,94.12000274658205,0.007987410657305904,0.019018283715385165
17,17,17,17,2019-03-01,96.1999969482422,94.83999633789062,94.0,0.014339947942493048,0.02340422285364041
18,18,18,18,2019-03-04,97.54000091552734,96.5999984741211,95.0,0.009730874288347735,0.026736851742393153
19,19,19,19,2019-03-05,96.91000366210938,95.4000015258789,92.63999938964844,0.01582811438237619,0.04609244711348803
20,20,20,20,2019-03-06,94.8000030517578,94.9000015258789,93.54000091552734,-0.001053724684017432,0.01347019589371512
21,21,21,21,2019-03-07,92.7300033569336,94.1500015258789,94.16000366210938,-0.01508229576135478,-0.015186918538228844
22,22,22,22,2019-03-08,92.33000183105467,95.91000366210938,95.1500015258789,-0.03732667807695056,-0.029637410925918317
23,23,23,23,2019-03-11,94.5,96.1999969482422,94.83999633789062,-0.017671486509057144,-0.00358494676317056
24,24,24,24,2019-03-12,95.66000366210938,97.54000091552734,96.5999984741211,-0.01927411560151726,-0.009730795309107032
25,25,25,25,2019-03-13,95.83000183105467,96.91000366210938,95.4000015258789,-0.011144379220336065,0.004507340653020053
26,26,26,26,2019-03-14,95.2699966430664,94.8000030517578,94.9000015258789,0.004957738145345836,0.0038987893702677745
27,27,27,27,2019-03-15,97.05999755859376,92.7300033569336,94.1500015258789,0.046694640838017554,0.030908082693073435
28,28,28,28,2019-03-18,95.83000183105467,92.33000183105467,95.91000366210938,0.03790750493435824,-0.0008341343759775688
29,29,29,29,2019-03-19,95.51000213623048,94.5,96.1999969482422,0.010687853293444238,-0.007172503470898817
30,30,30,30,2019-03-20,94.69000244140624,95.66000366210938,97.54000091552734,-0.010140091820708852,-0.02921876612026375
31,31,31,31,2019-03-21,94.70999908447266,95.83000183105467,96.91000366210938,-0.011687391476382758,-0.022701521974009542
32,32,32,32,2019-03-22,95.44000244140624,95.2699966430664,94.8000030517578,0.0017844631503112218,0.006751048196686371
33,33,33,33,2019-03-25,95.25,97.05999755859376,92.7300033569336,-0.01864823412447636,0.02717563411883539
34,34,34,34,2019-03-26,94.7699966430664,95.83000183105467,92.33000183105467,-0.011061308230558398,0.026426890107469347
35,35,35,35,2019-03-27,94.27999877929688,95.51000213623048,94.5,-0.012878267505210594,-0.0023280552455356984
36,36,36,36,2019-03-28,94.16000366210938,94.69000244140624,95.66000366210938,-0.005597198918912527,-0.015680534628644827
37,37,37,37,2019-03-29,95.44000244140624,94.70999908447266,95.83000183105467,0.007707774933906286,-0.0040697003255409925
38,38,38,38,2019-04-01,96.83000183105467,95.44000244140624,95.2699966430664,0.014564117289307621,0.016374569570238418
39,39,39,39,2019-04-02,96.5,95.25,97.05999755859376,0.013123359580052396,-0.005769602026372445
40,40,40,40,2019-04-03,95.6999969482422,94.7699966430664,95.83000183105467,0.009813235603230774,-0.001356619851074048
41,41,41,41,2019-04-04,95.75,94.27999877929688,95.51000213623048,0.015591867201274479,0.0025128034593402404
42,42,42,42,2019-04-05,95.8499984741211,94.16000366210938,94.69000244140624,0.017948117526378038,0.012250459423450266
43,43,43,43,2019-04-08,95.58999633789062,95.44000244140624,94.70999908447266,0.001571604072165389,0.009291492576545046
44,44,44,44,2019-04-09,94.91000366210938,96.83000183105467,95.44000244140624,-0.019828546242261158,-0.005553214226102332
45,45,45,45,2019-04-10,96.13999938964844,96.5,95.25,-0.0037305762730731606,0.009343825613106871
46,46,46,46,2019-04-11,95.91000366210938,95.6999969482422,94.7699966430664,0.002194427592100645,0.012029197630306854
47,47,47,47,2019-04-12,96.1500015258789,95.75,94.27999877929688,0.004177561627978221,0.01983456481538126
48,48,48,48,2019-04-15,97.69000244140624,95.8499984741211,94.16000366210938,0.01919670314634314,0.03748936535691061
49,49,49,49,2019-04-16,98.93000030517578,95.58999633789062,95.44000244140624,0.03494093624063899,0.036567453630485414
50,50,50,50,2019-04-17,100.8000030517578,94.91000366210938,96.83000183105467,0.06205878371491269,0.0409997020100219
51,51,51,51,2019-04-18,101.26000213623048,96.13999938964844,96.5,0.05325569772297434,0.04932644700756983
52,52,52,52,2019-04-22,101.06999969482422,95.91000366210938,95.6999969482422,0.05380039449162677,0.056112883153865756
53,53,53,53,2019-04-23,101.12000274658205,96.1500015258789,95.75,0.05169007947821469,0.056083579598768196
54,54,54,54,2019-04-24,101.3499984741211,97.69000244140624,95.8499984741211,0.03746541039253315,0.05738132590043765
55,55,55,55,2019-04-25,101.73999786376952,98.93000030517578,95.58999633789062,0.02840389719928793,0.06433729220095286
56,56,56,56,2019-04-26,101.5500030517578,100.8000030517578,94.91000366210938,0.0074404759652129115,0.06996100656878701
57,57,57,57,2019-04-29,101.0,101.26000213623048,96.13999938964844,-0.0025676686820595984,0.05055128605373027
58,58,58,58,2019-04-30,101.61000061035156,101.06999969482422,95.91000366210938,0.005342840775282909,0.059430682208325925
59,59,59,59,2019-05-01,101.04000091552734,101.12000274658205,96.1500015258789,-0.0007911573267574967,0.050858027166357234
60,60,60,60,2019-05-02,99.9000015258789,101.3499984741211,97.69000244140624,-0.014306827529084076,0.02262257169865678
61,61,61,61,2019-05-03,100.9800033569336,101.73999786376952,98.93000030517578,-0.007469967788416465,0.020721753213727157
62,62,62,62,2019-05-06,103.06999969482422,101.5500030517578,100.8000030517578,0.014967962554286895,0.022519807285133142
63,63,63,63,2019-05-07,101.77999877929688,101.0,101.26000213623048,0.007722760191058109,0.005135262019517084
64,64,64,64,2019-05-08,102.62999725341795,101.61000061035156,101.06999969482422,0.010038348951279197,0.015434823026655442
65,65,65,65,2019-05-09,103.5999984741211,101.04000091552734,101.12000274658205,0.02533647600353839,0.024525273538156478
66,66,66,66,2019-05-10,103.41999816894533,99.9000015258789,101.3499984741211,0.03523520109411171,0.02042426962002164
67,67,67,67,2019-05-13,103.13999938964844,100.9800033569336,101.73999786376952,0.02139033433262938,0.01376058143576464
68,68,68,68,2019-05-14,105.06999969482422,103.06999969482422,101.5500030517578,0.01940428840517816,0.034662693621706264
69,69,69,69,2019-05-15,103.87999725341795,101.77999877929688,101.0,0.02063272253200532,0.02851482429126695
70,70,70,70,2019-05-16,105.25,102.62999725341795,101.61000061035156,0.02552862532104161,0.035823239521539874
71,71,71,71,2019-05-17,105.79000091552734,103.5999984741211,101.04000091552734,0.021139020016040844,0.047011084292953864
72,72,72,72,2019-05-20,107.63999938964844,103.41999816894533,99.9000015258789,0.04080449908546102,0.0774774549103936
73,73,73,73,2019-05-21,107.33999633789062,103.13999938964844,100.9800033569336,0.04072132027435038,0.06298269726211436
74,74,74,74,2019-05-22,107.79000091552734,105.06999969482422,103.06999969482422,0.025887515262238203,0.045794132479658245
75,75,75,75,2019-05-23,106.20999908447266,103.87999725341795,101.77999877929688,0.022429744827299203,0.04352525406079
76,76,76,76,2019-05-24,106.9499969482422,105.25,102.62999725341795,0.016151990007051698,0.04209295342917274
77,77,77,77,2019-05-28,105.5,105.79000091552734,103.5999984741211,-0.0027412885246017593,0.018339783338447768
78,78,78,78,2019-05-29,107.2699966430664,107.63999938964844,103.41999816894533,-0.003437409408027281,0.037226827908387605
79,79,79,79,2019-05-30,106.5999984741211,107.33999633789062,103.13999938964844,-0.006893962073933002,0.033546626962845494
80,80,80,80,2019-05-31,108.54000091552734,107.79000091552734,105.06999969482422,0.006957973778920046,0.03302561369355428
81,81,81,81,2019-06-03,109.13999938964844,106.20999908447266,103.87999725341795,0.027586859339349346,0.05063537038221688
82,82,82,82,2019-06-04,109.94000244140624,106.9499969482422,105.25,0.0279570414070327,0.04456059326751771
83,83,83,83,2019-06-05,110.91999816894533,105.5,105.79000091552734,0.05137439022696988,0.04849226967598064
84,84,84,84,2019-06-06,111.06999969482422,107.2699966430664,107.63999938964844,0.035424658997632585,0.03186548053349059
85,85,85,85,2019-06-07,111.30999755859376,106.5999984741211,107.33999633789062,0.044183856959586265,0.03698529305149356
86,86,86,86,2019-06-10,111.12999725341795,108.54000091552734,107.79000091552734,0.023862136687342606,0.030986142587642096
87,87,87,87,2019-06-11,108.02999877929688,109.13999938964844,106.20999908447266,-0.010170428958760303,0.01713586018748292
88,88,88,88,2019-06-12,107.6999969482422,109.94000244140624,106.9499969482422,-0.020374799376213115,0.007012622920998801
89,89,89,89,2019-06-13,107.26000213623048,110.91999816894533,105.5,-0.032996719195218516,0.01668248470360645
90,90,90,90,2019-06-14,107.73999786376952,111.06999969482422,107.2699966430664,-0.02998110957237965,0.004381478842280684
