,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MDLZ,MDLZ_6m,MDLZ_12m,MDLZ_6m_ret,MDLZ_12m_ret
31,31,31,31,2019-03-21,43.74907684326172,42.3170280456543,42.00378036499024,0.0338409586812769,0.04155093810856525
32,32,32,32,2019-03-22,43.97284698486328,42.37968444824219,42.03956604003906,0.03759260026031597,0.045987176532291896
33,33,33,33,2019-03-25,44.22344207763672,42.782447814941406,41.89637756347656,0.033681903123646384,0.055543334519421395
34,34,34,34,2019-03-26,44.56355667114258,42.99726104736328,41.690521240234375,0.03642779994879097,0.06891339674917552
35,35,35,35,2019-03-27,44.420352935791016,43.1762580871582,42.17383193969727,0.0288143276826216,0.05326812605755049
36,36,36,36,2019-03-28,44.40235137939453,43.12256622314453,42.02167510986328,0.029677852417862916,0.05665353090535086
37,37,37,37,2019-03-29,44.91520690917969,43.74907684326172,42.3170280456543,0.026654963945772492,0.061397952160589186
38,38,38,38,2019-04-01,44.70827102661133,43.97284698486328,42.37968444824219,0.016724503692044257,0.05494582153420735
39,39,39,39,2019-04-02,44.66328430175781,44.22344207763672,42.782447814941406,0.009945906592908837,0.043962806778894414
40,40,40,40,2019-04-03,44.744258880615234,44.56355667114258,42.99726104736328,0.004054932392541177,0.04063044460733356
41,41,41,41,2019-04-04,44.67228698730469,44.420352935791016,43.1762580871582,0.005671590495416323,0.034649341245054366
42,42,42,42,2019-04-05,44.69927597045898,44.40235137939453,43.12256622314453,0.006687136645701086,0.03656344891803309
43,43,43,43,2019-04-08,44.63628768920898,44.91520690917969,43.74907684326172,-0.006209906157945477,0.02027953296308027
44,44,44,44,2019-04-09,44.66328430175781,44.70827102661133,43.97284698486328,-0.0010062282396636757,0.015701446784471385
45,45,45,45,2019-04-10,44.71726989746094,44.66328430175781,44.22344207763672,0.0012087242697689238,0.011166652721361636
46,46,46,46,2019-04-11,44.69028091430664,44.744258880615234,44.56355667114258,-0.0012063663061805396,0.0028436743525483976
47,47,47,47,2019-04-12,44.798248291015625,44.67228698730469,44.420352935791016,0.002819674393360172,0.00850725692726595
48,48,48,48,2019-04-15,45.23911666870117,44.69927597045898,44.40235137939453,0.012077168735327382,0.01884506705865463
49,49,49,49,2019-04-16,45.09516906738281,44.63628768920898,44.91520690917969,0.010280455699383184,0.004006708876283627
50,50,50,50,2019-04-17,45.194129943847656,44.66328430175781,44.70827102661133,0.011885503952268728,0.010867316182885611
51,51,51,51,2019-04-18,45.06816864013672,44.71726989746094,44.66328430175781,0.007847052011010769,0.009065261202991559
52,52,52,52,2019-04-22,45.14915084838867,44.69028091430664,44.744258880615234,0.010267779138867228,0.009049026129894111
53,53,53,53,2019-04-23,45.31109237670898,44.798248291015625,44.67228698730469,0.011447860245825892,0.014299813877579837
54,54,54,54,2019-04-24,45.32909393310547,45.23911666870117,44.69927597045898,0.0019889261999350705,0.014090115532580993
55,55,55,55,2019-04-25,44.99620056152344,45.09516906738281,44.63628768920898,-0.0021946587163581555,0.008063234891316329
56,56,56,56,2019-04-26,45.24811553955078,45.194129943847656,44.66328430175781,0.0011945267177440044,0.013094228222037652
57,57,57,57,2019-04-29,45.46405792236328,45.06816864013672,44.71726989746094,0.008784232733920927,0.016700215076071778
58,58,58,58,2019-04-30,45.75198745727539,45.14915084838867,44.69028091430664,0.013352113994592019,0.023756989690992603
59,59,59,59,2019-05-01,46.4627685546875,45.31109237670898,44.798248291015625,0.02541709143544102,0.03715592299187498
60,60,60,60,2019-05-02,46.318809509277344,45.32909393310547,45.23911666870117,0.021834003071679486,0.02386635549237326
61,61,61,61,2019-05-03,46.57074737548828,44.99620056152344,45.09516906738281,0.034992883717192,0.032721427563573435
62,62,62,62,2019-05-06,46.42677688598633,45.24811553955078,45.194129943847656,0.02604884938037455,0.027274492144670148
63,63,63,63,2019-05-07,45.89592361450195,45.46405792236328,45.06816864013672,0.009499057318555826,0.018366731982715878
