,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MDLZ,MDLZ_6m,MDLZ_12m,MDLZ_6m_ret,MDLZ_12m_ret
64,64,64,64,2019-05-08,45.89592361450195,45.75198745727539,45.14915084838867,0.003146008845210879,0.016540128708532054
65,65,65,65,2019-05-09,46.20184326171875,46.4627685546875,45.31109237670898,-0.005615793055070206,0.019658561254807472
66,66,66,66,2019-05-10,46.66971206665039,46.318809509277344,45.32909393310547,0.00757581123285922,0.0295752245902674
67,67,67,67,2019-05-13,46.057884216308594,46.57074737548828,44.99620056152344,-0.011012560203180755,0.023594962275392817
68,68,68,68,2019-05-14,46.44477462768555,46.42677688598633,45.24811553955078,0.0003876586510285218,0.026446606093214697
69,69,69,69,2019-05-15,46.63372421264648,45.89592361450195,45.46405792236328,0.016075514774288147,0.02572727432911015
70,70,70,70,2019-05-16,47.506473541259766,45.89592361450195,45.75198745727539,0.03509135016620335,0.03834775670942747
71,71,71,71,2019-05-17,46.99362564086914,46.20184326171875,46.4627685546875,0.017137462993958907,0.01142542949322567
72,72,72,72,2019-05-20,47.047607421875,46.66971206665039,46.318809509277344,0.008097229198348765,0.015734383511123662
73,73,73,73,2019-05-21,46.94863128662109,46.057884216308594,46.57074737548828,0.019339730547090372,0.008114190396946386
74,74,74,74,2019-05-22,46.86765670776367,46.44477462768555,46.42677688598633,0.009105051826993726,0.009496240130131062
75,75,75,75,2019-05-23,46.82267379760742,46.63372421264648,45.89592361450195,0.004051779868563532,0.02019242908999086
76,76,76,76,2019-05-24,46.90364074707031,47.506473541259766,45.89592361450195,-0.012689487331992488,0.021956571590814322
77,77,77,77,2019-05-28,45.85993957519531,46.99362564086914,46.20184326171875,-0.024124251964247057,-0.007400217445582502
78,78,78,78,2019-05-29,46.030887603759766,47.047607421875,46.66971206665039,-0.02161044681822666,-0.013688202360843782
79,79,79,79,2019-05-30,46.11187744140625,46.94863128662109,46.057884216308594,-0.017822752704044986,0.001172290608141724
80,80,80,80,2019-05-31,45.75198745727539,46.86765670776367,46.44477462768555,-0.023804673176746838,-0.014916364132751991
81,81,81,81,2019-06-03,46.39078903198242,46.82267379760742,46.63372421264648,-0.009223838166351528,-0.0052094312595812875
82,82,82,82,2019-06-04,46.91264343261719,46.90364074707031,47.506473541259766,0.00019194001581723796,-0.012499982936574616
83,83,83,83,2019-06-05,47.63243103027344,45.85993957519531,46.99362564086914,0.03865010445929218,0.013593447636624623
84,84,84,84,2019-06-06,48.10031127929688,46.030887603759766,47.047607421875,0.04495728375587715,0.022375289947952126
85,85,85,85,2019-06-07,48.60416793823242,46.11187744140625,46.94863128662109,0.05404877517713502,0.03526272451915147
86,86,86,86,2019-06-10,48.75712203979492,45.75198745727539,46.86765670776367,0.06568314841679435,0.04031490935876603
87,87,87,87,2019-06-11,48.57716751098633,46.39078903198242,46.82267379760742,0.04712958163950587,0.03747102783926359
88,88,88,88,2019-06-12,49.08102416992188,46.91264343261719,46.90364074707031,0.04622167029276958,0.046422482096713846
89,89,89,89,2019-06-13,49.17100524902344,47.63243103027344,45.85993957519531,0.03230098035038642,0.07219952107435867
90,90,90,90,2019-06-14,49.53089904785156,48.10031127929688,46.030887603759766,0.02974175697633008,0.07603614933999059
91,91,91,91,2019-06-17,49.26097106933594,48.60416793823242,46.11187744140625,0.013513308816194503,0.06829246178343529
92,92,92,92,2019-06-18,49.090030670166016,48.75712203979492,45.75198745727539,0.006827897473098865,0.07295952369299341
93,93,93,93,2019-06-19,49.53989791870117,48.57716751098633,46.39078903198242,0.019818578501867412,0.0678822014548559
94,94,94,94,2019-06-20,49.89978790283203,49.08102416992188,46.91264343261719,0.016681879540156652,0.06367461416889486
95,95,95,95,2019-06-21,49.71085357666016,49.17100524902344,47.63243103027344,0.01097899717328743,0.04363460989563506
96,96,96,96,2019-06-24,49.782833099365234,49.53089904785156,48.10031127929688,0.005086401748336522,0.03497943724934971
97,97,97,97,2019-06-25,49.91778564453125,49.26097106933594,48.60416793823242,0.01333336637377358,0.027026853087336322
98,98,98,98,2019-06-26,49.00005340576172,49.090030670166016,48.75712203979492,-0.0018329029983470413,0.004982479601000955
99,99,99,99,2019-06-27,48.927730560302734,49.53989791870117,48.57716751098633,-0.012357057323837295,0.007216621867405459
100,100,100,100,2019-06-28,48.72882843017578,49.89978790283203,49.08102416992188,-0.02346622143838395,-0.007175802577525148
101,101,101,101,2019-07-01,49.461124420166016,49.71085357666016,49.17100524902344,-0.005023634448542258,0.00590020825633486
102,102,102,102,2019-07-02,49.6781005859375,49.782833099365234,49.53089904785156,-0.002103787729772044,0.002971913308977614
103,103,103,103,2019-07-03,50.45558166503906,49.91778564453125,49.26097106933594,0.010773635359899725,0.024250650561104203
104,104,104,104,2019-07-05,50.17532730102539,49.00005340576172,49.090030670166016,0.023985155394248503,0.02210828993266345
105,105,105,105,2019-07-08,50.12108612060547,48.927730560302734,49.53989791870117,0.024390167838092225,0.011731719812141606
106,106,106,106,2019-07-09,50.06684112548828,48.72882843017578,49.89978790283203,0.02745833910679285,0.0033477742025986856
107,107,107,107,2019-07-10,50.20244598388672,49.461124420166016,49.71085357666016,0.014987964232743067,0.009889035730767715
108,108,108,108,2019-07-11,49.3887939453125,49.6781005859375,49.782833099365234,-0.0058236252435724944,-0.007915161302014306
109,109,109,109,2019-07-12,49.307430267333984,50.45558166503906,49.91778564453125,-0.022755686483357684,-0.012227212591993886
110,110,110,110,2019-07-15,49.45207214355469,50.17532730102539,49.00005340576172,-0.014414557838986375,0.009224862145554624
111,111,111,111,2019-07-16,49.51536178588867,50.12108612060547,48.927730560302734,-0.01208521964706133,0.012010187655478788
112,112,112,112,2019-07-17,49.62384033203125,50.06684112548828,48.72882843017578,-0.00884818741303628,0.018367195163289107
113,113,113,113,2019-07-18,49.93122863769531,50.20244598388672,49.461124420166016,-0.005402472745620002,0.009504519418843449
114,114,114,114,2019-07-19,49.62384033203125,49.3887939453125,49.6781005859375,0.004759103592993474,-0.0010922368864000331
115,115,115,115,2019-07-22,49.3978385925293,49.307430267333984,50.45558166503906,0.0018335639214037691,-0.020963846567696565
116,116,116,116,2019-07-23,49.53343963623047,49.45207214355469,50.17532730102539,0.0016453808535985548,-0.012792894422869128
117,117,117,117,2019-07-24,49.19894790649414,49.51536178588867,50.12108612060547,-0.006390216449649433,-0.018398208927324577
118,118,118,118,2019-07-25,49.18990707397461,49.62384033203125,50.06684112548828,-0.008744451359532168,-0.017515266228115167
119,119,119,119,2019-07-26,49.55152893066406,49.93122863769531,50.20244598388672,-0.007604453513178733,-0.012965843405948307
120,120,120,120,2019-07-29,49.59672927856445,49.62384033203125,49.3887939453125,-0.0005463312247782071,0.004210172321320371
121,121,121,121,2019-07-30,49.55152893066406,49.3978385925293,49.307430267333984,0.0031112765763401384,0.004950545222223601
122,122,122,122,2019-07-31,48.35816192626953,49.53343963623047,49.45207214355469,-0.02372695533748681,-0.022120614361914703
123,123,123,123,2019-08-01,48.48473739624024,49.19894790649414,49.51536178588867,-0.01451678421277025,-0.020814235269147274
124,124,124,124,2019-08-02,48.602272033691406,49.18990707397461,49.62384033203125,-0.011946252295201187,-0.020586240232609354
125,125,125,125,2019-08-05,47.21001052856445,49.55152893066406,49.93122863769531,-0.04725421097250149,-0.05449932203503782
126,126,126,126,2019-08-06,47.76148986816406,49.59672927856445,49.62384033203125,-0.0370032346305057,-0.03752934983278744
127,127,127,127,2019-08-07,48.29488754272461,49.55152893066406,49.3978385925293,-0.025360294930512284,-0.022327921245758553
128,128,128,128,2019-08-08,49.6781005859375,48.35816192626953,49.53343963623047,0.0272950543835897,0.0029204705098093697
129,129,129,129,2019-08-09,49.44304275512695,48.48473739624024,49.19894790649414,0.019765093312870574,0.004961383505531991
130,130,130,130,2019-08-12,49.04524993896485,48.602272033691406,49.18990707397461,0.00911434562084601,-0.002940788946647399
131,131,131,131,2019-08-13,49.33455276489258,47.21001052856445,49.55152893066406,0.04500194370943156,-0.0043787986052881145
132,132,132,132,2019-08-14,48.09599304199219,47.76148986816406,49.59672927856445,0.007003616820820513,-0.030258774286168078
133,133,133,133,2019-08-15,48.620338439941406,48.29488754272461,49.55152893066406,0.0067388271052268855,-0.018792366468159738
134,134,134,134,2019-08-16,49.307430267333984,49.6781005859375,48.35816192626953,-0.007461443055019723,0.01962995083460317
135,135,135,135,2019-08-19,49.32551574707031,49.44304275512695,48.48473739624024,-0.0023770181102872323,0.017341093217827064
136,136,136,136,2019-08-20,48.8101921081543,49.04524993896485,48.602272033691406,-0.004792672707409462,0.004277990837933565
137,137,137,137,2019-08-21,49.0904541015625,49.33455276489258,47.21001052856445,-0.004947823576983645,0.03983145845435221
138,138,138,138,2019-08-22,49.280303955078125,48.09599304199219,47.76148986816406,0.02462389979248214,0.0317999729720837
139,139,139,139,2019-08-23,48.48473739624024,48.620338439941406,48.29488754272461,-0.0027889777827989626,0.0039310548833493275
140,140,140,140,2019-08-26,49.235111236572266,49.307430267333984,49.6781005859375,-0.0014666964059903975,-0.008917195789297838
141,141,141,141,2019-08-27,49.19894790649414,49.32551574707031,49.44304275512695,-0.0025659709515291063,-0.004936889702394032
142,142,142,142,2019-08-28,49.61481475830078,48.8101921081543,49.04524993896485,0.016484726148251694,0.011613047543742372
143,143,143,143,2019-08-29,49.97643280029297,49.0904541015625,49.33455276489258,0.018047881506605856,0.013010760195989235
144,144,144,144,2019-08-30,49.92219543457031,49.280303955078125,48.09599304199219,0.013025314942807675,0.03796994878520721
145,145,145,145,2019-09-03,50.30189895629883,48.48473739624024,48.620338439941406,0.0374790430482872,0.034585537047105985
146,146,146,146,2019-09-04,50.80816650390625,49.235111236572266,49.307430267333984,0.031949867235508744,0.030436310074072104
147,147,147,147,2019-09-05,50.75392532348633,49.19894790649414,49.32551574707031,0.031605907913875075,0.02895883712074232
148,148,148,148,2019-09-06,51.1969108581543,49.61481475830078,48.8101921081543,0.03188757445857093,0.04889795853930412
149,149,149,149,2019-09-09,51.061309814453125,49.97643280029297,49.0904541015625,0.021707772111213997,0.040147432916655346
150,150,150,150,2019-09-10,49.11757278442383,49.92219543457031,49.280303955078125,-0.01611753335650168,-0.0033021543617636206
151,151,151,151,2019-09-11,49.280303955078125,50.30189895629883,48.48473739624024,-0.020309273057628308,0.016408597871452546
152,152,152,152,2019-09-12,49.55152893066406,50.80816650390625,49.235111236572266,-0.024732984079352205,0.0064266675984832045
153,153,153,153,2019-09-13,48.891563415527344,50.75392532348633,49.19894790649414,-0.03669394822349192,-0.0062477858581651
154,154,154,154,2019-09-16,48.864444732666016,51.1969108581543,49.61481475830078,-0.04555872779024872,-0.015123910656327233
155,155,155,155,2019-09-17,49.45207214355469,51.061309814453125,49.97643280029297,-0.031515793009346926,-0.010492158550684083
156,156,156,156,2019-09-18,49.470157623291016,49.11757278442383,49.92219543457031,0.007178384819923389,-0.009054846393359295
157,157,157,157,2019-09-19,49.75946044921875,49.280303955078125,50.30189895629883,0.009723083172892055,-0.010783658635856619
158,158,158,158,2019-09-20,49.40687942504883,49.55152893066406,50.80816650390625,-0.0029191734087082866,-0.02757995761861798
159,159,159,159,2019-09-23,49.370723724365234,48.891563415527344,50.75392532348633,0.009800470170395759,-0.027253095998094556
160,160,160,160,2019-09-24,49.76850128173828,48.864444732666016,51.1969108581543,0.01850131632556762,-0.027900307898919063
161,161,161,161,2019-09-25,49.89506912231445,49.45207214355469,51.061309814453125,0.008958107508089563,-0.02284000736323777
162,162,162,162,2019-09-26,50.34709930419922,49.470157623291016,49.11757278442383,0.017726680549231322,0.025032314303716996
163,163,163,163,2019-09-27,50.33346557617188,49.75946044921875,49.280303955078125,0.011535597889750449,0.02137084264037359
164,164,164,164,2019-09-30,50.26985168457031,49.40687942504883,49.55152893066406,0.01746664168156231,0.014496480116917843
165,165,165,165,2019-10-01,49.65193557739258,49.370723724365234,48.891563415527344,0.005695923247901691,0.015552216144181452
166,166,166,166,2019-10-02,49.052188873291016,49.76850128173828,48.864444732666016,-0.014392886866177457,0.0038421421066408
167,167,167,167,2019-10-03,49.54290008544922,49.89506912231445,49.45207214355469,-0.007058193185421113,0.0018366862693006691
168,168,168,168,2019-10-04,50.869606018066406,50.34709930419922,49.470157623291016,0.010378089722908879,0.02828873935336973
169,169,169,169,2019-10-07,50.04268646240234,50.33346557617188,49.75946044921875,-0.005777053307197688,0.005691902818613315
170,170,170,170,2019-10-08,49.5792350769043,50.26985168457031,49.40687942504883,-0.013738186696858556,0.003488495000315339
171,171,171,171,2019-10-09,49.93363952636719,49.65193557739258,49.370723724365234,0.00567357436721716,0.01140181385925576
172,172,172,172,2019-10-10,50.35164260864258,49.052188873291016,49.76850128173828,0.026491248712840143,0.011717076300995055
173,173,173,173,2019-10-11,49.81550598144531,49.54290008544922,49.89506912231445,0.005502421043699801,-0.0015946092924352673
174,174,174,174,2019-10-14,49.27027893066406,50.869606018066406,50.34709930419922,-0.031439738039927834,-0.021387932739261983
175,175,175,175,2019-10-15,49.106712341308594,50.04268646240234,50.33346557617188,-0.01870351468434761,-0.02437251679018182
176,176,176,176,2019-10-16,49.315704345703125,49.5792350769043,50.26985168457031,-0.00531534483725693,-0.01898050833438303
177,177,177,177,2019-10-17,49.64284896850586,49.93363952636719,49.65193557739258,-0.005823540214964229,-0.00018300613623722928
178,178,178,178,2019-10-18,49.50654602050781,50.35164260864258,49.052188873291016,-0.016783893123472948,0.009262729302263573
179,179,179,179,2019-10-21,48.67962265014648,49.81550598144531,49.54290008544922,-0.022801802549630157,-0.0174248466241137
180,180,180,180,2019-10-22,47.89812469482422,49.27027893066406,50.869606018066406,-0.02784953252996225,-0.05841368856261364
181,181,181,181,2019-10-23,47.84360122680664,49.106712341308594,50.04268646240234,-0.02572176092186529,-0.043944188273103535
182,182,182,182,2019-10-24,48.197998046875,49.315704345703125,49.5792350769043,-0.022664307722201515,-0.027859183948417243
183,183,183,183,2019-10-25,47.95265197753906,49.64284896850586,49.93363952636719,-0.03404713923729641,-0.03967240456770782
184,184,184,184,2019-10-28,47.62550735473633,49.50654602050781,50.35164260864258,-0.037995756460009855,-0.05414193286791247
185,185,185,185,2019-10-29,48.00716781616211,48.67962265014648,49.81550598144531,-0.013813887564766203,-0.036300708577701735
186,186,186,186,2019-10-30,47.28020095825195,47.89812469482422,49.27027893066406,-0.012900791847473725,-0.04039104335521748
187,187,187,187,2019-10-31,47.66185760498047,47.84360122680664,49.106712341308594,-0.0037987027975716625,-0.02942275439426456
188,188,188,188,2019-11-01,47.28020095825195,48.197998046875,49.315704345703125,-0.01904222427932467,-0.041274953170744366
189,189,189,189,2019-11-04,47.01667404174805,47.95265197753906,49.64284896850586,-0.019518794001829654,-0.05290137414200169
190,190,190,190,2019-11-05,46.98032760620117,47.62550735473633,49.50654602050781,-0.013546937016955307,-0.05102796735728987
191,191,191,191,2019-11-06,47.452857971191406,48.00716781616211,48.67962265014648,-0.011546397552410714,-0.025200784479609717
192,192,192,192,2019-11-07,47.01667404174805,47.28020095825195,47.89812469482422,-0.00557372665857736,-0.01840261301861401
193,193,193,193,2019-11-08,47.00758361816406,47.66185760498047,47.84360122680664,-0.013727412645956893,-0.01747396908270693
194,194,194,194,2019-11-11,47.07120132446289,47.28020095825195,48.197998046875,-0.004420447239080194,-0.02337849637066336
195,195,195,195,2019-11-12,47.31655502319336,47.01667404174805,47.95265197753906,0.0063781836456366925,-0.013265104808877881
196,196,196,196,2019-11-13,47.889041900634766,46.98032760620117,47.62550735473633,0.019342442693261352,0.005533474823386397
197,197,197,197,2019-11-14,48.070777893066406,47.452857971191406,48.00716781616211,0.013021764089533594,0.0013250120721115533
198,198,198,198,2019-11-15,47.99808883666992,47.01667404174805,47.28020095825195,0.02087376053121992,0.015183689237104891
199,199,199,199,2019-11-18,48.23434448242188,47.00758361816406,47.66185760498047,0.026097084126310843,0.012011426037695783
200,200,200,200,2019-11-19,47.89812469482422,47.07120132446289,47.28020095825195,0.017567500873014286,0.013069397423202345
201,201,201,201,2019-11-20,47.62550735473633,47.31655502319336,47.01667404174805,0.006529476446278215,0.012949306291799134
202,202,202,202,2019-11-21,47.31655502319336,47.889041900634766,46.98032760620117,-0.011954444163432276,0.007156770378668131
203,203,203,203,2019-11-22,47.07120132446289,48.070777893066406,47.452857971191406,-0.020793850493267985,-0.00804285901937074
204,204,204,204,2019-11-25,47.28929138183594,47.99808883666992,47.01667404174805,-0.01476720161183731,0.005798311889220864
205,205,205,205,2019-11-26,47.81633377075195,48.23434448242188,47.00758361816406,-0.00866624634698343,0.017204674019350774
206,206,206,206,2019-11-27,47.91629409790039,47.89812469482422,47.07120132446289,0.0003793343307683106,0.017953499159969466
207,207,207,207,2019-11-29,47.743648529052734,47.62550735473633,47.31655502319336,0.0024806281523981344,0.009026301801769554
208,208,208,208,2019-12-02,48.01625442504883,47.31655502319336,47.889041900634766,0.014787623518079274,0.0026564015349903602
209,209,209,209,2019-12-03,48.27978515625,47.07120132446289,48.070777893066406,0.02567565300609842,0.004347906822904646
210,210,210,210,2019-12-04,48.470611572265625,47.28929138183594,47.99808883666992,0.024980712459638177,0.009844615630501874
211,211,211,211,2019-12-05,48.89770126342773,47.81633377075195,48.23434448242188,0.022615023097760423,0.013752789389469111
212,212,212,212,2019-12-06,48.92496490478516,47.91629409790039,47.89812469482422,0.021050684863564317,0.021438004441787673
213,213,213,213,2019-12-09,49.22483444213867,47.743648529052734,47.62550735473633,0.031023726898136372,0.033581313380870226
214,214,214,214,2019-12-10,49.1248893737793,48.01625442504883,47.31655502319336,0.023088742801898432,0.03821779395603797
215,215,215,215,2019-12-11,49.00675201416016,48.27978515625,47.07120132446289,0.015057375577738119,0.04111963653435313
216,216,216,216,2019-12-12,48.14347076416016,48.470611572265625,47.28929138183594,-0.006749260995350226,0.018062850116048024
217,217,217,217,2019-12-13,48.37974166870117,48.89770126342773,47.81633377075195,-0.010592718703403614,0.01178274981621108
218,218,218,218,2019-12-16,48.80683135986328,48.92496490478516,47.91629409790039,-0.00241458619647017,0.018585269973996343
219,219,219,219,2019-12-17,49.15214538574219,49.22483444213867,47.743648529052734,-0.0014766744717430447,0.029501240480864332
220,220,220,220,2019-12-18,49.551979064941406,49.1248893737793,48.01625442504883,0.008693957311791234,0.03198343265799242
221,221,221,221,2019-12-19,50.11538314819336,49.00675201416016,48.27978515625,0.02262200795745173,0.03802001160532775
222,222,222,222,2019-12-20,50.342552185058594,48.14347076416016,48.470611572265625,0.04567766689840558,0.03862011540749921
223,223,223,223,2019-12-23,49.73372268676758,48.37974166870117,48.89770126342773,0.02798652848000538,0.017097356352928195
224,224,224,224,2019-12-24,49.96998596191406,48.80683135986328,48.92496490478516,0.02383179914866007,0.021359669018928384
225,225,225,225,2019-12-26,49.8427619934082,49.15214538574219,49.22483444213867,0.014050589292615934,0.01255316667435169
226,226,226,226,2019-12-27,50.2335090637207,49.551979064941406,49.1248893737793,0.013753840142007201,0.022567372752866355
227,227,227,227,2019-12-30,50.23807144165039,50.11538314819336,49.00675201416016,0.002448116441497339,0.02512550570856953
228,228,228,228,2019-12-31,50.311153411865234,50.342552185058594,48.14347076416016,-0.0006237024511180911,0.04502547517448163
229,229,229,229,2020-01-02,49.62608337402344,49.73372268676758,48.37974166870117,-0.002164312400703916,0.025761644488659474
230,230,230,230,2020-01-03,49.54387283325195,49.96998596191406,48.80683135986328,-0.008527381396242206,0.015101194911718574
231,231,231,231,2020-01-06,49.461669921875,49.8427619934082,49.15214538574219,-0.007645885907839656,0.0062972741821072376
232,232,232,232,2020-01-07,49.2515869140625,50.2335090637207,49.551979064941406,-0.019547154239466846,-0.006062162532100346
233,233,233,233,2020-01-08,49.37032699584961,50.23807144165039,50.11538314819336,-0.017272646439237538,-0.014866815447476256
234,234,234,234,2020-01-09,49.49820327758789,50.311153411865234,50.342552185058594,-0.016158447563748735,-0.01677207195151509
235,235,235,235,2020-01-10,49.553009033203125,49.62608337402344,49.73372268676758,-0.0014724986509526694,-0.0036336241045662465
236,236,236,236,2020-01-13,49.86357879638672,49.54387283325195,49.96998596191406,0.006452986915471692,-0.0021294215613437695
237,237,237,237,2020-01-14,49.49820327758789,49.461669921875,49.8427619934082,0.0007386195365137738,-0.006912913772031404
238,238,238,238,2020-01-15,50.00059127807617,49.2515869140625,50.2335090637207,0.015207720419660564,-0.0046367014764800984
239,239,239,239,2020-01-16,50.41162109375,49.37032699584961,50.23807144165039,0.021091496882083227,0.003454544474327248
240,240,240,240,2020-01-17,50.384220123291016,49.49820327758789,50.311153411865234,0.017899979939358657,0.0014522964883676437
241,241,241,241,2020-01-21,50.731327056884766,49.553009033203125,49.62608337402344,0.023778939900342078,0.022271426792465077
242,242,242,242,2020-01-22,50.66738128662109,49.86357879638672,49.54387283325195,0.016120032088282832,0.02267704135989712
243,243,243,243,2020-01-23,50.639984130859375,49.49820327758789,49.461669921875,0.02306711714096643,0.023822774500851462
244,244,244,244,2020-01-24,50.320274353027344,50.00059127807617,49.2515869140625,0.006393585891280029,0.021698538177654214
245,245,245,245,2020-01-27,49.95492172241211,50.41162109375,49.37032699584961,-0.009059406569936979,0.011841013866722871
246,246,246,246,2020-01-28,50.1010627746582,50.384220123291016,49.49820327758789,-0.005619960931020129,0.012179421820413427
247,247,247,247,2020-01-29,49.8361701965332,50.731327056884766,49.553009033203125,-0.01764505114064585,0.005714308149084246
248,248,248,248,2020-01-30,53.709075927734375,50.66738128662109,49.86357879638672,0.06003260014380207,0.07712035967274611
249,249,249,249,2020-01-31,52.41201400756836,50.639984130859375,49.49820327758789,0.03499270205397109,0.058866999952295274
250,250,250,250,2020-02-03,52.567291259765625,50.320274353027344,50.00059127807617,0.04465430555831418,0.05133339258759673
251,251,251,251,2020-02-04,52.45768356323242,49.95492172241211,50.41162109375,0.05010040561623885,0.040587119102505786
252,252,252,252,2020-02-05,52.90525436401367,50.1010627746582,50.384220123291016,0.05597070070086141,0.05003618661862075
253,253,253,253,2020-02-06,53.36196899414063,49.8361701965332,50.731327056884766,0.0707477878758167,0.05185438840001444
254,254,254,254,2020-02-07,53.58118438720703,53.709075927734375,50.66738128662109,-0.0023811904844429632,0.05750846060314041
255,255,255,255,2020-02-10,53.86435317993164,52.41201400756836,50.639984130859375,0.0277100432002777,0.06367239453985873
256,256,256,256,2020-02-11,53.77300262451172,52.567291259765625,50.320274353027344,0.02293653212580371,0.06861505259811151
257,257,257,257,2020-02-12,53.84608459472656,52.45768356323242,49.95492172241211,0.026467067113639553,0.07789348352774406
258,258,258,258,2020-02-13,53.91915893554688,52.90525436401367,50.1010627746582,0.019164534481907136,0.0762078876063268
259,259,259,259,2020-02-14,54.512882232666016,53.36196899414063,49.8361701965332,0.021568042938066245,0.09384172214056163
260,260,260,260,2020-02-18,54.49462127685547,53.58118438720703,53.709075927734375,0.01704771740481581,0.014625933057907048
261,261,261,261,2020-02-19,54.165775299072266,53.86435317993164,52.41201400756836,0.0055959479942837564,0.03346105515522946
262,262,262,262,2020-02-20,53.92829513549805,53.77300262451172,52.567291259765625,0.0028879270899322407,0.02589069824821122
263,263,263,263,2020-02-21,53.66340255737305,53.84608459472656,52.45768356323242,-0.0033926707713007875,0.02298460229734034
264,264,264,264,2020-02-24,52.7408447265625,53.91915893554688,52.90525436401367,-0.021853349203627248,-0.003107623986078112
265,265,265,265,2020-02-25,52.08317947387695,54.512882232666016,53.36196899414063,-0.04457116665412897,-0.02396443655225866
266,266,266,266,2020-02-26,51.937042236328125,54.49462127685547,53.58118438720703,-0.04693268767817971,-0.030685065469949868
267,267,267,267,2020-02-27,49.74483108520508,54.165775299072266,53.86435317993164,-0.08161877476058033,-0.07647956118521404
268,268,268,268,2020-02-28,48.22854995727539,53.92829513549805,53.77300262451172,-0.10569118055561944,-0.10310848188918065
269,269,269,269,2020-03-02,50.786128997802734,53.66340255737305,53.84608459472656,-0.05361705412723572,-0.05682781988615582
270,270,270,270,2020-03-03,50.04624938964844,52.7408447265625,53.91915893554688,-0.051091243435411826,-0.07182807785499745
271,271,271,271,2020-03-04,52.98746490478516,52.08317947387695,54.512882232666016,0.01736233156352851,-0.027982694464222746
272,272,272,272,2020-03-05,51.937042236328125,51.937042236328125,54.49462127685547,0.0,-0.04693268767817971
273,273,273,273,2020-03-06,50.84093475341797,49.74483108520508,54.165775299072266,0.022034523875162693,-0.061382681726541155
274,274,274,274,2020-03-09,49.26984405517578,48.22854995727539,53.92829513549805,0.021590823253505365,-0.08638231690094467
275,275,275,275,2020-03-10,50.1558723449707,50.786128997802734,53.66340255737305,-0.012410015594204848,-0.0653616812436063
276,276,276,276,2020-03-11,47.80837631225586,50.04624938964844,52.7408447265625,-0.044716099701478496,-0.09352274200155997
277,277,277,277,2020-03-12,43.39656066894531,52.98746490478516,52.08317947387695,-0.18100326658529609,-0.16678357375030328
278,278,278,278,2020-03-13,46.51132583618164,51.937042236328125,51.937042236328125,-0.10446718115864106,-0.10446718115864106
279,279,279,279,2020-03-16,41.19521713256836,50.84093475341797,49.74483108520508,-0.18972345153825365,-0.17186939358568876
280,280,280,280,2020-03-17,44.5931510925293,49.26984405517578,48.22854995727539,-0.09491998711035499,-0.07537856452177416
281,281,281,281,2020-03-18,42.51968002319336,50.1558723449707,50.786128997802734,-0.15224921758425058,-0.16276981801402945
282,282,282,282,2020-03-19,41.533199310302734,47.80837631225586,50.04624938964844,-0.13125685258514963,-0.1701036577799283
283,283,283,283,2020-03-20,39.5693359375,43.39656066894531,52.98746490478516,-0.08819189061183097,-0.25323213691005264
284,284,284,284,2020-03-23,38.299686431884766,46.51132583618164,51.937042236328125,-0.17655139380931073,-0.262574748527064
285,285,285,285,2020-03-24,42.62015914916992,41.19521713256836,50.84093475341797,0.0345899867942443,-0.16169599642727606
286,286,286,286,2020-03-25,42.11777877807617,44.5931510925293,49.26984405517578,-0.055510145701899605,-0.1451611104977364
287,287,287,287,2020-03-26,44.66621398925781,42.51968002319336,50.1558723449707,0.0504833047871851,-0.1094519564519818
288,288,288,288,2020-03-27,43.74366760253906,41.533199310302734,47.80837631225586,0.05322171970720291,-0.08502084829588308
289,289,289,289,2020-03-30,46.98274612426758,39.5693359375,43.39656066894531,0.18735240334781222,0.08263755007406726
290,290,290,290,2020-03-31,46.01791763305664,38.299686431884766,46.51132583618164,0.20152204679008534,-0.010608345263320218
291,291,291,291,2020-04-01,44.731475830078125,42.62015914916992,41.19521713256836,0.04953798209712512,0.08584148703792249
292,292,292,292,2020-04-02,46.2935791015625,42.11777877807617,44.5931510925293,0.09914578699625021,0.038132044212459304
293,293,293,293,2020-04-03,46.67032241821289,44.66621398925781,42.51968002319336,0.044868553879159334,0.09761697154718618
294,294,294,294,2020-04-06,47.80974197387695,43.74366760253906,41.533199310302734,0.09295229673658811,0.15112109752684666
295,295,295,295,2020-04-07,47.59839630126953,46.98274612426758,39.5693359375,0.013103750371967982,0.20291117284483828
296,296,296,296,2020-04-08,47.58921051025391,46.01791763305664,38.299686431884766,0.03414524076744718,0.24254830636512859
297,297,297,297,2020-04-09,48.09459686279297,44.731475830078125,42.62015914916992,0.07518466516710443,0.12844714386125577
298,298,298,298,2020-04-13,47.80055618286133,46.2935791015625,42.11777877807617,0.03255261551483635,0.13492585719509131
299,299,299,299,2020-04-14,50.08858871459961,46.67032241821289,44.66621398925781,0.07324282583170572,0.12139767938795698
300,300,300,300,2020-04-15,49.35346984863281,47.80974197387695,43.74366760253906,0.0322889815134193,0.1282426132409651
301,301,301,301,2020-04-16,49.096187591552734,47.59839630126953,46.98274612426758,0.03146726374567477,0.04498335328665504
302,302,302,302,2020-04-17,49.142127990722656,47.58921051025391,46.01791763305664,0.032631713445511856,0.06789117192521021
303,303,303,303,2020-04-20,49.15132522583008,48.09459686279297,44.731475830078125,0.021971872766743505,0.09880848583090973
