,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PRU,PRU_6m,PRU_12m,PRU_6m_ret,PRU_12m_ret
243,243,243,243,2020-01-23,77.55964660644531,77.07251739501953,75.90338134765625,0.0063204009404429495,0.021820704550736147
244,244,244,244,2020-01-24,75.92774200439453,76.5772705078125,75.82221221923828,-0.008482001240194381,0.0013918056736608175
245,245,245,245,2020-01-27,73.35407257080078,77.44598388671875,76.30933380126953,-0.052835681213673547,-0.038727388685702135
246,246,246,246,2020-01-28,74.6937026977539,78.83430480957031,76.88578796386719,-0.05252284677106389,-0.0285109293169169
247,247,247,247,2020-01-29,74.62061309814453,77.52718353271484,76.65034484863281,-0.03749098447957677,-0.026480399461953463
248,248,248,248,2020-01-30,75.59486389160156,77.9006576538086,77.1861801147461,-0.029599156562374662,-0.020616595105222957
249,249,249,249,2020-01-31,73.93050384521484,77.55964660644531,77.07251739501953,-0.04679163611517645,-0.04076697707564081
250,250,250,250,2020-02-03,74.28775024414062,75.92774200439453,76.5772705078125,-0.021599374839291086,-0.029898170155311266
251,251,251,251,2020-02-04,75.93587493896484,73.35407257080078,77.44598388671875,0.03519644210172679,-0.019498867106689022
252,252,252,252,2020-02-05,77.64895629882812,74.6937026977539,78.83430480957031,0.03956496323435155,-0.015035948038172986
253,253,253,253,2020-02-06,77.39728546142578,74.62061309814453,77.52718353271484,0.03721052733283292,-0.0016755164494560715
254,254,254,254,2020-02-07,76.86141967773438,75.59486389160156,77.9006576538086,0.01675452168217384,-0.01334055459059924
255,255,255,255,2020-02-10,77.04004669189453,73.93050384521484,77.55964660644531,0.042060349719650336,-0.006699358974485037
256,256,256,256,2020-02-11,77.835693359375,74.28775024414062,75.92774200439453,0.04775946375511908,0.025128514356057563
257,257,257,257,2020-02-12,77.9006576538086,75.93587493896484,73.35407257080078,0.02587423554970547,0.06198135868488408
258,258,258,258,2020-02-13,77.59211730957031,77.64895629882812,74.6937026977539,-0.0007319993978937012,0.03880400230719272
259,259,259,259,2020-02-14,77.600341796875,77.39728546142578,74.62061309814453,0.0026235588785659125,0.03993171022075881
260,260,260,260,2020-02-18,76.53260040283203,76.86141967773438,75.59486389160156,-0.0042780796436108215,0.012404764860415973
261,261,261,261,2020-02-19,76.46688842773438,77.04004669189453,73.93050384521484,-0.0074397445065471635,0.034307686957332884
262,262,262,262,2020-02-20,77.0254135131836,77.835693359375,74.28775024414062,-0.010410132051503207,0.036852149379216215
263,263,263,263,2020-02-21,76.05622863769531,77.9006576538086,75.93587493896484,-0.02367668093779063,0.0015849385922952486
264,264,264,264,2020-02-24,72.138427734375,77.59211730957031,77.64895629882812,-0.0702866446270135,-0.07096719424336018
265,265,265,265,2020-02-25,69.0419692993164,77.600341796875,77.39728546142578,-0.11028781960730027,-0.10795360731706283
266,266,266,266,2020-02-26,67.2842788696289,76.53260040283203,76.86141967773438,-0.12084159540541228,-0.12460270507961779
267,267,267,267,2020-02-27,63.67039108276367,76.46688842773438,77.04004669189453,-0.16734690802888008,-0.17354163429573177
268,268,268,268,2020-02-28,61.97020721435547,77.0254135131836,77.835693359375,-0.1954576497827083,-0.20383304188949702
269,269,269,269,2020-03-02,65.3459243774414,76.05622863769531,77.9006576538086,-0.1408208696657044,-0.16116337980303796
270,270,270,270,2020-03-03,61.649879455566406,72.138427734375,77.59211730957031,-0.14539474463498248,-0.20546208051520165
271,271,271,271,2020-03-04,63.38291549682617,69.0419692993164,77.600341796875,-0.08196541697639936,-0.18321344946216933
272,272,272,272,2020-03-05,59.35013198852539,67.2842788696289,76.53260040283203,-0.11791977285625432,-0.22451175477987306
273,273,273,273,2020-03-06,57.337852478027344,63.67039108276367,76.46688842773438,-0.0994581389723963,-0.2501610349659392
274,274,274,274,2020-03-09,47.83493423461914,61.97020721435547,77.0254135131836,-0.22809788146814325,-0.3789720554186735
275,275,275,275,2020-03-10,51.63773727416992,65.3459243774414,76.05622863769531,-0.2097787617800353,-0.32105840377448047
276,276,276,276,2020-03-11,47.61316680908203,61.649879455566406,72.138427734375,-0.2276843486223069,-0.3399749855319667
277,277,277,277,2020-03-12,38.03632736206055,63.38291549682617,69.0419692993164,-0.39989621708131784,-0.4490839738773623
278,278,278,278,2020-03-13,43.46538925170898,59.35013198852539,67.2842788696289,-0.2676446067531498,-0.35400378837487123
279,279,279,279,2020-03-16,35.60515213012695,57.337852478027344,63.67039108276367,-0.37902885107579953,-0.4407894859033512
280,280,280,280,2020-03-17,38.41413497924805,47.83493423461914,61.97020721435547,-0.19694391569902203,-0.38011930722817777
281,281,281,281,2020-03-18,37.92955017089844,51.63773727416992,65.3459243774414,-0.2654683924372603,-0.4195575235600707
282,282,282,282,2020-03-19,36.44292068481445,47.61316680908203,61.649879455566406,-0.23460414151946085,-0.40887279899581375
283,283,283,283,2020-03-20,34.70988464355469,38.03632736206055,63.38291549682617,-0.08745436137516871,-0.45237791017529405
284,284,284,284,2020-03-23,32.213008880615234,43.46538925170898,59.35013198852539,-0.25888138964846197,-0.4572377886734402
285,285,285,285,2020-03-24,38.98907852172852,35.60515213012695,57.337852478027344,0.09504035762111784,-0.3200115310096472
286,286,286,286,2020-03-25,42.389434814453125,38.41413497924805,47.83493423461914,0.10348534041837998,-0.11383938344008415
287,287,287,287,2020-03-26,44.88631439208984,37.92955017089844,51.63773727416992,0.18341277947791212,-0.13074590867979918
288,288,288,288,2020-03-27,43.5639533996582,36.44292068481445,47.61316680908203,0.19540236021233715,-0.08504398427561544
289,289,289,289,2020-03-30,44.1471061706543,34.70988464355469,38.03632736206055,0.27188858804957206,0.16065638384133174
290,290,290,290,2020-03-31,42.824745178222656,32.213008880615234,43.46538925170898,0.3294239397795973,-0.014739177182478191
291,291,291,291,2020-04-01,38.60305404663086,38.98907852172852,35.60515213012695,-0.009900836073428398,0.08419854254652259
292,292,292,292,2020-04-02,38.29915618896485,42.389434814453125,38.41413497924805,-0.09649287949679508,-0.002993137561090764
293,293,293,293,2020-04-03,37.85563278198242,44.88631439208984,37.92955017089844,-0.15663307859703468,-0.0019488074227869134
294,294,294,294,2020-04-06,40.36072540283203,43.5639533996582,36.44292068481445,-0.0735293229115268,0.10750523405908319
295,295,295,295,2020-04-07,42.75904083251953,44.1471061706543,34.70988464355469,-0.03144181937473056,0.23189809679933626
296,296,296,296,2020-04-08,45.19020462036133,42.824745178222656,32.213008880615234,0.05523580892996316,0.402855746504182
297,297,297,297,2020-04-09,48.21273422241211,38.60305404663086,38.98907852172852,0.24893574907760319,0.23657024095974122
298,298,298,298,2020-04-13,47.63780212402344,38.29915618896485,42.389434814453125,0.24383424765241513,0.12381309947970398
299,299,299,299,2020-04-14,48.13881301879883,37.85563278198242,44.88631439208984,0.27164201153469403,0.07246080839468894
300,300,300,300,2020-04-15,44.7795295715332,40.36072540283203,43.5639533996582,0.10948277377569426,0.02790325663796467
301,301,301,301,2020-04-16,43.03007888793945,42.75904083251953,44.1471061706543,0.006338730947720084,-0.025302389660533664
302,302,302,302,2020-04-17,46.4879264831543,45.19020462036133,42.824745178222656,0.028716883972865537,0.08553889321901798
303,303,303,303,2020-04-20,44.55777740478516,48.21273422241211,38.60305404663086,-0.07580895123612197,0.15425523977872957
304,304,304,304,2020-04-21,42.53727722167969,47.63780212402344,38.29915618896485,-0.10706885445858105,0.11065833961992011
305,305,305,305,2020-04-22,44.0321159362793,48.13881301879883,37.85563278198242,-0.08530947950286627,0.1631588934166912
306,306,306,306,2020-04-23,43.728214263916016,44.7795295715332,40.36072540283203,-0.02347758714029724,0.08343479527371667
307,307,307,307,2020-04-24,45.81442642211914,43.03007888793945,42.75904083251953,0.06470700510289062,0.07145589634639093
308,308,308,308,2020-04-27,48.672698974609375,46.4879264831543,45.19020462036133,0.046996557100621894,0.07706303575087015
309,309,309,309,2020-04-28,49.81436538696289,44.55777740478516,48.21273422241211,0.11797240096659789,0.03322008573839086
310,310,310,310,2020-04-29,52.96830368041992,42.53727722167969,47.63780212402344,0.24522083076403223,0.1118964628661645
311,311,311,311,2020-04-30,51.22706604003906,44.0321159362793,48.13881301879883,0.16340232466166005,0.06415307789234914
312,312,312,312,2020-05-01,48.90267562866211,43.728214263916016,44.7795295715332,0.1183323273508563,0.09207658268366514
313,313,313,313,2020-05-04,48.36058807373047,45.81442642211914,43.03007888793945,0.055575543566819485,0.12387867565088428
314,314,314,314,2020-05-05,48.25381088256836,48.672698974609375,46.4879264831543,-0.008606222807975628,0.037985871451030606
315,315,315,315,2020-05-06,44.45099639892578,49.81436538696289,44.55777740478516,-0.10766711462394296,-0.0023964616746775524
316,316,316,316,2020-05-07,46.58648681640625,52.96830368041992,42.53727722167969,-0.12048369346539511,0.09519202589353393
317,317,317,317,2020-05-08,48.44271469116211,51.22706604003906,44.0321159362793,-0.05435312939258918,0.10016776757368584
318,318,318,318,2020-05-11,46.85752868652344,48.90267562866211,43.728214263916016,-0.04182075757302739,0.07156282220263654
319,319,319,319,2020-05-12,44.56599044799805,48.36058807373047,45.81442642211914,-0.07846467085857567,-0.027249844025513115
320,320,320,320,2020-05-13,42.17588424682617,48.25381088256836,48.672698974609375,-0.1259574430407906,-0.1334796480296343
321,321,321,321,2020-05-14,43.84320831298828,44.45099639892578,49.81436538696289,-0.013673216242059083,-0.11986817512559023
322,322,322,322,2020-05-15,43.47360610961914,46.58648681640625,52.96830368041992,-0.06681939162003636,-0.17925243798793877
323,323,323,323,2020-05-18,46.91501998901367,48.44271469116211,51.22706604003906,-0.03153610840944776,-0.08417515162111955
324,324,324,324,2020-05-19,45.1573600769043,46.85752868652344,48.90267562866211,-0.03628378741425431,-0.07658712950999891
325,325,325,325,2020-05-20,46.45508193969727,44.56599044799805,48.36058807373047,0.04238863475733856,-0.03940204637561617
326,326,326,326,2020-05-21,47.36676406860352,42.17588424682617,48.25381088256836,0.12307696482185726,-0.018382938005115812
327,327,327,327,2020-05-22,47.12394714355469,43.84320831298828,44.45099639892578,0.07482889498290901,0.0601325270785944
328,328,328,328,2020-05-26,50.62390899658203,43.47360610961914,46.58648681640625,0.16447457496241125,0.0866650923064225
329,329,329,329,2020-05-27,52.91814422607422,46.91501998901367,48.44271469116211,0.12795740550609014,0.09238601848481065
330,330,330,330,2020-05-28,51.78776931762695,45.1573600769043,46.85752868652344,0.1468289826825766,0.1052176836744163
331,331,331,331,2020-05-29,51.04256820678711,46.45508193969727,44.56599044799805,0.09875101012726217,0.14532556538480335
332,332,332,332,2020-06-01,50.975582122802734,47.36676406860352,42.17588424682617,0.07618882406601357,0.20864287810726245
333,333,333,333,2020-06-02,51.04256820678711,47.12394714355469,43.84320831298828,0.0831556204597006,0.1642069586332271
334,334,334,334,2020-06-03,53.34517288208008,50.62390899658203,43.47360610961914,0.05375451914789475,0.22707034579946472
335,335,335,335,2020-06-04,54.81047058105469,52.91814422607422,46.91501998901367,0.0357594995564503,0.1682925978479799
336,336,336,336,2020-06-05,57.96713638305664,51.78776931762695,45.1573600769043,0.11932097379074458,0.28366973366771053
337,337,337,337,2020-06-08,62.57236099243164,51.04256820678711,46.45508193969727,0.2258858280589302,0.3469432918804447
338,338,338,338,2020-06-09,60.085548400878906,50.975582122802734,47.36676406860352,0.1787123540076463,0.2685170621715718
339,339,339,339,2020-06-10,56.83676910400391,51.04256820678711,47.12394714355469,0.11351703295459092,0.20611223272237456
340,340,340,340,2020-06-11,50.53180313110352,53.34517288208008,50.62390899658203,-0.05273897522453497,-0.0018194143301878407
341,341,341,341,2020-06-12,52.88465118408203,54.81047058105469,52.91814422607422,-0.0351359763300102,-0.0006329217035484502
342,342,342,342,2020-06-15,54.040138244628906,57.96713638305664,51.78776931762695,-0.06774524986843344,0.04349229473831229
343,343,343,343,2020-06-16,55.095157623291016,62.57236099243164,51.04256820678711,-0.11949690327403528,0.07939626783836151
344,344,344,344,2020-06-17,53.43727493286133,60.085548400878906,50.975582122802734,-0.11064679685806666,0.048291607619668886
345,345,345,345,2020-06-18,53.62148666381836,56.83676910400391,51.04256820678711,-0.056570464698688316,0.05052485695044506
346,346,346,346,2020-06-19,52.82604217529297,50.53180313110352,53.34517288208008,0.045401883606589255,-0.009731540432620811
347,347,347,347,2020-06-22,52.365516662597656,52.88465118408203,54.81047058105469,-0.00981635521575741,-0.04460742432125975
348,348,348,348,2020-06-23,52.901397705078125,54.040138244628906,57.96713638305664,-0.021072124841648776,-0.08738983834742597
349,349,349,349,2020-06-24,49.98754501342773,55.095157623291016,62.57236099243164,-0.0927052908131456,-0.20112419891789113
350,350,350,350,2020-06-25,50.61553955078125,53.43727493286133,60.085548400878906,-0.052804627212471256,-0.15760876121019363
351,351,351,351,2020-06-26,48.64785003662109,53.62148666381836,56.83676910400391,-0.09275454554961615,-0.14407784250364697
352,352,352,352,2020-06-29,49.56889343261719,52.82604217529297,50.53180313110352,-0.06165801200603982,-0.019055518283962458
353,353,353,353,2020-06-30,50.99232482910156,52.365516662597656,52.88465118408203,-0.026223207962290607,-0.03578214685379355
354,354,354,354,2020-07-01,49.34281921386719,52.901397705078125,54.040138244628906,-0.06726813743277227,-0.08692277968457252
355,355,355,355,2020-07-02,49.652618408203125,49.98754501342773,55.095157623291016,-0.006700201122792349,-0.09878434784234291
356,356,356,356,2020-07-06,51.33562469482422,50.61553955078125,53.43727493286133,0.014226562641311391,-0.039329292907949065
357,357,357,357,2020-07-07,49.727989196777344,48.64785003662109,53.62148666381836,0.02220322500055305,-0.07261077059372534
358,358,358,358,2020-07-08,50.88347625732422,49.56889343261719,52.82604217529297,0.026520318160703882,-0.03677288394089273
359,359,359,359,2020-07-09,48.58924102783203,50.99232482910156,52.365516662597656,-0.04712638243742284,-0.07211378547254643
360,360,360,360,2020-07-10,50.690895080566406,49.34281921386719,52.901397705078125,0.02732060891892374,-0.04178533498935377
361,361,361,361,2020-07-13,51.05094146728516,49.652618408203125,49.98754501342773,0.028162121231677606,0.02127322823258848
362,362,362,362,2020-07-14,51.838016510009766,51.33562469482422,50.61553955078125,0.009786416707152634,0.024152206418782463
363,363,363,363,2020-07-15,53.52938461303711,49.727989196777344,48.64785003662109,0.0764437789997372,0.10034430242531389
364,364,364,364,2020-07-16,53.797325134277344,50.88347625732422,49.56889343261719,0.05726512988651611,0.08530413751132437
365,365,365,365,2020-07-17,53.70521545410156,48.58924102783203,50.99232482910156,0.10529027245638778,0.053201940372244794
366,366,366,366,2020-07-20,52.767425537109375,50.690895080566406,49.34281921386719,0.040964564804835346,0.06940435057832572
367,367,367,367,2020-07-21,54.41693115234375,51.05094146728516,49.652618408203125,0.06593393947916915,0.09595290030774106
368,368,368,368,2020-07-22,54.81884765625,51.838016510009766,51.33562469482422,0.05750280097357985,0.06785196405288829
369,369,369,369,2020-07-23,54.95281219482422,53.52938461303711,49.727989196777344,0.026591517763132178,0.10506805287002186
370,370,370,370,2020-07-24,54.34994888305664,53.797325134277344,50.88347625732422,0.010272327618519261,0.06812570368034665
371,371,371,371,2020-07-27,53.77220916748047,53.70521545410156,48.58924102783203,0.001247434030614114,0.10666904915595654
372,372,372,372,2020-07-28,53.65498352050781,52.767425537109375,50.690895080566406,0.01682018734786017,0.058473783807336366
373,373,373,373,2020-07-29,54.82721710205078,54.41693115234375,51.05094146728516,0.007539674528106222,0.07397073445130409
374,374,374,374,2020-07-30,53.30329895019531,54.81884765625,51.838016510009766,-0.027646489681033892,0.028266560698799292
375,375,375,375,2020-07-31,53.06048583984375,54.95281219482422,53.52938461303711,-0.034435477992856955,-0.00875965185445382
376,376,376,376,2020-08-03,53.94803237915039,54.34994888305664,53.797325134277344,-0.007394974828238476,0.0028013891861145
377,377,377,377,2020-08-04,52.98512649536133,53.77220916748047,53.70521545410156,-0.01463735048838466,-0.013408175586887783
378,378,378,378,2020-08-05,56.267391204833984,53.65498352050781,52.767425537109375,0.04868900357275607,0.06632814908249052
379,379,379,379,2020-08-06,54.13224411010742,54.82721710205078,54.41693115234375,-0.012675693363203067,-0.005231589437473594
380,380,380,380,2020-08-07,56.90374755859375,53.30329895019531,54.81884765625,0.0675464498316054,0.03803253792231165
381,381,381,381,2020-08-10,58.22669982910156,53.06048583984375,54.95281219482422,0.09736461902839277,0.05957634383970056
382,382,382,382,2020-08-11,59.231475830078125,53.94803237915039,54.34994888305664,0.09793579520742002,0.08981658763883904
383,383,383,383,2020-08-12,58.53650665283203,52.98512649536133,53.77220916748047,0.10477242435113765,0.08860148316600758
384,384,384,384,2020-08-13,58.22669982910156,56.267391204833984,53.65498352050781,0.034821387349112554,0.08520580957491797
385,385,385,385,2020-08-14,59.10588455200195,54.13224411010742,54.82721710205078,0.0918794430871539,0.07803911407699604
386,386,386,386,2020-08-17,58.151344299316406,56.90374755859375,53.30329895019531,0.021924685003180233,0.09095206947042689
387,387,387,387,2020-08-18,57.414512634277344,58.22669982910156,53.06048583984375,-0.013948707331997712,0.08205780112107641
388,388,388,388,2020-08-19,57.83316802978516,59.231475830078125,53.94803237915039,-0.02360751240277037,0.07201626230461522
389,389,389,389,2020-08-20,57.04610061645508,58.53650665283203,52.98512649536133,-0.02546113735854183,0.0766436619048041
390,390,390,390,2020-08-21,56.44322967529297,58.22669982910156,56.267391204833984,-0.030629765366115058,0.0031250510587716995
391,391,391,391,2020-08-24,58.80956268310547,59.10588455200195,54.13224411010742,-0.005013407229119027,0.08640540679385422
392,392,392,392,2020-08-25,58.81808090209961,58.151344299316406,56.90374755859375,0.011465540664913565,0.033641604035563155
393,393,393,393,2020-08-26,58.12860107421875,57.414512634277344,58.22669982910156,0.012437420561070667,-0.0016847727102985433
394,394,394,394,2020-08-27,59.03939437866211,57.83316802978516,59.231475830078125,0.020856999365065354,-0.0032428949089003956
395,395,395,395,2020-08-28,59.27772903442383,57.04610061645508,58.53650665283203,0.03911973638606647,0.01266256604596916
396,396,396,396,2020-08-31,57.68598175048828,56.44322967529297,58.22669982910156,0.022017735029420393,-0.009286428394539192
397,397,397,397,2020-09-01,57.88175964355469,58.80956268310547,59.10588455200195,-0.015776397531643505,-0.020710711255327974
398,398,398,398,2020-09-02,58.741477966308594,58.81808090209961,58.151344299316406,-0.0013023705400813101,0.010148237742444222
399,399,399,399,2020-09-03,57.890281677246094,58.12860107421875,57.414512634277344,-0.0040998646547225626,0.00828656416539375
400,400,400,400,2020-09-04,59.33732223510742,59.03939437866211,57.83316802978516,0.005046255294125945,0.026008504402656785
401,401,401,401,2020-09-08,57.7285385131836,59.27772903442383,57.04610061645508,-0.026134444528746692,0.011962919276758965
402,402,402,402,2020-09-09,58.12010192871094,57.68598175048828,56.44322967529297,0.007525574932578438,0.029709006076808375
403,403,403,403,2020-09-10,57.25188064575195,57.88175964355469,58.80956268310547,-0.010882167399222653,-0.02648688353197015
404,404,404,404,2020-09-11,57.9839096069336,58.741477966308594,58.81808090209961,-0.012896651320375319,-0.014182225641711343
405,405,405,405,2020-09-14,59.37989044189453,57.890281677246094,58.12860107421875,0.025731586053655997,0.02152622537876203
406,406,406,406,2020-09-15,58.18818664550781,59.33732223510742,59.03939437866211,-0.019366151796444075,-0.014417623048347816
407,407,407,407,2020-09-16,59.00534439086914,57.7285385131836,59.27772903442383,0.022117412125268965,-0.004595058683785069
408,408,408,408,2020-09-17,58.38396072387695,58.12010192871094,57.68598175048828,0.0045398887202514615,0.012099628925579697
409,409,409,409,2020-09-18,58.00944519042969,57.25188064575195,57.88175964355469,0.013232133794262468,0.0022059721000415866
410,410,410,410,2020-09-21,55.09833908081055,57.9839096069336,58.741477966308594,-0.04976502180836051,-0.06201987099452255
411,411,411,411,2020-09-22,54.2301025390625,59.37989044189453,57.890281677246094,-0.08672612671576574,-0.06322614145479677
412,412,412,412,2020-09-23,52.740501403808594,58.18818664550781,59.33732223510742,-0.093621842434916,-0.11117489941930281
413,413,413,413,2020-09-24,52.30638885498047,59.00534439086914,57.7285385131836,-0.11353133525520631,-0.09392494246090888
414,414,414,414,2020-09-25,52.8426399230957,58.38396072387695,58.12010192871094,-0.09491169718663928,-0.09080269700986543
415,415,415,415,2020-09-28,54.50248718261719,58.00944519042969,57.25188064575195,-0.06045494826402986,-0.04802276243372228
416,416,416,416,2020-09-29,53.70235824584961,55.09833908081055,57.9839096069336,-0.025336169079679616,-0.07384033588124961
417,417,417,417,2020-09-30,54.06837844848633,54.2301025390625,59.37989044189453,-0.0029821830128328175,-0.08944967654673797
418,418,418,418,2020-10-01,54.05986404418945,52.740501403808594,58.18818664550781,0.025016118642466667,-0.07094777891032755
419,419,419,419,2020-10-02,54.37480926513672,52.30638885498047,59.00534439086914,0.03954431677344328,-0.07847653756680695
420,420,420,420,2020-10-05,55.93251037597656,52.8426399230957,58.38396072387695,0.05847305239438616,-0.041988421434687506
421,421,421,421,2020-10-06,55.61756134033203,54.50248718261719,58.00944519042969,0.020459142607174075,-0.04123266206469878
422,422,422,422,2020-10-07,57.7030143737793,53.70235824584961,55.09833908081055,0.07449684257094757,0.04727320889198805
423,423,423,423,2020-10-08,58.11158752441406,54.06837844848633,54.2301025390625,0.07477955122659918,0.0715743619063911
424,424,424,424,2020-10-09,57.77961730957031,54.05986404418945,52.740501403808594,0.06880803958996773,0.0955454683143726
425,425,425,425,2020-10-12,58.89468765258789,54.37480926513672,52.30638885498047,0.08312449181038617,0.12595590981961102
426,426,426,426,2020-10-13,56.51984405517578,55.93251037597656,52.8426399230957,0.010500756630646091,0.06958782031767674
427,427,427,427,2020-10-14,56.460262298583984,55.61756134033203,54.50248718261719,0.015151706366543838,0.035920839895013046
428,428,428,428,2020-10-15,56.630496978759766,57.7030143737793,53.70235824584961,-0.018586852119581665,0.05452532865512394
429,429,429,429,2020-10-16,56.409175872802734,58.11158752441406,54.06837844848633,-0.029295562625889393,0.04329327957461504
430,430,430,430,2020-10-19,55.83888244628906,57.77961730957031,54.05986404418945,-0.03358857246982483,0.03290830329586858
431,431,431,431,2020-10-20,56.36661911010742,58.89468765258789,54.37480926513672,-0.042925238985784486,0.03663111414806908
432,432,432,432,2020-10-21,56.29852294921875,56.51984405517578,55.93251037597656,-0.0039158123957485635,0.006543825241918544
433,433,433,433,2020-10-22,57.813663482666016,56.460262298583984,55.61756134033203,0.0239708624966124,0.039485768333057836
434,434,434,434,2020-10-23,58.50314331054688,56.630496978759766,57.7030143737793,0.03306780677714127,0.013866328223073987
435,435,435,435,2020-10-26,56.53686141967773,56.409175872802734,58.11158752441406,0.002263559871232834,-0.027098315014621788
436,436,436,436,2020-10-27,54.01729965209961,55.83888244628906,57.77961730957031,-0.032622121260066694,-0.06511496324582844
437,437,437,437,2020-10-28,52.493648529052734,56.36661911010742,58.89468765258789,-0.06871035804878001,-0.10868618849452183
438,438,438,438,2020-10-29,53.65980529785156,56.29852294921875,56.51984405517578,-0.04687010445633377,-0.05060238231606218
439,439,439,439,2020-10-30,54.49396896362305,57.813663482666016,56.460262298583984,-0.0574205874367103,-0.03482614594601785
440,440,440,440,2020-11-02,56.11977767944336,58.50314331054688,56.630496978759766,-0.040739103853824066,-0.009018449891194824
441,441,441,441,2020-11-03,57.69449615478516,56.53686141967773,56.409175872802734,0.020475751678435294,0.022785659639500855
442,442,442,442,2020-11-04,53.70235824584961,54.01729965209961,55.83888244628906,-0.005830380420317027,-0.03826230230331984
443,443,443,443,2020-11-05,55.643104553222656,52.493648529052734,56.36661911010742,0.05999689700415556,-0.012835869319595683
444,444,444,444,2020-11-06,54.09390640258789,53.65980529785156,56.29852294921875,0.008089874764299676,-0.03915940296727538
445,445,445,445,2020-11-09,62.52080535888672,54.49396896362305,57.813663482666016,0.14729770189104618,0.08141919388367458
446,446,446,446,2020-11-10,64.22322082519531,56.11977767944336,58.50314331054688,0.14439549621951264,0.09777384924917731
447,447,447,447,2020-11-11,62.15480041503906,57.69449615478516,56.53686141967773,0.07730900792144224,0.09936771964858315
448,448,448,448,2020-11-12,60.45238876342773,53.70235824584961,54.01729965209961,0.12569337247121348,0.11913015187307674
449,449,449,449,2020-11-13,62.2484245300293,55.643104553222656,52.493648529052734,0.11870868870173568,0.18582773867542768
450,450,450,450,2020-11-16,64.33386993408203,54.09390640258789,53.65980529785156,0.18929976059196663,0.19892104671236743
451,451,451,451,2020-11-17,64.19768524169922,62.52080535888672,54.49396896362305,0.026821149746660167,0.17806954535746522
452,452,452,452,2020-11-18,64.49559783935547,64.22322082519531,56.11977767944336,0.004241098634737206,0.1492489903961285
453,453,453,453,2020-11-19,64.51261901855469,62.15480041503906,57.69449615478516,0.03793461788584751,0.11817631348192359
454,454,454,454,2020-11-20,64.39347076416016,60.45238876342773,53.70235824584961,0.06519315582640295,0.1990808759154783
455,455,455,455,2020-11-23,66.37146759033203,62.2484245300293,55.643104553222656,0.06623529979162335,0.19280669407738915
456,456,456,456,2020-11-24,68.97140502929688,64.33386993408203,54.09390640258789,0.07208543648884436,0.27503095295031676
457,457,457,457,2020-11-25,68.00399017333984,64.19768524169922,62.52080535888672,0.059290376550341195,0.08770176236499405
458,458,458,458,2020-11-27,67.451171875,64.49559783935547,64.22322082519531,0.04582598091432888,0.05026143205415723
459,459,459,459,2020-11-30,65.31768035888672,64.51261901855469,62.15480041503906,0.012479129704848768,0.050887138607597526
460,460,460,460,2020-12-01,66.60470581054688,64.39347076416016,60.45238876342773,0.03433942945062429,0.10177128105219158
461,461,461,461,2020-12-02,67.96080017089844,66.37146759033203,62.2484245300293,0.02394602135930346,0.0917673930544769
462,462,462,462,2020-12-03,68.12491607666016,68.97140502929688,64.33386993408203,-0.012273042027738268,0.05892768686949057
463,463,463,463,2020-12-04,70.21521759033203,68.00399017333984,64.19768524169922,0.03251614223453414,0.09373441310192532
464,464,464,464,2020-12-07,69.08368682861328,67.451171875,64.49559783935547,0.024202914615607307,0.07113801783318219
465,465,465,465,2020-12-08,69.31690216064453,65.31768035888672,64.51261901855469,0.06122724781076383,0.07447044028251382
466,466,466,466,2020-12-09,69.29963684082031,66.60470581054688,64.39347076416016,0.04046157095774894,0.07619042766973827
467,467,467,467,2020-12-10,69.06640625,67.96080017089844,66.37146759033203,0.016268291078405994,0.04060387328335224
468,468,468,468,2020-12-11,67.87442779541016,68.12491607666016,68.97140502929688,-0.003676896731412138,-0.015904812051034112
469,469,469,469,2020-12-14,66.17279815673828,70.21521759033203,68.00399017333984,-0.057571842291781916,-0.026927714269911474
470,470,470,470,2020-12-15,67.20932006835938,69.08368682861328,67.451171875,-0.027131828747124387,-0.0035855834660489805
471,471,471,471,2020-12-16,67.3734359741211,69.31690216064453,65.31768035888672,-0.028037406836493917,0.031473187717920625
472,472,472,472,2020-12-17,67.07976531982422,69.29963684082031,66.60470581054688,-0.03203294594595185,0.007132521696419314
473,473,473,473,2020-12-18,66.08644104003906,69.06640625,67.96080017089844,-0.04314637711385105,-0.02758000385731174
474,474,474,474,2020-12-21,65.81866455078125,67.87442779541016,68.12491607666016,-0.03028774328419348,-0.03385327511132208
475,475,475,475,2020-12-22,64.78214263916016,66.17279815673828,70.21521759033203,-0.021015516289400238,-0.07737745659168849
476,476,476,476,2020-12-23,66.32827758789062,67.20932006835938,69.08368682861328,-0.013108933099942544,-0.03988509251914174
477,477,477,477,2020-12-24,66.28509521484375,67.3734359741211,69.31690216064453,-0.01615385564861782,-0.04373835026231343
478,478,478,478,2020-12-28,66.43195343017578,67.07976531982422,69.29963684082031,-0.009657336852026632,-0.041380929848615744
479,479,479,479,2020-12-29,65.93960571289062,66.08644104003906,69.06640625,-0.002221867675692768,-0.045272379248911254
480,480,480,480,2020-12-30,66.89837646484375,65.81866455078125,67.87442779541016,0.016404342467773114,-0.014380251329830118
481,481,481,481,2020-12-31,67.43389892578125,64.78214263916016,66.17279815673828,0.040933445214856645,0.019057691440762303
482,482,482,482,2021-01-04,65.99141693115234,66.32827758789062,67.20932006835938,-0.005078688441621515,-0.018121045354547394
