,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ALL,ALL_6m,ALL_12m,ALL_6m_ret,ALL_12m_ret
44,44,44,44,2019-04-09,83.78144836425781,84.42962646484375,83.61275482177734,-0.007677140450879971,0.0020175575226535347
45,45,45,45,2019-04-10,84.34970092773438,84.18102264404297,83.45293426513672,0.0020037566472037582,0.010745777491161235
46,46,46,46,2019-04-11,85.06890869140625,84.91797637939453,83.55061340332031,0.0017773894108992216,0.018172162073266218
47,47,47,47,2019-04-12,86.13436126708984,85.29977416992188,83.59500122070312,0.009784165377805465,0.030376936530958742
48,48,48,48,2019-04-15,85.59276580810547,85.51285552978516,83.40855407714844,0.0009344826321755484,0.026186903191449007
49,49,49,49,2019-04-16,87.18208312988281,84.2342758178711,83.62164306640625,0.03499534225693801,0.042577973033238736
50,50,50,50,2019-04-17,86.50729370117188,83.78144836425781,84.42962646484375,0.032535189951155674,0.02460827227742457
51,51,51,51,2019-04-18,85.87688446044922,84.34970092773438,84.18102264404297,0.01810538171348397,0.020145417139646238
52,52,52,52,2019-04-22,86.18766021728516,85.06890869140625,84.91797637939453,0.013151121168572422,0.01495188524297797
53,53,53,53,2019-04-23,86.38298797607422,86.13436126708984,85.29977416992188,0.0028864985509491348,0.01269890590793965
54,54,54,54,2019-04-24,85.60165405273438,85.59276580810547,85.51285552978516,0.00010384340948665916,0.0010384230815247975
55,55,55,55,2019-04-25,85.65491485595703,87.18208312988281,84.2342758178711,-0.017516996831225318,0.016865332126290378
56,56,56,56,2019-04-26,86.4895248413086,86.50729370117188,83.78144836425781,-0.00020540302560689838,0.03232310409909411
57,57,57,57,2019-04-29,86.80028533935547,85.87688446044922,84.34970092773438,0.010752612704895359,0.029052674575818616
58,58,58,58,2019-04-30,87.95455932617188,86.18766021728516,85.06890869140625,0.020500604198237182,0.03392133129664954
59,59,59,59,2019-05-01,87.01338958740234,86.38298797607422,86.13436126708984,0.007297751861775392,0.010205315362898704
60,60,60,60,2019-05-02,87.2708740234375,85.60165405273438,85.59276580810547,0.019499856505983182,0.019605724847053807
61,61,61,61,2019-05-03,87.52835845947266,85.65491485595703,87.18208312988281,0.021871991895224374,0.003971863451277757
62,62,62,62,2019-05-06,86.72925567626953,86.4895248413086,86.50729370117188,0.0027717904035291507,0.0025658180437870826
63,63,63,63,2019-05-07,84.93572998046875,86.80028533935547,85.87688446044922,-0.02148098190688008,-0.010959345880950266
64,64,64,64,2019-05-08,84.63383483886719,87.95455932617188,86.18766021728516,-0.03775500113632613,-0.01802839727288874
65,65,65,65,2019-05-09,83.80809783935547,87.01338958740234,86.38298797607422,-0.03683676458583718,-0.02980783829139977
66,66,66,66,2019-05-10,85.57501983642578,87.2708740234375,85.60165405273438,-0.01943207520250434,-0.0003111413745835456
67,67,67,67,2019-05-13,83.53284454345703,87.52835845947266,85.65491485595703,-0.04564822174593419,-0.024774647386768378
68,68,68,68,2019-05-14,84.11885833740234,86.72925567626953,86.4895248413086,-0.030098232926279223,-0.027409868515938296
69,69,69,69,2019-05-15,84.78478240966797,84.93572998046875,86.80028533935547,-0.0017771975449613064,-0.023220003503533038
70,70,70,70,2019-05-16,85.12218475341797,84.63383483886719,87.95455932617188,0.005770149910854672,-0.032202703241912545
71,71,71,71,2019-05-17,84.91797637939453,83.80809783935547,87.01338958740234,0.013243094267173294,-0.024081503064571796
72,72,72,72,2019-05-20,85.18433380126953,85.57501983642578,87.2708740234375,-0.004565421496869448,-0.02390878108551553
73,73,73,73,2019-05-21,86.04559326171875,83.53284454345703,87.52835845947266,0.030080966738232906,-0.016940397647700167
74,74,74,74,2019-05-22,86.20539855957031,84.11885833740234,86.72925567626953,0.02480466643756407,-0.006040143116811669
75,75,75,75,2019-05-23,85.2198486328125,84.78478240966797,84.93572998046875,0.005131418761474826,0.003345101671688555
76,76,76,76,2019-05-24,85.56613159179688,85.12218475341797,84.63383483886719,0.005215407001887051,0.011015650592988813
77,77,77,77,2019-05-28,84.42962646484375,84.91797637939453,83.80809783935547,-0.005750842582128213,0.007416092734614299
78,78,78,78,2019-05-29,85.44181823730469,85.18433380126953,85.57501983642578,0.0030226735896750068,-0.0015565476861788552
79,79,79,79,2019-05-30,85.58462524414062,86.04559326171875,83.53284454345703,-0.005357253057411415,0.024562562329793147
80,80,80,80,2019-05-31,85.24546813964844,86.20539855957031,84.11885833740234,-0.011135386367462141,0.013393070525603568
81,81,81,81,2019-06-03,86.37004852294922,85.2198486328125,84.78478240966797,0.013496854413489912,0.018697531186923078
82,82,82,82,2019-06-04,87.36075592041016,85.56613159179688,85.12218475341797,0.020973535851483094,0.026298328379104507
83,83,83,83,2019-06-05,88.65492248535156,84.42962646484375,84.91797637939453,0.05004518197492214,0.044006537429262194
84,84,84,84,2019-06-06,88.80665588378906,85.44181823730469,85.18433380126953,0.03938162501573794,0.04252333640326644
85,85,85,85,2019-06-07,89.89555358886719,85.58462524414062,86.04559326171875,0.050370359540970355,0.04474325972090498
86,86,86,86,2019-06-10,89.9580078125,85.24546813964844,86.20539855957031,0.05528199651776822,0.04353102375991602
87,87,87,87,2019-06-11,89.6366958618164,86.37004852294922,85.2198486328125,0.03782152950856821,0.051828855599530765
88,88,88,88,2019-06-12,89.79737091064453,87.36075592041016,85.56613159179688,0.027891413765401163,0.04944993118344154
89,89,89,89,2019-06-13,90.23468780517578,88.65492248535156,84.42962646484375,0.01781926232111064,0.06875621252155173
90,90,90,90,2019-06-14,91.16292572021484,88.80665588378906,85.44181823730469,0.026532581516290454,0.06695910270800232
91,91,91,91,2019-06-17,90.3953628540039,89.89555358886719,85.58462524414062,0.005559888617212128,0.05621030174683894
92,92,92,92,2019-06-18,90.92194366455078,89.9580078125,85.24546813964844,0.010715397945004757,0.06658976305465525
93,93,93,93,2019-06-19,91.71629333496094,89.6366958618164,86.37004852294922,0.023200291500597325,0.06189929151876283
94,94,94,94,2019-06-20,92.42139434814452,89.79737091064453,87.36075592041016,0.029221606500162478,0.0579280521833494
95,95,95,95,2019-06-21,90.3328628540039,90.23468780517578,88.65492248535156,0.0010879967694916726,0.018926646390442503
96,96,96,96,2019-06-24,91.20755767822266,91.16292572021484,88.80665588378906,0.0004895845285264322,0.027035155986228965
97,97,97,97,2019-06-25,90.6898956298828,90.3953628540039,89.89555358886719,0.0032582730637917834,0.008836277316323082
98,98,98,98,2019-06-26,88.7977294921875,90.92194366455078,89.9580078125,-0.023363052820344454,-0.012897999283519868
99,99,99,99,2019-06-27,89.37787628173828,91.71629333496094,89.6366958618164,-0.025496201036847688,-0.002887428832462957
100,100,100,100,2019-06-28,90.76129150390624,92.42139434814452,89.79737091064453,-0.017962321992079033,0.010734396603001573
101,101,101,101,2019-07-01,92.06439208984376,90.3328628540039,90.23468780517578,0.019168320156512264,0.02027717199641077
102,102,102,102,2019-07-02,92.17147827148438,91.20755767822266,91.16292572021484,0.010568428952591802,0.01106318762042413
103,103,103,103,2019-07-03,93.38532257080078,90.6898956298828,90.3953628540039,0.029721358947399912,0.03307647231446942
104,104,104,104,2019-07-05,93.26036834716795,88.7977294921875,90.92194366455078,0.05025622705108779,0.02571903534359765
105,105,105,105,2019-07-08,93.16220092773438,89.37787628173828,91.71629333496094,0.042340731324462144,0.015765002489718682
106,106,106,106,2019-07-09,93.41210174560548,90.76129150390624,92.42139434814452,0.029206396226580278,0.010719459541251197
107,107,107,107,2019-07-10,93.05508422851562,92.06439208984376,90.3328628540039,0.010760861134075261,0.03013544892196518
108,108,108,108,2019-07-11,92.06439208984376,92.17147827148438,91.20755767822266,-0.0011618147354129915,0.009394335660691588
109,109,109,109,2019-07-12,92.74271392822266,93.38532257080078,90.6898956298828,-0.006881259547943719,0.02263557901442148
110,110,110,110,2019-07-15,93.17111206054688,93.26036834716795,88.7977294921875,-0.0009570655596042865,0.04925106298741744
111,111,111,111,2019-07-16,93.58168029785156,93.16220092773438,89.37787628173828,0.004502677759218754,0.04703405575292474
112,112,112,112,2019-07-17,91.87696075439452,93.41210174560548,90.76129150390624,-0.016434069703213594,0.012292346571999513
113,113,113,113,2019-07-18,92.10900115966795,93.05508422851562,92.06439208984376,-0.010166914324900023,0.0004845420559629332
114,114,114,114,2019-07-19,90.51136779785156,92.06439208984376,92.17147827148438,-0.016868892051952522,-0.0180111082600094
115,115,115,115,2019-07-22,90.3328628540039,92.74271392822266,93.38532257080078,-0.025984263045006784,-0.03268671813477575
116,116,116,116,2019-07-23,90.6006317138672,93.17111206054688,93.26036834716795,-0.027588812560370157,-0.028519473817642527
117,117,117,117,2019-07-24,91.109375,93.58168029785156,93.16220092773438,-0.02641868889276955,-0.022034965976455934
118,118,118,118,2019-07-25,91.07367706298828,91.87696075439452,93.41210174560548,-0.008743037262122444,-0.025033423281552558
119,119,119,119,2019-07-26,91.86803436279295,92.10900115966795,93.05508422851562,-0.0026161047654538194,-0.012756421377338456
120,120,120,120,2019-07-29,90.86840057373048,90.51136779785156,92.06439208984376,0.0039446180581019785,-0.012990815330058747
121,121,121,121,2019-07-30,90.88626098632812,90.3328628540039,92.74271392822266,0.006126210493501372,-0.02001723761643759
122,122,122,122,2019-07-31,95.85763549804688,90.6006317138672,93.17111206054688,0.058023919753476205,0.028834296147009386
123,123,123,123,2019-08-01,93.6084442138672,91.109375,93.58168029785156,0.027429331107443167,0.00028599524960926104
124,124,124,124,2019-08-02,93.27821350097656,91.07367706298828,91.87696075439452,0.02420607698164612,0.015251405086503356
125,125,125,125,2019-08-05,90.84160614013672,91.86803436279295,92.10900115966795,-0.011172854951949862,-0.013759730358320232
126,126,126,126,2019-08-06,92.70701599121094,90.86840057373048,90.51136779785156,0.020233826125162224,0.024258258899181984
127,127,127,127,2019-08-07,92.22503662109376,90.88626098632812,90.3328628540039,0.01473023117286143,0.02094668216314588
128,128,128,128,2019-08-08,93.98332977294922,95.85763549804688,90.6006317138672,-0.019553014377616695,0.03733636283867403
129,129,129,129,2019-08-09,92.90335845947266,93.6084442138672,91.109375,-0.007532287928892822,0.019690437558952167
130,130,130,130,2019-08-12,91.79663848876952,93.27821350097656,91.07367706298828,-0.015883398240592705,0.007938203980511593
131,131,131,131,2019-08-13,93.21576690673828,90.84160614013672,91.86803436279295,0.026135169417183857,0.014670310008191079
132,132,132,132,2019-08-14,90.76129150390624,92.70701599121094,90.86840057373048,-0.020987888203511607,-0.0011787273589936031
133,133,133,133,2019-08-15,90.89517211914062,92.22503662109376,90.88626098632812,-0.014419777434373726,9.804708341820678e-05
134,134,134,134,2019-08-16,92.12686920166016,93.98332977294922,95.85763549804688,-0.01975308361359418,-0.03891986566331207
135,135,135,135,2019-08-19,92.81409454345705,92.90335845947266,93.6084442138672,-0.0009608255018525025,-0.008485876216415944
136,136,136,136,2019-08-20,92.12686920166016,91.79663848876952,93.27821350097656,0.003597416183502622,-0.012343121250969813
137,137,137,137,2019-08-21,92.72484588623048,93.21576690673828,90.84160614013672,-0.005266501974917626,0.02073102652091574
138,138,138,138,2019-08-22,93.26930236816406,90.76129150390624,92.70701599121094,0.027633045130807554,0.006065197665368061
139,139,139,139,2019-08-23,91.02012634277344,90.89517211914062,92.22503662109376,0.001374706936789094,-0.013064893465650762
140,140,140,140,2019-08-26,92.1179428100586,92.12686920166016,93.98332977294922,-9.68923798118082e-05,-0.019848062070126127
141,141,141,141,2019-08-27,91.60025024414062,92.81409454345705,92.90335845947266,-0.013078232409497681,-0.014026492012132019
142,142,142,142,2019-08-28,91.40390014648438,92.12686920166016,91.79663848876952,-0.0078475374387601,-0.004278352113440298
143,143,143,143,2019-08-29,91.68195343017578,92.72484588623048,93.21576690673828,-0.011247173786994358,-0.01645444249895056
144,144,144,144,2019-08-30,91.83441925048828,93.26930236816406,90.76129150390624,-0.015384302029105346,0.011823627989426155
145,145,145,145,2019-09-03,91.96896362304688,91.02012634277344,90.89517211914062,0.010424477732542403,0.011813515271182684
146,146,146,146,2019-09-04,93.18875122070312,92.1179428100586,92.12686920166016,0.011624319627420165,0.011526300939615819
147,147,147,147,2019-09-05,93.61927032470705,91.60025024414062,92.81409454345705,0.022041643720242643,0.00867514557148441
148,148,148,148,2019-09-06,94.45340728759766,91.40390014648438,92.12686920166016,0.03336298709602237,0.025253632366957435
149,149,149,149,2019-09-09,94.88391876220705,91.68195343017578,92.72484588623048,0.03492470668690384,0.023284728654342057
150,150,150,150,2019-09-10,94.78524780273438,91.83441925048828,93.26930236816406,0.03213205436838873,0.016253423110064613
151,151,151,151,2019-09-11,95.20680236816406,91.96896362304688,91.02012634277344,0.035205776139743294,0.045997255701711426
152,152,152,152,2019-09-12,95.59247589111328,93.18875122070312,92.1179428100586,0.02579415046261646,0.037718309539531925
153,153,153,153,2019-09-13,94.90184783935548,93.61927032470705,91.60025024414062,0.01369993068948272,0.03604354340097515
154,154,154,154,2019-09-16,95.41309356689452,94.45340728759766,91.40390014648438,0.010160419902849549,0.04386238895698091
155,155,155,155,2019-09-17,96.81226348876952,94.88391876220705,91.68195343017578,0.020323198616987836,0.055957687054529526
156,156,156,156,2019-09-18,96.85709381103516,94.78524780273438,91.83441925048828,0.02185831715725084,0.054692724160937845
157,157,157,157,2019-09-19,97.18896484375,95.20680236816406,91.96896362304688,0.020819546779030862,0.056758291222007706
158,158,158,158,2019-09-20,96.79434967041016,95.59247589111328,93.18875122070312,0.012572890994746233,0.038691348499431344
159,159,159,159,2019-09-23,97.23382568359376,94.90184783935548,93.61927032470705,0.024572523057567075,0.03860909560980419
160,160,160,160,2019-09-24,96.65081787109376,95.41309356689452,94.45340728759766,0.012972268877661675,0.02326449247940099
161,161,161,161,2019-09-25,96.56114959716795,96.81226348876952,94.88391876220705,-0.0025938231640528775,0.017676660669594613
162,162,162,162,2019-09-26,96.96473693847656,96.85709381103516,94.78524780273438,0.0011113602856123173,0.02299396990846203
163,163,163,163,2019-09-27,96.7136001586914,97.18896484375,95.20680236816406,-0.004891138472591372,0.015826577020206622
164,164,164,164,2019-09-30,97.4759750366211,96.79434967041016,95.59247589111328,0.00704199541121886,0.019703424646655865
165,165,165,165,2019-10-01,96.12166595458984,97.23382568359376,94.90184783935548,-0.011437992089532445,0.012853470643682252
166,166,166,166,2019-10-02,94.72247314453124,96.65081787109376,95.41309356689452,-0.019951664859519602,-0.00723821434297256
167,167,167,167,2019-10-03,94.75833892822266,96.56114959716795,96.81226348876952,-0.01867014504763287,-0.021215541156984985
168,168,168,168,2019-10-04,97.2786636352539,96.96473693847656,96.85709381103516,0.003237534661456598,0.004352493014514902
169,169,169,169,2019-10-07,96.38174438476562,96.7136001586914,97.18896484375,-0.00343132479176933,-0.008305680179659714
170,170,170,170,2019-10-08,94.98258209228516,97.4759750366211,96.79434967041016,-0.025579564024870605,-0.01871769978613591
171,171,171,171,2019-10-09,95.58349609375,96.12166595458984,97.23382568359376,-0.0055988403394307,-0.016972792937450243
172,172,172,172,2019-10-10,96.0947494506836,94.72247314453124,96.65081787109376,0.014487336115670102,-0.005753375218736534
173,173,173,173,2019-10-11,96.80327606201172,94.75833892822266,96.56114959716795,0.02158055066096143,0.0025074936022806416
174,174,174,174,2019-10-14,97.07238006591795,97.2786636352539,96.96473693847656,-0.0021205427955858225,0.0011101265350690337
175,175,175,175,2019-10-15,96.9288558959961,96.38174438476562,96.7136001586914,0.005676505594735204,0.002225702868588142
176,176,176,176,2019-10-16,96.40866088867188,94.98258209228516,97.4759750366211,0.015014108534143089,-0.010949509841253091
177,177,177,177,2019-10-17,96.63290405273438,95.58349609375,96.12166595458984,0.010978966054506989,0.005318656237044861
178,178,178,178,2019-10-18,97.23382568359376,96.0947494506836,94.72247314453124,0.011853678160582026,0.026512742495971464
179,179,179,179,2019-10-21,97.87960052490234,96.80327606201172,94.75833892822266,0.011118678072435717,0.03293917592882223
180,180,180,180,2019-10-22,96.41761779785156,97.07238006591795,97.2786636352539,-0.006745093378999978,-0.0088513329154154
181,181,181,181,2019-10-23,97.02753448486328,96.9288558959961,96.38174438476562,0.0010180517241744624,0.006700336295217824
182,182,182,182,2019-10-24,97.09929656982422,96.40866088867188,94.98258209228516,0.007163626947892743,0.02228529095452947
183,183,183,183,2019-10-25,96.18445587158205,96.63290405273438,95.58349609375,-0.004640739979289044,0.00628727554851749
184,184,184,184,2019-10-28,95.6103973388672,97.23382568359376,96.0947494506836,-0.01669612743624138,-0.005040359796816607
185,185,185,185,2019-10-29,97.06340026855467,97.87960052490234,96.80327606201172,-0.008338818834267903,0.0026871425960453
186,186,186,186,2019-10-30,94.1305160522461,96.41761779785156,97.07238006591795,-0.023720786696893814,-0.030305881154599867
187,187,187,187,2019-10-31,95.44895935058594,97.02753448486328,96.9288558959961,-0.016269352227265,-0.015267863545176619
188,188,188,188,2019-11-01,94.98258209228516,97.09929656982422,96.40866088867188,-0.021799483130312214,-0.014792019547221869
189,189,189,189,2019-11-04,95.51174926757812,96.18445587158205,96.63290405273438,-0.006993922228993643,-0.011602205233782636
190,190,190,190,2019-11-05,94.92876434326172,95.6103973388672,97.23382568359376,-0.007129276883868663,-0.023706373004728776
191,191,191,191,2019-11-06,95.92432403564452,97.06340026855467,97.87960052490234,-0.011735383571547686,-0.0199763431682618
192,192,192,192,2019-11-07,96.61495971679688,94.1305160522461,96.41761779785156,0.026393605057597025,0.002046741284969844
193,193,193,193,2019-11-08,97.03649139404295,95.44895935058594,97.02753448486328,0.016632261412363736,9.231306584500665e-05
194,194,194,194,2019-11-11,98.1038055419922,94.98258209228516,97.09929656982422,0.03286100862866048,0.010345172495102917
195,195,195,195,2019-11-12,98.7765121459961,95.51174926757812,96.18445587158205,0.03418179337572047,0.02694880634220942
196,196,196,196,2019-11-13,99.171142578125,94.92876434326172,95.6103973388672,0.04469012384405291,0.03724223869332555
197,197,197,197,2019-11-14,99.37742614746094,95.92432403564452,97.06340026855467,0.03599819072515209,0.02384035457756295
198,198,198,198,2019-11-15,99.64649200439452,96.61495971679688,94.1305160522461,0.03137746262570351,0.05859923203955275
199,199,199,199,2019-11-18,100.01423645019533,97.03649139404295,95.44895935058594,0.030686858246558257,0.04782951150720294
200,200,200,200,2019-11-19,99.5837173461914,98.1038055419922,94.98258209228516,0.015085162048741774,0.04844188431765084
201,201,201,201,2019-11-20,99.01866912841795,98.7765121459961,95.51174926757812,0.0024515644170948203,0.036717156661167705
202,202,202,202,2019-11-21,98.83928680419922,99.171142578125,94.92876434326172,-0.0033462937433069717,0.04119428381893897
203,203,203,203,2019-11-22,98.69576263427734,99.37742614746094,95.92432403564452,-0.00685933958655871,0.028891927323907884
204,204,204,204,2019-11-25,99.23391723632812,99.64649200439452,96.61495971679688,-0.004140384270107544,0.02710716360290455
205,205,205,205,2019-11-26,101.0098114013672,100.01423645019533,97.03649139404295,0.0099543323681488,0.0409466578010278
206,206,206,206,2019-11-27,100.91970825195312,99.5837173461914,98.1038055419922,0.013415756524907563,0.02870329743483402
207,207,207,207,2019-11-29,100.31610107421876,99.01866912841795,98.7765121459961,0.013102902283186335,0.015586589309279253
208,208,208,208,2019-12-02,100.12692260742188,98.83928680419922,99.171142578125,0.013027570765190344,0.00963768294334133
209,209,209,209,2019-12-03,98.59536743164062,98.69576263427734,99.37742614746094,-0.0010172189763479889,-0.007869581112514012
210,210,210,210,2019-12-04,99.22600555419922,99.23391723632812,99.64649200439452,-7.972760069585583e-05,-0.004219781767899611
211,211,211,211,2019-12-05,98.6854476928711,101.0098114013672,100.01423645019533,-0.023011266690323162,-0.013285996119021926
212,212,212,212,2019-12-06,100.0908660888672,100.91970825195312,99.5837173461914,-0.00821288703111056,0.00509268740102109
213,213,213,213,2019-12-09,100.28907775878906,100.31610107421876,99.01866912841795,-0.00026938163605172427,0.012829990965880445
214,214,214,214,2019-12-10,99.7665557861328,100.12692260742188,98.83928680419922,-0.0035991001411479484,0.00938158309226278
215,215,215,215,2019-12-11,98.7304916381836,98.59536743164062,98.69576263427734,0.0013704924487112358,0.0003518793814374366
216,216,216,216,2019-12-12,99.41519927978516,99.22600555419922,99.23391723632812,0.0019066949690178525,0.0018268153521068253
217,217,217,217,2019-12-13,98.82959747314452,98.6854476928711,101.0098114013672,0.0014606994612016422,-0.02158417977397764
218,218,218,218,2019-12-16,98.75753021240234,100.0908660888672,100.91970825195312,-0.013321254261912774,-0.021424735336657452
219,219,219,219,2019-12-17,98.96475219726562,100.28907775878906,100.31610107421876,-0.01320508265823972,-0.013470907087520745
220,220,220,220,2019-12-18,98.78456115722656,99.7665557861328,100.12692260742188,-0.009842924025675659,-0.013406598497573419
221,221,221,221,2019-12-19,100.1899642944336,98.7304916381836,98.59536743164062,0.014782390242707555,0.01617314184562013
222,222,222,222,2019-12-20,100.52330780029295,99.41519927978516,99.22600555419922,0.011146268664505188,0.013074216167908936
223,223,223,223,2019-12-23,99.8926773071289,98.82959747314452,98.6854476928711,0.010756694969573877,0.012233106729321985
224,224,224,224,2019-12-24,100.1539306640625,98.75753021240234,100.0908660888672,0.014139685841240146,0.00063007322905273
225,225,225,225,2019-12-26,100.54132843017578,98.96475219726562,100.28907775878906,0.01593068438920131,0.0025152357267999026
226,226,226,226,2019-12-27,100.78458404541016,98.78456115722656,99.7665557861328,0.020246310402698864,0.010204103481929128
227,227,227,227,2019-12-30,100.69446563720705,100.1899642944336,98.7304916381836,0.005035447874707666,0.019892274072945915
228,228,228,228,2019-12-31,101.3070831298828,100.52330780029295,99.41519927978516,0.007796951241864747,0.019030126819675752
229,229,229,229,2020-01-02,101.64043426513672,99.8926773071289,98.82959747314452,0.017496347130973255,0.028441244969716672
230,230,230,230,2020-01-03,101.64942932128906,100.1539306640625,98.75753021240234,0.01493200164297881,0.02928282129643156
231,231,231,231,2020-01-06,101.94674682617188,100.54132843017578,98.96475219726562,0.013978514288003785,0.030131885976557138
232,232,232,232,2020-01-07,101.07286834716795,100.78458404541016,98.78456115722656,0.0028604007695056666,0.02316462373405992
233,233,233,233,2020-01-08,101.3521499633789,100.69446563720705,100.1899642944336,0.006531484347326977,0.011599821171009994
234,234,234,234,2020-01-09,102.50530242919922,101.3070831298828,100.52330780029295,0.011827596474969226,0.019716766909857686
235,235,235,235,2020-01-10,102.2080078125,101.64043426513672,99.8926773071289,0.0055841314676274845,0.023178180501183254
236,236,236,236,2020-01-13,103.13594818115234,101.64942932128906,100.1539306640625,0.01462397644323965,0.029774343326495645
237,237,237,237,2020-01-14,102.5233383178711,101.94674682617188,100.54132843017578,0.005655810603572897,0.019713384720909
238,238,238,238,2020-01-15,102.93775177001952,101.07286834716795,100.78458404541016,0.018450880571094563,0.021364058253583895
239,239,239,239,2020-01-16,104.64045715332033,101.3521499633789,100.69446563720705,0.03244437529080102,0.0391877695674987
240,240,240,240,2020-01-17,105.90171813964844,102.50530242919922,101.3070831298828,0.03313404897073635,0.04535354160651317
241,241,241,241,2020-01-21,106.12696075439452,102.2080078125,101.64043426513672,0.03834291486322483,0.04414115820830089
242,242,242,242,2020-01-22,105.9918212890625,103.13594818115234,101.64942932128906,0.027690375259787903,0.04271929509853112
243,243,243,243,2020-01-23,106.4422607421875,102.5233383178711,101.94674682617188,0.03822468609211582,0.044096688280606644
