,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MNST,MNST_6m,MNST_12m,MNST_6m_ret,MNST_12m_ret
246,246,246,246,2020-01-28,33.439998626708984,33.654998779296875,32.125,-0.006388357164943681,0.04093380939171931
247,247,247,247,2020-01-29,33.275001525878906,33.40999984741211,32.66999816894531,-0.0040406561553354425,0.018518622309219523
248,248,248,248,2020-01-30,33.505001068115234,33.744998931884766,32.76499938964844,-0.007112101685170402,0.022585127186072418
249,249,249,249,2020-01-31,33.29999923706055,33.8849983215332,32.790000915527344,-0.017264250064929265,0.01555347079272873
250,250,250,250,2020-02-03,33.709999084472656,33.54999923706055,32.939998626708984,0.004768997050687451,0.023375849722693243
251,251,251,251,2020-02-04,34.439998626708984,33.29999923706055,33.54999923706055,0.034234216689701835,0.026527553200815346
252,252,252,252,2020-02-05,34.474998474121094,33.439998626708984,33.654998779296875,0.030950953645836554,0.02436487073440774
253,253,253,253,2020-02-06,34.724998474121094,33.275001525878906,33.40999984741211,0.0435761647408035,0.039359432287182194
254,254,254,254,2020-02-07,34.45500183105469,33.505001068115234,33.744998931884766,0.02835399888536383,0.021040240676939437
255,255,255,255,2020-02-10,34.584999084472656,33.29999923706055,33.8849983215332,0.03858858489047634,0.02065813184634613
256,256,256,256,2020-02-11,34.57500076293945,33.709999084472656,33.54999923706055,0.02566009201896513,0.030551461972811333
257,257,257,257,2020-02-12,34.625,34.439998626708984,33.29999923706055,0.00537170094854611,0.03978981361251277
258,258,258,258,2020-02-13,34.845001220703125,34.474998474121094,33.439998626708984,0.010732494937157888,0.04201562953629856
259,259,259,259,2020-02-14,34.93000030517578,34.724998474121094,33.275001525878906,0.005903580707353084,0.04973700085362087
260,260,260,260,2020-02-18,34.79999923706055,34.45500183105469,33.505001068115234,0.010012984695154215,0.03865089173740355
261,261,261,261,2020-02-19,35.040000915527344,34.584999084472656,33.29999923706055,0.013156045774162406,0.05225230385381807
262,262,262,262,2020-02-20,35.20000076293945,34.57500076293945,33.709999084472656,0.018076644575809597,0.04420058495798407
263,263,263,263,2020-02-21,34.869998931884766,34.625,34.439998626708984,0.007075781426274741,0.012485491356620138
264,264,264,264,2020-02-24,34.095001220703125,34.845001220703125,34.474998474121094,-0.02152389076555372,-0.011022400877065075
265,265,265,265,2020-02-25,33.310001373291016,34.93000030517578,34.724998474121094,-0.04637844024423676,-0.040748658401946636
266,266,266,266,2020-02-26,32.939998626708984,34.79999923706055,34.45500183105469,-0.053448294572683186,-0.04397048683306737
267,267,267,267,2020-02-27,31.8700008392334,35.040000915527344,34.584999084472656,-0.09046803634326439,-0.07850219219633259
268,268,268,268,2020-02-28,31.20499992370605,35.20000076293945,34.57500076293945,-0.11349433956375266,-0.09746929182560327
269,269,269,269,2020-03-02,32.3849983215332,34.869998931884766,34.625,-0.07126471713422688,-0.06469318926979917
270,270,270,270,2020-03-03,31.88999938964844,34.095001220703125,34.845001220703125,-0.06467229072031133,-0.08480418216484298
271,271,271,271,2020-03-04,34.025001525878906,33.310001373291016,34.93000030517578,0.021465029213754372,-0.025908925605213184
272,272,272,272,2020-03-05,33.564998626708984,32.939998626708984,34.79999923706055,0.01897389271574612,-0.03548852406399883
273,273,273,273,2020-03-06,33.095001220703125,31.8700008392334,35.040000915527344,0.03843741290278535,-0.05550798070790941
274,274,274,274,2020-03-09,30.93000030517578,31.20499992370605,35.20000076293945,-0.008812678070906022,-0.1213068285572132
275,275,275,275,2020-03-10,33.064998626708984,32.3849983215332,34.869998931884766,0.020997385839715887,-0.051763704056936644
276,276,276,276,2020-03-11,30.905000686645508,31.88999938964844,34.095001220703125,-0.03088738544544045,-0.093562118194634
277,277,277,277,2020-03-12,28.69499969482422,34.025001525878906,33.310001373291016,-0.1566495691998946,-0.138547027565338
278,278,278,278,2020-03-13,31.19499969482422,33.564998626708984,32.939998626708984,-0.07060923667069252,-0.052975076036276936
279,279,279,279,2020-03-16,28.71999931335449,33.095001220703125,31.8700008392334,-0.1321952484054233,-0.09883907884938359
280,280,280,280,2020-03-17,29.8700008392334,30.93000030517578,31.20499992370605,-0.034270916763133874,-0.042781576277411526
281,281,281,281,2020-03-18,27.94499969482422,33.064998626708984,32.3849983215332,-0.15484648856900218,-0.13710047419569482
282,282,282,282,2020-03-19,27.15999984741211,30.905000686645508,31.88999938964844,-0.1211778274074482,-0.14832234659031385
283,283,283,283,2020-03-20,26.049999237060547,28.69499969482422,34.025001525878906,-0.09217635427404292,-0.23438653728649184
284,284,284,284,2020-03-23,25.48500061035156,31.19499969482422,33.564998626708984,-0.18304212663352093,-0.24072689846404027
285,285,285,285,2020-03-24,26.864999771118164,28.71999931335449,33.095001220703125,-0.06458912209561818,-0.18824599546132303
286,286,286,286,2020-03-25,26.82999992370605,29.8700008392334,30.93000030517578,-0.10177438333159983,-0.13255739867495708
287,287,287,287,2020-03-26,28.920000076293945,27.94499969482422,33.064998626708984,0.034889976457946004,-0.12535910245182424
288,288,288,288,2020-03-27,28.19499969482422,27.15999984741211,30.905000686645508,0.038107505641636674,-0.08768810650738212
289,289,289,289,2020-03-30,29.0,26.049999237060547,28.69499969482422,0.11324379460029221,0.01062904019583577
290,290,290,290,2020-03-31,28.1299991607666,25.48500061035156,31.19499969482422,0.1037864817370533,-0.0982529432294289
291,291,291,291,2020-04-01,26.549999237060547,26.864999771118164,28.71999931335449,-0.011725313111532798,-0.07555710752698086
292,292,292,292,2020-04-02,27.530000686645508,26.82999992370605,29.8700008392334,0.02609022605031619,-0.07833947394853658
293,293,293,293,2020-04-03,27.11000061035156,28.920000076293945,27.94499969482422,-0.06258642673469639,-0.02988008923211094
294,294,294,294,2020-04-06,29.03499984741211,28.19499969482422,27.15999984741211,0.02979252213796224,0.06903534648504994
295,295,295,295,2020-04-07,29.20499992370605,29.0,26.049999237060547,0.007068962886415564,0.12111327366785418
296,296,296,296,2020-04-08,30.1299991607666,28.1299991607666,25.48500061035156,0.07109847350402476,0.18226401566293582
297,297,297,297,2020-04-09,30.2549991607666,26.549999237060547,26.864999771118164,0.13954802373532016,0.12618646635139497
298,298,298,298,2020-04-13,29.76499938964844,27.530000686645508,26.82999992370605,0.08118411359455968,0.10939245152025245
299,299,299,299,2020-04-14,32.20500183105469,27.11000061035156,28.920000076293945,0.18793807104370464,0.11358927199497115
300,300,300,300,2020-04-15,31.145000457763672,29.03499984741211,28.19499969482422,0.07267093581678208,0.1046285084188523
301,301,301,301,2020-04-16,30.934999465942383,29.20499992370605,29.0,0.05923641659838075,0.06672411951525459
302,302,302,302,2020-04-17,31.09499931335449,30.1299991607666,28.1299991607666,0.03202788514659005,0.10540349239409941
303,303,303,303,2020-04-20,30.690000534057617,30.2549991607666,26.549999237060547,0.01437783458460995,0.15593225672180577
304,304,304,304,2020-04-21,29.520000457763672,29.76499938964844,27.530000686645508,-0.008231108244872831,0.07228477012292589
305,305,305,305,2020-04-22,30.059999465942383,32.20500183105469,27.11000061035156,-0.0666046341610178,0.10881589041589357
306,306,306,306,2020-04-23,29.815000534057617,31.145000457763672,29.03499984741211,-0.042703480627964474,0.026864153288949533
307,307,307,307,2020-04-24,29.89999961853028,30.934999465942383,29.20499992370605,-0.03345724471570066,0.023797284596466906
308,308,308,308,2020-04-27,30.26000022888184,31.09499931335449,30.1299991607666,-0.026853162981548606,0.004314672145245835
309,309,309,309,2020-04-28,30.06999969482422,30.690000534057617,30.2549991607666,-0.02020204719597074,-0.006114674304214862
310,310,310,310,2020-04-29,31.06999969482422,29.520000457763672,29.76499938964844,0.0525067484087014,0.043843451434090186
311,311,311,311,2020-04-30,30.905000686645508,30.059999465942383,32.20500183105469,0.028110486883424546,-0.04036643597255174
312,312,312,312,2020-05-01,29.76000022888184,29.815000534057617,31.145000457763672,-0.0018447192416767288,-0.04446942393724018
313,313,313,313,2020-05-04,29.604999542236328,29.89999961853028,30.934999465942383,-0.009866223413298236,-0.042993371477840436
314,314,314,314,2020-05-05,30.325000762939453,30.26000022888184,31.09499931335449,0.0021480678640435347,-0.024762777533953506
315,315,315,315,2020-05-06,30.64999961853028,30.06999969482422,30.690000534057617,0.019288324894991327,-0.00130338595083912
316,316,316,316,2020-05-07,31.045000076293945,31.06999969482422,29.520000457763672,-0.0008046224260001011,0.05165987787541515
317,317,317,317,2020-05-08,32.88999938964844,30.905000686645508,30.059999465942383,0.06422904574988975,0.09414504238140164
318,318,318,318,2020-05-11,33.20000076293945,29.76000022888184,29.815000534057617,0.11559141490594205,0.11353346195701586
319,319,319,319,2020-05-12,33.095001220703125,29.604999542236328,29.89999961853028,0.11788555083366048,0.10685624223863766
320,320,320,320,2020-05-13,32.584999084472656,30.325000762939453,30.26000022888184,0.07452591144845666,0.0768340660279212
321,321,321,321,2020-05-14,32.494998931884766,30.64999961853028,30.06999969482422,0.06019573691084301,0.08064513673666407
322,322,322,322,2020-05-15,33.005001068115234,31.045000076293945,31.06999969482422,0.06313419188289693,0.0622787702702603
323,323,323,323,2020-05-18,33.310001373291016,32.88999938964844,30.905000686645508,0.012769899405190133,0.07781914360819742
324,324,324,324,2020-05-19,33.57500076293945,33.20000076293945,29.76000022888184,0.011295180463327226,0.12819222126064322
325,325,325,325,2020-05-20,34.70500183105469,33.095001220703125,29.604999542236328,0.048647848646834246,0.17226827791509947
326,326,326,326,2020-05-21,34.18000030517578,32.584999084472656,30.325000762939453,0.04894894170683495,0.12712281765043087
327,327,327,327,2020-05-22,34.35499954223633,32.494998931884766,30.64999961853028,0.05723959598369133,0.12088091255525146
328,328,328,328,2020-05-26,34.505001068115234,33.005001068115234,31.045000076293945,0.04544765797475114,0.11145115101685432
329,329,329,329,2020-05-27,35.29999923706055,33.310001373291016,32.88999938964844,0.05974175267867654,0.07327454825586321
330,330,330,330,2020-05-28,35.435001373291016,33.57500076293945,33.20000076293945,0.05539837879630549,0.0673192939455125
331,331,331,331,2020-05-29,35.95500183105469,34.70500183105469,33.095001220703125,0.036017862960648905,0.08641790315337539
332,332,332,332,2020-06-01,36.29499816894531,34.18000030517578,32.584999084472656,0.06187822834657086,0.11385604384566439
333,333,333,333,2020-06-02,36.040000915527344,34.35499954223633,32.494998931884766,0.04904675871759112,0.10909377135458675
334,334,334,334,2020-06-03,36.255001068115234,34.505001068115234,33.005001068115234,0.05071728577968693,0.098469925611961
335,335,335,335,2020-06-04,35.459999084472656,35.29999923706055,33.310001373291016,0.004532573679042251,0.06454511025345
336,336,336,336,2020-06-05,36.1150016784668,35.435001373291016,33.57500076293945,0.019190074187166006,0.07565155198242124
337,337,337,337,2020-06-08,35.20000076293945,35.95500183105469,34.70500183105469,-0.020998498947735644,0.014263042955434457
338,338,338,338,2020-06-09,35.21500015258789,36.29499816894531,34.18000030517578,-0.029756111608830182,0.030280861268903614
339,339,339,339,2020-06-10,35.220001220703125,36.040000915527344,34.35499954223633,-0.022752488179625274,0.02517833473999498
340,340,340,340,2020-06-11,33.900001525878906,36.255001068115234,34.505001068115234,-0.06495654317625854,-0.017533676960102662
341,341,341,341,2020-06-12,34.150001525878906,35.459999084472656,35.29999923706055,-0.03694296650919471,-0.03257783954777793
342,342,342,342,2020-06-15,34.400001525878906,36.1150016784668,35.435001373291016,-0.047487195704893015,-0.029208404326244386
343,343,343,343,2020-06-16,34.75,35.20000076293945,35.95500183105469,-0.012784112306419071,-0.03351416408534058
344,344,344,344,2020-06-17,34.77000045776367,35.21500015258789,36.29499816894531,-0.012636651793156872,-0.04201674578086789
345,345,345,345,2020-06-18,34.85499954223633,35.220001220703125,36.040000915527344,-0.010363477166838941,-0.03288017045472591
346,346,346,346,2020-06-19,35.040000915527344,33.900001525878906,36.255001068115234,0.03362829906595066,-0.03351262217052953
347,347,347,347,2020-06-22,35.1349983215332,34.150001525878906,35.459999084472656,0.028843243093499282,-0.009165278379315134
348,348,348,348,2020-06-23,35.09000015258789,34.400001525878906,36.1150016784668,0.020058098723917395,-0.028381599840546445
349,349,349,349,2020-06-24,34.03499984741211,34.75,35.20000076293945,-0.020575543959363785,-0.03309661620104065
350,350,350,350,2020-06-25,34.529998779296875,34.77000045776367,35.21500015258789,-0.006902550339576097,-0.019451977007606924
351,351,351,351,2020-06-26,33.95000076293945,34.85499954223633,35.220001220703125,-0.0259646762640241,-0.03605906910125645
352,352,352,352,2020-06-29,34.55500030517578,35.040000915527344,33.900001525878906,-0.01384134125797476,0.01932149704467867
353,353,353,353,2020-06-30,34.65999984741211,35.1349983215332,34.150001525878906,-0.013519239983284193,0.014934064384937829
354,354,354,354,2020-07-01,34.51499938964844,35.09000015258789,34.400001525878906,-0.01638645655283777,0.00334296100780751
355,355,355,355,2020-07-02,34.630001068115234,34.03499984741211,34.75,0.017482039764086243,-0.00345320667294291
356,356,356,356,2020-07-06,35.654998779296875,34.529998779296875,34.77000045776367,0.03258036605186665,0.025452928095535787
357,357,357,357,2020-07-07,35.849998474121094,33.95000076293945,34.85499954223633,0.05596458522780701,0.028546806626092547
358,358,358,358,2020-07-08,35.880001068115234,34.55500030517578,35.040000915527344,0.03834468966104998,0.023972606468045443
359,359,359,359,2020-07-09,35.525001525878906,34.65999984741211,35.1349983215332,0.02495677098311888,0.011100134423706054
360,360,360,360,2020-07-10,35.82500076293945,34.51499938964844,35.09000015258789,0.037954552990196566,0.020946155803802657
361,361,361,361,2020-07-13,35.275001525878906,34.630001068115234,34.03499984741211,0.01862548189054314,0.036433133069665
362,362,362,362,2020-07-14,35.814998626708984,35.654998779296875,34.529998779296875,0.004487445039684346,0.03721401369358168
363,363,363,363,2020-07-15,36.095001220703125,35.849998474121094,33.95000076293945,0.006834107587449179,0.06318116081179004
364,364,364,364,2020-07-16,36.310001373291016,35.880001068115234,34.55500030517578,0.01198440056786687,0.0507886283494654
365,365,365,365,2020-07-17,37.11000061035156,35.525001525878906,34.65999984741211,0.04461643958883532,0.0706866928368548
366,366,366,366,2020-07-20,36.935001373291016,35.82500076293945,34.51499938964844,0.030983966132942742,0.0701145017075786
367,367,367,367,2020-07-21,37.5,35.275001525878906,34.630001068115234,0.06307578675762104,0.08287608557214998
368,368,368,368,2020-07-22,37.8650016784668,35.814998626708984,35.654998779296875,0.05723867458783105,0.061982975033872734
369,369,369,369,2020-07-23,37.46500015258789,36.095001220703125,35.849998474121094,0.037955364608741826,0.045048863241447856
370,370,370,370,2020-07-24,37.43999862670898,36.310001373291016,35.880001068115234,0.031120826512806676,0.043478191531606036
371,371,371,371,2020-07-27,38.21500015258789,37.11000061035156,35.525001525878906,0.029776327783947787,0.07572128110253273
372,372,372,372,2020-07-28,38.095001220703125,36.935001373291016,35.82500076293945,0.03140651967732011,0.06336358435229839
373,373,373,373,2020-07-29,38.65499877929688,37.5,35.275001525878906,0.03079996744791691,0.09581848638442425
374,374,374,374,2020-07-30,38.90999984741211,37.8650016784668,35.814998626708984,0.027597996107830314,0.0864163434141536
375,375,375,375,2020-07-31,39.2400016784668,37.46500015258789,36.095001220703125,0.04737759291738053,0.08713119133958602
376,376,376,376,2020-08-03,38.91999816894531,37.43999862670898,36.310001373291016,0.03952990375326926,0.07188093354284919
377,377,377,377,2020-08-04,39.005001068115234,38.21500015258789,37.11000061035156,0.020672534668924936,0.051064414621299514
378,378,378,378,2020-08-05,41.54999923706055,38.095001220703125,36.935001373291016,0.09069426186236118,0.12494917265948158
379,379,379,379,2020-08-06,41.755001068115234,38.65499877929688,37.5,0.08019667279044573,0.11346669514973962
380,380,380,380,2020-08-07,41.595001220703125,38.90999984741211,37.8650016784668,0.06900543263480885,0.0985078404039137
381,381,381,381,2020-08-10,41.0,39.2400016784668,37.46500015258789,0.04485214694827633,0.09435472662524269
382,382,382,382,2020-08-11,40.29999923706055,38.91999816894531,37.43999862670898,0.03545737751900391,0.07638890799294251
383,383,383,383,2020-08-12,41.32500076293945,39.005001068115234,38.21500015258789,0.05947954445053738,0.08138167206420799
384,384,384,384,2020-08-13,41.90999984741211,41.54999923706055,38.095001220703125,0.008664274776459147,0.10014433664424405
385,385,385,385,2020-08-14,41.65999984741211,41.755001068115234,38.65499877929688,-0.0022752058022498245,0.0777390030529419
386,386,386,386,2020-08-17,41.72499847412109,41.595001220703125,38.90999984741211,0.0031253095228485073,0.0723464054933991
387,387,387,387,2020-08-18,41.4900016784668,41.0,39.2400016784668,0.011951260450409729,0.05733944708862482
388,388,388,388,2020-08-19,41.334999084472656,40.29999923706055,38.91999816894531,0.0256823788339009,0.062050386154804515
389,389,389,389,2020-08-20,41.505001068115234,41.32500076293945,39.005001068115234,0.004355724182761644,0.06409434512344192
390,390,390,390,2020-08-21,41.3650016784668,41.90999984741211,41.54999923706055,-0.013004012668326626,-0.00445240823082238
391,391,391,391,2020-08-24,41.845001220703125,41.65999984741211,41.755001068115234,0.004440743494205979,0.00215543408659169
392,392,392,392,2020-08-25,41.98500061035156,41.72499847412109,41.595001220703125,0.006231327639034889,0.00937611198949373
393,393,393,393,2020-08-26,41.98500061035156,41.4900016784668,41.0,0.011930559456729828,0.02402440513052584
394,394,394,394,2020-08-27,41.66999816894531,41.334999084472656,40.29999923706055,0.00810448994538615,0.033995011360320015
395,395,395,395,2020-08-28,42.27000045776367,41.505001068115234,41.32500076293945,0.018431499095566073,0.022867505804663013
396,396,396,396,2020-08-31,41.93000030517578,41.3650016784668,41.90999984741211,0.013658856612668746,0.000477223999916232
397,397,397,397,2020-09-01,42.41999816894531,41.845001220703125,41.65999984741211,0.01374111438567005,0.018242878644187277
398,398,398,398,2020-09-02,43.26499938964844,41.98500061035156,41.72499847412109,0.03048704920064438,0.036908351631995906
399,399,399,399,2020-09-03,41.34999847412109,41.98500061035156,41.4900016784668,-0.015124499868982122,-0.0033743841571924893
400,400,400,400,2020-09-04,41.1349983215332,41.66999816894531,41.334999084472656,-0.012838969784520371,-0.00483853314066196
401,401,401,401,2020-09-08,40.04999923706055,42.27000045776367,41.505001068115234,-0.052519545698168524,-0.03505606056163779
402,402,402,402,2020-09-09,41.369998931884766,41.93000030517578,41.3650016784668,-0.01335562530921064,0.00012080873238717871
403,403,403,403,2020-09-10,40.88999938964844,42.41999816894531,41.845001220703125,-0.03606786528380734,-0.02282236356064904
404,404,404,404,2020-09-11,40.66999816894531,43.26499938964844,41.98500061035156,-0.05997922702673153,-0.031320767471467725
405,405,405,405,2020-09-14,41.44499969482422,41.34999847412109,41.98500061035156,0.002297490307347605,-0.012861757953486985
406,406,406,406,2020-09-15,41.56999969482422,41.1349983215332,41.66999816894531,0.010574970002206197,-0.0023997715026446986
407,407,407,407,2020-09-16,40.935001373291016,40.04999923706055,42.27000045776367,0.02209743203719028,-0.03158266075266769
408,408,408,408,2020-09-17,40.35499954223633,41.369998931884766,41.93000030517578,-0.024534672851203698,-0.03756262226272955
409,409,409,409,2020-09-18,39.494998931884766,40.88999938964844,42.41999816894531,-0.034115932467262966,-0.06895330889480966
410,410,410,410,2020-09-21,39.18999862670898,40.66999816894531,43.26499938964844,-0.03639045018119591,-0.0941870061349046
411,411,411,411,2020-09-22,39.6150016784668,41.44499969482422,41.34999847412109,-0.04415485655283902,-0.0419588116004439
412,412,412,412,2020-09-23,38.89500045776367,41.56999969482422,41.1349983215332,-0.06434927247289834,-0.05445479409675691
413,413,413,413,2020-09-24,39.0,40.935001373291016,40.04999923706055,-0.04727009425614803,-0.026217209914174533
414,414,414,414,2020-09-25,39.39500045776367,40.35499954223633,41.369998931884766,-0.023788851328517602,-0.04773987249487022
415,415,415,415,2020-09-28,40.255001068115234,39.494998931884766,40.88999938964844,0.019242996753619623,-0.015529428491357633
416,416,416,416,2020-09-29,39.89500045776367,39.18999862670898,40.66999816894531,0.017989330333229914,-0.019055759677250483
417,417,417,417,2020-09-30,40.09999847412109,39.6150016784668,41.44499969482422,0.01224275590319901,-0.03245267778035721
418,418,418,418,2020-10-01,40.7400016784668,38.89500045776367,41.56999969482422,0.047435433834397855,-0.019966274295180275
419,419,419,419,2020-10-02,39.775001525878906,39.0,40.935001373291016,0.019871833996895072,-0.028337603725328786
420,420,420,420,2020-10-05,39.334999084472656,39.39500045776367,40.35499954223633,-0.001523070760091616,-0.025275689984734617
421,421,421,421,2020-10-06,38.81499862670898,40.255001068115234,39.494998931884766,-0.0357720134939169,-0.01721737747983121
422,422,422,422,2020-10-07,39.380001068115234,39.89500045776367,39.18999862670898,-0.012908870378223525,0.0048482380215437715
423,423,423,423,2020-10-08,39.584999084472656,40.09999847412109,39.6150016784668,-0.012842878036037564,-0.0007573543537282568
424,424,424,424,2020-10-09,40.47499847412109,40.7400016784668,38.89500045776367,-0.006504742106718586,0.04062213646386614
425,425,425,425,2020-10-12,41.38999938964844,39.775001525878906,39.0,0.04060333882624145,0.06128203563201118
426,426,426,426,2020-10-13,41.744998931884766,39.334999084472656,39.39500045776367,0.06126858786081546,0.059652200706040936
427,427,427,427,2020-10-14,41.400001525878906,38.81499862670898,40.255001068115234,0.06659804175263218,0.028443682210471888
428,428,428,428,2020-10-15,40.69499969482422,39.380001068115234,39.89500045776367,0.033392549290043094,0.02005261882143583
429,429,429,429,2020-10-16,40.380001068115234,39.584999084472656,40.09999847412109,0.020083415486408907,0.006982608594732209
430,430,430,430,2020-10-19,40.005001068115234,40.47499847412109,40.7400016784668,-0.011612042587385352,-0.01804125135174084
431,431,431,431,2020-10-20,40.09999847412109,41.38999938964844,39.775001525878906,-0.031166971117423503,0.008170884620349428
432,432,432,432,2020-10-21,40.04499816894531,41.744998931884766,39.334999084472656,-0.04072345925109111,0.01805005976860241
433,433,433,433,2020-10-22,40.27999877929688,41.400001525878906,38.81499862670898,-0.027053205442079897,0.03774314580497817
434,434,434,434,2020-10-23,40.19499969482422,40.69499969482422,39.380001068115234,-0.012286521777848614,0.020695749228124338
435,435,435,435,2020-10-26,39.42499923706055,40.380001068115234,39.584999084472656,-0.023650366661549516,-0.0040419313152104674
436,436,436,436,2020-10-27,40.19499969482422,40.005001068115234,40.47499847412109,0.004749371869418928,-0.006917820626377358
437,437,437,437,2020-10-28,38.685001373291016,40.09999847412109,41.38999938964844,-0.03528671208661649,-0.0653539032676076
438,438,438,438,2020-10-29,38.77000045776367,40.04499816894531,41.744998931884766,-0.031839125221146736,-0.07126598515370408
439,439,439,439,2020-10-30,38.28499984741211,40.27999877929688,41.400001525878906,-0.04952827687050876,-0.07524158366321865
440,440,440,440,2020-11-02,38.959999084472656,40.19499969482422,40.69499969482422,-0.030725229996968695,-0.0426342455673302
441,441,441,441,2020-11-03,39.7599983215332,39.42499923706055,40.380001068115234,0.008497123423093056,-0.015354203322980986
442,442,442,442,2020-11-04,41.36000061035156,40.19499969482422,40.005001068115234,0.028983727438051332,0.03387075380723559
443,443,443,443,2020-11-05,41.84000015258789,38.685001373291016,40.09999847412109,0.08155612426771564,0.04339156470516392
444,444,444,444,2020-11-06,41.630001068115234,38.77000045776367,40.04499816894531,0.07376839248344269,0.039580546176652964
445,445,445,445,2020-11-09,40.67499923706055,38.28499984741211,40.27999877929688,0.06242652211503108,0.009806367173146091
446,446,446,446,2020-11-10,40.790000915527344,38.959999084472656,40.19499969482422,0.046971300668844806,0.014802866655569069
447,447,447,447,2020-11-11,42.25,39.7599983215332,39.42499923706055,0.06262579938586832,0.07165506195581295
448,448,448,448,2020-11-12,41.47999954223633,41.36000061035156,40.19499969482422,0.0029013280975322964,0.03196914683837093
449,449,449,449,2020-11-13,42.0099983215332,41.84000015258789,38.685001373291016,0.004063053736265365,0.08595054491940224
450,450,450,450,2020-11-16,41.790000915527344,41.630001068115234,38.77000045776367,0.0038433784123694803,0.07789529074299817
451,451,451,451,2020-11-17,42.77000045776367,40.67499923706055,38.28499984741211,0.051505869944658444,0.11714772438884391
452,452,452,452,2020-11-18,42.11000061035156,40.790000915527344,38.959999084472656,0.032360864554963564,0.0808521971227234
453,453,453,453,2020-11-19,41.8650016784668,42.25,39.7599983215332,-0.009112386308478215,0.052942742600508685
454,454,454,454,2020-11-20,41.7599983215332,41.47999954223633,41.36000061035156,0.0067502117258166905,0.00967112440229334
455,455,455,455,2020-11-23,42.03499984741211,42.0099983215332,41.84000015258789,0.0005951327511977134,0.004660604543811342
456,456,456,456,2020-11-24,42.095001220703125,41.790000915527344,41.630001068115234,0.007298403888343907,0.011169832828662463
457,457,457,457,2020-11-25,42.040000915527344,42.77000045776367,40.67499923706055,-0.017068027459041457,0.03355873888309979
458,458,458,458,2020-11-27,42.07500076293945,42.11000061035156,40.790000915527344,-0.0008311528592926942,0.03150281487056672
459,459,459,459,2020-11-30,42.38999938964844,41.8650016784668,42.25,0.012540252959112541,0.0033135950212648257
460,460,460,460,2020-12-01,43.34000015258789,41.7599983215332,41.47999954223633,0.03783529440996114,0.04484090238375349
461,461,461,461,2020-12-02,43.130001068115234,42.03499984741211,42.0099983215332,0.026049749605757233,0.026660385416105825
462,462,462,462,2020-12-03,43.2599983215332,42.095001220703125,41.790000915527344,0.027675426227499633,0.03517581655423396
463,463,463,463,2020-12-04,43.720001220703125,42.040000915527344,42.77000045776367,0.03996194739746728,0.022211848322928995
464,464,464,464,2020-12-07,43.584999084472656,42.07500076293945,42.11000061035156,0.03588825416880903,0.03502727268444894
465,465,465,465,2020-12-08,44.09999847412109,42.38999938964844,41.8650016784668,0.04033968174319491,0.05338580451565722
466,466,466,466,2020-12-09,43.95000076293945,43.34000015258789,41.7599983215332,0.014074771762896177,0.052442589306259446
467,467,467,467,2020-12-10,44.01499938964844,43.130001068115234,42.03499984741211,0.020519320649575734,0.047103593420334544
468,468,468,468,2020-12-11,44.0099983215332,43.2599983215332,42.095001220703125,0.017337032572807054,0.045492268566279304
469,469,469,469,2020-12-14,44.209999084472656,43.720001220703125,42.040000915527344,0.0112076360953417,0.0516174624569008
470,470,470,470,2020-12-15,44.290000915527344,43.584999084472656,42.07500076293945,0.016175332014767507,0.05264409061018749
471,471,471,471,2020-12-16,44.900001525878906,44.09999847412109,42.38999938964844,0.01814065939769316,0.05921212956760291
472,472,472,472,2020-12-17,45.06999969482422,43.95000076293945,43.34000015258789,0.025483479236459994,0.03991692515333378
473,473,473,473,2020-12-18,45.06499862670898,44.01499938964844,43.130001068115234,0.023855486802698556,0.04486430583523049
474,474,474,474,2020-12-21,44.48500061035156,44.0099983215332,43.2599983215332,0.010793054008955805,0.02831720611067623
475,475,475,475,2020-12-22,44.1349983215332,44.209999084472656,43.720001220703125,-0.0016964660595479852,0.009492156661550233
476,476,476,476,2020-12-23,44.470001220703125,44.290000915527344,43.584999084472656,0.00406412963321201,0.02030520029414795
477,477,477,477,2020-12-24,44.90499877929688,44.900001525878906,44.09999847412109,0.00011129739973614328,0.01825397580564969
478,478,478,478,2020-12-28,45.40499877929688,45.06999969482422,43.95000076293945,0.00743286192014625,0.0331057563390158
479,479,479,479,2020-12-29,45.52000045776367,45.06499862670898,44.01499938964844,0.010096568177526244,0.03419291352913634
480,480,480,480,2020-12-30,45.72999954223633,44.48500061035156,44.0099983215332,0.027986937502594067,0.03908205603956061
481,481,481,481,2020-12-31,46.2400016784668,44.1349983215332,44.209999084472656,0.04769465134218831,0.045917272925416475
482,482,482,482,2021-01-04,45.29999923706055,44.470001220703125,44.290000915527344,0.01866422292723069,0.022804206381922043
483,483,483,483,2021-01-05,45.709999084472656,44.90499877929688,44.900001525878906,0.017926741500033483,0.01804003409948418
484,484,484,484,2021-01-06,45.34999847412109,45.40499877929688,45.06999969482422,-0.0012113270929295927,0.006212531200194826
485,485,485,485,2021-01-07,46.75,45.52000045776367,45.06499862670898,0.027021079302879114,0.03739046764981735
486,486,486,486,2021-01-08,47.494998931884766,45.72999954223633,44.48500061035156,0.038596094627516564,0.06766321861829505
487,487,487,487,2021-01-11,46.470001220703125,46.2400016784668,44.1349983215332,0.004974038362620448,0.052905924730276555
