,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,NWSA,NWSA_6m,NWSA_12m,NWSA_6m_ret,NWSA_12m_ret
24,24,24,24,2019-03-12,12.199503898620604,12.453985214233398,12.20941925048828,-0.020433725529234836,-0.0008121067566156936
25,25,25,25,2019-03-13,12.076276779174805,12.397546768188477,12.24704647064209,-0.025913996939945894,-0.013943744875684505
26,26,26,26,2019-03-14,11.981488227844238,12.341109275817873,12.24704647064209,-0.029140091051483075,-0.021683451878330984
27,27,27,27,2019-03-15,11.981488227844238,12.134170532226562,12.265857696533203,-0.012582838190449253,-0.02318382258497409
28,28,28,28,2019-03-18,11.962530136108398,12.040106773376465,12.24704647064209,-0.006443185158424569,-0.023231424426756075
29,29,29,29,2019-03-19,11.88669776916504,12.265857696533203,12.46339225769043,-0.03091181528017628,-0.04627106943292625
30,30,30,30,2019-03-20,11.943571090698242,12.199503898620604,12.453985214233398,-0.02097895209913414,-0.04098399947928433
31,31,31,31,2019-03-21,12.180546760559082,12.076276779174805,12.397546768188477,0.008634282179097452,-0.017503463522816176
32,32,32,32,2019-03-22,11.972009658813477,11.981488227844238,12.341109275817873,-0.0007911011429059256,-0.02990813943505377
33,33,33,33,2019-03-25,11.905653953552246,11.981488227844238,12.134170532226562,-0.006329286717134064,-0.018832484516960624
34,34,34,34,2019-03-26,11.77294921875,11.962530136108398,12.040106773376465,-0.01584789465116221,-0.022188968889978122
35,35,35,35,2019-03-27,11.668681144714355,11.88669776916504,12.265857696533203,-0.018341227200731614,-0.048686081853667074
36,36,36,36,2019-03-28,11.73503303527832,11.943571090698242,12.199503898620604,-0.017460276648944006,-0.03807293044062232
37,37,37,37,2019-03-29,11.791906356811523,12.180546760559082,12.076276779174805,-0.03190664683509825,-0.023547855648163862
38,38,38,38,2019-04-01,11.867738723754885,11.972009658813477,11.981488227844238,-0.008709559884278129,-0.009493770884405395
39,39,39,39,2019-04-02,11.791906356811523,11.905653953552246,11.981488227844238,-0.009554082218791837,-0.01582289841024409
40,40,40,40,2019-04-03,11.83930206298828,11.77294921875,11.962530136108398,0.00563604267761586,-0.010301171384150543
41,41,41,41,2019-04-04,11.84878158569336,11.668681144714355,11.88669776916504,0.015434515584529906,-0.003189799573270813
42,42,42,42,2019-04-05,11.8961763381958,11.73503303527832,11.943571090698242,0.013731815021998273,-0.003968222916122088
43,43,43,43,2019-04-08,11.867738723754885,11.791906356811523,12.180546760559082,0.006430882729963061,-0.025680952009238034
44,44,44,44,2019-04-09,11.867738723754885,11.867738723754885,11.972009658813477,0.0,-0.008709559884278129
45,45,45,45,2019-04-10,11.990965843200684,11.791906356811523,11.905653953552246,0.01688102672848779,0.007165661792394307
46,46,46,46,2019-04-11,11.88669776916504,11.83930206298828,11.77294921875,0.004003251705599231,0.009661856880677
47,47,47,47,2019-04-12,11.990965843200684,11.84878158569336,11.668681144714355,0.01199990534714579,0.027619633657768983
48,48,48,48,2019-04-15,11.88669776916504,11.8961763381958,11.73503303527832,-0.0007967744224105511,0.012924099440604797
49,49,49,49,2019-04-16,12.00992488861084,11.867738723754885,11.791906356811523,0.011980897807545299,0.018488828286308268
50,50,50,50,2019-04-17,11.934093475341797,11.867738723754885,11.867738723754885,0.00559118743102216,0.00559118743102216
51,51,51,51,2019-04-18,11.867738723754885,11.990965843200684,11.791906356811523,-0.01027666336950439,0.006430882729963061
52,52,52,52,2019-04-22,11.791906356811523,11.88669776916504,11.83930206298828,-0.007974579163559925,-0.004003251705598676
53,53,53,53,2019-04-23,11.84878158569336,11.990965843200684,11.84878158569336,-0.011857615088441631,0.0
54,54,54,54,2019-04-24,11.85826015472412,11.88669776916504,11.8961763381958,-0.002392389795144889,-0.003187258022558148
55,55,55,55,2019-04-25,11.70659637451172,12.00992488861084,11.867738723754885,-0.02525648718975504,-0.013578184774207691
56,56,56,56,2019-04-26,11.81086540222168,11.934093475341797,11.867738723754885,-0.010325717104087584,-0.0047922626927542344
57,57,57,57,2019-04-29,11.791906356811523,11.867738723754885,11.990965843200684,-0.006389790735076839,-0.016600788376195275
58,58,58,58,2019-04-30,11.77294921875,11.791906356811523,11.88669776916504,-0.0016076398071608322,-0.009569398719812106
59,59,59,59,2019-05-01,11.72555446624756,11.84878158569336,11.990965843200684,-0.010399982357222948,-0.02213427845794602
60,60,60,60,2019-05-02,11.621285438537598,11.85826015472412,11.88669776916504,-0.019983936352763743,-0.022328516782511465
61,61,61,61,2019-05-03,11.697114944458008,11.70659637451172,12.00992488861084,-0.0008099220089586856,-0.026045953413869727
62,62,62,62,2019-05-06,11.403267860412598,11.81086540222168,11.934093475341797,-0.034510387505763185,-0.044479760111313826
63,63,63,63,2019-05-07,10.967230796813965,11.791906356811523,11.867738723754885,-0.06993572837535211,-0.07587864444120529
64,64,64,64,2019-05-08,10.82504653930664,11.77294921875,11.791906356811523,-0.08051531199452533,-0.08199351218103779
65,65,65,65,2019-05-09,10.834525108337402,11.72555446624756,11.84878158569336,-0.07599038156148763,-0.0856000652911525
66,66,66,66,2019-05-10,11.28003978729248,11.621285438537598,11.85826015472412,-0.02936384731705366,-0.04876097841396121
67,67,67,67,2019-05-13,10.862963676452637,11.697114944458008,11.70659637451172,-0.07131256484750415,-0.07206472924067753
68,68,68,68,2019-05-14,10.91983699798584,11.403267860412598,11.81086540222168,-0.042394063556555506,-0.075441415501038
69,69,69,69,2019-05-15,10.967230796813965,10.967230796813965,11.791906356811523,0.0,-0.06993572837535211
70,70,70,70,2019-05-16,10.929314613342283,10.82504653930664,11.77294921875,0.009632113234528505,-0.07165873136224143
