,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,NFLX,NFLX_6m,NFLX_12m,NFLX_6m_ret,NFLX_12m_ret
247,247,247,247,2020-01-29,343.1600036621094,338.1099853515625,329.04998779296875,0.014936022387200154,0.042881070939344124
248,248,248,248,2020-01-30,347.739990234375,326.0,338.9200134277344,0.0666870866085123,0.026023770970141413
249,249,249,249,2020-01-31,345.0899963378906,349.6000061035156,338.69000244140625,-0.012900485374389814,0.018896317725208167
250,250,250,250,2020-02-03,358.0,353.1600036621094,339.07000732421875,0.013704825823145361,0.05582915700851232
251,251,251,251,2020-02-04,369.010009765625,342.8800048828125,338.6199951171875,0.07620743266071472,0.08974666318189595
252,252,252,252,2020-02-05,369.6700134277344,348.5199890136719,339.6700134277344,0.060685255023443796,0.08832101396664083
253,253,253,253,2020-02-06,366.9500122070313,343.1600036621094,338.1099853515625,0.0693262859629371,0.08529776730930116
254,254,254,254,2020-02-07,366.7699890136719,347.739990234375,326.0,0.05472479241306338,0.1250613159928584
255,255,255,255,2020-02-10,371.0700073242188,345.0899963378906,349.6000061035156,0.07528474097200477,0.06141304589779084
256,256,256,256,2020-02-11,373.6900024414063,358.0,353.1600036621094,0.04382682246202885,0.05813228725339825
257,257,257,257,2020-02-12,380.010009765625,369.010009765625,342.8800048828125,0.029809489468826555,0.10828862679088735
258,258,258,258,2020-02-13,381.3999938964844,369.6700134277344,348.5199890136719,0.03173094934042586,0.0943418051167293
259,259,259,259,2020-02-14,380.3999938964844,366.9500122070313,343.1600036621094,0.03665344390795289,0.10852077700477913
260,260,260,260,2020-02-18,387.7799987792969,366.7699890136719,347.739990234375,0.057283884709667054,0.11514352582208076
261,261,261,261,2020-02-19,386.1900024414063,371.0700073242188,345.0899963378906,0.04074701489947308,0.11909938433356704
262,262,262,262,2020-02-20,386.0,373.6900024414063,358.0,0.03294173640763609,0.07821229050279332
263,263,263,263,2020-02-21,380.0700073242188,380.010009765625,369.010009765625,0.0001578841531852948,0.029972080068013662
264,264,264,264,2020-02-24,368.7000122070313,381.3999938964844,369.6700134277344,-0.03329832693416346,-0.0026239651188063595
265,265,265,265,2020-02-25,360.0899963378906,380.3999938964844,366.9500122070313,-0.053391161631092365,-0.01869468767116511
266,266,266,266,2020-02-26,379.239990234375,387.7799987792969,366.7699890136719,-0.02202281853578114,0.033999513575900364
267,267,267,267,2020-02-27,371.7099914550781,386.1900024414063,371.0700073242188,-0.03749452573807921,0.0017246991624955132
268,268,268,268,2020-02-28,369.0299987792969,386.0,373.6900024414063,-0.043963733732391486,-0.012470239052863374
269,269,269,269,2020-03-02,381.0499877929688,380.0700073242188,380.010009765625,0.002578420948417648,0.002736712193410984
270,270,270,270,2020-03-03,368.7699890136719,368.7000122070313,381.3999938964844,0.00018979333963597966,-0.033114853395200594
271,271,271,271,2020-03-04,383.7900085449219,360.0899963378906,380.3999938964844,0.06581691368285703,0.008911710575263632
272,272,272,272,2020-03-05,372.7799987792969,379.239990234375,387.7799987792969,-0.01703404604320813,-0.03868172687404947
273,273,273,273,2020-03-06,368.9700012207031,371.7099914550781,386.1900024414063,-0.007371311768212485,-0.04458945366747513
274,274,274,274,2020-03-09,346.489990234375,369.0299987792969,386.0,-0.0610790684212158,-0.10235753825291449
275,275,275,275,2020-03-10,364.1300048828125,381.0499877929688,380.0700073242188,-0.04440357814510476,-0.0419396483127612
276,276,276,276,2020-03-11,349.9200134277344,368.7699890136719,368.7000122070313,-0.05111580700033225,-0.05093571510041517
277,277,277,277,2020-03-12,315.25,383.7900085449219,360.0899963378906,-0.17858726652311852,-0.1245244155458709
278,278,278,278,2020-03-13,336.29998779296875,372.7799987792969,379.239990234375,-0.09785935700892046,-0.11322646225907984
279,279,279,279,2020-03-16,298.8399963378906,368.9700012207031,371.7099914550781,-0.19006966596415387,-0.19603991496686468
280,280,280,280,2020-03-17,319.75,346.489990234375,369.0299987792969,-0.07717391840464816,-0.13353927578329317
281,281,281,281,2020-03-18,315.4700012207031,364.1300048828125,381.0499877929688,-0.1336336006635036,-0.17210336877873478
282,282,282,282,2020-03-19,332.0299987792969,349.9200134277344,368.7699890136719,-0.05112601155101448,-0.0996284712122083
283,283,283,283,2020-03-20,332.8299865722656,315.25,383.7900085449219,0.05576522306824949,-0.1327810022096797
284,284,284,284,2020-03-23,360.2699890136719,336.29998779296875,372.7799987792969,0.07127565296094929,-0.033558693617120605
285,285,285,285,2020-03-24,357.32000732421875,298.8399963378906,368.9700012207031,0.19569004049982075,-0.03157436609464581
286,286,286,286,2020-03-25,342.3900146484375,319.75,346.489990234375,0.07080536246579361,-0.011832883204401234
287,287,287,287,2020-03-26,362.989990234375,315.4700012207031,364.1300048828125,0.1506323543595096,-0.003130790193476063
288,288,288,288,2020-03-27,357.1199951171875,332.0299987792969,349.9200134277344,0.0755654502006855,0.020576078569853218
289,289,289,289,2020-03-30,370.9599914550781,332.8299865722656,315.25,0.114563009407608,0.17671686425084254
290,290,290,290,2020-03-31,375.5,360.2699890136719,336.29998779296875,0.04227388195176629,0.11656263345202178
291,291,291,291,2020-04-01,364.0799865722656,357.32000732421875,298.8399963378906,0.01891855790183361,0.21831077176366254
292,292,292,292,2020-04-02,370.0799865722656,342.3900146484375,319.75,0.08087260357829029,0.15740418005399737
293,293,293,293,2020-04-03,361.760009765625,362.989990234375,315.4700012207031,-0.00338846938439219,0.14673347185407137
294,294,294,294,2020-04-06,379.9599914550781,357.1199951171875,332.0299987792969,0.06395608380985718,0.14435440427670732
295,295,295,295,2020-04-07,372.2799987792969,370.9599914550781,332.8299865722656,0.0035583549563957817,0.11852902021634892
296,296,296,296,2020-04-08,371.1199951171875,375.5,360.2699890136719,-0.011664460406957344,0.03011631952253424
297,297,297,297,2020-04-09,370.7200012207031,364.0799865722656,357.32000732421875,0.018237790851817426,0.03750138145588289
298,298,298,298,2020-04-13,396.7200012207031,370.0799865722656,342.3900146484375,0.07198447799131524,0.15867865372198753
299,299,299,299,2020-04-14,413.5499877929688,361.760009765625,362.989990234375,0.14316114725034756,0.13928758070146308
300,300,300,300,2020-04-15,426.75,379.9599914550781,357.1199951171875,0.1231445667890898,0.19497649483323864
301,301,301,301,2020-04-16,439.1700134277344,372.2799987792969,370.9599914550781,0.17967662745183555,0.18387433562607303
302,302,302,302,2020-04-17,422.9599914550781,371.1199951171875,375.5,0.13968526896946432,0.12639145527317752
303,303,303,303,2020-04-20,437.489990234375,370.7200012207031,364.0799865722656,0.18010894689742218,0.2016315270532958
304,304,304,304,2020-04-21,433.8299865722656,396.7200012207031,370.0799865722656,0.09354200755539299,0.17226005813084289
305,305,305,305,2020-04-22,421.4200134277344,413.5499877929688,361.760009765625,0.01903040954436075,0.1649159720577229
306,306,306,306,2020-04-23,426.7000122070313,426.75,379.9599914550781,-0.00011713601164309306,0.12301300611403754
307,307,307,307,2020-04-24,424.989990234375,439.1700134277344,372.2799987792969,-0.03228823180044538,0.141586955055103
308,308,308,308,2020-04-27,421.3800048828125,422.9599914550781,371.1199951171875,-0.0037355461608321594,0.13542792203840848
309,309,309,309,2020-04-28,403.8299865722656,437.489990234375,370.7200012207031,-0.07693891154875754,0.08931264901418401
310,310,310,310,2020-04-29,411.8900146484375,433.8299865722656,396.7200012207031,-0.050572741864106874,0.03823858988973683
311,311,311,311,2020-04-30,419.8500061035156,421.4200134277344,413.5499877929688,-0.003725516762833947,0.015233994671765672
312,312,312,312,2020-05-01,415.2699890136719,426.7000122070313,426.75,-0.026787023356853568,-0.02690102164341679
313,313,313,313,2020-05-04,428.1499938964844,424.989990234375,439.1700134277344,0.007435477857647088,-0.025092832375412932
314,314,314,314,2020-05-05,424.6799926757813,421.3800048828125,422.9599914550781,0.00783138201796385,0.0040665813681004526
315,315,315,315,2020-05-06,434.260009765625,403.8299865722656,437.489990234375,0.07535355026914003,-0.007382981418659673
316,316,316,316,2020-05-07,436.5299987792969,411.8900146484375,433.8299865722656,0.05982175642662879,0.006223664316900468
317,317,317,317,2020-05-08,435.5499877929688,419.8500061035156,421.4200134277344,0.03739426333504037,0.03352943361731797
318,318,318,318,2020-05-11,440.5199890136719,415.2699890136719,426.7000122070313,0.06080381599443907,0.03238803939835666
319,319,319,319,2020-05-12,431.8200073242188,428.1499938964844,424.989990234375,0.008571793717277787,0.01607100695731023
320,320,320,320,2020-05-13,438.2699890136719,424.6799926757813,421.3800048828125,0.03200055706006788,0.04008254766515695
321,321,321,321,2020-05-14,441.9500122070313,434.260009765625,403.8299865722656,0.017708290582770125,0.09439622341651965
322,322,322,322,2020-05-15,454.1900024414063,436.5299987792969,411.8900146484375,0.040455418210646465,0.10269728881160978
323,323,323,323,2020-05-18,452.5799865722656,435.5499877929688,419.8500061035156,0.03909998681343496,0.07795636535177342
324,324,324,324,2020-05-19,451.0400085449219,440.5199890136719,415.2699890136719,0.023880912997397585,0.08613677963150934
325,325,325,325,2020-05-20,447.6700134277344,431.8200073242188,428.1499938964844,0.0367051221219008,0.04559154457437509
326,326,326,326,2020-05-21,436.25,438.2699890136719,424.6799926757813,-0.00460900601069647,0.027244060289536076
327,327,327,327,2020-05-22,429.3200073242188,441.9500122070313,434.260009765625,-0.028577903685849337,-0.011375678925794608
328,328,328,328,2020-05-26,414.7699890136719,454.1900024414063,436.5299987792969,-0.08679190034091488,-0.04984768475585688
329,329,329,329,2020-05-27,419.8900146484375,452.5799865722656,435.5499877929688,-0.07223026402783361,-0.035954479585417864
330,330,330,330,2020-05-28,413.4400024414063,451.0400085449219,440.5199890136719,-0.08336290659627976,-0.061472775918518185
331,331,331,331,2020-05-29,419.7300109863281,447.6700134277344,431.8200073242188,-0.06241204816796708,-0.027997767895949432
332,332,332,332,2020-06-01,425.9200134277344,436.25,438.2699890136719,-0.023679052314648952,-0.028178921430899617
333,333,333,333,2020-06-02,427.30999755859375,429.3200073242188,441.9500122070313,-0.004681845083700287,-0.03312595145167563
334,334,334,334,2020-06-03,421.9700012207031,414.7699890136719,454.1900024414063,0.017359048141725397,-0.07093947697551928
335,335,335,335,2020-06-04,414.3299865722656,419.8900146484375,452.5799865722656,-0.013241629670158073,-0.08451544729075733
336,336,336,336,2020-06-05,419.6000061035156,413.4400024414063,451.0400085449219,0.01489938957462722,-0.06970557344310391
337,337,337,337,2020-06-08,419.489990234375,419.7300109863281,447.6700134277344,-0.0005718455808987333,-0.06294820369492626
338,338,338,338,2020-06-09,434.0499877929688,425.9200134277344,436.25,0.01908803087181954,-0.005043007924426801
339,339,339,339,2020-06-10,434.4800109863281,427.30999755859375,429.3200073242188,0.016779418849780514,0.01201901512643122
340,340,340,340,2020-06-11,425.55999755859375,421.9700012207031,414.7699890136719,0.008507705115305075,0.026014438919702565
341,341,341,341,2020-06-12,418.0700073242188,414.3299865722656,419.8900146484375,0.009026671670313346,-0.00433448584325713
342,342,342,342,2020-06-15,425.5,419.6000061035156,413.4400024414063,0.014060995735612147,0.02916988556351141
343,343,343,343,2020-06-16,436.1300048828125,419.489990234375,419.7300109863281,0.03966725079456723,0.039072721671595145
344,344,344,344,2020-06-17,447.7699890136719,434.0499877929688,425.9200134277344,0.03160926530712671,0.05130065481096424
345,345,345,345,2020-06-18,449.8699951171875,434.4800109863281,427.30999755859375,0.035421616050694826,0.05279538903252612
346,346,346,346,2020-06-19,453.7200012207031,425.55999755859375,421.9700012207031,0.06617164165725442,0.07524231558677497
347,347,347,347,2020-06-22,468.0400085449219,418.0700073242188,414.3299865722656,0.11952543914959834,0.12963102771536517
348,348,348,348,2020-06-23,466.260009765625,425.5,419.6000061035156,0.0957932074397767,0.11120115105670014
349,349,349,349,2020-06-24,457.8500061035156,436.1300048828125,419.489990234375,0.04980166688265175,0.09144441288744054
350,350,350,350,2020-06-25,465.9100036621094,447.7699890136719,434.0499877929688,0.040511903641410996,0.07340172045883575
351,351,351,351,2020-06-26,443.3999938964844,449.8699951171875,434.4800109863281,-0.014381935427851156,0.020530249228052355
352,352,352,352,2020-06-29,447.239990234375,453.7200012207031,425.55999755859375,-0.01428196017123795,0.05094462073540229
353,353,353,353,2020-06-30,455.0400085449219,468.0400085449219,418.0700073242188,-0.02777540330454953,0.08843016856751551
354,354,354,354,2020-07-01,485.6400146484375,466.260009765625,425.5,0.04156480177777677,0.1413396348964453
355,355,355,355,2020-07-02,476.8900146484375,457.8500061035156,436.1300048828125,0.04158569027214809,0.09345839384881849
356,356,356,356,2020-07-06,493.80999755859375,465.9100036621094,447.7699890136719,0.05988279641387173,0.1028206661333797
357,357,357,357,2020-07-07,493.1600036621094,443.3999938964844,449.8699951171875,0.112223749324728,0.09622781918061718
358,358,358,358,2020-07-08,502.7799987792969,447.239990234375,453.7200012207031,0.1241839051910727,0.10812835543198696
359,359,359,359,2020-07-09,507.760009765625,455.0400085449219,468.0400085449219,0.11585794706115071,0.08486454255094067
360,360,360,360,2020-07-10,548.72998046875,485.6400146484375,466.260009765625,0.12991097091944592,0.1768754964522481
361,361,361,361,2020-07-13,525.5,476.8900146484375,457.8500061035156,0.10193122912711372,0.1477557999228012
362,362,362,362,2020-07-14,524.8800048828125,493.80999755859375,465.9100036621094,0.06291895157617189,0.12656951075785394
363,363,363,363,2020-07-15,523.260009765625,493.1600036621094,443.3999938964844,0.061034970151672585,0.18010829266674433
364,364,364,364,2020-07-16,527.3900146484375,502.7799987792969,447.239990234375,0.04894788163588748,0.17921032591933495
365,365,365,365,2020-07-17,492.989990234375,507.760009765625,455.0400085449219,-0.02908858367571643,0.08339921979784926
366,366,366,366,2020-07-20,502.4100036621094,548.72998046875,485.6400146484375,-0.08441306007568972,0.034531728251042004
367,367,367,367,2020-07-21,490.1000061035156,525.5,476.8900146484375,-0.06736440322832427,0.027700289478311824
368,368,368,368,2020-07-22,489.8200073242188,524.8800048828125,493.80999755859375,-0.06679621481565368,-0.008080011044939384
369,369,369,369,2020-07-23,477.5799865722656,523.260009765625,493.1600036621094,-0.08729889986016715,-0.03159221545573365
370,370,370,370,2020-07-24,480.4500122070313,527.3900146484375,502.7799987792969,-0.08900434429479442,-0.04441303676852837
371,371,371,371,2020-07-27,495.6499938964844,492.989990234375,507.760009765625,0.005395654505773617,-0.0238498811175194
372,372,372,372,2020-07-28,488.510009765625,502.4100036621094,548.72998046875,-0.027666634412464197,-0.10974426921540237
373,373,373,373,2020-07-29,484.4800109863281,490.1000061035156,525.5,-0.01146703743562183,-0.07805897053029853
374,374,374,374,2020-07-30,485.7999877929688,489.8200073242188,524.8800048828125,-0.008207136236044188,-0.07445514541665366
375,375,375,375,2020-07-31,488.8800048828125,477.5799865722656,523.260009765625,0.02366099633204999,-0.06570348247750057
376,376,376,376,2020-08-03,498.6199951171875,480.4500122070313,527.3900146484375,0.03781867509314685,-0.05455169558041084
377,377,377,377,2020-08-04,509.6400146484375,495.6499938964844,492.989990234375,0.02822560460855139,0.033773554725009314
378,378,378,378,2020-08-05,502.1099853515625,488.510009765625,502.4100036621094,0.02783970709722494,-0.0005971583136482606
379,379,379,379,2020-08-06,509.0799865722656,484.4800109863281,490.1000061035156,0.0507760382845428,0.0387267501170796
380,380,380,380,2020-08-07,494.7300109863281,485.7999877929688,489.8200073242188,0.018382098430939076,0.010024097808767785
381,381,381,381,2020-08-10,483.3800048828125,488.8800048828125,477.5799865722656,-0.011250204436809352,0.012144600849326448
382,382,382,382,2020-08-11,466.9299926757813,498.6199951171875,480.4500122070313,-0.06355541845841595,-0.028140325086356888
383,383,383,383,2020-08-12,475.4700012207031,509.6400146484375,495.6499938964844,-0.06704735194567824,-0.04071419938319576
384,384,384,384,2020-08-13,481.3299865722656,502.1099853515625,488.510009765625,-0.041385352583154345,-0.014697801579959813
385,385,385,385,2020-08-14,482.6799926757813,509.0799865722656,484.4800109863281,-0.05185824348397705,-0.0037153613559458565
386,386,386,386,2020-08-17,482.3500061035156,494.7300109863281,485.7999877929688,-0.025023759642417653,-0.0071016504243376355
387,387,387,387,2020-08-18,491.8699951171875,483.3800048828125,488.8800048828125,0.01756380104392874,0.006116000254687615
388,388,388,388,2020-08-19,484.5299987792969,466.9299926757813,498.6199951171875,0.03769302974661626,-0.028257984990311402
389,389,389,389,2020-08-20,497.8999938964844,475.4700012207031,509.6400146484375,0.047174359303836955,-0.023035908512897496
390,390,390,390,2020-08-21,492.30999755859375,481.3299865722656,502.1099853515625,0.022811815786755618,-0.01951761183579548
391,391,391,391,2020-08-24,488.80999755859375,482.6799926757813,509.0799865722656,0.012699935725179357,-0.03981690411786498
392,392,392,392,2020-08-25,490.5799865722656,482.3500061035156,494.7300109863281,0.017062258452597234,-0.00838846304429508
393,393,393,393,2020-08-26,547.530029296875,491.8699951171875,483.3800048828125,0.11316005190848566,0.13271137359025564
394,394,394,394,2020-08-27,526.27001953125,484.5299987792969,466.9299926757813,0.08614537976412406,0.12708548987272317
395,395,395,395,2020-08-28,523.8900146484375,497.8999938964844,475.4700012207031,0.05219927911338074,0.10183610596551351
396,396,396,396,2020-08-31,529.5599975585938,492.30999755859375,481.3299865722656,0.0756637082015923,0.10020155056158542
397,397,397,397,2020-09-01,556.5499877929688,488.80999755859375,482.6799926757813,0.13858143363005793,0.15304134465504204
398,398,398,398,2020-09-02,552.8400268554688,490.5799865722656,482.3500061035156,0.1269110888893381,0.14613873714106584
399,399,399,399,2020-09-03,525.75,547.530029296875,491.8699951171875,-0.03977869364506714,0.06887999922569099
400,400,400,400,2020-09-04,516.0499877929688,526.27001953125,484.5299987792969,-0.01941974910025135,0.06505270900270754
401,401,401,401,2020-09-08,507.0199890136719,523.8900146484375,497.8999938964844,-0.032201464359053356,0.018316921528389374
402,402,402,402,2020-09-09,500.1900024414063,529.5599975585938,492.30999755859375,-0.05546112858333441,0.016006184968597292
403,403,403,403,2020-09-10,480.6700134277344,556.5499877929688,488.80999755859375,-0.1363399084171052,-0.01665265475648059
404,404,404,404,2020-09-11,482.0299987792969,552.8400268554688,490.5799865722656,-0.12808411952176546,-0.017428325710366677
405,405,405,405,2020-09-14,476.260009765625,525.75,547.530029296875,-0.09413217353185921,-0.13016641228385817
406,406,406,406,2020-09-15,495.989990234375,516.0499877929688,526.27001953125,-0.038872198494541044,-0.05753705925305319
407,407,407,407,2020-09-16,483.8599853515625,507.0199890136719,523.8900146484375,-0.045678679665398514,-0.07640922364923797
408,408,408,408,2020-09-17,470.2000122070313,500.1900024414063,529.5599975585938,-0.059957196441342564,-0.11209303124334746
409,409,409,409,2020-09-18,469.9599914550781,480.6700134277344,556.5499877929688,-0.02228144397084686,-0.1555835023575659
410,410,410,410,2020-09-21,487.3500061035156,482.0299987792969,552.8400268554688,0.011036672691930427,-0.11846106933403078
411,411,411,411,2020-09-22,491.1700134277344,476.260009765625,525.75,0.03130643630870211,-0.06577268011843196
412,412,412,412,2020-09-23,470.6099853515625,495.989990234375,516.0499877929688,-0.05117039735180828,-0.08805349000344531
413,413,413,413,2020-09-24,473.0799865722656,483.8599853515625,507.0199890136719,-0.022279169812863042,-0.06694016641716871
414,414,414,414,2020-09-25,482.8800048828125,470.2000122070313,500.1900024414063,0.026967231702661243,-0.034606844347356835
415,415,415,415,2020-09-28,490.6499938964844,469.9599914550781,480.6700134277344,0.04402502940164421,0.020762644204869618
416,416,416,416,2020-09-29,493.4800109863281,487.3500061035156,482.0299987792969,0.01257823906030775,0.023753733659787724
417,417,417,417,2020-09-30,500.0299987792969,491.1700134277344,476.260009765625,0.0180385306703299,0.04990968909056526
418,418,418,418,2020-10-01,527.510009765625,470.6099853515625,495.989990234375,0.12090696369639531,0.06354970896964174
419,419,419,419,2020-10-02,503.05999755859375,473.0799865722656,483.8599853515625,0.06337197057003063,0.03968092586346228
420,420,420,420,2020-10-05,520.6500244140625,482.8800048828125,470.2000122070313,0.07821823051135901,0.1072947913595923
421,421,421,421,2020-10-06,505.8699951171875,490.6499938964844,469.9599914550781,0.03102007828397979,0.07641076754411746
422,422,422,422,2020-10-07,534.6599731445312,493.4800109863281,487.3500061035156,0.08344808551798466,0.09707595454706275
423,423,423,423,2020-10-08,531.7899780273438,500.0299987792969,491.1700134277344,0.06351614768230163,0.08270041633065972
424,424,424,424,2020-10-09,539.4400024414062,527.510009765625,470.6099853515625,0.02261567070752224,0.1462570264811216
425,425,425,425,2020-10-12,539.8099975585938,503.05999755859375,473.0799865722656,0.07305291650767676,0.14105439435268674
426,426,426,426,2020-10-13,554.0900268554688,520.6500244140625,482.8800048828125,0.06422740972506347,0.14746939457544483
427,427,427,427,2020-10-14,541.4500122070312,505.8699951171875,490.6499938964844,0.07033431006636692,0.10353616415465505
428,428,428,428,2020-10-15,541.9400024414062,534.6599731445312,493.4800109863281,0.013616185356196464,0.09820051547421382
429,429,429,429,2020-10-16,530.7899780273438,531.7899780273438,500.0299987792969,-0.0018804416053673778,0.06151626767021967
430,430,430,430,2020-10-19,530.719970703125,539.4400024414062,527.510009765625,-0.016164970522793976,0.006085118534387979
431,431,431,431,2020-10-20,525.4199829101562,539.8099975585938,503.05999755859375,-0.02665755490546562,0.044447949469403225
432,432,432,432,2020-10-21,489.0499877929688,554.0900268554688,520.6500244140625,-0.11738171760933946,-0.060693431555402744
433,433,433,433,2020-10-22,485.2300109863281,541.4500122070312,505.8699951171875,-0.10383230206523031,-0.040800965327224104
434,434,434,434,2020-10-23,488.2799987792969,541.9400024414062,534.6599731445312,-0.09901465737973647,-0.08674667395140268
435,435,435,435,2020-10-26,488.239990234375,530.7899780273438,531.7899780273438,-0.08016351015349577,-0.08189320895913821
436,436,436,436,2020-10-27,488.9299926757813,530.719970703125,539.4400024414062,-0.07874204916762073,-0.09363415678671572
437,437,437,437,2020-10-28,486.239990234375,525.4199829101562,539.8099975585938,-0.0745689047812268,-0.09923863501324648
438,438,438,438,2020-10-29,504.2099914550781,489.0499877929688,554.0900268554688,0.030998883632580743,-0.09002153618152298
439,439,439,439,2020-10-30,475.739990234375,485.2300109863281,541.4500122070312,-0.019557777831306744,-0.1213593508010321
440,440,440,440,2020-11-02,484.1199951171875,488.2799987792969,541.9400024414062,-0.008519709331755165,-0.10669079061103293
441,441,441,441,2020-11-03,487.2200012207031,488.239990234375,530.7899780273438,-0.0020891140301355637,-0.08208515346986467
442,442,442,442,2020-11-04,496.9500122070313,488.9299926757813,530.719970703125,0.016403206290042993,-0.063630464953775
443,443,443,443,2020-11-05,513.760009765625,486.239990234375,525.4199829101562,0.05659760629310839,-0.022191720002634585
444,444,444,444,2020-11-06,514.72998046875,504.2099914550781,489.0499877929688,0.02086430096974623,0.05250995464016328
445,445,445,445,2020-11-09,470.5,475.739990234375,485.2300109863281,-0.011014399339844272,-0.030356759995917026
446,446,446,446,2020-11-10,480.239990234375,484.1199951171875,488.2799987792969,-0.008014552015917609,-0.01646597969407293
447,447,447,447,2020-11-11,490.760009765625,487.2200012207031,488.239990234375,0.00726572910810841,0.005161436141353892
448,448,448,448,2020-11-12,486.7699890136719,496.9500122070313,488.9299926757813,-0.020485004413519192,-0.004417817876723684
449,449,449,449,2020-11-13,482.8399963378906,513.760009765625,486.239990234375,-0.06018376837434258,-0.006992419308920916
450,450,450,450,2020-11-16,479.1000061035156,514.72998046875,504.2099914550781,-0.06922070933732516,-0.04980065008053225
451,451,451,451,2020-11-17,480.6300048828125,470.5,475.739990234375,0.021530297306721513,0.01027875467443562
452,452,452,452,2020-11-18,481.7900085449219,480.239990234375,484.1199951171875,0.003227591083762915,-0.004812828628781629
453,453,453,453,2020-11-19,484.6700134277344,490.760009765625,487.2200012207031,-0.01240931660425848,-0.005233750229013401
454,454,454,454,2020-11-20,488.239990234375,486.7699890136719,496.9500122070313,0.0030199093080527373,-0.017526957960970257
455,455,455,455,2020-11-23,476.6199951171875,482.8399963378906,513.760009765625,-0.012882116783776931,-0.07229059082543343
456,456,456,456,2020-11-24,482.8800048828125,479.1000061035156,514.72998046875,0.007889790714133538,-0.06187705553294687
457,457,457,457,2020-11-25,485.0,480.6300048828125,470.5,0.009092222859147014,0.03081827842720508
458,458,458,458,2020-11-27,491.3599853515625,481.7900085449219,480.239990234375,0.01986337748170275,0.023155079425519087
459,459,459,459,2020-11-30,490.7000122070313,484.6700134277344,490.760009765625,0.012441452147309295,-0.0001222543756618233
460,460,460,460,2020-12-01,504.5799865722656,488.239990234375,486.7699890136719,0.03346714047336996,0.0365881175104521
461,461,461,461,2020-12-02,503.3800048828125,476.6199951171875,482.8399963378906,0.056145377952608655,0.042539989853177085
462,462,462,462,2020-12-03,497.5199890136719,482.8800048828125,479.1000061035156,0.03031805828119194,0.038447052130023085
463,463,463,463,2020-12-04,498.30999755859375,485.0,480.6300048828125,0.027443293935244917,0.03678503733884031
464,464,464,464,2020-12-07,515.780029296875,491.3599853515625,481.7900085449219,0.049698886098427986,0.07054945131512391
465,465,465,465,2020-12-08,512.6599731445312,490.7000122070313,484.6700134277344,0.04475231381945588,0.057750549737631385
466,466,466,466,2020-12-09,493.6000061035156,504.5799865722656,488.239990234375,-0.021760634113413113,0.010978240161293673
467,467,467,467,2020-12-10,501.0899963378906,503.3800048828125,476.6199951171875,-0.004549264020637822,0.05134069378412587
468,468,468,468,2020-12-11,503.2200012207031,497.5199890136719,482.8800048828125,0.011456850644999239,0.04212225839176509
469,469,469,469,2020-12-14,522.4199829101562,498.30999755859375,485.0,0.048383507193687336,0.07715460393846651
470,470,470,470,2020-12-15,519.780029296875,515.780029296875,491.3599853515625,0.007755244043575971,0.057839557132391084
471,471,471,471,2020-12-16,524.8300170898438,512.6599731445312,490.7000122070313,0.02373901724892713,0.06955370701807251
472,472,472,472,2020-12-17,532.9000244140625,493.6000061035156,504.5799865722656,0.07961916090881305,0.05612596336644615
473,473,473,473,2020-12-18,534.4500122070312,501.0899963378906,503.3800048828125,0.06657489894618762,0.061722768133096295
474,474,474,474,2020-12-21,528.9099731445312,503.2200012207031,497.5199890136719,0.05105117416142013,0.06309291048403831
475,475,475,475,2020-12-22,527.3300170898438,522.4199829101562,498.30999755859375,0.0093986339349732,0.058236880001264035
476,476,476,476,2020-12-23,514.47998046875,519.780029296875,515.780029296875,-0.010196715012876778,-0.0025205489826685135
477,477,477,477,2020-12-24,513.969970703125,524.8300170898438,512.6599731445312,-0.020692502397132606,0.002555295180465489
478,478,478,478,2020-12-28,519.1199951171875,532.9000244140625,493.6000061035156,-0.025858563831042236,0.05170175992323611
479,479,479,479,2020-12-29,530.8699951171875,534.4500122070312,501.0899963378906,-0.006698506891336664,0.0594304396354699
480,480,480,480,2020-12-30,524.5900268554688,528.9099731445312,503.2200012207031,-0.00816764006808024,0.04246656647773639
481,481,481,481,2020-12-31,540.72998046875,527.3300170898438,522.4199829101562,0.025410962669745407,0.03504842494078675
482,482,482,482,2021-01-04,522.8599853515625,514.47998046875,519.780029296875,0.016288301199159028,0.005925499020910552
483,483,483,483,2021-01-05,520.7999877929688,513.969970703125,524.8300170898438,0.013288747357165898,-0.007678732476509853
484,484,484,484,2021-01-06,500.489990234375,519.1199951171875,532.9000244140625,-0.03588766577678615,-0.060818226111592266
485,485,485,485,2021-01-07,508.8900146484375,530.8699951171875,534.4500122070312,-0.04140369708387459,-0.04782486102496808
486,486,486,486,2021-01-08,510.3999938964844,524.5900268554688,528.9099731445312,-0.027049757396348517,-0.0349964647820864
487,487,487,487,2021-01-11,499.1000061035156,540.72998046875,527.3300170898438,-0.07698847089844363,-0.05353385938869937
488,488,488,488,2021-01-12,494.25,522.8599853515625,514.47998046875,-0.05471825374497841,-0.03932121994390958
489,489,489,489,2021-01-13,507.7900085449219,520.7999877929688,513.969970703125,-0.024980759510345174,-0.012023975155102451
490,490,490,490,2021-01-14,500.8599853515625,500.489990234375,519.1199951171875,0.0007392657683606974,-0.035174930531240545
491,491,491,491,2021-01-15,497.9800109863281,508.8900146484375,530.8699951171875,-0.021438824398326006,-0.06195487489097784
