,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ELV,ELV_6m,ELV_12m,ELV_6m_ret,ELV_12m_ret
49,49,49,49,2019-04-16,231.4072113037109,273.2933044433594,270.91436767578125,-0.15326424928324378,-0.14582894481015796
50,50,50,50,2019-04-17,223.0243225097656,273.85968017578125,272.188720703125,-0.18562556427943744,-0.18062614081272965
51,51,51,51,2019-04-18,226.20567321777344,271.9149780273437,272.06610107421875,-0.1681014600268682,-0.16856355009084623
52,52,52,52,2019-04-22,230.34043884277344,260.8227844238281,271.5562438964844,-0.11686994925842797,-0.15177631146430992
53,53,53,53,2019-04-23,236.60870361328125,238.695053100586,274.8981628417969,-0.008740648204491941,-0.13928597715129554
54,54,54,54,2019-04-24,236.94859313964844,248.1635284423828,276.8900146484375,-0.045191714403505445,-0.1442501332505688
55,55,55,55,2019-04-25,241.583740234375,231.4072113037109,273.2933044433594,0.0439767147848642,-0.11602759267582519
56,56,56,56,2019-04-26,251.4864654541016,223.0243225097656,273.85968017578125,0.12761900865359532,-0.08169590611994815
57,57,57,57,2019-04-29,251.3826599121093,226.20567321777344,271.9149780273437,0.11130130529528048,-0.07551006665462057
58,58,58,58,2019-04-30,248.3050842285156,230.34043884277344,260.8227844238281,0.07799171294452778,-0.04799312384830501
59,59,59,59,2019-05-01,246.1244506835937,236.60870361328125,238.695053100586,0.04021723176280623,0.031125058883717083
60,60,60,60,2019-05-02,246.9457397460937,236.94859313964844,248.1635284423828,0.042191204741837574,-0.004907202536700961
61,61,61,61,2019-05-03,247.04959106445312,241.583740234375,231.4072113037109,0.022625077435987073,0.06759676879823906
62,62,62,62,2019-05-06,253.6577911376953,251.4864654541016,223.0243225097656,0.008633966363450263,0.13735483324509756
63,63,63,63,2019-05-07,250.0609893798828,251.3826599121093,226.20567321777344,-0.005257604214580991,0.10545852286889068
64,64,64,64,2019-05-08,249.8344268798828,248.3050842285156,230.34043884277344,0.006159127414240739,0.08463120125604884
65,65,65,65,2019-05-09,251.1560211181641,246.1244506835937,236.60870361328125,0.020443196198490554,0.06148259672078393
66,66,66,66,2019-05-10,253.28952026367188,246.9457397460937,236.94859313964844,0.025688965211956072,0.06896401834465715
67,67,67,67,2019-05-13,246.5775604248047,247.04959106445312,241.583740234375,-0.0019106716089454245,0.020671176733934482
68,68,68,68,2019-05-14,246.7002410888672,253.6577911376953,251.4864654541016,-0.027428883684677774,-0.019031737380347913
69,69,69,69,2019-05-15,244.1703491210937,250.0609893798828,251.3826599121093,-0.023556814173202767,-0.028690565982304572
70,70,70,70,2019-05-16,249.05088806152344,249.8344268798828,248.3050842285156,-0.0031362323765574684,0.003003578582875477
71,71,71,71,2019-05-17,250.23097229003903,251.1560211181641,246.1244506835937,-0.003683164050802712,0.016684736502366126
72,72,72,72,2019-05-20,251.40151977539065,253.28952026367188,246.9457397460937,-0.0074539226349192855,0.01804355901777588
73,73,73,73,2019-05-21,261.5497436523437,246.5775604248047,247.04959106445312,0.06071997468765966,0.05869328714698252
74,74,74,74,2019-05-22,261.6252136230469,246.7002410888672,253.6577911376953,0.06049841081753682,0.03141012325943704
75,75,75,75,2019-05-23,262.1727600097656,244.1703491210937,250.0609893798828,0.07372889850660713,0.04843526637208928
76,76,76,76,2019-05-24,261.7290344238281,249.05088806152344,249.8344268798828,0.050905846837104196,0.04760996189554012
77,77,77,77,2019-05-28,257.0184020996094,250.23097229003903,251.1560211181641,0.027124659059803102,0.02334159043986106
78,78,78,78,2019-05-29,260.1430969238281,251.40151977539065,253.28952026367188,0.034771377501009004,0.027058271708287673
79,79,79,79,2019-05-30,262.2671813964844,261.5497436523437,246.5775604248047,0.0027430259885641295,0.0636295571448171
80,80,80,80,2019-05-31,262.4181823730469,261.6252136230469,246.7002410888672,0.0030309339800196344,0.0637127114866407
81,81,81,81,2019-06-03,260.9644470214844,262.1727600097656,244.1703491210937,-0.004608842612925268,0.06878025100444041
82,82,82,82,2019-06-04,264.1457214355469,261.7290344238281,249.05088806152344,0.009233545743363436,0.060609434045842514
83,83,83,83,2019-06-05,261.41754150390625,257.0184020996094,250.23097229003903,0.017116048377703086,0.044704974414202514
84,84,84,84,2019-06-06,261.9650573730469,260.1430969238281,251.40151977539065,0.0070036855513879726,0.042018590846602644
85,85,85,85,2019-06-07,263.3189697265625,262.2671813964844,261.5497436523437,0.0040103695951498874,0.006764396131737405
86,86,86,86,2019-06-10,267.1153259277344,262.4181823730469,261.6252136230469,0.01789945922272329,0.02098464528192512
87,87,87,87,2019-06-11,268.3556213378906,260.9644470214844,262.1727600097656,0.028322533589404175,0.02358315687676593
88,88,88,88,2019-06-12,266.1307373046875,264.1457214355469,261.7290344238281,0.007514851493155783,0.016817785961535714
89,89,89,89,2019-06-13,269.9178161621094,261.41754150390625,257.0184020996094,0.03251608369240255,0.050188678931638364
90,90,90,90,2019-06-14,270.12603759765625,261.9650573730469,260.1430969238281,0.031152934312868474,0.03837480522018688
91,91,91,91,2019-06-17,272.1426086425781,263.3189697265625,262.2671813964844,0.0335093173316694,0.03765407167420043
92,92,92,92,2019-06-18,272.9757385253906,267.1153259277344,262.4181823730469,0.021939634415592213,0.04023180122989878
93,93,93,93,2019-06-19,275.5698547363281,268.3556213378906,260.9644470214844,0.02688310892267065,0.05596704026752475
94,94,94,94,2019-06-20,275.7214050292969,266.1307373046875,264.1457214355469,0.0360374296548438,0.04382309708005061
95,95,95,95,2019-06-21,278.1166076660156,269.9178161621094,261.41754150390625,0.030375140183344307,0.063878904476117
96,96,96,96,2019-06-24,275.05859375,270.12603759765625,261.9650573730469,0.01826020251957572,0.0499819957220764
97,97,97,97,2019-06-25,269.993408203125,272.1426086425781,263.3189697265625,-0.007897331660680185,0.02534735147829803
98,98,98,98,2019-06-26,263.9910888671875,272.9757385253906,267.1153259277344,-0.03291372964768968,-0.01169621042782143
99,99,99,99,2019-06-27,267.38043212890625,275.5698547363281,268.3556213378906,-0.02971813667811274,-0.003633943660738548
100,100,100,100,2019-06-28,267.1816101074219,275.7214050292969,266.1307373046875,-0.03097254970453822,0.0039487088690970396
101,101,101,101,2019-07-01,267.6644897460937,278.1166076660156,269.9178161621094,-0.03758178271926016,-0.008348194454353308
102,102,102,102,2019-07-02,265.71417236328125,275.05859375,270.12603759765625,-0.033972475679897696,-0.01633261744632819
103,103,103,103,2019-07-03,267.72125244140625,269.993408203125,272.1426086425781,-0.008415597168984656,-0.016246468067698694
104,104,104,104,2019-07-05,268.9331359863281,263.9910888671875,272.9757385253906,0.0187205073487422,-0.014809384016691629
105,105,105,105,2019-07-08,269.576904296875,267.38043212890625,275.5698547363281,0.008214782774043083,-0.021747481941329583
106,106,106,106,2019-07-09,269.0277709960937,267.1816101074219,275.7214050292969,0.006909760323435377,-0.02427680227616691
107,107,107,107,2019-07-10,272.5875549316406,267.6644897460937,278.1166076660156,0.018392672073224814,-0.019880340051517953
108,108,108,108,2019-07-11,287.69775390625,265.71417236328125,275.05859375,0.08273394432613501,0.045950791734715724
109,109,109,109,2019-07-12,293.9462280273437,267.72125244140625,269.993408203125,0.09795627110954541,0.0887163134227269
110,110,110,110,2019-07-15,290.5095520019531,268.9331359863281,263.9910888671875,0.08022966726094283,0.10045211468523063
111,111,111,111,2019-07-16,289.1462097167969,269.576904296875,267.38043212890625,0.07259266319925883,0.08140377893247308
112,112,112,112,2019-07-17,288.464599609375,269.0277709960937,267.1816101074219,0.0722484096764997,0.0796573891945489
113,113,113,113,2019-07-18,288.35089111328125,272.5875549316406,267.6644897460937,0.057828524804053316,0.07728481797047726
114,114,114,114,2019-07-19,286.0313720703125,287.69775390625,265.71417236328125,-0.005792126679169396,0.07646261216076122
115,115,115,115,2019-07-22,285.7095031738281,293.9462280273437,267.72125244140625,-0.028021195947271593,0.06719022329524926
116,116,116,116,2019-07-23,286.476318359375,290.5095520019531,268.9331359863281,-0.013883308189986843,0.06523250587439233
117,117,117,117,2019-07-24,273.5248107910156,289.1462097167969,269.576904296875,-0.05402595088858875,0.01464482465379513
118,118,118,118,2019-07-25,278.2965087890625,288.464599609375,269.0277709960937,-0.03524900744868398,0.034452717496973095
119,119,119,119,2019-07-26,284.0053100585937,288.35089111328125,272.5875549316406,-0.015070461679205782,0.041886560557822916
120,120,120,120,2019-07-29,282.4337158203125,286.0313720703125,287.69775390625,-0.012577837962178595,-0.018297112210520994
121,121,121,121,2019-07-30,283.6835327148437,285.7095031738281,293.9462280273437,-0.0070910153021820355,-0.034913512520206025
122,122,122,122,2019-07-31,278.9213256835937,286.476318359375,290.5095520019531,-0.02637213686299833,-0.039889312549287625
123,123,123,123,2019-08-01,277.3497314453125,273.5248107910156,289.1462097167969,0.013983816105147762,-0.04079762374557283
124,124,124,124,2019-08-02,275.0964660644531,278.2965087890625,288.464599609375,-0.011498680808227024,-0.04634237117145179
125,125,125,125,2019-08-05,268.5165710449219,284.0053100585937,288.35089111328125,-0.05453679373275211,-0.06878536075190167
126,126,126,126,2019-08-06,275.5414123535156,282.4337158203125,286.0313720703125,-0.02440326023675532,-0.0366741579459271
127,127,127,127,2019-08-07,271.2431640625,283.6835327148437,285.7095031738281,-0.04385298128971293,-0.05063303443052325
128,128,128,128,2019-08-08,273.2787170410156,278.9213256835937,286.476318359375,-0.02023010836030159,-0.04606873403686873
129,129,129,129,2019-08-09,272.0290222167969,277.3497314453125,273.5248107910156,-0.019184115307372296,-0.005468566342822889
130,130,130,130,2019-08-12,266.98291015625,275.0964660644531,278.2965087890625,-0.029493493770662127,-0.040653038308100964
131,131,131,131,2019-08-13,271.62188720703125,268.5165710449219,284.0053100585937,0.011564709582075894,-0.04360278633173298
132,132,132,132,2019-08-14,258.367431640625,275.5414123535156,282.4337158203125,-0.06232812906851426,-0.08521037975154055
133,133,133,133,2019-08-15,259.5129699707031,271.2431640625,283.6835327148437,-0.043246045047218185,-0.08520255833262136
134,134,134,134,2019-08-16,260.8668518066406,273.2787170410156,278.9213256835937,-0.04541833834982523,-0.06472962880376498
135,135,135,135,2019-08-19,258.8502197265625,272.0290222167969,277.3497314453125,-0.048446310554803085,-0.06670102625427532
136,136,136,136,2019-08-20,252.3745574951172,266.98291015625,275.0964660644531,-0.05471643354469158,-0.08259614852345054
137,137,137,137,2019-08-21,253.61476135253903,271.62188720703125,268.5165710449219,-0.06629482638402817,-0.055496797215877636
138,138,138,138,2019-08-22,247.1580047607422,258.367431640625,275.5414123535156,-0.04338560324226359,-0.1030095888321787
139,139,139,139,2019-08-23,246.51416015625,259.5129699707031,271.2431640625,-0.050089249165159555,-0.09116913228659995
140,140,140,140,2019-08-26,246.63723754882807,260.8668518066406,273.2787170410156,-0.054547422024933234,-0.09748830710511935
141,141,141,141,2019-08-27,237.9176788330078,258.8502197265625,272.0290222167969,-0.08086738699958174,-0.12539597101004762
142,142,142,142,2019-08-28,240.2940216064453,252.3745574951172,266.98291015625,-0.04786748715312006,-0.09996478251804652
143,143,143,143,2019-08-29,245.95558166503903,253.61476135253903,271.62188720703125,-0.03020005478645349,-0.09449277378162557
144,144,144,144,2019-08-30,247.59344482421875,247.1580047607422,258.367431640625,0.0017617882289431286,-0.04170025125841814
145,145,145,145,2019-09-03,244.3555908203125,246.51416015625,259.5129699707031,-0.008756370565363492,-0.05840701970349216
146,146,146,146,2019-09-04,240.6916656494141,246.63723754882807,260.8668518066406,-0.024106545947819025,-0.0773390180373732
147,147,147,147,2019-09-05,237.8419647216797,237.9176788330078,258.8502197265625,-0.0003182365921671204,-0.0811598886300926
148,148,148,148,2019-09-06,236.0999298095703,240.2940216064453,252.3745574951172,-0.0174539997659372,-0.06448600780949065
149,149,149,149,2019-09-09,237.8760528564453,245.95558166503903,253.61476135253903,-0.03284954443358412,-0.06205754117843332
150,150,150,150,2019-09-10,239.9086151123047,247.59344482421875,247.1580047607422,-0.031038098433381345,-0.029330992760906782
151,151,151,151,2019-09-11,237.26817321777344,244.3555908203125,246.51416015625,-0.02900452401660336,-0.03750692022160551
152,152,152,152,2019-09-12,235.70106506347656,240.6916656494141,246.63723754882807,-0.020734413767391158,-0.04434112461702555
153,153,153,153,2019-09-13,240.3740081787109,237.8419647216797,237.9176788330078,0.01064590708369817,0.010324282574340149
154,154,154,154,2019-09-16,245.597885131836,236.0999298095703,240.2940216064453,0.04022853937282567,0.02207239069009126
155,155,155,155,2019-09-17,244.3726501464844,237.8760528564453,245.95558166503903,0.027310850386271124,-0.006435843040595746
156,156,156,156,2019-09-18,239.14878845214844,239.9086151123047,247.59344482421875,-0.0031671503743230245,-0.034106946482632794
157,157,157,157,2019-09-19,242.6249847412109,237.26817321777344,244.3555908203125,0.022577033618920384,-0.0070823265115067535
158,158,158,158,2019-09-20,239.4337158203125,235.70106506347656,240.6916656494141,0.015836376283792752,-0.005226395462042621
159,159,159,159,2019-09-23,238.7783660888672,240.3740081787109,237.8419647216797,-0.0066381640092193495,0.003937073797230406
160,160,160,160,2019-09-24,235.7295379638672,245.597885131836,236.0999298095703,-0.0401809126437368,-0.0015687926972357547
161,161,161,161,2019-09-25,231.74986267089844,244.3726501464844,237.8760528564453,-0.05165384697518105,-0.02575370707552449
162,162,162,162,2019-09-26,226.8109436035156,239.14878845214844,239.9086151123047,-0.051590664240816486,-0.05459441922357766
163,163,163,163,2019-09-27,225.75665283203125,242.6249847412109,237.26817321777344,-0.06952429869154564,-0.04851691750151632
164,164,164,164,2019-09-30,228.04568481445312,239.4337158203125,235.70106506347656,-0.047562353392225365,-0.03247919243369468
165,165,165,165,2019-10-01,226.46902465820312,238.7783660888672,240.3740081787109,-0.05155132616194735,-0.05784728401321093
166,166,166,166,2019-10-02,225.9561309814453,235.7295379638672,245.597885131836,-0.04146025596469782,-0.07997525768533009
167,167,167,167,2019-10-03,226.26956176757807,231.74986267089844,244.3726501464844,-0.02364748285138274,-0.07407984636601028
168,168,168,168,2019-10-04,229.6508026123047,226.8109436035156,239.14878845214844,0.012520820043645742,-0.03971580162006216
169,169,169,169,2019-10-07,228.9290008544922,225.75665283203125,242.6249847412109,0.01405206882129506,-0.05644919010021643
170,170,170,170,2019-10-08,223.6956481933593,228.04568481445312,239.4337158203125,-0.01907528583420992,-0.06573037374053092
171,171,171,171,2019-10-09,226.28857421875,226.46902465820312,238.7783660888672,-0.0007967996494243623,-0.05230704973275846
172,172,172,172,2019-10-10,225.3197784423828,225.9561309814453,235.7295379638672,-0.0028162658667347795,-0.044159758727733145
173,173,173,173,2019-10-11,225.62371826171875,226.26956176757807,231.74986267089844,-0.0028543101458901043,-0.026434295747045367
174,174,174,174,2019-10-14,223.0307464599609,229.6508026123047,226.8109436035156,-0.02882661883624993,-0.01666673169951971
175,175,175,175,2019-10-15,236.44186401367188,228.9290008544922,225.75665283203125,0.03281743742006227,0.0473306591305227
176,176,176,176,2019-10-16,232.7186737060547,223.6956481933593,228.04568481445312,0.04033616919045313,0.020491459399478273
177,177,177,177,2019-10-17,236.7363128662109,226.28857421875,226.46902465820312,0.046169978681120716,0.04533639080886953
178,178,178,178,2019-10-18,236.87876892089844,225.3197784423828,225.9561309814453,0.051300380989285355,0.048339639610620155
179,179,179,179,2019-10-21,240.36453247070312,225.62371826171875,226.26956176757807,0.06533361972115603,0.062292827161628095
180,180,180,180,2019-10-22,247.1840057373047,223.0307464599609,229.6508026123047,0.10829564829385463,0.07634723208261307
181,181,181,181,2019-10-23,250.28038024902344,236.44186401367188,228.9290008544922,0.05852819801213949,0.09326638090777428
182,182,182,182,2019-10-24,246.46221923828125,232.7186737060547,223.6956481933593,0.05905647928187285,0.10177476061243196
183,183,183,183,2019-10-25,249.86248779296875,236.7363128662109,226.28857421875,0.05544639420896935,0.10417633172866325
184,184,184,184,2019-10-28,254.2315673828125,236.87876892089844,225.3197784423828,0.07325603109541956,0.12831447438966315
185,185,185,185,2019-10-29,258.9519958496094,240.36453247070312,225.62371826171875,0.07733030821080811,0.14771619688152882
186,186,186,186,2019-10-30,259.7308349609375,247.1840057373047,223.0307464599609,0.0507590658473549,0.16455170008393938
187,187,187,187,2019-10-31,255.5707244873047,250.28038024902344,236.44186401367188,0.021137670611725445,0.08090301839494352
188,188,188,188,2019-11-01,257.1567687988281,246.46221923828125,232.7186737060547,0.04339224727262292,0.10501131990654522
189,189,189,189,2019-11-04,258.07818603515625,249.86248779296875,236.7363128662109,0.032880879057743506,0.09015039944888592
190,190,190,190,2019-11-05,259.2939453125,254.2315673828125,236.87876892089844,0.019912467919708687,0.09462720738424091
191,191,191,191,2019-11-06,263.39703369140625,258.9519958496094,240.36453247070312,0.017165489793631084,0.09582321062077015
192,192,192,192,2019-11-07,265.7240295410156,259.7308349609375,247.1840057373047,0.023074636405721716,0.07500494924179835
193,193,193,193,2019-11-08,267.927490234375,255.5707244873047,250.28038024902344,0.048349691741332856,0.07050936221126514
194,194,194,194,2019-11-11,265.1351013183594,257.1567687988281,246.46221923828125,0.031025170197921836,0.07576366932744794
195,195,195,195,2019-11-12,269.42822265625,258.07818603515625,249.86248779296875,0.043979062296832794,0.07830601158303141
196,196,196,196,2019-11-13,269.4946594238281,259.2939453125,254.2315673828125,0.03934034826395294,0.06003617960641772
197,197,197,197,2019-11-14,267.85162353515625,263.39703369140625,258.9519958496094,0.016912072931576594,0.03436786674050385
198,198,198,198,2019-11-15,282.8677978515625,265.7240295410156,259.7308349609375,0.0645171922921659,0.08908053945194738
199,199,199,199,2019-11-18,279.2395935058594,267.927490234375,255.5707244873047,0.042220763765557834,0.09261181642003913
200,200,200,200,2019-11-19,278.0238952636719,265.1351013183594,257.1567687988281,0.04861217500521131,0.08114554620636083
201,201,201,201,2019-11-20,278.0048828125,269.42822265625,258.07818603515625,0.03183282015408073,0.07721186003155367
202,202,202,202,2019-11-21,278.983154296875,269.4946594238281,259.2939453125,0.035208470896354704,0.07593393266721149
203,203,203,203,2019-11-22,277.1785583496094,267.85162353515625,263.39703369140625,0.03482127414930125,0.052322247008861344
204,204,204,204,2019-11-25,279.1351318359375,282.8677978515625,265.7240295410156,-0.013195796919887481,0.05047003960494978
205,205,205,205,2019-11-26,272.8189697265625,279.2395935058594,267.927490234375,-0.022993242823074578,0.018256728669046263
206,206,206,206,2019-11-27,274.9180908203125,278.0238952636719,265.1351013183594,-0.011170998235291552,0.036898130248722794
207,207,207,207,2019-11-29,274.1677551269531,278.0048828125,269.42822265625,-0.013802375147974777,0.01759107648032132
208,208,208,208,2019-12-02,272.9994812011719,278.983154296875,269.4946594238281,-0.021448151988903597,0.013005162272369253
209,209,209,209,2019-12-03,271.8217163085937,277.1785583496094,267.85162353515625,-0.019326321894852394,0.014821985101450608
210,210,210,210,2019-12-04,273.7171325683594,279.1351318359375,282.8677978515625,-0.019409951129915726,-0.03234961827646787
211,211,211,211,2019-12-05,272.6884155273437,272.8189697265625,279.2395935058594,-0.000478537835362558,-0.023460777521788656
212,212,212,212,2019-12-06,271.7073974609375,274.9180908203125,278.0238952636719,-0.011678727106662179,-0.022719262302054788
213,213,213,213,2019-12-09,268.9071960449219,274.1677551269531,278.0048828125,-0.01918737336414833,-0.03272491718684689
214,214,214,214,2019-12-10,270.3550109863281,272.9994812011719,278.983154296875,-0.009686722491956123,-0.030927112184578
215,215,215,215,2019-12-11,267.25946044921875,271.8217163085937,277.1785583496094,-0.016784000635900242,-0.035785949531779826
216,216,216,216,2019-12-12,270.8978271484375,273.7171325683594,279.1351318359375,-0.010300069248379118,-0.029510096537549102
217,217,217,217,2019-12-13,270.6120910644531,272.6884155273437,272.8189697265625,-0.00761427455169017,-0.008089168668590996
218,218,218,218,2019-12-16,277.9079284667969,271.7073974609375,274.9180908203125,0.022820619032835943,0.01087537614408407
219,219,219,219,2019-12-17,276.9172668457031,268.9071960449219,274.1677551269531,0.02978749144163162,0.010028574357611175
220,220,220,220,2019-12-18,279.2413330078125,270.3550109863281,272.9994812011719,0.03286908568502089,0.022863969481469626
221,221,221,221,2019-12-19,284.0417175292969,267.25946044921875,271.8217163085937,0.06279387473083253,0.04495594166151928
222,222,222,222,2019-12-20,288.594482421875,270.8978271484375,273.7171325683594,0.06532594026212202,0.05435300930532749
223,223,223,223,2019-12-23,288.765869140625,270.6120910644531,272.6884155273437,0.06708413509819144,0.05895906352380109
224,224,224,224,2019-12-24,290.0231018066406,277.9079284667969,271.7073974609375,0.04359419828963684,0.06740966391368253
225,225,225,225,2019-12-26,290.2708740234375,276.9172668457031,268.9071960449219,0.04822237099853699,0.07944628590358271
226,226,226,226,2019-12-27,291.8518981933594,279.2413330078125,270.3550109863281,0.045160095211241646,0.07951355193530452
227,227,227,227,2019-12-30,290.794677734375,284.0417175292969,267.25946044921875,0.023774536585040806,0.08806130658797806
228,228,228,228,2019-12-31,287.6705627441406,288.594482421875,270.8978271484375,-0.0032014460913488696,0.06191535669465731
229,229,229,229,2020-01-02,286.5657653808594,288.765869140625,270.6120910644531,-0.007618988235393531,0.05895403362670315
230,230,230,230,2020-01-03,282.76544189453125,290.0231018066406,277.9079284667969,-0.025024420009644888,0.017478858752008275
231,231,231,231,2020-01-06,286.165771484375,290.2708740234375,276.9172668457031,-0.014142316389384124,0.03339807858144539
232,232,232,232,2020-01-07,285.2989501953125,291.8518981933594,279.2413330078125,-0.022452990844367804,0.021693125162565163
233,233,233,233,2020-01-08,292.8614807128906,290.794677734375,284.0417175292969,0.007107430557596217,0.03105094301045419
234,234,234,234,2020-01-09,291.84234619140625,287.6705627441406,288.594482421875,0.014501947670523707,0.011254074375488088
235,235,235,235,2020-01-10,293.109130859375,286.5657653808594,288.765869140625,0.02283373057426874,0.015040772414259607
236,236,236,236,2020-01-13,282.632080078125,282.76544189453125,290.0231018066406,-0.00047163407067263297,-0.025484251711242134
237,237,237,237,2020-01-14,282.76544189453125,286.165771484375,290.2708740234375,-0.011882377029949653,-0.02585664908391816
238,238,238,238,2020-01-15,287.21343994140625,285.2989501953125,291.8518981933594,0.006710468947688453,-0.015893191994523326
239,239,239,239,2020-01-16,290.5470275878906,292.8614807128906,290.794677734375,-0.007902893611567152,-0.0008516323215193022
240,240,240,240,2020-01-17,290.8708190917969,291.84234619140625,287.6705627441406,-0.0033289449330707876,0.011124726552235398
241,241,241,241,2020-01-21,291.4423522949219,293.109130859375,286.5657653808594,-0.005686546030027273,0.017017339484293625
242,242,242,242,2020-01-22,289.08026123046875,282.632080078125,282.76544189453125,0.02281475319631565,0.022332358910721828
243,243,243,243,2020-01-23,289.92791748046875,282.76544189453125,286.165771484375,0.025330095283033316,0.013146736510726065
244,244,244,244,2020-01-24,283.1463928222656,287.21343994140625,285.2989501953125,-0.014160364918752832,-0.007544918660139732
