,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,NVR,NVR_6m,NVR_12m,NVR_6m_ret,NVR_12m_ret
497,497,497,497,2021-01-26,4545.72021484375,4009.949951171875,4025.929931640625,0.13361021214623903,0.12911061345553598
498,498,498,498,2021-01-27,4535.0,4160.0,3930.0,0.09014423076923084,0.1539440203562341
499,499,499,499,2021-01-28,4518.2099609375,4278.81982421875,3986.8701171875,0.05594770206582811,0.13327242376403992
500,500,500,500,2021-01-29,4446.47998046875,4451.5,3963.18994140625,-0.001127714148320802,0.12194470772476151
501,501,501,501,2021-02-01,4530.0,4485.91015625,3971.39990234375,0.009828516892736117,0.14065571621900586
502,502,502,502,2021-02-02,4509.97998046875,4540.0,3975.050048828125,-0.006612339103799547,0.13457187332731224
503,503,503,503,2021-02-03,4499.56982421875,4545.72021484375,4009.949951171875,-0.010152492552071068,0.12210124291047264
504,504,504,504,2021-02-04,4552.10986328125,4535.0,4160.0,0.003772847471058327,0.09425717867337746
505,505,505,505,2021-02-05,4668.41015625,4518.2099609375,4278.81982421875,0.033243296927558896,0.09105088506557601
506,506,506,506,2021-02-08,4740.93017578125,4446.47998046875,4451.5,0.06622096503433683,0.0650185725668313
507,507,507,507,2021-02-09,4699.740234375,4530.0,4485.91015625,0.03747025041390728,0.04766704429581159
508,508,508,508,2021-02-10,4701.830078125,4509.97998046875,4540.0,0.042539013141319915,0.035645391657489034
509,509,509,509,2021-02-11,4708.330078125,4499.56982421875,4545.72021484375,0.04639560270464216,0.03577207914166336
510,510,510,510,2021-02-12,4700.02001953125,4552.10986328125,4535.0,0.03249265960013181,0.0363880969197905
511,511,511,511,2021-02-16,4650.0,4668.41015625,4518.2099609375,-0.0039435601487055605,0.02916863983787832
512,512,512,512,2021-02-17,4704.39990234375,4740.93017578125,4446.47998046875,-0.0077052966576290904,0.05800541619616384
513,513,513,513,2021-02-18,4705.97998046875,4699.740234375,4530.0,0.0013276789317229198,0.03884767780767118
514,514,514,514,2021-02-19,4705.4501953125,4701.830078125,4509.97998046875,0.0007699379023378139,0.04334170344220323
515,515,515,515,2021-02-22,4656.02978515625,4708.330078125,4499.56982421875,-0.011108034505001751,0.034772204243916915
516,516,516,516,2021-02-23,4699.580078125,4700.02001953125,4552.10986328125,-9.360415581671777e-05,0.03239601399634284
517,517,517,517,2021-02-24,4699.97021484375,4650.0,4668.41015625,0.01074628276209677,0.00676034400094383
518,518,518,518,2021-02-25,4491.419921875,4704.39990234375,4740.93017578125,-0.045272507629005476,-0.0526289661849183
519,519,519,519,2021-02-26,4500.83984375,4705.97998046875,4699.740234375,-0.043591374712630304,-0.042321571130718216
520,520,520,520,2021-03-01,4572.9599609375,4705.4501953125,4701.830078125,-0.0281567605384464,-0.027408501593254253
521,521,521,521,2021-03-02,4657.9599609375,4656.02978515625,4708.330078125,0.0004145540020821237,-0.010698085383078926
522,522,522,522,2021-03-03,4483.85009765625,4699.580078125,4700.02001953125,-0.04590409714963728,-0.045993404491191825
523,523,523,523,2021-03-04,4441.2998046875,4699.97021484375,4650.0,-0.055036606261737675,-0.044881762432795735
524,524,524,524,2021-03-05,4624.6201171875,4491.419921875,4704.39990234375,0.029656589147623924,-0.016958546639817662
525,525,525,525,2021-03-08,4699.759765625,4500.83984375,4705.97998046875,0.04419617866457215,-0.0013217682330919356
526,526,526,526,2021-03-09,4702.08984375,4572.9599609375,4705.4501953125,0.028237702476193727,-0.000714140289030718
527,527,527,527,2021-03-10,4776.41015625,4657.9599609375,4656.02978515625,0.02542962934543125,0.025854725302129955
528,528,528,528,2021-03-11,4584.740234375,4483.85009765625,4699.580078125,0.02250078270267908,-0.024436192562084846
529,529,529,529,2021-03-12,4538.830078125,4441.2998046875,4699.97021484375,0.021959849081695237,-0.03428535274751887
530,530,530,530,2021-03-15,4670.25,4624.6201171875,4491.419921875,0.009866731030061304,0.03981593376607395
531,531,531,531,2021-03-16,4629.0400390625,4699.759765625,4500.83984375,-0.015047519466794501,0.028483616338964568
532,532,532,532,2021-03-17,4662.330078125,4702.08984375,4572.9599609375,-0.008455764765500695,0.019543166341036144
533,533,533,533,2021-03-18,4421.85009765625,4776.41015625,4657.9599609375,-0.07423149331717316,-0.05068954333255549
534,534,534,534,2021-03-19,4434.990234375,4584.740234375,4483.85009765625,-0.032662701122567306,-0.010896854760329644
535,535,535,535,2021-03-22,4503.64013671875,4538.830078125,4441.2998046875,-0.007753086324127634,0.014036506151972494
536,536,536,536,2021-03-23,4463.10009765625,4670.25,4624.6201171875,-0.04435520632594614,-0.03492611618648578
537,537,537,537,2021-03-24,4539.64990234375,4629.0400390625,4699.759765625,-0.019310728782733544,-0.03406766968225183
538,538,538,538,2021-03-25,4567.85986328125,4662.330078125,4702.08984375,-0.020262446729585104,-0.028546877011966898
539,539,539,539,2021-03-26,4722.740234375,4421.85009765625,4776.41015625,0.06804620918249427,-0.011236455856868166
540,540,540,540,2021-03-29,4668.259765625,4434.990234375,4584.740234375,0.05259752985293176,0.01821685133299278
541,541,541,541,2021-03-30,4706.10986328125,4503.64013671875,4538.830078125,0.04495690606177405,0.03685526496408387
542,542,542,542,2021-03-31,4710.93017578125,4463.10009765625,4670.25,0.055528684703967324,0.008710492110968415
543,543,543,543,2021-04-01,4785.18017578125,4539.64990234375,4629.0400390625,0.05408572879391782,0.033730565171428584
544,544,544,544,2021-04-05,4827.43994140625,4567.85986328125,4662.330078125,0.05682750476030041,0.03541359374273445
545,545,545,545,2021-04-06,4837.77978515625,4722.740234375,4421.85009765625,0.024358644573318156,0.09406236717985061
546,546,546,546,2021-04-07,4776.41015625,4668.259765625,4434.990234375,0.023167174933445667,0.0769832409615474
547,547,547,547,2021-04-08,4748.490234375,4706.10986328125,4503.64013671875,0.009005393483143331,0.05436715417378846
548,548,548,548,2021-04-09,4902.1298828125,4710.93017578125,4463.10009765625,0.040586402238394825,0.09836879647552643
549,549,549,549,2021-04-12,4873.72998046875,4785.18017578125,4539.64990234375,0.018505009515768833,0.07359159523568537
550,550,550,550,2021-04-13,4821.02001953125,4827.43994140625,4567.85986328125,-0.0013298812523662162,0.05542204967473463
551,551,551,551,2021-04-14,4821.43994140625,4837.77978515625,4722.740234375,-0.0033775501315986833,0.020898821898535314
552,552,552,552,2021-04-15,4844.22021484375,4776.41015625,4668.259765625,0.014196866763005911,0.037692942992257006
553,553,553,553,2021-04-16,4984.85009765625,4748.490234375,4706.10986328125,0.04977579222343276,0.059229436301483585
554,554,554,554,2021-04-19,4984.419921875,4902.1298828125,4710.93017578125,0.016786588897005572,0.05805429838458487
555,555,555,555,2021-04-20,4906.22021484375,4873.72998046875,4785.18017578125,0.006666400170957987,0.025294771485326217
556,556,556,556,2021-04-21,4800.0,4821.02001953125,4827.43994140625,-0.004360077213140023,-0.005684160080561607
557,557,557,557,2021-04-22,4826.3701171875,4821.43994140625,4837.77978515625,0.001022552565450363,-0.0023584512887002695
558,558,558,558,2021-04-23,4862.58984375,4844.22021484375,4776.41015625,0.003792071394682184,0.018042773690034375
559,559,559,559,2021-04-26,4929.52978515625,4984.85009765625,4748.490234375,-0.011097688278732809,0.038125707718777324
560,560,560,560,2021-04-27,4978.81005859375,4984.419921875,4902.1298828125,-0.001125479668482643,0.015642216264016406
561,561,561,561,2021-04-28,5005.6298828125,4906.22021484375,4873.72998046875,0.020261966160423528,0.027063440706057262
562,562,562,562,2021-04-29,5023.91015625,4800.0,4821.02001953125,0.04664794921874993,0.04208448334518167
563,563,563,563,2021-04-30,5018.10009765625,4826.3701171875,4821.43994140625,0.03972550297913702,0.04078867695957267
564,564,564,564,2021-05-03,5124.06982421875,4862.58984375,4844.22021484375,0.05377380960988032,0.0577697951297671
565,565,565,565,2021-05-04,5104.9501953125,4929.52978515625,4984.85009765625,0.03558562739279392,0.024093020914052854
566,566,566,566,2021-05-05,5142.419921875,4978.81005859375,4984.419921875,0.03286123819864328,0.03169877387468678
567,567,567,567,2021-05-06,5134.43994140625,5005.6298828125,4906.22021484375,0.02573303692229345,0.046516405006041595
568,568,568,568,2021-05-07,5211.3798828125,5023.91015625,4800.0,0.037315501418606845,0.08570414225260414
569,569,569,569,2021-05-10,5215.81005859375,5018.10009765625,4826.3701171875,0.03939936571409608,0.08069002831328453
570,570,570,570,2021-05-11,4988.02978515625,5124.06982421875,4862.58984375,-0.026549216487939176,0.025796940609227104
571,571,571,571,2021-05-12,4749.3701171875,5104.9501953125,4929.52978515625,-0.0696539759489726,-0.03654702899072548
572,572,572,572,2021-05-13,4925.72998046875,5142.419921875,4978.81005859375,-0.042137737621248506,-0.010661197655729038
573,573,573,573,2021-05-14,4949.7099609375,5134.43994140625,5005.6298828125,-0.0359786038159704,-0.011171405634085807
574,574,574,574,2021-05-17,4871.490234375,5211.3798828125,5023.91015625,-0.06522066248873548,-0.030338902793749623
575,575,575,575,2021-05-18,4726.009765625,5215.81005859375,5018.10009765625,-0.09390685003218968,-0.058207354645570586
576,576,576,576,2021-05-19,4705.669921875,4988.02978515625,5124.06982421875,-0.056607493427869526,-0.08165382531795262
577,577,577,577,2021-05-20,4722.7001953125,4749.3701171875,5104.9501953125,-0.005615465044192747,-0.07487830152603492
578,578,578,578,2021-05-21,4655.22021484375,4925.72998046875,5142.419921875,-0.05491770086821879,-0.09474133081952008
579,579,579,579,2021-05-24,4652.72021484375,4949.7099609375,5134.43994140625,-0.060001444213409805,-0.09382127983963984
580,580,580,580,2021-05-25,4836.35986328125,4871.490234375,5211.3798828125,-0.007211421844974142,-0.07196175062349464
581,581,581,581,2021-05-26,4847.259765625,4726.009765625,5215.81005859375,0.025655892817217918,-0.07066022129420024
582,582,582,582,2021-05-27,4861.2900390625,4705.669921875,4988.02978515625,0.0330707677697657,-0.025408778927285436
583,583,583,583,2021-05-28,4887.22998046875,4722.7001953125,4749.3701171875,0.03483807532808325,0.029026978289678596
584,584,584,584,2021-06-01,4841.02001953125,4655.22021484375,4925.72998046875,0.03991214080379146,-0.017197443074100205
585,585,585,585,2021-06-02,4795.490234375,4652.72021484375,4949.7099609375,0.03068527935029608,-0.031157325940223357
586,586,586,586,2021-06-03,4747.06982421875,4836.35986328125,4871.490234375,-0.018462240525236817,-0.025540523365580103
587,587,587,587,2021-06-04,4810.0,4847.259765625,4726.009765625,-0.007686768901727259,0.0177719129964371
588,588,588,588,2021-06-07,4808.509765625,4861.2900390625,4705.669921875,-0.010857256615710686,0.02185445334190006
589,589,589,589,2021-06-08,4838.1298828125,4887.22998046875,4722.7001953125,-0.01004661083118108,0.02444145991197355
590,590,590,590,2021-06-09,4792.9501953125,4841.02001953125,4655.22021484375,-0.009929689202856196,0.0295861364473331
591,591,591,591,2021-06-10,4602.93994140625,4795.490234375,4652.72021484375,-0.040152368904541214,-0.01069917621065719
592,592,592,592,2021-06-11,4669.7900390625,4747.06982421875,4836.35986328125,-0.01627947091950943,-0.034441155937006696
593,593,593,593,2021-06-14,4671.740234375,4810.0,4847.259765625,-0.028744234017671566,-0.03621005263524779
594,594,594,594,2021-06-15,4711.47998046875,4808.509765625,4861.2900390625,-0.020178764291983953,-0.030816934885588676
595,595,595,595,2021-06-16,4656.080078125,4838.1298828125,4887.22998046875,-0.03762813506397045,-0.04729671066586061
596,596,596,596,2021-06-17,4697.5498046875,4792.9501953125,4841.02001953125,-0.019904315033004383,-0.029636360573787046
597,597,597,597,2021-06-18,4785.14013671875,4602.93994140625,4795.490234375,0.039583439634633955,-0.0021582981406277346
598,598,598,598,2021-06-21,4817.68994140625,4669.7900390625,4747.06982421875,0.031671638576162175,0.014876570137478895
599,599,599,599,2021-06-22,4821.27001953125,4671.740234375,4810.0,0.03200729870552288,0.0023430394035863777
600,600,600,600,2021-06-23,4783.2900390625,4711.47998046875,4808.509765625,0.015241507740972216,-0.005244811343171341
601,601,601,601,2021-06-24,4818.4501953125,4656.080078125,4838.1298828125,0.03487270718352553,-0.004067622816392835
602,602,602,602,2021-06-25,4844.5,4697.5498046875,4792.9501953125,0.03128230703714174,0.010755339109910889
603,603,603,603,2021-06-28,4884.419921875,4785.14013671875,4602.93994140625,0.020747518843685864,0.06115221663803738
604,604,604,604,2021-06-29,4964.41015625,4817.68994140625,4669.7900390625,0.03045447437012183,0.06309065605156139
605,605,605,605,2021-06-30,4973.2998046875,4821.27001953125,4671.740234375,0.031533140550180416,0.06454972990441621
606,606,606,606,2021-07-01,5111.89013671875,4783.2900390625,4711.47998046875,0.0686975063131765,0.08498606762840644
607,607,607,607,2021-07-02,5114.3798828125,4818.4501953125,4656.080078125,0.06141594817933105,0.09843039574011292
608,608,608,608,2021-07-06,5185.8701171875,4844.5,4697.5498046875,0.07046550050314782,0.10395213096255507
609,609,609,609,2021-07-07,5202.2099609375,4884.419921875,4785.14013671875,0.06506198159565879,0.08715937512850802
610,610,610,610,2021-07-08,5053.02001953125,4964.41015625,4817.68994140625,0.017849021433028467,0.04884707836891411
611,611,611,611,2021-07-09,5060.83984375,4973.2998046875,4821.27001953125,0.017602003197151106,0.04969019018811194
612,612,612,612,2021-07-12,4961.669921875,5111.89013671875,4783.2900390625,-0.02938643257700646,0.03729229909868925
613,613,613,613,2021-07-13,4820.2900390625,5114.3798828125,4818.4501953125,-0.057502541948110886,0.00038183309475514626
614,614,614,614,2021-07-14,4862.35009765625,5185.8701171875,4844.5,-0.0623849059503071,0.0036846109312107522
615,615,615,615,2021-07-15,4824.31005859375,5202.2099609375,4884.419921875,-0.07264218575977044,-0.012306448717082308
616,616,616,616,2021-07-16,4800.0,5053.02001953125,4964.41015625,-0.05007302930787161,-0.03311776244817599
617,617,617,617,2021-07-19,4788.009765625,5060.83984375,4973.2998046875,-0.0539100399436544,-0.03725696144195012
618,618,618,618,2021-07-20,4900.27001953125,4961.669921875,5111.89013671875,-0.012374846233331738,-0.041397626225851525
619,619,619,619,2021-07-21,4893.759765625,4820.2900390625,5114.3798828125,0.015241764700281157,-0.043137217461870825
620,620,620,620,2021-07-22,5014.64013671875,4862.35009765625,5185.8701171875,0.031320253787547436,-0.03301856324963548
621,621,621,621,2021-07-23,5130.02978515625,4824.31005859375,5202.2099609375,0.06337066292368765,-0.013874906303905199
622,622,622,622,2021-07-26,5032.68994140625,4800.0,5053.02001953125,0.04847707112630206,-0.0040233519848366095
623,623,623,623,2021-07-27,5106.14013671875,4788.009765625,5060.83984375,0.06644313329887774,0.008951141385099337
624,624,624,624,2021-07-28,5064.9501953125,4900.27001953125,4961.669921875,0.03360634722676026,0.02081562761403344
625,625,625,625,2021-07-29,5244.89013671875,4893.759765625,4820.2900390625,0.0717506350761592,0.08808600607336703
626,626,626,626,2021-07-30,5222.60009765625,5014.64013671875,4862.35009765625,0.041470565238520773,0.07408968765405177
627,627,627,627,2021-08-02,5227.419921875,5130.02978515625,4824.31005859375,0.0189843218845529,0.08355803387122118
628,628,628,628,2021-08-03,5295.22998046875,5032.68994140625,4800.0,0.052166940963809916,0.10317291259765615
629,629,629,629,2021-08-04,5243.56005859375,5106.14013671875,4788.009765625,0.026912681241707315,0.09514397740775804
630,630,630,630,2021-08-05,5313.56982421875,5064.9501953125,4900.27001953125,0.0490862929188014,0.08434225114946536
631,631,631,631,2021-08-06,5212.9501953125,5244.89013671875,4893.759765625,-0.006089725537364976,0.06522396786404872
632,632,632,632,2021-08-09,5154.97021484375,5222.60009765625,5014.64013671875,-0.012949466079711924,0.027984077480946112
633,633,633,633,2021-08-10,5195.009765625,5227.419921875,5130.02978515625,-0.006200029217927283,0.01266658931625897
634,634,634,634,2021-08-11,5305.75,5295.22998046875,5032.68994140625,0.001986697380482516,0.054257278269253195
635,635,635,635,2021-08-12,5265.02001953125,5243.56005859375,5106.14013671875,0.004092631856543516,0.03111545679484573
636,636,636,636,2021-08-13,5252.490234375,5313.56982421875,5064.9501953125,-0.011495019706968979,0.03702702530738877
637,637,637,637,2021-08-16,5252.10009765625,5212.9501953125,5244.89013671875,0.007510123994461715,0.001374663863218828
638,638,638,638,2021-08-17,5114.169921875,5154.97021484375,5222.60009765625,-0.007914748537492078,-0.020761722849488407
639,639,639,639,2021-08-18,5101.3701171875,5195.009765625,5227.419921875,-0.018024922504882857,-0.024113196676628923
640,640,640,640,2021-08-19,5072.27001953125,5305.75,5295.22998046875,-0.04400508513758661,-0.04210581254447476
641,641,641,641,2021-08-20,5160.72998046875,5265.02001953125,5243.56005859375,-0.019808099242856314,-0.01579653464429165
642,642,642,642,2021-08-23,5130.27001953125,5252.490234375,5313.56982421875,-0.02326900372777052,-0.03449654577832717
643,643,643,643,2021-08-24,5175.0,5252.10009765625,5212.9501953125,-0.014679860669574052,-0.007279984248962257
644,644,644,644,2021-08-25,5185.64013671875,5114.169921875,5154.97021484375,0.013974939420383414,0.005949582751552329
645,645,645,645,2021-08-26,5103.02978515625,5101.3701171875,5195.009765625,0.0003253376898018079,-0.017705449001727547
646,646,646,646,2021-08-27,5139.27001953125,5072.27001953125,5305.75,0.013209075964412342,-0.03137727568557702
647,647,647,647,2021-08-30,5125.02001953125,5160.72998046875,5265.02001953125,-0.006919556162141349,-0.0265905921498214
648,648,648,648,2021-08-31,5179.93994140625,5130.27001953125,5252.490234375,0.009681736377598726,-0.013812551710033372
649,649,649,649,2021-09-01,5177.3798828125,5175.0,5252.10009765625,0.0004598807367148794,-0.014226730917998642
650,650,650,650,2021-09-02,5139.18017578125,5185.64013671875,5114.169921875,-0.008959349224510138,0.004890383833214607
651,651,651,651,2021-09-03,5100.64013671875,5103.02978515625,5101.3701171875,-0.00046828032327994595,-0.00014309498271658505
652,652,652,652,2021-09-07,5102.22021484375,5139.27001953125,5072.27001953125,-0.00720915704889924,0.005904692612414886
653,653,653,653,2021-09-08,5052.47021484375,5125.02001953125,5160.72998046875,-0.014156004154328272,-0.020977607050692182
654,654,654,654,2021-09-09,5098.43017578125,5179.93994140625,5130.27001953125,-0.015735658433690625,-0.006206270552774784
655,655,655,655,2021-09-10,5132.1298828125,5177.3798828125,5175.0,-0.008739942021681268,-0.008284080615941991
656,656,656,656,2021-09-13,5033.3798828125,5139.18017578125,5185.64013671875,-0.020586998188415584,-0.02936190130667138
657,657,657,657,2021-09-14,4958.58984375,5100.64013671875,5103.02978515625,-0.02784950303514866,-0.02830474198414412
658,658,658,658,2021-09-15,4935.3798828125,5102.22021484375,5139.27001953125,-0.03269955529278523,-0.039672976112149594
659,659,659,659,2021-09-16,5024.0,5052.47021484375,5125.02001953125,-0.005634909981281355,-0.01971114632650539
660,660,660,660,2021-09-17,5070.740234375,5098.43017578125,5179.93994140625,-0.005431072006788273,-0.021081268946451237
661,661,661,661,2021-09-20,4968.14990234375,5132.1298828125,5177.3798828125,-0.03195164273178641,-0.04041232924849436
662,662,662,662,2021-09-21,4966.72021484375,5033.3798828125,5139.18017578125,-0.013243520163533251,-0.03355787402633392
663,663,663,663,2021-09-22,5017.4501953125,4958.58984375,5100.64013671875,0.011870381180385303,-0.01630970607147486
664,664,664,664,2021-09-23,4977.33984375,4935.3798828125,5102.22021484375,0.008501870561904656,-0.02447569211741174
665,665,665,665,2021-09-24,4952.9599609375,5024.0,5052.47021484375,-0.014140135163714151,-0.019695366756224852
666,666,666,666,2021-09-27,4987.31005859375,5070.740234375,5098.43017578125,-0.016453253750935537,-0.021794966951856454
667,667,667,667,2021-09-28,4885.9599609375,4968.14990234375,5132.1298828125,-0.016543369870437363,-0.047966424758543846
668,668,668,668,2021-09-29,4942.25,4966.72021484375,5033.3798828125,-0.004926835775974969,-0.01810510729056658
669,669,669,669,2021-09-30,4794.080078125,5017.4501953125,4958.58984375,-0.044518651604390835,-0.03317672378818637
670,670,670,670,2021-10-01,4785.330078125,4977.33984375,4935.3798828125,-0.03857678431704936,-0.030402888582102827
671,671,671,671,2021-10-04,4781.85986328125,4952.9599609375,5024.0,-0.03454501934311294,-0.04819668326408244
672,672,672,672,2021-10-05,4781.81982421875,4987.31005859375,5070.740234375,-0.04120261863826069,-0.05697795524953786
673,673,673,673,2021-10-06,4803.5,4885.9599609375,4968.14990234375,-0.016876921136635303,-0.03314108985843511
674,674,674,674,2021-10-07,4869.77978515625,4942.25,4966.72021484375,-0.014663405299964571,-0.01951799688611
675,675,675,675,2021-10-08,4838.240234375,4794.080078125,5017.4501953125,0.009211393120340139,-0.03571733728516624
676,676,676,676,2021-10-11,4840.85986328125,4785.330078125,4977.33984375,0.01160417029748717,-0.02742026559430666
677,677,677,677,2021-10-12,4856.25,4781.85986328125,4952.9599609375,0.015556737095115292,-0.019525690031864218
678,678,678,678,2021-10-13,4873.72021484375,4781.81982421875,4987.31005859375,0.019218706267339236,-0.022775773395975363
679,679,679,679,2021-10-14,4998.3701171875,4803.5,4885.9599609375,0.04056835998490693,0.023006769836163565
680,680,680,680,2021-10-15,4966.52978515625,4869.77978515625,4942.25,0.01986742815248177,0.0049126987012493295
681,681,681,681,2021-10-18,5010.7900390625,4838.240234375,4794.080078125,0.0356637530029118,0.04520365897230838
682,682,682,682,2021-10-19,5034.7001953125,4840.85986328125,4785.330078125,0.04004254151242059,0.052111372280762014
683,683,683,683,2021-10-20,5051.08984375,4856.25,4781.85986328125,0.040121460746460835,0.056302356858280556
684,684,684,684,2021-10-21,4900.0,4873.72021484375,4781.81982421875,0.005392140705207105,0.024714476940912
685,685,685,685,2021-10-22,4875.5,4998.3701171875,4803.5,-0.02458203660529179,0.014989070469449306
686,686,686,686,2021-10-25,4878.419921875,4966.52978515625,4869.77978515625,-0.017740729864258342,0.0017742356122727454
687,687,687,687,2021-10-26,4870.97998046875,5010.7900390625,4838.240234375,-0.02790179941762394,0.0067668707025208
688,688,688,688,2021-10-27,4815.0,5034.7001953125,4840.85986328125,-0.043637195223073966,-0.005341997911858853
689,689,689,689,2021-10-28,4900.0,5051.08984375,4856.25,-0.029912325542368223,0.009009009009008917
690,690,690,690,2021-10-29,4894.7998046875,4900.0,4873.72021484375,-0.0010612643494898322,0.004325153869019438
691,691,691,691,2021-11-01,4927.669921875,4875.5,4998.3701171875,0.010700424956414656,-0.014144649886847827
692,692,692,692,2021-11-02,4908.31005859375,4878.419921875,4966.52978515625,0.00612701185986908,-0.011722415666670205
693,693,693,693,2021-11-03,5020.02001953125,4870.97998046875,5010.7900390625,0.030597547035731587,0.0018420209980454239
694,694,694,694,2021-11-04,5052.3798828125,4815.0,5034.7001953125,0.049300079504153604,0.003511567087243872
695,695,695,695,2021-11-05,5089.240234375,4900.0,5051.08984375,0.03862045599489794,0.0075529028002156995
696,696,696,696,2021-11-08,5087.93017578125,4894.7998046875,4900.0,0.039456234943214374,0.03835309709821422
697,697,697,697,2021-11-09,5200.27001953125,4927.669921875,4875.5,0.05532028361845409,0.06661265911829561
698,698,698,698,2021-11-10,5114.9501953125,4908.31005859375,4878.419921875,0.04210005770865122,0.04848501712140241
699,699,699,699,2021-11-11,5149.52978515625,5020.02001953125,4870.97998046875,0.025798655208768118,0.057185577810708654
700,700,700,700,2021-11-12,5253.81005859375,5052.3798828125,4815.0,0.039868374994225464,0.09113396855529587
701,701,701,701,2021-11-15,5277.97998046875,5089.240234375,4900.0,0.03708603591139559,0.07713877152423465
702,702,702,702,2021-11-16,5166.0,5087.93017578125,4894.7998046875,0.015344122564882268,0.055405778813014006
703,703,703,703,2021-11-17,5160.0,5200.27001953125,4927.669921875,-0.00774383241254839,0.047148060200549624
704,704,704,704,2021-11-18,5109.990234375,5114.9501953125,4908.31005859375,-0.0009696987747886965,0.04108953455948394
705,705,705,705,2021-11-19,5216.009765625,5149.52978515625,5020.02001953125,0.012909912796384093,0.03904162639416153
706,706,706,706,2021-11-22,5210.81982421875,5253.81005859375,5052.3798828125,-0.008182677694006157,0.03135946723745797
707,707,707,707,2021-11-23,5320.0,5277.97998046875,5089.240234375,0.007961382893975744,0.04534267493728161
708,708,708,708,2021-11-24,5351.39990234375,5166.0,5087.93017578125,0.035888482838511315,0.051783282682735354
709,709,709,709,2021-11-26,5291.10009765625,5160.0,5200.27001953125,0.025406995669815968,0.017466415740694075
710,710,710,710,2021-11-29,5281.72998046875,5109.990234375,5114.9501953125,0.03360862510821527,0.03260633609083663
711,711,711,711,2021-11-30,5225.33984375,5216.009765625,5149.52978515625,0.0017887386228623292,0.014721743878883142
712,712,712,712,2021-12-01,5404.56005859375,5210.81982421875,5253.81005859375,0.03718037485666614,0.028693462138665637
713,713,713,713,2021-12-02,5549.18017578125,5320.0,5277.97998046875,0.04307898041000935,0.051383331561711154
714,714,714,714,2021-12-03,5480.85986328125,5351.39990234375,5166.0,0.02419179341854094,0.060948483019986455
715,715,715,715,2021-12-06,5626.14013671875,5291.10009765625,5160.0,0.06332143276044033,0.0903372357982073
716,716,716,716,2021-12-07,5671.3798828125,5281.72998046875,5109.990234375,0.07377315837512177,0.1098611979062154
717,717,717,717,2021-12-08,5892.580078125,5225.33984375,5216.009765625,0.1276931748607859,0.1297103231973975
718,718,718,718,2021-12-09,5863.52001953125,5404.56005859375,5210.81982421875,0.08492087347752042,0.12525863824323613
719,719,719,719,2021-12-10,5935.72021484375,5549.18017578125,5320.0,0.06965714336498019,0.1157368824894267
720,720,720,720,2021-12-13,5785.89990234375,5480.85986328125,5351.39990234375,0.05565550783483819,0.08119370780152346
721,721,721,721,2021-12-14,5832.0498046875,5626.14013671875,5291.10009765625,0.03659874495924664,0.10223766268774037
722,722,722,722,2021-12-15,5907.3701171875,5671.3798828125,5281.72998046875,0.0416107260051799,0.11845363905998552
723,723,723,723,2021-12-16,5760.35009765625,5892.580078125,5225.33984375,-0.02244008205499437,0.1023876474840526
724,724,724,724,2021-12-17,5636.77978515625,5863.52001953125,5404.56005859375,-0.038669644449022655,0.04296736904482157
725,725,725,725,2021-12-20,5602.740234375,5935.72021484375,5549.18017578125,-0.05609765427218927,0.00965188674671369
726,726,726,726,2021-12-21,5747.0498046875,5785.89990234375,5480.85986328125,-0.006714616276115026,0.04856718617995992
727,727,727,727,2021-12-22,5813.3798828125,5832.0498046875,5626.14013671875,-0.0032012624206319007,0.03328032035173423
728,728,728,728,2021-12-23,5784.6298828125,5907.3701171875,5671.3798828125,-0.020777474906792603,0.01996868528296125
729,729,729,729,2021-12-27,5820.06982421875,5760.35009765625,5892.580078125,0.01036737794579512,-0.012305348920997994
730,730,730,730,2021-12-28,5869.47021484375,5636.77978515625,5863.52001953125,0.041280738037746456,0.001014782126210978
731,731,731,731,2021-12-29,5959.330078125,5602.740234375,5935.72021484375,0.06364561425892679,0.0039775903220991005
732,732,732,732,2021-12-30,5906.02978515625,5747.0498046875,5785.89990234375,0.02766288545804496,0.02076252352098895
733,733,733,733,2021-12-31,5908.8701171875,5813.3798828125,5832.0498046875,0.016425940898395552,0.013172094730442119
734,734,734,734,2022-01-03,5757.009765625,5784.6298828125,5907.3701171875,-0.004774742333915949,-0.025453010151679223
735,735,735,735,2022-01-04,5819.68017578125,5820.06982421875,5760.35009765625,-6.69491001428213e-05,0.010299734759027901
736,736,736,736,2022-01-05,5729.10986328125,5869.47021484375,5636.77978515625,-0.02391363213796227,0.016379933515966005
737,737,737,737,2022-01-06,5690.83984375,5959.330078125,5602.740234375,-0.04505376122066995,0.015724378730692212
738,738,738,738,2022-01-07,5438.8798828125,5906.02978515625,5747.0498046875,-0.079097112499813,-0.05362228140491243
739,739,739,739,2022-01-10,5515.35986328125,5908.8701171875,5813.3798828125,-0.06659653133373533,-0.05126450112306591
740,740,740,740,2022-01-11,5567.490234375,5757.009765625,5784.6298828125,-0.03291978630670689,-0.037537345143320744
741,741,741,741,2022-01-12,5566.990234375,5819.68017578125,5820.06982421875,-0.043419901742680955,-0.043483943919473855
742,742,742,742,2022-01-13,5692.02978515625,5729.10986328125,5869.47021484375,-0.00647222326153174,-0.030231081033303076
