,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,APA,APA_6m,APA_12m,APA_6m_ret,APA_12m_ret
243,243,243,243,2020-01-23,28.425779342651367,31.302122116088867,23.893611907958984,-0.09188970520177919,0.18968113536583875
244,244,244,244,2020-01-24,28.153440475463867,31.25551986694336,30.29568290710449,-0.09924900960487082,-0.07071114515587484
245,245,245,245,2020-01-27,27.092288970947266,30.845495223999023,30.50069808959961,-0.12167761372596197,-0.11174856092276042
246,246,246,246,2020-01-28,26.979604721069336,30.44478988647461,30.37955093383789,-0.113818659229595,-0.11191561785008375
247,247,247,247,2020-01-29,26.37859344482422,29.80621719360352,30.174541473388672,-0.11499693927999943,-0.1257996921647393
248,248,248,248,2020-01-30,26.463111877441406,28.989221572875977,29.829734802246094,-0.08713961805025316,-0.11286130926484772
249,249,249,249,2020-01-31,25.768198013305664,28.425779342651367,31.302122116088867,-0.09349194255364335,-0.17679070071542657
250,250,250,250,2020-02-03,25.880884170532227,28.153440475463867,31.25551986694336,-0.08072037614415928,-0.17195796836178956
251,251,251,251,2020-02-04,26.4255428314209,27.092288970947266,30.845495223999023,-0.02461018115676239,-0.1432932867662059
252,252,252,252,2020-02-05,27.13924217224121,26.979604721069336,30.44478988647461,0.005916967754802105,-0.10857515281134922
253,253,253,253,2020-02-06,27.176807403564453,26.37859344482422,29.80621719360352,0.03025991360797331,-0.08821682311982026
254,254,254,254,2020-02-07,26.39737701416016,26.463111877441406,28.989221572875977,-0.002484018643978292,-0.08940718025836536
255,255,255,255,2020-02-10,26.265905380249023,25.768198013305664,28.425779342651367,0.019314791305405254,-0.07598292860739853
256,256,256,256,2020-02-11,26.453723907470703,25.880884170532227,28.153440475463867,0.022133700423987435,-0.06037331634385823
257,257,257,257,2020-02-12,26.744834899902344,26.4255428314209,27.092288970947266,0.012082706134679544,-0.0128248326089212
258,258,258,258,2020-02-13,26.21895217895508,27.13924217224121,26.979604721069336,-0.03390993703676182,-0.028193613285973473
259,259,259,259,2020-02-14,25.693071365356445,27.176807403564453,26.37859344482422,-0.05459567108730379,-0.025987817769801524
260,260,260,260,2020-02-18,26.39737701416016,26.39737701416016,26.463111877441406,0.0,-0.002484018643978292
261,261,261,261,2020-02-19,26.73543930053711,26.265905380249023,25.768198013305664,0.017876174968678438,0.037536240862942716
262,262,262,262,2020-02-20,26.838741302490234,26.453723907470703,25.880884170532227,0.014554374135234749,0.03701021671618987
263,263,263,263,2020-02-21,26.66971015930176,26.744834899902344,26.4255428314209,-0.002808943890726945,0.009239822600372039
264,264,264,264,2020-02-24,25.120235443115234,26.21895217895508,27.13924217224121,-0.0419054403219723,-0.07439436651591824
265,265,265,265,2020-02-25,23.94639205932617,25.693071365356445,27.176807403564453,-0.06798250318898946,-0.11886662389249558
266,266,266,266,2020-02-26,22.94158744812012,26.39737701416016,26.39737701416016,-0.13091412696747384,-0.13091412696747384
267,267,267,267,2020-02-27,23.54258728027344,26.73543930053711,26.265905380249023,-0.11942395950080853,-0.10368262812761886
268,268,268,268,2020-02-28,23.40172576904297,26.838741302490234,26.453723907470703,-0.12806172594719867,-0.11537121008380335
269,269,269,269,2020-03-02,23.965171813964844,26.66971015930176,26.744834899902344,-0.10140861408625546,-0.10393270686997769
270,270,270,270,2020-03-03,23.467464447021484,25.120235443115234,26.21895217895508,-0.06579440705627337,-0.1049427037798295
271,271,271,271,2020-03-04,23.598934173583984,23.94639205932617,25.693071365356445,-0.014509821975743686,-0.08150591114599537
272,272,272,272,2020-03-05,22.857067108154297,22.94158744812012,26.39737701416016,-0.0036841539478014163,-0.13411597311758505
273,273,273,273,2020-03-06,19.438838958740234,23.54258728027344,26.73543930053711,-0.17431169619032383,-0.27291866274478194
274,274,274,274,2020-03-09,8.968160629272461,23.40172576904297,26.838741302490234,-0.6167735355169397,-0.6658501779872833
275,275,275,275,2020-03-10,10.132610321044922,23.965171813964844,26.66971015930176,-0.5771943385300286,-0.6200704746875207
276,276,276,276,2020-03-11,7.747361660003662,23.467464447021484,25.120235443115234,-0.6698679707177754,-0.6915888118346836
277,277,277,277,2020-03-12,7.287216186523437,23.598934173583984,23.94639205932617,-0.691205707303487,-0.695686257517639
278,278,278,278,2020-03-13,7.578328132629394,22.857067108154297,22.94158744812012,-0.6684470454249218,-0.6696685375514249
279,279,279,279,2020-03-16,5.127345085144043,19.438838958740234,23.54258728027344,-0.7362319274300768,-0.7822097875605927
280,280,280,280,2020-03-17,4.188270092010498,8.968160629272461,23.40172576904297,-0.5329844920105685,-0.8210272980144497
281,281,281,281,2020-03-18,4.16948938369751,10.132610321044922,23.965171813964844,-0.5885078719510519,-0.8260187986105783
282,282,282,282,2020-03-19,4.648417472839356,7.747361660003662,23.467464447021484,-0.3999999384516717,-0.8019207621115907
283,283,283,283,2020-03-20,4.535728931427002,7.287216186523437,23.598934173583984,-0.37757727843794164,-0.8077994159370055
284,284,284,284,2020-03-23,4.047408580780029,7.578328132629394,22.857067108154297,-0.46592328677964867,-0.8229252877620459
285,285,285,285,2020-03-24,5.2400336265563965,5.127345085144043,19.438838958740234,0.0219779514624161,-0.7304348455338001
286,286,286,286,2020-03-25,5.53114652633667,4.188270092010498,8.968160629272461,0.3206279453867671,-0.3832462692201598
287,287,287,287,2020-03-26,5.409067630767822,4.16948938369751,10.132610321044922,0.29729737456989347,-0.46617234262592133
288,288,288,288,2020-03-27,4.563900947570801,4.648417472839356,7.747361660003662,-0.018181784610006413,-0.410909010336734
289,289,289,289,2020-03-30,3.859595060348511,4.535728931427002,7.287216186523437,-0.14906840362388452,-0.4703608399204312
290,290,290,290,2020-03-31,3.9253294467926025,4.047408580780029,7.578328132629394,-0.030162295590107968,-0.48203226647159425
291,291,291,291,2020-04-01,3.7750778198242174,5.2400336265563965,5.127345085144043,-0.27956992476304143,-0.2637363475374188
292,292,292,292,2020-04-02,4.4042582511901855,5.53114652633667,4.188270092010498,-0.20373502487789508,0.05156977807895058
293,293,293,293,2020-04-03,5.052218914031982,5.409067630767822,4.16948938369751,-0.06597231558097283,0.21171166277240094
294,294,294,294,2020-04-06,5.512365818023682,4.563900947570801,4.648417472839356,0.20781889908406415,0.18585859601302257
295,295,295,295,2020-04-07,6.122763156890869,3.859595060348511,4.535728931427002,0.5863744929598909,0.3498961797447109
296,296,296,296,2020-04-08,7.1181817054748535,3.9253294467926025,4.047408580780029,0.8133972707160004,0.7587010462143693
297,297,297,297,2020-04-09,7.700408458709717,3.7750778198242174,5.2400336265563965,1.0398012507907128,0.4695341685755956
298,298,298,298,2020-04-13,7.869441986083984,4.4042582511901855,5.53114652633667,0.7867803242367508,0.42275059042704277
299,299,299,299,2020-04-14,7.587718963623047,5.052218914031982,5.409067630767822,0.5018587065871181,0.40277761003812085
300,300,300,300,2020-04-15,7.456249237060547,5.512365818023682,4.563900947570801,0.35264049651439766,0.6337447553565416
301,301,301,301,2020-04-16,7.033665657043457,6.122763156890869,3.859595060348511,0.14877310730652904,0.8223843556293535
302,302,302,302,2020-04-17,7.972740173339844,7.1181817054748535,3.9253294467926025,0.12005291564947251,1.0311009002962521
303,303,303,303,2020-04-20,7.963350296020508,7.700408458709717,3.7750778198242174,0.034146479205708236,1.1094532817846159
304,304,304,304,2020-04-21,8.071660995483398,7.869441986083984,4.4042582511901855,0.025696740602066948,0.8326947547415395
305,305,305,305,2020-04-22,8.872237205505371,7.587718963623047,5.052218914031982,0.16928911680052283,0.7561070405844268
306,306,306,306,2020-04-23,9.889433860778809,7.456249237060547,5.512365818023682,0.32632823103932185,0.7940452769740911
307,307,307,307,2020-04-24,10.068384170532228,7.033665657043457,6.122763156890869,0.4314561796735146,0.6444183634966767
308,308,308,308,2020-04-27,9.889433860778809,7.972740173339844,7.1181817054748535,0.24040588878692204,0.38932023232456725
309,309,309,309,2020-04-28,10.049549102783203,7.963350296020508,7.700408458709717,0.2619750141853263,0.30506701776532896
310,310,310,310,2020-04-29,12.291155815124512,8.071660995483398,7.869441986083984,0.5227542165115935,0.5618840366139954
311,311,311,311,2020-04-30,12.319408416748049,8.872237205505371,7.587718963623047,0.38853460873472256,0.6235984062943833
312,312,312,312,2020-05-01,10.624077796936035,9.889433860778809,7.456249237060547,0.07428574238923846,0.4248555083338834
313,313,313,313,2020-05-04,11.358721733093262,10.068384170532228,7.033665657043457,0.12815736276110168,0.6149078285685541
314,314,314,314,2020-05-05,11.09500217437744,9.889433860778809,7.972740173339844,0.12190468439046631,0.39161717717556765
315,315,315,315,2020-05-06,10.93488597869873,10.049549102783203,7.963350296020508,0.08809717399861605,0.373151446591917
316,316,316,316,2020-05-07,11.18918800354004,12.291155815124512,8.071660995483398,-0.08965534471774228,0.3862311623098511
317,317,317,317,2020-05-08,11.726043701171877,12.319408416748049,8.872237205505371,-0.048165033214541464,0.3216557931854742
318,318,318,318,2020-05-11,11.33046531677246,10.624077796936035,9.889433860778809,0.06648930225644101,0.14571425182474163
319,319,319,319,2020-05-12,11.104421615600586,11.358721733093262,10.068384170532228,-0.022388092909414348,0.10290007090716635
320,320,320,320,2020-05-13,10.106060981750488,11.09500217437744,9.889433860778809,-0.08913393409789416,0.021904906187887763
321,321,321,321,2020-05-14,9.757575988769531,10.93488597869873,10.049549102783203,-0.10766550215727999,-0.029053354635862227
322,322,322,322,2020-05-15,9.993037223815918,11.18918800354004,12.291155815124512,-0.10690237569926286,-0.1869733510725422
323,323,323,323,2020-05-18,11.226861953735352,11.726043701171877,12.319408416748049,-0.04257034684141914,-0.08868497788638918
324,324,324,324,2020-05-19,10.69942569732666,11.33046531677246,10.624077796936035,-0.055694060376467736,0.007092182665713764
325,325,325,325,2020-05-20,11.255119323730469,11.104421615600586,11.358721733093262,0.013570964193053259,-0.009120956723585483
326,326,326,326,2020-05-21,11.349302291870115,10.106060981750488,11.09500217437744,0.12301937543862751,0.02292024043762253
327,327,327,327,2020-05-22,11.462325096130373,9.757575988769531,10.93488597869873,0.17471030810550903,0.04823453289399615
328,328,328,328,2020-05-26,11.97092342376709,9.993037223815918,11.18918800354004,0.19792643173962898,0.06986525027372159
329,329,329,329,2020-05-27,11.848484992980955,11.226861953735352,11.726043701171877,0.05536926006636955,0.010441824619572326
330,330,330,330,2020-05-28,11.179769515991213,10.69942569732666,11.33046531677246,0.04489435529091712,-0.013300054019685481
331,331,331,331,2020-05-29,10.16257095336914,11.255119323730469,11.104421615600586,-0.09707123833487774,-0.08481762444144236
332,332,332,332,2020-06-01,11.047910690307615,11.349302291870115,10.106060981750488,-0.026555958578916017,0.09319651942115903
333,333,333,333,2020-06-02,11.518837928771973,11.462325096130373,9.757575988769531,0.004930311447951974,0.1805019957855889
334,334,334,334,2020-06-03,11.801390647888184,11.97092342376709,9.993037223815918,-0.014162046642309578,0.1809613417392768
335,335,335,335,2020-06-04,12.244061470031738,11.848484992980955,11.226861953735352,0.03338624957411196,0.09060408157579136
336,336,336,336,2020-06-05,15.135544776916504,11.179769515991213,10.69942569732666,0.3538333464985184,0.4146128217609142
337,337,337,337,2020-06-08,16.699016571044922,10.16257095336914,11.255119323730469,0.6431881900424803,0.48368187761781045
338,338,338,338,2020-06-09,15.56879425048828,11.047910690307615,11.349302291870115,0.4092071059324236,0.37178426039816803
339,339,339,339,2020-06-10,13.967650413513184,11.518837928771973,11.462325096130373,0.21259197324276258,0.21857042933013626
340,340,340,340,2020-06-11,12.046273231506348,11.801390647888184,11.97092342376709,0.020750315867391844,0.0062944022839255265
341,341,341,341,2020-06-12,12.96928596496582,12.244061470031738,11.848484992980955,0.05923071333063157,0.09459445428245283
342,342,342,342,2020-06-15,13.26126194000244,15.135544776916504,11.179769515991213,-0.1238331929599632,0.1861838404659346
343,343,343,343,2020-06-16,13.72276782989502,16.699016571044922,10.16257095336914,-0.1782289830354763,0.3503244299953041
344,344,344,344,2020-06-17,13.082308769226074,15.56879425048828,11.047910690307615,-0.15970957296093902,0.18414324083043554
345,345,345,345,2020-06-18,13.393118858337402,13.967650413513184,11.518837928771973,-0.04113301365417499,0.16271441105042506
346,346,346,346,2020-06-19,13.167075157165527,12.046273231506348,11.801390647888184,0.09304138334898338,0.1157223373096059
347,347,347,347,2020-06-22,13.449630737304688,12.96928596496582,12.244061470031738,0.03703710239996494,0.09846154972544618
348,348,348,348,2020-06-23,13.308354377746582,13.26126194000244,15.135544776916504,0.003551127936179954,-0.12072181253472969
349,349,349,349,2020-06-24,12.309991836547852,13.72276782989502,16.699016571044922,-0.10295124211527051,-0.2628313299663031
350,350,350,350,2020-06-25,12.865681648254396,13.082308769226074,15.56879425048828,-0.0165587836820712,-0.17362376037239402
351,351,351,351,2020-06-26,12.47952365875244,13.393118858337402,13.967650413513184,-0.0682137752414731,-0.1065409507472378
352,352,352,352,2020-06-29,12.554872512817385,13.167075157165527,12.046273231506348,-0.04649496088088945,0.04222046698897919
353,353,353,353,2020-06-30,12.71498680114746,13.449630737304688,12.96928596496582,-0.05462186661523549,-0.019607799882376264
354,354,354,354,2020-07-01,12.244061470031738,13.308354377746582,13.26126194000244,-0.07997178896096191,-0.07670465107866753
355,355,355,355,2020-07-02,12.488945960998535,12.309991836547852,13.72276782989502,0.014537306508959347,-0.08991056936841901
356,356,356,356,2020-07-06,12.743242263793944,12.865681648254396,13.082308769226074,-0.009516742898505126,-0.02591794089356214
357,357,357,357,2020-07-07,12.027436256408691,12.47952365875244,13.393118858337402,-0.036226334810998906,-0.1019689749918522
358,358,358,358,2020-07-08,12.309991836547852,12.554872512817385,13.167075157165527,-0.019504831771054,-0.06509291626175995
359,359,359,359,2020-07-09,11.377557754516602,12.71498680114746,13.449630737304688,-0.1051852485218594,-0.1540617005224435
360,360,360,360,2020-07-10,11.97092342376709,12.244061470031738,13.308354377746582,-0.02230779769712643,-0.10049559216846993
361,361,361,361,2020-07-13,11.791972160339355,12.488945960998535,12.309991836547852,-0.055807255699219516,-0.042081236371783515
362,362,362,362,2020-07-14,12.724405288696287,12.743242263793944,12.865681648254396,-0.0014781932814049714,-0.010980868594496651
363,363,363,363,2020-07-15,13.016380310058594,12.027436256408691,12.47952365875244,0.08222401121626843,0.043019001845445715
364,364,364,364,2020-07-16,13.063470840454102,12.309991836547852,12.554872512817385,0.061208733028498274,0.04051003521680396
365,365,365,365,2020-07-17,12.51719856262207,11.377557754516602,12.71498680114746,0.10016567990200365,-0.015555520553709123
366,366,366,366,2020-07-20,12.809170722961426,11.97092342376709,12.244061470031738,0.07002361217431896,0.04615374190278576
367,367,367,367,2020-07-21,14.059423446655272,11.791972160339355,12.488945960998535,0.19228770688097208,0.12574940195602946
368,368,368,368,2020-07-22,13.691423416137695,12.724405288696287,12.743242263793944,0.07599711778282137,0.07440658607250383
369,369,369,369,2020-07-23,13.57819366455078,13.016380310058594,12.027436256408691,0.04316202670092828,0.12893499288477073
370,370,370,370,2020-07-24,13.398913383483888,13.063470840454102,12.309991836547852,0.02567790345510712,0.08845834842092049
371,371,371,371,2020-07-27,12.917683601379396,12.51719856262207,11.377557754516602,0.03199478195969707,0.13536524095001012
372,372,372,372,2020-07-28,12.568556785583496,12.809170722961426,11.97092342376709,-0.018784505459561895,0.049923747789570205
373,373,373,373,2020-07-29,12.879939079284668,14.059423446655272,11.791972160339355,-0.08389279772715019,0.09226335545503894
374,374,374,374,2020-07-30,15.10680103302002,13.691423416137695,12.724405288696287,0.10337695167721273,0.1872304198326762
375,375,375,375,2020-07-31,14.484034538269045,13.57819366455078,13.016380310058594,0.0667129145523373,0.11275440585247032
376,376,376,376,2020-08-03,14.833162307739258,13.398913383483888,13.063470840454102,0.10704218194464121,0.13546870421334667
377,377,377,377,2020-08-04,14.984136581420898,12.917683601379396,12.51719856262207,0.159970861944694,0.19708387675221628
378,378,378,378,2020-08-05,15.323826789855955,12.568556785583496,12.809170722961426,0.2192192827925028,0.19631685151848388
379,379,379,379,2020-08-06,14.719932556152344,12.879939079284668,14.059423446655272,0.14285731209917074,0.0469798147842404
380,380,380,380,2020-08-07,14.66331672668457,15.10680103302002,13.691423416137695,-0.029356599412813766,0.0709855565054931
381,381,381,381,2020-08-10,15.361570358276367,14.484034538269045,13.57819366455078,0.060586421393068246,0.13134123269883324
382,382,382,382,2020-08-11,14.71049690246582,14.833162307739258,13.398913383483888,-0.008269673231407704,0.09788730484657426
383,383,383,383,2020-08-12,14.861469268798828,14.984136581420898,12.917683601379396,-0.00818647854386001,0.15047478537188108
384,384,384,384,2020-08-13,14.550086975097656,15.323826789855955,12.568556785583496,-0.050492597271492135,0.15765773456082344
385,385,385,385,2020-08-14,14.738801956176758,14.719932556152344,12.879939079284668,0.001281894461977462,0.14432233455838128
386,386,386,386,2020-08-17,14.474597930908203,14.66331672668457,15.10680103302002,-0.012870130223193832,-0.04184890637865457
387,387,387,387,2020-08-18,14.389676094055176,15.361570358276367,14.484034538269045,-0.06326789784857922,-0.0065146519752186105
388,388,388,388,2020-08-19,14.474597930908203,14.71049690246582,14.833162307739258,-0.01603609810883244,-0.024173158048973353
389,389,389,389,2020-08-20,13.908449172973633,14.861469268798828,14.984136581420898,-0.06412690956647404,-0.07178841454108409
390,390,390,390,2020-08-21,13.45552921295166,14.550086975097656,15.323826789855955,-0.075226887923029,-0.12192108423863601
391,391,391,391,2020-08-24,13.644246101379396,14.738801956176758,14.719932556152344,-0.07426355670235829,-0.07307686028244431
392,392,392,392,2020-08-25,13.823526382446287,14.474597930908203,14.66331672668457,-0.0449802855712943,-0.05727151366170913
393,393,393,393,2020-08-26,13.285683631896973,14.389676094055176,15.361570358276367,-0.0767211475047932,-0.13513505963021333
394,394,394,394,2020-08-27,13.776347160339355,14.474597930908203,14.71049690246582,-0.04823973514855595,-0.06350225613180205
395,395,395,395,2020-08-28,14.200961112976074,13.908449172973633,14.861469268798828,0.02103124053333283,-0.044444337492893116
396,396,396,396,2020-08-31,13.965065002441406,13.45552921295166,14.550086975097656,0.03786813446172688,-0.04020745536830883
397,397,397,397,2020-09-01,14.09716510772705,13.644246101379396,14.738801956176758,0.03319487225474971,-0.04353385372552676
398,398,398,398,2020-09-02,13.606499671936035,13.823526382446287,14.474597930908203,-0.015699808030593565,-0.05997391175325717
399,399,399,399,2020-09-03,13.57819366455078,13.285683631896973,14.389676094055176,0.02201693497740176,-0.05639337704339609
400,400,400,400,2020-09-04,13.776347160339355,13.776347160339355,14.474597930908203,0.0,-0.04823973514855595
401,401,401,401,2020-09-08,12.30435276031494,14.200961112976074,13.908449172973633,-0.13355492896379495,-0.11533251426591196
402,402,402,402,2020-09-09,12.408147811889648,13.965065002441406,13.45552921295166,-0.11148656954189429,-0.07784022348625663
403,403,403,403,2020-09-10,11.332463264465332,14.09716510772705,13.644246101379396,-0.1961175755646295,-0.16943280117765902
404,404,404,404,2020-09-11,11.219229698181152,13.606499671936035,13.823526382446287,-0.1754507060091821,-0.1883959716365995
405,405,405,405,2020-09-14,11.256975173950195,13.57819366455078,13.285683631896973,-0.17095193572475675,-0.15269883840046794
406,406,406,406,2020-09-15,11.266409873962402,13.776347160339355,13.776347160339355,-0.18219178546855996,-0.18219178546855996
407,407,407,407,2020-09-16,11.794817924499512,12.30435276031494,14.200961112976074,-0.04141094178141769,-0.16943523535727156
408,408,408,408,2020-09-17,11.719330787658691,12.408147811889648,13.965065002441406,-0.05551328326141658,-0.16081086728848815
409,409,409,409,2020-09-18,11.936354637145996,11.332463264465332,14.09716510772705,0.05328862389294109,-0.15327978739474746
410,410,410,410,2020-09-21,11.426817893981934,11.219229698181152,13.606499671936035,0.018502892033170015,-0.16019415944644344
411,411,411,411,2020-09-22,11.549484252929688,11.256975173950195,13.57819366455078,0.025984696107031358,-0.14940937371644192
412,412,412,412,2020-09-23,10.473799705505373,11.266409873962402,13.776347160339355,-0.07035161842361304,-0.23972591692097212
413,413,413,413,2020-09-24,10.28508186340332,11.794817924499512,12.30435276031494,-0.12799994631203715,-0.16411028976870246
414,414,414,414,2020-09-25,9.294317245483398,11.719330787658691,12.408147811889648,-0.20692423365411006,-0.25095047331903453
415,415,415,415,2020-09-28,9.690622329711914,11.936354637145996,11.332463264465332,-0.18814222396219293,-0.1448794402803546
416,416,416,416,2020-09-29,9.00180435180664,11.426817893981934,11.219229698181152,-0.2122212469538396,-0.19764506174020113
417,417,417,417,2020-09-30,8.93575382232666,11.549484252929688,11.256975173950195,-0.22630711236651269,-0.20620293780118493
418,418,418,418,2020-10-01,8.784780502319336,10.473799705505373,11.266409873962402,-0.16126136174804195,-0.22026798238348455
419,419,419,419,2020-10-02,9.190521240234377,10.28508186340332,11.794817924499512,-0.10642215956137802,-0.2208000751631478
420,420,420,420,2020-10-05,9.284879684448242,9.294317245483398,11.719330787658691,-0.0010154119754995916,-0.20772953228473623
421,421,421,421,2020-10-06,8.88857650756836,9.690622329711914,11.936354637145996,-0.08276515117965577,-0.2553357555323411
422,422,422,422,2020-10-07,9.030113220214844,9.00180435180664,11.426817893981934,0.003144799342647442,-0.20974384084910835
423,423,423,423,2020-10-08,9.567955017089844,8.93575382232666,11.549484252929688,0.07074962083037484,-0.1715686339272856
424,424,424,424,2020-10-09,9.124470710754396,8.784780502319336,10.473799705505373,0.03866803596804447,-0.12882898591632652
425,425,425,425,2020-10-12,8.784780502319336,9.190521240234377,10.28508186340332,-0.0441477395361195,-0.14587160131631038
426,426,426,426,2020-10-13,8.624371528625488,9.284879684448242,9.294317245483398,-0.0711380414470072,-0.07208121900330788
427,427,427,427,2020-10-14,8.680985450744629,8.88857650756836,9.690622329711914,-0.023354814648551714,-0.10418700106304735
428,428,428,428,2020-10-15,9.209395408630373,9.030113220214844,9.00180435180664,0.01985381401577424,0.023061049619687468
429,429,429,429,2020-10-16,8.84139347076416,9.567955017089844,8.93575382232666,-0.07593697347321682,-0.01055986472307835
430,430,430,430,2020-10-19,8.548883438110352,9.124470710754396,8.784780502319336,-0.06308171628691173,-0.02685292639317549
431,431,431,431,2020-10-20,9.067856788635254,8.784780502319336,9.190521240234377,0.0322234899598437,-0.01334684381796769
432,432,432,432,2020-10-21,8.609023094177246,8.624371528625488,9.284879684448242,-0.001779658308700971,-0.07279109834918218
433,433,433,433,2020-10-22,8.930680274963379,8.680985450744629,8.88857650756836,0.028763419272558766,0.004736840298237732
434,434,434,434,2020-10-23,8.77931022644043,9.209395408630373,9.030113220214844,-0.04670069674572763,-0.02777406967755014
435,435,435,435,2020-10-26,8.09815788269043,8.84139347076416,9.567955017089844,-0.0840631729072332,-0.15361664344931902
436,436,436,436,2020-10-27,7.899487495422363,8.548883438110352,9.124470710754396,-0.07596266195337564,-0.13425252315054592
437,437,437,437,2020-10-28,7.369701862335205,9.067856788635254,8.784780502319336,-0.1872719172658689,-0.1610829820518026
438,438,438,438,2020-10-29,7.748119354248047,8.609023094177246,8.624371528625488,-0.1000001661642046,-0.10160185834631996
439,439,439,439,2020-10-30,7.852185249328613,8.930680274963379,8.680985450744629,-0.12076291978095566,-0.09547305500263492
440,440,440,440,2020-11-02,8.41035270690918,8.77931022644043,9.209395408630373,-0.04202579815667862,-0.08676386084719401
441,441,441,441,2020-11-03,8.258986473083496,8.09815788269043,8.84139347076416,0.019859898105571983,-0.06587276085003002
442,442,442,442,2020-11-04,8.504958152770996,7.899487495422363,8.548883438110352,0.07664682774667275,-0.005138131272622082
443,443,443,443,2020-11-05,8.486037254333496,7.369701862335205,9.067856788635254,0.15147633009465622,-0.06416284992843646
444,444,444,444,2020-11-06,8.07923698425293,7.748119354248047,8.609023094177246,0.04273522578396283,-0.06153847005970281
445,445,445,445,2020-11-09,9.223954200744627,7.852185249328613,8.930680274963379,0.17469900516334658,0.03283892343603689
446,446,446,446,2020-11-10,9.451004028320312,8.41035270690918,8.77931022644043,0.12373456354050738,0.07650872159147082
447,447,447,447,2020-11-11,9.41316032409668,8.258986473083496,8.09815788269043,0.13974763789415334,0.16238290984879766
448,448,448,448,2020-11-12,9.176651000976562,8.504958152770996,7.899487495422363,0.07897662000685113,0.16167675514320345
449,449,449,449,2020-11-13,9.76319980621338,8.486037254333496,7.369701862335205,0.15050164329972593,0.3247754099946396
450,450,450,450,2020-11-16,10.53895664215088,8.07923698425293,7.748119354248047,0.30444949971044766,0.3601954436043511
451,451,451,451,2020-11-17,10.822771072387695,9.223954200744627,7.852185249328613,0.17333313206542145,0.3783132629624444
452,452,452,452,2020-11-18,10.444355010986328,9.451004028320312,8.41035270690918,0.10510533904010622,0.2418450658325182
453,453,453,453,2020-11-19,10.737627983093262,9.41316032409668,8.258986473083496,0.14070382458121822,0.30011448960327014
454,454,454,454,2020-11-20,10.822771072387695,9.176651000976562,8.504958152770996,0.17938135287437174,0.2725249058234971
455,455,455,455,2020-11-23,12.166159629821776,9.76319980621338,8.486037254333496,0.24612420838495308,0.43366794950245846
456,456,456,456,2020-11-24,13.282493591308594,10.53895664215088,8.07923698425293,0.2603233927526425,0.6440282191495585
457,457,457,457,2020-11-25,13.358174324035645,10.822771072387695,9.223954200744627,0.23426562704597553,0.448204753982546
458,458,458,458,2020-11-27,13.168967247009276,10.444355010986328,9.451004028320312,0.26086936274733596,0.39339346460417723
459,459,459,459,2020-11-30,12.194539070129396,10.737627983093262,9.41316032409668,0.13568276804989776,0.29547767702550276
460,460,460,460,2020-12-01,11.702594757080078,10.822771072387695,9.176651000976562,0.08129375358747915,0.27525768996060873
461,461,461,461,2020-12-02,12.402669906616213,12.166159629821776,9.76319980621338,0.019440010980515288,0.2703488766790425
462,462,462,462,2020-12-03,12.998679161071776,13.282493591308594,10.53895664215088,-0.021367556346688743,0.23339336164295044
463,463,463,463,2020-12-04,14.360987663269045,13.358174324035645,10.822771072387695,0.07507113733566251,0.3269233514426315
464,464,464,464,2020-12-07,13.821739196777344,13.168967247009276,10.444355010986328,0.04956895537243544,0.32336933991982986
465,465,465,465,2020-12-08,13.96364688873291,12.194539070129396,10.737627983093262,0.14507377510782304,0.30044055453579865
466,466,466,466,2020-12-09,14.20961856842041,11.702594757080078,10.822771072387695,0.21422802920041129,0.3129371834052401
467,467,467,467,2020-12-10,15.609764099121094,12.402669906616213,12.166159629821776,0.2585809520572706,0.2830477795851314
468,468,468,468,2020-12-11,15.23134708404541,12.998679161071776,13.282493591308594,0.17176113782852576,0.14672346569111472
469,469,469,469,2020-12-14,14.483972549438477,14.360987663269045,13.358174324035645,0.00856381810590845,0.08427785100671725
470,470,470,470,2020-12-15,15.03267765045166,13.821739196777344,13.168967247009276,0.08761114910608758,0.14152289761869064
471,471,471,471,2020-12-16,14.94753360748291,13.96364688873291,12.194539070129396,0.07046058430078794,0.22575634236942932
472,472,472,472,2020-12-17,14.900232315063477,14.20961856842041,11.702594757080078,0.04860184974830317,0.27324175743578794
473,473,473,473,2020-12-18,14.502890586853027,15.609764099121094,12.402669906616213,-0.07090904803169884,0.16933617487606045
474,474,474,474,2020-12-21,14.04879093170166,15.23134708404541,12.998679161071776,-0.07763963002211793,0.08078603661322314
475,475,475,475,2020-12-22,13.358174324035645,14.483972549438477,14.360987663269045,-0.0777271719868371,-0.06982899524371056
476,476,476,476,2020-12-23,13.98256778717041,15.03267765045166,13.821739196777344,-0.06985514408670235,0.011635915574978117
477,477,477,477,2020-12-24,13.65145206451416,14.94753360748291,13.96364688873291,-0.08670872245571781,-0.022357685403134653
478,478,478,478,2020-12-28,13.443319320678713,14.900232315063477,14.20961856842041,-0.09777787108137159,-0.053928206732074324
479,479,479,479,2020-12-29,13.386557579040527,14.502890586853027,15.609764099121094,-0.07697313863930433,-0.1424240946860782
480,480,480,480,2020-12-30,13.783897399902344,14.04879093170166,15.23134708404541,-0.018855254739507443,-0.09503096975967718
481,481,481,481,2020-12-31,13.424400329589844,13.358174324035645,14.483972549438477,0.004957713827333121,-0.07315480723482248
