,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BRO,BRO_6m,BRO_12m,BRO_6m_ret,BRO_12m_ret
245,245,245,245,2020-01-27,40.38426971435547,39.86080551147461,38.571537017822266,0.013132303679366686,0.04699664147932747
246,246,246,246,2020-01-28,43.282711029052734,40.14194107055664,39.095001220703125,0.07824160652758749,0.10711624702883937
247,247,247,247,2020-01-29,43.63168716430664,39.9383659362793,39.1628532409668,0.09247552175569607,0.11410899751975068
248,248,248,248,2020-01-30,43.97098159790039,40.22917938232422,39.14347076416016,0.09301214374808331,0.12332863538918226
249,249,249,249,2020-01-31,43.52506256103516,40.51029968261719,38.97867584228516,0.07441966369139452,0.11663779285744624
250,250,250,250,2020-02-03,44.21331787109375,40.549072265625,39.34704208374024,0.09036570754234186,0.12367577153568154
251,251,251,251,2020-02-04,44.83973693847656,40.38426971435547,39.86080551147461,0.11032679941064538,0.12490794812384509
252,252,252,252,2020-02-05,45.111663818359375,43.282711029052734,40.14194107055664,0.04225596654698882,0.12380374778258862
253,253,253,253,2020-02-06,45.39330291748047,43.63168716430664,39.9383659362793,0.04037468793127341,0.13658388001913724
254,254,254,254,2020-02-07,45.40302276611328,43.97098159790039,40.22917938232422,0.03256786899388375,0.1286092200543949
255,255,255,255,2020-02-10,46.01486587524414,43.52506256103516,40.51029968261719,0.05720389972369433,0.13588065839436236
256,256,256,256,2020-02-11,45.93717193603516,44.21331787109375,40.549072265625,0.03898947529718089,0.13287849436145693
257,257,257,257,2020-02-12,45.47100830078125,44.83973693847656,40.38426971435547,0.014078391297674964,0.1259584145610435
258,258,258,258,2020-02-13,46.1217041015625,45.111663818359375,43.282711029052734,0.02238978121645041,0.06559184960951603
259,259,259,259,2020-02-14,46.47132873535156,45.39330291748047,43.63168716430664,0.023748565285738543,0.06508209412923915
260,260,260,260,2020-02-18,46.72383880615234,45.40302276611328,43.97098159790039,0.029090927422234403,0.06260622592931586
261,261,261,261,2020-02-19,47.06375503540039,46.01486587524414,43.52506256103516,0.02279457171514987,0.08130240983348203
262,262,262,262,2020-02-20,47.1123161315918,45.93717193603516,44.21331787109375,0.02558155293479869,0.06556843955819436
263,263,263,263,2020-02-21,46.96663284301758,45.47100830078125,44.83973693847656,0.03289182708118288,0.047433282391002196
264,264,264,264,2020-02-24,45.9468879699707,46.1217041015625,45.111663818359375,-0.003790322473923413,0.018514594251596073
265,265,265,265,2020-02-25,44.830020904541016,46.47132873535156,45.39330291748047,-0.035318719638028684,-0.012408923271422512
266,266,266,266,2020-02-26,44.89800262451172,46.72383880615234,45.40302276611328,-0.03907718689844042,-0.011123051084133695
267,267,267,267,2020-02-27,42.741966247558594,47.06375503540039,46.01486587524414,-0.09182838863135834,-0.07112700570635277
268,268,268,268,2020-02-28,41.77077865600586,47.1123161315918,45.93717193603516,-0.11337879166598852,-0.09069764429187688
269,269,269,269,2020-03-02,44.13076400756836,46.96663284301758,45.47100830078125,-0.06038050130031458,-0.029474699226976764
270,270,270,270,2020-03-03,43.23727416992188,45.9468879699707,46.1217041015625,-0.05897273830209637,-0.06253953508068455
271,271,271,271,2020-03-04,45.69437789916992,44.830020904541016,46.47132873535156,0.019280762694031006,-0.016718928795995458
272,272,272,272,2020-03-05,44.58722305297852,44.89800262451172,46.72383880615234,-0.006921901941435826,-0.04572860038401805
273,273,273,273,2020-03-06,43.85883712768555,42.741966247558594,47.06375503540039,0.02613054518030622,-0.06809736930901855
274,274,274,274,2020-03-09,40.97439956665039,41.77077865600586,47.1123161315918,-0.019065459514506,-0.13028263241818294
275,275,275,275,2020-03-10,42.392337799072266,44.13076400756836,46.96663284301758,-0.03939261527849269,-0.09739457072076141
276,276,276,276,2020-03-11,40.401405334472656,43.23727416992188,45.9468879699707,-0.06558852031939622,-0.1206933239770751
277,277,277,277,2020-03-12,36.5069465637207,45.69437789916992,44.830020904541016,-0.20106261990747265,-0.18565849787451771
278,278,278,278,2020-03-13,38.69211959838867,44.58722305297852,44.89800262451172,-0.13221508429859585,-0.13822180639133808
279,279,279,279,2020-03-16,35.94365310668945,43.85883712768555,42.741966247558594,-0.18046953679945377,-0.15905475900415456
280,280,280,280,2020-03-17,38.769805908203125,40.97439956665039,41.77077865600586,-0.05380417240431301,-0.07184383064813304
281,281,281,281,2020-03-18,35.72999954223633,42.392337799072266,44.13076400756836,-0.15715901983074265,-0.19036073030349787
282,282,282,282,2020-03-19,33.719635009765625,40.401405334472656,43.23727416992188,-0.16538460158478163,-0.22012579060261916
283,283,283,283,2020-03-20,32.65132141113281,36.5069465637207,45.69437789916992,-0.10561346580596997,-0.285441165580986
284,284,284,284,2020-03-23,30.74780464172364,38.69211959838867,44.58722305297852,-0.20532126539265305,-0.3103897812790649
285,285,285,285,2020-03-24,34.51601028442383,35.94365310668945,43.85883712768555,-0.039718912766825265,-0.2130203957770721
286,286,286,286,2020-03-25,33.146629333496094,38.769805908203125,40.97439956665039,-0.14504010125872846,-0.1910405110493778
287,287,287,287,2020-03-26,34.86563873291016,35.72999954223633,42.392337799072266,-0.024191458729362902,-0.177548572617923
288,288,288,288,2020-03-27,34.89476776123047,33.719635009765625,40.401405334472656,0.03485010294816382,-0.13629816902788838
289,289,289,289,2020-03-30,36.22529983520508,32.65132141113281,36.5069465637207,0.10945892140382663,-0.007714880454984807
290,290,290,290,2020-03-31,35.17641067504883,30.74780464172364,38.69211959838867,0.14402999124417915,-0.09086369420522145
291,291,291,291,2020-04-01,33.44770050048828,34.51601028442383,35.94365310668945,-0.030951137606354484,-0.06944070483855891
292,292,292,292,2020-04-02,33.8556022644043,33.146629333496094,38.769805908203125,0.021388990228087934,-0.1267533723391443
293,293,293,293,2020-04-03,32.447383880615234,34.86563873291016,35.72999954223633,-0.06935925857604619,-0.09187281566406746
294,294,294,294,2020-04-06,34.933616638183594,34.89476776123047,33.719635009765625,0.0011133152459690265,0.0360022173450687
295,295,295,295,2020-04-07,34.92390441894531,36.22529983520508,32.65132141113281,-0.03592504195079216,0.06960156310971355
296,296,296,296,2020-04-08,36.12818145751953,35.17641067504883,30.74780464172364,0.027057075017202115,0.174984096539202
297,297,297,297,2020-04-09,37.905460357666016,33.44770050048828,34.51601028442383,0.13327552538664533,0.09819935865448959
298,298,298,298,2020-04-13,37.07022857666016,33.8556022644043,33.146629333496094,0.09495108925106077,0.11837098739928598
299,299,299,299,2020-04-14,38.48816680908203,32.447383880615234,34.86563873291016,0.186171647942184,0.10389966189698718
300,300,300,300,2020-04-15,36.82742691040039,34.933616638183594,34.89476776123047,0.054211686463256026,0.05538535640627429
301,301,301,301,2020-04-16,36.3709716796875,34.92390441894531,36.22529983520508,0.04143486488175108,0.004021273671856562
302,302,302,302,2020-04-17,37.002254486083984,36.12818145751953,35.17641067504883,0.024193662490103796,0.05190534724824136
303,303,303,303,2020-04-20,36.244728088378906,37.905460357666016,33.44770050048828,-0.043812481199723585,0.08362391273653613
304,304,304,304,2020-04-21,34.47715759277344,37.07022857666016,33.8556022644043,-0.06995022915826721,0.018359009640854795
305,305,305,305,2020-04-22,34.6713981628418,38.48816680908203,32.447383880615234,-0.09916732758858215,0.06854217555441311
306,306,306,306,2020-04-23,33.593379974365234,36.82742691040039,34.933616638183594,-0.08781626106823748,-0.03836524221638815
307,307,307,307,2020-04-24,33.75849151611328,36.3709716796875,34.92390441894531,-0.071828715124299,-0.03337006334835302
308,308,308,308,2020-04-27,34.710243225097656,37.002254486083984,36.12818145751953,-0.06194247601449043,-0.039247428882882573
309,309,309,309,2020-04-28,34.57427978515625,36.244728088378906,37.905460357666016,-0.04608803517988724,-0.0878812852047599
310,310,310,310,2020-04-29,35.58431625366211,34.47715759277344,37.07022857666016,0.032112817244561276,-0.040083710838880626
311,311,311,311,2020-04-30,34.875343322753906,34.6713981628418,38.48816680908203,0.005882230620012363,-0.09386842205941615
312,312,312,312,2020-05-01,34.04984664916992,33.593379974365234,36.82742691040039,0.01358799487140061,-0.07542151310185763
313,313,313,313,2020-05-04,34.545143127441406,33.75849151611328,36.3709716796875,0.02330233301309237,-0.05020015875093553
314,314,314,314,2020-05-05,35.50662612915039,34.710243225097656,37.002254486083984,0.02294374311606373,-0.040419925156076064
315,315,315,315,2020-05-06,34.61312484741211,34.57427978515625,36.244728088378906,0.0011235248426646471,-0.04501629138969687
316,316,316,316,2020-05-07,36.060203552246094,35.58431625366211,34.47715759277344,0.013373512510164165,0.045915790917882005
317,317,317,317,2020-05-08,36.60044479370117,34.875343322753906,34.6713981628418,0.04946478820243616,0.055637982114225215
318,318,318,318,2020-05-11,36.94114303588867,34.04984664916992,33.593379974365234,0.08491363901015503,0.09965543997293747
319,319,319,319,2020-05-12,36.51283264160156,34.545143127441406,33.75849151611328,0.05695994678328886,0.08158957944473344
320,320,320,320,2020-05-13,35.753570556640625,35.50662612915039,34.710243225097656,0.00695488291655777,0.030058197079661397
321,321,321,321,2020-05-14,35.92878341674805,34.61312484741211,34.57427978515625,0.03801039562697284,0.03917662609340389
322,322,322,322,2020-05-15,36.01640319824219,36.060203552246094,35.58431625366211,-0.0012146452235203276,0.012142623213551529
323,323,323,323,2020-05-18,37.53491973876953,36.60044479370117,34.875343322753906,0.02553179204065792,0.07625950492881373
324,324,324,324,2020-05-19,37.36943435668945,36.94114303588867,34.04984664916992,0.011593883827164975,0.0974920017033456
325,325,325,325,2020-05-20,37.33050537109375,36.51283264160156,34.545143127441406,0.02239411928179358,0.08062963390763178
326,326,326,326,2020-05-21,37.70040130615234,35.753570556640625,35.50662612915039,0.054451365813312336,0.06178495160374853
327,327,327,327,2020-05-22,37.39863967895508,35.92878341674805,34.61312484741211,0.040910270886652444,0.0804756820952337
328,328,328,328,2020-05-26,38.00216293334961,36.01640319824219,36.060203552246094,0.05513487074701384,0.05385325621609138
329,329,329,329,2020-05-27,38.897708892822266,37.53491973876953,36.60044479370117,0.036307235063703036,0.06276601587957886
330,330,330,330,2020-05-28,39.18000030517578,37.36943435668945,36.94114303588867,0.04845045100775569,0.06060606373527855
331,331,331,331,2020-05-29,39.131324768066406,37.33050537109375,36.51283264160156,0.048239887970203954,0.07171429705734234
332,332,332,332,2020-06-01,39.17026138305664,37.70040130615234,35.753570556640625,0.03898791593670481,0.09556222702298545
333,333,333,333,2020-06-02,39.81270980834961,37.39863967895508,35.92878341674805,0.06454967747805473,0.10810069315598048
334,334,334,334,2020-06-03,41.17549133300781,38.00216293334961,36.01640319824219,0.08350388911346363,0.14324273599362125
335,335,335,335,2020-06-04,40.92240524291992,38.897708892822266,37.53491973876953,0.052051815074159125,0.090248907623252
336,336,336,336,2020-06-05,41.59406661987305,39.18000030517578,37.36943435668945,0.061614759976874156,0.11305047389424416
337,337,337,337,2020-06-08,41.89582824707031,39.131324768066406,37.33050537109375,0.0706468154448967,0.12229469787761404
338,338,338,338,2020-06-09,41.90555953979492,39.17026138305664,37.70040130615234,0.06983099065868004,0.1115414713889622
339,339,339,339,2020-06-10,41.71087646484375,39.81270980834961,37.39863967895508,0.047677404166446724,0.11530464270643637
340,340,340,340,2020-06-11,39.55962371826172,41.17549133300781,38.00216293334961,-0.039243432499146746,0.04098347737847652
341,341,341,341,2020-06-12,39.58882522583008,40.92240524291992,38.897708892822266,-0.032588016495451955,0.0177675331704521
342,342,342,342,2020-06-15,40.24101638793945,41.59406661987305,39.18000030517578,-0.03252988567574022,0.027080553203148172
343,343,343,343,2020-06-16,40.4454345703125,41.89582824707031,39.131324768066406,-0.03461904770576374,0.033582042264985956
344,344,344,344,2020-06-17,40.8640022277832,41.90555953979492,39.17026138305664,-0.02485487184636259,0.04324047848859136
345,345,345,345,2020-06-18,40.74720001220703,41.71087646484375,39.81270980834961,-0.0231037210030568,0.023472157719378384
346,346,346,346,2020-06-19,40.03660583496094,39.55962371826172,41.17549133300781,0.012057296603633638,-0.02765930560090002
347,347,347,347,2020-06-22,40.32862854003906,39.58882522583008,40.92240524291992,0.018687175231618003,-0.014509819238535338
348,348,348,348,2020-06-23,40.124210357666016,40.24101638793945,41.59406661987305,-0.0029026610348849013,-0.03533812347900489
349,349,349,349,2020-06-24,38.98531723022461,40.4454345703125,41.89582824707031,-0.03610091857338171,-0.0694701868568317
350,350,350,350,2020-06-25,39.91005325317383,40.8640022277832,41.90555953979492,-0.023344482248505494,-0.04761912998026174
351,351,351,351,2020-06-26,39.01452255249024,40.74720001220703,41.71087646484375,-0.0425226140494982,-0.0646439044412348
352,352,352,352,2020-06-29,38.90744018554688,40.03660583496094,39.55962371826172,-0.028203331073285987,-0.016486090397613506
353,353,353,353,2020-06-30,39.67642974853516,40.32862854003906,39.58882522583008,-0.016172104411048438,0.002212859871576267
354,354,354,354,2020-07-01,39.99766159057617,40.124210357666016,40.24101638793945,-0.003153925422127779,-0.00604743168058286
355,355,355,355,2020-07-02,39.76404571533203,38.98531723022461,40.4454345703125,0.01997491723637146,-0.0168471141976706
356,356,356,356,2020-07-06,39.55962371826172,39.91005325317383,40.8640022277832,-0.008780482769319309,-0.03191998919368311
357,357,357,357,2020-07-07,39.66670227050781,39.01452255249024,40.74720001220703,0.016716332159137037,-0.026517104031087424
358,358,358,358,2020-07-08,39.97819137573242,38.90744018554688,40.03660583496094,0.027520473849711014,-0.0014590262588519698
359,359,359,359,2020-07-09,39.81270980834961,39.67642974853516,40.32862854003906,0.0034347863625374675,-0.012792865772195516
360,360,360,360,2020-07-10,40.31889343261719,39.99766159057617,40.124210357666016,0.008031265560702217,0.004852010125950601
361,361,361,361,2020-07-13,39.86138153076172,39.76404571533203,38.98531723022461,0.0024478348135525962,0.022471647347733104
362,362,362,362,2020-07-14,40.83480453491211,39.55962371826172,39.91005325317383,0.03223440206944472,0.02317088568817538
363,363,363,363,2020-07-15,41.18523025512695,39.66670227050781,39.01452255249024,0.03828218373847947,0.055638453596766
364,364,364,364,2020-07-16,42.27545166015625,39.97819137573242,38.90744018554688,0.05746283674599417,0.08656471509170371
365,365,365,365,2020-07-17,42.53828048706055,39.81270980834961,39.67642974853516,0.06845981325640205,0.07212974445189446
366,366,366,366,2020-07-20,42.5966796875,40.31889343261719,39.99766159057617,0.05649426511889666,0.06497925112542524
367,367,367,367,2020-07-21,43.11259078979492,39.86138153076172,39.76404571533203,0.08156288453083826,0.08421037181263924
368,368,368,368,2020-07-22,43.76478576660156,40.83480453491211,39.55962371826172,0.07175205722325506,0.1062993439545441
369,369,369,369,2020-07-23,43.91080093383789,41.18523025512695,39.66670227050781,0.06617835233230585,0.1069939879142805
370,370,370,370,2020-07-24,44.19308853149414,42.27545166015625,39.97819137573242,0.045360529480640066,0.10542991092689213
371,371,371,371,2020-07-27,44.28069686889648,42.53828048706055,39.81270980834961,0.040961138106321515,0.11222514322825194
372,372,372,372,2020-07-28,43.29754257202149,42.5966796875,40.31889343261719,0.016453462797175744,0.07387725420545976
373,373,373,373,2020-07-29,43.76478576660156,43.11259078979492,39.86138153076172,0.015127714777953383,0.09792445936244132
374,374,374,374,2020-07-30,43.57010269165039,43.76478576660156,40.83480453491211,-0.004448395474604183,0.06698448022200543
375,375,375,375,2020-07-31,44.26123428344727,43.91080093383789,41.18523025512695,0.00798057293779264,0.07468706643778944
376,376,376,376,2020-08-03,44.319618225097656,44.19308853149414,42.27545166015625,0.0028631104502538918,0.048353512136878996
377,377,377,377,2020-08-04,44.33425521850586,44.28069686889648,42.53828048706055,0.0012095191222476487,0.042220200508377825
378,378,378,378,2020-08-05,44.50004959106445,43.29754257202149,42.5966796875,0.027773100910812643,0.044683527390586564
379,379,379,379,2020-08-06,44.49030303955078,43.76478576660156,43.11259078979492,0.01657764936445516,0.031956146093683024
380,380,380,380,2020-08-07,44.919410705566406,43.57010269165039,43.76478576660156,0.030968667286951135,0.0263825109329332
381,381,381,381,2020-08-10,44.79261779785156,44.26123428344727,43.91080093383789,0.01200561898028707,0.0200820036360152
382,382,382,382,2020-08-11,44.52930068969727,44.319618225097656,44.19308853149414,0.004731143294931961,0.0076077995309953295
383,383,383,383,2020-08-12,44.66584014892578,44.33425521850586,44.28069686889648,0.00747920380720668,0.008697769169478287
384,384,384,384,2020-08-13,44.68534851074219,44.50004959106445,43.29754257202149,0.004164016026511064,0.03205276457462247
385,385,385,385,2020-08-14,44.68534851074219,44.49030303955078,43.76478576660156,0.004383999610387379,0.021034325383197494
386,386,386,386,2020-08-17,44.86088943481445,44.919410705566406,43.57010269165039,-0.0013028058434590983,0.029625515282786452
387,387,387,387,2020-08-18,44.94865036010742,44.79261779785156,44.26123428344727,0.00348344369958542,0.015530883577668853
388,388,388,388,2020-08-19,44.82188034057617,44.52930068969727,44.319618225097656,0.00657049732080317,0.011332726580078889
389,389,389,389,2020-08-20,44.65608215332031,44.66584014892578,44.33425521850586,-0.00021846663071678485,0.007259103220033758
390,390,390,390,2020-08-21,44.39276885986328,44.68534851074219,44.50004959106445,-0.006547552176046523,-0.0024108002617307944
391,391,391,391,2020-08-24,44.58782196044922,44.68534851074219,44.49030303955078,-0.0021825173920154706,0.0021919140629755862
392,392,392,392,2020-08-25,44.870635986328125,44.86088943481445,44.919410705566406,0.0002172616645916836,-0.0010858272286335957
393,393,393,393,2020-08-26,44.52930068969727,44.94865036010742,44.79261779785156,-0.00932952751752314,-0.00587858270178887
394,394,394,394,2020-08-27,44.919410705566406,44.82188034057617,44.52930068969727,0.0021759543385764246,0.008760748761531545
395,395,395,395,2020-08-28,45.0656852722168,44.65608215332031,44.66584014892578,0.00917239263153835,0.008951922139107671
396,396,396,396,2020-08-31,45.2509880065918,44.39276885986328,44.68534851074219,0.01933240860550267,0.012658276475423058
397,397,397,397,2020-09-01,45.53379821777344,44.58782196044922,44.68534851074219,0.021216023024478003,0.018987201293222178
398,398,398,398,2020-09-02,46.011661529541016,44.870635986328125,44.86088943481445,0.02542922599894859,0.0256520124595101
399,399,399,399,2020-09-03,44.74385833740234,44.52930068969727,44.94865036010742,0.004818347568496861,-0.00455613285525569
400,400,400,400,2020-09-04,44.12945556640625,44.919410705566406,44.82188034057617,-0.017586053039254645,-0.015448365149087429
401,401,401,401,2020-09-08,43.09570693969727,45.0656852722168,44.65608215332031,-0.043713488891159114,-0.03494205354302493
402,402,402,402,2020-09-09,44.2757453918457,45.2509880065918,44.39276885986328,-0.021551852406051952,-0.002636093017468477
403,403,403,403,2020-09-10,43.74910736083984,45.53379821777344,44.58782196044922,-0.039194860231031026,-0.01881039626365577
404,404,404,404,2020-09-11,43.53456497192383,46.011661529541016,44.870635986328125,-0.05383627704960858,-0.02977606590669657
405,405,405,405,2020-09-14,44.05144119262695,44.74385833740234,44.52930068969727,-0.01547513268869305,-0.01073134968815892
406,406,406,406,2020-09-15,44.04168701171875,44.12945556640625,44.919410705566406,-0.0019888882280776343,-0.019539964573464186
407,407,407,407,2020-09-16,44.06119537353516,43.09570693969727,45.0656852722168,0.02240335528522297,-0.022289462428321416
408,408,408,408,2020-09-17,43.651588439941406,44.2757453918457,45.2509880065918,-0.014097039956762591,-0.0353450750383042
409,409,409,409,2020-09-18,43.69060516357422,43.74910736083984,45.53379821777344,-0.0013372203639058222,-0.04047966842967554
410,410,410,410,2020-09-21,42.929908752441406,43.53456497192383,46.011661529541016,-0.01388910673329058,-0.06697764598483413
411,411,411,411,2020-09-22,43.40777969360352,44.05144119262695,44.74385833740234,-0.01461158776188154,-0.029860604191166873
412,412,412,412,2020-09-23,42.26675415039063,44.04168701171875,44.12945556640625,-0.04030120056154607,-0.04220993420624952
413,413,413,413,2020-09-24,42.48130798339844,44.06119537353516,43.09570693969727,-0.03585666200707904,-0.01425661626014274
414,414,414,414,2020-09-25,42.85189056396485,43.651588439941406,44.2757453918457,-0.018320017771560115,-0.0321587997057885
415,415,415,415,2020-09-28,43.75886535644531,43.69060516357422,43.74910736083984,0.0015623540258948854,0.0002230444503699136
416,416,416,416,2020-09-29,44.05144119262695,42.929908752441406,43.53456497192383,0.02612473384588232,0.011872777895827635
417,417,417,417,2020-09-30,44.148963928222656,43.40777969360352,44.05144119262695,0.017074916981490995,0.0022138375716076464
418,418,418,418,2020-10-01,43.82713317871094,42.26675415039063,44.04168701171875,0.03691740848536118,-0.0048716079597660444
419,419,419,419,2020-10-02,44.23674392700195,42.48130798339844,44.06119537353516,0.04132254930308488,0.003984198612374312
420,420,420,420,2020-10-05,44.59756851196289,42.85189056396485,43.651588439941406,0.040737477974099434,0.021671148882085323
421,421,421,421,2020-10-06,44.59756851196289,43.75886535644531,43.69060516357422,0.019166474008998513,0.02075877285272365
422,422,422,422,2020-10-07,45.12420272827149,44.05144119262695,42.929908752441406,0.02435247307695554,0.051113408800462334
423,423,423,423,2020-10-08,45.55330657958984,44.148963928222656,43.40777969360352,0.03180918704344582,0.04942724325295256
424,424,424,424,2020-10-09,46.05067443847656,43.82713317871094,42.26675415039063,0.05073435332169329,0.08952474265287202
425,425,425,425,2020-10-12,47.11368560791016,44.23674392700195,42.48130798339844,0.06503511392374728,0.10904507992837797
426,426,426,426,2020-10-13,46.196964263916016,44.59756851196289,42.85189056396485,0.03586284645818982,0.07806128634996834
427,427,427,427,2020-10-14,45.81661605834961,44.59756851196289,43.75886535644531,0.02733439483499467,0.047024772812149784
428,428,428,428,2020-10-15,46.148197174072266,45.12420272827149,44.05144119262695,0.02269279862886564,0.04759789747347143
429,429,429,429,2020-10-16,46.27498626708984,45.55330657958984,44.148963928222656,0.01584253134817115,0.048155656434512695
430,430,430,430,2020-10-19,45.30949020385742,46.05067443847656,43.82713317871094,-0.016094970239998507,0.03382281517483654
431,431,431,431,2020-10-20,45.26073455810547,47.11368560791016,44.23674392700195,-0.039329358887889576,0.023147965700035966
432,432,432,432,2020-10-21,45.39726638793945,46.196964263916016,44.59756851196289,-0.01731061529082334,0.0179314232290948
433,433,433,433,2020-10-22,45.48504257202149,45.81661605834961,44.59756851196289,-0.007236970227260886,0.019899606406132753
434,434,434,434,2020-10-23,45.56304931640625,46.148197174072266,45.12420272827149,-0.012679755515883406,0.009725303974397193
435,435,435,435,2020-10-26,45.43627166748047,46.27498626708984,45.55330657958984,-0.01812457803376699,-0.00256918588126831
436,436,436,436,2020-10-27,44.10020446777344,45.30949020385742,46.05067443847656,-0.02668945800632805,-0.04235486221399298
437,437,437,437,2020-10-28,43.07620620727539,45.26073455810547,47.11368560791016,-0.04826541973209897,-0.08569653060547022
438,438,438,438,2020-10-29,42.38379287719727,45.39726638793945,46.196964263916016,-0.06638006537642016,-0.08254160089253249
439,439,439,439,2020-10-30,42.43254470825195,45.48504257202149,45.81661605834961,-0.06710992649806102,-0.07386122418530172
440,440,440,440,2020-11-02,43.39802932739258,45.56304931640625,46.148197174072266,-0.047517012612105725,-0.0595942640252225
441,441,441,441,2020-11-03,43.31300354003906,45.43627166748047,46.27498626708984,-0.04673068562887972,-0.06400828970439476
442,442,442,442,2020-11-04,44.84733581542969,44.10020446777344,45.30949020385742,0.016941675365750752,-0.01019994677380831
443,443,443,443,2020-11-05,44.46620178222656,43.07620620727539,45.26073455810547,0.0322682914150505,-0.017554570946233583
444,444,444,444,2020-11-06,44.69097137451172,42.38379287719727,45.39726638793945,0.05443539477458437,-0.015558095665764049
445,445,445,445,2020-11-09,44.876651763916016,42.43254470825195,45.48504257202149,0.057599822788585886,-0.01337562358311839
446,446,446,446,2020-11-10,46.1177978515625,43.39802932739258,45.56304931640625,0.0626703231995196,0.01217540404953743
447,447,447,447,2020-11-11,45.902793884277344,43.31300354003906,45.43627166748047,0.05979244412926121,0.01026761659079467
448,448,448,448,2020-11-12,45.29688262939453,44.84733581542969,44.10020446777344,0.01002393577658589,0.02713543340815061
449,449,449,449,2020-11-13,46.08848190307617,44.46620178222656,43.07620620727539,0.036483442610968586,0.06992899238401407
450,450,450,450,2020-11-16,46.57711791992188,44.69097137451172,42.38379287719727,0.042204196673287786,0.09893699355492647
451,451,451,451,2020-11-17,46.313255310058594,44.876651763916016,42.43254470825195,0.03201227118502881,0.09145599512093239
452,452,452,452,2020-11-18,45.92234420776367,46.1177978515625,43.39802932739258,-0.004238139132920593,0.05816657851737439
453,453,453,453,2020-11-19,46.362117767333984,45.902793884277344,43.31300354003906,0.010006447193924961,0.07039720125796145
454,454,454,454,2020-11-20,46.1080207824707,45.29688262939453,44.84733581542969,0.01790715179480795,0.02811058771092667
455,455,455,455,2020-11-23,45.4532470703125,46.08848190307617,44.46620178222656,-0.01378294112831846,0.022197652340984586
456,456,456,456,2020-11-24,45.39461135864258,46.57711791992188,44.69097137451172,-0.02538814366557285,0.015744566799283266
457,457,457,457,2020-11-25,44.818016052246094,46.313255310058594,44.876651763916016,-0.03228534137369854,-0.0013065972920258684
458,458,458,458,2020-11-27,44.583473205566406,45.92234420776367,46.1177978515625,-0.029155110116763527,-0.03326968583657364
459,459,459,459,2020-11-30,44.00687789916992,46.362117767333984,45.902793884277344,-0.050800955210538845,-0.04130284509232918
460,460,460,460,2020-12-01,44.57369995117188,46.1080207824707,45.29688262939453,-0.03327665784088785,-0.015965396209260407
461,461,461,461,2020-12-02,44.04596710205078,45.4532470703125,46.08848190307617,-0.03096104368703889,-0.044317250572947664
462,462,462,462,2020-12-03,43.59641647338867,45.39461135864258,46.57711791992188,-0.03961251856629344,-0.06399497391955011
463,463,463,463,2020-12-04,43.791873931884766,44.818016052246094,46.313255310058594,-0.022895750654493785,-0.054441894902305
464,464,464,464,2020-12-07,43.59641647338867,44.583473205566406,45.92234420776367,-0.022139520795667722,-0.0506491507457012
465,465,465,465,2020-12-08,44.30006408691406,44.00687789916992,46.362117767333984,0.006662281028340544,-0.04447712442231899
466,466,466,466,2020-12-09,44.20233154296875,44.57369995117188,46.1080207824707,-0.008331558937443972,-0.041330970342289275
467,467,467,467,2020-12-10,43.86027908325195,44.04596710205078,45.4532470703125,-0.0042157779932179285,-0.035046296793634024
468,468,468,468,2020-12-11,43.98731994628906,43.59641647338867,45.39461135864258,0.008966412942196689,-0.03100128782324263
469,469,469,469,2020-12-14,44.41733551025391,43.791873931884766,44.818016052246094,0.014282594513813418,-0.008940166863367849
470,470,470,470,2020-12-15,45.57051849365234,43.59641647338867,44.583473205566406,0.045281290985663025,0.022139264106563417
471,471,471,471,2020-12-16,44.92551040649414,44.30006408691406,44.00687789916992,0.014118406654062499,0.020874748475204763
472,472,472,472,2020-12-17,45.62915802001953,44.20233154296875,44.57369995117188,0.03227943927943655,0.023678942291168292
473,473,473,473,2020-12-18,44.92551040649414,43.86027908325195,44.04596710205078,0.024286925334429776,0.019968759055863927
474,474,474,474,2020-12-21,44.954837799072266,43.98731994628906,43.59641647338867,0.021995380804390896,0.03115901341370053
475,475,475,475,2020-12-22,44.65188217163086,44.41733551025391,43.791873931884766,0.005280520739989081,0.0196385347903536
476,476,476,476,2020-12-23,44.65188217163086,45.57051849365234,43.59641647338867,-0.020158566379915976,0.024209918695644372
477,477,477,477,2020-12-24,45.25778579711914,44.92551040649414,44.30006408691406,0.007396140580674837,0.021618968955125828
478,478,478,478,2020-12-28,44.83756256103516,45.62915802001953,44.20233154296875,-0.017348456411075075,0.014370984423048183
479,479,479,479,2020-12-29,44.98414993286133,44.92551040649414,43.86027908325195,0.001305261216547171,0.025623887332685058
480,480,480,480,2020-12-30,45.19915390014648,44.954837799072266,43.98731994628906,0.005434700980708529,0.0275496201027281
481,481,481,481,2020-12-31,46.33279800415039,44.65188217163086,44.41733551025391,0.037644904330314866,0.04312420976837483
482,482,482,482,2021-01-04,45.29688262939453,44.65188217163086,45.57051849365234,0.01444509002519645,-0.006004668660856249
483,483,483,483,2021-01-05,45.2675666809082,45.25778579711914,44.92551040649414,0.00021611494280571186,0.007613853939979265
484,484,484,484,2021-01-06,46.15689086914063,44.83756256103516,45.62915802001953,0.029424621517049054,0.011565693342173056
