,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,FMC,FMC_6m,FMC_12m,FMC_6m_ret,FMC_12m_ret
45,45,45,45,2019-04-10,72.90848541259766,71.5848388671875,67.15568542480469,0.018490598936262703,0.0856636329657372
46,46,46,46,2019-04-11,72.42797088623047,71.75709533691406,67.70578002929688,0.009349257326630944,0.0697457566383588
47,47,47,47,2019-04-12,72.50050354003906,72.8268814086914,67.92218780517578,-0.004481557665785063,0.06740530425779956
48,48,48,48,2019-04-15,72.31011199951172,72.90848541259766,68.9829330444336,-0.008207184797485167,0.048231914884439675
49,49,49,49,2019-04-16,73.21671295166016,73.1804428100586,69.64472961425781,0.0004956261565087772,0.05128863816668594
50,50,50,50,2019-04-17,73.20765686035156,72.56395721435547,71.56672668457031,0.008870790275323559,0.022928674424549822
51,51,51,51,2019-04-18,72.48238372802734,72.90848541259766,71.5848388671875,-0.005844335980358828,0.01253819768324238
52,52,52,52,2019-04-22,72.04722595214844,72.42797088623047,71.75709533691406,-0.005256876996873272,0.004043232433979638
53,53,53,53,2019-04-23,72.65463256835938,72.50050354003906,72.8268814086914,0.0021259028668014768,-0.002365182155273149
54,54,54,54,2019-04-24,72.2919921875,72.31011199951172,72.90848541259766,-0.0002505847593188282,-0.008455712961376816
55,55,55,55,2019-04-25,71.61204528808594,73.21671295166016,73.1804428100586,-0.021916685397139646,-0.02143192172317765
56,56,56,56,2019-04-26,72.06535339355469,73.20765686035156,72.56395721435547,-0.015603606450291019,-0.006871232495326729
57,57,57,57,2019-04-29,71.90215301513672,72.48238372802734,72.90848541259766,-0.008005127357121666,-0.013802678683639935
58,58,58,58,2019-04-30,71.67549133300781,72.04722595214844,72.42797088623047,-0.005159596559450086,-0.010389350191856828
59,59,59,59,2019-05-01,69.78978729248047,72.65463256835938,72.50050354003906,-0.03943100631860508,-0.03738892994117726
60,60,60,60,2019-05-02,69.50875091552734,72.2919921875,72.31011199951172,-0.03849999408999416,-0.03874093133756029
61,61,61,61,2019-05-03,70.3065414428711,71.61204528808594,73.21671295166016,-0.018230227051370673,-0.03974736629750697
62,62,62,62,2019-05-06,69.1279525756836,72.06535339355469,73.20765686035156,-0.04076023608501178,-0.05572783585261132
63,63,63,63,2019-05-07,71.17688751220703,71.90215301513672,72.48238372802734,-0.0100868398582864,-0.018011220777711667
64,64,64,64,2019-05-08,71.5848388671875,71.67549133300781,72.04722595214844,-0.001264762391361085,-0.006417833287128083
65,65,65,65,2019-05-09,72.2647933959961,69.78978729248047,72.65463256835938,0.03546372900010675,-0.00536564784078275
66,66,66,66,2019-05-10,72.02001953125,69.50875091552734,72.2919921875,0.03612881230989973,-0.003762140840504191
67,67,67,67,2019-05-13,67.98565673828125,70.3065414428711,71.61204528808594,-0.03301093549702938,-0.050639365699111094
68,68,68,68,2019-05-14,68.11257934570312,69.1279525756836,72.06535339355469,-0.014688316262062018,-0.05484985310854085
69,69,69,69,2019-05-15,68.61121368408203,71.17688751220703,71.90215301513672,-0.0360464459433546,-0.045769691073950014
70,70,70,70,2019-05-16,68.69279479980469,71.5848388671875,71.67549133300781,-0.040400231573454626,-0.04161389727131937
71,71,71,71,2019-05-17,68.2032470703125,72.2647933959961,69.78978729248047,-0.056203666195060786,-0.02273312878170808
