,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MLM,MLM_6m,MLM_12m,MLM_6m_ret,MLM_12m_ret
21,21,21,21,2019-03-07,189.8798370361328,182.5768585205078,181.74986267089844,0.03999947515147273,0.044731667170256006
22,22,22,22,2019-03-08,189.368881225586,180.5863647460937,184.88465881347656,0.0486333311589755,0.024254161707561783
23,23,23,23,2019-03-11,191.48977661132807,185.54161071777344,183.06727600097656,0.03205839310408032,0.046007679768538035
24,24,24,24,2019-03-12,188.96397399902344,188.0673828125,182.70187377929688,0.004767393330598502,0.03427496440069988
25,25,25,25,2019-03-13,183.8255615234375,187.03585815429688,181.36524963378903,-0.017164070368854145,0.013565508798495385
26,26,26,26,2019-03-14,184.80889892578125,188.58795166015625,183.7595977783203,-0.02003867532950898,0.005710184176212385
27,27,27,27,2019-03-15,186.5442047119141,189.8798370361328,182.5768585205078,-0.017567069659871093,0.0217297319252574
28,28,28,28,2019-03-18,187.9517059326172,189.368881225586,180.5863647460937,-0.007483675690519553,0.0407856993903124
29,29,29,29,2019-03-19,190.6607208251953,191.48977661132807,185.54161071777344,-0.004329504168859688,0.027590091988629606
30,30,30,30,2019-03-20,188.72293090820312,188.96397399902344,188.0673828125,-0.0012756034164562724,0.0034857086109221225
31,31,31,31,2019-03-21,191.54763793945312,183.8255615234375,187.03585815429688,0.04200763132188823,0.024122539012996214
32,32,32,32,2019-03-22,185.2041473388672,184.80889892578125,188.58795166015625,0.0021386871269908347,-0.017942844659487145
33,33,33,33,2019-03-25,189.368881225586,186.5442047119141,189.8798370361328,0.015142129545295369,-0.002690942959096776
34,34,34,34,2019-03-26,189.667724609375,187.9517059326172,189.368881225586,0.009130104290583141,0.0015781018605323105
35,35,35,35,2019-03-27,189.3785095214844,190.6607208251953,191.48977661132807,-0.0067250941786090035,-0.011025482024186406
36,36,36,36,2019-03-28,190.79568481445312,188.72293090820312,188.96397399902344,0.01098305275503697,0.009693439318963382
37,37,37,37,2019-03-29,193.94813537597656,191.54763793945312,183.8255615234375,0.012532117139874233,0.05506619301825677
38,38,38,38,2019-04-01,196.66671752929688,185.2041473388672,184.80889892578125,0.061891541604933265,0.06416259537522429
39,39,39,39,2019-04-02,198.0453338623047,189.368881225586,186.5442047119141,0.04581773193443994,0.0616536395121583
40,40,40,40,2019-04-03,195.37489318847656,189.667724609375,187.9517059326172,0.030090351908083512,0.039495184249727755
41,41,41,41,2019-04-04,196.4932098388672,189.3785095214844,190.6607208251953,0.03756867838573652,0.03059093130681756
42,42,42,42,2019-04-05,198.42135620117188,190.79568481445312,188.72293090820312,0.03996773508863494,0.05138975558664982
43,43,43,43,2019-04-08,198.42135620117188,193.94813537597656,191.54763793945312,0.023064005315254876,0.03588516327145452
44,44,44,44,2019-04-09,197.61151123046875,196.66671752929688,185.2041473388672,0.004804034526234124,0.06699290523391932
45,45,45,45,2019-04-10,197.47653198242188,198.0453338623047,189.368881225586,-0.0028720791789939026,0.04281406060152837
46,46,46,46,2019-04-11,199.7613525390625,195.37489318847656,189.667724609375,0.022451499673268538,0.0532174251073847
47,47,47,47,2019-04-12,204.53338623046875,196.4932098388672,189.3785095214844,0.04091834215642787,0.08002426857871692
48,48,48,48,2019-04-15,204.04168701171875,198.42135620117188,190.79568481445312,0.028325231306496335,0.06942506173631346
49,49,49,49,2019-04-16,204.38882446289065,198.42135620117188,193.94813537597656,0.030074727720682315,0.0538323767159421
50,50,50,50,2019-04-17,202.07508850097656,197.61151123046875,196.66671752929688,0.022587637950413075,0.027500184269227068
51,51,51,51,2019-04-18,203.9646148681641,197.47653198242188,198.0453338623047,0.0328549565895746,0.02988851537383308
52,52,52,52,2019-04-22,204.5237579345703,199.7613525390625,195.37489318847656,0.023840474320860228,0.04682722839555398
53,53,53,53,2019-04-23,204.49484252929688,204.53338623046875,196.4932098388672,-0.00018844699089093364,0.04072218422708529
54,54,54,54,2019-04-24,206.3458404541016,204.04168701171875,198.42135620117188,0.011292562202009693,0.03993765794492088
55,55,55,55,2019-04-25,204.71658325195312,204.38882446289065,198.42135620117188,0.0016036042573452924,0.03172655993943896
56,56,56,56,2019-04-26,206.57720947265625,202.07508850097656,197.61151123046875,0.022279445749978866,0.04537032375472827
57,57,57,57,2019-04-29,206.51934814453125,203.9646148681641,197.47653198242188,0.012525374943190393,0.04579185218279158
58,58,58,58,2019-04-30,213.9233245849609,204.5237579345703,199.7613525390625,0.04595831186222199,0.07089445413686368
59,59,59,59,2019-05-01,211.2817840576172,204.49484252929688,204.53338623046875,0.033188815152382034,0.0329941138291443
60,60,60,60,2019-05-02,214.92588806152344,206.3458404541016,204.04168701171875,0.04158090896593736,0.05334302616886122
61,61,61,61,2019-05-03,213.4798583984375,204.71658325195312,204.38882446289065,0.042806865019328066,0.044479114547661736
62,62,62,62,2019-05-06,212.8724670410156,206.57720947265625,202.07508850097656,0.030474114663614937,0.053432506798020585
63,63,63,63,2019-05-07,212.3228912353516,206.51934814453125,203.9646148681641,0.028101691889705016,0.04097905106035182
64,64,64,64,2019-05-08,208.370361328125,213.9233245849609,204.5237579345703,-0.025957726992179908,0.018807611557701165
65,65,65,65,2019-05-09,209.14163208007807,211.2817840576172,204.49484252929688,-0.010129372899253308,0.022723260368365805
66,66,66,66,2019-05-10,208.1100311279297,214.92588806152344,206.3458404541016,-0.03171259169878449,0.008549678878651878
67,67,67,67,2019-05-13,204.85157775878903,213.4798583984375,204.71658325195312,-0.040417305428152805,0.0006594214532673615
68,68,68,68,2019-05-14,207.9268951416016,212.8724670410156,206.57720947265625,-0.0232325578228072,0.0065335652097866515
69,69,69,69,2019-05-15,209.498275756836,212.3228912353516,206.51934814453125,-0.013303395889539882,0.01442444806779064
70,70,70,70,2019-05-16,211.715576171875,208.370361328125,213.9233245849609,0.016054177870729935,-0.010320279087702278
71,71,71,71,2019-05-17,209.7103729248047,209.14163208007807,211.2817840576172,0.002719405213921444,-0.0074375135548078175
72,72,72,72,2019-05-20,209.8839111328125,208.1100311279297,214.92588806152344,0.008523760220824572,-0.0234591420055813
73,73,73,73,2019-05-21,212.4001007080078,204.85157775878903,213.4798583984375,0.036848742059029105,-0.005057890231566664
74,74,74,74,2019-05-22,207.66661071777344,207.9268951416016,212.8724670410156,-0.0012518073895678716,-0.02445528252481388
75,75,75,75,2019-05-23,205.0829620361328,209.498275756836,212.3228912353516,-0.021075656612219662,-0.03409867469821515
76,76,76,76,2019-05-24,204.49484252929688,211.715576171875,208.370361328125,-0.034105821466419606,-0.018599184519938805
77,77,77,77,2019-05-28,201.0627899169922,209.7103729248047,209.14163208007807,-0.04123583820488097,-0.03862856994437425
78,78,78,78,2019-05-29,202.81741333007807,209.8839111328125,208.1100311279297,-0.03366860167887198,-0.025431824545728565
79,79,79,79,2019-05-30,204.9190368652344,212.4001007080078,204.85157775878903,-0.035221564480601764,0.0003293072339662917
80,80,80,80,2019-05-31,203.39239501953125,207.66661071777344,207.9268951416016,-0.020582103610536584,-0.021808146170711917
81,81,81,81,2019-06-03,208.9482421875,205.0829620361328,209.498275756836,0.018847397721348358,-0.002625480173280348
82,82,82,82,2019-06-04,216.1080474853516,204.49484252929688,211.715576171875,0.05678972052505893,0.020747038989283872
83,83,83,83,2019-06-05,218.22413635253903,201.0627899169922,209.7103729248047,0.08535316973683615,0.04059772203441314
84,84,84,84,2019-06-06,221.6445770263672,202.81741333007807,209.8839111328125,0.092828142254475,0.05603414682944741
85,85,85,85,2019-06-07,222.8426971435547,204.9190368652344,212.4001007080078,0.08746703357828012,0.0491647433345741
86,86,86,86,2019-06-10,221.7701416015625,203.39239501953125,207.66661071777344,0.0903561147419818,0.06791429221598011
87,87,87,87,2019-06-11,213.47987365722656,208.9482421875,205.0829620361328,0.021687818104064727,0.040943974758928636
88,88,88,88,2019-06-12,212.1078491210937,216.1080474853516,204.49484252929688,-0.01851017771343777,0.037228354992405954
89,89,89,89,2019-06-13,215.0548858642578,218.22413635253903,201.0627899169922,-0.014522914565056722,0.06959067837983435
90,90,90,90,2019-06-14,216.41720581054688,221.6445770263672,202.81741333007807,-0.023584476037951774,0.06705436311987478
91,91,91,91,2019-06-17,216.8520355224609,222.8426971435547,204.9190368652344,-0.026882916505155285,0.058232748112486465
92,92,92,92,2019-06-18,213.87603759765625,221.7701416015625,203.39239501953125,-0.03559588295744964,0.05154392609968661
93,93,93,93,2019-06-19,214.7166442871093,213.47987365722656,208.9482421875,0.005793382807920189,0.02760684674453029
94,94,94,94,2019-06-20,216.4462127685547,212.1078491210937,216.1080474853516,0.020453574280432152,0.0015647972721886116
95,95,95,95,2019-06-21,217.33514404296875,215.0548858642578,218.22413635253903,0.010603145190341001,-0.004073757946435941
96,96,96,96,2019-06-24,217.3448181152344,216.41720581054688,221.6445770263672,0.004286222535834661,-0.019399341814806847
97,97,97,97,2019-06-25,217.0645904541016,216.8520355224609,222.8426971435547,0.0009801841662615551,-0.025929082547995086
98,98,98,98,2019-06-26,216.59117126464844,213.87603759765625,221.7701416015625,0.012694894189595463,-0.023352874735584228
99,99,99,99,2019-06-27,219.06472778320312,214.7166442871093,213.47987365722656,0.02025033276078858,0.026161033498379727
100,100,100,100,2019-06-28,222.34022521972656,216.4462127685547,212.1078491210937,0.027230841213536694,0.048241383527448445
101,101,101,101,2019-07-01,220.38848876953125,217.33514404296875,215.0548858642578,0.014049015128261289,0.024801124065788382
102,102,102,102,2019-07-02,219.05506896972656,217.3448181152344,216.41720581054688,0.007868836576473637,0.012188786696973208
103,103,103,103,2019-07-03,223.21954345703125,217.0645904541016,216.8520355224609,0.02835539868595527,0.02936337636503672
104,104,104,104,2019-07-05,223.0455780029297,216.59117126464844,213.87603759765625,0.02979995306639127,0.04287315450701956
105,105,105,105,2019-07-08,221.2677154541016,219.06472778320312,214.7166442871093,0.010056332177212246,0.030510309010942427
106,106,106,106,2019-07-09,221.20977783203125,222.34022521972656,216.4462127685547,-0.005084313405629426,0.022008077676878735
107,107,107,107,2019-07-10,218.3787078857422,220.38848876953125,217.33514404296875,-0.009119264327325016,0.004801634118442921
108,108,108,108,2019-07-11,217.4027404785156,219.05506896972656,217.3448181152344,-0.007542982223521677,0.0002664998585357736
109,109,109,109,2019-07-12,218.8521423339844,223.21954345703125,217.0645904541016,-0.019565496172101793,0.008235115069405108
110,110,110,110,2019-07-15,217.39309692382807,223.0455780029297,216.59117126464844,-0.025342269188709854,0.0037024854452620826
111,111,111,111,2019-07-16,222.35958862304688,221.2677154541016,219.06472778320312,0.004934624857966474,0.015040581261920538
112,112,112,112,2019-07-17,220.70730590820312,221.20977783203125,222.34022521972656,-0.002271472485315118,-0.0073442370129368495
113,113,113,113,2019-07-18,217.91485595703125,218.3787078857422,220.38848876953125,-0.002124071221053403,-0.011223965581463657
114,114,114,114,2019-07-19,216.7457427978516,217.4027404785156,219.05506896972656,-0.0030220303535176685,-0.01054221745580386
115,115,115,115,2019-07-22,213.59580993652344,218.8521423339844,223.21954345703125,-0.024017733349118497,-0.04311331065131552
116,116,116,116,2019-07-23,215.98243713378903,217.39309692382807,223.0455780029297,-0.006488981527013715,-0.031666805199105474
117,117,117,117,2019-07-24,219.0936889648437,222.35958862304688,221.2677154541016,-0.014687469420262667,-0.00982532171399797
118,118,118,118,2019-07-25,214.38815307617188,220.70730590820312,221.20977783203125,-0.028631371336024225,-0.030837808449132642
119,119,119,119,2019-07-26,216.2626495361328,217.91485595703125,218.3787078857422,-0.007581889787377394,-0.009689856534532248
120,120,120,120,2019-07-29,216.42691040039065,216.7457427978516,217.4027404785156,-0.001470997277018271,-0.004488582232114902
121,121,121,121,2019-07-30,238.02224731445312,213.59580993652344,218.8521423339844,0.11435822353064307,0.08759386486248655
122,122,122,122,2019-07-31,239.38465881347656,215.98243713378903,217.39309692382807,0.10835242897639485,0.10116035053934613
123,123,123,123,2019-08-01,236.2346954345703,219.0936889648437,222.35958862304688,0.07823596631520102,0.062399408532119116
124,124,124,124,2019-08-02,237.7420349121093,214.38815307617188,220.70730590820312,0.10893270687228607,0.07718244275516306
125,125,125,125,2019-08-05,237.67437744140625,216.2626495361328,217.91485595703125,0.09900797919196869,0.0906754218182868
126,126,126,126,2019-08-06,238.82423400878903,216.42691040039065,216.7457427978516,0.10348677790097005,0.10186355185545204
127,127,127,127,2019-08-07,236.8048248291016,238.02224731445312,213.59580993652344,-0.005114742420456175,0.10865856825316667
128,128,128,128,2019-08-08,242.50552368164065,239.38465881347656,215.98243713378903,0.013037029539122669,0.12280205233271846
129,129,129,129,2019-08-09,240.9885711669922,236.2346954345703,219.0936889648437,0.020123528949364422,0.09993387899759076
130,130,130,130,2019-08-12,240.1093292236328,237.7420349121093,214.38815307617188,0.009957407458040413,0.11997480167816099
131,131,131,131,2019-08-13,242.9403533935547,237.67437744140625,216.2626495361328,0.02215626273575344,0.12335788872763542
132,132,132,132,2019-08-14,240.43780517578125,238.82423400878903,216.42691040039065,0.006756312539592857,0.11094227945577728
133,133,133,133,2019-08-15,241.635986328125,236.8048248291016,238.02224731445312,0.020401448756417695,0.015182358180568345
134,134,134,134,2019-08-16,246.23521423339844,242.50552368164065,239.38465881347656,0.015379816901218701,0.028617353567588877
135,135,135,135,2019-08-19,246.75701904296875,240.9885711669922,236.2346954345703,0.023936603499671083,0.044541821382510616
136,136,136,136,2019-08-20,244.17713928222656,240.1093292236328,237.7420349121093,0.016941491077196336,0.02706759186483887
137,137,137,137,2019-08-21,244.6989288330078,242.9403533935547,237.67437744140625,0.007238712774095157,0.029555358331940118
138,138,138,138,2019-08-22,246.4961395263672,240.43780517578125,238.82423400878903,0.02519709554891647,0.03212364754112773
139,139,139,139,2019-08-23,243.8099365234375,241.635986328125,236.8048248291016,0.008996798152243857,0.029581794625136437
140,140,140,140,2019-08-26,242.29298400878903,246.23521423339844,242.50552368164065,-0.016010018050759744,-0.000876432295746965
141,141,141,141,2019-08-27,241.7615509033203,246.75701904296875,240.9885711669922,-0.02024448244278132,0.003207536907600783
142,142,142,142,2019-08-28,243.65538024902344,244.17713928222656,240.1093292236328,-0.002136805414040266,0.014768484993300302
143,143,143,143,2019-08-29,244.7085723876953,244.6989288330078,242.9403533935547,3.9409877000684546e-05,0.0072784079278758185
144,144,144,144,2019-08-30,245.7350311279297,246.4961395263672,240.43780517578125,-0.0030877092026672104,0.022031585042442403
145,145,145,145,2019-09-03,252.7748413085937,243.8099365234375,241.635986328125,0.036770055039550886,0.04609766595503251
146,146,146,146,2019-09-04,252.4456024169922,242.29298400878903,246.23521423339844,0.041902238522246504,0.025221364876378383
147,147,147,147,2019-09-05,247.6233062744141,241.7615509033203,246.75701904296875,0.024246019886916992,0.003510689320227467
148,148,148,148,2019-09-06,249.860107421875,243.65538024902344,244.17713928222656,0.02546517612913024,0.023273956588867772
149,149,149,149,2019-09-09,245.0862274169922,244.7085723876953,244.6989288330078,0.001543284837192127,0.0015827555348584266
150,150,150,150,2019-09-10,248.6884307861328,245.7350311279297,246.4961395263672,0.012018635050309978,0.008893815797594407
151,151,151,151,2019-09-11,250.27651977539065,252.7748413085937,243.8099365234375,-0.00988358461731964,0.026523050471864318
152,152,152,152,2019-09-12,252.99755859375,252.4456024169922,242.29298400878903,0.0021864360934522598,0.0441802911824003
153,153,153,153,2019-09-13,255.6798248291016,247.6233062744141,241.7615509033203,0.03253538075999729,0.0575702541358496
154,154,154,154,2019-09-16,254.856689453125,249.860107421875,243.65538024902344,0.0199975181424763,0.045971934593249886
155,155,155,155,2019-09-17,258.8076171875,245.0862274169922,244.7085723876953,0.05598596834722214,0.057615655480460104
156,156,156,156,2019-09-18,259.7467956542969,248.6884307861328,245.7350311279297,0.04446674432424258,0.05701980894646086
157,157,157,157,2019-09-19,260.1826171875,250.27651977539065,252.7748413085937,0.03958061036248828,0.029305827433445897
158,158,158,158,2019-09-20,257.9748229980469,252.99755859375,252.4456024169922,0.019673171677870194,0.021902621903951758
159,159,159,159,2019-09-23,258.4008483886719,255.6798248291016,247.6233062744141,0.010642308447250448,0.04352394076474453
160,160,160,160,2019-09-24,259.688720703125,254.856689453125,249.860107421875,0.018959797603777417,0.03933646464281293
161,161,161,161,2019-09-25,262.04180908203125,258.8076171875,245.0862274169922,0.012496509684211343,0.06918210722706442
162,162,162,162,2019-09-26,264.9275207519531,259.7467956542969,248.6884307861328,0.01994528973728471,0.06529893616074811
163,163,163,163,2019-09-27,262.1483154296875,260.1826171875,250.27651977539065,0.00755507137039424,0.047434716069054916
164,164,164,164,2019-09-30,265.4213562011719,257.9748229980469,252.99755859375,0.028865348628154264,0.04910639326512767
165,165,165,165,2019-10-01,259.5531921386719,258.4008483886719,255.6798248291016,0.004459519994557848,0.01514928802911708
166,166,166,166,2019-10-02,252.7554626464844,259.688720703125,254.856689453125,-0.026698341144229643,-0.008244738684903385
167,167,167,167,2019-10-03,251.5643920898437,262.04180908203125,258.8076171875,-0.03998376071700693,-0.027986908485806872
168,168,168,168,2019-10-04,253.63661193847656,264.9275207519531,259.7467956542969,-0.04261885960895706,-0.023523615374845708
169,169,169,169,2019-10-07,253.8108825683593,262.1483154296875,260.1826171875,-0.03180425877489357,-0.02448947084942621
170,170,170,170,2019-10-08,254.6243591308593,265.4213562011719,257.9748229980469,-0.04067870507800875,-0.012987561453673191
171,171,171,171,2019-10-09,257.67462158203125,259.5531921386719,258.4008483886719,-0.007237709315618623,-0.002810466030468639
172,172,172,172,2019-10-10,259.3885498046875,252.7554626464844,259.688720703125,0.02624310109364658,-0.001155887316263704
173,173,173,173,2019-10-11,257.0257873535156,251.5643920898437,262.04180908203125,0.021709730929333704,-0.019142066474382213
174,174,174,174,2019-10-14,257.3066101074219,253.63661193847656,264.9275207519531,0.014469512665764128,-0.02876602107210513
175,175,175,175,2019-10-15,257.41314697265625,253.8108825683593,262.1483154296875,0.014192710603442071,-0.018062936812200503
176,176,176,176,2019-10-16,258.2071838378906,254.6243591308593,265.4213562011719,0.01407102101016977,-0.027180074981658198
177,177,177,177,2019-10-17,258.5653991699219,257.67462158203125,259.5531921386719,0.0034569861107065503,-0.003805743865489597
178,178,178,178,2019-10-18,257.3647766113281,259.3885498046875,252.7554626464844,-0.007802091475831219,0.018236258542473127
179,179,179,179,2019-10-21,260.1051025390625,257.0257873535156,251.5643920898437,0.011980569020926923,0.03395039488008522
180,180,180,180,2019-10-22,259.23370361328125,257.3066101074219,253.63661193847656,0.007489483092000038,0.02206736492822392
181,181,181,181,2019-10-23,255.6991729736328,257.41314697265625,253.8108825683593,-0.006658455557460363,0.007439753513188929
182,182,182,182,2019-10-24,256.5126647949219,258.2071838378906,254.6243591308593,-0.006562633222600867,0.007416044837611713
183,183,183,183,2019-10-25,259.8340148925781,258.5653991699219,257.67462158203125,0.004906363058355456,0.008380310398008683
184,184,184,184,2019-10-28,260.5311279296875,257.3647766113281,259.3885498046875,0.012302970748562014,0.00440489036952596
185,185,185,185,2019-10-29,259.6693725585937,260.1051025390625,257.0257873535156,-0.0016752073535480916,0.010285291730055324
186,186,186,186,2019-10-30,258.4008483886719,259.23370361328125,257.3066101074219,-0.0032127582679287725,0.004252662925344763
187,187,187,187,2019-10-31,253.6173095703125,255.6991729736328,257.41314697265625,-0.008141846448345702,-0.014746089883074132
188,188,188,188,2019-11-01,255.01171875,256.5126647949219,258.2071838378906,-0.005851352587685543,-0.012375585529397326
189,189,189,189,2019-11-04,252.60044860839844,259.8340148925781,258.5653991699219,-0.0278391814373119,-0.02306940751033526
190,190,190,190,2019-11-05,245.2799072265625,260.5311279296875,257.3647766113281,-0.058538957798704994,-0.046956190135591824
191,191,191,191,2019-11-06,248.4754180908203,259.6693725585937,260.1051025390625,-0.043108489682384454,-0.04471148137701619
192,192,192,192,2019-11-07,249.3953094482422,258.4008483886719,259.23370361328125,-0.034851042465944504,-0.0379518327590449
193,193,193,193,2019-11-08,248.7659149169922,253.6173095703125,255.6991729736328,-0.019128799455919276,-0.027114902156353704
194,194,194,194,2019-11-11,247.91375732421875,255.01171875,256.5126647949219,-0.027833863716434593,-0.033522350553637725
195,195,195,195,2019-11-12,247.1584930419922,252.60044860839844,259.8340148925781,-0.02154372882703315,-0.04878315048869297
196,196,196,196,2019-11-13,249.2404022216797,245.2799072265625,260.5311279296875,0.016146838279170295,-0.043337338604141684
197,197,197,197,2019-11-14,253.1622009277344,248.4754180908203,259.6693725585937,0.01886215897300958,-0.025059449894850316
198,198,198,198,2019-11-15,252.18411254882807,249.3953094482422,258.4008483886719,0.011182259629324065,-0.0240584962418271
199,199,199,199,2019-11-18,252.4456024169922,248.7659149169922,253.6173095703125,0.014791767196996597,-0.00461998100723271
200,200,200,200,2019-11-19,253.37521362304688,247.91375732421875,255.01171875,0.022029662079969592,-0.006417372248518016
201,201,201,201,2019-11-20,254.750228881836,247.1584930419922,252.60044860839844,0.03071606298616647,0.00851059562752532
202,202,202,202,2019-11-21,252.2325897216797,249.2404022216797,245.2799072265625,0.012005226573734484,0.02834591130489561
203,203,203,203,2019-11-22,251.1189422607422,253.1622009277344,248.4754180908203,-0.00807094684555798,0.01063897664498814
204,204,204,204,2019-11-25,253.4623565673828,252.18411254882807,249.3953094482422,0.00506869368429097,0.016307632762374347
205,205,205,205,2019-11-26,260.5408935546875,252.4456024169922,248.7659149169922,0.03206746744719857,0.04733356915727138
206,206,206,206,2019-11-27,263.28131103515625,253.37521362304688,247.91375732421875,0.03909655277823254,0.061987498704398236
207,207,207,207,2019-11-29,260.4286804199219,254.750228881836,247.1584930419922,0.022290270603524398,0.05369100294552731
208,208,208,208,2019-12-02,260.0502014160156,252.2325897216797,249.2404022216797,0.030993662250235365,0.04337097476163376
209,209,209,209,2019-12-03,262.6117553710937,251.1189422607422,253.1622009277344,0.045766412548911894,0.03732608742035981
210,210,210,210,2019-12-04,261.52508544921875,253.4623565673828,252.18411254882807,0.03181036028792894,0.03704029094450623
211,211,211,211,2019-12-05,264.5911560058594,260.5408935546875,252.4456024169922,0.015545592079278414,0.04811156729442656
212,212,212,212,2019-12-06,265.20245361328125,263.28131103515625,253.37521362304688,0.0072969196733772,0.04667875685673839
213,213,213,213,2019-12-09,262.7961730957031,260.4286804199219,254.750228881836,0.009090752493019716,0.0315836584296032
214,214,214,214,2019-12-10,260.8554992675781,260.0502014160156,252.2325897216797,0.003096701510621802,0.03418634188156733
215,215,215,215,2019-12-11,264.1448669433594,262.6117553710937,251.1189422607422,0.005837939623453803,0.051871533725608376
216,216,216,216,2019-12-12,266.8616943359375,261.52508544921875,253.4623565673828,0.020405724665196523,0.052865198406661484
217,217,217,217,2019-12-13,268.0938720703125,264.5911560058594,260.5408935546875,0.013238220495833897,0.02898960855079591
218,218,218,218,2019-12-16,266.43475341796875,265.20245361328125,263.28131103515625,0.004646638022755445,0.011977463840536107
219,219,219,219,2019-12-17,266.07574462890625,262.7961730957031,260.4286804199219,0.01247952546100728,0.0216837262312235
220,220,220,220,2019-12-18,266.38623046875,260.8554992675781,260.0502014160156,0.021202279486922437,0.024364638128460125
221,221,221,221,2019-12-19,264.8531494140625,264.1448669433594,262.6117553710937,0.002681416750206944,0.008535010322753944
222,222,222,222,2019-12-20,265.1248779296875,266.8616943359375,261.52508544921875,-0.006508301652554227,0.013764616401082286
223,223,223,223,2019-12-23,263.0484619140625,268.0938720703125,264.5911560058594,-0.01881956539061347,-0.005830482451056329
224,224,224,224,2019-12-24,266.38623046875,266.43475341796875,265.20245361328125,-0.00018211944424018078,0.00446367233538103
225,225,225,225,2019-12-26,270.4130859375,266.07574462890625,262.7961730957031,0.016301152570832755,0.028984108680391696
226,226,226,226,2019-12-27,270.43243408203125,266.38623046875,260.8554992675781,0.015189237094429764,0.03671356303142148
227,227,227,227,2019-12-30,269.69500732421875,264.8531494140625,264.1448669433594,0.018281292561058704,0.021011729075354202
228,228,228,228,2019-12-31,271.3348388671875,265.1248779296875,266.8616943359375,0.023422777168225384,0.016762033016319622
229,229,229,229,2020-01-02,268.3947448730469,263.0484619140625,268.0938720703125,0.020324327008347964,0.0011222666165806583
230,230,230,230,2020-01-03,267.59912109375,266.38623046875,266.43475341796875,0.004553128075973412,0.004370179418578424
231,231,231,231,2020-01-06,268.4239501953125,270.4130859375,266.07574462890625,-0.007355915248299927,0.008825327425772134
232,232,232,232,2020-01-07,267.82232666015625,270.43243408203125,266.38623046875,-0.009651606438165872,0.005391030117732454
233,233,233,233,2020-01-08,268.734375,269.69500732421875,264.8531494140625,-0.0035619210520420053,0.014654254988184956
234,234,234,234,2020-01-09,269.3650817871094,271.3348388671875,265.1248779296875,-0.007259506697708917,0.01599323266278474
235,235,235,235,2020-01-10,268.6470947265625,268.3947448730469,263.0484619140625,0.0009402190554623768,0.021283655383353084
236,236,236,236,2020-01-13,264.06719970703125,267.59912109375,266.38623046875,-0.013198553763117182,-0.008705520392844779
237,237,237,237,2020-01-14,253.0057830810547,268.4239501953125,270.4130859375,-0.05743961037395928,-0.06437300471645302
238,238,238,238,2020-01-15,254.403076171875,267.82232666015625,270.43243408203125,-0.050105047833854166,-0.059273060069762185
239,239,239,239,2020-01-16,255.1987152099609,268.734375,269.69500732421875,-0.050368174112593866,-0.053750687704911315
240,240,240,240,2020-01-17,258.8179626464844,269.3650817871094,271.3348388671875,-0.03915548025248805,-0.04613073747905205
241,241,241,241,2020-01-21,259.8076171875,268.6470947265625,268.3947448730469,-0.03290367814347517,-0.03199439575319796
242,242,242,242,2020-01-22,257.3528137207031,264.06719970703125,267.59912109375,-0.025426808001059564,-0.03828976467175016
243,243,243,243,2020-01-23,259.9142761230469,253.0057830810547,268.4239501953125,0.02730567245484239,-0.03170236510592206
244,244,244,244,2020-01-24,256.0525817871094,254.403076171875,267.82232666015625,0.00648382731866004,-0.043946092993142005
245,245,245,245,2020-01-27,251.83175659179688,255.1987152099609,268.734375,-0.013193477935004139,-0.06289712065381703
