,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,VLTO,VLTO_6m,VLTO_12m,VLTO_6m_ret,VLTO_12m_ret
22,22,22,22,2023-11-03,70.72343444824219,69.92430114746094,72.37164306640625,0.011428548983220876,-0.02277423239723475
23,23,23,23,2023-11-06,68.1861801147461,67.91646575927734,70.21398162841797,0.003971266061233658,-0.028880309400530546
24,24,24,24,2023-11-07,69.99422454833984,68.28607177734375,69.8543701171875,0.025014658575847948,0.002002085637845097
25,25,25,25,2023-11-08,69.72451782226562,68.92537689208984,71.8222427368164,0.011594291771910514,-0.029207176420786962
26,26,26,26,2023-11-09,69.55469512939453,67.4369888305664,71.93212890625,0.03140274107061347,-0.0330510692927497
27,27,27,27,2023-11-10,70.47370910644531,70.20399475097656,70.71344757080078,0.0038418662132471137,-0.003390281093499703
28,28,28,28,2023-11-13,72.90107727050781,70.72343444824219,69.92430114746094,0.0307909653886973,0.04257141042810364
29,29,29,29,2023-11-14,73.55036926269531,68.1861801147461,67.91646575927734,0.07866974127194348,0.08295342580673637
30,30,30,30,2023-11-15,73.83007049560547,69.99422454833984,68.28607177734375,0.05480232079171743,0.08118784071133422
31,31,31,31,2023-11-16,70.8033447265625,69.72451782226562,68.92537689208984,0.0154727051257193,0.02724639195535805
32,32,32,32,2023-11-17,70.91322326660156,69.55469512939453,67.4369888305664,0.01953179630332258,0.05154788931589316
33,33,33,33,2023-11-20,70.68347930908203,70.47370910644531,70.20399475097656,0.0029765738925402463,0.006829875704456256
34,34,34,34,2023-11-21,72.23179626464844,72.90107727050781,70.72343444824219,-0.009180673741979617,0.02132760983928339
35,35,35,35,2023-11-22,72.86112213134766,73.55036926269531,68.1861801147461,-0.009371090019764772,0.06856143002488779
36,36,36,36,2023-11-24,73.92996215820312,73.83007049560547,69.99422454833984,0.0013529942735677203,0.0562294622914945
37,37,37,37,2023-11-27,73.4205093383789,70.8033447265625,69.72451782226562,0.0369638556190206,0.05300849158304266
38,38,38,38,2023-11-28,73.24070739746094,70.91322326660156,69.55469512939453,0.03282158141520508,0.05299444216108218
39,39,39,39,2023-11-29,74.13973236083984,70.68347930908203,70.47370910644531,0.04889760783625885,0.05201972907169217
40,40,40,40,2023-11-30,77.16645812988281,72.23179626464844,72.90107727050781,0.06831703100881481,0.058509160894122614
41,41,41,41,2023-12-01,76.42726135253906,72.86112213134766,73.55036926269531,0.0489443357015924,0.039114583906010525
42,42,42,42,2023-12-04,75.69804382324219,73.92996215820312,73.83007049560547,0.023915630597179716,0.025300982581994313
43,43,43,43,2023-12-05,75.46829986572266,73.4205093383789,70.8033447265625,0.02789126016418564,0.06588608429694798
44,44,44,44,2023-12-06,75.74799346923828,73.24070739746094,70.91322326660156,0.034233504302066065,0.0681786834658491
45,45,45,45,2023-12-07,74.54928588867188,74.13973236083984,70.68347930908203,0.005524076157150448,0.05469179810299929
46,46,46,46,2023-12-08,75.34842681884766,77.16645812988281,72.23179626464844,-0.023559864675596898,0.0431476263276116
47,47,47,47,2023-12-11,76.73692321777344,76.42726135253906,72.86112213134766,0.004051720024429217,0.05319436447106618
48,48,48,48,2023-12-12,77.3662338256836,75.69804382324219,73.92996215820312,0.022037425515733178,0.04648009504086015
49,49,49,49,2023-12-13,77.65592193603516,75.46829986572266,73.4205093383789,0.028987297636290155,0.05768705006030639
50,50,50,50,2023-12-14,79.24420928955078,75.74799346923828,73.24070739746094,0.04615588691114758,0.08196946896635193
51,51,51,51,2023-12-15,78.76472473144531,74.54928588867188,74.13973236083984,0.05654566361733582,0.06238210232666508
52,52,52,52,2023-12-18,80.75257110595703,75.34842681884766,77.16645812988281,0.07172205864499337,0.04647243197346507
53,53,53,53,2023-12-19,83.34976196289062,76.73692321777344,76.42726135253906,0.08617544811316535,0.09057632692632889
54,54,54,54,2023-12-20,80.55278778076172,77.3662338256836,75.69804382324219,0.04118791619426454,0.06413301734527699
55,55,55,55,2023-12-21,81.03227233886719,77.65592193603516,75.46829986572266,0.04347833775784826,0.07372595491145639
56,56,56,56,2023-12-22,81.55171203613281,79.24420928955078,75.74799346923828,0.02911888158478093,0.07661877630133462
57,57,57,57,2023-12-26,82.04117584228516,78.76472473144531,74.54928588867188,0.041597950377039616,0.10049579770356609
58,58,58,58,2023-12-27,83.1300048828125,80.75257110595703,75.34842681884766,0.029440966947491987,0.10327459235045855
59,59,59,59,2023-12-28,83.04000091552734,83.34976196289062,76.73692321777344,-0.0037163999040716877,0.08213878578199263
60,60,60,60,2023-12-29,82.26000213623047,80.55278778076172,77.3662338256836,0.021193733978707607,0.06325457591193051
61,61,61,61,2024-01-02,81.0199966430664,81.03227233886719,77.65592193603516,-0.0001514914421928415,0.043320259719564325
62,62,62,62,2024-01-03,78.05000305175781,81.55171203613281,79.24420928955078,-0.042938509774307465,-0.01506994957107155
63,63,63,63,2024-01-04,76.61000061035156,82.04117584228516,78.76472473144531,-0.0662006020290885,-0.027356461010185185
64,64,64,64,2024-01-05,76.9000015258789,83.1300048828125,80.75257110595703,-0.07494289655962327,-0.04770832095269251
65,65,65,65,2024-01-08,77.51000213623047,83.04000091552734,83.34976196289062,-0.06659439689701208,-0.07006330539084393
66,66,66,66,2024-01-09,76.73999786376953,82.26000213623047,80.55278778076172,-0.06710435362400402,-0.047332811464816715
67,67,67,67,2024-01-10,76.43000030517578,81.0199966430664,81.03227233886719,-0.056652635498269044,-0.05679554455100633
68,68,68,68,2024-01-11,76.08000183105469,78.05000305175781,81.55171203613281,-0.025240245274516404,-0.0670949765303982
69,69,69,69,2024-01-12,75.76000213623047,76.61000061035156,82.04117584228516,-0.011095137284286127,-0.07656123454555952
70,70,70,70,2024-01-16,74.55000305175781,76.9000015258789,83.1300048828125,-0.03055914730158038,-0.10321185284603107
71,71,71,71,2024-01-17,75.87999725341797,77.51000213623047,83.04000091552734,-0.021029606991206484,-0.08622354989365799
72,72,72,72,2024-01-18,76.01000213623047,76.73999786376953,82.26000213623047,-0.009512584673705193,-0.07597860245188659
73,73,73,73,2024-01-19,77.55000305175781,76.43000030517578,81.0199966430664,0.014653967579615346,-0.0428288538025452
74,74,74,74,2024-01-22,79.69000244140625,76.08000183105469,78.05000305175781,0.047450059456728644,0.021012163043233834
75,75,75,75,2024-01-23,78.88999938964844,75.76000213623047,76.61000061035156,0.04131464051162048,0.029761111619007075
76,76,76,76,2024-01-24,76.26000213623047,74.55000305175781,76.9000015258789,0.022937612534843943,-0.0083224886469353
77,77,77,77,2024-01-25,76.69999694824219,75.87999725341797,77.51000213623047,0.010806533006131325,-0.010450331127131562
78,78,78,78,2024-01-26,76.98999786376953,76.01000213623047,76.73999786376953,0.01289298381787507,0.0032577535439055616
79,79,79,79,2024-01-29,77.9000015258789,77.55000305175781,76.43000030517578,0.0045131974255050444,0.019233301253873902
80,80,80,80,2024-01-30,78.33000183105469,79.69000244140625,76.08000183105469,-0.017066138394857377,0.02957413178033841
81,81,81,81,2024-01-31,76.69000244140625,78.88999938964844,75.76000213623047,-0.027886892702028043,0.012275610862622077
82,82,82,82,2024-02-01,76.79000091552734,76.26000213623047,74.55000305175781,0.0069498920069539505,0.0300469184718124
83,83,83,83,2024-02-02,76.83999633789062,76.69999694824219,75.87999725341797,0.0018252854656943818,0.012651543479456517
84,84,84,84,2024-02-05,75.63999938964844,76.98999786376953,76.01000213623047,-0.017534725439398713,-0.004867816552864834
