,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,VTR,VTR_6m,VTR_12m,VTR_6m_ret,VTR_12m_ret
82,82,82,82,2019-06-04,50.63766479492188,53.68243789672852,52.64850997924805,-0.05671823451207669,-0.03819377196275375
83,83,83,83,2019-06-05,51.923954010009766,52.67293930053711,52.89274597167969,-0.014219546136467587,-0.018316159312065983
84,84,84,84,2019-06-06,51.90766906738281,52.29844284057617,52.19261169433594,-0.007471996334280417,-0.005459443735482683
85,85,85,85,2019-06-07,52.607818603515625,52.23331832885742,52.51825714111328,0.007169758434652174,0.0017053395767057111
86,86,86,86,2019-06-10,52.30658721923828,52.347293853759766,52.86018371582031,-0.0007776263398677763,-0.010472844732402065
87,87,87,87,2019-06-11,52.50196838378906,52.22517776489258,53.39749526977539,0.0052999459406828375,-0.01677095304680376
88,88,88,88,2019-06-12,52.80319595336914,50.63766479492188,53.68243789672852,0.04276522559279683,-0.016378577013413942
89,89,89,89,2019-06-13,53.26723098754883,51.923954010009766,52.67293930053711,0.02587008256882961,0.011282675599720404
90,90,90,90,2019-06-14,54.35000991821289,51.90766906738281,52.29844284057617,0.04705163793156664,0.03922807193113975
91,91,91,91,2019-06-17,55.84796524047852,52.607818603515625,52.23331832885742,0.06159059096106234,0.06920193905475291
92,92,92,92,2019-06-18,55.84796524047852,52.30658721923828,52.347293853759766,0.06770424547862164,0.06687397053414879
93,93,93,93,2019-06-19,56.702781677246094,52.50196838378906,52.22517776489258,0.08001249139363908,0.08573649921328763
94,94,94,94,2019-06-20,58.420555114746094,52.80319595336914,50.63766479492188,0.10638293875881444,0.1536976547268567
95,95,95,95,2019-06-21,57.248233795166016,53.26723098754883,51.923954010009766,0.07473643239588967,0.1025399526417008
96,96,96,96,2019-06-24,57.18310546875,54.35000991821289,51.90766906738281,0.052126863542443,0.1016311557839169
97,97,97,97,2019-06-25,56.53995895385742,55.84796524047852,52.607818603515625,0.012390670105870694,0.07474440976115715
98,98,98,98,2019-06-26,55.709571838378906,55.84796524047852,52.30658721923828,-0.0024780383941241935,0.06505843336475636
99,99,99,99,2019-06-27,56.515533447265625,56.702781677246094,52.50196838378906,-0.003302275910312291,0.07644599216047343
100,100,100,100,2019-06-28,56.28742218017578,58.420555114746094,52.80319595336914,-0.03651339721747837,0.0659851390412729
101,101,101,101,2019-07-01,55.925086975097656,57.248233795166016,53.26723098754883,-0.02311244788446354,0.04989664261260551
102,102,102,102,2019-07-02,56.87211990356445,57.18310546875,54.35000991821289,-0.005438416865196305,0.046404959063427675
103,103,103,103,2019-07-03,58.06622695922852,56.53995895385742,55.84796524047852,0.02699450147490734,0.039719651543225876
104,104,104,104,2019-07-05,57.47329330444336,55.709571838378906,55.84796524047852,0.03165921775850755,0.029102726607249885
105,105,105,105,2019-07-08,57.72857284545898,56.515533447265625,56.702781677246094,0.021463822850141367,0.018090667474687905
106,106,106,106,2019-07-09,57.95915603637695,56.28742218017578,58.420555114746094,0.02969995411852322,-0.007897889321025642
107,107,107,107,2019-07-10,58.35445022583008,55.925086975097656,57.248233795166016,0.04343959718496593,0.019323153874442722
108,108,108,108,2019-07-11,57.185054779052734,56.87211990356445,57.18310546875,0.005502430294824778,3.408891991352192e-05
109,109,109,109,2019-07-12,56.92154693603516,58.06622695922852,56.53995895385742,-0.01971335289267373,0.006748996448496802
110,110,110,110,2019-07-15,56.49330139160156,57.47329330444336,55.709571838378906,-0.017051257314430468,0.014068130975703141
111,111,111,111,2019-07-16,56.13918685913086,57.72857284545898,56.515533447265625,-0.02753205055983199,-0.006659170765607847
112,112,112,112,2019-07-17,56.49330139160156,57.95915603637695,56.28742218017578,-0.025291166142160093,0.00365764150233705
113,113,113,113,2019-07-18,56.740360260009766,58.35445022583008,55.925086975097656,-0.027660100636263896,0.01457795291896713
114,114,114,114,2019-07-19,55.10979461669922,57.185054779052734,56.87211990356445,-0.036290253989818666,-0.03098750828795427
115,115,115,115,2019-07-22,55.41448974609375,56.92154693603516,58.06622695922852,-0.02647604063949538,-0.04566746199984206
116,116,116,116,2019-07-23,56.04859924316406,56.49330139160156,57.47329330444336,-0.007871767758002024,-0.024788801534871396
117,117,117,117,2019-07-24,55.90037155151367,56.13918685913086,57.72857284545898,-0.0042539858693793065,-0.0316689154751747
118,118,118,118,2019-07-25,55.57918930053711,56.49330139160156,57.95915603637695,-0.01618089346076612,-0.041062825938081304
119,119,119,119,2019-07-26,55.20037078857422,56.740360260009766,58.35445022583008,-0.02714098860808467,-0.05405036676808128
120,120,120,120,2019-07-29,55.628604888916016,55.10979461669922,57.185054779052734,0.009414120953003646,-0.027217773877290297
121,121,121,121,2019-07-30,55.75213241577149,55.41448974609375,56.92154693603516,0.0060930394058449355,-0.02054432079257762
122,122,122,122,2019-07-31,55.41448974609375,56.04859924316406,56.49330139160156,-0.011313565470552844,-0.019096275468655666
123,123,123,123,2019-08-01,55.7274284362793,55.90037155151367,56.13918685913086,-0.0030937739845789958,-0.007334598983144924
124,124,124,124,2019-08-02,56.68271255493164,55.57918930053711,56.49330139160156,0.019854972126839954,0.0033528074774231698
125,125,125,125,2019-08-05,55.89214324951172,55.20037078857422,56.740360260009766,0.012532025619666376,-0.014949094552997866
126,126,126,126,2019-08-06,56.62505722045898,55.628604888916016,55.10979461669922,0.01791258891954528,0.0274953411512191
127,127,127,127,2019-08-07,58.3626823425293,55.75213241577149,55.41448974609375,0.04682421664681158,0.05320255784983341
128,128,128,128,2019-08-08,59.194435119628906,55.41448974609375,56.04859924316406,0.06821222014052042,0.05612693125151602
129,129,129,129,2019-08-09,58.947383880615234,55.7274284362793,55.90037155151367,0.05778044195988241,0.05450790834715047
130,130,130,130,2019-08-12,58.98856735229492,56.68271255493164,55.57918930053711,0.04068003617732052,0.0613427092885801
131,131,131,131,2019-08-13,58.70856475830078,55.89214324951172,55.20037078857422,0.050390293609176684,0.06355381167933594
132,132,132,132,2019-08-14,58.83210372924805,56.62505722045898,55.628604888916016,0.03897649940019221,0.05758725833101619
133,133,133,133,2019-08-15,60.0179557800293,58.3626823425293,55.75213241577149,0.028361846492682474,0.07651408438417073
134,134,134,134,2019-08-16,60.28147506713867,59.194435119628906,55.41448974609375,0.0183638875058596,0.08782874918356542
135,135,135,135,2019-08-19,60.38030624389648,58.947383880615234,55.7274284362793,0.02430849800193524,0.0834934957197504
136,136,136,136,2019-08-20,59.72148895263672,58.98856735229492,56.68271255493164,0.012424807606609578,0.05361028540686319
137,137,137,137,2019-08-21,59.84500503540039,58.70856475830078,55.89214324951172,0.019357316633071386,0.07072303111087441
138,138,138,138,2019-08-22,59.83679962158203,58.83210372924805,56.62505722045898,0.017077340918449924,0.05671945528670719
139,139,139,139,2019-08-23,59.28501510620117,60.0179557800293,58.3626823425293,-0.012212023290403495,0.0158034676723513
140,140,140,140,2019-08-26,60.05913543701172,60.28147506713867,59.194435119628906,-0.003688357490909455,0.014607797432905523
141,141,141,141,2019-08-27,59.95207977294922,60.38030624389648,58.947383880615234,-0.007092154670721773,0.017043943703570763
142,142,142,142,2019-08-28,59.968544006347656,59.72148895263672,58.98856735229492,0.004136786574542084,0.01661299295844998
143,143,143,143,2019-08-29,60.62735366821289,59.84500503540039,58.70856475830078,0.01307291447882264,0.03268328765677775
144,144,144,144,2019-08-30,60.43795394897461,59.83679962158203,58.83210372924805,0.010046565511430794,0.027295475054178953
145,145,145,145,2019-09-03,61.442649841308594,59.28501510620117,60.0179557800293,0.03639426811720137,0.02373779717691349
146,146,146,146,2019-09-04,61.7802734375,60.05913543701172,60.28147506713867,0.02865738888787961,0.02486333270199581
147,147,147,147,2019-09-05,61.45088195800781,59.95207977294922,60.38030624389648,0.025000003181455233,0.017730544621402222
148,148,148,148,2019-09-06,61.953224182128906,59.968544006347656,59.72148895263672,0.033095353716961595,0.037369048706439756
149,149,149,149,2019-09-09,60.88264846801758,60.62735366821289,59.84500503540039,0.004210884763366174,0.017338847778580524
150,150,150,150,2019-09-10,59.26033782958984,60.43795394897461,59.83679962158203,-0.01948471188119616,-0.009633900804151274
151,151,151,151,2019-09-11,58.84854888916016,61.442649841308594,59.28501510620117,-0.04221987428680829,-0.007362167594275548
152,152,152,152,2019-09-12,58.6097412109375,61.7802734375,60.05913543701172,-0.051319491645985815,-0.024132785387733446
153,153,153,153,2019-09-13,57.62975311279297,61.45088195800781,59.95207977294922,-0.062181838949455503,-0.0387363819395653
154,154,154,154,2019-09-16,58.35445022583008,61.953224182128906,59.968544006347656,-0.05808856607235191,-0.026915673996465994
155,155,155,155,2019-09-17,60.10031127929688,60.88264846801758,60.62735366821289,-0.012849920435568207,-0.008693145206374653
156,156,156,156,2019-09-18,59.71324920654297,59.26033782958984,60.43795394897461,0.007642740381526902,-0.011990888093986074
157,157,157,157,2019-09-19,59.51559448242188,58.84854888916016,61.442649841308594,0.011334953976827489,-0.031363480641929176
158,158,158,158,2019-09-20,59.46620559692383,58.6097412109375,61.7802734375,0.01461300405514332,-0.03745641953037315
159,159,159,159,2019-09-23,59.81207275390625,57.62975311279297,61.45088195800781,0.037867933198360904,-0.026668603474583774
160,160,160,160,2019-09-24,59.67207717895508,58.35445022583008,61.953224182128906,0.022579716680147355,-0.036820472756474376
161,161,161,161,2019-09-25,59.9849967956543,60.10031127929688,60.88264846801758,-0.0019187002727273361,-0.014743965562451278
162,162,162,162,2019-09-26,60.717960357666016,59.71324920654297,59.26033782958984,0.016825598413642506,0.02459693247560857
163,163,163,163,2019-09-27,60.65205383300781,59.51559448242188,58.84854888916016,0.01909515246330251,0.030646549114482058
164,164,164,164,2019-09-30,60.79608917236328,59.46620559692383,58.6097412109375,0.02236368643484199,0.03730349113054565
165,165,165,165,2019-10-01,60.40481185913086,59.81207275390625,57.62975311279297,0.009910024480566104,0.048153229823951316
166,166,166,166,2019-10-02,60.696197509765625,59.67207717895508,58.35445022583008,0.01716247161531248,0.0401297120420645
167,167,167,167,2019-10-03,61.64522933959961,59.9849967956543,60.10031127929688,0.027677463243035216,0.025705658214035143
168,168,168,168,2019-10-04,62.06978225708008,60.717960357666016,59.71324920654297,0.022263954379412754,0.03946415714854279
169,169,169,169,2019-10-07,61.33719253540039,60.65205383300781,59.51559448242188,0.011296216023928274,0.03060707145446595
170,170,170,170,2019-10-08,60.89597702026367,60.79608917236328,59.46620559692383,0.0016429979174679143,0.024043427842549425
171,171,171,171,2019-10-09,61.35384750366211,60.40481185913086,59.81207275390625,0.01571125900937309,0.025776982451342523
172,172,172,172,2019-10-10,60.879337310791016,60.696197509765625,59.67207717895508,0.0030173191820777046,0.020231575452206885
173,173,173,173,2019-10-11,60.04684829711914,61.64522933959961,59.9849967956543,-0.025928706237348775,0.001031116191862802
174,174,174,174,2019-10-14,60.479740142822266,62.06978225708008,60.717960357666016,-0.025617008090542237,-0.003923389610594463
175,175,175,175,2019-10-15,60.13842010498047,61.33719253540039,60.65205383300781,-0.019543972928465214,-0.008468529844702699
176,176,176,176,2019-10-16,59.77214050292969,60.89597702026367,60.79608917236328,-0.018455020714422843,-0.016842344357555494
177,177,177,177,2019-10-17,59.88869094848633,61.35384750366211,60.40481185913086,-0.023880434802207473,-0.008544367489268345
178,178,178,178,2019-10-18,60.654571533203125,60.879337310791016,60.696197509765625,-0.0036919879143961776,-0.0006858086382726114
179,179,179,179,2019-10-21,60.51304626464844,60.04684829711914,61.64522933959961,0.007763904030774205,-0.018366110193443363
180,180,180,180,2019-10-22,59.930301666259766,60.479740142822266,62.06978225708008,-0.009084669928558053,-0.03446895595604038
181,181,181,181,2019-10-23,60.92096710205078,60.13842010498047,61.33719253540039,0.013012430251813534,-0.006785857261226713
182,182,182,182,2019-10-24,60.32989501953125,59.77214050292969,60.89597702026367,0.00933134587298623,-0.009295885022816086
183,183,183,183,2019-10-25,54.94374847412109,59.88869094848633,61.35384750366211,-0.0825688856451825,-0.10447753955704919
184,184,184,184,2019-10-28,53.81156539916992,60.654571533203125,60.879337310791016,-0.11281929722786432,-0.11609475766038457
185,185,185,185,2019-10-29,53.212188720703125,60.51304626464844,60.04684829711914,-0.12064931439768645,-0.11382212006527448
186,186,186,186,2019-10-30,54.028018951416016,59.930301666259766,60.479740142822266,-0.09848578349751047,-0.10667574259033819
187,187,187,187,2019-10-31,54.19449996948242,60.92096710205078,60.13842010498047,-0.11041300643341112,-0.09883731772670545
188,188,188,188,2019-11-01,53.30375671386719,60.32989501953125,59.77214050292969,-0.1164619680407104,-0.10821736907256074
189,189,189,189,2019-11-04,51.97178649902344,54.94374847412109,59.88869094848633,-0.05409099411004814,-0.13219364664812383
190,190,190,190,2019-11-05,50.33180236816406,53.81156539916992,60.654571533203125,-0.06466570903844282,-0.1701894664178485
191,191,191,191,2019-11-06,50.20693588256836,53.212188720703125,60.51304626464844,-0.05647677553555541,-0.1703122056854851
192,192,192,192,2019-11-07,49.948856353759766,54.028018951416016,59.930301666259766,-0.07550087300673347,-0.16655089387142974
193,193,193,193,2019-11-08,49.56591796875,54.19449996948242,60.92096710205078,-0.08540685869117404,-0.18638983708645918
194,194,194,194,2019-11-11,49.19962310791016,53.30375671386719,60.32989501953125,-0.0769952036962025,-0.18449015878475772
195,195,195,195,2019-11-12,48.78338241577149,51.97178649902344,54.94374847412109,-0.061348748966169486,-0.11212132825722976
196,196,196,196,2019-11-13,48.92490768432617,50.33180236816406,53.81156539916992,-0.027952400224947715,-0.09081054748351791
197,197,197,197,2019-11-14,48.75008392333984,50.20693588256836,53.212188720703125,-0.029016946236990693,-0.08385493821319234
198,198,198,198,2019-11-15,48.53363800048828,49.948856353759766,54.028018951416016,-0.02833334848045943,-0.10169502894171423
199,199,199,199,2019-11-18,48.57526397705078,49.56591796875,54.19449996948242,-0.019986596280206048,-0.10368646256715908
200,200,200,200,2019-11-19,48.825008392333984,49.19962310791016,53.30375671386719,-0.0076141785630050585,-0.08402312702976966
201,201,201,201,2019-11-20,48.66683578491211,48.78338241577149,51.97178649902344,-0.0023890641666884926,-0.06359124703503172
202,202,202,202,2019-11-21,47.859336853027344,48.92490768432617,50.33180236816406,-0.021779720836145766,-0.04912332558749388
203,203,203,203,2019-11-22,47.7927360534668,48.75008392333984,50.20693588256836,-0.019637871216354852,-0.048084986400051655
204,204,204,204,2019-11-25,47.98420333862305,48.53363800048828,49.948856353759766,-0.011320698066353607,-0.039333293263456914
205,205,205,205,2019-11-26,49.0164794921875,48.57526397705078,49.56591796875,0.009083131598526473,-0.011085005565899309
206,206,206,206,2019-11-27,48.87495040893555,48.825008392333984,49.19962310791016,0.0010228777883714013,-0.006599089148762505
207,207,207,207,2019-11-29,48.54197311401367,48.66683578491211,48.78338241577149,-0.0025656624040708564,-0.004948597038645919
208,208,208,208,2019-12-02,48.18399810791016,47.859336853027344,48.92490768432617,0.006783655525353982,-0.015143811434382481
209,209,209,209,2019-12-03,48.36713790893555,47.7927360534668,48.75008392333984,0.01201860163071955,-0.00785528933665991
210,210,210,210,2019-12-04,48.308868408203125,47.98420333862305,48.53363800048828,0.006766082314400901,-0.0046312125269261095
211,211,211,211,2019-12-05,48.06745147705078,49.0164794921875,48.57526397705078,-0.01936140712202683,-0.010454137732322288
212,212,212,212,2019-12-06,47.842681884765625,48.87495040893555,48.825008392333984,-0.021120605044771534,-0.020119331054177403
213,213,213,213,2019-12-09,47.86766052246094,48.54197311401367,48.66683578491211,-0.013891330498019383,-0.01642135243768894
214,214,214,214,2019-12-10,47.17670822143555,48.18399810791016,47.859336853027344,-0.020905070687964655,-0.014263227960890967
215,215,215,215,2019-12-11,46.91030502319336,48.36713790893555,47.7927360534668,-0.030120303758412903,-0.018463706059561935
216,216,216,216,2019-12-12,45.911319732666016,48.308868408203125,47.98420333862305,-0.049629576401545195,-0.04319929188630589
217,217,217,217,2019-12-13,46.20269393920898,48.06745147705078,49.0164794921875,-0.038794599683157904,-0.05740488876658301
218,218,218,218,2019-12-16,46.84370422363281,47.842681884765625,48.87495040893555,-0.02088046952591327,-0.041560066420678554
219,219,219,219,2019-12-17,46.47741317749024,47.86766052246094,48.54197311401367,-0.02904356155693777,-0.04253143834253015
220,220,220,220,2019-12-18,46.64391326904297,47.17670822143555,48.18399810791016,-0.011293601704717826,-0.03196257885072362
221,221,221,221,2019-12-19,47.13507461547852,46.91030502319336,48.36713790893555,0.0047914758212301845,-0.025473148644369337
222,222,222,222,2019-12-20,47.82603073120117,45.911319732666016,48.308868408203125,0.04170455150677865,-0.00999480412006426
223,223,223,223,2019-12-23,47.85100555419922,46.20269393920898,48.06745147705078,0.03567566032316205,-0.00450296232066516
224,224,224,224,2019-12-24,47.75942993164063,46.84370422363281,47.842681884765625,0.019548533216675823,-0.0017401188613446195
225,225,225,225,2019-12-26,47.959232330322266,46.47741317749024,47.86766052246094,0.03188256513272769,0.0019130203327644146
226,226,226,226,2019-12-27,48.14238357543945,46.64391326904297,47.17670822143555,0.03212574163221005,0.020469324597029326
227,227,227,227,2019-12-30,48.26725006103516,47.13507461547852,46.91030502319336,0.024019808068466375,0.028926374219287343
228,228,228,228,2019-12-31,48.73399353027344,47.82603073120117,45.911319732666016,0.01898469902667288,0.061480998891850325
229,229,229,229,2020-01-02,47.59455871582031,47.85100555419922,46.20269393920898,-0.005359277938024487,0.03012518660584318
230,230,230,230,2020-01-03,48.168495178222656,47.75942993164063,46.84370422363281,0.008565119959922596,0.028281088708639768
231,231,231,231,2020-01-06,48.66647720336914,47.959232330322266,46.47741317749024,0.014746793029873473,0.04709952375187476
232,232,232,232,2020-01-07,48.2613410949707,48.14238357543945,46.64391326904297,0.0024709520114400974,0.034676074809555146
233,233,233,233,2020-01-08,48.02501678466797,48.26725006103516,47.13507461547852,-0.005018584569472795,0.01888067806085969
234,234,234,234,2020-01-09,47.74648284912109,48.73399353027344,47.82603073120117,-0.020263282559409235,-0.0016632758534190772
235,235,235,235,2020-01-10,48.0840950012207,47.59455871582031,47.85100555419922,0.010285551512796642,0.004871150445469041
236,236,236,236,2020-01-13,48.43857955932617,48.168495178222656,47.75942993164063,0.005607075332210609,0.014220220564977959
237,237,237,237,2020-01-14,48.109413146972656,48.66647720336914,47.959232330322266,-0.011446566269191938,0.0031314266170068272
238,238,238,238,2020-01-15,48.70023727416992,48.2613410949707,48.14238357543945,0.009094156300703204,0.011587579535946801
239,239,239,239,2020-01-16,49.49361038208008,48.02501678466797,48.26725006103516,0.030579762293408752,0.025407710600751976
240,240,240,240,2020-01-17,49.63710021972656,47.74648284912109,48.73399353027344,0.0395969976800139,0.018531349968110344
241,241,241,241,2020-01-21,50.19416046142578,48.0840950012207,47.59455871582031,0.043882815308295076,0.05461972577847152
242,242,242,242,2020-01-22,49.18976974487305,48.43857955932617,48.168495178222656,0.015508096900877177,0.02120212730067017
