,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CCI,CCI_6m,CCI_12m,CCI_6m_ret,CCI_12m_ret
71,71,71,71,2019-05-17,106.46588134765624,103.77178955078124,104.1231918334961,0.025961697379774273,0.022499209570009615
72,72,72,72,2019-05-20,103.31998443603516,105.15229034423828,103.77178955078124,-0.0174252591380053,-0.0043538337028001806
73,73,73,73,2019-05-21,104.62521362304688,105.67101287841795,104.4076690673828,-0.009896746769848308,0.0020836070530765305
74,74,74,74,2019-05-22,105.94711303710938,106.16466522216795,104.39093780517578,-0.002049195790363112,0.014907187009258083
75,75,75,75,2019-05-23,106.83399963378906,106.45748138427734,103.10245513916016,0.003536794639660945,0.03619258619586052
76,76,76,76,2019-05-24,106.95113372802734,106.70013427734376,103.50405883789062,0.0023523817695596527,0.03330376536765156
77,77,77,77,2019-05-28,105.52043914794922,106.46588134765624,103.77178955078124,-0.008880236445136358,0.016850914923388416
78,78,78,78,2019-05-29,105.01006317138672,103.31998443603516,105.15229034423828,0.01635771380122386,-0.0013525827386731137
79,79,79,79,2019-05-30,106.83399963378906,104.62521362304688,105.67101287841795,0.02111141219458057,0.011005731124288598
80,80,80,80,2019-05-31,108.77505493164062,105.94711303710938,106.16466522216795,0.02669201466151061,0.024588121707066923
81,81,81,81,2019-06-03,110.29779815673828,106.83399963378906,106.45748138427734,0.03242224886106104,0.03607371433669959
82,82,82,82,2019-06-04,110.3228988647461,106.95113372802734,106.70013427734376,0.03152622154799234,0.033952765026384446
83,83,83,83,2019-06-05,112.5902862548828,105.52043914794922,106.46588134765624,0.0669997885151048,0.05752457810618017
84,84,84,84,2019-06-06,112.99185180664062,105.01006317138672,103.31998443603516,0.07600974986775166,0.09361080940341471
85,85,85,85,2019-06-07,113.13410186767578,106.83399963378906,104.62521362304688,0.05897094797051983,0.08132732015521138
86,86,86,86,2019-06-10,112.70740509033205,108.77505493164062,105.94711303710938,0.036151212804835575,0.06380817616856427
87,87,87,87,2019-06-11,113.7030258178711,110.29779815673828,106.83399963378906,0.03087303389587004,0.0642962559449991
88,88,88,88,2019-06-12,113.02533721923828,110.3228988647461,106.95113372802734,0.02449571559758712,0.056794194502485684
89,89,89,89,2019-06-13,111.83151245117188,112.5902862548828,105.52043914794922,-0.006739247487063005,0.05980901287165752
90,90,90,90,2019-06-14,112.4727020263672,112.99185180664062,105.01006317138672,-0.0045945771484640074,0.07106594005948486
91,91,91,91,2019-06-17,114.73382568359376,113.13410186767578,106.83399963378906,0.014140067314001081,0.07394486845839454
92,92,92,92,2019-06-18,114.7759780883789,112.70740509033205,108.77505493164062,0.018353479049481702,0.05516819238114423
93,93,93,93,2019-06-19,115.26532745361328,113.7030258178711,110.29779815673828,0.013740194023021735,0.045037429394700235
94,94,94,94,2019-06-20,115.5184326171875,113.02533721923828,110.3228988647461,0.02205784525210741,0.04709388355368582
95,95,95,95,2019-06-21,114.55663299560548,111.83151245117188,112.5902862548828,0.024368091647007484,0.017464621559547755
96,96,96,96,2019-06-24,114.02510833740234,112.4727020263672,112.99185180664062,0.013802516371227647,0.009144522496453034
97,97,97,97,2019-06-25,112.42208862304688,114.73382568359376,113.13410186767578,-0.020148696748961026,-0.006293533363279757
98,98,98,98,2019-06-26,110.06819152832033,114.7759780883789,112.70740509033205,-0.04101717657708415,-0.02341650541857887
99,99,99,99,2019-06-27,110.07662963867188,115.26532745361328,113.7030258178711,-0.04501525245767868,-0.03189357673742088
100,100,100,100,2019-06-28,109.97537994384766,115.5184326171875,113.02533721923828,-0.04798414026018494,-0.02698472174849198
101,101,101,101,2019-07-01,109.78130340576172,114.55663299560548,111.83151245117188,-0.041685317252881826,-0.018333017237027183
102,102,102,102,2019-07-02,112.42208862304688,114.02510833740234,112.4727020263672,-0.014058480081528213,-0.00045000611178047656
103,103,103,103,2019-07-03,113.49356842041016,112.42208862304688,114.73382568359376,0.00953086542410686,-0.010809865842039579
104,104,104,104,2019-07-05,113.24890899658205,110.06819152832033,114.7759780883789,0.028897699000017818,-0.013304779599621397
105,105,105,105,2019-07-08,113.9744873046875,110.07662963867188,115.26532745361328,0.03541040163393805,-0.011198858992920169
106,106,106,106,2019-07-09,114.16852569580078,109.97537994384766,115.5184326171875,0.038128040604125335,-0.011685640904254058
107,107,107,107,2019-07-10,114.80974578857422,109.78130340576172,114.55663299560548,0.04580417818712634,0.0022094992350067955
108,108,108,108,2019-07-11,113.23204803466795,112.42208862304688,114.02510833740234,0.00720462874815353,-0.0069551374631252605
109,109,109,109,2019-07-12,111.80619049072266,113.49356842041016,112.42208862304688,-0.014867608386732623,-0.005478444137338001
110,110,110,110,2019-07-15,112.3714599609375,113.24890899658205,110.06819152832033,-0.007747968995189369,0.020925831528944006
111,111,111,111,2019-07-16,111.97494506835938,113.9744873046875,110.07662963867188,-0.01754377039646393,0.01724539928156177
112,112,112,112,2019-07-17,111.04686737060548,114.16852569580078,109.97537994384766,-0.027342547397983252,0.009742975448731483
113,113,113,113,2019-07-18,107.03934478759766,114.80974578857422,109.78130340576172,-0.06768067421110746,-0.02497655368537144
114,114,114,114,2019-07-19,105.86659240722656,113.23204803466795,112.42208862304688,-0.06504744686050656,-0.058311460817998095
115,115,115,115,2019-07-22,106.65965270996094,111.80619049072266,113.49356842041016,-0.046030883962447144,-0.060214123192731006
116,116,116,116,2019-07-23,107.73958587646484,112.3714599609375,113.24890899658205,-0.041219310366553796,-0.048647913423020106
117,117,117,117,2019-07-24,109.0135726928711,111.97494506835938,113.9744873046875,-0.026446741042653765,-0.04352653588653055
118,118,118,118,2019-07-25,109.2329330444336,111.04686737060548,114.16852569580078,-0.016334853644435543,-0.04323076453240671
119,119,119,119,2019-07-26,110.16941833496094,107.03934478759766,114.80974578857422,0.0292422711814464,-0.04041753965868533
120,120,120,120,2019-07-29,109.8150863647461,105.86659240722656,113.23204803466795,0.03729688344299631,-0.03017663046133101
121,121,121,121,2019-07-30,111.94119262695312,106.65965270996094,111.80619049072266,0.049517692799490476,0.0012074656657019567
122,122,122,122,2019-07-31,112.43050384521484,107.73958587646484,112.3714599609375,0.04353940968483627,0.0005254348773067186
123,123,123,123,2019-08-01,112.91986846923828,109.0135726928711,111.97494506835938,0.03583311398638922,0.008438703857385654
124,124,124,124,2019-08-02,114.09259033203124,109.2329330444336,111.04686737060548,0.044488938932188526,0.027427364981499336
125,125,125,125,2019-08-05,112.32083892822266,110.16941833496094,107.03934478759766,0.019528292204652464,0.04934161500245793
126,126,126,126,2019-08-06,114.995361328125,109.8150863647461,105.86659240722656,0.04717270763848269,0.0862289860599621
127,127,127,127,2019-08-07,116.64054870605467,111.94119262695312,106.65965270996094,0.041980578988132455,0.09357705320150189
128,128,128,128,2019-08-08,118.91008758544922,112.43050384521484,107.73958587646484,0.05763190165148546,0.10368057031324196
129,129,129,129,2019-08-09,119.16317749023438,112.91986846923828,109.0135726928711,0.055289729837906254,0.09310404701585395
130,130,130,130,2019-08-12,119.38255310058594,114.09259033203124,109.2329330444336,0.04636552429180463,0.09291721620277005
131,131,131,131,2019-08-13,119.76220703125,112.32083892822266,110.16941833496094,0.06625100180904697,0.08707306293587735
132,132,132,132,2019-08-14,117.22268676757812,114.995361328125,109.8150863647461,0.01936882856603006,0.06745521629175788
133,133,133,133,2019-08-15,120.15031433105467,116.64054870605467,111.94119262695312,0.03009044165117003,0.0733342348018271
134,134,134,134,2019-08-16,120.58059692382812,118.91008758544922,112.43050384521484,0.014048508182104236,0.07249005207549075
135,135,135,135,2019-08-19,122.21736907958984,119.16317749023438,112.91986846923828,0.025630330221815045,0.08233715409334175
136,136,136,136,2019-08-20,121.92205047607422,119.38255310058594,114.09259033203124,0.0212719305252973,0.06862373902860619
137,137,137,137,2019-08-21,122.47893524169922,119.76220703125,112.32083892822266,0.022684353251275047,0.09043821618860926
138,138,138,138,2019-08-22,123.27201080322266,117.22268676757812,114.995361328125,0.051605403377579684,0.0719737681547108
139,139,139,139,2019-08-23,123.46601104736328,120.15031433105467,116.64054870605467,0.02759623838496794,0.05851706303705262
140,140,140,140,2019-08-26,124.5206298828125,120.58059692382812,118.91008758544922,0.032675513801555756,0.04718306420665552
141,141,141,141,2019-08-27,123.2382354736328,122.21736907958984,119.16317749023438,0.008352874896023543,0.034197292059725326
142,142,142,142,2019-08-28,123.5588150024414,121.92205047607422,119.38255310058594,0.013424680113039766,0.03498217950102611
143,143,143,143,2019-08-29,123.13699340820312,122.47893524169922,119.76220703125,0.005372827296426852,0.028179059660052186
144,144,144,144,2019-08-30,122.47893524169922,123.27201080322266,117.22268676757812,-0.0064335412098486255,0.044839856678450474
145,145,145,145,2019-09-03,124.51220703125,123.46601104736328,120.15031433105467,0.008473554584065957,0.03630363120130364
146,146,146,146,2019-09-04,125.76929473876952,124.5206298828125,120.58059692382812,0.010027774972967585,0.04303095147405123
147,147,147,147,2019-09-05,124.0819320678711,123.2382354736328,122.21736907958984,0.006846061946568671,0.015256121141562273
148,148,148,148,2019-09-06,123.55039978027344,123.5588150024414,121.92205047607422,-6.810701581916323e-05,0.013355658782319813
149,149,149,149,2019-09-09,121.0530776977539,123.13699340820312,122.47893524169922,-0.016923555243394395,-0.011641655286531827
150,150,150,150,2019-09-10,117.5433120727539,122.47893524169922,123.27201080322266,-0.04029773086453914,-0.04647201496220732
151,151,151,151,2019-09-11,116.9864730834961,124.51220703125,123.46601104736328,-0.060441736012799896,-0.05248033777799421
152,152,152,152,2019-09-12,118.07096862792967,125.76929473876952,124.5206298828125,-0.06120990124680059,-0.05179592538965361
153,153,153,153,2019-09-13,116.05506134033205,124.0819320678711,123.2382354736328,-0.06469008496054418,-0.05828689534294429
154,154,154,154,2019-09-16,117.34797668457033,123.55039978027344,123.5588150024414,-0.050201562331920635,-0.05026625026913989
155,155,155,155,2019-09-17,121.19266510009766,121.0530776977539,123.13699340820312,0.0011531090741225825,-0.01578996087438933
156,156,156,156,2019-09-18,119.55101776123048,117.5433120727539,122.47893524169922,0.017080560799868305,-0.0239054779067992
157,157,157,157,2019-09-19,120.13790893554688,116.9864730834961,124.51220703125,0.026938463644438082,-0.03513147987654952
158,158,158,158,2019-09-20,119.57652282714844,118.07096862792967,125.76929473876952,0.012751264910539684,-0.04923914000220675
159,159,159,159,2019-09-23,120.30804443359376,116.05506134033205,124.0819320678711,0.03664625259892662,-0.03041448155572779
160,160,160,160,2019-09-24,121.08206939697266,117.34797668457033,123.55039978027344,0.03182068253668757,-0.01997832777304287
161,161,161,161,2019-09-25,119.15974426269533,121.19266510009766,121.0530776977539,-0.01677428939881187,-0.01564052291000706
162,162,162,162,2019-09-26,120.78437042236328,119.55101776123048,117.5433120727539,0.01031653836352997,0.027573311424160973
163,163,163,163,2019-09-27,117.27139282226562,120.13790893554688,116.9864730834961,-0.023860213139044406,0.0024354930211989423
164,164,164,164,2019-09-30,118.24111938476562,119.57652282714844,118.07096862792967,-0.0111677728270555,0.001441088853705752
165,165,165,165,2019-10-01,116.35276794433594,120.30804443359376,116.05506134033205,-0.03287624288034219,0.002565218617487597
166,166,166,166,2019-10-02,116.10610961914062,121.08206939697266,117.34797668457033,-0.04109576093812983,-0.010582773563858061
167,167,167,167,2019-10-03,116.82058715820312,119.15974426269533,121.19266510009766,-0.019630430721094716,-0.03607543359396759
168,168,168,168,2019-10-04,117.31392669677734,120.78437042236328,119.55101776123048,-0.028732556318755154,-0.018712438474769777
169,169,169,169,2019-10-07,116.90564727783205,117.27139282226562,120.13790893554688,-0.0031187959452984026,-0.026904593948350763
170,170,170,170,2019-10-08,116.59944915771484,118.24111938476562,119.57652282714844,-0.013884089017363377,-0.02489680749236245
171,171,171,171,2019-10-09,116.74404907226562,116.35276794433594,120.30804443359376,0.0033628862883336996,-0.02962391565840261
172,172,172,172,2019-10-10,117.56912994384766,116.10610961914062,121.08206939697266,0.012600717821879659,-0.029012879203506814
173,173,173,173,2019-10-11,116.25920867919922,116.82058715820312,119.15974426269533,-0.004805475581488583,-0.024341572747099027
174,174,174,174,2019-10-14,115.79136657714844,117.31392669677734,120.78437042236328,-0.012978511268864845,-0.041338161781653726
175,175,175,175,2019-10-15,114.53250122070312,116.90564727783205,117.27139282226562,-0.020299669967944522,-0.023355155384855997
176,176,176,176,2019-10-16,114.5665283203125,116.59944915771484,118.24111938476562,-0.017435080972402983,-0.031077099773520578
177,177,177,177,2019-10-17,118.72592163085938,116.74404907226562,116.35276794433594,0.01697621912502756,0.020396194507884546
178,178,178,178,2019-10-18,122.53656005859376,117.56912994384766,116.10610961914062,0.042251142941336806,0.055384255493072354
179,179,179,179,2019-10-21,121.93268585205078,116.25920867919922,116.82058715820312,0.048800239028864434,0.043760255090351974
180,180,180,180,2019-10-22,120.18895721435548,115.79136657714844,117.31392669677734,0.037978571004057216,0.024507154423440758
181,181,181,181,2019-10-23,119.84869384765624,114.53250122070312,116.90564727783205,0.04641645445871179,0.02517454578417322
182,182,182,182,2019-10-24,120.5377197265625,114.5665283203125,116.59944915771484,0.052119859908431154,0.03377606495825436
183,183,183,183,2019-10-25,119.93375396728516,118.72592163085938,116.74404907226562,0.010173282462958344,0.027322205460297733
184,184,184,184,2019-10-28,118.57280731201172,122.53656005859376,117.56912994384766,-0.032347511181044064,0.008536912441585942
185,185,185,185,2019-10-29,118.2496109008789,121.93268585205078,116.25920867919922,-0.030205805157452192,0.017120383359669367
186,186,186,186,2019-10-30,118.44525146484376,120.18895721435548,115.79136657714844,-0.014508036261616342,0.022919540257149595
187,187,187,187,2019-10-31,118.053955078125,119.84869384765624,114.53250122070312,-0.014975038207863944,0.030746328071854956
188,188,188,188,2019-11-01,116.88861846923828,120.5377197265625,114.5665283203125,-0.03027352156322627,0.020268486642394556
189,189,189,189,2019-11-04,114.40491485595705,119.93375396728516,118.72592163085938,-0.046099108286364765,-0.03639480507329418
190,190,190,190,2019-11-05,111.9892120361328,118.57280731201172,122.53656005859376,-0.055523651882129155,-0.08607511111310373
191,191,191,191,2019-11-06,113.90308380126952,118.2496109008789,121.93268585205078,-0.03675722115697111,-0.06585274485402648
192,192,192,192,2019-11-07,112.20188903808594,118.44525146484376,120.18895721435548,-0.05271095590194208,-0.06645425970394858
193,193,193,193,2019-11-08,111.2662353515625,118.053955078125,119.84869384765624,-0.057496758343001386,-0.07161078039785063
194,194,194,194,2019-11-11,111.5213851928711,116.88861846923828,120.5377197265625,-0.04591750117895088,-0.0748009382801067
195,195,195,195,2019-11-12,111.13864135742188,114.40491485595705,119.93375396728516,-0.028550115199575288,-0.07333308863376664
196,196,196,196,2019-11-13,111.74254608154295,111.9892120361328,118.57280731201172,-0.0022025867501439533,-0.05760394297231797
197,197,197,197,2019-11-14,113.69891357421876,113.90308380126952,118.2496109008789,-0.0017924907758157804,-0.038483824952918466
198,198,198,198,2019-11-15,114.5580062866211,112.20188903808594,118.44525146484376,0.020998908919754422,-0.03281891954424576
199,199,199,199,2019-11-18,115.62976837158205,111.2662353515625,118.053955078125,0.03921704555054184,-0.020534565783405512
200,200,200,200,2019-11-19,114.25181579589844,111.5213851928711,116.88861846923828,0.024483471024908665,-0.022558249963693155
201,201,201,201,2019-11-20,116.4378433227539,111.13864135742188,114.40491485595705,0.04768100366001238,0.017769590313112316
202,202,202,202,2019-11-21,115.21298217773438,111.74254608154295,111.9892120361328,0.031057428149694255,0.028786434719814347
203,203,203,203,2019-11-22,112.55061340332033,113.69891357421876,113.90308380126952,-0.010099482350364508,-0.011873869897226719
204,204,204,204,2019-11-25,111.75955963134766,114.5580062866211,112.20188903808594,-0.024428206687464482,-0.00394226345501314
205,205,205,205,2019-11-26,114.328369140625,115.62976837158205,111.2662353515625,-0.011254880549227853,0.0275207818381491
206,206,206,206,2019-11-27,113.79248809814452,114.25181579589844,111.5213851928711,-0.004020309826624269,0.020364730059133196
207,207,207,207,2019-11-29,113.69042205810548,116.4378433227539,111.13864135742188,-0.023595604197450215,0.02296033737246339
208,208,208,208,2019-12-02,111.38530731201172,115.21298217773438,111.74254608154295,-0.03322260038211544,-0.003196980756734691
209,209,209,209,2019-12-03,114.10720825195312,112.55061340332033,113.69891357421876,0.013830176500725155,0.0035910165268890903
210,210,210,210,2019-12-04,114.43042755126952,111.75955963134766,114.5580062866211,0.023898339692211,-0.0011136605767420038
211,211,211,211,2019-12-05,114.83021545410156,114.328369140625,115.62976837158205,0.004389516943596794,-0.006914767094500118
212,212,212,212,2019-12-06,115.2214813232422,113.79248809814452,114.25181579589844,0.012557887159169834,0.008487090735397995
213,213,213,213,2019-12-09,115.5787353515625,113.69042205810548,116.4378433227539,0.01660925572509475,-0.007378253896459075
214,214,214,214,2019-12-10,113.97962188720705,111.38530731201172,115.21298217773438,0.023291353570791484,-0.010705046143364982
215,215,215,215,2019-12-11,114.49847412109376,114.10720825195312,112.55061340332033,0.003428932099335036,0.01730653133620308
216,216,216,216,2019-12-12,113.288330078125,114.43042755126952,111.75955963134766,-0.00998071489886565,0.013679102278321142
217,217,217,217,2019-12-13,113.8719711303711,114.83021545410156,114.328369140625,-0.008344879611529521,-0.003991992658379795
218,218,218,218,2019-12-16,115.43396759033205,115.2214813232422,113.79248809814452,0.0018441549670216162,0.01442520081617138
219,219,219,219,2019-12-17,114.27532958984376,115.5787353515625,113.69042205810548,-0.01127721079274735,0.005144738854424791
220,220,220,220,2019-12-18,117.75121307373048,113.97962188720705,111.38530731201172,0.0330900482391121,0.05715211382311525
221,221,221,221,2019-12-19,120.08566284179688,114.49847412109376,114.10720825195312,0.048797058332795684,0.052393312231801215
222,222,222,222,2019-12-20,121.8708038330078,113.288330078125,114.43042755126952,0.07575779207765021,0.06502096025469006
223,223,223,223,2019-12-23,120.65210723876952,113.8719711303711,114.83021545410156,0.05954174711383464,0.05069999879077991
224,224,224,224,2019-12-24,120.18865966796876,115.43396759033205,115.2214813232422,0.04118971371157243,0.0431098288937255
225,225,225,225,2019-12-26,120.66925048828124,114.27532958984376,115.5787353515625,0.05595189199091788,0.044043699917935886
226,226,226,226,2019-12-27,121.08122253417967,117.75121307373048,113.97962188720705,0.028280043776399033,0.062305880028276306
227,227,227,227,2019-12-30,121.35585021972656,120.08566284179688,114.49847412109376,0.01057734410479183,0.059890545714875065
228,228,228,228,2019-12-31,121.99954986572266,121.8708038330078,113.288330078125,0.0010564140767568286,0.0768942377523818
229,229,229,229,2020-01-02,121.59616088867188,120.65210723876952,113.8719711303711,0.007824593133993751,0.06783223019348128
230,230,230,230,2020-01-03,122.2656021118164,120.18865966796876,115.43396759033205,0.017280685628622283,0.059182185833977385
231,231,231,231,2020-01-06,121.2356948852539,120.66925048828124,114.27532958984376,0.004694190066488302,0.06090873087299098
232,232,232,232,2020-01-07,119.18448638916016,121.08122253417967,117.75121307373048,-0.015664990039922055,0.012172047132391173
233,233,233,233,2020-01-08,119.68226623535156,121.35585021972656,120.08566284179688,-0.013790715333004688,-0.0033592403697413342
234,234,234,234,2020-01-09,120.36888122558594,121.99954986572266,121.8708038330078,-0.013366185710779188,-0.012323891860759772
235,235,235,235,2020-01-10,122.21411895751952,121.59616088867188,120.65210723876952,0.005082052462276554,0.012946410589073087
236,236,236,236,2020-01-13,122.97795867919922,122.2656021118164,120.18865966796876,0.005826304006022465,0.023207672162549597
237,237,237,237,2020-01-14,121.82789611816406,121.2356948852539,120.66925048828124,0.004884710179379637,0.009601830003869605
238,238,238,238,2020-01-15,123.63019561767578,119.18448638916016,121.08122253417967,0.03730107301045482,0.021051762033345467
239,239,239,239,2020-01-16,124.64292907714844,119.68226623535156,121.35585021972656,0.04144860385616256,0.027086282626427094
240,240,240,240,2020-01-17,124.66011810302734,120.36888122558594,121.99954986572266,0.035650716644936686,0.02180801683475897
241,241,241,241,2020-01-21,127.20052337646484,122.21411895751952,121.59616088867188,0.04080055939100258,0.046089962436594245
242,242,242,242,2020-01-22,127.61248016357422,122.97795867919922,122.2656021118164,0.0376857896662981,0.04373166253962335
243,243,243,243,2020-01-23,128.5479278564453,121.82789611816406,121.2356948852539,0.055160040946314215,0.0603141919391994
