,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,RF,RF_6m,RF_12m,RF_6m_ret,RF_12m_ret
0,0,0,0,2019-02-05,12.646964073181152,,,,
1,1,1,1,2019-02-06,12.646964073181152,,,,
2,2,2,2,2019-02-07,12.729033470153809,,,,
3,3,3,3,2019-02-08,12.671584129333496,,,,
4,4,4,4,2019-02-11,12.605927467346191,,,,
5,5,5,5,2019-02-12,12.696206092834473,,,,
6,6,6,6,2019-02-13,12.794690132141112,12.646964073181152,,0.011680752637956981,
7,7,7,7,2019-02-14,12.729033470153809,12.646964073181152,,0.006489256749506511,
8,8,8,8,2019-02-15,13.131173133850098,12.729033470153809,,0.031592317251674995,
9,9,9,9,2019-02-19,13.246073722839355,12.671584129333496,,0.0453368408907906,
10,10,10,10,2019-02-20,13.426629066467283,12.605927467346191,,0.06510442022191532,
11,11,11,11,2019-02-21,13.336348533630373,12.696206092834473,,0.05041997870191994,
12,12,12,12,2019-02-22,13.32814121246338,12.794690132141112,12.646964073181152,0.04169316136716783,0.05386092150974919
13,13,13,13,2019-02-25,13.434832572937012,12.729033470153809,12.646964073181152,0.05544797289111658,0.06229704577295303
14,14,14,14,2019-02-26,13.29531478881836,13.131173133850098,12.729033470153809,0.01250015160832274,0.04448737761530208
15,15,15,15,2019-02-27,13.59897232055664,13.246073722839355,12.671584129333496,0.02664175098986532,0.07318644470633551
16,16,16,16,2019-02-28,13.459453582763672,13.426629066467283,12.605927467346191,0.002444732488988466,0.06770831560219714
17,17,17,17,2019-03-01,13.385590553283691,13.336348533630373,12.696206092834473,0.003692316493464798,0.05429846171434605
18,18,18,18,2019-03-04,13.262486457824709,13.32814121246338,12.794690132141112,-0.004926024836627407,0.036561754982128214
19,19,19,19,2019-03-05,13.221453666687012,13.434832572937012,12.729033470153809,-0.015882513242467033,0.03868480648493833
20,20,20,20,2019-03-06,12.94241428375244,13.29531478881836,13.131173133850098,-0.026543222982784664,-0.014374865685920168
21,21,21,21,2019-03-07,12.768524169921877,13.59897232055664,13.246073722839355,-0.06106697852303378,-0.03605215876868262
22,22,22,22,2019-03-08,12.809926986694336,13.459453582763672,13.426629066467283,-0.04825802118008171,-0.045931266643326585
23,23,23,23,2019-03-11,12.89273166656494,13.385590553283691,13.336348533630373,-0.036820107768636756,-0.033263742766377224
24,24,24,24,2019-03-12,12.934133529663086,13.262486457824709,13.32814121246338,-0.02475802174847075,-0.029562087955059435
25,25,25,25,2019-03-13,13.09146499633789,13.221453666687012,13.434832572937012,-0.00983164738357345,-0.025558009356275613
26,26,26,26,2019-03-14,13.07490348815918,12.94241428375244,13.29531478881836,0.01023682301478046,-0.016578118243920748
27,27,27,27,2019-03-15,13.033498764038086,12.768524169921877,13.59897232055664,0.020752170774786638,-0.041582080115257436
28,28,28,28,2019-03-18,13.223950386047363,12.809926986694336,13.459453582763672,0.03232051203594466,-0.017497233098518694
29,29,29,29,2019-03-19,12.94241428375244,12.89273166656494,13.385590553283691,0.0038535368975640694,-0.033108458514931494
30,30,30,30,2019-03-20,12.387619972229004,12.934133529663086,13.262486457824709,-0.04225358862893369,-0.06596549511117833
31,31,31,31,2019-03-21,11.948755264282228,13.09146499633789,13.221453666687012,-0.08728662012809996,-0.09626009624126997
32,32,32,32,2019-03-22,11.203510284423828,13.07490348815918,12.94241428375244,-0.14312864377393775,-0.13435700335381673
33,33,33,33,2019-03-25,11.203510284423828,13.033498764038086,12.768524169921877,-0.14040654107886563,-0.12256811082244468
34,34,34,34,2019-03-26,11.534729957580566,13.223950386047363,12.809926986694336,-0.12773947112272133,-0.0995475642006638
35,35,35,35,2019-03-27,11.567852020263672,12.94241428375244,12.89273166656494,-0.10620601638554839,-0.10276174829086937
36,36,36,36,2019-03-28,11.733464241027832,12.387619972229004,12.934133529663086,-0.05280721661365795,-0.09282951083515911
37,37,37,37,2019-03-29,11.716900825500488,11.948755264282228,13.09146499633789,-0.019404066252391217,-0.10499697102057814
38,38,38,38,2019-04-01,12.14748764038086,11.203510284423828,13.07490348815918,0.08425728472525584,-0.07093098993948221
39,39,39,39,2019-04-02,12.28825569152832,11.203510284423828,13.033498764038086,0.09682192273368173,-0.057179049616825406
40,40,40,40,2019-04-03,12.313097953796388,11.534729957580566,13.223950386047363,0.06748038307600623,-0.0688789964920028
41,41,41,41,2019-04-04,12.503546714782717,11.567852020263672,12.94241428375244,0.08088750555245405,-0.0339092505731845
42,42,42,42,2019-04-05,12.536670684814451,11.733464241027832,12.387619972229004,0.06845433090238484,0.012032231608621657
43,43,43,43,2019-04-08,12.619476318359377,11.716900825500488,11.948755264282228,0.07703193073841996,0.056133131798430824
44,44,44,44,2019-04-09,12.420742988586426,12.14748764038086,11.203510284423828,0.022494803558985144,0.10864743935254917
45,45,45,45,2019-04-10,12.520108222961426,12.28825569152832,11.203510284423828,0.018867814704811803,0.11751655553599627
46,46,46,46,2019-04-11,12.594634056091309,12.313097953796388,11.534729957580566,0.02286476590630193,0.0918880721446087
47,47,47,47,2019-04-12,12.917572975158691,12.503546714782717,11.567852020263672,0.033112705524303676,0.11667861522871159
48,48,48,48,2019-04-15,12.63603687286377,12.536670684814451,11.733464241027832,0.007926042770644015,0.07692294562759705
49,49,49,49,2019-04-16,12.884451866149902,12.619476318359377,11.716900825500488,0.02099734894743821,0.09964674601566759
50,50,50,50,2019-04-17,13.050061225891112,12.420742988586426,12.14748764038086,0.050666714373123645,0.07430125571891133
51,51,51,51,2019-04-18,12.62775421142578,12.520108222961426,12.28825569152832,0.008597848081451476,0.02762788539072414
52,52,52,52,2019-04-22,12.619476318359377,12.594634056091309,12.313097953796388,0.0019724481201621735,0.02488231359099391
53,53,53,53,2019-04-23,12.727120399475098,12.917572975158691,12.503546714782717,-0.014743681034343425,0.017880821321525797
54,54,54,54,2019-04-24,12.735400199890137,12.63603687286377,12.536670684814451,0.007863488214390424,0.015851857328948116
55,55,55,55,2019-04-25,12.809926986694336,12.884451866149902,12.619476318359377,-0.005784093900910059,0.015091804408546183
56,56,56,56,2019-04-26,12.876172065734863,13.050061225891112,12.420742988586426,-0.013324777343669103,0.036666814341697274
57,57,57,57,2019-04-29,12.98381805419922,12.62775421142578,12.520108222961426,0.028196925344909696,0.03703720630684071
58,58,58,58,2019-04-30,12.859611511230469,12.619476318359377,12.594634056091309,0.019028934863305924,0.021038916570268018
59,59,59,59,2019-05-01,12.561511039733888,12.727120399475098,12.917572975158691,-0.013012319719081122,-0.027564151261969427
60,60,60,60,2019-05-02,12.776805877685549,12.735400199890137,12.63603687286377,0.0032512270635804974,0.01114028126366784
61,61,61,61,2019-05-03,12.90101146697998,12.809926986694336,12.884451866149902,0.007110460534260232,0.0012852390619413345
62,62,62,62,2019-05-06,12.743682861328123,12.876172065734863,13.050061225891112,-0.01028948694770171,-0.0234771591688121
63,63,63,63,2019-05-07,12.51182746887207,12.98381805419922,12.62775421142578,-0.03635221807305744,-0.009180313507275661
64,64,64,64,2019-05-08,12.379339218139648,12.859611511230469,12.619476318359377,-0.0373473407553091,-0.01902908600655373
65,65,65,65,2019-05-09,12.362780570983888,12.561511039733888,12.727120399475098,-0.01582058624327809,-0.028627043436018407
66,66,66,66,2019-05-10,12.462146759033203,12.776805877685549,12.735400199890137,-0.0246273694430853,-0.021456211549542914
67,67,67,67,2019-05-13,11.87423038482666,12.90101146697998,12.809926986694336,-0.0795891922723545,-0.07304464754870055
68,68,68,68,2019-05-14,12.039840698242188,12.743682861328123,12.876172065734863,-0.05523067159979389,-0.06495186327295677
69,69,69,69,2019-05-15,11.857667922973633,12.51182746887207,12.98381805419922,-0.052283293349905,-0.08673489774152898
70,70,70,70,2019-05-16,12.02327823638916,12.379339218139648,12.859611511230469,-0.028762519184282964,-0.0650356563346356
71,71,71,71,2019-05-17,11.923912048339844,12.362780570983888,12.561511039733888,-0.03549917594380769,-0.05075814441250148
72,72,72,72,2019-05-20,11.981878280639648,12.462146759033203,12.776805877685549,-0.03853818187828928,-0.06221645727859315
73,73,73,73,2019-05-21,12.056402206420898,11.87423038482666,12.90101146697998,0.015341779272450617,-0.06546845282021896
74,74,74,74,2019-05-22,11.932194709777832,12.039840698242188,12.743682861328123,-0.008940815012616565,-0.0636776793946141
75,75,75,75,2019-05-23,11.650656700134276,11.857667922973633,12.51182746887207,-0.017458004742929578,-0.06882853610955586
76,76,76,76,2019-05-24,11.75002384185791,12.02327823638916,12.379339218139648,-0.022727112286583306,-0.05083594246772005
77,77,77,77,2019-05-28,11.543012619018556,11.923912048339844,12.362780570983888,-0.03194416629182695,-0.06630935065606292
78,78,78,78,2019-05-29,11.716900825500488,11.981878280639648,12.462146759033203,-0.02211485118884171,-0.05980076690980407
79,79,79,79,2019-05-30,11.642377853393556,12.056402206420898,11.87423038482666,-0.034340622180541125,-0.019525689153662817
80,80,80,80,2019-05-31,11.451926231384276,11.932194709777832,12.039840698242188,-0.04024980232680919,-0.04883075130252734
81,81,81,81,2019-06-03,11.576130867004396,11.650656700134276,11.857667922973633,-0.006396706644786865,-0.023743037652772525
82,82,82,82,2019-06-04,11.865949630737305,11.75002384185791,12.02327823638916,0.009866004566426945,-0.013085333513757624
83,83,83,83,2019-06-05,11.733464241027832,11.543012619018556,11.923912048339844,0.01649929947191442,-0.015971923185941983
84,84,84,84,2019-06-06,11.741822242736816,11.716900825500488,11.981878280639648,0.0021269632309330877,-0.02003492543324492
85,85,85,85,2019-06-07,11.608013153076172,11.642377853393556,12.056402206420898,-0.002951690861619616,-0.0371909501414881
86,86,86,86,2019-06-10,11.700008392333984,11.451926231384276,11.932194709777832,0.021662919926067392,-0.01945881064558752
87,87,87,87,2019-06-11,12.1014404296875,11.576130867004396,11.650656700134276,0.04537868211047957,0.03869170134830502
88,88,88,88,2019-06-12,11.909087181091309,11.865949630737305,11.75002384185791,0.003635406494753912,0.013537277998258768
89,89,89,89,2019-06-13,12.118165969848633,11.733464241027832,11.543012619018556,0.03278671336259187,0.04982697063697561
90,90,90,90,2019-06-14,12.201796531677246,11.741822242736816,11.716900825500488,0.03917401229821538,0.04138429721291481
91,91,91,91,2019-06-17,11.992718696594238,11.608013153076172,11.642377853393556,0.03314137729212674,0.03009186333001246
92,92,92,92,2019-06-18,12.43596363067627,11.700008392333984,11.451926231384276,0.06290211200399587,0.08592767534558643
93,93,93,93,2019-06-19,12.185070037841797,12.1014404296875,11.576130867004396,0.006910715186362104,0.052602996444439665
