,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,JPM,JPM_6m,JPM_12m,JPM_6m_ret,JPM_12m_ret
0,0,0,0,2019-02-05,89.35748291015625,,,,
1,1,1,1,2019-02-06,89.31442260742188,,,,
2,2,2,2,2019-02-07,88.14352416992188,,,,
3,3,3,3,2019-02-08,87.26537322998047,,,,
4,4,4,4,2019-02-11,86.85211181640625,,,,
5,5,5,5,2019-02-12,88.33294677734375,,,,
6,6,6,6,2019-02-13,88.75481414794922,89.35748291015625,,-0.0067444688746770565,
7,7,7,7,2019-02-14,88.17796325683594,89.31442260742188,,-0.012724253456591228,
8,8,8,8,2019-02-15,90.87273406982422,88.14352416992188,,0.030963249150794292,
9,9,9,9,2019-02-19,90.55419158935548,87.26537322998047,,0.03768755277889668,
10,10,10,10,2019-02-20,90.9932632446289,86.85211181640625,,0.047680492064217095,
11,11,11,11,2019-02-21,90.8038558959961,88.33294677734375,,0.02797267847160856,
12,12,12,12,2019-02-22,90.39920043945312,88.75481414794922,89.35748291015625,0.018527291249383016,0.011657865635542386
13,13,13,13,2019-02-25,91.34627532958984,88.17796325683594,89.31442260742188,0.03593088290694091,0.022749435789322536
14,14,14,14,2019-02-26,90.64889526367188,90.87273406982422,88.14352416992188,-0.002463211968293466,0.02842376813661529
15,15,15,15,2019-02-27,90.53697204589844,90.55419158935548,87.26537322998047,-0.00019015733181226846,0.03749022888260556
16,16,16,16,2019-02-28,89.84820556640625,90.9932632446289,86.85211181640625,-0.01258398300481045,0.0344964985576095
17,17,17,17,2019-03-01,89.90846252441406,90.8038558959961,88.33294677734375,-0.009860741735544631,0.01783610537800384
18,18,18,18,2019-03-04,89.70185852050781,90.39920043945312,88.75481414794922,-0.007714027508599175,0.010670343706426166
19,19,19,19,2019-03-05,89.63298034667969,91.34627532958984,88.17796325683594,-0.018756046447743535,0.01650091515048624
20,20,20,20,2019-03-06,89.29720306396484,90.64889526367188,90.87273406982422,-0.014911292584155023,-0.017337774878092405
21,21,21,21,2019-03-07,88.65149688720703,90.53697204589844,90.55419158935548,-0.020825471805436035,-0.02101166902109597
22,22,22,22,2019-03-08,88.6859359741211,89.84820556640625,90.9932632446289,-0.0129359243733157,-0.025357121925660864
23,23,23,23,2019-03-11,89.83960723876953,89.90846252441406,90.8038558959961,-0.0007658376498856923,-0.01061902765815348
24,24,24,24,2019-03-12,89.57269287109375,89.70185852050781,90.39920043945312,-0.0014399439604089181,-0.00914286370168671
25,25,25,25,2019-03-13,89.8740463256836,89.63298034667969,91.34627532958984,0.0026894785610331873,-0.01611701187152126
26,26,26,26,2019-03-14,90.6919174194336,89.29720306396484,90.64889526367188,0.015618791043989333,0.0004746020967667519
27,27,27,27,2019-03-15,91.7336654663086,88.65149688720703,90.53697204589844,0.03476724801413189,0.013217731865424964
28,28,28,28,2019-03-18,92.2846908569336,88.6859359741211,89.84820556640625,0.040578642411381205,0.027117795788659915
29,29,29,29,2019-03-19,91.9489288330078,89.83960723876953,89.90846252441406,0.023478749062562754,0.022694930502672683
30,30,30,30,2019-03-20,89.9859619140625,89.57269287109375,89.70185852050781,0.004613783841058483,0.0031671962904729067
31,31,31,31,2019-03-21,88.56541442871094,89.8740463256836,89.63298034667969,-0.014560731940681304,-0.011910414156035554
32,32,32,32,2019-03-22,85.88786315917969,90.6919174194336,89.29720306396484,-0.052971140063518884,-0.03817969418754352
33,33,33,33,2019-03-25,85.17327880859375,91.7336654663086,88.65149688720703,-0.07151558399379887,-0.03923473602525496
34,34,34,34,2019-03-26,86.02559661865234,92.2846908569336,88.6859359741211,-0.06782375473289015,-0.029997308211812124
35,35,35,35,2019-03-27,85.73287963867188,91.9489288330078,89.83960723876953,-0.06760328013853367,-0.04571177152614969
36,36,36,36,2019-03-28,86.70577239990234,89.9859619140625,89.57269287109375,-0.036452235930897414,-0.03200663482694732
37,37,37,37,2019-03-29,87.1534652709961,88.56541442871094,89.8740463256836,-0.015942443975705323,-0.030271042263177006
38,38,38,38,2019-04-01,90.08927154541016,85.88786315917969,90.6919174194336,0.04891737006477648,-0.00664497885998272
39,39,39,39,2019-04-02,90.51976013183594,85.17327880859375,91.7336654663086,0.06277181526916564,-0.013232931751958499
40,40,40,40,2019-04-03,90.7005615234375,86.02559661865234,92.2846908569336,0.054343882385484266,-0.017165678497551906
41,41,41,41,2019-04-04,91.57674407958984,85.73287963867188,91.9489288330078,0.06816363180086116,-0.004047733433566125
42,42,42,42,2019-04-05,91.35987091064452,86.70577239990234,89.9859619140625,0.05367691656417817,0.015268037006640256
43,43,43,43,2019-04-08,91.65483856201172,87.1534652709961,88.56541442871094,0.05164881599393656,0.0348829636628365
44,44,44,44,2019-04-09,90.97815704345705,90.08927154541016,85.88786315917969,0.009866718675806352,0.05926674266937226
45,45,45,45,2019-04-10,91.3858871459961,90.51976013183594,85.17327880859375,0.009568375047599664,0.07294081458767931
46,46,46,46,2019-04-11,92.15802001953124,90.7005615234375,86.02559661865234,0.016068902679473807,0.07128603162223501
47,47,47,47,2019-04-12,96.4783172607422,91.57674407958984,85.73287963867188,0.053524213275068844,0.12533624984204228
48,48,48,48,2019-04-15,95.37655639648438,91.35987091064452,86.70577239990234,0.043965533727257755,0.10000238457701349
49,49,49,49,2019-04-16,96.38288879394533,91.65483856201172,87.1534652709961,0.051585386064858074,0.10589852617163475
50,50,50,50,2019-04-17,99.15899658203124,90.97815704345705,90.08927154541016,0.08992091953089898,0.10067486262278647
51,51,51,51,2019-04-18,98.43025970458984,91.3858871459961,90.51976013183594,0.07708381215733917,0.08738975402975879
52,52,52,52,2019-04-22,98.55172729492188,92.15802001953124,90.7005615234375,0.06937765453332889,0.08656137999162872
53,53,53,53,2019-04-23,98.67317199707033,96.4783172607422,91.57674407958984,0.022749720337641444,0.07749159449601017
54,54,54,54,2019-04-24,98.5083465576172,95.37655639648438,91.35987091064452,0.032836058245947264,0.07824524679948741
55,55,55,55,2019-04-25,98.56039428710938,96.38288879394533,91.65483856201172,0.022592241428032844,0.07534305698902632
56,56,56,56,2019-04-26,99.30648040771484,99.15899658203124,90.97815704345705,0.0014873468950606927,0.09154201002642481
57,57,57,57,2019-04-29,100.73790740966795,98.43025970458984,91.3858871459961,0.02344449473163901,0.10233549791699548
58,58,58,58,2019-04-30,100.67718505859376,98.55172729492188,92.15802001953124,0.021566925532531034,0.0924408427748018
59,59,59,59,2019-05-01,99.90508270263672,98.67317199707033,96.4783172607422,0.012484758325221001,0.03551850342324436
60,60,60,60,2019-05-02,100.12195587158205,98.5083465576172,95.37655639648438,0.01638043242377485,0.04975435950288287
61,61,61,61,2019-05-03,100.73790740966795,98.56039428710938,96.38288879394533,0.022093185993304898,0.04518456201321297
62,62,62,62,2019-05-06,99.8443374633789,99.30648040771484,99.15899658203124,0.005416132496649073,0.006911535059561658
63,63,63,63,2019-05-07,98.21338653564452,100.73790740966795,98.43025970458984,-0.025060287025389982,-0.002203318060891135
64,64,64,64,2019-05-08,97.6928482055664,100.67718505859376,98.55172729492188,-0.02964263304829673,-0.008715007975306444
65,65,65,65,2019-05-09,97.6147918701172,99.90508270263672,98.67317199707033,-0.02292466780030078,-0.010726118412252461
66,66,66,66,2019-05-10,97.60611724853516,100.12195587158205,98.5083465576172,-0.025127741474344933,-0.009158912321752699
67,67,67,67,2019-05-13,94.9514617919922,100.73790740966795,98.56039428710938,-0.057440597749804145,-0.03661645756615228
68,68,68,68,2019-05-14,95.7061996459961,99.8443374633789,99.30648040771484,-0.04144589390360376,-0.03625423785977877
69,69,69,69,2019-05-15,95.34183502197266,98.21338653564452,100.73790740966795,-0.02923788309274611,-0.05356546037581711
70,70,70,70,2019-05-16,96.5650634765625,97.6928482055664,100.67718505859376,-0.011544189259697024,-0.04084462214192841
71,71,71,71,2019-05-17,96.09659576416016,97.6147918701172,99.90508270263672,-0.015552930830166622,-0.03812105285786471
72,72,72,72,2019-05-20,96.59977722167967,97.60611724853516,100.12195587158205,-0.01031021472038507,-0.03517888378469125
73,73,73,73,2019-05-21,96.929443359375,94.9514617919922,100.73790740966795,0.02083150201221673,-0.037805669665195496
74,74,74,74,2019-05-22,96.13998413085938,95.7061996459961,99.8443374633789,0.004532459615654849,-0.03710128612830166
75,75,75,75,2019-05-23,94.2487564086914,95.34183502197266,98.21338653564452,-0.011464837162294406,-0.04036751268641192
76,76,76,76,2019-05-24,95.17700958251952,96.5650634765625,97.6928482055664,-0.014374286559443727,-0.025752536334625376
77,77,77,77,2019-05-28,94.14464569091795,96.09659576416016,97.6147918701172,-0.020312374832014535,-0.035549388701422435
78,78,78,78,2019-05-29,93.88440704345705,96.59977722167967,97.60611724853516,-0.02810948696073412,-0.03812988683487417
79,79,79,79,2019-05-30,92.87805938720705,96.929443359375,94.9514617919922,-0.041797247892439326,-0.021836445333799137
80,80,80,80,2019-05-31,91.92377471923828,96.13998413085938,95.7061996459961,-0.043854900224263305,-0.03952121117282348
81,81,81,81,2019-06-03,92.3575439453125,94.2487564086914,95.34183502197266,-0.020066179496077696,-0.0313009611779802
82,82,82,82,2019-06-04,95.20303344726562,95.17700958251952,96.5650634765625,0.000273425955073181,-0.014104790907401576
83,83,83,83,2019-06-05,95.5413818359375,94.14464569091795,96.09659576416016,0.014836065660123854,-0.005777664898611645
84,84,84,84,2019-06-06,95.74959564208984,93.88440704345705,96.59977722167967,0.019866862425508502,-0.008801071845526254
85,85,85,85,2019-06-07,94.69989013671876,92.87805938720705,96.929443359375,0.019615297321367686,-0.02300181601569673
86,86,86,86,2019-06-10,95.72355651855467,91.92377471923828,96.13998413085938,0.04133622461568853,-0.004331471614743454
87,87,87,87,2019-06-11,96.01851654052734,92.3575439453125,94.2487564086914,0.039639128963656844,0.018777543590726253
88,88,88,88,2019-06-12,94.79530334472656,95.20303344726562,95.17700958251952,-0.004282742763285108,-0.004010487821242248
89,89,89,89,2019-06-13,95.02953338623048,95.5413818359375,94.14464569091795,-0.0053573481968887116,0.009399235493621871
90,90,90,90,2019-06-14,95.2724380493164,95.74959564208984,93.88440704345705,-0.004983390160278489,0.014784467938502965
91,91,91,91,2019-06-17,94.75193786621094,94.69989013671876,92.87805938720705,0.0005496070736410452,0.020175685101168295
92,92,92,92,2019-06-18,96.04454803466795,95.72355651855467,91.92377471923828,0.003353317906142239,0.044828156024006915
93,93,93,93,2019-06-19,95.35053253173828,96.01851654052734,92.3575439453125,-0.0069568249214423394,0.032406541561975866
94,94,94,94,2019-06-20,95.59342956542967,94.79530334472656,95.20303344726562,0.008419470084933378,0.00410066889707128
95,95,95,95,2019-06-21,94.94279479980467,95.02953338623048,95.5413818359375,-0.0009127539969419063,-0.006265212252850927
96,96,96,96,2019-06-24,94.26612091064452,95.2724380493164,95.74959564208984,-0.010562521116033396,-0.015493274112514555
97,97,97,97,2019-06-25,93.4853515625,94.75193786621094,94.69989013671876,-0.013367392079087104,-0.012825131818688829
98,98,98,98,2019-06-26,94.1099624633789,96.04454803466795,95.72355651855467,-0.020142586027795617,-0.016856812616056427
99,99,99,99,2019-06-27,94.4222640991211,95.35053253173828,96.01851654052734,-0.009735325099607617,-0.01662442306877865
100,100,100,100,2019-06-28,96.99016571044922,95.59342956542967,94.79530334472656,0.014611214927314098,0.02315370369923242
101,101,101,101,2019-07-01,98.62112426757812,94.94279479980467,95.02953338623048,0.03874258679165221,0.037794470343764264
102,102,102,102,2019-07-02,98.7252197265625,94.26612091064452,95.2724380493164,0.04730330231944935,0.03624113907380866
