,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BLK,BLK_6m,BLK_12m,BLK_6m_ret,BLK_12m_ret
0,0,0,0,2019-02-05,366.19384765625,,,,
1,1,1,1,2019-02-06,365.1677856445313,,,,
2,2,2,2,2019-02-07,363.9575805664063,,,,
3,3,3,3,2019-02-08,361.1073303222656,,,,
4,4,4,4,2019-02-11,361.9316101074219,,,,
5,5,5,5,2019-02-12,373.1658630371094,,,,
6,6,6,6,2019-02-13,374.86724853515625,366.19384765625,,0.02368527197935899,
7,7,7,7,2019-02-14,371.2978515625,365.1677856445313,,0.01678698439170634,
8,8,8,8,2019-02-15,378.8136901855469,363.9575805664063,,0.04081824479660745,
9,9,9,9,2019-02-19,378.0419006347656,361.1073303222656,,0.04689622417076644,
10,10,10,10,2019-02-20,383.4353332519531,361.9316101074219,,0.05941377471326392,
11,11,11,11,2019-02-21,381.5059509277344,373.1658630371094,,0.022349546720986213,
12,12,12,12,2019-02-22,382.9968566894531,374.86724853515625,366.19384765625,0.02168663223064815,0.045885557992706216
13,13,13,13,2019-02-25,384.9350280761719,371.2978515625,365.1677856445313,0.03672840135294009,0.05413194484489048
14,14,14,14,2019-02-26,386.3381958007813,378.8136901855469,363.9575805664063,0.019863341294631853,0.06149237281868225
15,15,15,15,2019-02-27,387.6361389160156,378.0419006347656,361.1073303222656,0.025378769562687253,0.07346516220004373
16,16,16,16,2019-02-28,388.697265625,383.4353332519531,361.9316101074219,0.013723128561001108,0.0739522461429496
17,17,17,17,2019-03-01,389.17962646484375,381.5059509277344,373.1658630371094,0.020114169958420858,0.042913259260646486
18,18,18,18,2019-03-04,383.5318603515625,382.9968566894531,374.86724853515625,0.001396887866740748,0.023113813890822454
19,19,19,19,2019-03-05,382.197509765625,384.9350280761719,371.2978515625,-0.007111637317675279,0.02935556496558478
20,20,20,20,2019-03-06,379.846923828125,386.3381958007813,378.8136901855469,-0.01680204557357201,0.002727550955383906
21,21,21,21,2019-03-07,373.9529724121094,387.6361389160156,378.0419006347656,-0.035298995966087654,-0.010816071487818046
22,22,22,22,2019-03-08,372.2917175292969,388.697265625,383.4353332519531,-0.042206492163828546,-0.029062568720900406
23,23,23,23,2019-03-11,378.2917175292969,389.17962646484375,381.5059509277344,-0.027976564535118098,-0.008425119950609461
24,24,24,24,2019-03-12,378.0620727539063,383.5318603515625,382.9968566894531,-0.014261625077620299,-0.01288465910191039
25,25,25,25,2019-03-13,381.59661865234375,382.197509765625,384.9350280761719,-0.001572200493011433,-0.008672656890989727
26,26,26,26,2019-03-14,383.1783752441406,379.846923828125,386.3381958007813,0.008770510453108393,-0.008178897636800242
27,27,27,27,2019-03-15,383.1076354980469,373.9529724121094,387.6361389160156,0.024480787054284248,-0.011682356115279235
28,28,28,28,2019-03-18,389.2314453125,372.2917175292969,388.697265625,0.045501221181129425,0.001374282082075018
29,29,29,29,2019-03-19,384.0090637207031,378.2917175292969,389.17962646484375,0.015113590719742609,-0.013285800161503825
30,30,30,30,2019-03-20,379.9000549316406,378.0620727539063,383.5318603515625,0.0048615883744855815,-0.009469370853813275
31,31,31,31,2019-03-21,380.2887878417969,381.59661865234375,382.197509765625,-0.003427259956248152,-0.004994072109466674
32,32,32,32,2019-03-22,368.8013305664063,383.1783752441406,379.846923828125,-0.037520501172786824,-0.029079064667420274
33,33,33,33,2019-03-25,367.0781555175781,383.1076354980469,373.9529724121094,-0.041840669553949605,-0.018384175021224247
34,34,34,34,2019-03-26,373.4935607910156,389.2314453125,372.2917175292969,-0.04043322992274945,0.0032282299205976805
35,35,35,35,2019-03-27,370.8160705566406,384.0090637207031,378.2917175292969,-0.0343559421130174,-0.019761593041162206
36,36,36,36,2019-03-28,375.5260009765625,379.9000549316406,378.0620727539063,-0.011513696558599351,-0.0067080830374504075
37,37,37,37,2019-03-29,377.6466674804688,380.2887878417969,381.59661865234375,-0.0069476683136585615,-0.010351116804505955
38,38,38,38,2019-04-01,387.3845520019531,368.8013305664063,383.1783752441406,0.050388162664724234,0.010977072375581098
39,39,39,39,2019-04-02,385.6702575683594,367.0781555175781,383.1076354980469,0.05064889253506921,0.006689039405286312
40,40,40,40,2019-04-03,387.9854431152344,373.4935607910156,389.2314453125,0.038800889347400336,-0.0032011858555396344
41,41,41,41,2019-04-04,390.4331359863281,370.8160705566406,384.0090637207031,0.05290241439708865,0.01672895999740609
42,42,42,42,2019-04-05,393.3138427734375,375.5260009765625,379.9000549316406,0.047367803429369415,0.03530872835543697
43,43,43,43,2019-04-08,394.2328796386719,377.6466674804688,380.2887878417969,0.04391992194413019,0.036667112580442085
44,44,44,44,2019-04-09,388.639404296875,387.3845520019531,368.8013305664063,0.003239293586791092,0.053790678303685446
45,45,45,45,2019-04-10,391.24609375,385.6702575683594,367.0781555175781,0.014457521865430145,0.06583867187178494
46,46,46,46,2019-04-11,394.2063293457031,387.9854431152344,373.4935607910156,0.016033813486711512,0.055456829057026535
47,47,47,47,2019-04-12,401.4877014160156,390.4331359863281,370.8160705566406,0.028313594341220494,0.08271386623921972
48,48,48,48,2019-04-15,399.287353515625,393.3138427734375,375.5260009765625,0.015187644299690772,0.0632748530788032
49,49,49,49,2019-04-16,412.2593383789063,394.2328796386719,377.6466674804688,0.045725406660033885,0.09165358489553621
50,50,50,50,2019-04-17,413.0988464355469,388.639404296875,387.3845520019531,0.06293608385625182,0.06637924589585631
51,51,51,51,2019-04-18,411.50830078125,391.24609375,385.6702575683594,0.051788905640032246,0.06699516674113992
52,52,52,52,2019-04-22,410.0325622558594,394.2063293457031,387.9854431152344,0.04014707966872155,0.05682460394287747
53,53,53,53,2019-04-23,418.8778991699219,401.4877014160156,390.4331359863281,0.04331439715979446,0.07285437777133197
54,54,54,54,2019-04-24,424.3036193847656,399.287353515625,393.3138427734375,0.06265228700302838,0.07879147195228353
55,55,55,55,2019-04-25,419.24908447265625,412.2593383789063,394.2328796386719,0.016954730779987104,0.06345539939974709
56,56,56,56,2019-04-26,423.2520446777344,413.0988464355469,388.639404296875,0.02457813264257469,0.08906106791584967
57,57,57,57,2019-04-29,424.0119018554688,411.50830078125,391.24609375,0.030384808885946413,0.08374731052626339
58,58,58,58,2019-04-30,428.78363037109375,410.0325622558594,394.2063293457031,0.045730680539302515,0.08771371348294044
59,59,59,59,2019-05-01,423.3846435546875,418.8778991699219,401.4877014160156,0.010759088492604985,0.05453950908444538
60,60,60,60,2019-05-02,420.9809875488281,424.3036193847656,399.287353515625,-0.007830788341507078,0.05433088186288937
61,61,61,61,2019-05-03,426.3624267578125,419.24908447265625,412.2593383789063,0.01696686420699911,0.034209263601796325
62,62,62,62,2019-05-06,420.9456787109375,423.2520446777344,413.0988464355469,-0.005449154932146705,0.01899504765771587
63,63,63,63,2019-05-07,409.8116455078125,424.0119018554688,411.50830078125,-0.033490230546633803,-0.004123015915393213
64,64,64,64,2019-05-08,411.3138732910156,428.78363037109375,410.0325622558594,-0.04074259333304964,0.003124900686196419
65,65,65,65,2019-05-09,410.2093811035156,423.3846435546875,418.8778991699219,-0.031118895434076088,-0.020694617891238498
66,66,66,66,2019-05-10,409.1313171386719,420.9809875488281,424.3036193847656,-0.028147756693600923,-0.03575812591015226
67,67,67,67,2019-05-13,391.2637634277344,426.3624267578125,419.24908447265625,-0.0823211923174818,-0.06675106060189162
68,68,68,68,2019-05-14,393.98541259765625,420.9456787109375,423.2520446777344,-0.06404690076838826,-0.06914705421532419
69,69,69,69,2019-05-15,392.6599426269531,409.8116455078125,424.0119018554688,-0.041852648817741867,-0.0739412245064821
70,70,70,70,2019-05-16,395.2047729492188,411.3138732910156,428.78363037109375,-0.03916498175202365,-0.07831189216065426
71,71,71,71,2019-05-17,390.1856994628906,410.2093811035156,423.3846435546875,-0.04881331964363844,-0.07841319848793393
72,72,72,72,2019-05-20,387.1194763183594,409.1313171386719,420.9809875488281,-0.053801407758897524,-0.08043477551712774
73,73,73,73,2019-05-21,390.2740783691406,391.2637634277344,426.3624267578125,-0.0025294574941554515,-0.08464242185480197
74,74,74,74,2019-05-22,388.0473937988281,393.98541259765625,420.9456787109375,-0.015071671714130486,-0.07815327861983012
75,75,75,75,2019-05-23,383.4081726074219,392.6599426269531,409.8116455078125,-0.023561787223915776,-0.06442831283545669
76,76,76,76,2019-05-24,385.06048583984375,395.2047729492188,411.3138732910156,-0.025668432680286846,-0.063828110734784
77,77,77,77,2019-05-28,379.3609619140625,390.1856994628906,410.2093811035156,-0.02774252763166074,-0.07520164240629246
78,78,78,78,2019-05-29,378.1415100097656,387.1194763183594,409.1313171386719,-0.023191719502147823,-0.07574538010348031
79,79,79,79,2019-05-30,376.9574890136719,390.2740783691406,391.2637634277344,-0.03412112177963622,-0.03656427134659723
80,80,80,80,2019-05-31,367.210693359375,388.0473937988281,393.98541259765625,-0.05369627723941195,-0.06795865629071907
81,81,81,81,2019-06-03,371.04583740234375,383.4081726074219,392.6599426269531,-0.03224327515244729,-0.055045353187819
82,82,82,82,2019-06-04,383.9736633300781,385.06048583984375,395.2047729492188,-0.002822472182247404,-0.02841845642533225
83,83,83,83,2019-06-05,390.1352844238281,379.3609619140625,390.1856994628906,0.028401242066141696,-0.0001292078083126036
84,84,84,84,2019-06-06,391.0969543457031,378.1415100097656,387.1194763183594,0.0342608362028356,0.010274548997562638
85,85,85,85,2019-06-07,395.4421997070313,376.9574890136719,390.2740783691406,0.04903659227390755,0.013242286957634963
86,86,86,86,2019-06-10,395.1750793457031,367.210693359375,388.0473937988281,0.0761535175637178,0.018368079932447934
87,87,87,87,2019-06-11,394.5606689453125,371.04583740234375,383.4081726074219,0.06337446528869273,0.029087789814302933
88,88,88,88,2019-06-12,397.34771728515625,383.9736633300781,385.06048583984375,0.034830654371160064,0.03190987363586051
89,89,89,89,2019-06-13,399.1551818847656,390.1352844238281,379.3609619140625,0.023119922296335194,0.052177798872165226
90,90,90,90,2019-06-14,397.98876953125,391.0969543457031,378.1415100097656,0.017621756214074136,0.052486328520166436
91,91,91,91,2019-06-17,391.889404296875,395.4421997070313,376.9574890136719,-0.008984360831465255,0.03961166900350821
92,92,92,92,2019-06-18,400.0723571777344,395.1750793457031,367.210693359375,0.012392678809958646,0.08948994245709208
93,93,93,93,2019-06-19,405.0943603515625,394.5606689453125,371.04583740234375,0.0266972666951506,0.09176365698531797
94,94,94,94,2019-06-20,414.5593872070313,397.34771728515625,383.9736633300781,0.043316393106451745,0.07965578579450794
95,95,95,95,2019-06-21,416.9278869628906,399.1551818847656,390.1352844238281,0.04452580320817656,0.06867515861486662
96,96,96,96,2019-06-24,412.6182556152344,397.98876953125,391.0969543457031,0.036758539948790414,0.055028046192627356
97,97,97,97,2019-06-25,408.1306457519531,391.889404296875,395.4421997070313,0.04144343091954239,0.03208672735060203
98,98,98,98,2019-06-26,410.4456787109375,400.0723571777344,395.1750793457031,0.025928613529763833,0.0386426173191845
99,99,99,99,2019-06-27,413.5799560546875,405.0943603515625,394.5606689453125,0.020947207696895065,0.048203707582448185
100,100,100,100,2019-06-28,417.8717346191406,414.5593872070313,397.34771728515625,0.007990043198455199,0.051652536157028806
101,101,101,101,2019-07-01,421.1039123535156,416.9278869628906,399.1551818847656,0.010016181505740018,0.05498796324053856
102,102,102,102,2019-07-02,418.3792724609375,412.6182556152344,397.98876953125,0.0139620987857485,0.051233865100523746
103,103,103,103,2019-07-03,423.2587585449219,408.1306457519531,391.889404296875,0.037066838646963696,0.08004644653337722
104,104,104,104,2019-07-05,426.2327575683594,410.4456787109375,400.0723571777344,0.038463260003134714,0.06538917253661469
105,105,105,105,2019-07-08,420.6676635742188,413.5799560546875,405.0943603515625,0.01713745411442069,0.03844364362204633
106,106,106,106,2019-07-09,421.89642333984375,417.8717346191406,414.5593872070313,0.009631397357783289,0.017698395837188796
107,107,107,107,2019-07-10,423.427978515625,421.1039123535156,416.9278869628906,0.005518984967677776,0.015590445628581584
108,108,108,108,2019-07-11,427.4615478515625,418.3792724609375,412.6182556152344,0.021708234581513608,0.03597342588295338
109,109,109,109,2019-07-12,429.5896606445313,423.2587585449219,408.1306457519531,0.014957521780231575,0.05257878847358155
110,110,110,110,2019-07-15,428.9129028320313,426.2327575683594,410.4456787109375,0.006287985181997913,0.04499310159408365
111,111,111,111,2019-07-16,424.87933349609375,420.6676635742188,413.5799560546875,0.010011869907209814,0.02732090198276471
112,112,112,112,2019-07-17,419.3854675292969,421.89642333984375,417.8717346191406,-0.005951593025296353,0.0036224821751484892
113,113,113,113,2019-07-18,423.07177734375,423.427978515625,421.1039123535156,-0.0008412320157107356,0.0046731102051180695
114,114,114,114,2019-07-19,421.3800048828125,427.4615478515625,418.3792724609375,-0.014227111185359353,0.007172277929125004
115,115,115,115,2019-07-22,421.656005859375,429.5896606445313,423.2587585449219,-0.018467983547958533,-0.003786697033882569
116,116,116,116,2019-07-23,425.1375427246094,428.9129028320313,426.2327575683594,-0.008802160257931013,-0.0025695229292045374
117,117,117,117,2019-07-24,424.8615112304688,424.87933349609375,420.6676635742188,-4.1946652190150147e-05,0.009969503290594872
118,118,118,118,2019-07-25,421.94091796875,419.3854675292969,421.89642333984375,0.006093321388811912,0.00010546339443706643
119,119,119,119,2019-07-26,425.7697448730469,423.07177734375,423.427978515625,0.006377091722440165,0.005530495093005516
120,120,120,120,2019-07-29,425.8944396972656,421.3800048828125,427.4615478515625,0.01071345285049441,-0.0036660798197480915
121,121,121,121,2019-07-30,425.9834289550781,421.656005859375,429.5896606445313,0.010262922940901698,-0.00839459609908344
122,122,122,122,2019-07-31,416.4292602539063,425.1375427246094,428.9129028320313,-0.020483447344813777,-0.029105309016580927
123,123,123,123,2019-08-01,402.4231262207031,424.8615112304688,424.87933349609375,-0.05281340958558578,-0.05285314089205306
124,124,124,124,2019-08-02,399.1017761230469,421.94091796875,419.3854675292969,-0.05412876749581952,-0.04836527008373992
125,125,125,125,2019-08-05,384.0538330078125,425.7697448730469,423.07177734375,-0.09797763313988628,-0.09222535377072683
126,126,126,126,2019-08-06,387.9626770019531,425.8944396972656,421.3800048828125,-0.08906376594696841,-0.07930449355363423
127,127,127,127,2019-08-07,383.2257690429688,425.9834289550781,421.656005859375,-0.10037399815526227,-0.09114120582269836
128,128,128,128,2019-08-08,389.6633911132813,416.4292602539063,425.1375427246094,-0.06427470808440605,-0.08344158783056965
129,129,129,129,2019-08-09,379.610595703125,402.4231262207031,424.8615112304688,-0.05668792132256073,-0.10650744850078253
130,130,130,130,2019-08-12,370.804443359375,399.1017761230469,421.94091796875,-0.07090254781263494,-0.1211934477830432
131,131,131,131,2019-08-13,378.7201843261719,384.0538330078125,425.7697448730469,-0.01388776318118956,-0.11050470615497565
132,132,132,132,2019-08-14,366.28997802734375,387.9626770019531,425.8944396972656,-0.05586284521513463,-0.13995125579073053
133,133,133,133,2019-08-15,364.4468383789063,383.2257690429688,425.9834289550781,-0.04900226493369486,-0.14445770983889872
134,134,134,134,2019-08-16,373.4934997558594,389.6633911132813,416.4292602539063,-0.04149707600507202,-0.10310457164289566
135,135,135,135,2019-08-19,378.925048828125,379.610595703125,402.4231262207031,-0.0018059213382339845,-0.058391468734058205
136,136,136,136,2019-08-20,372.4517211914063,370.804443359375,399.1017761230469,0.004442443615582103,-0.06677508476791172
