,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BLK,BLK_6m,BLK_12m,BLK_6m_ret,BLK_12m_ret
137,137,137,137,2019-08-21,374.8023681640625,378.7201843261719,384.0538330078125,-0.010344883437042207,-0.02408897932692111
138,138,138,138,2019-08-22,373.0839538574219,366.28997802734375,387.9626770019531,0.018548080039391568,-0.03835091370002153
139,139,139,139,2019-08-23,362.6214904785156,364.4468383789063,383.2257690429688,-0.005008543656216058,-0.053765378606737024
140,140,140,140,2019-08-26,361.0366516113281,373.4934997558594,389.6633911132813,-0.03335224884147614,-0.07346530404143337
141,141,141,141,2019-08-27,365.5242614746094,378.925048828125,379.610595703125,-0.03536527182607563,-0.037107326265286456
142,142,142,142,2019-08-28,368.4892578125,372.4517211914063,370.804443359375,-0.01063886445800577,-0.0062436833979121475
143,143,143,143,2019-08-29,375.790771484375,374.8023681640625,378.7201843261719,0.0026371320041389534,-0.0077350322560941764
144,144,144,144,2019-08-30,376.2537536621094,373.0839538574219,366.28997802734375,0.008496210496093504,0.02720187892779813
145,145,145,145,2019-09-03,370.25238037109375,362.6214904785156,364.4468383789063,0.02104367803052276,0.01592973619420346
146,146,146,146,2019-09-04,373.05267333984375,361.0366516113281,373.4934997558594,0.03328199969417889,-0.0011802786830393819
147,147,147,147,2019-09-05,381.2023315429688,365.5242614746094,378.925048828125,0.042892009425340216,0.00600985002677068
148,148,148,148,2019-09-06,380.4035034179688,368.4892578125,372.4517211914063,0.032332680947598114,0.021349833479427094
149,149,149,149,2019-09-09,386.7041931152344,375.790771484375,374.8023681640625,0.029041217770599648,0.03175493529956053
150,150,150,150,2019-09-10,384.4513854980469,376.2537536621094,373.0839538574219,0.02178750844649202,0.03046883020053226
151,151,151,151,2019-09-11,388.4813232421875,370.25238037109375,362.6214904785156,0.04923383032088369,0.07131356922488852
152,152,152,152,2019-09-12,390.2046203613281,373.05267333984375,361.0366516113281,0.04597727947618613,0.08078949497183063
153,153,153,153,2019-09-13,397.5733947753906,381.2023315429688,365.5242614746094,0.04294586333236139,0.08767990713253249
154,154,154,154,2019-09-16,391.0662841796875,380.4035034179688,368.4892578125,0.02803018548965075,0.06126915748158779
155,155,155,155,2019-09-17,394.1806335449219,386.7041931152344,375.790771484375,0.01933374543849231,0.04893643872069253
156,156,156,156,2019-09-18,397.7528991699219,384.4513854980469,376.2537536621094,0.03459868834818547,0.057140016009300965
157,157,157,157,2019-09-19,398.4888610839844,388.4813232421875,370.25238037109375,0.02576066658308296,0.07626279319147122
158,158,158,158,2019-09-20,398.85693359375,390.2046203613281,373.05267333984375,0.02217378467843334,0.06917055444982445
159,159,159,159,2019-09-23,400.4814453125,397.5733947753906,381.2023315429688,0.007314499851662104,0.05057449069499742
160,160,160,160,2019-09-24,396.8194885253906,391.0662841796875,380.4035034179688,0.014711583632864844,0.043154137540591275
161,161,161,161,2019-09-25,399.5748901367188,394.1806335449219,386.7041931152344,0.013684732665036448,0.0332830552412684
162,162,162,162,2019-09-26,400.3018798828125,397.7528991699219,384.4513854980469,0.006408452881701443,0.04122886529393499
163,163,163,163,2019-09-27,400.4186096191406,398.4888610839844,388.4813232421875,0.004842666191237743,0.030728083083446434
164,164,164,164,2019-09-30,399.9788208007813,398.85693359375,390.2046203613281,0.0028127559346229347,0.025048910057503537
165,165,165,165,2019-10-01,389.2532348632813,400.4814453125,397.5733947753906,-0.028036780681454987,-0.020927355857928598
166,166,166,166,2019-10-02,377.2890319824219,396.8194885253906,391.0662841796875,-0.04921748328325637,-0.03522996677191237
167,167,167,167,2019-10-03,376.6158752441406,399.5748901367188,394.1806335449219,-0.05745860277837411,-0.04456017573166626
168,168,168,168,2019-10-04,383.6436462402344,400.3018798828125,397.7528991699219,-0.04161417789857691,-0.03547240751514913
169,169,169,169,2019-10-07,379.8112182617188,400.4186096191406,398.4888610839844,-0.05146461943170577,-0.04687117921303485
170,170,170,170,2019-10-08,370.8267211914063,399.9788208007813,398.85693359375,-0.07288410809105039,-0.07027635736400029
171,171,171,171,2019-10-09,374.4259338378906,389.2532348632813,400.4814453125,-0.038091657813964064,-0.06506047103949597
172,172,172,172,2019-10-10,377.3070068359375,377.2890319824219,396.8194885253906,4.764213107710802e-05,-0.04917218597796924
173,173,173,173,2019-10-11,389.531494140625,376.6158752441406,399.5748901367188,0.03429387804779038,-0.025135203047061738
174,174,174,174,2019-10-14,389.7199096679688,383.6436462402344,400.3018798828125,0.015838300692016416,-0.026434975069169142
175,175,175,175,2019-10-15,398.9107360839844,379.8112182617188,400.4186096191406,0.050286871224284324,-0.0037657428973905116
176,176,176,176,2019-10-16,400.6609497070313,370.8267211914063,399.9788208007813,0.08045328669889917,0.0017054125638060746
177,177,177,177,2019-10-17,404.4934692382813,374.4259338378906,389.2532348632813,0.08030302573381198,0.03915249254216957
178,178,178,178,2019-10-18,399.4403076171875,377.3070068359375,377.2890319824219,0.058661250335258375,0.0587116872133131
179,179,179,179,2019-10-21,407.1680908203125,389.531494140625,376.6158752441406,0.04527643321523178,0.08112301574214431
180,180,180,180,2019-10-22,404.1793212890625,389.7199096679688,383.6436462402344,0.0371020603833474,0.053527994664008816
181,181,181,181,2019-10-23,410.2287292480469,398.9107360839844,379.8112182617188,0.02837224506707603,0.08008586772539217
182,182,182,182,2019-10-24,408.07464599609375,400.6609497070313,370.8267211914063,0.018503665741528952,0.10044563316531208
183,183,183,183,2019-10-25,412.68792724609375,404.4934692382813,374.4259338378906,0.02025856690157135,0.10218841685461033
184,184,184,184,2019-10-28,418.75531005859375,399.4403076171875,377.3070068359375,0.048355166148923656,0.10985299099064716
185,185,185,185,2019-10-29,418.396240234375,407.1680908203125,389.531494140625,0.027576201738798822,0.07410118701038715
186,186,186,186,2019-10-30,419.0963745117188,404.1793212890625,389.7199096679688,0.03690701734834145,0.07537840411791641
187,187,187,187,2019-10-31,414.3932800292969,410.2287292480469,398.9107360839844,0.01015177749467644,0.03881205128069776
188,188,188,188,2019-11-01,421.0979309082031,408.07464599609375,400.6609497070313,0.031913977111516,0.05100816841799927
189,189,189,189,2019-11-04,427.7037658691406,412.68792724609375,404.4934692382813,0.036385456495538815,0.057381140601769465
190,190,190,190,2019-11-05,433.0082092285156,418.75531005859375,399.4403076171875,0.0340363425312209,0.08403734167834331
191,191,191,191,2019-11-06,439.3807678222656,418.396240234375,407.1680908203125,0.050154675329146414,0.07911395251296582
192,192,192,192,2019-11-07,439.9372253417969,419.0963745117188,404.1793212890625,0.04972806279786912,0.0884703946225911
193,193,193,193,2019-11-08,439.9820861816406,414.3932800292969,410.2287292480469,0.061750050943236046,0.07252870121537303
194,194,194,194,2019-11-11,436.9124755859375,421.0979309082031,408.07464599609375,0.037555503166748716,0.07066802574674003
195,195,195,195,2019-11-12,436.9124755859375,427.7037658691406,412.68792724609375,0.02153057899334554,0.058699435434170555
196,196,196,196,2019-11-13,435.8174743652344,433.0082092285156,418.75531005859375,0.006487787244782162,0.04074495032493619
197,197,197,197,2019-11-14,434.9378967285156,439.3807678222656,418.396240234375,-0.010111664913715956,0.039535863144645855
198,198,198,198,2019-11-15,440.6552429199219,439.9372253417969,419.0963745117188,0.0016320909819966811,0.05144131450271039
199,199,199,199,2019-11-18,441.3553466796875,439.9820861816406,414.3932800292969,0.003121173659511145,0.06506395723522451
200,200,200,200,2019-11-19,442.3066711425781,436.9124755859375,421.0979309082031,0.012346169674845253,0.050365339455914704
201,201,201,201,2019-11-20,438.72552490234375,436.9124755859375,427.7037658691406,0.004149685389447377,0.025769609511867797
202,202,202,202,2019-11-21,435.2879638671875,435.8174743652344,433.0082092285156,-0.0012149822556291046,0.005264922442772324
203,203,203,203,2019-11-22,435.305908203125,434.9378967285156,439.3807678222656,0.0008461241877919523,-0.009274096450186398
204,204,204,204,2019-11-25,441.4629821777344,440.6552429199219,439.9372253417969,0.0018330412965477105,0.0034681239687142096
205,205,205,205,2019-11-26,440.5924377441406,441.3553466796875,439.9820861816406,-0.0017285594052189879,0.0013872191202075612
206,206,206,206,2019-11-27,443.57220458984375,442.3066711425781,436.9124755859375,0.002861212660429713,0.015242707352256302
207,207,207,207,2019-11-29,444.2005310058594,438.72552490234375,436.9124755859375,0.0124793425336589,0.016680813268488137
208,208,208,208,2019-12-02,439.5242919921875,435.2879638671875,435.8174743652344,0.009732242737344743,0.008505435979482279
209,209,209,209,2019-12-03,435.9880676269531,435.305908203125,434.9378967285156,0.0015670805540957122,0.0024145306866487637
210,210,210,210,2019-12-04,436.8227844238281,441.4629821777344,440.6552429199219,-0.0105109554849111,-0.008697181203833337
211,211,211,211,2019-12-05,443.067138671875,440.5924377441406,441.3553466796875,0.005616757610287237,0.003878489305874089
212,212,212,212,2019-12-06,448.0010986328125,443.57220458984375,442.3066711425781,0.00998460678361024,0.012874387527378683
213,213,213,213,2019-12-09,449.1849060058594,444.2005310058594,438.72552490234375,0.011221001894602178,0.023840375154474458
214,214,214,214,2019-12-10,446.4377746582031,439.5242919921875,435.2879638671875,0.015729466589160745,0.02561479231347996
215,215,215,215,2019-12-11,446.3292236328125,435.9880676269531,435.305908203125,0.02371889685455253,0.025323146830673604
216,216,216,216,2019-12-12,453.7484436035156,436.8227844238281,441.4629821777344,0.03874719859682352,0.027828973032296256
217,217,217,217,2019-12-13,450.5765686035156,443.067138671875,440.5924377441406,0.01694874044180006,0.022660695018948518
218,218,218,218,2019-12-16,453.6851196289063,448.0010986328125,443.57220458984375,0.012687515752617617,0.022798802392078654
219,219,219,219,2019-12-17,453.9020690917969,449.1849060058594,444.2005310058594,0.010501606404993424,0.021840446844962225
220,220,220,220,2019-12-18,451.3717651367188,446.4377746582031,439.5242919921875,0.01105191083414292,0.02695521808551571
221,221,221,221,2019-12-19,453.94720458984375,446.3292236328125,435.9880676269531,0.017068075657305393,0.041191808437879285
222,222,222,222,2019-12-20,451.4620971679688,453.7484436035156,436.8227844238281,-0.005038797306695875,0.03351316201019605
223,223,223,223,2019-12-23,451.525390625,450.5765686035156,443.067138671875,0.0021057953022836085,0.01909022632208557
224,224,224,224,2019-12-24,451.50732421875,453.6851196289063,448.0010986328125,-0.004800235484773374,0.007826377204514845
225,225,225,225,2019-12-26,454.760498046875,453.9020690917969,449.1849060058594,0.0018912206256203046,0.012412687885249074
226,226,226,226,2019-12-27,454.5526428222656,451.3717651367188,446.4377746582031,0.007047134825952872,0.018176929965828537
227,227,227,227,2019-12-30,452.5917053222656,453.94720458984375,446.3292236328125,-0.0029860284497243983,0.014031081448086402
228,228,228,228,2019-12-31,454.27252197265625,451.4620971679688,453.7484436035156,0.006225162250202754,0.0011549976127269712
229,229,229,229,2020-01-02,459.9475402832031,451.525390625,450.5765686035156,0.018652660145081157,0.020797734131473344
230,230,230,230,2020-01-03,455.0587463378906,451.50732421875,453.6851196289063,0.007865702124070006,0.0030277094168480456
231,231,231,231,2020-01-06,455.447265625,454.760498046875,453.9020690917969,0.0015101742149430386,0.003404250913186857
232,232,232,232,2020-01-07,458.3570861816406,454.5526428222656,451.3717651367188,0.008369643031340912,0.015475759860180904
233,233,233,233,2020-01-08,458.2486572265625,452.5917053222656,453.94720458984375,0.012499018072522627,0.0094756671992402
234,234,234,234,2020-01-09,463.6707153320313,454.27252197265625,451.4620971679688,0.0206884478034548,0.02704239899793892
235,235,235,235,2020-01-10,462.8392639160156,459.9475402832031,451.525390625,0.006287072719275644,0.025057003495096986
236,236,236,236,2020-01-13,472.7163696289063,455.0587463378906,451.50732421875,0.0388029533178218,0.04697386791422398
237,237,237,237,2020-01-14,468.3877868652344,455.447265625,454.760498046875,0.028412776224435943,0.029965858681407997
238,238,238,238,2020-01-15,479.1776123046875,458.3570861816406,454.5526428222656,0.04542424836603476,0.05417407614116643
239,239,239,239,2020-01-16,483.4609375,458.2486572265625,452.5917053222656,0.055018776107340184,0.06820547485675665
240,240,240,240,2020-01-17,483.677734375,463.6707153320313,454.27252197265625,0.04314919700857489,0.06473033472210266
241,241,241,241,2020-01-21,478.1654968261719,462.8392639160156,459.9475402832031,0.03311351068291657,0.03960877045184641
242,242,242,242,2020-01-22,485.1416931152344,472.7163696289063,455.0587463378906,0.026284944386593345,0.06610783117440966
243,243,243,243,2020-01-23,489.732421875,468.3877868652344,455.447265625,0.045570434602102416,0.0752779933873382
244,244,244,244,2020-01-24,485.1236877441406,479.1776123046875,458.3570861816406,0.012408917459341362,0.05839683157400288
245,245,245,245,2020-01-27,473.3489379882813,483.4609375,458.2486572265625,-0.02091585633372639,0.032952154956895185
