,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PNR,PNR_6m,PNR_12m,PNR_6m_ret,PNR_12m_ret
51,51,51,51,2019-04-18,35.44247055053711,36.21726608276367,41.59954071044922,-0.02139298782122323,-0.1480081283293
52,52,52,52,2019-04-22,34.90461349487305,36.9096565246582,41.45183181762695,-0.05432299345418312,-0.15794762343819435
53,53,53,53,2019-04-23,35.30337142944336,36.9835319519043,41.64569854736328,-0.045429963926807315,-0.15229248972032128
54,54,54,54,2019-04-24,35.28482437133789,36.82657623291016,41.73802185058594,-0.04186519680302192,-0.15461196274105293
55,55,55,55,2019-04-25,34.784061431884766,37.362037658691406,41.784175872802734,-0.06899988299238102,-0.16753027419344968
56,56,56,56,2019-04-26,35.61865997314453,35.563018798828125,36.12494659423828,0.0015645796165717485,-0.01401487528218237
57,57,57,57,2019-04-29,36.03595733642578,35.44247055053711,36.21726608276367,0.016745073824422807,-0.005006141157191779
58,58,58,58,2019-04-30,36.15650939941406,34.90461349487305,36.9096565246582,0.03586620160469334,-0.020405151284488054
59,59,59,59,2019-05-01,36.017417907714844,35.30337142944336,36.9835319519043,0.020226013815665356,-0.026122817189170755
60,60,60,60,2019-05-02,36.15650939941406,35.28482437133789,36.82657623291016,0.02470424732464438,-0.01819519765449429
61,61,61,61,2019-05-03,36.61090469360352,34.784061431884766,37.362037658691406,0.05251955023412491,-0.020104175579223282
62,62,62,62,2019-05-06,35.81339263916016,35.61865997314453,35.563018798828125,0.005467153064221186,0.007040286477038027
63,63,63,63,2019-05-07,35.145729064941406,36.03595733642578,35.44247055053711,-0.024703888484863934,-0.008372483096870553
64,64,64,64,2019-05-08,34.81189727783203,36.15650939941406,34.90461349487305,-0.03718865963327256,-0.002656273992394542
65,65,65,65,2019-05-09,34.96952438354492,36.017417907714844,35.30337142944336,-0.029094076839568883,-0.009456520224014775
66,66,66,66,2019-05-10,35.210636138916016,36.15650939941406,35.28482437133789,-0.026160524790962647,-0.0021025535408967233
67,67,67,67,2019-05-13,34.107120513916016,36.61090469360352,34.784061431884766,-0.06838902782222034,-0.01946123857026749
68,68,68,68,2019-05-14,34.09783935546875,35.81339263916016,35.61865997314453,-0.047902562624450806,-0.04269730020226581
69,69,69,69,2019-05-15,34.079288482666016,35.145729064941406,36.03595733642578,-0.030343390524204206,-0.05429767927330542
70,70,70,70,2019-05-16,33.9494743347168,34.81189727783203,36.15650939941406,-0.024773798918004353,-0.06104115417549216
71,71,71,71,2019-05-17,33.393070220947266,34.96952438354492,36.017417907714844,-0.04508080079406129,-0.07286329335133845
72,72,72,72,2019-05-20,33.10560607910156,35.210636138916016,36.15650939941406,-0.05978392584301828,-0.08438047175986352
73,73,73,73,2019-05-21,33.9494743347168,34.107120513916016,36.61090469360352,-0.004622089957283193,-0.07269501754081809
74,74,74,74,2019-05-22,33.699092864990234,34.09783935546875,35.81339263916016,-0.011694186435732723,-0.05903656756210374
75,75,75,75,2019-05-23,33.01286697387695,34.079288482666016,35.145729064941406,-0.031292364256122474,-0.0606862383512774
76,76,76,76,2019-05-24,33.61563491821289,33.9494743347168,34.81189727783203,-0.009833419310487534,-0.03436360707581754
77,77,77,77,2019-05-28,32.78104782104492,33.393070220947266,34.96952438354492,-0.018327826577576145,-0.06258239427270562
78,78,78,78,2019-05-29,32.929412841796875,33.10560607910156,35.210636138916016,-0.005322157126007476,-0.06478790352207964
79,79,79,79,2019-05-30,32.920135498046875,33.9494743347168,34.107120513916016,-0.030319728267996116,-0.034801677713744206
80,80,80,80,2019-05-31,32.28955841064453,33.699092864990234,34.09783935546875,-0.04182707409937614,-0.053032126932529455
81,81,81,81,2019-06-03,32.808860778808594,33.01286697387695,34.079288482666016,-0.006179596435226031,-0.037278586508741496
82,82,82,82,2019-06-04,33.7083625793457,33.61563491821289,33.9494743347168,0.0027584682353440915,-0.007102076249956291
83,83,83,83,2019-06-05,33.57854080200195,32.78104782104492,33.393070220947266,0.024327867288154614,0.005554163777918841
84,84,84,84,2019-06-06,33.48581314086914,32.929412841796875,33.10560607910156,0.01689675736841667,0.011484673044774407
85,85,85,85,2019-06-07,33.79182815551758,32.920135498046875,33.9494743347168,0.02647901183524648,-0.004643552876399282
86,86,86,86,2019-06-10,33.57854080200195,32.28955841064453,33.699092864990234,0.039919480315113276,-0.003577308845411742
87,87,87,87,2019-06-11,32.910865783691406,32.808860778808594,33.01286697387695,0.003109068783903046,-0.0030897404416968532
88,88,88,88,2019-06-12,32.790313720703125,33.7083625793457,33.61563491821289,-0.027235047578522797,-0.024551706356812253
89,89,89,89,2019-06-13,33.448707580566406,33.57854080200195,32.78104782104492,-0.0038665534098434318,0.02036724888009389
90,90,90,90,2019-06-14,33.03141784667969,33.48581314086914,32.929412841796875,-0.013569785278257696,0.0030976867207708203
91,91,91,91,2019-06-17,33.1241455078125,33.79182815551758,32.920135498046875,-0.019758701560396608,0.006197119382383098
92,92,92,92,2019-06-18,33.53217315673828,33.57854080200195,32.28955841064453,-0.0013808713587967203,0.03848348528929124
93,93,93,93,2019-06-19,33.7176399230957,32.910865783691406,32.808860778808594,0.02451391417979898,0.027699198409049774
94,94,94,94,2019-06-20,34.47804641723633,32.790313720703125,33.7083625793457,0.05147046505589259,0.022833616912683707
95,95,95,95,2019-06-21,33.9494743347168,33.448707580566406,33.57854080200195,0.0149711839521518,0.011046743659948621
96,96,96,96,2019-06-24,33.903106689453125,33.03141784667969,33.48581314086914,0.026389688956723445,0.012461801265762906
97,97,97,97,2019-06-25,33.828914642333984,33.1241455078125,33.79182815551758,0.021276598194971186,0.0010974986806195908
98,98,98,98,2019-06-26,33.55999755859375,33.53217315673828,33.57854080200195,0.000829782243024102,-0.0005522349383061398
99,99,99,99,2019-06-27,33.838191986083984,33.7176399230957,32.910865783691406,0.003575341075568783,0.02817690085965774
100,100,100,100,2019-06-28,34.49658966064453,34.47804641723633,32.790313720703125,0.0005378275550709244,0.052035974845342725
101,101,101,101,2019-07-01,34.682064056396484,33.9494743347168,33.448707580566406,0.021578823708929606,0.0368730682002989
102,102,102,102,2019-07-02,34.90461349487305,33.903106689453125,33.03141784667969,0.02954026645975416,0.0567095138600493
103,103,103,103,2019-07-03,35.47955703735352,33.828914642333984,33.1241455078125,0.04879383250900693,0.07110859747266507
104,104,104,104,2019-07-05,35.40537643432617,33.55999755859375,33.53217315673828,0.054987455601285484,0.055862865458556454
105,105,105,105,2019-07-08,34.96952438354492,33.838191986083984,33.7176399230957,0.03343359473597762,0.03712847231610983
106,106,106,106,2019-07-09,34.28330993652344,34.49658966064453,34.47804641723633,-0.0061826321447773225,-0.005648129779636801
107,107,107,107,2019-07-10,34.13494110107422,34.682064056396484,33.9494743347168,-0.015775386217861453,0.005463023212932683
108,108,108,108,2019-07-11,34.34821701049805,34.90461349487305,33.903106689453125,-0.015940485473552868,0.01312889479781476
109,109,109,109,2019-07-12,35.20136642456055,35.47955703735352,33.828914642333984,-0.007840870518763587,0.04057037586742607
110,110,110,110,2019-07-15,35.28482437133789,35.40537643432617,33.55999755859375,-0.0034049083819768233,0.05139531997082836
111,111,111,111,2019-07-16,35.692848205566406,34.96952438354492,33.838191986083984,0.020684405486562696,0.05480955425293277
112,112,112,112,2019-07-17,34.93244171142578,34.28330993652344,34.49658966064453,0.0189343379068192,0.01263464171585893
113,113,113,113,2019-07-18,34.55972671508789,34.13494110107422,34.682064056396484,0.012444304876808587,-0.0035273950566973022
114,114,114,114,2019-07-19,34.82994079589844,34.34821701049805,34.90461349487305,0.014024710081840919,-0.0021393360790423754
115,115,115,115,2019-07-22,35.03493118286133,35.20136642456055,35.47955703735352,-0.004728090372738913,-0.012531888547088754
116,116,116,116,2019-07-23,36.63759613037109,35.28482437133789,35.40537643432617,0.038338628096787675,0.03480318019865081
117,117,117,117,2019-07-24,36.6003303527832,35.692848205566406,34.96952438354492,0.025424761341272584,0.046635062900817204
118,118,118,118,2019-07-25,36.386016845703125,34.93244171142578,34.28330993652344,0.041611037278333374,0.061333252625633605
119,119,119,119,2019-07-26,36.53510284423828,34.55972671508789,34.13494110107422,0.057158326089655986,0.0703139266025723
120,120,120,120,2019-07-29,36.29284286499024,34.82994079589844,34.34821701049805,0.042001279234562316,0.05661504508073434
121,121,121,121,2019-07-30,36.28351974487305,35.03493118286133,35.20136642456055,0.03563839059636886,0.030741798692151434
122,122,122,122,2019-07-31,36.16238784790039,36.63759613037109,35.28482437133789,-0.012970509330899271,0.024870847232425275
123,123,123,123,2019-08-01,36.03193664550781,36.6003303527832,35.692848205566406,-0.015529742540484115,0.009500178803005355
124,124,124,124,2019-08-02,34.70880889892578,36.386016845703125,34.93244171142578,-0.04609484885058002,-0.006401866046107374
125,125,125,125,2019-08-05,33.609310150146484,36.53510284423828,34.55972671508789,-0.08008168764613743,-0.02750069677276934
126,126,126,126,2019-08-06,34.103153228759766,36.29284286499024,34.82994079589844,-0.06033392436013196,-0.020866747129936525
127,127,127,127,2019-08-07,34.1311149597168,36.28351974487305,35.03493118286133,-0.05932182986355372,-0.025797573810753427
128,128,128,128,2019-08-08,34.85789489746094,36.16238784790039,36.63759613037109,-0.03607319726579372,-0.04857581885496165
129,129,129,129,2019-08-09,34.33610153198242,36.03193664550781,36.6003303527832,-0.04706477839949286,-0.06186361704870791
130,130,130,130,2019-08-12,33.8795280456543,34.70880889892578,36.386016845703125,-0.023892518342718216,-0.06888604517163088
131,131,131,131,2019-08-13,34.54108810424805,33.609310150146484,36.53510284423828,0.02772380480107839,-0.05457805192150156
132,132,132,132,2019-08-14,33.15274429321289,34.103153228759766,36.29284286499024,-0.02786865276567385,-0.08652115193782284
133,133,133,133,2019-08-15,33.012969970703125,34.1311149597168,36.28351974487305,-0.03276028311215029,-0.09013871303464316
134,134,134,134,2019-08-16,33.71180725097656,34.85789489746094,36.16238784790039,-0.032878854269764224,-0.06776600613961148
135,135,135,135,2019-08-19,34.22428131103516,34.33610153198242,36.03193664550781,-0.003256637065891188,-0.05016814256355029
136,136,136,136,2019-08-20,33.86088943481445,33.8795280456543,34.70880889892578,-0.000550143756864796,-0.024429517779780974
137,137,137,137,2019-08-21,34.037925720214844,34.54108810424805,33.609310150146484,-0.014567068139678008,0.012752882107771812
138,138,138,138,2019-08-22,33.8795280456543,33.15274429321289,34.103153228759766,0.021922280279831785,-0.006557316902792487
139,139,139,139,2019-08-23,32.733436584472656,33.012969970703125,34.1311149597168,-0.00846738074394815,-0.04095027006570828
140,140,140,140,2019-08-26,32.78934860229492,33.71180725097656,34.85789489746094,-0.027363073175346253,-0.059342260949805326
141,141,141,141,2019-08-27,32.36072540283203,34.22428131103516,34.33610153198242,-0.05445127952481654,-0.057530588535522065
142,142,142,142,2019-08-28,32.79866409301758,33.86088943481445,33.8795280456543,-0.03137027288789218,-0.0319031584849766
143,143,143,143,2019-08-29,33.46022415161133,34.037925720214844,34.54108810424805,-0.016972290654610145,-0.03129212227983602
144,144,144,144,2019-08-30,33.46954727172852,33.8795280456543,33.15274429321289,-0.012101135924128092,0.009555859862270477
145,145,145,145,2019-09-03,32.53775787353516,32.733436584472656,33.012969970703125,-0.0059779458362864135,-0.01439470903677198
146,146,146,146,2019-09-04,33.07820510864258,32.78934860229492,33.71180725097656,0.008809461567877541,-0.01879466554898601
147,147,147,147,2019-09-05,33.75840377807617,32.36072540283203,34.22428131103516,0.04319057616433475,-0.01361248549604388
148,148,148,148,2019-09-06,33.842247009277344,32.79866409301758,33.86088943481445,0.03181784823004219,-0.0005505592395320669
149,149,149,149,2019-09-09,34.345420837402344,33.46022415161133,34.037925720214844,0.026455192941329697,0.009033897062795448
150,150,150,150,2019-09-10,35.36105728149414,33.46954727172852,33.8795280456543,0.05651435899054902,0.04372933512661126
151,151,151,151,2019-09-11,35.49150848388672,32.53775787353516,32.733436584472656,0.09077916867633995,0.08425854988664327
152,152,152,152,2019-09-12,35.174705505371094,33.07820510864258,32.78934860229492,0.063380113577588,0.07274791982019502
153,153,153,153,2019-09-13,35.25856399536133,33.75840377807617,32.36072540283203,0.04443812649279977,0.0895480109440221
154,154,154,154,2019-09-16,35.0908317565918,33.842247009277344,32.79866409301758,0.03689426257577311,0.0698860068530105
155,155,155,155,2019-09-17,35.34242248535156,34.345420837402344,33.46022415161133,0.029028663025246093,0.05625181484773756
156,156,156,156,2019-09-18,35.51945495605469,35.36105728149414,33.46954727172852,0.004479438306937755,0.06124694988204116
157,157,157,157,2019-09-19,35.05356979370117,35.49150848388672,32.53775787353516,-0.012339252652063926,0.07731976892643444
158,158,158,158,2019-09-20,34.1311149597168,35.174705505371094,33.07820510864258,-0.02966877847761773,0.031830924550350526
159,159,159,159,2019-09-23,34.457237243652344,35.25856399536133,33.75840377807617,-0.0227271522406417,0.020701022186067286
160,160,160,160,2019-09-24,34.26155090332031,35.0908317565918,33.842247009277344,-0.023632408003999683,0.0123899543055761
161,161,161,161,2019-09-25,34.82994079589844,35.34242248535156,34.345420837402344,-0.014500468655354148,0.014107265151587445
162,162,162,162,2019-09-26,34.70880889892578,35.51945495605469,35.36105728149414,-0.022822592805318953,-0.018445386894856974
163,163,163,163,2019-09-27,35.0908317565918,35.05356979370117,35.49150848388672,0.001063000519203161,-0.01128936876483655
164,164,164,164,2019-09-30,35.22129821777344,34.1311149597168,35.174705505371094,0.03194103853165431,0.001324608457496046
165,165,165,165,2019-10-01,34.214962005615234,34.457237243652344,35.25856399536133,-0.0070311858238646385,-0.029598539233855137
166,166,166,166,2019-10-02,33.2552375793457,34.26155090332031,35.0908317565918,-0.02937150530091992,-0.05230979390795654
167,167,167,167,2019-10-03,33.64658737182617,34.82994079589844,35.34242248535156,-0.03397517759236668,-0.04798299024998265
168,168,168,168,2019-10-04,34.05656814575195,34.70880889892578,35.51945495605469,-0.01879179303078926,-0.04118550839568469
169,169,169,169,2019-10-07,33.665218353271484,35.0908317565918,35.05356979370117,-0.040626378229194016,-0.039606563571142006
170,170,170,170,2019-10-08,32.76139068603516,35.22129821777344,34.1311149597168,-0.06984147820244035,-0.04013124901715781
171,171,171,171,2019-10-09,33.16205596923828,34.214962005615234,34.457237243652344,-0.030773263351984825,-0.03758807664281494
172,172,172,172,2019-10-10,33.665218353271484,33.2552375793457,34.26155090332031,0.012328306870386552,-0.017405299361128335
173,173,173,173,2019-10-11,34.81130599975586,33.64658737182617,34.82994079589844,0.03461624844916544,-0.0005350223318431047
174,174,174,174,2019-10-14,34.63426971435547,34.05656814575195,34.70880889892578,0.01696300009240881,-0.00214755812529821
175,175,175,175,2019-10-15,35.23060607910156,33.665218353271484,35.0908317565918,0.04649866545950854,0.003983214860203699
176,176,176,176,2019-10-16,35.23992919921875,32.76139068603516,35.22129821777344,0.07565425219388167,0.0005289691859202694
177,177,177,177,2019-10-17,36.00764083862305,33.16205596923828,34.214962005615234,0.08580845747393884,0.052394587862280906
178,178,178,178,2019-10-18,36.0919075012207,33.665218353271484,33.2552375793457,0.07208297663435181,0.08529994456081735
179,179,179,179,2019-10-21,36.513214111328125,34.81130599975586,33.64658737182617,0.04888952203011865,0.08519814232043954
180,180,180,180,2019-10-22,36.87834167480469,34.63426971435547,34.05656814575195,0.06479339622163538,0.0828554867001392
181,181,181,181,2019-10-23,38.825714111328125,35.23060607910156,33.665218353271484,0.10204502369770885,0.15328864657594465
182,182,182,182,2019-10-24,38.94742202758789,35.23992919921875,32.76139068603516,0.10520715882855214,0.1888207799490509
183,183,183,183,2019-10-25,38.61038589477539,36.00764083862305,33.16205596923828,0.07228313201126335,0.16429409354447388
184,184,184,184,2019-10-28,38.90060424804688,36.0919075012207,33.665218353271484,0.07782067896331557,0.15551320178104944
185,185,185,185,2019-10-29,39.13466644287109,36.513214111328125,34.81130599975586,0.07179461998470482,0.12419414667020967
186,186,186,186,2019-10-30,39.12530899047852,36.87834167480469,34.63426971435547,0.06092918536000669,0.1296703904301344
187,187,187,187,2019-10-31,38.825714111328125,38.825714111328125,35.23060607910156,0.0,0.10204502369770885
188,188,188,188,2019-11-01,39.696414947509766,38.94742202758789,35.23992919921875,0.019230872826225376,0.12646125714661793
189,189,189,189,2019-11-04,40.02408981323242,38.61038589477539,36.00764083862305,0.03661460215160206,0.11154435228372961
190,190,190,190,2019-11-05,40.39858627319336,38.90060424804688,36.0919075012207,0.03850793719281853,0.11932532997395584
191,191,191,191,2019-11-06,40.1926155090332,39.13466644287109,36.513214111328125,0.02703355266120666,0.10076903628605938
192,192,192,192,2019-11-07,40.39858627319336,39.12530899047852,36.87834167480469,0.0325435712986879,0.09545560994662905
193,193,193,193,2019-11-08,40.60455703735352,38.825714111328125,38.825714111328125,0.045816103238301764,0.045816103238301764
194,194,194,194,2019-11-11,40.37986373901367,39.696414947509766,38.94742202758789,0.017216889545507374,0.03677885818504567
195,195,195,195,2019-11-12,40.38922882080078,40.02408981323242,38.61038589477539,0.00912298091654895,0.04607161738484722
196,196,196,196,2019-11-13,40.30497360229492,40.39858627319336,38.90060424804688,-0.0023172264065228765,0.03610147917737172
197,197,197,197,2019-11-14,40.34241485595703,40.1926155090332,39.13466644287109,0.0037270365470531974,0.030861344247025135
198,198,198,198,2019-11-15,40.7075424194336,40.39858627319336,39.12530899047852,0.0076476969800611805,0.04044015165069048
199,199,199,199,2019-11-18,40.60455703735352,40.60455703735352,38.825714111328125,0.0,0.045816103238301764
200,200,200,200,2019-11-19,40.53902053833008,40.37986373901367,39.696414947509766,0.003941489261704234,0.021226238992475333
201,201,201,201,2019-11-20,40.42667770385742,40.38922882080078,40.02408981323242,0.0009271997547364297,0.010058639496953736
202,202,202,202,2019-11-21,40.59519958496094,40.30497360229492,40.39858627319336,0.007200748610575625,0.004866836439225697
203,203,203,203,2019-11-22,40.94160079956055,40.34241485595703,40.1926155090332,0.01485250562572693,0.018634898004062705
204,204,204,204,2019-11-25,41.213111877441406,40.7075424194336,40.39858627319336,0.012419552445554816,0.020162230399347614
205,205,205,205,2019-11-26,41.61569595336914,40.60455703735352,40.60455703735352,0.02490210433980189,0.02490210433980189
206,206,206,206,2019-11-27,41.5127067565918,40.53902053833008,40.37986373901367,0.024018493918497308,0.028054651816063814
207,207,207,207,2019-11-29,41.522071838378906,40.42667770385742,40.38922882080078,0.027095823766318583,0.028048146762205572
208,208,208,208,2019-12-02,40.997779846191406,40.59519958496094,40.30497360229492,0.009916942528830575,0.017189100549541925
209,209,209,209,2019-12-03,40.83861923217773,40.94160079956055,40.34241485595703,-0.0025153283059690112,0.01229981839194294
210,210,210,210,2019-12-04,41.15693283081055,41.213111877441406,40.7075424194336,-0.0013631352759267967,0.011039487639578294
211,211,211,211,2019-12-05,41.62505340576172,41.61569595336914,40.60455703735352,0.00022485392057514098,0.025132557596168503
212,212,212,212,2019-12-06,41.93401336669922,41.5127067565918,40.53902053833008,0.010148859060859161,0.03441111328898927
213,213,213,213,2019-12-09,42.17744445800781,41.522071838378906,40.42667770385742,0.01578371672251544,0.04330721329552478
214,214,214,214,2019-12-10,42.280418395996094,40.997779846191406,40.59519958496094,0.03128556118445136,0.04151276082553035
215,215,215,215,2019-12-11,42.59874725341797,40.83861923217773,40.94160079956055,0.0430995967624046,0.04047585882072324
216,216,216,216,2019-12-12,43.03876495361328,41.15693283081055,41.213111877441406,0.04572333245868054,0.04429787009534625
217,217,217,217,2019-12-13,42.92643356323242,41.62505340576172,41.61569595336914,0.031264348054639735,0.03149623188644912
218,218,218,218,2019-12-16,42.99195098876953,41.93401336669922,41.5127067565918,0.02522862795933678,0.03563352880965409
219,219,219,219,2019-12-17,42.48640060424805,42.17744445800781,41.522071838378906,0.00732515092392183,0.023224485753569946
220,220,220,220,2019-12-18,42.60810470581055,42.280418395996094,40.997779846191406,0.007750309061404392,0.03927834301419453
221,221,221,221,2019-12-19,42.55192947387695,42.59874725341797,40.83861923217773,-0.001099041229135178,0.04195318729946851
222,222,222,222,2019-12-20,42.60810470581055,43.03876495361328,41.15693283081055,-0.010006333784598476,0.03525947574775623
223,223,223,223,2019-12-23,42.99195098876953,42.92643356323242,41.62505340576172,0.0015262722779101345,0.0328383382402726
224,224,224,224,2019-12-24,42.98259353637695,42.99195098876953,41.93401336669922,-0.00021765591412736818,0.025005480885128772
225,225,225,225,2019-12-26,42.95450973510742,42.48640060424805,42.17744445800781,0.011017858048737006,0.018423716445723937
226,226,226,226,2019-12-27,42.86088562011719,42.60810470581055,42.280418395996094,0.005932695576392755,0.013728984862081184
227,227,227,227,2019-12-30,42.89833450317383,42.55192947387695,42.59874725341797,0.008140759621946936,0.007032771362350809
228,228,228,228,2019-12-31,42.94514465332031,42.60810470581055,43.03876495361328,0.007910230925239903,-0.002175255270309706
229,229,229,229,2020-01-02,43.4600715637207,42.99195098876953,42.92643356323242,0.010888563188803824,0.012431454378855067
230,230,230,230,2020-01-03,43.04813766479492,42.98259353637695,42.99195098876953,0.0015248993377399156,0.0013069115202533066
231,231,231,231,2020-01-06,42.74854278564453,42.95450973510742,42.48640060424805,-0.004795001752622707,0.0061700256474603865
232,232,232,232,2020-01-07,42.37404251098633,42.86088562011719,42.60810470581055,-0.01135868057990741,-0.005493372597544788
233,233,233,233,2020-01-08,42.53320693969727,42.89833450317383,42.55192947387695,-0.008511462454318441,-0.0004399926022432554
234,234,234,234,2020-01-09,42.78600311279297,42.94514465332031,42.60810470581055,-0.0037056934331466396,0.0041752246012989325
235,235,235,235,2020-01-10,42.37404251098633,43.4600715637207,42.99195098876953,-0.024989122513110695,-0.014372654963823672
236,236,236,236,2020-01-13,43.02005386352539,43.04813766479492,42.98259353637695,-0.0006523813292043101,0.0008715231926788025
237,237,237,237,2020-01-14,42.67363739013672,42.74854278564453,42.95450973510742,-0.0017522327224910317,-0.006538832516138404
238,238,238,238,2020-01-15,42.91706466674805,42.37404251098633,42.86088562011719,0.012814971703984268,0.0013107299538508421
239,239,239,239,2020-01-16,43.73159408569336,42.53320693969727,42.89833450317383,0.028175330106077645,0.01942405438742334
240,240,240,240,2020-01-17,44.27461242675781,42.78600311279297,42.94514465332031,0.03479196946815888,0.030957347662227797
241,241,241,241,2020-01-21,43.74095153808594,42.37404251098633,43.4600715637207,0.0322581690605801,0.006462943208765948
242,242,242,242,2020-01-22,43.497535705566406,43.02005386352539,43.04813766479492,0.01109905263149491,0.010439430487581891
