,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ABT,ABT_6m,ABT_12m,ABT_6m_ret,ABT_12m_ret
0,0,0,0,2019-02-05,67.21473693847656,,,,
1,1,1,1,2019-02-06,67.5640869140625,,,,
2,2,2,2,2019-02-07,66.87456512451172,,,,
3,3,3,3,2019-02-08,67.41699981689453,,,,
4,4,4,4,2019-02-11,67.61006927490234,,,,
5,5,5,5,2019-02-12,69.00748443603516,,,,
6,6,6,6,2019-02-13,68.38232421875,67.21473693847656,,0.017371001263341457,
7,7,7,7,2019-02-14,68.00540161132812,67.5640869140625,,0.006531793996223945,
8,8,8,8,2019-02-15,69.18219757080078,66.87456512451172,,0.03450687779415906,
9,9,9,9,2019-02-19,68.95234680175781,67.41699981689453,,0.022773884762497643,
10,10,10,10,2019-02-20,69.44881439208984,67.61006927490234,,0.027196320561529985,
11,11,11,11,2019-02-21,69.08106231689453,69.00748443603516,,0.0010662304453015192,
12,12,12,12,2019-02-22,69.99120330810547,68.38232421875,67.21473693847656,0.02352770409219751,0.0413074051330482
13,13,13,13,2019-02-25,70.66236114501953,68.00540161132812,67.5640869140625,0.03906983078898274,0.04585682087138765
14,14,14,14,2019-02-26,70.56124114990234,69.18219757080078,66.87456512451172,0.019933503524375062,0.055128224288659045
15,15,15,15,2019-02-27,71.00251770019531,68.95234680175781,67.41699981689453,0.02973315620905348,0.05318418044468154
16,16,16,16,2019-02-28,71.36107635498047,69.44881439208984,67.61006927490234,0.027534839573998937,0.05548000645919382
17,17,17,17,2019-03-01,72.25286102294922,69.08106231689453,69.00748443603516,0.04591415649494124,0.047029342011768005
18,18,18,18,2019-03-04,72.28044891357422,69.99120330810547,68.38232421875,0.032707618918785375,0.057004858190464525
19,19,19,19,2019-03-05,71.91270446777344,70.66236114501953,68.00540161132812,0.017694615669406222,0.05745577209846875
20,20,20,20,2019-03-06,71.43462371826172,70.56124114990234,69.18219757080078,0.012377653143939682,0.032557886660882884
21,21,21,21,2019-03-07,70.60722351074219,71.00251770019531,68.95234680175781,-0.005567326374569359,0.02400029564972228
22,22,22,22,2019-03-08,70.4509048461914,71.36107635498047,69.44881439208984,-0.01275445320165125,0.014429194549586244
23,23,23,23,2019-03-11,71.53575897216797,72.25286102294922,69.08106231689453,-0.00992489488483339,0.03553356843316968
24,24,24,24,2019-03-12,71.93107604980469,72.28044891357422,69.99120330810547,-0.004833573518438938,0.027715950719689575
25,25,25,25,2019-03-13,72.28044891357422,71.91270446777344,70.66236114501953,0.0051137618661745154,0.022898863586427565
26,26,26,26,2019-03-14,72.6114273071289,71.43462371826172,70.56124114990234,0.016473854380594233,0.029055415180000654
27,27,27,27,2019-03-15,73.42045593261719,70.60722351074219,71.00251770019531,0.039843408110318945,0.034054260478924236
28,28,28,28,2019-03-18,72.4735107421875,70.4509048461914,71.36107635498047,0.028709438159976175,0.01558881177286775
29,29,29,29,2019-03-19,73.51237487792969,71.53575897216797,72.25286102294922,0.027631158656340693,0.017432027426296903
30,30,30,30,2019-03-20,73.4939956665039,71.93107604980469,72.28044891357422,0.021728016631046287,0.016789419146811424
31,31,31,31,2019-03-21,73.60431671142578,72.28044891357422,71.91270446777344,0.018315710786944717,0.023523134836493487
32,32,32,32,2019-03-22,71.68285369873047,72.6114273071289,71.43462371826172,-0.012788257204624176,0.0034749252889993976
33,33,33,33,2019-03-25,71.9218978881836,73.42045593261719,70.60722351074219,-0.02041063386760933,0.018619545027732
34,34,34,34,2019-03-26,72.62979888916016,72.4735107421875,70.4509048461914,0.002156486492404408,0.030927836167977008
35,35,35,35,2019-03-27,72.38157653808594,73.51237487792969,71.53575897216797,-0.015382421554486436,0.011823702971363481
36,36,36,36,2019-03-28,73.0343246459961,73.4939956665039,71.93107604980469,-0.006254538433230317,0.015337579482719299
37,37,37,37,2019-03-29,73.4939956665039,73.60431671142578,72.28044891357422,-0.001498839332404911,0.016789419146811424
38,38,38,38,2019-04-01,73.236572265625,71.68285369873047,72.6114273071289,0.021674898343535753,0.008609456964010276
39,39,39,39,2019-04-02,73.19979858398438,71.9218978881836,73.42045593261719,0.017767894526191874,-0.003005393331189987
