,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CRM,CRM_6m,CRM_12m,CRM_6m_ret,CRM_12m_ret
246,246,246,246,2020-01-28,182.8500061035156,182.22999572753903,179.60000610351562,0.0034023508232068345,0.018095767759199077
247,247,247,247,2020-01-29,181.7700042724609,185.2700042724609,180.1999969482422,-0.018891347327076424,0.008712582412915726
248,248,248,248,2020-01-30,185.6699981689453,182.75,183.8500061035156,0.01597810215565154,0.009899331003584422
249,249,249,249,2020-01-31,182.3099975585937,183.97999572753903,182.1199951171875,-0.009077063853281553,0.0010432816082821539
250,250,250,250,2020-02-03,185.4199981689453,182.1100006103516,181.0599975585937,0.018175814329252082,0.024080419027624478
251,251,251,251,2020-02-04,188.33999633789065,180.7100067138672,182.69000244140625,0.04222228620745194,0.030926672620175344
252,252,252,252,2020-02-05,185.4900054931641,182.8500061035156,182.22999572753903,0.014438060166943156,0.017889534336044566
253,253,253,253,2020-02-06,186.72999572753903,181.7700042724609,185.2700042724609,0.027287183465339204,0.00788034447784125
254,254,254,254,2020-02-07,185.72000122070312,185.6699981689453,182.75,0.0002693114248448758,0.016251716665954152
255,255,255,255,2020-02-10,189.1199951171875,182.3099975585937,183.97999572753903,0.0373539446535569,0.027937816659483028
256,256,256,256,2020-02-11,189.1100006103516,185.4199981689453,182.1100006103516,0.019900779192350893,0.03843830638921042
257,257,257,257,2020-02-12,189.4600067138672,188.33999633789065,180.7100067138672,0.005946747359850235,0.048420118836333126
258,258,258,258,2020-02-13,188.63999938964844,185.4900054931641,182.8500061035156,0.016982014141998736,0.03166526165088013
259,259,259,259,2020-02-14,189.9499969482422,186.72999572753903,181.7700042724609,0.01724415623830211,0.04500188415862061
260,260,260,260,2020-02-18,191.08999633789065,185.72000122070312,185.6699981689453,0.028914468457309717,0.02919156687885338
261,261,261,261,2020-02-19,192.8699951171875,189.1199951171875,182.3099975585937,0.01982868071499433,0.05792330481053232
262,262,262,262,2020-02-20,193.3600006103516,189.1100006103516,185.4199981689453,0.022473692487352093,0.04282171567153048
263,263,263,263,2020-02-21,189.5,189.4600067138672,188.33999633789065,0.0002110909147872153,0.0061590935789774814
264,264,264,264,2020-02-24,185.94000244140625,188.63999938964844,185.4900054931641,-0.014312960967865385,0.0024259902685632717
265,265,265,265,2020-02-25,181.2700042724609,189.9499969482422,186.72999572753903,-0.04569619802703351,-0.029240034167006046
266,266,266,266,2020-02-26,178.8699951171875,191.08999633789065,185.72000122070312,-0.06394893220415054,-0.03688351312993654
267,267,267,267,2020-02-27,172.14999389648438,192.8699951171875,189.1199951171875,-0.10742988409427645,-0.0897313962502364
268,268,268,268,2020-02-28,170.39999389648438,193.3600006103516,189.1100006103516,-0.11874227679661087,-0.09893716172323386
269,269,269,269,2020-03-02,176.75999450683594,189.5,189.4600067138672,-0.06722958043886051,-0.06703268107770888
270,270,270,270,2020-03-03,169.3699951171875,185.94000244140625,188.63999938964844,-0.08911480642493974,-0.10215227064678611
271,271,271,271,2020-03-04,175.69000244140625,181.2700042724609,189.9499969482422,-0.030782819548387796,-0.0750723597575077
272,272,272,272,2020-03-05,169.60000610351562,178.8699951171875,191.08999633789065,-0.051825288012103954,-0.11246004838670798
273,273,273,273,2020-03-06,164.0800018310547,172.14999389648438,192.8699951171875,-0.04687767848706548,-0.1492714990148678
274,274,274,274,2020-03-09,151.2100067138672,170.39999389648438,193.3600006103516,-0.1126172997064474,-0.2179871419292284
275,275,275,275,2020-03-10,161.33999633789062,176.75999450683594,189.5,-0.08723692378452164,-0.1486016024385719
276,276,276,276,2020-03-11,154.57000732421875,169.3699951171875,185.94000244140625,-0.08738258380847563,-0.16871030819241206
277,277,277,277,2020-03-12,140.58999633789062,175.69000244140625,181.2700042724609,-0.19978374190769166,-0.2244166545802333
278,278,278,278,2020-03-13,147.77999877929688,169.60000610351562,178.8699951171875,-0.12865569893258655,-0.17381336829311067
279,279,279,279,2020-03-16,124.3000030517578,164.0800018310547,172.14999389648438,-0.2424427007275174,-0.2779552282383425
280,280,280,280,2020-03-17,135.4199981689453,151.2100067138672,170.39999389648438,-0.10442436243522635,-0.2052816724206512
281,281,281,281,2020-03-18,132.24000549316406,161.33999633789062,176.75999450683594,-0.18036439509880198,-0.25186688389464806
282,282,282,282,2020-03-19,139.4600067138672,154.57000732421875,169.3699951171875,-0.09775506174789483,-0.17659555568048235
283,283,283,283,2020-03-20,139.35000610351562,140.58999633789062,175.69000244140625,-0.008819903739060053,-0.20684157227449662
284,284,284,284,2020-03-23,140.52000427246094,147.77999877929688,169.60000610351562,-0.049127044030352396,-0.171462268776722
285,285,285,285,2020-03-24,153.63999938964844,124.3000030517578,164.0800018310547,0.2360417990148691,-0.06362751295039493
286,286,286,286,2020-03-25,147.05999755859375,135.4199981689453,151.2100067138672,0.08595480392140287,-0.027445334111560804
287,287,287,287,2020-03-26,154.72999572753906,132.24000549316406,161.33999633789062,0.17006948956560342,-0.04096938614346057
288,288,288,288,2020-03-27,146.0,139.4600067138672,154.57000732421875,0.04689511667349233,-0.05544418010049457
289,289,289,289,2020-03-30,149.85000610351562,139.35000610351562,140.58999633789062,0.07534983523574534,0.0658653532031519
290,290,290,290,2020-03-31,143.97999572753906,140.52000427246094,147.77999877929688,0.02462276793252438,-0.0257139199021984
291,291,291,291,2020-04-01,134.05999755859375,153.63999938964844,124.3000030517578,-0.12744078305674544,0.07851966425754586
292,292,292,292,2020-04-02,134.32000732421875,147.05999755859375,135.4199981689453,-0.0866312419820281,-0.008122809478658066
293,293,293,293,2020-04-03,134.30999755859375,154.72999572753906,132.24000549316406,-0.13197181369346433,0.01565329688024475
294,294,294,294,2020-04-06,147.5500030517578,146.0,139.4600067138672,0.010616459258615096,0.05800943602769948
295,295,295,295,2020-04-07,145.07000732421875,149.85000610351562,139.35000610351562,-0.03189855578647671,0.04104772852649918
296,296,296,296,2020-04-08,151.1199951171875,143.97999572753906,140.52000427246094,0.04959021809640718,0.07543403446084262
297,297,297,297,2020-04-09,154.5500030517578,134.05999755859375,153.63999938964844,0.15284205479869906,0.0059229605944055574
298,298,298,298,2020-04-13,152.5,134.32000732421875,147.05999755859375,0.13534835977114534,0.03699172128191264
299,299,299,299,2020-04-14,157.7100067138672,134.30999755859375,154.72999572753906,0.174223881919624,0.01925942654051105
300,300,300,300,2020-04-15,155.6300048828125,147.5500030517578,146.0,0.05476110921001043,0.06595893755351034
301,301,301,301,2020-04-16,157.05999755859375,145.07000732421875,149.85000610351562,0.0826496838011348,0.048114722465192994
302,302,302,302,2020-04-17,162.6199951171875,151.1199951171875,143.97999572753906,0.07609846725499314,0.12946242493937765
303,303,303,303,2020-04-20,162.75999450683594,154.5500030517578,134.05999755859375,0.05312191066297589,0.2140832274422373
304,304,304,304,2020-04-21,150.55999755859375,152.5,134.32000732421875,-0.012721327484631173,0.12090522147735783
305,305,305,305,2020-04-22,154.13999938964844,157.7100067138672,134.30999755859375,-0.02263653016447975,0.14764352759669808
306,306,306,306,2020-04-23,151.72000122070312,155.6300048828125,147.5500030517578,-0.025123713547741344,0.028261593240920257
307,307,307,307,2020-04-24,153.97999572753906,157.05999755859375,145.07000732421875,-0.019610351960598016,0.06141854245176437
308,308,308,308,2020-04-27,157.6300048828125,162.6199951171875,151.1199951171875,-0.030684973460853304,0.043078414346008564
309,309,309,309,2020-04-28,154.4600067138672,162.75999450683594,154.5500030517578,-0.05099525726894849,-0.0005823121068492254
310,310,310,310,2020-04-29,160.42999267578125,150.55999755859375,152.5,0.06555522899332122,0.05199995197233598
311,311,311,311,2020-04-30,161.9499969482422,154.13999938964844,157.7100067138672,0.05066820805449046,0.02688472547000531
312,312,312,312,2020-05-01,156.3699951171875,151.72000122070312,155.6300048828125,0.03064852266722662,0.004754804415332492
313,313,313,313,2020-05-04,161.47000122070312,153.97999572753906,157.05999755859375,0.048642717891857146,0.028078465113079876
314,314,314,314,2020-05-05,163.25,157.6300048828125,162.6199951171875,0.03565307963649178,0.003874092373195026
315,315,315,315,2020-05-06,163.6699981689453,154.4600067138672,162.75999450683594,0.05962703000615144,0.005591077001855904
316,316,316,316,2020-05-07,169.89999389648438,160.42999267578125,150.55999755859375,0.05902887024274439,0.12845375034204576
317,317,317,317,2020-05-08,175.89999389648438,161.9499969482422,154.13999938964844,0.08613767959934249,0.14117032952510367
318,318,318,318,2020-05-11,182.6699981689453,156.3699951171875,151.72000122070312,0.16819085421118007,0.2039941780861183
319,319,319,319,2020-05-12,177.5399932861328,161.47000122070312,153.97999572753906,0.09952308133982513,0.15300687240102384
320,320,320,320,2020-05-13,169.63999938964844,163.25,157.6300048828125,0.03914241586308376,0.07619104316950676
321,321,321,321,2020-05-14,167.0,163.6699981689453,154.4600067138672,0.020345829219215572,0.08118602059472124
322,322,322,322,2020-05-15,171.3300018310547,169.89999389648438,160.42999267578125,0.008416762718906234,0.06794246495604872
323,323,323,323,2020-05-18,172.5,175.89999389648438,161.9499969482422,-0.019329130269812533,0.06514358289941491
324,324,324,324,2020-05-19,176.0399932861328,182.6699981689453,156.3699951171875,-0.03629498521525487,0.1257913844289893
325,325,325,325,2020-05-20,176.92999267578125,177.5399932861328,161.47000122070312,-0.0034358490110363293,0.09574528604819199
326,326,326,326,2020-05-21,175.25999450683594,169.63999938964844,163.25,0.03312895035019925,0.07356811336499813
327,327,327,327,2020-05-22,177.85000610351562,167.0,163.6699981689453,0.06497009642823737,0.08663779613373768
328,328,328,328,2020-05-26,176.52000427246094,171.3300018310547,169.89999389648438,0.03029243206641663,0.03896415899820438
329,329,329,329,2020-05-27,176.60000610351562,172.5,175.89999389648438,0.023768151324728315,0.003979603361687456
330,330,330,330,2020-05-28,181.1000061035156,176.0399932861328,182.6699981689453,0.028743541299494968,-0.008594690322259013
331,331,331,331,2020-05-29,174.7899932861328,176.92999267578125,177.5399932861328,-0.012095175935319946,-0.015489467748080576
332,332,332,332,2020-06-01,176.36000061035156,175.25999450683594,169.63999938964844,0.006276424386586044,0.0396133060886652
333,333,333,333,2020-06-02,174.22999572753906,177.85000610351562,167.0,-0.020354288736259996,0.0432933875900543
334,334,334,334,2020-06-03,174.99000549316406,176.52000427246094,171.3300018310547,-0.008667565954368017,0.021362304459194625
335,335,335,335,2020-06-04,171.44000244140625,176.60000610351562,172.5,-0.02921859277334793,-0.006144913383152151
336,336,336,336,2020-06-05,173.8800048828125,181.1000061035156,176.0399932861328,-0.03986748192916234,-0.012269873243005103
337,337,337,337,2020-06-08,176.5500030517578,174.7899932861328,176.92999267578125,0.010069282185644512,-0.002147683489253094
338,338,338,338,2020-06-09,174.55999755859375,176.36000061035156,175.25999450683594,-0.010206413276980686,-0.003994048671585926
339,339,339,339,2020-06-10,182.1000061035156,174.22999572753906,177.85000610351562,0.045170238012768316,0.023896541209710742
340,340,340,340,2020-06-11,172.0500030517578,174.99000549316406,176.52000427246094,-0.016800973479145886,-0.02532291588778579
341,341,341,341,2020-06-12,175.11000061035156,171.44000244140625,176.60000610351562,0.021406895220965838,-0.008437176906385124
342,342,342,342,2020-06-15,178.61000061035156,173.8800048828125,181.1000061035156,0.027202643171806207,-0.013749339642433633
343,343,343,343,2020-06-16,180.47999572753903,176.5500030517578,174.7899932861328,0.022259941137633854,0.03255336495202932
344,344,344,344,2020-06-17,181.3999938964844,174.55999755859375,176.36000061035156,0.03918421421605878,0.028577870654855397
345,345,345,345,2020-06-18,187.6600036621093,182.1000061035156,174.22999572753906,0.030532659924421335,0.07708206545313856
346,346,346,346,2020-06-19,186.9499969482422,172.0500030517578,174.99000549316406,0.08660269475265281,0.06834671169574502
347,347,347,347,2020-06-22,191.6499938964844,175.11000061035156,171.44000244140625,0.09445487538394248,0.11788375622536162
348,348,348,348,2020-06-23,189.0599975585937,178.61000061035156,173.8800048828125,0.05850734512363287,0.08730154272776702
349,349,349,349,2020-06-24,185.5500030517578,180.47999572753903,176.5500030517578,0.028091796566045435,0.05097705944168984
350,350,350,350,2020-06-25,188.33999633789065,181.3999938964844,174.55999755859375,0.03825800813073088,0.07894133233286404
351,351,351,351,2020-06-26,183.1699981689453,187.6600036621093,182.1000061035156,-0.02392627840532524,0.0058758485972894015
352,352,352,352,2020-06-29,183.3300018310547,186.9499969482422,172.0500030517578,-0.01936344036523152,0.06556232827211006
353,353,353,353,2020-06-30,187.3300018310547,191.6499938964844,175.11000061035156,-0.022541049846122485,0.06978471348358117
354,354,354,354,2020-07-01,191.88999938964844,189.0599975585937,178.61000061035156,0.014968802854118612,0.07435193289242514
355,355,355,355,2020-07-02,192.52999877929688,185.5500030517578,180.47999572753903,0.03761786910664755,0.06676641919888504
356,356,356,356,2020-07-06,197.72000122070312,188.33999633789065,181.3999938964844,0.04980357367101318,0.0899669673281891
357,357,357,357,2020-07-07,196.3800048828125,183.1699981689453,187.6600036621093,0.07211883412087516,0.046467020412106486
358,358,358,358,2020-07-08,200.27999877929688,183.3300018310547,186.9499969482422,0.092456208907161,0.07130249825436019
359,359,359,359,2020-07-09,200.7400054931641,187.3300018310547,191.6499938964844,0.07158492249524095,0.0474302733429226
360,360,360,360,2020-07-10,198.8800048828125,191.88999938964844,189.0599975585937,0.03642714844649242,0.051941222104244344
361,361,361,361,2020-07-13,188.33999633789065,192.52999877929688,185.5500030517578,-0.021762854973106593,0.015036341903775563
362,362,362,362,2020-07-14,189.5599975585937,197.72000122070312,188.33999633789065,-0.04127050177893188,0.006477653416294471
363,363,363,363,2020-07-15,188.08999633789065,196.3800048828125,183.1699981689453,-0.04221411721559343,0.026860283988251243
364,364,364,364,2020-07-16,185.509994506836,200.27999877929688,183.3300018310547,-0.07374677632556326,0.011891085223411757
365,365,365,365,2020-07-17,187.77999877929688,200.7400054931641,187.3300018310547,-0.06456115552068442,0.0024021616604050777
366,366,366,366,2020-07-20,195.08999633789065,198.8800048828125,191.88999938964844,-0.01905676011600599,0.01667620490083155
367,367,367,367,2020-07-21,190.8000030517578,188.33999633789065,192.52999877929688,0.013061520450779796,-0.008985590497625262
368,368,368,368,2020-07-22,191.3099975585937,189.5599975585937,197.72000122070312,0.009231905584188738,-0.032419601570578216
369,369,369,369,2020-07-23,188.5399932861328,188.08999633789065,196.3800048828125,0.0023924555106789036,-0.03992265710227538
370,370,370,370,2020-07-24,188.4900054931641,185.509994506836,200.27999877929688,0.016063883750577546,-0.05886755221685935
371,371,371,371,2020-07-27,190.9600067138672,187.77999877929688,200.7400054931641,0.01693475319652049,-0.048719729558988956
372,372,372,372,2020-07-28,189.5,195.08999633789065,198.8800048828125,-0.028653423767607933,-0.04716414246037226
373,373,373,373,2020-07-29,193.6100006103516,190.8000030517578,188.33999633789065,0.014727450281180055,0.02798133362499544
374,374,374,374,2020-07-30,191.6999969482422,191.3099975585937,189.5599975585937,0.00203857296861365,0.01128929846597515
375,375,375,375,2020-07-31,194.8500061035156,188.5399932861328,188.08999633789065,0.03346776833606091,0.03594029399352561
376,376,376,376,2020-08-03,203.19000244140625,188.4900054931641,185.509994506836,0.07798820372348758,0.09530488091259559
377,377,377,377,2020-08-04,201.4100036621093,190.9600067138672,187.77999877929688,0.05472348439901498,0.07258496629788636
378,378,378,378,2020-08-05,202.63999938964844,189.5,195.08999633789065,0.06934036617228734,0.03870010350854369
379,379,379,379,2020-08-06,207.7899932861328,193.6100006103516,190.8000030517578,0.07323998053343872,0.08904606898651979
380,380,380,380,2020-08-07,201.0500030517578,191.6999969482422,191.3099975585937,0.048774158854264726,0.05091216150468547
381,381,381,381,2020-08-10,197.1600036621093,194.8500061035156,188.5399932861328,0.011855260386117061,0.0457197978303443
382,382,382,382,2020-08-11,191.9900054931641,203.19000244140625,188.4900054931641,-0.05512080719361123,0.01856862378905788
383,383,383,383,2020-08-12,192.6199951171875,201.4100036621093,190.9600067138672,-0.0436423632644789,0.008692858949296278
384,384,384,384,2020-08-13,195.13999938964844,202.63999938964844,189.5,-0.037011448986330464,0.029762529760677836
385,385,385,385,2020-08-14,193.4600067138672,207.7899932861328,193.6100006103516,-0.06896379534760766,-0.0007747218429396963
386,386,386,386,2020-08-17,196.7400054931641,201.0500030517578,191.6999969482422,-0.021437440901128313,0.026291124805195798
387,387,387,387,2020-08-18,204.009994506836,197.1600036621093,194.8500061035156,0.034743308569146425,0.04701045992502606
388,388,388,388,2020-08-19,205.1100006103516,191.9900054931641,203.19000244140625,0.06833686515861181,0.009449274796376805
389,389,389,389,2020-08-20,209.509994506836,192.6199951171875,201.4100036621093,0.08768559764199368,0.04021642767215994
390,390,390,390,2020-08-21,207.52999877929688,195.13999938964844,202.63999938964844,0.06349287397971404,0.02413146172708802
391,391,391,391,2020-08-24,208.4600067138672,193.4600067138672,207.7899932861328,0.07753540514544399,0.0032244739851921
392,392,392,392,2020-08-25,216.0500030517578,196.7400054931641,201.0500030517578,0.09814982728189792,0.07460830525895812
393,393,393,393,2020-08-26,272.32000732421875,204.009994506836,197.1600036621093,0.33483659946421795,0.3812132393287935
394,394,394,394,2020-08-27,276.32000732421875,205.1100006103516,191.9900054931641,0.34717959388603936,0.43924162413786316
395,395,395,395,2020-08-28,271.1000061035156,209.509994506836,192.6199951171875,0.2939717111904656,0.40743439401803494
396,396,396,396,2020-08-31,272.6499938964844,207.52999877929688,195.13999938964844,0.31378593697406143,0.3972019819066761
397,397,397,397,2020-09-01,281.25,208.4600067138672,193.4600067138672,0.34917965529016115,0.45378884647707407
398,398,398,398,2020-09-02,276.69000244140625,216.0500030517578,196.7400054931641,0.28067576270814154,0.40637386762205874
399,399,399,399,2020-09-03,265.010009765625,272.32000732421875,204.009994506836,-0.026843409819281572,0.2990050335830239
400,400,400,400,2020-09-04,254.6999969482422,276.32000732421875,205.1100006103516,-0.07824265273201458,0.24177268875395774
401,401,401,401,2020-09-08,241.2700042724609,271.1000061035156,209.509994506836,-0.11003320235878034,0.15159186004650782
402,402,402,402,2020-09-09,250.42999267578125,272.6499938964844,207.52999877929688,-0.08149643028834719,0.20671707294764397
403,403,403,403,2020-09-10,247.8000030517578,281.25,208.4600067138672,-0.11893332248263888,0.18871723626052073
404,404,404,404,2020-09-11,243.1000061035156,276.69000244140625,216.0500030517578,-0.121399385743993,0.12520251177815345
405,405,405,405,2020-09-14,246.63999938964844,265.010009765625,272.32000732421875,-0.06931817553692787,-0.09430084916234671
406,406,406,406,2020-09-15,251.67999267578125,254.6999969482422,276.32000732421875,-0.01185710368530013,-0.08917202517125822
407,407,407,407,2020-09-16,250.6000061035156,241.2700042724609,271.1000061035156,0.03867037620026115,-0.07561785148825262
408,408,408,408,2020-09-17,244.52999877929688,250.42999267578125,272.6499938964844,-0.023559454015249615,-0.10313587290181148
409,409,409,409,2020-09-18,242.77999877929688,247.8000030517578,281.25,-0.020258289792726147,-0.13678222656250005
410,410,410,410,2020-09-21,245.0500030517578,243.1000061035156,276.69000244140625,0.00802137761943067,-0.11435179844038179
411,411,411,411,2020-09-22,247.77999877929688,246.63999938964844,265.010009765625,0.004622118847184442,-0.06501645353534513
412,412,412,412,2020-09-23,235.9900054931641,251.67999267578125,254.6999969482422,-0.06234101890979182,-0.07345893867003139
413,413,413,413,2020-09-24,237.5500030517578,250.6000061035156,241.2700042724609,-0.05207503086160026,-0.01541841569539737
414,414,414,414,2020-09-25,242.7400054931641,244.52999877929688,250.42999267578125,-0.007320137795233661,-0.030707133360711292
415,415,415,415,2020-09-28,246.6699981689453,242.77999877929688,247.8000030517578,0.016022734200541455,-0.004560148784891194
416,416,416,416,2020-09-29,247.4499969482422,245.0500030517578,243.1000061035156,0.009793894579048334,0.01789383272526246
417,417,417,417,2020-09-30,251.32000732421875,247.77999877929688,246.63999938964844,0.01428690193866311,0.018975056544566105
418,418,418,418,2020-10-01,253.4499969482422,235.9900054931641,251.67999267578125,0.07398614792431912,0.007032757167714454
419,419,419,419,2020-10-02,247.8500061035156,237.5500030517578,250.6000061035156,0.04335930507024077,-0.01097366294102986
420,420,420,420,2020-10-05,251.52999877929688,242.7400054931641,244.52999877929688,0.03621155593316616,0.028626344558721817
421,421,421,421,2020-10-06,250.13999938964844,246.6699981689453,242.77999877929688,0.014067382521025129,0.030315514652598186
422,422,422,422,2020-10-07,259.9800109863281,247.4499969482422,245.0500030517578,0.050636549576142276,0.06092637318358607
423,423,423,423,2020-10-08,260.2200012207031,251.32000732421875,247.77999877929688,0.03541299394044195,0.0502058378508865
424,424,424,424,2020-10-09,265.9800109863281,253.4499969482422,235.9900054931641,0.049437814910073596,0.12708167632138445
425,425,425,425,2020-10-12,267.07000732421875,247.8500061035156,237.5500030517578,0.07754690638448425,0.12426859142590319
426,426,426,426,2020-10-13,266.8299865722656,251.52999877929688,242.7400054931641,0.06082768603037936,0.09924190711851955
427,427,427,427,2020-10-14,261.8299865722656,250.13999938964844,246.6699981689453,0.04673377792892475,0.061458582380728766
428,428,428,428,2020-10-15,257.7200012207031,259.9800109863281,247.4499969482422,-0.008693013578431774,0.04150335178468012
429,429,429,429,2020-10-16,258.54998779296875,260.2200012207031,251.32000732421875,-0.006417698178081133,0.028768025855668844
430,430,430,430,2020-10-19,255.009994506836,265.9800109863281,253.4499969482422,-0.04124376278808417,0.00615505061107724
431,431,431,431,2020-10-20,255.97000122070312,267.07000732421875,247.8500061035156,-0.04156215898118576,0.03276173055164744
432,432,432,432,2020-10-21,254.22999572753903,266.8299865722656,251.52999877929688,-0.04722104515533576,0.010734293966308428
433,433,433,433,2020-10-22,249.6699981689453,261.8299865722656,250.13999938964844,-0.04644230617933498,-0.0018789526739023676
434,434,434,434,2020-10-23,250.5200042724609,257.7200012207031,259.9800109863281,-0.02793728431685194,-0.03638743870337291
435,435,435,435,2020-10-26,241.97999572753903,258.54998779296875,260.2200012207031,-0.06408815644074972,-0.07009455617400451
436,436,436,436,2020-10-27,250.3000030517578,255.009994506836,265.9800109863281,-0.018469830816579713,-0.0589518282837288
437,437,437,437,2020-10-28,238.42999267578125,255.97000122070312,267.07000732421875,-0.06852368817156229,-0.10723785473098435
438,438,438,438,2020-10-29,237.13999938964844,254.22999572753903,266.8299865722656,-0.06722258043935192,-0.1112693050883029
439,439,439,439,2020-10-30,232.2700042724609,249.6699981689453,261.8299865722656,-0.06969196949611167,-0.11289761988986735
440,440,440,440,2020-11-02,232.4499969482422,250.5200042724609,257.7200012207031,-0.07212999766903294,-0.09805216573323128
441,441,441,441,2020-11-03,237.1300048828125,241.97999572753903,258.54998779296875,-0.020042941277623072,-0.08284658256223965
442,442,442,442,2020-11-04,250.7400054931641,250.3000030517578,255.009994506836,0.0017579002638496988,-0.01674439867319566
443,443,443,443,2020-11-05,260.2200012207031,238.42999267578125,255.97000122070312,0.09138954499970176,0.016603508144438894
444,444,444,444,2020-11-06,260.1499938964844,237.13999938964844,254.22999572753903,0.0970312666191242,0.023285994054335957
445,445,445,445,2020-11-09,259.2799987792969,232.2700042724609,249.6699981689453,0.11628705390280314,0.038490810593304614
446,446,446,446,2020-11-10,247.6600036621093,232.4499969482422,250.5200042724609,0.06543345628545572,-0.011416256432923988
447,447,447,447,2020-11-11,254.17999267578125,237.1300048828125,241.97999572753903,0.0719014356761587,0.050417378145501734
448,448,448,448,2020-11-12,249.4199981689453,250.7400054931641,250.3000030517578,-0.0052644464197986185,-0.0035158005276992865
449,449,449,449,2020-11-13,249.509994506836,260.2200012207031,238.42999267578125,-0.04115750773816784,0.04647067135602101
450,450,450,450,2020-11-16,249.88999938964844,260.1499938964844,237.13999938964844,-0.03943876512608513,0.05376570815896087
451,451,451,451,2020-11-17,256.1700134277344,259.2799987792969,232.2700042724609,-0.011994698265213155,0.10289752751387526
452,452,452,452,2020-11-18,257.1600036621094,247.6600036621093,232.4499969482422,0.03835904005299651,0.10630246090891182
453,453,453,453,2020-11-19,264.6499938964844,254.17999267578125,237.1300048828125,0.0411912877582703,0.11605443616159827
454,454,454,454,2020-11-20,258.0400085449219,249.4199981689453,250.7400054931641,0.03456022147084514,0.029113834616856904
455,455,455,455,2020-11-23,257.6400146484375,249.509994506836,260.2200012207031,0.03258394581616164,-0.009914635924075044
456,456,456,456,2020-11-24,260.8399963378906,249.88999938964844,260.1499938964844,0.043819268378035625,0.0026523254183923317
457,457,457,457,2020-11-25,246.82000732421875,256.1700134277344,259.2799987792969,-0.036499221663012005,-0.048056122777462185
458,458,458,458,2020-11-27,247.6300048828125,257.1600036621094,247.6600036621093,-0.03705863526047637,-0.00012112888174597991
459,459,459,459,2020-11-30,245.8000030517578,264.6499938964844,254.17999267578125,-0.07122611479106844,-0.0329687224230607
460,460,460,460,2020-12-01,241.3500061035156,258.0400085449219,249.4199981689453,-0.06467990190947748,-0.03235503217333635
461,461,461,461,2020-12-02,220.77999877929688,257.6400146484375,249.509994506836,-0.1430679000676115,-0.11514567095528505
462,462,462,462,2020-12-03,220.97000122070312,260.8399963378906,249.88999938964844,-0.1528523066897307,-0.11573091456073414
463,463,463,463,2020-12-04,225.8600006103516,246.82000732421875,256.1700134277344,-0.0849202094315411,-0.1183199095468418
464,464,464,464,2020-12-07,227.6999969482422,247.6300048828125,257.1600036621094,-0.0804830090925448,-0.11455905387439491
465,465,465,465,2020-12-08,227.8600006103516,245.8000030517578,264.6499938964844,-0.07298617664227047,-0.13901376963765544
466,466,466,466,2020-12-09,220.57000732421875,241.3500061035156,258.0400085449219,-0.08609901907516115,-0.14521004487635492
467,467,467,467,2020-12-10,222.9199981689453,220.77999877929688,257.6400146484375,0.009692904255279355,-0.13476173926969137
468,468,468,468,2020-12-11,222.4199981689453,220.97000122070312,260.8399963378906,0.006561962891939999,-0.14729335496223617
469,469,469,469,2020-12-14,221.2700042724609,225.8600006103516,246.82000732421875,-0.020322307294283748,-0.1035167421342621
470,470,470,470,2020-12-15,220.1499938964844,227.6999969482422,247.6300048828125,-0.033157677439380695,-0.11097205687708411
471,471,471,471,2020-12-16,223.6199951171875,227.8600006103516,245.8000030517578,-0.018607941199888955,-0.09023599535879545
472,472,472,472,2020-12-17,225.9199981689453,220.57000732421875,241.3500061035156,0.02425529612855537,-0.06393208015065188
473,473,473,473,2020-12-18,227.42999267578125,222.9199981689453,220.77999877929688,0.020231448698550203,0.030120454449010348
474,474,474,474,2020-12-21,226.47000122070312,222.4199981689453,220.97000122070312,0.018208808043787217,0.024890256458417026
475,475,475,475,2020-12-22,231.1699981689453,221.2700042724609,225.8600006103516,0.0447416898148294,0.023510128151263077
476,476,476,476,2020-12-23,227.42999267578125,220.1499938964844,227.6999969482422,0.03306835785205586,-0.0011857895304333566
477,477,477,477,2020-12-24,225.77999877929688,223.6199951171875,227.8600006103516,0.009659259946667165,-0.00912842019434379
478,478,478,478,2020-12-28,224.63999938964844,225.9199981689453,220.57000732421875,-0.005665717022269479,0.018452155462130193
479,479,479,479,2020-12-29,222.4600067138672,227.42999267578125,222.9199981689453,-0.021852816787446105,-0.0020634822306498934
480,480,480,480,2020-12-30,222.3999938964844,226.47000122070312,222.4199981689453,-0.017971507494506267,-8.993918094413189e-05
481,481,481,481,2020-12-31,222.52999877929688,231.1699981689453,221.2700042724609,-0.03737508957946212,0.005694375570601373
482,482,482,482,2021-01-04,220.3099975585937,227.42999267578125,220.1499938964844,-0.03130631555415675,0.0007267938521249295
483,483,483,483,2021-01-05,221.5200042724609,225.77999877929688,223.6199951171875,-0.01886790030059382,-0.009390890307577782
484,484,484,484,2021-01-06,216.1499938964844,224.63999938964844,225.9199981689453,-0.03779382797467756,-0.04324541586245412
485,485,485,485,2021-01-07,217.97999572753903,222.4600067138672,227.42999267578125,-0.020138500634365397,-0.04155123445707487
486,486,486,486,2021-01-08,222.0399932861328,222.3999938964844,226.47000122070312,-0.0016187078247814624,-0.019561124699483345
487,487,487,487,2021-01-11,218.25,222.52999877929688,231.1699981689453,-0.019233356413854708,-0.055889597574435346
