,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ED,ED_6m,ED_12m,ED_6m_ret,ED_12m_ret
0,0,0,0,2019-02-05,64.54210662841797,,,,
1,1,1,1,2019-02-06,64.2676010131836,,,,
2,2,2,2,2019-02-07,64.97466278076172,,,,
3,3,3,3,2019-02-08,65.6567611694336,,,,
4,4,4,4,2019-02-11,65.69004821777344,,,,
5,5,5,5,2019-02-12,65.97555541992188,,,,
6,6,6,6,2019-02-13,65.35417175292969,64.54210662841797,,0.012581943275991048,
7,7,7,7,2019-02-14,65.53050231933594,64.2676010131836,,0.01965066824095829,
8,8,8,8,2019-02-15,65.92515563964844,64.97466278076172,,0.014628669364454838,
9,9,9,9,2019-02-19,66.2274398803711,65.6567611694336,,0.008691849868512458,
10,10,10,10,2019-02-20,66.34500885009766,65.69004821777344,,0.009970469653986402,
11,11,11,11,2019-02-21,67.17630767822266,65.97555541992188,,0.018199956797001926,
12,12,12,12,2019-02-22,68.93968963623047,65.35417175292969,64.54210662841797,0.05486287695383507,0.06813510183561688
13,13,13,13,2019-02-25,68.53665161132812,65.53050231933594,64.2676010131836,0.045874046216568765,0.06642617012059926
14,14,14,14,2019-02-26,68.31832122802734,65.92515563964844,64.97466278076172,0.03630125048866195,0.05146095884403179
15,15,15,15,2019-02-27,68.57025146484375,66.2274398803711,65.6567611694336,0.03537524006219406,0.04437456620638991
16,16,16,16,2019-02-28,69.23359680175781,66.34500885009766,65.69004821777344,0.04353888863270394,0.05394346145457107
17,17,17,17,2019-03-01,69.40995025634766,67.17630767822266,65.97555541992188,0.03325045176380104,0.052055565346385
18,18,18,18,2019-03-04,69.86335754394531,68.93968963623047,65.35417175292969,0.013398202292303596,0.06899614316990399
19,19,19,19,2019-03-05,69.63666534423828,68.53665161132812,65.53050231933594,0.016050006924008153,0.06266033189998521
20,20,20,20,2019-03-06,69.97252655029297,68.31832122802734,65.92515563964844,0.024213202147405744,0.06139342215235333
21,21,21,21,2019-03-07,69.98092651367188,68.57025146484375,66.2274398803711,0.02057269761583691,0.05667570179491821
22,22,22,22,2019-03-08,70.38400268554688,69.23359680175781,66.34500885009766,0.01661629522272423,0.06087863888261835
23,23,23,23,2019-03-11,70.76184844970703,69.40995025634766,67.17630767822266,0.019477008532155615,0.05337507962865806
24,24,24,24,2019-03-12,71.3160629272461,69.86335754394531,68.93968963623047,0.020793523735056718,0.03447032186473242
25,25,25,25,2019-03-13,71.5259780883789,69.63666534423828,68.53665161132812,0.02713100540930702,0.04361646515798978
26,26,26,26,2019-03-14,71.35806274414062,69.97252655029297,68.31832122802734,0.01980114570897773,0.044493797000185076
27,27,27,27,2019-03-15,71.24049377441406,69.98092651367188,68.57025146484375,0.017998722273219858,0.03894170215985504
28,28,28,28,2019-03-18,71.12293243408203,70.38400268554688,69.23359680175781,0.01049854683366691,0.02728928900998895
29,29,29,29,2019-03-19,70.37559509277344,70.76184844970703,69.40995025634766,-0.0054584972749562866,0.013912196059202131
30,30,30,30,2019-03-20,70.40079498291016,71.3160629272461,69.86335754394531,-0.01283396624501909,0.007692694108306863
31,31,31,31,2019-03-21,70.86260986328125,71.5259780883789,69.63666534423828,-0.009274507568117207,0.01760487112619047
32,32,32,32,2019-03-22,71.29927825927734,71.35806274414062,69.97252655029297,-0.0008237959748719215,0.0189610376299727
33,33,33,33,2019-03-25,71.45880889892578,71.24049377441406,69.98092651367188,0.0030644807881738956,0.021118359800011755
34,34,34,34,2019-03-26,71.94583892822266,71.12293243408203,70.38400268554688,0.011570199174553375,0.02219021628612916
35,35,35,35,2019-03-27,71.50918579101562,70.37559509277344,70.76184844970703,0.01610772451370135,0.010561303268381339
36,36,36,36,2019-03-28,70.76184844970703,70.40079498291016,71.3160629272461,0.005128542467233821,-0.007771243318695942
37,37,37,37,2019-03-29,71.21530151367188,70.86260986328125,71.5259780883789,0.004977119119251805,-0.004343548777804296
38,38,38,38,2019-04-01,70.80384063720703,71.29927825927734,71.35806274414062,-0.006948704589528565,-0.007766776249529039
39,39,39,39,2019-04-02,71.17332458496094,71.45880889892578,71.24049377441406,-0.003995089176040523,-0.0009428512618935292
40,40,40,40,2019-04-03,70.90459442138672,71.94583892822266,71.12293243408203,-0.01447261610049111,-0.0030698679767974246
41,41,41,41,2019-04-04,70.5267333984375,71.50918579101562,70.37559509277344,-0.013738827840234724,0.002147595419474957
42,42,42,42,2019-04-05,71.21530151367188,70.76184844970703,70.40079498291016,0.006408157416734728,0.011569564391416876
43,43,43,43,2019-04-08,70.35880279541016,71.21530151367188,70.86260986328125,-0.012026891694017272,-0.007109631847360909
44,44,44,44,2019-04-09,70.66950988769531,70.80384063720703,71.29927825927734,-0.001897224053141633,-0.008832745393184793
45,45,45,45,2019-04-10,70.42599487304688,71.17332458496094,71.45880889892578,-0.010500137745033444,-0.014453277934421749
46,46,46,46,2019-04-11,70.92980194091797,70.90459442138672,71.94583892822266,0.00035551320386151275,-0.014122248102747759
47,47,47,47,2019-04-12,70.99700164794922,70.5267333984375,71.50918579101562,0.006667943159297529,-0.007162494404051145
48,48,48,48,2019-04-15,71.04736328125,71.21530151367188,70.76184844970703,-0.0023581762465701983,0.0040348696055600985
49,49,49,49,2019-04-16,70.21605682373047,70.35880279541016,71.21530151367188,-0.0020288288886148864,-0.014031320077323106
50,50,50,50,2019-04-17,70.451171875,70.66950988769531,70.80384063720703,-0.003089564552552937,-0.004980927009511804
51,51,51,51,2019-04-18,70.2076416015625,70.42599487304688,71.17332458496094,-0.0031004641379648312,-0.013568046582476012
52,52,52,52,2019-04-22,70.4175796508789,70.92980194091797,70.90459442138672,-0.007221538422815921,-0.006868592571215859
53,53,53,53,2019-04-23,70.69469451904297,70.99700164794922,70.5267333984375,-0.004258026703793605,0.002381524175472327
54,54,54,54,2019-04-24,70.80384063720703,71.04736328125,71.21530151367188,-0.0034276098759492557,-0.005777703214327468
55,55,55,55,2019-04-25,70.97178649902344,70.21605682373047,70.35880279541016,0.010762918191064896,0.008712253183098095
56,56,56,56,2019-04-26,71.3496322631836,70.451171875,70.66950988769531,0.012752951643979937,0.009623986024087428
57,57,57,57,2019-04-29,70.93820190429688,70.2076416015625,70.42599487304688,0.010405709208698433,0.007272982542501971
58,58,58,58,2019-04-30,72.3488998413086,70.4175796508789,70.92980194091797,0.027426676690748497,0.020007075468400304
59,59,59,59,2019-05-01,71.56797790527344,70.69469451904297,70.99700164794922,0.012352884359592586,0.008042258744326958
60,60,60,60,2019-05-02,71.50918579101562,70.80384063720703,71.04736328125,0.009961961772988026,0.006500206178481793
61,61,61,61,2019-05-03,72.23971557617188,70.97178649902344,70.21605682373047,0.01786525519074944,0.02882045566189473
62,62,62,62,2019-05-06,71.72752380371094,71.3496322631836,70.451171875,0.0052963348028680635,0.01811683034847933
63,63,63,63,2019-05-07,71.55117797851562,70.93820190429688,70.2076416015625,0.00864098691204096,0.019136611717822216
64,64,64,64,2019-05-08,70.47634887695312,72.3488998413086,70.4175796508789,-0.025882231360293773,0.0008345817389008303
65,65,65,65,2019-05-09,70.53514862060547,71.56797790527344,70.69469451904297,-0.014431444270159632,-0.0022568298727780878
