,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,WM,WM_6m,WM_12m,WM_6m_ret,WM_12m_ret
25,25,25,25,2019-03-13,93.12374114990234,91.38941955566406,91.01363372802734,0.018977268951598125,0.023184520114651885
26,26,26,26,2019-03-14,93.19742584228516,91.48107147216795,91.1327896118164,0.01876185250671636,0.022655251082109418
27,27,27,27,2019-03-15,93.02237701416016,91.85233306884766,91.87518310546876,0.012738314925931027,0.012486439427004559
28,28,28,28,2019-03-18,93.41854858398438,91.16138458251952,92.80091857910156,0.024760089064045143,0.0066554298636209985
29,29,29,29,2019-03-19,93.2895736694336,91.99053192138672,92.57176971435548,0.014121472296268589,0.007754026495258914
30,30,30,30,2019-03-20,92.8657684326172,92.59860229492188,91.87518310546876,0.0028852070233675864,0.010781859623738566
31,31,31,31,2019-03-21,93.9252471923828,93.12374114990234,91.38941955566406,0.00860689264180503,0.0277474969099043
32,32,32,32,2019-03-22,93.87916564941406,93.19742584228516,91.48107147216795,0.007315006835946214,0.026214102422004393
33,33,33,33,2019-03-25,94.13714599609376,93.02237701416016,91.85233306884766,0.011983879768670214,0.024874849129129073
34,34,34,34,2019-03-26,95.34403228759766,93.41854858398438,91.16138458251952,0.020611363940023608,0.04588179221095534
35,35,35,35,2019-03-27,94.84652709960938,93.2895736694336,91.99053192138672,0.016689468811303065,0.031046620979030104
36,36,36,36,2019-03-28,95.28874206542967,92.8657684326172,92.59860229492188,0.026091138572450046,0.02905162393207439
37,37,37,37,2019-03-29,95.73097229003906,93.9252471923828,93.12374114990234,0.019225130107538346,0.027997491380203687
38,38,38,38,2019-04-01,95.83230590820312,93.87916564941406,93.19742584228516,0.020804831884456032,0.028272026207857737
39,39,39,39,2019-04-02,95.81388092041016,94.13714599609376,93.02237701416016,0.017811618427288733,0.030008950489677
40,40,40,40,2019-04-03,95.83230590820312,95.34403228759766,93.41854858398438,0.005121176531873939,0.025838094905197062
41,41,41,41,2019-04-04,93.9713134765625,94.84652709960938,93.2895736694336,-0.009227682339151055,0.007307781355552212
42,42,42,42,2019-04-05,94.15554809570312,95.28874206542967,92.8657684326172,-0.011892212502379818,0.013888644705737585
43,43,43,43,2019-04-08,94.05422973632812,95.73097229003906,93.9252471923828,-0.01751515223966238,0.0013732467872151766
44,44,44,44,2019-04-09,93.6396713256836,95.83230590820312,93.87916564941406,-0.02287991050345628,-0.002551091310555975
45,45,45,45,2019-04-10,94.82810974121094,95.81388092041016,94.13714599609376,-0.010288396313036019,0.007339969124896095
46,46,46,46,2019-04-11,92.65387725830078,95.83230590820312,95.34403228759766,-0.033166567576355055,-0.02821524289199595
47,47,47,47,2019-04-12,93.77783203125,93.9713134765625,94.84652709960938,-0.002058941587112728,-0.01126762466734299
48,48,48,48,2019-04-15,96.05342864990234,94.15554809570312,95.28874206542967,0.020156863749230647,0.00802494153976352
49,49,49,49,2019-04-16,96.21924591064452,94.05422973632812,95.73097229003906,0.02301880713271265,0.005100476981745539
50,50,50,50,2019-04-17,96.87337493896484,93.6396713256836,95.83230590820312,0.034533478893088665,0.010863445483185519
51,51,51,51,2019-04-18,97.45378112792967,94.82810974121094,95.81388092041016,0.027688745392945968,0.01711547629389676
52,52,52,52,2019-04-22,97.42613220214844,92.65387725830078,95.83230590820312,0.05150626271735548,0.016631409197979785
53,53,53,53,2019-04-23,97.859130859375,93.77783203125,93.9713134765625,0.043520933889418245,0.041372385241610576
54,54,54,54,2019-04-24,97.7578125,96.05342864990234,94.15554809570312,0.017744122974618914,0.038258652592998654
55,55,55,55,2019-04-25,97.21424102783205,96.21924591064452,94.05422973632812,0.010340915767637071,0.03359775844598056
56,56,56,56,2019-04-26,97.4906234741211,96.87337493896484,93.6396713256836,0.006371704666479738,0.04112522068818136
57,57,57,57,2019-04-29,98.07103729248048,97.45378112792967,94.82810974121094,0.006333834946234962,0.034197956282368214
58,58,58,58,2019-04-30,98.8909912109375,97.42613220214844,92.65387725830078,0.01503558619929235,0.06731627576953825
59,59,59,59,2019-05-01,97.70255279541016,97.859130859375,93.77783203125,-0.0016000353016607516,0.04185126355717306
60,60,60,60,2019-05-02,97.8130874633789,97.7578125,96.05342864990234,0.0005654275803164133,0.0183195835714538
61,61,61,61,2019-05-03,98.02497863769533,97.21424102783205,96.21924591064452,0.008339700040770559,0.01876685594405636
62,62,62,62,2019-05-06,97.55512237548828,97.4906234741211,96.87337493896484,0.0006615908183653652,0.007037510946149794
63,63,63,63,2019-05-07,96.47721862792967,98.07103729248048,97.45378112792967,-0.016251675403386567,-0.010020775886756428
64,64,64,64,2019-05-08,96.56934356689452,98.8909912109375,97.42613220214844,-0.023476836621961206,-0.008794238423385004
65,65,65,65,2019-05-09,96.93785858154295,97.70255279541016,97.859130859375,-0.007826757766181136,-0.00941426997911854
66,66,66,66,2019-05-10,98.56853485107422,97.8130874633789,97.7578125,0.007723377385241426,0.008293171976144764
67,67,67,67,2019-05-13,98.11711120605467,98.02497863769533,97.21424102783205,0.0009398886859222078,0.009287427116405178
68,68,68,68,2019-05-14,97.89601135253906,97.55512237548828,97.4906234741211,0.003494321658874089,0.00415822428836532
69,69,69,69,2019-05-15,98.84490966796876,96.47721862792967,98.07103729248048,0.02454145210352965,0.007890936986628683
70,70,70,70,2019-05-16,99.49903869628906,96.56934356689452,98.8909912109375,0.030337734742549305,0.006148664078556854
71,71,71,71,2019-05-17,99.61878204345705,96.93785858154295,97.70255279541016,0.02765610362290949,0.019612888232915404
72,72,72,72,2019-05-20,99.86756134033205,98.56853485107422,97.8130874633789,0.013178916489126058,0.021004079619941773
73,73,73,73,2019-05-21,100.68750762939452,98.11711120605467,98.02497863769533,0.026197228921077675,0.02716174008606531
74,74,74,74,2019-05-22,100.81648254394533,97.89601135253906,97.55512237548828,0.02983238184127024,0.033430947438148007
75,75,75,75,2019-05-23,100.96388244628906,98.84490966796876,96.47721862792967,0.021437348523441146,0.04650490428898535
76,76,76,76,2019-05-24,99.89519500732422,99.49903869628906,96.56934356689452,0.003981508929391531,0.03444003363371584
77,77,77,77,2019-05-28,99.65564727783205,99.61878204345705,96.93785858154295,0.00037006309070219956,0.028036401216795293
78,78,78,78,2019-05-29,98.79885864257812,99.86756134033205,98.56853485107422,-0.010701199502728964,0.002336686771817087
79,79,79,79,2019-05-30,99.87677764892578,100.68750762939452,98.11711120605467,-0.008051942088514341,0.017934348262411248
80,80,80,80,2019-05-31,100.7427749633789,100.81648254394533,97.89601135253906,-0.0007311064491294372,0.02907946474538381
81,81,81,81,2019-06-03,102.6037826538086,100.96388244628906,98.84490966796876,0.016242444008548684,0.0380279874650733
82,82,82,82,2019-06-04,102.67748260498048,99.89519500732422,99.49903869628906,0.0278520663326427,0.03194446851283961
83,83,83,83,2019-06-05,104.5108413696289,99.65564727783205,99.61878204345705,0.04871970856062946,0.04910780101725987
84,84,84,84,2019-06-06,105.1059112548828,98.79885864257812,99.86756134033205,0.06383730236319352,0.05245296715215986
85,85,85,85,2019-06-07,105.8370361328125,99.87677764892578,100.68750762939452,0.05967611915592097,0.05114366841189577
86,86,86,86,2019-06-10,105.3372802734375,100.7427749633789,100.81648254394533,0.04560630091566109,0.04484185140581132
87,87,87,87,2019-06-11,104.7079620361328,102.6037826538086,100.96388244628906,0.02050781489629716,0.03708335594003653
88,88,88,88,2019-06-12,105.65196228027344,102.67748260498048,99.89519500732422,0.028969152727831515,0.05762806982385027
89,89,89,89,2019-06-13,105.17994689941406,104.5108413696289,99.65564727783205,0.0064022595265373905,0.05543388430542939
90,90,90,90,2019-06-14,106.0406494140625,105.1059112548828,98.79885864257812,0.008893297703427505,0.07329832420112048
91,91,91,91,2019-06-17,105.47611236572266,105.8370361328125,99.87677764892578,-0.003410183998698968,0.05606242861057198
92,92,92,92,2019-06-18,105.41132354736328,105.3372802734375,100.7427749633789,0.0007029161350433633,0.046341274455477866
93,93,93,93,2019-06-19,105.89257049560548,104.7079620361328,102.6037826538086,0.011313451588943035,0.03205328065626456
94,94,94,94,2019-06-20,107.41033935546876,105.65196228027344,102.67748260498048,0.01664310853527451,0.046094398016130356
95,95,95,95,2019-06-21,107.20673370361328,105.17994689941406,104.5108413696289,0.019269707429472982,0.025795336623974485
96,96,96,96,2019-06-24,108.25251770019533,106.0406494140625,105.1059112548828,0.02085868295181803,0.029937483132437492
97,97,97,97,2019-06-25,107.7435073852539,105.47611236572266,105.8370361328125,0.02149676328294503,0.01801327136607478
98,98,98,98,2019-06-26,106.0499038696289,105.41132354736328,105.3372802734375,0.0060579859997556,0.006765160390904024
99,99,99,99,2019-06-27,107.20673370361328,105.89257049560548,104.7079620361328,0.012410343821640746,0.02386419923461225
100,100,100,100,2019-06-28,106.77178192138672,107.41033935546876,105.65196228027344,-0.005945027619443377,0.01059913717591554
101,101,101,101,2019-07-01,106.6977310180664,107.20673370361328,105.17994689941406,-0.004747861146055188,0.014430356388217547
102,102,102,102,2019-07-02,107.25302124023438,108.25251770019533,106.0406494140625,-0.009233008905428441,0.011433085640940144
103,103,103,103,2019-07-03,108.47463989257812,107.7435073852539,105.47611236572266,0.006785861394969617,0.028428498733993113
104,104,104,104,2019-07-05,107.79903411865234,106.0499038696289,105.41132354736328,0.016493463786386053,0.02265136695884684
105,105,105,105,2019-07-08,108.17848205566406,107.20673370361328,105.89257049560548,0.009064247351638466,0.021587081599397484
106,106,106,106,2019-07-09,108.28955078125,106.77178192138672,107.41033935546876,0.01421507473745054,0.00818553810608047
107,107,107,107,2019-07-10,109.01140594482422,106.6977310180664,107.20673370361328,0.02168438733121758,0.01683357172507649
108,108,108,108,2019-07-11,108.51166534423828,107.25302124023438,108.25251770019533,0.011735278777692315,0.002393917938801726
109,109,109,109,2019-07-12,109.1224594116211,108.47463989257812,107.7435073852539,0.005972082688492808,0.01279846980882593
110,110,110,110,2019-07-15,109.23353576660156,107.79903411865234,106.0499038696289,0.01330718461141589,0.03002012996528891
111,111,111,111,2019-07-16,109.36309051513672,108.17848205566406,107.20673370361328,0.010950499923479295,0.020114005315048145
112,112,112,112,2019-07-17,109.3816146850586,108.28955078125,106.77178192138672,0.01008466556495935,0.024443094577117908
113,113,113,113,2019-07-18,109.17799377441406,109.01140594482422,106.6977310180664,0.0015281688016588468,0.02324569353707906
114,114,114,114,2019-07-19,108.0859375,108.51166534423828,107.25302124023438,-0.003923337116684356,0.007765900206204712
115,115,115,115,2019-07-22,108.40060424804688,109.1224594116211,108.47463989257812,-0.006615092506770837,-0.0006825156977203761
116,116,116,116,2019-07-23,108.45613098144533,109.23353576660156,107.79903411865234,-0.007116905808279506,0.006095572823683559
117,117,117,117,2019-07-24,107.1697235107422,109.36309051513672,108.17848205566406,-0.020055824996011218,-0.00932494638261605
118,118,118,118,2019-07-25,108.02117156982422,109.3816146850586,108.28955078125,-0.012437584864252393,-0.0024783481830847887
119,119,119,119,2019-07-26,109.66849517822266,109.17799377441406,109.01140594482422,0.004492676471250068,0.006027710840928124
120,120,120,120,2019-07-29,109.1687469482422,108.0859375,108.51166534423828,0.010018041877484674,0.0060554006052659926
121,121,121,121,2019-07-30,109.21501922607422,108.40060424804688,109.1224594116211,0.007513011423476712,0.0008482196511350182
122,122,122,122,2019-07-31,108.28028106689452,108.45613098144533,109.23353576660156,-0.0016213921053563896,-0.008726758618743724
123,123,123,123,2019-08-01,107.58618927001952,107.1697235107422,109.36309051513672,0.003886039318143464,-0.016247723402360026
124,124,124,124,2019-08-02,108.03041076660156,108.02117156982422,109.3816146850586,8.553135133682055e-05,-0.012353117316356466
125,125,125,125,2019-08-05,105.29100799560548,109.66849517822266,109.17799377441406,-0.03991563097043782,-0.035602282515283745
126,126,126,126,2019-08-06,107.44735717773438,109.1687469482422,108.0859375,-0.015768155434851217,-0.005908079598843541
127,127,127,127,2019-08-07,108.14146423339844,109.21501922607422,108.40060424804688,-0.00982973770716944,-0.0023905772153766103
128,128,128,128,2019-08-08,109.6407241821289,108.28028106689452,108.45613098144533,0.012564089249028854,0.010922325828553126
129,129,129,129,2019-08-09,110.186767578125,107.58618927001952,107.1697235107422,0.02417204592662503,0.02815201876563944
130,130,130,130,2019-08-12,108.95588684082033,108.03041076660156,108.02117156982422,0.008566810656845947,0.008653074739074729
131,131,131,131,2019-08-13,110.14974212646484,105.29100799560548,109.66849517822266,0.04614576518312141,0.004388196878785555
132,132,132,132,2019-08-14,107.35482788085938,107.44735717773438,109.1687469482422,-0.0008611593556642205,-0.01661573589594123
133,133,133,133,2019-08-15,109.39086151123048,108.14146423339844,109.21501922607422,0.011553360098172094,0.0016100558916010144
134,134,134,134,2019-08-16,110.2422866821289,109.6407241821289,108.28028106689452,0.005486670254026382,0.018119694517806817
135,135,135,135,2019-08-19,111.07521057128906,110.186767578125,107.58618927001952,0.008063064310640966,0.03243001099809195
136,136,136,136,2019-08-20,109.3075714111328,108.95588684082033,108.03041076660156,0.0032277702518843654,0.011822232605321892
137,137,137,137,2019-08-21,109.86283111572266,110.14974212646484,105.29100799560548,-0.0026047361092573773,0.043420831533002247
138,138,138,138,2019-08-22,109.27053833007812,107.35482788085938,107.44735717773438,0.017844660431524995,0.016968133979581523
139,139,139,139,2019-08-23,107.2900390625,109.39086151123048,108.14146423339844,-0.019204734469659535,-0.007873253584405271
140,140,140,140,2019-08-26,108.32655334472656,110.2422866821289,109.6407241821289,-0.017377481863435462,-0.011986156122238967
141,141,141,141,2019-08-27,108.97440338134766,111.07521057128906,110.186767578125,-0.018913375713054292,-0.011002811167118987
142,142,142,142,2019-08-28,109.43711853027344,109.3075714111328,108.95588684082033,0.0011851614436970692,0.004416757124433124
143,143,143,143,2019-08-29,110.42738342285156,109.86283111572266,110.14974212646484,0.005138701609957996,0.002520580539062456
144,144,144,144,2019-08-30,110.45514678955078,109.27053833007812,107.35482788085938,0.010841059974411982,0.02887917543989804
145,145,145,145,2019-09-03,110.62173461914062,107.2900390625,109.39086151123048,0.03105316752377929,0.011252065217383533
146,146,146,146,2019-09-04,111.65827178955078,108.32655334472656,110.2422866821289,0.03075624897084772,0.012844300948734011
147,147,147,147,2019-09-05,110.68515014648438,108.97440338134766,111.07521057128906,0.015698610977020744,-0.0035116784636148868
148,148,148,148,2019-09-06,110.90821838378906,109.43711853027344,109.3075714111328,0.013442421303414331,0.014643514186550188
149,149,149,149,2019-09-09,109.3188934326172,110.42738342285156,109.86283111572266,-0.010038180348706627,-0.004951061952267577
150,150,150,150,2019-09-10,105.65697479248048,110.45514678955078,109.27053833007812,-0.04344000380726676,-0.03306987951941809
151,151,151,151,2019-09-11,104.3000259399414,110.62173461914062,107.2900390625,-0.05714707603315228,-0.02786850623492465
152,152,152,152,2019-09-12,105.09003448486328,111.65827178955078,108.32655334472656,-0.058824457869696034,-0.02987742857066389
153,153,153,153,2019-09-13,104.04905700683594,110.68515014648438,108.97440338134766,-0.05995468345000221,-0.04519727772471338
154,154,154,154,2019-09-16,104.00260162353516,110.90821838378906,109.43711853027344,-0.062264247509211335,-0.049658808452955894
155,155,155,155,2019-09-17,105.82425689697266,109.3188934326172,110.42738342285156,-0.031967361047233744,-0.04168464726047605
156,156,156,156,2019-09-18,106.2611083984375,105.65697479248048,110.45514678955078,0.005717877188359699,-0.03797051122573891
157,157,157,157,2019-09-19,106.63286590576172,104.3000259399414,110.62173461914062,0.022366628817174217,-0.036058634653598376
158,158,158,158,2019-09-20,107.14405822753906,105.09003448486328,111.65827178955078,0.01954537128800382,-0.04042883245157092
159,159,159,159,2019-09-23,106.83734130859376,104.04905700683594,110.68515014648438,0.026797785409767183,-0.03476355078163862
160,160,160,160,2019-09-24,106.99534606933594,104.00260162353516,110.90821838378906,0.028775669060989495,-0.03528027382887844
161,161,161,161,2019-09-25,105.8800277709961,105.82425689697266,109.3188934326172,0.0005270140859834349,-0.031457194210813944
162,162,162,162,2019-09-26,106.96746063232422,106.2611083984375,105.65697479248048,0.006647326049321611,0.012403211831662375
163,163,163,163,2019-09-27,105.57331848144533,106.63286590576172,104.3000259399414,-0.009936405772426493,0.012207979145059111
164,164,164,164,2019-09-30,106.88380432128906,107.14405822753906,105.09003448486328,-0.002429009228839374,0.017068886171924813
165,165,165,165,2019-10-01,106.7629852294922,106.83734130859376,104.04905700683594,-0.0006959746301322678,0.026083160200846
166,166,166,166,2019-10-02,106.67005157470705,106.99534606933594,104.00260162353516,-0.003040267699289445,0.025647915624528617
167,167,167,167,2019-10-03,106.87451171875,105.8800277709961,105.82425689697266,0.009392554655395902,0.009924518749986122
168,168,168,168,2019-10-04,108.38018798828124,106.96746063232422,106.2611083984375,0.013207075755616415,0.019942193543643683
169,169,169,169,2019-10-07,107.54371643066406,105.57331848144533,106.63286590576172,0.018663787191316006,0.008541930456106517
170,170,170,170,2019-10-08,106.67005157470705,106.88380432128906,107.14405822753906,-0.001999860951239052,-0.004424012499371521
171,171,171,171,2019-10-09,107.4414520263672,106.7629852294922,106.83734130859376,0.006354887842603851,0.005654490371755916
172,172,172,172,2019-10-10,109.151611328125,106.67005157470705,106.99534606933594,0.02326388444351668,0.020152888307793715
173,173,173,173,2019-10-11,108.12923431396484,106.87451171875,105.8800277709961,0.01174014809552304,0.021242972733568566
174,174,174,174,2019-10-14,107.95265197753906,108.38018798828124,106.96746063232422,-0.003944780117823732,0.009210196627937206
175,175,175,175,2019-10-15,107.48793029785156,107.54371643066406,105.57331848144533,-0.0005187298213602531,0.01813537590696024
176,176,176,176,2019-10-16,106.79086303710938,106.67005157470705,106.88380432128906,0.0011325715195489305,-0.0008695544172464542
177,177,177,177,2019-10-17,108.0734634399414,107.4414520263672,106.7629852294922,0.005882379674272187,0.012274649379953706
178,178,178,178,2019-10-18,108.78913116455078,109.151611328125,106.67005157470705,-0.0033208869678025277,0.019865740745045324
179,179,179,179,2019-10-21,108.99358367919922,108.12923431396484,106.87451171875,0.007993669526269231,0.019827664485857488
180,180,180,180,2019-10-22,108.66829681396484,107.95265197753906,108.38018798828124,0.006629247390556703,0.0026583163494304785
181,181,181,181,2019-10-23,105.36884307861328,107.48793029785156,107.54371643066406,-0.019714652736974703,-0.02022315598004254
182,182,182,182,2019-10-24,105.1829605102539,106.79086303710938,106.67005157470705,-0.015056555225110735,-0.013941036331192258
183,183,183,183,2019-10-25,103.49142456054688,108.0734634399414,107.4414520263672,-0.04239744645493726,-0.03676446465793248
184,184,184,184,2019-10-28,103.42633819580078,108.78913116455078,109.151611328125,-0.049295301022658444,-0.052452483867720945
185,185,185,185,2019-10-29,104.12342834472656,108.99358367919922,108.12923431396484,-0.04468295444626336,-0.03704646569129488
186,186,186,186,2019-10-30,104.71826171875,108.66829681396484,107.95265197753906,-0.03634947092229779,-0.029961193167000855
187,187,187,187,2019-10-31,104.29071044921876,105.36884307861328,107.48793029785156,-0.010231986969716944,-0.029744919636774392
188,188,188,188,2019-11-01,103.3798828125,105.1829605102539,106.79086303710938,-0.01714229841988646,-0.03194074968215277
189,189,189,189,2019-11-04,102.9988250732422,103.49142456054688,108.0734634399414,-0.004759809707870821,-0.04695545238558296
190,190,190,190,2019-11-05,100.66594696044922,103.42633819580078,108.78913116455078,-0.026689441814383374,-0.07466907876867501
191,191,191,191,2019-11-06,102.17163848876952,104.12342834472656,108.99358367919922,-0.01874496342451537,-0.06259033752398424
192,192,192,192,2019-11-07,102.56197357177734,104.71826171875,108.66829681396484,-0.020591328690729882,-0.056192315709532537
193,193,193,193,2019-11-08,103.19400024414062,104.29071044921876,105.36884307861328,-0.010515895426871702,-0.020640283891605993
194,194,194,194,2019-11-11,102.67353057861328,103.3798828125,105.1829605102539,-0.006832588842916709,-0.02385776098587744
195,195,195,195,2019-11-12,102.23670196533205,102.9988250732422,103.49142456054688,-0.007399337879516743,-0.012123928147116825
196,196,196,196,2019-11-13,103.11034393310548,100.66594696044922,103.42633819580078,0.02428226273594425,-0.003055259116851561
197,197,197,197,2019-11-14,104.14199829101562,102.17163848876952,104.12342834472656,0.019284801843152177,0.00017834551343787197
198,198,198,198,2019-11-15,104.2442398071289,102.56197357177734,104.71826171875,0.016402436271121923,-0.004526640376195434
199,199,199,199,2019-11-18,104.46731567382812,103.19400024414062,104.29071044921876,0.012339045164205587,0.001693393628719786
200,200,200,200,2019-11-19,104.588134765625,102.67353057861328,103.3798828125,0.018647495379013668,0.011687495867222175
201,201,201,201,2019-11-20,104.62529754638672,102.23670196533205,102.9988250732422,0.02336338648584957,0.015791175015714476
202,202,202,202,2019-11-21,103.36128997802734,103.11034393310548,100.66594696044922,0.0024337620780769953,0.026775122064237822
203,203,203,203,2019-11-22,102.95233154296876,104.14199829101562,102.17163848876952,-0.011423506054900612,0.007640995737628886
204,204,204,204,2019-11-25,102.52481079101562,104.2442398071289,102.56197357177734,-0.01649423526225091,-0.00036234463385897975
205,205,205,205,2019-11-26,104.91342163085938,104.46731567382812,103.19400024414062,0.00427029214021446,0.0166620286320025
206,206,206,206,2019-11-27,104.9692153930664,104.588134765625,102.67353057861328,0.003643631548601478,0.022359071530080543
207,207,207,207,2019-11-29,104.94131469726562,104.62529754638672,102.23670196533205,0.003020465970372088,0.026454420770054776
208,208,208,208,2019-12-02,103.77023315429688,103.36128997802734,103.11034393310548,0.0039564442003041655,0.006399835322239866
209,209,209,209,2019-12-03,104.12342834472656,102.95233154296876,104.14199829101562,0.011375136281095433,-0.00017831371198751
210,210,210,210,2019-12-04,104.89485168457033,102.52481079101562,104.2442398071289,0.02311675462035967,0.006241226168900882
211,211,211,211,2019-12-05,104.07603454589844,104.91342163085938,104.46731567382812,-0.00798169644973834,-0.0037454884851388925
212,212,212,212,2019-12-06,104.21607971191406,104.9692153930664,104.588134765625,-0.007174824336184327,-0.0035573352038898998
213,213,213,213,2019-12-09,104.35611724853516,104.94131469726562,104.62529754638672,-0.005576425742508051,-0.002572803176327576
214,214,214,214,2019-12-10,103.87994384765624,103.77023315429688,103.36128997802734,0.0010572462836835328,0.005017873419915109
215,215,215,215,2019-12-11,104.01066589355467,104.12342834472656,102.95233154296876,-0.0010829690585922869,0.010279848301873562
216,216,216,216,2019-12-12,103.31976318359376,104.89485168457033,102.52481079101562,-0.015015879956749578,0.007753756251241084
217,217,217,217,2019-12-13,104.58953094482422,104.07603454589844,104.91342163085938,0.004933858223617582,-0.003087218784787793
218,218,218,218,2019-12-16,104.5988540649414,104.21607971191406,104.9692153930664,0.0036728914970267645,-0.003528285190454672
219,219,219,219,2019-12-17,105.46717834472656,104.35611724853516,104.94131469726562,0.010646822874267103,0.0050110259146070035
220,220,220,220,2019-12-18,105.11238098144533,103.87994384765624,103.77023315429688,0.011864052753017607,0.012933842262383699
221,221,221,221,2019-12-19,105.01902770996094,104.01066589355467,104.12342834472656,0.009694792430597676,0.008601324211773731
222,222,222,222,2019-12-20,105.65392303466795,103.31976318359376,104.89485168457033,0.02259161054140746,0.007236497672738373
223,223,223,223,2019-12-23,105.42051696777344,104.58953094482422,104.07603454589844,0.007945212254442557,0.01291827102887999
224,224,224,224,2019-12-24,105.1310577392578,104.5988540649414,104.21607971191406,0.005088044979784989,0.008779624313954404
225,225,225,225,2019-12-26,105.67259216308594,105.46717834472656,104.35611724853516,0.0019476563380502743,0.012615215564368398
226,226,226,226,2019-12-27,106.33547973632812,105.11238098144533,103.87994384765624,0.011636105504057692,0.023638209626615003
227,227,227,227,2019-12-30,106.22344970703124,105.01902770996094,104.01066589355467,0.011468607387954854,0.021274585586646966
228,228,228,228,2019-12-31,106.4008331298828,105.65392303466795,103.31976318359376,0.007069402382434697,0.029820722109226372
229,229,229,229,2020-01-02,106.6436004638672,105.42051696777344,104.58953094482422,0.01160194932896852,0.01963934153339486
230,230,230,230,2020-01-03,107.67996978759766,105.1310577392578,104.5988540649414,0.024245090871829467,0.029456495964509388
231,231,231,231,2020-01-06,108.24018096923828,105.67259216308594,105.46717834472656,0.024297585150459433,0.02629256483422715
232,232,232,232,2020-01-07,108.31488037109376,106.33547973632812,105.11238098144533,0.01861467724294652,0.030467385095327204
233,233,233,233,2020-01-08,108.38023376464844,106.22344970703124,105.01902770996094,0.020304217793394086,0.032005686283540946
234,234,234,234,2020-01-09,108.4269027709961,106.4008331298828,105.65392303466795,0.01904185880424536,0.02624587574867654
235,235,235,235,2020-01-10,108.49226379394533,106.6436004638672,105.42051696777344,0.017334967330782103,0.029138036072341666
236,236,236,236,2020-01-13,109.85541534423828,107.67996978759766,105.1310577392578,0.0202028804515062,0.04493779199575498
237,237,237,237,2020-01-14,110.23822784423828,108.24018096923828,105.67259216308594,0.018459382247040468,0.043205485809472144
238,238,238,238,2020-01-15,110.3782958984375,108.31488037109376,106.33547973632812,0.019050157469355566,0.03801944724502149
239,239,239,239,2020-01-16,111.56402587890624,108.38023376464844,106.22344970703124,0.029376132562802137,0.05027680974967885
240,240,240,240,2020-01-17,111.7134246826172,108.4269027709961,106.4008331298828,0.030310945232498554,0.04992998077608424
241,241,241,241,2020-01-21,112.42300415039062,108.49226379394533,106.6436004638672,0.03623060501263753,0.05419362869768807
242,242,242,242,2020-01-22,112.33897399902344,109.85541534423828,107.67996978759766,0.02260752141351241,0.043267138917440384
243,243,243,243,2020-01-23,113.10456848144533,110.23822784423828,108.24018096923828,0.02600133087459522,0.04494068162718157
244,244,244,244,2020-01-24,112.973876953125,110.3782958984375,108.31488037109376,0.023515320956538188,0.043013448993058034
