,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,SYK,SYK_6m,SYK_12m,SYK_6m_ret,SYK_12m_ret
244,244,244,244,2020-01-24,204.69483947753903,197.5477600097656,200.2900238037109,0.03617899523345702,0.02199218708039563
245,245,245,245,2020-01-27,205.04835510253903,200.1371459960937,201.3124237060547,0.02453921825457228,0.018557877987398053
246,246,246,246,2020-01-28,204.6661834716797,202.72653198242188,202.2105865478516,0.00956782257502442,0.012143760451666541
247,247,247,247,2020-01-29,201.30284118652344,205.0961151123047,200.31871032714844,-0.01849510374052754,0.004912825455833714
248,248,248,248,2020-01-30,204.31265258789065,207.408432006836,197.68153381347656,-0.014926005606383907,0.033544452263664315
249,249,249,249,2020-01-31,201.3219451904297,206.5962829589844,198.7039031982422,-0.025529683753322097,0.013175594188381545
250,250,250,250,2020-02-03,202.2200927734375,204.69483947753903,197.5477600097656,-0.012089932068722664,0.023651661570047278
251,251,251,251,2020-02-04,206.7205047607422,205.04835510253903,200.1371459960937,0.008154904034060495,0.03289423725856966
252,252,252,252,2020-02-05,208.0390167236328,204.6661834716797,202.72653198242188,0.016479680202859948,0.02620517743415829
253,253,253,253,2020-02-06,208.52638244628903,201.30284118652344,205.0961151123047,0.03588395085329377,0.01672516971911464
254,254,254,254,2020-02-07,205.24899291992188,204.31265258789065,207.408432006836,0.004582879817628616,-0.010411529878606607
255,255,255,255,2020-02-10,207.5612945556641,201.3219451904297,206.5962829589844,0.03099189886791831,0.004671001737583502
256,256,256,256,2020-02-11,208.4308319091797,202.2200927734375,204.69483947753903,0.030712769688522323,0.018251522320622993
257,257,257,257,2020-02-12,206.4624786376953,206.7205047607422,205.04835510253903,-0.0012481883369310776,0.006896536841025203
258,258,258,258,2020-02-13,207.73329162597656,208.0390167236328,204.6661834716797,-0.0014695565402637056,0.01498590584077264
259,259,259,259,2020-02-14,211.67947387695312,208.52638244628903,201.30284118652344,0.015120827368096945,0.05154737324752845
260,260,260,260,2020-02-18,212.05210876464844,205.24899291992188,204.31265258789065,0.033145672229343504,0.0378804546792737
261,261,261,261,2020-02-19,215.0810089111328,207.5612945556641,201.3219451904297,0.03622888540739977,0.06834358622796177
262,262,262,262,2020-02-20,214.47906494140625,208.4308319091797,202.2200927734375,0.029017938357900785,0.060621929304045086
263,263,263,263,2020-02-21,214.31661987304688,206.4624786376953,206.7205047607422,0.038041494450592905,0.03674582316396924
264,264,264,264,2020-02-24,205.9561004638672,207.73329162597656,208.0390167236328,-0.008555158146288822,-0.010012142397945678
265,265,265,265,2020-02-25,197.1273498535156,211.67947387695312,208.52638244628903,-0.06874603265452428,-0.054664702178437885
266,266,266,266,2020-02-26,192.684310913086,212.05210876464844,205.24899291992188,-0.0913350872311216,-0.061216777866179406
267,267,267,267,2020-02-27,186.17742919921875,215.0810089111328,207.5612945556641,-0.1343846202797777,-0.10302433988101078
268,268,268,268,2020-02-28,182.10704040527344,214.47906494140625,208.4308319091797,-0.15093326029268428,-0.12629509397811356
269,269,269,269,2020-03-02,188.44192504882807,214.31661987304688,206.4624786376953,-0.12073116326464095,-0.08728246269139339
270,270,270,270,2020-03-03,180.4253845214844,205.9561004638672,207.73329162597656,-0.12396193113426068,-0.13145657535557664
271,271,271,271,2020-03-04,189.5694274902344,197.1273498535156,211.67947387695312,-0.03834030320448911,-0.10445059212293317
272,272,272,272,2020-03-05,181.16110229492188,192.684310913086,212.05210876464844,-0.05980356451211999,-0.145676487961795
273,273,273,273,2020-03-06,177.60667419433594,186.17742919921875,215.0810089111328,-0.046035413861643226,-0.1742335825302016
274,274,274,274,2020-03-09,164.9464111328125,182.10704040527344,214.47906494140625,-0.09423374974559195,-0.23094400295956918
275,275,275,275,2020-03-10,175.3899383544922,188.44192504882807,214.31661987304688,-0.06926264784736158,-0.18163165106660129
276,276,276,276,2020-03-11,167.80331420898438,180.4253845214844,205.9561004638672,-0.06995728647593402,-0.18524717728172524
277,277,277,277,2020-03-12,147.3844757080078,189.5694274902344,197.1273498535156,-0.2225303538694272,-0.25233877583436026
278,278,278,278,2020-03-13,156.9871826171875,181.16110229492188,192.684310913086,-0.13343879768616307,-0.18526224645243883
279,279,279,279,2020-03-16,137.42825317382812,177.60667419433594,186.17742919921875,-0.2262213467076405,-0.26184256724925914
280,280,280,280,2020-03-17,133.92160034179688,164.9464111328125,182.10704040527344,-0.18809024444936173,-0.26459954516992534
281,281,281,281,2020-03-18,132.81326293945312,175.3899383544922,188.44192504882807,-0.24275437812735035,-0.295203214969072
282,282,282,282,2020-03-19,142.84588623046875,167.80331420898438,180.4253845214844,-0.14873024466866802,-0.20828276681068025
283,283,283,283,2020-03-20,133.17633056640625,147.3844757080078,189.5694274902344,-0.09640191121451736,-0.297479913667689
284,284,284,284,2020-03-23,120.86959075927734,156.9871826171875,181.16110229492188,-0.23006713832162162,-0.3328060536830514
285,285,285,285,2020-03-24,137.05564880371094,137.42825317382812,177.60667419433594,-0.0027112646891166436,-0.22831926544750436
286,286,286,286,2020-03-25,146.23789978027344,133.92160034179688,164.9464111328125,0.09196648940158059,-0.1134217545204741
287,287,287,287,2020-03-26,156.06033325195312,132.81326293945312,175.3899383544922,0.1750357592155376,-0.11020931579022919
288,288,288,288,2020-03-27,152.13327026367188,142.84588623046875,167.80331420898438,0.06501681132223003,-0.09338339960196984
289,289,289,289,2020-03-30,156.27113342285156,133.17633056640625,147.3844757080078,0.1734152214452962,0.06029575144976351
290,290,290,290,2020-03-31,159.65623474121094,120.86959075927734,156.9871826171875,0.3208966270034015,0.017001720010046295
291,291,291,291,2020-04-01,138.73191833496094,137.05564880371094,137.42825317382812,0.012230576016977857,0.00948615099897876
292,292,292,292,2020-04-02,143.4403533935547,146.23789978027344,133.92160034179688,-0.019130105061151315,0.07107705573607159
293,293,293,293,2020-04-03,141.99232482910156,156.06033325195312,132.81326293945312,-0.09014467757248301,0.06911253956491525
294,294,294,294,2020-04-06,158.86033630371094,152.13327026367188,142.84588623046875,0.04421824383568396,0.11210998437437913
295,295,295,295,2020-04-07,158.9849853515625,156.27113342285156,133.17633056640625,0.017366303483366652,0.19379310629291724
296,296,296,296,2020-04-08,169.18824768066406,159.65623474121094,120.86959075927734,0.059703355493154975,0.3997585878950949
297,297,297,297,2020-04-09,175.2200927734375,138.73191833496094,137.05564880371094,0.2630121090834898,0.278459474693999
298,298,298,298,2020-04-13,165.01681518554688,143.4403533935547,146.23789978027344,0.15042114217882085,0.12841346486437022
299,299,299,299,2020-04-14,168.1909637451172,141.99232482910156,156.06033325195312,0.18450742987374613,0.07773038952556677
300,300,300,300,2020-04-15,165.45794677734375,158.86033630371094,152.13327026367188,0.041530885727318445,0.08758555239480503
301,301,301,301,2020-04-16,167.63479614257812,158.9849853515625,156.27113342285156,0.054406463427274954,0.07271760606597644
302,302,302,302,2020-04-17,181.73141479492188,169.18824768066406,159.65623474121094,0.07413734278950934,0.1382669464145445
303,303,303,303,2020-04-20,177.1379852294922,175.2200927734375,138.73191833496094,0.010945619453212707,0.2768365589943176
304,304,304,304,2020-04-21,171.56646728515625,165.01681518554688,143.4403533935547,0.03969081631011284,0.19608229641231056
305,305,305,305,2020-04-22,174.45289611816406,168.1909637451172,141.99232482910156,0.037231086817104186,0.22860792883088044
306,306,306,306,2020-04-23,174.98992919921875,165.45794677734375,158.86033630371094,0.05760969846133879,0.10153316599224027
307,307,307,307,2020-04-24,180.3984375,167.63479614257812,158.9849853515625,0.07613957037037844,0.1346885185483777
308,308,308,308,2020-04-27,184.0808563232422,181.73141479492188,169.18824768066406,0.012928097934920002,0.08802389555264689
309,309,309,309,2020-04-28,177.41612243652344,177.1379852294922,175.2200927734375,0.0015701725785743914,0.012532978543308149
310,310,310,310,2020-04-29,184.7712554931641,171.56646728515625,165.01681518554688,0.07696602032412603,0.11971168080904415
311,311,311,311,2020-04-30,178.77783203125,174.45289611816406,168.1909637451172,0.024791425131494904,0.06294552364998962
312,312,312,312,2020-05-01,173.20626831054688,174.98992919921875,165.45794677734375,-0.010192934512484153,0.04682955206515427
313,313,313,313,2020-05-04,171.24041748046875,180.3984375,167.63479614257812,-0.05076551740938029,0.021508788275818036
314,314,314,314,2020-05-05,180.21627807617188,184.0808563232422,181.73141479492188,-0.020993917152820063,-0.008337230634889337
315,315,315,315,2020-05-06,178.2120361328125,177.41612243652344,177.1379852294922,0.004486140748419354,0.006063357342180664
316,316,316,316,2020-05-07,184.3014068603516,184.7712554931641,171.56646728515625,-0.0025428664840667636,0.07422743952656496
317,317,317,317,2020-05-08,184.19590759277344,178.77783203125,174.45289611816406,0.030306193446715257,0.05584895230406506
318,318,318,318,2020-05-11,185.69186401367188,173.20626831054688,174.98992919921875,0.07208512616148033,0.0611574326787081
319,319,319,319,2020-05-12,180.44639587402344,171.24041748046875,180.3984375,0.05376054630680116,0.0002658469479450698
320,320,320,320,2020-05-13,173.7049560546875,180.21627807617188,184.0808563232422,-0.03613059869504265,-0.056365993052177155
321,321,321,321,2020-05-14,172.01718139648438,178.2120361328125,177.41612243652344,-0.0347611467258665,-0.03043094937423574
322,322,322,322,2020-05-15,172.87063598632812,184.3014068603516,184.7712554931641,-0.06202215744714723,-0.06440730986577214
323,323,323,323,2020-05-18,184.04248046875,184.19590759277344,178.77783203125,-0.0008329562042314054,0.02944799351062577
324,324,324,324,2020-05-19,180.53268432617188,185.69186401367188,173.20626831054688,-0.02778355268769417,0.04229879257307956
325,325,325,325,2020-05-20,183.1410522460937,180.44639587402344,171.24041748046875,0.014933278988578325,0.0694966465319573
326,326,326,326,2020-05-21,177.4927978515625,173.7049560546875,180.21627807617188,0.021806181486741627,-0.015112287600669738
327,327,327,327,2020-05-22,176.581787109375,172.01718139648438,178.2120361328125,0.026535754602149852,-0.00914780538292348
328,328,328,328,2020-05-26,178.6531219482422,172.87063598632812,184.3014068603516,0.03344978705563029,-0.030646998350854715
329,329,329,329,2020-05-27,183.7547607421875,184.04248046875,184.19590759277344,-0.0015633332360533991,-0.0023949872521665805
330,330,330,330,2020-05-28,187.3316650390625,180.53268432617188,185.69186401367188,0.03766066370899779,0.008830763986891199
331,331,331,331,2020-05-29,187.696044921875,183.1410522460937,180.44639587402344,0.02487149997183913,0.04017619200836142
332,332,332,332,2020-06-01,189.15367126464844,177.4927978515625,173.7049560546875,0.06569772719926337,0.08893652524857854
333,333,333,333,2020-06-02,190.2469024658203,176.581787109375,172.01718139648438,0.07738689012123956,0.10597616424907019
334,334,334,334,2020-06-03,192.4620819091797,178.6531219482422,172.87063598632812,0.07729481472446986,0.11333009687313811
335,335,335,335,2020-06-04,189.94960021972656,183.7547607421875,184.04248046875,0.03371253867120516,0.032096501502975494
336,336,336,336,2020-06-05,198.53224182128903,187.3316650390625,180.53268432617188,0.05979008823676968,0.09970248635198375
337,337,337,337,2020-06-08,197.5445251464844,187.696044921875,183.1410522460937,0.052470366270683355,0.07864688295574607
338,338,338,338,2020-06-09,192.4620819091797,189.15367126464844,177.4927978515625,0.0174905970495407,0.08433741672231698
339,339,339,339,2020-06-10,192.89361572265625,190.2469024658203,176.581787109375,0.013911991325648243,0.09237548719097344
340,340,340,340,2020-06-11,176.0064239501953,192.4620819091797,178.6531219482422,-0.08550077914438015,-0.014814731302672968
341,341,341,341,2020-06-12,180.08201599121094,189.94960021972656,183.7547607421875,-0.051948433779808845,-0.019987208691313985
342,342,342,342,2020-06-15,180.74366760253903,198.53224182128903,187.3316650390625,-0.089600429912853,-0.035167559286625294
343,343,343,343,2020-06-16,183.6109313964844,197.5445251464844,187.696044921875,-0.07053394033404814,-0.021764515747206836
344,344,344,344,2020-06-17,181.77932739257807,192.4620819091797,189.15367126464844,-0.055505762021438976,-0.038985993889342985
345,345,345,345,2020-06-18,182.220458984375,192.89361572265625,190.2469024658203,-0.05533182992239194,-0.042189614534656306
346,346,346,346,2020-06-19,179.4298858642578,176.0064239501953,192.4620819091797,0.01945077820018226,-0.06771305763527802
347,347,347,347,2020-06-22,177.4927978515625,180.08201599121094,189.94960021972656,-0.014377993967897407,-0.06557951348017843
348,348,348,348,2020-06-23,179.13262939453125,180.74366760253903,198.53224182128903,-0.008913386728161887,-0.09771517335819213
349,349,349,349,2020-06-24,169.06362915039062,183.6109313964844,197.5445251464844,-0.0792289551360138,-0.14417456507576942
350,350,350,350,2020-06-25,168.40191650390625,181.77932739257807,192.4620819091797,-0.07359148633981583,-0.125012496833673
351,351,351,351,2020-06-26,166.62783813476562,182.220458984375,192.89361572265625,-0.08557008876235139,-0.13616716908690096
352,352,352,352,2020-06-29,170.79872131347656,179.4298858642578,176.0064239501953,-0.04810327169973727,-0.0295881395680897
353,353,353,353,2020-06-30,173.36767578125,177.4927978515625,180.08201599121094,-0.023241067357348988,-0.037284901398975
354,354,354,354,2020-07-01,176.8794403076172,179.13262939453125,180.74366760253903,-0.01257832866368258,-0.021379599884071232
355,355,355,355,2020-07-02,176.97564697265625,169.06362915039062,183.6109313964844,0.046799053480790276,-0.036137741763860975
356,356,356,356,2020-07-06,176.93714904785156,168.40191650390625,181.77932739257807,0.05068370195031191,-0.026637673349231505
357,357,357,357,2020-07-07,173.51194763183594,166.62783813476562,182.220458984375,0.04131428201992615,-0.047791073522023164
358,358,358,358,2020-07-08,174.8878631591797,170.79872131347656,179.4298858642578,0.023941290744197596,-0.02531363536905029
359,359,359,359,2020-07-09,171.0392608642578,173.36767578125,177.4927978515625,-0.01343050200390361,-0.03635943015953691
360,360,360,360,2020-07-10,171.15472412109375,176.8794403076172,179.13262939453125,-0.03236507406721423,-0.04453630419205501
361,361,361,361,2020-07-13,171.12582397460938,176.97564697265625,169.06362915039062,-0.03305439532565013,0.01219774374051985
362,362,362,362,2020-07-14,175.792236328125,176.93714904785156,168.40191650390625,-0.006470731137512176,0.04388501020442548
363,363,363,363,2020-07-15,181.4784545898437,173.51194763183594,166.62783813476562,0.04591330491495249,0.08912446216260195
364,364,364,364,2020-07-16,179.52532958984375,174.8878631591797,170.79872131347656,0.02651679966175302,0.05109293681625848
365,365,365,365,2020-07-17,185.74073791503903,171.0392608642578,173.36767578125,0.08595381537838143,0.07136891048479521
366,366,366,366,2020-07-20,183.4604949951172,171.15472412109375,176.8794403076172,0.07189851718797424,0.03720644228664827
367,367,367,367,2020-07-21,185.2211761474609,171.12582397460938,176.97564697265625,0.08236835239398421,0.046591320985980955
368,368,368,368,2020-07-22,187.4918365478516,175.792236328125,176.93714904785156,0.06655356609656349,0.059652184726597834
369,369,369,369,2020-07-23,187.7708740234375,181.4784545898437,173.51194763183594,0.034673093551601974,0.08217835478313384
370,370,370,370,2020-07-24,191.30191040039065,179.52532958984375,174.8878631591797,0.06559843581656422,0.09385469605898966
371,371,371,371,2020-07-27,189.86831665039065,185.74073791503903,171.0392608642578,0.02222225873378214,0.11008616203665755
372,372,372,372,2020-07-28,186.9241485595703,183.4604949951172,171.15472412109375,0.018879560771627224,0.09213549038424174
373,373,373,373,2020-07-29,193.78421020507807,185.2211761474609,171.12582397460938,0.04623139878347304,0.1324077553241212
374,374,374,374,2020-07-30,192.62001037597656,187.4918365478516,175.792236328125,0.027351451255405168,0.0957253539709324
375,375,375,375,2020-07-31,185.98126220703125,187.7708740234375,181.4784545898437,-0.009530827534960928,0.024811802741897315
376,376,376,376,2020-08-03,184.3456420898437,191.30191040039065,179.52532958984375,-0.036362774924660446,0.026850319734896377
377,377,377,377,2020-08-04,182.13270568847656,189.86831665039065,185.74073791503903,-0.040741978958805825,-0.019425099022772563
378,378,378,378,2020-08-05,180.84347534179688,186.9241485595703,183.4604949951172,-0.03253016405119857,-0.014264758488687024
379,379,379,379,2020-08-06,181.4495849609375,193.78421020507807,185.2211761474609,-0.06365134306395281,-0.02036263490477308
380,380,380,380,2020-08-07,184.2878875732422,192.62001037597656,187.4918365478516,-0.04325678721785364,-0.017088471869502908
381,381,381,381,2020-08-10,180.56442260742188,185.98126220703125,187.7708740234375,-0.029125727696048376,-0.038378962943508066
382,382,382,382,2020-08-11,181.76708984375,184.3456420898437,191.30191040039065,-0.013987595350027249,-0.04984174249323747
383,383,383,383,2020-08-12,182.9794006347656,182.13270568847656,189.86831665039065,0.004648780366428129,-0.03628259910425069
384,384,384,384,2020-08-13,183.7298889160156,180.84347534179688,186.9241485595703,0.01596083888989286,-0.017088533868788724
385,385,385,385,2020-08-14,181.2379302978516,181.4495849609375,193.78421020507807,-0.0011664654021197318,-0.06474356137658999
386,386,386,386,2020-08-17,181.8729553222656,184.2878875732422,192.62001037597656,-0.013104128995004127,-0.05579407369324563
387,387,387,387,2020-08-18,182.19044494628903,180.56442260742188,185.98126220703125,0.00900521993971326,-0.020382791340142314
388,388,388,388,2020-08-19,179.0538787841797,181.76708984375,184.3456420898437,-0.014926855361455327,-0.02870565989883822
389,389,389,389,2020-08-20,180.7472686767578,182.9794006347656,182.13270568847656,-0.012198815551173525,-0.007606744798973275
390,390,390,390,2020-08-21,181.63243103027344,183.7298889160156,180.84347534179688,-0.011415986250886578,0.004362643921686615
391,391,391,391,2020-08-24,181.5554351806641,181.2379302978516,181.4495849609375,0.0017518677370167435,0.0005833588417927249
392,392,392,392,2020-08-25,182.3925170898437,181.8729553222656,184.2878875732422,0.0028567291198269285,-0.010284834822067213
393,393,393,393,2020-08-26,181.85369873046875,182.19044494628903,180.56442260742188,-0.0018483198497021291,0.007140255563245601
394,394,394,394,2020-08-27,188.7714691162109,179.0538787841797,181.76708984375,0.05427187837547032,0.038534914535309994
395,395,395,395,2020-08-28,190.7053680419922,180.7472686767578,182.9794006347656,0.055094051700682156,0.04222315397484522
396,396,396,396,2020-08-31,190.65724182128903,181.63243103027344,183.7298889160156,0.04968722127333858,0.03770400638755067
397,397,397,397,2020-09-01,190.5322113037109,181.5554351806641,181.2379302978516,0.04944372011839859,0.05128220671348882
398,398,398,398,2020-09-02,193.9862670898437,182.3925170898437,181.8729553222656,0.06356483360712151,0.06660315023811103
399,399,399,399,2020-09-03,190.6380157470703,181.85369873046875,182.19044494628903,0.048304307682083936,0.04636670602166704
400,400,400,400,2020-09-04,190.1376953125,188.7714691162109,179.0538787841797,0.007237461268302159,0.061902130261473065
401,401,401,401,2020-09-08,192.50454711914065,190.7053680419922,180.7472686767578,0.009434338926171737,0.06504816658341417
402,402,402,402,2020-09-09,197.6327514648437,190.65724182128903,181.63243103027344,0.0365866493028002,0.08809175951569692
403,403,403,403,2020-09-10,194.14016723632807,190.5322113037109,181.5554351806641,0.018936199333067227,0.06931619559139635
404,404,404,404,2020-09-11,194.37112426757807,193.9862670898437,182.3925170898437,0.0019839403247865484,0.06567488276853983
405,405,405,405,2020-09-14,197.7289581298828,190.6380157470703,181.85369873046875,0.03719584656305086,0.0872968738620119
406,406,406,406,2020-09-15,202.530029296875,190.1376953125,188.7714691162109,0.06517557691023668,0.07288474389206612
407,407,407,407,2020-09-16,207.63902282714844,192.50454711914065,190.7053680419922,0.07861879594273224,0.088794851235795
408,408,408,408,2020-09-17,203.5595092773437,197.6327514648437,190.65724182128903,0.029988743103413595,0.06767258003317012
409,409,409,409,2020-09-18,198.56602478027344,194.14016723632807,190.5322113037109,0.022797227420525257,0.042165119596268896
410,410,410,410,2020-09-21,195.2274475097656,194.37112426757807,193.9862670898437,0.004405609348684392,0.0063982901395132075
411,411,411,411,2020-09-22,195.6699981689453,197.7289581298828,190.6380157470703,-0.010413042077453416,0.026395482570229944
412,412,412,412,2020-09-23,194.73670959472656,202.530029296875,190.1376953125,-0.03847982311168652,0.02418780912784224
413,413,413,413,2020-09-24,191.427001953125,207.63902282714844,192.50454711914065,-0.0780779096977321,-0.005597505005161096
414,414,414,414,2020-09-25,197.24790954589844,203.5595092773437,197.6327514648437,-0.0310061649974106,-0.001947257810726355
415,415,415,415,2020-09-28,199.403076171875,198.56602478027344,194.14016723632807,0.0042154814376116345,0.027108810147157048
416,416,416,416,2020-09-29,197.53619384765625,195.2274475097656,194.37112426757807,0.011825931073422336,0.016283640854600545
417,417,417,417,2020-09-30,201.0384521484375,195.6699981689453,197.7289581298828,0.027436265292224205,0.016737528229834542
418,418,418,418,2020-10-01,201.32791137695312,194.73670959472656,202.530029296875,0.033846734886009644,-0.005935504596998653
419,419,419,419,2020-10-02,200.97091674804688,191.427001953125,207.63902282714844,0.049856680079328086,-0.032113934983466486
420,420,420,420,2020-10-05,206.5282745361328,197.24790954589844,203.5595092773437,0.04704924382519193,0.014584262210733945
421,421,421,421,2020-10-06,203.1803741455078,199.403076171875,198.56602478027344,0.01894302759089328,0.023238363009686402
422,422,422,422,2020-10-07,209.75070190429688,197.53619384765625,195.2274475097656,0.06183427866419611,0.07439145765507593
423,423,423,423,2020-10-08,211.3812713623047,201.0384521484375,195.6699981689453,0.05144696998676923,0.08029474799603142
424,424,424,424,2020-10-09,215.08615112304688,201.32791137695312,194.73670959472656,0.06833746822284237,0.1044972032785716
425,425,425,425,2020-10-12,217.6911773681641,200.97091674804688,191.427001953125,0.08319741428596394,0.13720204123277457
426,426,426,426,2020-10-13,212.2592620849609,206.5282745361328,197.24790954589844,0.027749166847493623,0.07610398798963902
427,427,427,427,2020-10-14,213.4363250732422,203.1803741455078,199.403076171875,0.050477074721742454,0.07037629093179709
428,428,428,428,2020-10-15,214.5072631835937,209.75070190429688,197.53619384765625,0.022677212691603277,0.08591372044469914
429,429,429,429,2020-10-16,216.1667633056641,211.3812713623047,201.0384521484375,0.022639148267573406,0.07525083383579045
430,430,430,430,2020-10-19,213.11795043945312,215.08615112304688,201.32791137695312,-0.009150755050090553,0.05856137374030124
431,431,431,431,2020-10-20,213.0310974121093,217.6911773681641,200.97091674804688,-0.021406838864092226,0.06000958178034299
432,432,432,432,2020-10-21,213.1275634765625,212.2592620849609,206.5282745361328,0.004090758551935636,0.03195344054101956
433,433,433,433,2020-10-22,216.73599243164065,213.4363250732422,203.1803741455078,0.01545972719154598,0.06671716371791381
434,434,434,434,2020-10-23,214.09239196777344,214.5072631835937,209.75070190429688,-0.0019340660528831544,0.020699287411479306
435,435,435,435,2020-10-26,207.1843414306641,216.1667633056641,211.3812713623047,-0.0415532052089741,-0.019854786115119483
436,436,436,436,2020-10-27,205.94937133789065,213.11795043945312,215.08615112304688,-0.03363667437107354,-0.04247962845329467
437,437,437,437,2020-10-28,197.73876953125,213.0310974121093,217.6911773681641,-0.07178448623994194,-0.09165464617415409
438,438,438,438,2020-10-29,198.163330078125,213.1275634765625,212.2592620849609,-0.07021256732043069,-0.06640903142871446
439,439,439,439,2020-10-30,194.90220642089844,216.73599243164065,213.4363250732422,-0.10073908706062595,-0.08683675867256258
440,440,440,440,2020-11-02,195.64512634277344,214.09239196777344,214.5072631835937,-0.08616497510932941,-0.08793239240890605
441,441,441,441,2020-11-03,200.9323272705078,207.1843414306641,216.1667633056641,-0.03017609398946086,-0.07047538577248569
442,442,442,442,2020-11-04,200.42095947265625,205.94937133789065,213.11795043945312,-0.026843548146423868,-0.05957729482953189
443,443,443,443,2020-11-05,203.19000244140625,197.73876953125,213.0310974121093,0.02756785087253588,-0.046195579379030294
444,444,444,444,2020-11-06,205.93006896972656,198.163330078125,213.1275634765625,0.03919362320233288,-0.03377082902572304
445,445,445,445,2020-11-09,226.10435485839844,194.90220642089844,216.73599243164065,0.16009130430323504,0.04322476540075648
446,446,446,446,2020-11-10,222.4573669433593,195.64512634277344,214.09239196777344,0.13704527734368588,0.03907179932318661
447,447,447,447,2020-11-11,217.3148651123047,200.9323272705078,207.1843414306641,0.0815326138125183,0.04889618400544449
448,448,448,448,2020-11-12,217.29559326171875,200.42095947265625,205.94937133789065,0.08419595352433551,0.05509228724574711
449,449,449,449,2020-11-13,223.7791290283203,203.19000244140625,197.73876953125,0.10132942733169825,0.13169071274591393
450,450,450,450,2020-11-16,227.4840240478516,205.93006896972656,198.163330078125,0.10466638109703941,0.14796225900204152
451,451,451,451,2020-11-17,223.29673767089844,226.10435485839844,194.90220642089844,-0.012417351223767081,0.1456860431260638
452,452,452,452,2020-11-18,223.60548400878903,222.4573669433593,195.64512634277344,0.005161065606436255,0.14291364261754524
453,453,453,453,2020-11-19,225.351791381836,217.3148651123047,200.9323272705078,0.036982864772632906,0.121530788216339
454,454,454,454,2020-11-20,224.6667633056641,217.29559326171875,200.42095947265625,0.03392231721453842,0.12097439258250708
455,455,455,455,2020-11-23,224.8114776611328,223.7791290283203,203.19000244140625,0.0046132480597949055,0.10641013317553116
456,456,456,456,2020-11-24,231.8546142578125,227.4840240478516,205.93006896972656,0.019212734732710457,0.12589004324520014
457,457,457,457,2020-11-25,225.4964904785156,223.29673767089844,226.10435485839844,0.009851253675094984,-0.00268842402555014
458,458,458,458,2020-11-27,224.61851501464844,223.60548400878903,222.4573669433593,0.004530439002200737,0.009714886501553277
459,459,459,459,2020-11-30,225.1877593994141,225.351791381836,217.3148651123047,-0.0007278929597855921,0.03622805224594661
460,460,460,460,2020-12-01,222.8722076416016,224.6667633056641,217.29559326171875,-0.007987633051093401,0.02566372514129256
461,461,461,461,2020-12-02,226.0175170898437,224.8114776611328,223.7791290283203,0.005364670172796071,0.010002666786857128
462,462,462,462,2020-12-03,226.51922607421875,231.8546142578125,227.4840240478516,-0.02301178348627142,-0.004241168045409194
463,463,463,463,2020-12-04,231.1599578857422,225.4964904785156,223.29673767089844,0.025115545679706086,0.03521421896648036
464,464,464,464,2020-12-07,228.4681396484375,224.61851501464844,223.60548400878903,0.017138500953663538,0.021746584889024145
465,465,465,465,2020-12-08,227.16563415527344,225.1877593994141,225.351791381836,0.008783224990267735,0.008048938782847515
466,466,466,466,2020-12-09,227.62876892089844,222.8722076416016,224.6667633056641,0.021342101510233302,0.013183995583736952
467,467,467,467,2020-12-10,226.8569183349609,226.0175170898437,224.8114776611328,0.003713876941598082,0.009098470839248085
468,468,468,468,2020-12-11,224.0299530029297,226.51922607421875,231.8546142578125,-0.010989235282277798,-0.03374813686555367
469,469,469,469,2020-12-14,222.823959350586,231.1599578857422,225.4964904785156,-0.036061602586363706,-0.011851763733698673
470,470,470,470,2020-12-15,225.8245391845703,228.4681396484375,224.61851501464844,-0.011570980828815358,0.005369210858878759
471,471,471,471,2020-12-16,226.8569183349609,227.16563415527344,225.1877593994141,-0.0013589899786581316,0.0074122986968676585
472,472,472,472,2020-12-17,229.722396850586,227.62876892089844,222.8722076416016,0.00919755415632495,0.03073595080100855
473,473,473,473,2020-12-18,231.55552673339844,226.8569183349609,226.0175170898437,0.02071177036575933,0.024502568273738534
474,474,474,474,2020-12-21,226.59640502929688,224.0299530029297,226.51922607421875,0.011455843256520382,0.00034071701733973114
475,475,475,475,2020-12-22,227.01126098632807,222.823959350586,231.1599578857422,0.01879197213776229,-0.017947299079647427
476,476,476,476,2020-12-23,228.01466369628903,225.8245391845703,228.4681396484375,0.009698345979701983,-0.001984854224515775
477,477,477,477,2020-12-24,228.7190093994141,226.8569183349609,227.16563415527344,0.008208218105580256,0.006838073240774012
478,478,478,478,2020-12-28,230.1469116210937,229.722396850586,227.62876892089844,0.00184794681027034,0.011062497557460915
479,479,479,479,2020-12-29,232.3756866455078,231.55552673339844,226.8569183349609,0.003541957834820586,0.024327088417899878
480,480,480,480,2020-12-30,234.1555328369141,226.59640502929688,224.0299530029297,0.03335943395324348,0.04519743765625828
481,481,481,481,2020-12-31,237.03826904296875,227.01126098632807,222.823959350586,0.044169650496961754,0.06379165747619764
482,482,482,482,2021-01-04,231.21484375,228.01466369628903,225.8245391845703,0.014034974776769404,0.02386943679767284
483,483,483,483,2021-01-05,231.8339385986328,228.7190093994141,226.8569183349609,0.013619021905516782,0.021939027913282283
484,484,484,484,2021-01-06,234.5328063964844,230.1469116210937,229.722396850586,0.01905693517457019,0.02094009818740994
