,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,SRE,SRE_6m,SRE_12m,SRE_6m_ret,SRE_12m_ret
42,42,42,42,2019-04-05,47.99436950683594,46.58341979980469,46.075931549072266,0.030288667364802846,0.04163644430542823
43,43,43,43,2019-04-08,47.82595443725586,47.1036376953125,47.10737609863281,0.015334627584723481,0.015254051448726269
44,44,44,44,2019-04-09,47.863372802734375,47.39181900024414,47.18223190307617,0.009950109796119211,0.014436385736423585
45,45,45,45,2019-04-10,47.69121170043945,47.62010955810547,46.79674530029297,0.0014931116915475329,0.019113859188427007
46,46,46,46,2019-04-11,47.94197082519531,47.62010955810547,46.961421966552734,0.006758935879748629,0.020879880071368984
47,47,47,47,2019-04-12,48.5969123840332,47.53777313232422,46.93522262573242,0.022279950908949964,0.03540389637759489
48,48,48,48,2019-04-15,48.11411666870117,47.99436950683594,46.58341979980469,0.0024950252101587633,0.0328592635636189
49,49,49,49,2019-04-16,47.6313362121582,47.82595443725586,47.1036376953125,-0.004069301436586681,0.011202924926076774
50,50,50,50,2019-04-17,47.63882446289063,47.863372802734375,47.39181900024414,-0.004691444139743428,0.005211985272082886
51,51,51,51,2019-04-18,47.68373489379883,47.69121170043945,47.62010955810547,-0.00015677535491420702,0.001336102253518101
52,52,52,52,2019-04-22,46.92399215698242,47.94197082519531,47.62010955810547,-0.021233559044216532,-0.014618139428546506
53,53,53,53,2019-04-23,47.20094680786133,48.5969123840332,47.53777313232422,-0.028725396484870713,-0.007085445999443718
54,54,54,54,2019-04-24,47.309478759765625,48.11411666870117,47.99436950683594,-0.016723530735813674,-0.014270231156443547
55,55,55,55,2019-04-25,47.657527923583984,47.6313362121582,47.82595443725586,0.0005498840366164881,-0.003521655043870364
56,56,56,56,2019-04-26,47.923248291015625,47.63882446289063,47.863372802734375,0.005970420792951181,0.0012509667575668626
57,57,57,57,2019-04-29,47.08118438720703,47.68373489379883,47.69121170043945,-0.012636394945441998,-0.012791189225053845
58,58,58,58,2019-04-30,47.88582229614258,46.92399215698242,47.94197082519531,0.02049761955339169,-0.0011711769058777577
59,59,59,59,2019-05-01,47.23088073730469,47.20094680786133,48.5969123840332,0.0006341806990697307,-0.028109432877824858
60,60,60,60,2019-05-02,47.14480972290039,47.309478759765625,48.11411666870117,-0.0034806774706060972,-0.02014599898975855
61,61,61,61,2019-05-03,47.69869995117188,47.657527923583984,47.6313362121582,0.0008639144618225458,0.0014142735512105986
62,62,62,62,2019-05-06,47.3019905090332,47.923248291015625,47.63882446289063,-0.012963599174451002,-0.007070576523562466
63,63,63,63,2019-05-07,47.047508239746094,47.08118438720703,47.68373489379883,-0.0007152782560433391,-0.013342634662946162
64,64,64,64,2019-05-08,47.06621170043945,47.88582229614258,46.92399215698242,-0.01711593445413484,0.0030308491865151943
65,65,65,65,2019-05-09,47.234622955322266,47.23088073730469,47.20094680786133,7.923244197782786e-05,0.0007134633887329045
66,66,66,66,2019-05-10,48.357398986816406,47.14480972290039,47.309478759765625,0.025720525144616424,0.022150322821607338
67,67,67,67,2019-05-13,48.3985595703125,47.69869995117188,47.657527923583984,0.014672509310674098,0.01554909956548145
68,68,68,68,2019-05-14,48.41353225708008,47.3019905090332,47.923248291015625,0.02349883664693997,0.010230607973132022
69,69,69,69,2019-05-15,48.6081428527832,47.047508239746094,47.08118438720703,0.03317146160184259,0.03243245652059423
70,70,70,70,2019-05-16,48.92250442504883,47.06621170043945,47.88582229614258,0.03944002836735727,0.021649040972817613
71,71,71,71,2019-05-17,48.82146072387695,47.234622955322266,47.23088073730469,0.033594801212992076,0.03367669545310781
72,72,72,72,2019-05-20,49.094669342041016,48.357398986816406,47.14480972290039,0.015246278142991398,0.04135894556794639
73,73,73,73,2019-05-21,49.21443176269531,48.3985595703125,47.69869995117188,0.01685736517008385,0.03177721432816938
74,74,74,74,2019-05-22,50.2623405456543,48.41353225708008,47.3019905090332,0.038187841340658446,0.06258404783316163
75,75,75,75,2019-05-23,50.85367584228516,48.6081428527832,47.047508239746094,0.046196642326016946,0.08090051407491106
76,76,76,76,2019-05-24,50.281063079833984,48.92250442504883,47.06621170043945,0.027769605639599293,0.06830486804113267
77,77,77,77,2019-05-28,49.81324005126953,48.82146072387695,47.234622955322266,0.02031441322499261,0.05459167311203683
78,78,78,78,2019-05-29,48.93374252319336,49.094669342041016,48.357398986816406,-0.003277887823757042,0.011918414729751747
79,79,79,79,2019-05-30,49.24063491821289,49.21443176269531,48.3985595703125,0.0005324282853438334,0.017398768793460473
80,80,80,80,2019-05-31,49.19571304321289,50.2623405456543,48.41353225708008,-0.021221206391544123,0.016156242886376626
81,81,81,81,2019-06-03,49.36787796020508,50.85367584228516,48.6081428527832,-0.02921711867374266,0.015629790871106497
82,82,82,82,2019-06-04,49.4726676940918,50.281063079833984,48.92250442504883,-0.0160775317033105,0.011245607221229692
83,83,83,83,2019-06-05,50.15755462646485,49.81324005126953,48.82146072387695,0.006912109608628869,0.027366938284467457
84,84,84,84,2019-06-06,50.5168342590332,48.93374252319336,49.094669342041016,0.03235174041898592,0.02896780721923209
85,85,85,85,2019-06-07,50.33345413208008,49.24063491821289,49.21443176269531,0.022193442787289852,0.02273768748932281
86,86,86,86,2019-06-10,50.18375015258789,49.19571304321289,50.2623405456543,0.020083805036164915,-0.0015636039271792468
87,87,87,87,2019-06-11,50.419532775878906,49.36787796020508,50.85367584228516,0.021302410780579928,-0.00853710295697574
88,88,88,88,2019-06-12,50.78256607055664,49.4726676940918,50.281063079833984,0.02647721332846742,0.009973993388453062
89,89,89,89,2019-06-13,51.21295928955078,50.15755462646485,49.81324005126953,0.02104178863873596,0.028099341396797595
90,90,90,90,2019-06-14,51.5572624206543,50.5168342590332,48.93374252319336,0.020595672252265995,0.05361371851371177
91,91,91,91,2019-06-17,51.62837219238281,50.33345413208008,49.24063491821289,0.02572678713653831,0.0484911959022436
92,92,92,92,2019-06-18,51.36639404296875,50.18375015258789,49.19571304321289,0.023566271687248008,0.044123377129408725
93,93,93,93,2019-06-19,52.04379653930664,50.419532775878906,49.36787796020508,0.032214970548176014,0.05420363786465754
94,94,94,94,2019-06-20,52.515357971191406,50.78256607055664,49.4726676940918,0.03412178695789514,0.06150245011879507
95,95,95,95,2019-06-21,52.78482437133789,51.21295928955078,50.15755462646485,0.030692721209489404,0.05238033960066302
96,96,96,96,2019-06-24,52.71371078491211,51.5572624206543,50.5168342590332,0.02243036790476549,0.043488008662895705
97,97,97,97,2019-06-25,52.57149124145508,51.62837219238281,50.33345413208008,0.018267456613931587,0.04446420671830231
98,98,98,98,2019-06-26,51.27657318115234,51.36639404296875,50.18375015258789,-0.0017486308605053624,0.021776432116803246
99,99,99,99,2019-06-27,50.72641754150391,52.04379653930664,50.419532775878906,-0.025312891937231408,0.006086624542697594
100,100,100,100,2019-06-28,51.43750762939453,52.515357971191406,50.78256607055664,-0.020524478618010322,0.012896976453059095
101,101,101,101,2019-07-01,51.14557647705078,52.78482437133789,51.21295928955078,-0.03105528745828734,-0.0013157375288357365
102,102,102,102,2019-07-02,51.72194290161133,52.71371078491211,51.5572624206543,-0.01881423008422789,0.0031941277179035055
103,103,103,103,2019-07-03,52.248023986816406,52.57149124145508,51.62837219238281,-0.006152902400143545,0.012002156336143655
104,104,104,104,2019-07-05,52.52510833740234,51.27657318115234,51.36639404296875,0.024349036583219297,0.022557828245920897
105,105,105,105,2019-07-08,52.57823944091797,50.72641754150391,52.04379653930664,0.03650606506755394,0.010269099050214114
106,106,106,106,2019-07-09,52.77942657470703,51.43750762939453,52.515357971191406,0.026088335286013065,0.005028407188245598
107,107,107,107,2019-07-10,53.01095581054688,51.14557647705078,52.78482437133789,0.03647195831946681,0.0042840237114019075
108,108,108,108,2019-07-11,53.28803634643555,51.72194290161133,52.71371078491211,0.030279091560874605,0.010895183681278953
109,109,109,109,2019-07-12,53.098262786865234,52.248023986816406,52.57149124145508,0.016273128343827326,0.010020098973239078
110,110,110,110,2019-07-15,53.13623046875,52.52510833740234,51.27657318115234,0.0116348571319842,0.03626719127715061
111,111,111,111,2019-07-16,52.859134674072266,52.57823944091797,50.72641754150391,0.005342423712569211,0.042043519647792627
112,112,112,112,2019-07-17,53.12102890014648,52.77942657470703,51.43750762939453,0.0064722629177473845,0.03272944876881789
113,113,113,113,2019-07-18,53.5841064453125,53.01095581054688,51.14557647705078,0.010811927949648137,0.047678218454647814
114,114,114,114,2019-07-19,53.158992767333984,53.28803634643555,51.72194290161133,-0.0024216238380905253,0.027784143152864482
115,115,115,115,2019-07-22,53.35637664794922,53.098262786865234,52.248023986816406,0.004861060372540749,0.02121329337569744
116,116,116,116,2019-07-23,52.7414665222168,53.13623046875,52.52510833740234,-0.00742928023028222,0.004119138287629109
117,117,117,117,2019-07-24,53.04890823364258,52.859134674072266,52.57823944091797,0.003590175297807141,0.008951779248019598
118,118,118,118,2019-07-25,53.31461334228516,53.12102890014648,52.77942657470703,0.0036442148457360712,0.010140064080093714
119,119,119,119,2019-07-26,53.23869323730469,53.5841064453125,53.01095581054688,-0.006446187702324302,0.004296044530336385
120,120,120,120,2019-07-29,52.95022964477539,53.158992767333984,53.28803634643555,-0.003927145938831256,-0.006339259706700573
121,121,121,121,2019-07-30,51.80012893676758,53.35637664794922,53.098262786865234,-0.029167042609544502,-0.024447764992017285
122,122,122,122,2019-07-31,51.40536880493164,52.7414665222168,53.13623046875,-0.025332964845077632,-0.03257403938046188
123,123,123,123,2019-08-01,51.50025939941406,53.04890823364258,52.859134674072266,-0.029192850254482594,-0.025707482406531756
124,124,124,124,2019-08-02,51.50025939941406,53.31461334228516,53.12102890014648,-0.034031081332668855,-0.030510883058741833
125,125,125,125,2019-08-05,50.14898300170898,53.23869323730469,53.5841064453125,-0.05803505021852662,-0.06410713309382854
126,126,126,126,2019-08-06,50.83601760864258,52.95022964477539,53.158992767333984,-0.03992828832502382,-0.04369863004851493
127,127,127,127,2019-08-07,51.30289459228516,51.80012893676758,53.35637664794922,-0.009599094725987856,-0.03848616013064643
128,128,128,128,2019-08-08,51.89122772216797,51.40536880493164,52.7414665222168,0.0094515208923025,-0.01612087899927228
129,129,129,129,2019-08-09,52.25940704345703,51.50025939941406,53.04890823364258,0.014740656705344746,-0.014882515332989676
130,130,130,130,2019-08-12,52.05443954467773,51.50025939941406,53.31461334228516,0.010760725319181041,-0.02363655513202345
131,131,131,131,2019-08-13,52.1341552734375,50.14898300170898,53.23869323730469,0.039585494119808384,-0.020746902237886444
132,132,132,132,2019-08-14,51.90640640258789,50.83601760864258,52.95022964477539,0.021055716877463215,-0.019713290181934018
133,133,133,133,2019-08-15,52.58584213256836,51.30289459228516,51.80012893676758,0.02500731294947478,0.015168170657642532
134,134,134,134,2019-08-16,52.71491241455078,51.89122772216797,51.40536880493164,0.015873293590063398,0.02547484124836208
135,135,135,135,2019-08-19,53.00336456298828,52.25940704345703,51.50025939941406,0.01423585841516739,0.029186361022315976
136,136,136,136,2019-08-20,53.01095581054688,52.05443954467773,51.50025939941406,0.018375306203195052,0.029333763145084513
137,137,137,137,2019-08-21,53.45505905151367,52.1341552734375,50.14898300170898,0.025336629531028,0.06592508665015262
138,138,138,138,2019-08-22,53.18936920166016,51.90640640258789,50.83601760864258,0.024716848805166114,0.04629299665317399
139,139,139,139,2019-08-23,52.76423645019531,52.58584213256836,51.30289459228516,0.0033924400635674257,0.028484588823374235
140,140,140,140,2019-08-26,53.81945037841797,52.71491241455078,51.89122772216797,0.02095304560464961,0.03715893303920148
141,141,141,141,2019-08-27,53.68279647827149,53.00336456298828,52.25940704345703,0.012818656341632595,0.027236999333551948
142,142,142,142,2019-08-28,53.89915084838867,53.01095581054688,52.05443954467773,0.016754933471036848,0.03543811670717645
143,143,143,143,2019-08-29,53.99026107788086,53.45505905151367,52.1341552734375,0.010012186608033158,0.035602491201944364
144,144,144,144,2019-08-30,53.75872039794922,53.18936920166016,51.90640640258789,0.010704229150197975,0.03568565276884539
145,145,145,145,2019-09-03,54.4685173034668,52.76423645019531,52.58584213256836,0.03229992449298824,0.03580194011445581
146,146,146,146,2019-09-04,54.658302307128906,53.81945037841797,52.71491241455078,0.015586408311730526,0.036866036640548216
147,147,147,147,2019-09-05,53.83463287353516,53.68279647827149,53.00336456298828,0.0028283995101694437,0.015683312133119687
148,148,148,148,2019-09-06,53.89915084838867,53.89915084838867,53.01095581054688,0.0,0.016754933471036848
149,149,149,149,2019-09-09,53.52338409423828,53.99026107788086,53.45505905151367,-0.008647429634931925,0.0012781772939165492
150,150,150,150,2019-09-10,53.811859130859375,53.75872039794922,53.18936920166016,0.0009884672201421196,0.01170327714997188
151,151,151,151,2019-09-11,54.37742233276367,54.4685173034668,52.76423645019531,-0.0016724334572133515,0.030573471561387233
152,152,152,152,2019-09-12,54.52924728393555,54.658302307128906,53.81945037841797,-0.0023611238868742612,0.013188482983880645
153,153,153,153,2019-09-13,53.78528594970703,53.83463287353516,53.68279647827149,-0.0009166389960167942,0.0019091678928653266
154,154,154,154,2019-09-16,53.80427169799805,53.89915084838867,53.89915084838867,-0.0017603088155787594,-0.0017603088155787594
155,155,155,155,2019-09-17,54.293907165527344,53.52338409423828,53.99026107788086,0.014396008106146718,0.005624090004093141
156,156,156,156,2019-09-18,53.21592330932617,53.811859130859375,53.75872039794922,-0.011074432869602413,-0.010096912363333543
157,157,157,157,2019-09-19,54.19585037231445,54.37742233276367,54.4685173034668,-0.0033391056923972595,-0.005005954717533512
158,158,158,158,2019-09-20,54.73854446411133,54.52924728393555,54.658302307128906,0.0038382554427345283,0.0014680689592503349
159,159,159,159,2019-09-23,54.60383224487305,53.78528594970703,53.83463287353516,0.0152187774167718,0.01428818829590317
160,160,160,160,2019-09-24,55.51601791381836,53.80427169799805,53.89915084838867,0.031814318116381246,0.02999800627616045
161,161,161,161,2019-09-25,55.42748260498047,54.293907165527344,53.52338409423828,0.020878501817840567,0.03557507700540108
162,162,162,162,2019-09-26,55.7046012878418,53.21592330932617,53.811859130859375,0.04676566380422975,0.03517332773022508
163,163,163,163,2019-09-27,55.60838317871094,54.19585037231445,54.37742233276367,0.026063486349834353,0.022637351921802606
164,164,164,164,2019-09-30,56.813079833984375,54.73854446411133,54.52924728393555,0.037898986722841865,0.04188270815763939
165,165,165,165,2019-10-01,56.22420883178711,54.60383224487305,53.78528594970703,0.029675144038378454,0.04534554086708109
166,166,166,166,2019-10-02,55.31972503662109,55.51601791381836,53.80427169799805,-0.0035357881305895233,0.028166041297412958
167,167,167,167,2019-10-03,56.06256103515625,55.42748260498047,54.293907165527344,0.011457825618779172,0.03257554966962983
168,168,168,168,2019-10-04,56.66681289672852,55.7046012878418,53.21592330932617,0.01727346730146584,0.06484693627024929
169,169,169,169,2019-10-07,56.358917236328125,55.60838317871094,54.19585037231445,0.01349677898753443,0.03991203845227709
170,170,170,170,2019-10-08,56.15877532958984,56.813079833984375,54.73854446411133,-0.011516793426909921,0.0259457184947558
171,171,171,171,2019-10-09,56.43974304199219,56.22420883178711,54.60383224487305,0.0038334769787498058,0.033622379998640595
172,172,172,172,2019-10-10,56.35121154785156,55.31972503662109,55.51601791381836,0.01864590813760625,0.015044192026339775
173,173,173,173,2019-10-11,55.99711608886719,56.06256103515625,55.42748260498047,-0.0011673556305789035,0.010277094630950057
174,174,174,174,2019-10-14,55.97402191162109,56.66681289672852,55.7046012878418,-0.012225691717831388,0.0048365954975087
175,175,175,175,2019-10-15,55.80851364135742,56.358917236328125,55.60838317871094,-0.00976604274817261,0.0035989261188069666
176,176,176,176,2019-10-16,55.75079727172852,56.15877532958984,56.813079833984375,-0.007264724977831816,-0.01869785206786867
177,177,177,177,2019-10-17,55.79312515258789,56.43974304199219,56.22420883178711,-0.011456783014111238,-0.007667225349296536
178,178,178,178,2019-10-18,56.28193283081055,56.35121154785156,55.31972503662109,-0.001229409539530213,0.017393575140738582
179,179,179,179,2019-10-21,56.37815856933594,55.99711608886719,56.06256103515625,0.0068046804386145965,0.00562938132601154
180,180,180,180,2019-10-22,56.532108306884766,55.97402191162109,56.66681289672852,0.009970453724852169,-0.002377133686506161
181,181,181,181,2019-10-23,56.96318435668945,55.80851364135742,56.358917236328125,0.020689866832008796,0.01072176595990082
182,182,182,182,2019-10-24,56.98627471923828,55.75079727172852,56.15877532958984,0.02216071353182736,0.014734997064874245
183,183,183,183,2019-10-25,55.412086486816406,55.79312515258789,56.43974304199219,-0.006829491352731809,-0.018208030366318018
184,184,184,184,2019-10-28,54.33440399169922,56.28193283081055,56.35121154785156,-0.034603090923792656,-0.035789959093244006
185,185,185,185,2019-10-29,54.34595489501953,56.37815856933594,55.99711608886719,-0.03604593917016863,-0.02948653982871674
186,186,186,186,2019-10-30,54.48451232910156,56.532108306884766,55.97402191162109,-0.03622005333089329,-0.02661072997168845
187,187,187,187,2019-10-31,55.61992645263672,56.96318435668945,55.80851364135742,-0.023581158940160107,-0.003379183146367648
188,188,188,188,2019-11-01,56.689903259277344,56.98627471923828,55.75079727172852,-0.005200751609420129,0.01684470955584061
189,189,189,189,2019-11-04,56.13182830810547,55.412086486816406,55.79312515258789,0.012988895869501471,0.006070696964747269
190,190,190,190,2019-11-05,55.17346954345703,54.33440399169922,56.28193283081055,0.015442619962961146,-0.01969483334351141
191,191,191,191,2019-11-06,55.12343215942383,54.34595489501953,56.37815856933594,0.014306074222196541,-0.022255540829149267
192,192,192,192,2019-11-07,54.69620132446289,54.48451232910156,56.532108306884766,0.0038853058660535122,-0.03247547345051505
193,193,193,193,2019-11-08,54.70004653930664,55.61992645263672,56.96318435668945,-0.01653867547116239,-0.03972983327637725
194,194,194,194,2019-11-11,54.78087615966797,56.689903259277344,56.98627471923828,-0.033674904874651745,-0.03870052166834803
195,195,195,195,2019-11-12,55.78157424926758,56.13182830810547,55.412086486816406,-0.00623984768348107,0.006667999454218032
196,196,196,196,2019-11-13,56.52057647705078,55.17346954345703,54.33440399169922,0.024415845962572735,0.04023551055580832
197,197,197,197,2019-11-14,55.98942184448242,55.12343215942383,54.34595489501953,0.01571001026485508,0.030240833059932193
198,198,198,198,2019-11-15,56.243438720703125,54.69620132446289,54.48451232910156,0.028287840083480065,0.032283052860548
199,199,199,199,2019-11-18,56.82078170776367,54.70004653930664,55.61992645263672,0.038770262598096794,0.021590378335892613
200,200,200,200,2019-11-19,56.65913009643555,54.78087615966797,56.689903259277344,0.03428667207317204,-0.0005428332220122067
201,201,201,201,2019-11-20,56.909305572509766,55.78157424926758,56.13182830810547,0.020216914607012804,0.013850916455754092
202,202,202,202,2019-11-21,56.50133514404297,56.52057647705078,55.17346954345703,-0.0003404305866487878,0.02406710347515939
203,203,203,203,2019-11-22,56.4243392944336,55.98942184448242,55.12343215942383,0.00776785034786065,0.023599893621416568
204,204,204,204,2019-11-25,56.335819244384766,56.243438720703125,54.69620132446289,0.001642512011763575,0.029976815212367613
205,205,205,205,2019-11-26,56.53596115112305,56.82078170776367,54.70004653930664,-0.005012612429471486,0.033563309868432034
206,206,206,206,2019-11-27,56.79383850097656,56.65913009643555,54.78087615966797,0.0023775233455178846,0.03674571278198391
207,207,207,207,2019-11-29,56.68220520019531,56.909305572509766,55.78157424926758,-0.003990566569558651,0.016145671093883873
208,208,208,208,2019-12-02,56.35121154785156,56.50133514404297,56.52057647705078,-0.002656992012820325,-0.0029965180781195144
209,209,209,209,2019-12-03,56.932395935058594,56.4243392944336,55.98942184448242,0.009004210717893368,0.016842004427111146
210,210,210,210,2019-12-04,56.8015251159668,56.335819244384766,56.243438720703125,0.008266603340972178,0.009922693348019651
211,211,211,211,2019-12-05,56.728397369384766,56.53596115112305,56.82078170776367,0.00340378432317312,-0.0016258899579039143
212,212,212,212,2019-12-06,56.13182830810547,56.79383850097656,56.65913009643555,-0.011656373478959536,-0.009306563433511883
213,213,213,213,2019-12-09,56.12797546386719,56.68220520019531,56.909305572509766,-0.009777843581960988,-0.013729391015799064
214,214,214,214,2019-12-10,56.7630500793457,56.35121154785156,56.50133514404297,0.0073084237265141905,0.004632013290226222
215,215,215,215,2019-12-11,57.259544372558594,56.932395935058594,56.4243392944336,0.005746261546293763,0.01480221281399019
216,216,216,216,2019-12-12,56.53596115112305,56.8015251159668,56.335819244384766,-0.004675296381594918,0.003552658138689102
217,217,217,217,2019-12-13,57.26338577270508,56.728397369384766,56.53596115112305,0.009430698347368427,0.012866582733732868
218,218,218,218,2019-12-16,57.97927474975586,56.13182830810547,56.79383850097656,0.032912636151985364,0.0208726206938612
219,219,219,219,2019-12-17,57.77915191650391,56.12797546386719,56.68220520019531,0.029418065394139825,0.01935257657027112
220,220,220,220,2019-12-18,58.364166259765625,56.7630500793457,56.35121154785156,0.028207014566373978,0.035721587107399255
221,221,221,221,2019-12-19,58.5142822265625,57.259544372558594,56.932395935058594,0.02191316518063724,0.027785345505366044
222,222,222,222,2019-12-20,58.264102935791016,56.53596115112305,56.8015251159668,0.03056712487912905,0.025748918129191
223,223,223,223,2019-12-23,57.94847869873047,57.26338577270508,56.728397369384766,0.011963891355371903,0.021507417553173536
224,224,224,224,2019-12-24,57.98312377929688,57.97927474975586,56.13182830810547,6.638630023636516e-05,0.03298120740036681
225,225,225,225,2019-12-26,58.35647201538086,57.77915191650391,56.12797546386719,0.009991840996752988,0.03970384702274332
226,226,226,226,2019-12-27,58.81884765625,58.364166259765625,56.7630500793457,0.007790420486102567,0.036217179556606194
227,227,227,227,2019-12-30,58.8890266418457,58.5142822265625,57.259544372558594,0.006404323885102592,0.028457828072904423
228,228,228,228,2019-12-31,59.056671142578125,58.264102935791016,56.53596115112305,0.01360302771091404,0.044585958036816864
229,229,229,229,2020-01-02,58.13659286499024,57.94847869873047,57.26338577270508,0.0032462313158860834,0.015248960230035635
230,230,230,230,2020-01-03,57.60637664794922,57.98312377929688,57.97927474975586,-0.006497530777777483,-0.006431575824570102
231,231,231,231,2020-01-06,58.08980941772461,58.35647201538086,57.77915191650391,-0.00456954624648942,0.005376636570741278
232,232,232,232,2020-01-07,58.04302215576172,58.81884765625,58.364166259765625,-0.013190083304970068,-0.005502419114059909
233,233,233,233,2020-01-08,58.44068145751953,58.8890266418457,58.5142822265625,-0.007613390981191515,-0.0012578257177964236
234,234,234,234,2020-01-09,58.01963806152344,59.056671142578125,58.264102935791016,-0.01755996504698043,-0.004195806027203153
235,235,235,235,2020-01-10,58.3861083984375,58.13659286499024,57.94847869873047,0.004291884356324438,0.007552048121612254
236,236,236,236,2020-01-13,58.935813903808594,57.60637664794922,57.98312377929688,0.023077953053426414,0.016430472565396315
237,237,237,237,2020-01-14,58.955299377441406,58.08980941772461,58.35647201538086,0.014899170239878856,0.010261541545943942
238,238,238,238,2020-01-15,60.093711853027344,58.04302215576172,58.81884765625,0.03533051211155902,0.021674416408630215
239,239,239,239,2020-01-16,60.49917221069336,58.44068145751953,58.8890266418457,0.03522359257001728,0.02734203060682794
240,240,240,240,2020-01-17,61.28668594360352,58.01963806152344,59.056671142578125,0.05630934613235161,0.037760590935468796
241,241,241,241,2020-01-21,61.58299255371094,58.3861083984375,58.13659286499024,0.05475419141582982,0.05928107442973518
242,242,242,242,2020-01-22,61.42316055297852,58.935813903808594,57.60637664794922,0.042204331872460754,0.0662562745154911
243,243,243,243,2020-01-23,62.40171432495117,58.955299377441406,58.08980941772461,0.05845810273043073,0.07422825019479062
