,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PH,PH_6m,PH_12m,PH_6m_ret,PH_12m_ret
242,242,242,242,2020-01-22,186.36729431152344,195.1258087158203,193.9442749023437,-0.04488649893081398,-0.03906782293334243
243,243,243,243,2020-01-23,189.24615478515625,193.88800048828125,194.0286407470703,-0.023940861174673644,-0.02464835059143855
244,244,244,244,2020-01-24,185.93592834472656,192.556396484375,193.63478088378903,-0.03438196944127825,-0.039759657350416755
245,245,245,245,2020-01-27,181.9411163330078,194.8163452148437,193.7660980224609,-0.06608905873702264,-0.061027093026781
246,246,246,246,2020-01-28,184.548080444336,194.11306762695312,194.23497009277344,-0.04927533885044333,-0.04987201657770812
247,247,247,247,2020-01-29,186.62985229492188,189.47125244140625,192.5282440185547,-0.014996471020652935,-0.03063650091289649
248,248,248,248,2020-01-30,192.3782196044922,186.36729431152344,195.1258087158203,0.03225311240995499,-0.014081115816563683
249,249,249,249,2020-01-31,183.50718688964844,189.24615478515625,193.88800048828125,-0.03032541349134965,-0.05354025815156227
250,250,250,250,2020-02-03,185.7952575683593,185.93592834472656,192.556396484375,-0.0007565551080932487,-0.03511251269476445
251,251,251,251,2020-02-04,193.2878570556641,181.9411163330078,194.8163452148437,0.0623649065771823,-0.007845790133748753
252,252,252,252,2020-02-05,197.33889770507807,184.548080444336,194.11306762695312,0.06930886102930822,0.01661830456630753
253,253,253,253,2020-02-06,197.61199951171875,186.62985229492188,189.47125244140625,0.05884453682920099,0.04296560541726513
254,254,254,254,2020-02-07,195.7003936767578,192.3782196044922,186.36729431152344,0.01726897191945964,0.05007906242193738
255,255,255,255,2020-02-10,197.23532104492188,183.50718688964844,189.24615478515625,0.07480979022107093,0.04221573890806618
256,256,256,256,2020-02-11,199.8720092773437,185.7952575683593,185.93592834472656,0.07576486016498651,0.07495098476492146
257,257,257,257,2020-02-12,201.43521118164065,193.2878570556641,181.9411163330078,0.04215140180083976,0.10714507661342854
258,258,258,258,2020-02-13,200.6065216064453,197.33889770507807,184.548080444336,0.01655843799356127,0.0870149455006275
259,259,259,259,2020-02-14,199.4859161376953,197.61199951171875,186.62985229492188,0.00948280787911071,0.06888535614579827
260,260,260,260,2020-02-18,198.2994079589844,195.7003936767578,192.3782196044922,0.013280577690198303,0.030778891532864394
261,261,261,261,2020-02-19,199.429428100586,197.23532104492188,183.50718688964844,0.011124311021170508,0.08676630861608903
262,262,262,262,2020-02-20,202.725326538086,199.8720092773437,185.7952575683593,0.01427572210365402,0.09112218035757813
263,263,263,263,2020-02-21,202.6499786376953,201.43521118164065,193.2878570556641,0.006030561632838216,0.04843616006014839
264,264,264,264,2020-02-24,191.26502990722656,200.6065216064453,197.33889770507807,-0.046566241338579784,-0.030778867564816736
265,265,265,265,2020-02-25,183.1383209228516,199.4859161376953,197.61199951171875,-0.0819486183854693,-0.07324291351046652
266,266,266,266,2020-02-26,178.6088409423828,198.2994079589844,195.7003936767578,-0.09929715483908219,-0.08733530072813989
267,267,267,267,2020-02-27,175.068115234375,199.429428100586,197.23532104492188,-0.1221550555413713,-0.11238963535085145
268,268,268,268,2020-02-28,173.99456787109375,202.725326538086,199.8720092773437,-0.1417225916348177,-0.1294700618651521
269,269,269,269,2020-03-02,181.3585357666016,202.6499786376953,201.43521118164065,-0.10506511283260145,-0.09966815283816133
270,270,270,270,2020-03-03,175.6331024169922,191.26502990722656,200.6065216064453,-0.08172914566670486,-0.12448956788377286
271,271,271,271,2020-03-04,183.2230682373047,183.1383209228516,199.4859161376953,0.0004627503082152984,-0.08152378982566966
272,272,272,272,2020-03-05,168.03379821777344,178.6088409423828,198.2994079589844,-0.05920783466715829,-0.1526258199796089
273,273,273,273,2020-03-06,155.3681182861328,175.068115234375,199.429428100586,-0.11252761202043293,-0.2209368508655103
274,274,274,274,2020-03-09,137.9375762939453,173.99456787109375,202.725326538086,-0.20723055908194643,-0.3195838988177385
275,275,275,275,2020-03-10,150.73507690429688,181.3585357666016,202.6499786376953,-0.16885590045629517,-0.2561801490550054
276,276,276,276,2020-03-11,139.0487823486328,175.6331024169922,191.26502990722656,-0.20829968590715908,-0.27300467620202884
277,277,277,277,2020-03-12,122.79532623291016,183.2230682373047,183.1383209228516,-0.3298042249032226,-0.32949409160173193
278,278,278,278,2020-03-13,132.13685607910156,168.03379821777344,178.6088409423828,-0.2136292967213006,-0.2601886033081229
279,279,279,279,2020-03-16,110.89248657226562,155.3681182861328,175.068115234375,-0.28625970504424136,-0.3665751960383723
280,280,280,280,2020-03-17,115.84574127197266,137.9375762939453,173.99456787109375,-0.16015820790481994,-0.334199092021088
281,281,281,281,2020-03-18,96.51299285888672,150.73507690429688,181.3585357666016,-0.3597177588587178,-0.4678331932328037
282,282,282,282,2020-03-19,98.15151977539062,139.0487823486328,175.6331024169922,-0.2941216879605728,-0.44115591864706116
283,283,283,283,2020-03-20,96.45650482177734,122.79532623291016,183.2230682373047,-0.21449368000517421,-0.4735569830276505
284,284,284,284,2020-03-23,91.87049102783205,132.13685607910156,168.03379821777344,-0.3047322771715162,-0.45326183183238533
285,285,285,285,2020-03-24,108.79251861572266,110.89248657226562,155.3681182861328,-0.01893697239059089,-0.29977578530387083
286,286,286,286,2020-03-25,119.15103912353516,115.84574127197266,137.9375762939453,0.028531889176681924,-0.13619593496681426
287,287,287,287,2020-03-26,122.93659973144533,96.51299285888672,150.73507690429688,0.2737828979274637,-0.18441943138756656
288,288,288,288,2020-03-27,114.20720672607422,98.15151977539062,139.0487823486328,0.1635806250114653,-0.1786536724951252
289,289,289,289,2020-03-30,122.7482681274414,96.45650482177734,122.79532623291016,0.2725763633488829,-0.00038322391342071604
290,290,290,290,2020-03-31,122.1644058227539,91.87049102783205,132.13685607910156,0.32974586786244964,-0.0754706185106887
291,291,291,291,2020-04-01,109.3198699951172,108.79251861572266,110.89248657226562,0.004847312904458612,-0.014181452916772641
292,292,292,292,2020-04-02,111.90949249267578,119.15103912353516,115.84574127197266,-0.060776193679279444,-0.03397836412523525
293,293,293,293,2020-04-03,109.05620574951172,122.93659973144533,96.51299285888672,-0.11290692936241353,0.12996398224811712
294,294,294,294,2020-04-06,123.14376831054688,114.20720672607422,98.15151977539062,0.07824866609256098,0.2546292568097608
295,295,295,295,2020-04-07,124.64105987548828,122.7482681274414,96.45650482177734,0.015420109602538146,0.29219963034932195
296,296,296,296,2020-04-08,133.14442443847656,122.1644058227539,91.87049102783205,0.08987903261816999,0.4492621400939354
297,297,297,297,2020-04-09,136.7039794921875,109.3198699951172,108.79251861572266,0.25049526219061025,0.256556804011991
298,298,298,298,2020-04-13,130.80906677246094,111.90949249267578,119.15103912353516,0.1688826734784996,0.09784243372681622
299,299,299,299,2020-04-14,133.8224334716797,109.05620574951172,122.93659973144533,0.22709599652726653,0.0885483555264619
300,300,300,300,2020-04-15,123.36036682128906,123.14376831054688,114.20720672607422,0.0017589076062376474,0.08014520587276674
301,301,301,301,2020-04-16,118.65194702148438,124.64105987548828,122.7482681274414,-0.04805088194842699,-0.03337172221203233
302,302,302,302,2020-04-17,130.5171356201172,133.14442443847656,122.1644058227539,-0.019732623648641034,0.06837285984497066
303,303,303,303,2020-04-20,126.53382873535156,136.7039794921875,109.3198699951172,-0.07439542575581826,0.1574641347543062
304,304,304,304,2020-04-21,122.81417083740234,130.80906677246094,111.90949249267578,-0.061118820983300126,0.0974419426076858
305,305,305,305,2020-04-22,124.86705017089844,133.8224334716797,109.05620574951172,-0.06691989577873314,0.14497886032916107
306,306,306,306,2020-04-23,124.72579956054688,123.36036682128906,123.14376831054688,0.011068650121930146,0.012847026461058064
307,307,307,307,2020-04-24,127.07998657226562,118.65194702148438,124.64105987548828,0.0710316161036546,0.019567602355224922
308,308,308,308,2020-04-27,133.4363555908203,130.5171356201172,133.14442443847656,0.022366564794984445,0.0021925901409312054
309,309,309,309,2020-04-28,137.90933227539062,126.53382873535156,136.7039794921875,0.08990088779998273,0.008817247220458624
310,310,310,310,2020-04-29,147.71226501464844,122.81417083740234,130.80906677246094,0.20272981535827395,0.12922038708211403
311,311,311,311,2020-04-30,148.8987579345703,124.86705017089844,133.8224334716797,0.19245836055853838,0.112659171349482
312,312,312,312,2020-05-01,144.15269470214844,124.72579956054688,123.36036682128906,0.15575682986238126,0.1685494978381592
313,313,313,313,2020-05-04,147.4956512451172,127.07998657226562,118.65194702148438,0.16065208396321262,0.2430950772211944
314,314,314,314,2020-05-05,144.59527587890625,133.4363555908203,130.5171356201172,0.0836272861221159,0.10786430603077934
315,315,315,315,2020-05-06,144.41635131835938,137.90933227539062,126.53382873535156,0.047183311931167315,0.14132602136310535
316,316,316,316,2020-05-07,147.74072265625,147.71226501464844,122.81417083740234,0.0001926559151925744,0.2029615283715811
317,317,317,317,2020-05-08,152.4857940673828,148.8987579345703,124.86705017089844,0.024090436902023837,0.22118520345186465
318,318,318,318,2020-05-11,150.00436401367188,144.15269470214844,124.72579956054688,0.04059354785988756,0.2026731000497919
319,319,319,319,2020-05-12,144.6342010498047,147.4956512451172,127.07998657226562,-0.01940023431983884,0.13813516157051708
320,320,320,320,2020-05-13,139.02728271484375,144.59527587890625,133.4363555908203,-0.03850743483988728,0.041899579011044796
321,321,321,321,2020-05-14,143.0809326171875,144.41635131835938,137.90933227539062,-0.009247004850773455,0.03750000276609078
322,322,322,322,2020-05-15,145.1835174560547,147.74072265625,147.71226501464844,-0.01730873623885809,-0.01711941495408642
323,323,323,323,2020-05-18,156.4068603515625,152.4857940673828,148.8987579345703,0.025714305441771,0.05042421119651941
324,324,324,324,2020-05-19,155.45028686523438,150.00436401367188,144.15269470214844,0.0363050961041782,0.07837239662032869
325,325,325,325,2020-05-20,159.45657348632812,144.6342010498047,147.4956512451172,0.10248179427090953,0.08109338912869735
326,326,326,326,2020-05-21,157.91278076171875,139.02728271484375,144.59527587890625,0.13584022990372824,0.09210193626218799
327,327,327,327,2020-05-22,158.05484008789062,143.0809326171875,144.41635131835938,0.10465340976470827,0.09443867432619046
328,328,328,328,2020-05-26,170.13059997558594,145.1835174560547,147.74072265625,0.1718313687163726,0.15154844863884098
329,329,329,329,2020-05-27,173.9758758544922,156.4068603515625,152.4857940673828,0.11232893150235901,0.14093169739872957
330,330,330,330,2020-05-28,169.36343383789062,155.45028686523438,150.00436401367188,0.08950222771038097,0.12905671079312264
331,331,331,331,2020-05-29,170.45263671875,159.45657348632812,144.6342010498047,0.06895961070783119,0.1785085096163026
332,332,332,332,2020-06-01,173.28451538085938,157.91278076171875,139.02728271484375,0.09734319505357636,0.24640654695294595
333,333,333,333,2020-06-02,175.35867309570312,158.05484008789062,143.0809326171875,0.10947993113143673,0.22559078898985518
334,334,334,334,2020-06-03,185.9190216064453,170.13059997558594,145.1835174560547,0.0928017748313652,0.2805793995363197
335,335,335,335,2020-06-04,186.44940185546875,173.9758758544922,156.4068603515625,0.07169687141801795,0.1920794358788247
336,336,336,336,2020-06-05,185.11398315429688,169.36343383789062,155.45028686523438,0.0929985237042501,0.19082432645993808
337,337,337,337,2020-06-08,191.4501800537109,170.45263671875,159.45657348632812,0.12318696700249498,0.20064150299909667
338,338,338,338,2020-06-09,184.8582763671875,173.28451538085938,157.91278076171875,0.06679050901282402,0.17063530561296325
339,339,339,339,2020-06-10,177.29075622558594,175.35867309570312,158.05484008789062,0.011017893188712602,0.12170406250766286
340,340,340,340,2020-06-11,164.24899291992188,185.9190216064453,170.13059997558594,-0.1165562754111018,-0.03457112980562038
341,341,341,341,2020-06-12,170.63253784179688,186.44940185546875,173.9758758544922,-0.08483193754589113,-0.019217250646242356
342,342,342,342,2020-06-15,173.92852783203125,185.11398315429688,169.36343383789062,-0.06042469148828311,0.02695442511227175
343,343,343,343,2020-06-16,179.53543090820312,191.4501800537109,170.45263671875,-0.0622342018281995,0.05328632260725841
344,344,344,344,2020-06-17,174.72410583496094,184.8582763671875,173.28451538085938,-0.054821297327780294,0.008307669331777845
345,345,345,345,2020-06-18,175.51966857910156,177.29075622558594,175.35867309570312,-0.009989734852452359,0.0009180925046723409
346,346,346,346,2020-06-19,173.2655487060547,164.24899291992188,185.9190216064453,0.05489565339696645,-0.0680590549103447
347,347,347,347,2020-06-22,172.9151153564453,170.63253784179688,186.44940185546875,0.013377152702052308,-0.07258959462640113
348,348,348,348,2020-06-23,171.96798706054688,173.92852783203125,185.11398315429688,-0.011272105823707856,-0.07101568379517009
349,349,349,349,2020-06-24,164.5331268310547,179.53543090820312,191.4501800537109,-0.08356180170820515,-0.14059560150376826
350,350,350,350,2020-06-25,167.27976989746094,174.72410583496094,184.8582763671875,-0.0426062328487844,-0.0950918012175449
351,351,351,351,2020-06-26,163.41551208496094,175.51966857910156,177.29075622558594,-0.06896182400598394,-0.07826264852167497
352,352,352,352,2020-06-29,170.0737762451172,173.2655487060547,164.24899291992188,-0.01842127580914743,0.03546312961587006
353,353,353,353,2020-06-30,173.57809448242188,172.9151153564453,170.63253784179688,0.0038341305478697407,0.017262572999740433
354,354,354,354,2020-07-01,171.0398406982422,171.96798706054688,173.92852783203125,-0.0053972043179054685,-0.016608472283389686
355,355,355,355,2020-07-02,173.3034210205078,164.5331268310547,179.53543090820312,0.05330412396804807,-0.03471186637740464
356,356,356,356,2020-07-06,176.63726806640625,167.27976989746094,174.72410583496094,0.05593920995157564,0.010949618098217151
357,357,357,357,2020-07-07,172.69725036621094,163.41551208496094,175.51966857910156,0.056798391797862724,-0.016080352907108186
358,358,358,358,2020-07-08,169.6570587158203,170.0737762451172,173.2655487060547,-0.002450216244368475,-0.02082635594428628
359,359,359,359,2020-07-09,166.9956512451172,173.57809448242188,172.9151153564453,-0.037922084908999176,-0.03423335258531801
360,360,360,360,2020-07-10,166.12425231933594,171.0398406982422,171.96798706054688,-0.028739434969298205,-0.03398152668469312
361,361,361,361,2020-07-13,166.69253540039062,173.3034210205078,164.5331268310547,-0.03814630767926319,0.01312446077532603
362,362,362,362,2020-07-14,173.9474639892578,176.63726806640625,167.27976989746094,-0.015227840118865577,0.03985953648719165
363,363,363,363,2020-07-15,176.9403533935547,172.69725036621094,163.41551208496094,0.02456960384919915,0.08276350963280699
364,364,364,364,2020-07-16,174.70516967773438,169.6570587158203,170.0737762451172,0.029754794761412073,0.027231672835571263
365,365,365,365,2020-07-17,175.17872619628906,166.9956512451172,173.57809448242188,0.0490017248362995,0.009221392357370739
366,366,366,366,2020-07-20,171.72174072265625,166.12425231933594,171.0398406982422,0.03369458899089839,0.003986790572479082
367,367,367,367,2020-07-21,173.52125549316406,166.69253540039062,173.3034210205078,0.04096596213124393,0.0012569542561451374
368,368,368,368,2020-07-22,175.02719116210938,173.9474639892578,176.63726806640625,0.00620720272713049,-0.009115159682449137
369,369,369,369,2020-07-23,174.32632446289062,176.9403533935547,172.69725036621094,-0.014773503502900076,0.009433121217767848
370,370,370,370,2020-07-24,173.18975830078125,174.70516967773438,169.6570587158203,-0.008674107238775375,0.02082259124200836
371,371,371,371,2020-07-27,175.8322296142578,175.17872619628906,166.9956512451172,0.00373049531845826,0.05291502085985611
372,372,372,372,2020-07-28,170.8314666748047,171.72174072265625,166.12425231933594,-0.005184399157060815,0.028335503635075643
373,373,373,373,2020-07-29,173.83380126953125,173.52125549316406,166.69253540039062,0.0018011959138890532,0.04284094576873221
374,374,374,374,2020-07-30,170.97352600097656,175.02719116210938,173.9474639892578,-0.023160202333238233,-0.017096759677191375
375,375,375,375,2020-07-31,169.4581298828125,174.32632446289062,176.9403533935547,-0.02792575702537936,-0.042286699259043825
376,376,376,376,2020-08-03,172.2710723876953,173.18975830078125,174.70516967773438,-0.005304504851207481,-0.013932600246054916
377,377,377,377,2020-08-04,171.67437744140625,175.8322296142578,175.17872619628906,-0.023646701073933296,-0.02000441966312827
378,378,378,378,2020-08-05,175.7943572998047,170.8314666748047,171.72174072265625,0.0290513845113054,0.02371637138087257
379,379,379,379,2020-08-06,182.8219451904297,173.83380126953125,173.52125549316406,0.05170538672718905,0.05359971417237719
380,380,380,380,2020-08-07,187.1503143310547,170.97352600097656,175.02719116210938,0.09461574963357622,0.06926422739491334
381,381,381,381,2020-08-10,193.656967163086,169.4581298828125,174.32632446289062,0.14280127661628295,0.11088768583720321
382,382,382,382,2020-08-11,197.50225830078125,172.2710723876953,173.18975830078125,0.14646211672905407,0.14038070286913906
383,383,383,383,2020-08-12,198.477767944336,171.67437744140625,175.8322296142578,0.1561292424787033,0.12879059987897645
384,384,384,384,2020-08-13,196.90557861328125,175.7943572998047,170.8314666748047,0.12009043770086936,0.15263061569395364
385,385,385,385,2020-08-14,198.53463745117188,182.8219451904297,173.83380126953125,0.08594532918012465,0.1420945523899677
386,386,386,386,2020-08-17,197.691650390625,187.1503143310547,170.97352600097656,0.056325505502082596,0.15627053506222843
387,387,387,387,2020-08-18,195.7879943847656,193.656967163086,169.4581298828125,0.011004134025733192,0.1553768150289474
388,388,388,388,2020-08-19,195.2102203369141,197.50225830078125,172.2710723876953,-0.011605122815236624,0.13315728306139718
389,389,389,389,2020-08-20,194.0358123779297,198.477767944336,171.67437744140625,-0.022380116485651302,0.13025493535956212
390,390,390,390,2020-08-21,195.4091339111328,196.90557861328125,175.7943572998047,-0.007599808561480237,0.11157796480279814
391,391,391,391,2020-08-24,198.6766967773437,198.53463745117188,182.8219451904297,0.0007155392529767379,0.08672236568973979
392,392,392,392,2020-08-25,198.4493865966797,197.691650390625,187.1503143310547,0.0038329196228441553,0.060374316260232375
393,393,393,393,2020-08-26,198.6861572265625,195.7879943847656,193.656967163086,0.014802556463709315,0.02596957980469261
394,394,394,394,2020-08-27,197.6304168701172,195.2102203369141,197.50225830078125,0.012397898680848174,0.0006488967287694436
395,395,395,395,2020-08-28,200.17941284179688,194.0358123779297,198.477767944336,0.03166219878988685,0.008573478607126095
396,396,396,396,2020-08-31,195.93746948242188,195.4091339111328,196.90557861328125,0.0027037404071876825,-0.004916616063787238
397,397,397,397,2020-09-01,201.41583251953125,198.6766967773437,198.53463745117188,0.013786899956653276,0.014512304277725763
398,398,398,398,2020-09-02,203.85064697265625,198.4493865966797,197.691650390625,0.02721731958261908,0.031154561003772896
399,399,399,399,2020-09-03,196.2227783203125,198.6861572265625,195.7879943847656,-0.012398341890728748,0.0022206874170866975
400,400,400,400,2020-09-04,197.1643829345703,197.6304168701172,195.2102203369141,-0.0023581083465160635,0.010010554745973455
401,401,401,401,2020-09-08,193.17926025390625,200.17941284179688,194.0358123779297,-0.03496939314844971,-0.0044144022359908774
402,402,402,402,2020-09-09,196.9646453857422,195.93746948242188,195.4091339111328,0.005242365873324939,0.007960280276953613
403,403,403,403,2020-09-10,194.3205718994141,201.41583251953125,198.6766967773437,-0.035226925963872,-0.02192569611126305
404,404,404,404,2020-09-11,198.9049072265625,203.85064697265625,198.4493865966797,-0.024261584741289255,0.002295399535845455
405,405,405,405,2020-09-14,201.1019744873047,196.2227783203125,198.6861572265625,0.024865595160554754,0.012158961119709044
406,406,406,406,2020-09-15,199.665756225586,197.1643829345703,197.6304168701172,0.012686740139296715,0.010298715084968046
407,407,407,407,2020-09-16,203.85064697265625,193.17926025390625,200.17941284179688,0.05524085093153386,0.018339718749004197
408,408,408,408,2020-09-17,203.6033630371093,196.9646453857422,195.93746948242188,0.03370512326395225,0.03912418372523252
409,409,409,409,2020-09-18,198.2201232910156,194.3205718994141,201.41583251953125,0.020067619982201412,-0.01586622654505454
410,410,410,410,2020-09-21,189.2606811523437,198.9049072265625,203.85064697265625,-0.04848661709101809,-0.07157183966293523
411,411,411,411,2020-09-22,190.82049560546875,201.1019744873047,196.2227783203125,-0.05112569833313596,-0.027531374089633465
412,412,412,412,2020-09-23,185.9127960205078,199.665756225586,197.1643829345703,-0.06887991443830677,-0.05706703587430584
413,413,413,413,2020-09-24,186.34078979492188,203.85064697265625,193.17926025390625,-0.0858955192822276,-0.03539960992705016
414,414,414,414,2020-09-25,190.2022705078125,203.6033630371093,196.9646453857422,-0.06581960302322842,-0.03433293759235834
415,415,415,415,2020-09-28,193.01754760742188,198.2201232910156,194.3205718994141,-0.026246455693883286,-0.006705539610426303
416,416,416,416,2020-09-29,192.2946929931641,189.2606811523437,198.9049072265625,0.016030861890316217,-0.033233037462816584
417,417,417,417,2020-09-30,192.4468994140625,190.82049560546875,201.1019744873047,0.008523213418103914,-0.043038240153075
418,418,418,418,2020-10-01,190.9155731201172,185.9127960205078,199.665756225586,0.026909267176303153,-0.043824155282705
419,419,419,419,2020-10-02,197.1643829345703,186.34078979492188,203.85064697265625,0.058084937557474126,-0.03279981759872863
420,420,420,420,2020-10-05,202.7188415527344,190.2022705078125,203.6033630371093,0.06580663317795565,-0.004344336317340991
421,421,421,421,2020-10-06,199.58018493652344,193.01754760742188,198.2201232910156,0.03400021091579353,0.006861370192526195
422,422,422,422,2020-10-07,206.9132080078125,192.2946929931641,189.2606811523437,0.07602141685297625,0.0932709675775687
423,423,423,423,2020-10-08,207.255615234375,192.4468994140625,190.82049560546875,0.07694962020900409,0.08612869166259118
424,424,424,424,2020-10-09,207.44586181640625,190.9155731201172,185.9127960205078,0.08658428658351935,0.11582347346076793
425,425,425,425,2020-10-12,207.4077911376953,197.1643829345703,186.34078979492188,0.05195364421638127,0.11305630595404703
426,426,426,426,2020-10-13,204.9824981689453,202.7188415527344,190.2022705078125,0.011166483583234355,0.07770794545023962
427,427,427,427,2020-10-14,205.45803833007807,199.58018493652344,193.01754760742188,0.029451087017601907,0.0644526411036932
428,428,428,428,2020-10-15,211.7733764648437,206.9132080078125,192.2946929931641,0.023488923224503244,0.10129600130135707
429,429,429,429,2020-10-16,211.96359252929688,207.255615234375,192.4468994140625,0.022715800918579943,0.10141339338101196
430,430,430,430,2020-10-19,210.7366943359375,207.44586181640625,190.9155731201172,0.015863572744794885,0.10382139545708813
431,431,431,431,2020-10-20,212.63888549804688,207.4077911376953,197.1643829345703,0.02522130114619814,0.07848528386900311
432,432,432,432,2020-10-21,211.51657104492188,204.9824981689453,202.7188415527344,0.031876247652085965,0.04339867683142251
433,433,433,433,2020-10-22,214.3318634033203,205.45803833007807,199.58018493652344,0.04319044971599517,0.07391354242651227
434,434,434,434,2020-10-23,215.1022491455078,211.7733764648437,206.9132080078125,0.015719032940936017,0.03957717932335236
435,435,435,435,2020-10-26,208.03550720214844,211.96359252929688,207.255615234375,-0.018531886916407614,0.0037629473483336007
436,436,436,436,2020-10-27,201.4063262939453,210.7366943359375,207.44586181640625,-0.04427500427200659,-0.02911379127825675
437,437,437,437,2020-10-28,193.2933654785156,212.63888549804688,207.4077911376953,-0.09097827979214546,-0.0680515692383481
438,438,438,438,2020-10-29,197.6779937744141,211.51657104492188,204.9824981689453,-0.0654254992984391,-0.03563477106475155
439,439,439,439,2020-10-30,198.1725616455078,214.3318634033203,205.45803833007807,-0.07539383786070408,-0.035459681907727525
440,440,440,440,2020-11-02,207.3602600097656,215.1022491455078,211.7733764648437,-0.03599213474753149,-0.020838863358306536
441,441,441,441,2020-11-03,215.1402740478516,208.03550720214844,211.96359252929688,0.03415170295328207,0.014986920539741488
442,442,442,442,2020-11-04,207.2841644287109,201.4063262939453,210.7366943359375,0.029183979683871097,-0.016383145413313205
443,443,443,443,2020-11-05,227.2619781494141,193.2933654785156,212.63888549804688,0.1757360506751282,0.06876960729509429
444,444,444,444,2020-11-06,226.86090087890625,197.6779937744141,211.51657104492188,0.14762850708508846,0.0725443389999243
445,445,445,445,2020-11-09,241.40493774414065,198.1725616455078,214.3318634033203,0.21815520645066466,0.1263138103263508
446,446,446,446,2020-11-10,249.3979949951172,207.3602600097656,215.1022491455078,0.20272802022611192,0.1594392712575019
447,447,447,447,2020-11-11,249.0255584716797,215.1402740478516,208.03550720214844,0.15750321307246873,0.19703391897278943
448,448,448,448,2020-11-12,245.3012084960937,207.2841644287109,201.4063262939453,0.18340544330610253,0.21794192372133026
449,449,449,449,2020-11-13,247.3257293701172,227.2619781494141,193.2933654785156,0.08828468089594876,0.27953553272684495
450,450,450,450,2020-11-16,255.8249664306641,226.86090087890625,197.6779937744141,0.1276732369462743,0.294149953396462
451,451,451,451,2020-11-17,251.26968383789065,241.40493774414065,198.1725616455078,0.0408638952704663,0.26793377323023804
452,452,452,452,2020-11-18,253.103256225586,249.3979949951172,207.3602600097656,0.014856820442928464,0.22059673446429007
453,453,453,453,2020-11-19,256.73211669921875,249.0255584716797,215.1402740478516,0.030946856518807797,0.19332429892748149
454,454,454,454,2020-11-20,255.08956909179688,245.3012084960937,207.2841644287109,0.03990343405038321,0.2306273843679323
455,455,455,455,2020-11-23,259.6638488769531,247.3257293701172,227.2619781494141,0.049886113904357376,0.14257497444749134
456,456,456,456,2020-11-24,267.2557373046875,255.8249664306641,226.86090087890625,0.0446819989210141,0.1780599313027642
457,457,457,457,2020-11-25,261.7552490234375,251.26968383789065,241.40493774414065,0.041730323473132325,0.08429948231160722
458,458,458,458,2020-11-27,260.5615539550781,253.103256225586,249.3979949951172,0.02946741120882579,0.04476202368900162
459,459,459,459,2020-11-30,255.2232666015625,256.73211669921875,249.0255584716797,-0.005877138073161259,0.024887839496955166
460,460,460,460,2020-12-01,258.1836853027344,255.08956909179688,245.3012084960937,0.012129528549338797,0.05251697244225295
461,461,461,461,2020-12-02,257.94482421875,259.6638488769531,247.3257293701172,-0.0066201924743776175,0.04293566575413421
462,462,462,462,2020-12-03,256.9994812011719,267.2557373046875,255.8249664306641,-0.0383761868199779,0.004591087362953328
463,463,463,463,2020-12-04,263.3212890625,261.7552490234375,251.26968383789065,0.005982841012377449,0.04796283037624449
464,464,464,464,2020-12-07,259.3105163574219,260.5615539550781,253.103256225586,-0.004801313081944314,0.02452461585995347
465,465,465,465,2020-12-08,261.8888854980469,255.2232666015625,256.73211669921875,0.026116815230996515,0.020086185028691528
466,466,466,466,2020-12-09,263.875244140625,258.1836853027344,255.08956909179688,0.022044610724403224,0.03444153000888295
467,467,467,467,2020-12-10,262.0799255371094,257.94482421875,259.6638488769531,0.016030952863208547,0.009304632395328749
468,468,468,468,2020-12-11,262.3091125488281,256.9994812011719,267.2557373046875,0.020660085860251254,-0.0185089562744164
469,469,469,469,2020-12-14,257.92578125,263.3212890625,261.7552490234375,-0.02049020734977247,-0.014629955990279386
470,470,470,470,2020-12-15,263.3691101074219,259.3105163574219,260.5615539550781,0.01565148150183715,0.010775020757006093
471,471,471,471,2020-12-16,260.5233154296875,261.8888854980469,255.2232666015625,-0.005214310892813989,0.020766323144038035
472,472,472,472,2020-12-17,260.9912414550781,263.875244140625,258.1836853027344,-0.010929417403058528,0.01087425856924984
473,473,473,473,2020-12-18,259.74981689453125,262.0799255371094,257.94482421875,-0.008890832206254529,0.0069975921449407785
474,474,474,474,2020-12-21,260.5042724609375,262.3091125488281,256.9994812011719,-0.006880584781646326,0.013637347606247463
475,475,475,475,2020-12-22,255.5288543701172,257.92578125,263.3212890625,-0.009293087601659922,-0.02959287765955476
476,476,476,476,2020-12-23,257.266845703125,263.3691101074219,259.3105163574219,-0.023170008061339842,-0.007881171512072349
477,477,477,477,2020-12-24,257.31463623046875,260.5233154296875,261.8888854980469,-0.01231628422172737,-0.01746637417956498
478,478,478,478,2020-12-28,255.6435089111328,260.9912414550781,263.875244140625,-0.020490084319039314,-0.031195557037951294
479,479,479,479,2020-12-29,254.1441345214844,259.74981689453125,262.0799255371094,-0.02158108305933082,-0.030280041477275588
480,480,480,480,2020-12-30,258.0499572753906,260.5042724609375,262.3091125488281,-0.009421400894355392,-0.01623716092838623
481,481,481,481,2020-12-31,260.1413269042969,255.5288543701172,257.92578125,0.018050691557121912,0.008589857297551129
482,482,482,482,2021-01-04,254.0391082763672,257.266845703125,263.3691101074219,-0.012546262686652154,-0.03542557374040256
