,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MRNA,MRNA_6m,MRNA_12m,MRNA_6m_ret,MRNA_12m_ret
246,246,246,246,2020-01-28,22.36000061035156,20.6200008392334,18.39999961853028,0.08438407857906038,0.21521744966957712
247,247,247,247,2020-01-29,20.549999237060547,20.940000534057617,19.13999938964844,-0.01862470329753607,0.07366770597572136
248,248,248,248,2020-01-30,20.989999771118164,21.96999931335449,20.26000022888184,-0.04460626185093375,0.036031566337085597
249,249,249,249,2020-01-31,20.51000022888184,21.46999931335449,20.0,-0.044713512583837045,0.025500011444091975
250,250,250,250,2020-02-03,20.3799991607666,21.1200008392334,20.239999771118164,-0.03503795686845512,0.006916965969941069
251,251,251,251,2020-02-04,20.8700008392334,22.739999771118164,21.01000022888184,-0.08223390284549748,-0.00666346445137056
252,252,252,252,2020-02-05,20.049999237060547,22.36000061035156,20.6200008392334,-0.10330953981376889,-0.027643141560320217
253,253,253,253,2020-02-06,19.8799991607666,20.549999237060547,20.940000534057617,-0.03260341124906929,-0.05062088568560397
254,254,254,254,2020-02-07,23.239999771118164,20.989999771118164,21.96999931335449,0.10719390302690512,0.057806121868729576
255,255,255,255,2020-02-10,23.64999961853028,20.51000022888184,21.46999931335449,0.15309601923976324,0.10153704587311352
256,256,256,256,2020-02-11,21.350000381469727,20.3799991607666,21.1200008392334,0.04759574389828569,0.010890129408000382
257,257,257,257,2020-02-12,19.01000022888184,20.8700008392334,22.739999771118164,-0.08912316892939243,-0.16402812575986736
258,258,258,258,2020-02-13,19.045000076293945,20.049999237060547,22.36000061035156,-0.05012464832960961,-0.14825583379111962
259,259,259,259,2020-02-14,19.0,19.8799991607666,20.549999237060547,-0.04426555321507708,-0.07542575642850768
260,260,260,260,2020-02-18,18.90999984741211,23.239999771118164,20.989999771118164,-0.18631669390492955,-0.099094804496763
261,261,261,261,2020-02-19,18.920000076293945,23.64999961853028,20.51000022888184,-0.1999999838702018,-0.07752316600898335
262,262,262,262,2020-02-20,18.540000915527344,21.350000381469727,20.3799991607666,-0.13161589769250126,-0.09028451035373086
263,263,263,263,2020-02-21,18.229999542236328,19.01000022888184,20.8700008392334,-0.04103107192289557,-0.12649742169794964
264,264,264,264,2020-02-24,18.59000015258789,19.045000076293945,20.049999237060547,-0.023890780881246187,-0.07281791222086353
265,265,265,265,2020-02-25,23.76000022888184,19.0,19.8799991607666,0.25052632783588624,0.1951710881242119
266,266,266,266,2020-02-26,29.15999984741211,18.90999984741211,23.239999771118164,0.5420412523907421,0.254733224380282
267,267,267,267,2020-02-27,26.15999984741211,18.920000076293945,23.64999961853028,0.3826638341397057,0.1061310896138532
268,268,268,268,2020-02-28,25.93000030517578,18.540000915527344,21.350000381469727,0.39859757414894603,0.2145198989167778
269,269,269,269,2020-03-02,29.8799991607666,18.229999542236328,19.01000022888184,0.6390564953958926,0.5718042504476146
270,270,270,270,2020-03-03,27.90999984741211,18.59000015258789,19.045000076293945,0.5013447885059212,0.4654764891365255
271,271,271,271,2020-03-04,27.489999771118164,23.76000022888184,19.0,0.15698651120812124,0.4468420932167454
272,272,272,272,2020-03-05,28.01000022888184,29.15999984741211,18.90999984741211,-0.039437572858297854,0.4812268881490813
273,273,273,273,2020-03-06,29.61000061035156,26.15999984741211,18.920000076293945,0.13188076387854952,0.5650105967732941
274,274,274,274,2020-03-09,24.290000915527344,25.93000030517578,18.540000915527344,-0.06324717972799576,0.3101402220096088
275,275,275,275,2020-03-10,22.34000015258789,29.8799991607666,18.229999542236328,-0.2523426780439463,0.22545258988236805
276,276,276,276,2020-03-11,23.61000061035156,27.90999984741211,18.59000015258789,-0.15406661628696705,0.2700376770607418
277,277,277,277,2020-03-12,22.299999237060547,27.489999771118164,23.76000022888184,-0.18879594679045397,-0.06144785259920016
278,278,278,278,2020-03-13,21.299999237060547,28.01000022888184,29.15999984741211,-0.2395573344159575,-0.2695473474444864
279,279,279,279,2020-03-16,26.489999771118164,29.61000061035156,26.15999984741211,-0.10536983366838071,0.012614676056227125
280,280,280,280,2020-03-17,28.18000030517578,24.290000915527344,25.93000030517578,0.1601481779756444,0.08677207765211192
281,281,281,281,2020-03-18,31.57999992370605,22.34000015258789,29.8799991607666,0.4136078651748707,0.05689427077265807
282,282,282,282,2020-03-19,28.270000457763672,23.61000061035156,27.90999984741211,0.19737398250506555,0.012898624590459873
283,283,283,283,2020-03-20,28.200000762939453,22.299999237060547,27.489999771118164,0.26457406850820187,0.02582760995753941
284,284,284,284,2020-03-23,26.56999969482422,21.299999237060547,28.01000022888184,0.24741787072903887,-0.05141022928563921
285,285,285,285,2020-03-24,25.81999969482422,26.489999771118164,29.61000061035156,-0.025292566330047395,-0.12799732649118445
286,286,286,286,2020-03-25,27.1299991607666,28.18000030517578,24.290000915527344,-0.037260508624491706,0.11692046678449453
287,287,287,287,2020-03-26,27.940000534057617,31.57999992370605,22.34000015258789,-0.11526280552382162,0.2506714567242747
288,288,288,288,2020-03-27,30.049999237060547,28.270000457763672,23.61000061035156,0.06296422888129238,0.2727657119960192
289,289,289,289,2020-03-30,30.479999542236328,28.200000762939453,22.299999237060547,0.08085101835505126,0.3668161697324803
290,290,290,290,2020-03-31,29.950000762939453,26.56999969482422,21.299999237060547,0.127211182045051,0.4061033725686005
291,291,291,291,2020-04-01,29.670000076293945,25.81999969482422,26.489999771118164,0.14910923419729882,0.12004531267089358
292,292,292,292,2020-04-02,33.20000076293945,27.1299991607666,28.18000030517578,0.22373762587323776,0.1781405395102731
293,293,293,293,2020-04-03,34.84000015258789,27.940000534057617,31.57999992370605,0.24695774826916983,0.103229899833998
294,294,294,294,2020-04-06,34.63999938964844,30.049999237060547,28.270000457763672,0.15274543324869905,0.22532716054963475
295,295,295,295,2020-04-07,32.02000045776367,30.479999542236328,28.200000762939453,0.05052496517899718,0.1354609784211238
296,296,296,296,2020-04-08,32.41999816894531,29.950000762939453,26.56999969482422,0.08247069592940615,0.2201730726877149
297,297,297,297,2020-04-09,31.86000061035156,29.670000076293945,25.81999969482422,0.07381194905379873,0.23392722644911945
298,298,298,298,2020-04-13,32.900001525878906,33.20000076293945,27.1299991607666,-0.009036121390558205,0.21267978413565358
299,299,299,299,2020-04-14,34.65999984741211,34.84000015258789,27.940000534057617,-0.005166484052452347,0.24051536094865544
300,300,300,300,2020-04-15,37.25,34.63999938964844,30.049999237060547,0.07534643927076723,0.2396006970296265
301,301,301,301,2020-04-16,40.59999847412109,32.02000045776367,30.479999542236328,0.2679574607650288,0.33202096731863184
302,302,302,302,2020-04-17,46.84999847412109,32.41999816894531,29.950000762939453,0.44509565453948974,0.5642736988539221
303,303,303,303,2020-04-20,51.68999862670898,31.86000061035156,29.670000076293945,0.6224104719544323,0.7421637510546826
304,304,304,304,2020-04-21,49.2599983215332,32.900001525878906,33.20000076293945,0.49726431723067366,0.483734855106426
305,305,305,305,2020-04-22,51.20000076293945,34.65999984741211,34.84000015258789,0.4772071837375471,0.46957521638059907
306,306,306,306,2020-04-23,47.43999862670898,37.25,34.63999938964844,0.2735570101129927,0.36951499603333127
307,307,307,307,2020-04-24,50.5,40.59999847412109,32.02000045776367,0.24384241127962825,0.5771392653979681
308,308,308,308,2020-04-27,48.04999923706055,46.84999847412109,32.41999816894531,0.025613677737947205,0.4821098689353722
309,309,309,309,2020-04-28,47.880001068115234,51.68999862670898,31.86000061035156,-0.07370860243407051,0.5028248634922705
310,310,310,310,2020-04-29,46.369998931884766,49.2599983215332,32.900001525878906,-0.05866828031102711,0.4094223945676858
311,311,311,311,2020-04-30,45.9900016784668,51.20000076293945,34.65999984741211,-0.10175779310229727,0.3268898407655545
312,312,312,312,2020-05-01,47.93000030517578,47.43999862670898,37.25,0.010328872104792497,0.28671141758861163
313,313,313,313,2020-05-04,50.5,50.5,40.59999847412109,0.0,0.24384241127962825
314,314,314,314,2020-05-05,49.34000015258789,48.04999923706055,46.84999847412109,0.026847053819147204,0.05314838334183136
315,315,315,315,2020-05-06,48.95000076293945,47.880001068115234,51.68999862670898,0.022347528633134495,-0.05300827890433968
316,316,316,316,2020-05-07,53.18999862670898,46.369998931884766,49.2599983215332,0.14707784886608377,0.07978076409023838
317,317,317,317,2020-05-08,59.25,45.9900016784668,51.20000076293945,0.28832350157842535,0.15722654525598068
318,318,318,318,2020-05-11,66.9000015258789,47.93000030517578,47.43999862670898,0.3957855434992481,0.41020243386377
319,319,319,319,2020-05-12,62.34999847412109,50.5,50.5,0.2346534351311107,0.2346534351311107
320,320,320,320,2020-05-13,65.18000030517578,49.34000015258789,48.04999923706055,0.3210376997081765,0.3565036699293642
321,321,321,321,2020-05-14,64.55999755859375,48.95000076293945,47.880001068115234,0.3188967630716113,0.3483708462485027
322,322,322,322,2020-05-15,66.69000244140625,53.18999862670898,46.369998931884766,0.25380718487024634,0.4382144485138022
323,323,323,323,2020-05-18,80.0,59.25,45.9900016784668,0.35021097046413496,0.7395085253379583
324,324,324,324,2020-05-19,71.66999816894531,66.9000015258789,47.93000030517578,0.07130039662586896,0.49530560635539866
325,325,325,325,2020-05-20,73.47000122070312,62.34999847412109,50.5,0.1783480837003948,0.45485150932085405
326,326,326,326,2020-05-21,67.05000305175781,65.18000030517578,49.34000015258789,0.028689824145851306,0.35893803900284404
327,327,327,327,2020-05-22,69.0,64.55999755859375,48.95000076293945,0.06877327461756133,0.40960161235054793
328,328,328,328,2020-05-26,57.709999084472656,66.69000244140625,53.18999862670898,-0.13465291690195114,0.08497839019484377
329,329,329,329,2020-05-27,52.18000030517578,80.0,59.25,-0.3477499961853028,-0.11932488936412189
330,330,330,330,2020-05-28,55.540000915527344,71.66999816894531,66.9000015258789,-0.22505926699475087,-0.169805685369935
331,331,331,331,2020-05-29,61.5,73.47000122070312,62.34999847412109,-0.1629236562109937,-0.013632694385291577
332,332,332,332,2020-06-01,62.18000030517578,67.05000305175781,65.18000030517578,-0.07263240156488493,-0.04602638824722094
333,333,333,333,2020-06-02,59.869998931884766,69.0,64.55999755859375,-0.1323188560596411,-0.07264558246695108
334,334,334,334,2020-06-03,59.88999938964844,57.709999084472656,66.69000244140625,0.037775088195458384,-0.1019643545182396
335,335,335,335,2020-06-04,60.59000015258789,52.18000030517578,80.0,0.1611728592990811,-0.24262499809265137
336,336,336,336,2020-06-05,58.18999862670898,55.540000915527344,71.66999816894531,0.04771331774394638,-0.1880842735681446
337,337,337,337,2020-06-08,59.09999847412109,61.5,73.47000122070312,-0.0390244150549417,-0.19559007088368896
338,338,338,338,2020-06-09,58.22999954223633,62.18000030517578,67.05000305175781,-0.0635252612343693,-0.1315436705157652
339,339,339,339,2020-06-10,60.06999969482422,59.869998931884766,69.0,0.0033405840405476006,-0.1294202942779099
340,340,340,340,2020-06-11,60.20000076293945,59.88999938964844,57.709999084472656,0.005176179269499093,0.0431467980933784
341,341,341,341,2020-06-12,62.0,60.59000015258789,52.18000030517578,0.02327116428224474,0.1881947036679139
342,342,342,342,2020-06-15,66.56999969482422,58.18999862670898,55.540000915527344,0.14401102020766943,0.1985955815174143
343,343,343,343,2020-06-16,64.33999633789062,59.09999847412109,61.5,0.08866324871504094,0.046178802242123895
344,344,344,344,2020-06-17,63.310001373291016,58.22999954223633,62.18000030517578,0.08724028629555414,0.018173063084098606
345,345,345,345,2020-06-18,64.94999694824219,60.06999969482422,59.869998931884766,0.0812385097088395,0.08485047781839827
346,346,346,346,2020-06-19,66.3499984741211,60.20000076293945,59.88999938964844,0.102159429123591,0.10786440391230356
347,347,347,347,2020-06-22,64.75,62.0,60.59000015258789,0.04435483870967749,0.06865819173024756
348,348,348,348,2020-06-23,62.93999862670898,66.56999969482422,58.18999862670898,-0.054529083442334314,0.08162914782781527
349,349,349,349,2020-06-24,64.83999633789062,64.33999633789062,59.09999847412109,0.007771215860414182,0.0971234858201051
350,350,350,350,2020-06-25,62.0,63.310001373291016,58.22999954223633,-0.020691855076213517,0.06474326785850582
351,351,351,351,2020-06-26,61.27999877929688,64.94999694824219,60.06999969482422,-0.05650497831231427,0.020143151167302475
352,352,352,352,2020-06-29,62.08000183105469,66.3499984741211,60.20000076293945,-0.06435564041093178,0.031229253227395448
353,353,353,353,2020-06-30,64.20999908447266,64.75,62.0,-0.008339782479186764,0.03564514652375261
354,354,354,354,2020-07-01,61.59000015258789,62.93999862670898,66.56999969482422,-0.021448975271318282,-0.07480846575133038
355,355,355,355,2020-07-02,58.56999969482422,64.83999633789062,64.33999633789062,-0.09669952185673403,-0.08967977885426737
356,356,356,356,2020-07-06,59.150001525878906,62.0,63.310001373291016,-0.04596771732453375,-0.0657084150556837
357,357,357,357,2020-07-07,61.09000015258789,61.27999877929688,64.94999694824219,-0.003100499844872373,-0.05943028448069487
358,358,358,358,2020-07-08,61.58000183105469,62.08000183105469,66.3499984741211,-0.008054123473783203,-0.07189143561061084
359,359,359,359,2020-07-09,64.95999908447266,64.20999908447266,64.75,0.011680423776572857,0.0032432291038249073
360,360,360,360,2020-07-10,62.61000061035156,61.59000015258789,62.93999862670898,0.01656113744498522,-0.005243057253855432
361,361,361,361,2020-07-13,71.77999877929688,58.56999969482422,64.83999633789062,0.2255420719361898,0.1070327395646491
362,362,362,362,2020-07-14,75.04000091552734,59.150001525878906,62.0,0.26863903600571093,0.21032259541173137
363,363,363,363,2020-07-15,80.22000122070312,61.09000015258789,61.27999877929688,0.31314455754351234,0.3090731530465536
364,364,364,364,2020-07-16,81.80999755859375,61.58000183105469,62.08000183105469,0.32851567271855964,0.3178156434536281
365,365,365,365,2020-07-17,94.8499984741211,64.95999908447266,64.20999908447266,0.4601293074339501,0.4771842365133725
366,366,366,366,2020-07-20,82.68000030517578,62.61000061035156,61.59000015258789,0.32055581375455167,0.34242572008991523
367,367,367,367,2020-07-21,80.86000061035156,71.77999877929688,58.56999969482422,0.12649765931277202,0.38057027542544253
368,368,368,368,2020-07-22,83.2249984741211,75.04000091552734,59.150001525878906,0.10907512604920688,0.4070159987689781
369,369,369,369,2020-07-23,75.33000183105469,80.22000122070312,61.09000015258789,-0.06095735870403385,0.23309873371908263
370,370,370,370,2020-07-24,73.20999908447266,81.80999755859375,61.58000183105469,-0.10512160775902268,0.18885996926932513
371,371,371,371,2020-07-27,79.91000366210938,94.8499984741211,64.95999908447266,-0.15751180867006498,0.23014169932785933
372,372,372,372,2020-07-28,81.48999786376953,82.68000030517578,62.61000061035156,-0.01439286933979067,0.30154922647128135
373,373,373,373,2020-07-29,79.51000213623047,80.86000061035156,71.77999877929688,-0.0166955041297423,0.10769021298957049
374,374,374,374,2020-07-30,77.62999725341797,83.2249984741211,75.04000091552734,-0.06722741151437683,0.034514876149937423
375,375,375,375,2020-07-31,74.0999984741211,75.33000183105469,80.22000122070312,-0.016328200279248195,-0.0762902350218686
376,376,376,376,2020-08-03,77.9800033569336,73.20999908447266,81.80999755859375,0.06515509263915042,-0.04681572321178773
377,377,377,377,2020-08-04,78.45999908447266,79.91000366210938,94.8499984741211,-0.018145470043624323,-0.17279915290794956
378,378,378,378,2020-08-05,75.80000305175781,81.48999786376953,82.68000030517578,-0.06982445651212232,-0.0832123515726122
379,379,379,379,2020-08-06,73.76000213623047,79.51000213623047,80.86000061035156,-0.07231794548499815,-0.0878060650572412
380,380,380,380,2020-08-07,74.0999984741211,77.62999725341797,83.2249984741211,-0.045472097181369575,-0.10964253730611273
381,381,381,381,2020-08-10,72.01000213623047,74.0999984741211,75.33000183105469,-0.028205079364752472,-0.044072741459240894
382,382,382,382,2020-08-11,68.97000122070312,77.9800033569336,73.20999908447266,-0.11554246920187317,-0.057915556847326966
383,383,383,383,2020-08-12,69.5199966430664,78.45999908447266,79.91000366210938,-0.11394344310125648,-0.1300213558114196
384,384,384,384,2020-08-13,67.83000183105469,75.80000305175781,81.48999786376953,-0.10514513060455999,-0.16762788551732288
385,385,385,385,2020-08-14,69.1500015258789,73.76000213623047,79.51000213623047,-0.06250000646471188,-0.1302980798893829
386,386,386,386,2020-08-17,69.76000213623047,74.0999984741211,77.62999725341797,-0.05856945245965606,-0.10137827380692055
387,387,387,387,2020-08-18,67.02999877929688,72.01000213623047,74.0999984741211,-0.06915710608523917,-0.09541160378422098
388,388,388,388,2020-08-19,68.0,68.97000122070312,77.9800033569336,-0.014064103284544438,-0.12798157126581122
389,389,389,389,2020-08-20,67.80999755859375,69.5199966430664,78.45999908447266,-0.024597226223301405,-0.1357379766779344
390,390,390,390,2020-08-21,66.44999694824219,67.83000183105469,75.80000305175781,-0.02034505153412347,-0.12335099903797164
391,391,391,391,2020-08-24,64.87999725341797,69.1500015258789,73.76000213623047,-0.06174987965637169,-0.12039051824336511
392,392,392,392,2020-08-25,66.25,69.76000213623047,74.0999984741211,-0.050315396054260164,-0.10593790331672748
393,393,393,393,2020-08-26,70.5,67.02999877929688,72.01000213623047,0.05176788428906964,-0.020969338861757114
394,394,394,394,2020-08-27,68.02999877929688,68.0,68.97000122070312,0.0004411585190717826,-0.013629149264449802
395,395,395,395,2020-08-28,67.48999786376953,67.80999755859375,69.5199966430664,-0.004719063653522593,-0.029200214000576152
396,396,396,396,2020-08-31,64.88999938964844,66.44999694824219,67.83000183105469,-0.023476262306058926,-0.04334368807373712
397,397,397,397,2020-09-01,63.31999969482422,64.87999725341797,69.1500015258789,-0.024044353030726495,-0.0843094967810355
398,398,398,398,2020-09-02,64.72000122070312,66.25,69.76000213623047,-0.023094321196933998,-0.07224771733356605
399,399,399,399,2020-09-03,64.83999633789062,70.5,67.02999877929688,-0.08028373988807624,-0.03267197495582619
400,400,400,400,2020-09-04,62.59999847412109,68.02999877929688,68.0,-0.07981773339129128,-0.07941178714527819
401,401,401,401,2020-09-08,54.34000015258789,67.48999786376953,67.80999755859375,-0.19484365279911975,-0.19864323685259844
402,402,402,402,2020-09-09,56.900001525878906,64.88999938964844,66.44999694824219,-0.12313142146591138,-0.14371701822351868
403,403,403,403,2020-09-10,57.560001373291016,63.31999969482422,64.87999725341797,-0.09096649319794647,-0.11282361575225441
404,404,404,404,2020-09-11,59.34000015258789,64.72000122070312,66.25,-0.08312733261188876,-0.10430188448923938
405,405,405,405,2020-09-14,63.66999816894531,64.83999633789062,70.5,-0.018044389806074035,-0.09687945859652036
406,406,406,406,2020-09-15,66.87999725341797,62.59999847412109,68.02999877929688,0.06837058919524153,-0.016904329656241
407,407,407,407,2020-09-16,68.83999633789062,54.34000015258789,67.48999786376953,0.2668383537833352,0.020002941426166654
408,408,408,408,2020-09-17,67.88999938964844,56.900001525878906,64.88999938964844,0.19314582722411933,0.04623208550189273
409,409,409,409,2020-09-18,69.87000274658203,57.560001373291016,63.31999969482422,0.21386381305757052,0.10344287876383573
410,410,410,410,2020-09-21,69.26000213623047,59.34000015258789,64.72000122070312,0.1671722608381212,0.07014834409606063
411,411,411,411,2020-09-22,68.72000122070312,63.66999816894531,64.83999633789062,0.07931526931032518,0.05983968386724192
412,412,412,412,2020-09-23,67.16000366210938,66.87999725341797,62.59999847412109,0.004186698866484928,0.07284353513001118
413,413,413,413,2020-09-24,65.16999816894531,68.83999633789062,54.34000015258789,-0.05331200412811887,0.19930066223677878
414,414,414,414,2020-09-25,69.47000122070312,67.88999938964844,56.900001525878906,0.02327296870318718,0.22091387271944463
415,415,415,415,2020-09-28,70.55000305175781,69.87000274658203,57.560001373291016,0.009732364082511102,0.22567757763283192
416,416,416,416,2020-09-29,70.5199966430664,69.26000213623047,59.34000015258789,0.018192238925398785,0.18840573747438638
417,417,417,417,2020-09-30,70.75,68.72000122070312,63.66999816894531,0.029540144692042025,0.11119839853408253
418,418,418,418,2020-10-01,70.02999877929688,67.16000366210938,66.87999725341797,0.04273369506688551,0.047099307046067906
419,419,419,419,2020-10-02,68.80999755859375,65.16999816894531,68.83999633789062,0.055853912719349585,-0.0004357754342348974
420,420,420,420,2020-10-05,71.94999694824219,69.47000122070312,67.88999938964844,0.03569880069039044,0.05980258646478642
421,421,421,421,2020-10-06,71.04000091552734,70.55000305175781,69.87000274658203,0.006945398193817898,0.016745357420249185
422,422,422,422,2020-10-07,72.37000274658203,70.5199966430664,69.26000213623047,0.026233780368415838,0.044903270494193404
423,423,423,423,2020-10-08,72.93000030517578,70.75,68.72000122070312,0.030812725161495136,0.0612630822131639
424,424,424,424,2020-10-09,73.0,70.02999877929688,67.16000366210938,0.04241041371517418,0.08695646246942457
425,425,425,425,2020-10-12,75.30999755859375,68.80999755859375,65.16999816894531,0.09446301744837382,0.1555930592994912
426,426,426,426,2020-10-13,78.29000091552734,71.94999694824219,69.47000122070312,0.08811680661843369,0.1269612716257693
427,427,427,427,2020-10-14,76.55999755859375,71.04000091552734,70.55000305175781,0.07770265444717772,0.08518772851684786
428,428,428,428,2020-10-15,75.58000183105469,72.37000274658203,70.5199966430664,0.04435538154825158,0.07175277125436152
429,429,429,429,2020-10-16,73.94000244140625,72.93000030517578,70.75,0.01384892543540528,0.045088373730123754
430,430,430,430,2020-10-19,70.95999908447266,73.0,70.02999877929688,-0.027945218020922535,0.013280027436623598
431,431,431,431,2020-10-20,71.30999755859375,75.30999755859375,68.80999755859375,-0.05311379803043892,0.03633192978783617
432,432,432,432,2020-10-21,68.37000274658203,78.29000091552734,71.94999694824219,-0.12670836700651855,-0.04975669706053576
433,433,433,433,2020-10-22,70.83999633789062,76.55999755859375,71.04000091552734,-0.074712662005056,-0.002815379716485933
434,434,434,434,2020-10-23,70.52999877929688,75.58000183105469,72.37000274658203,-0.06681665691205163,-0.02542495367491271
435,435,435,435,2020-10-26,70.23999786376953,73.94000244140625,72.93000030517578,-0.05004063369579659,-0.03688471726518483
436,436,436,436,2020-10-27,70.66999816894531,70.95999908447266,73.0,-0.0040868224248723495,-0.03191783330211906
437,437,437,437,2020-10-28,65.73999786376953,71.30999755859375,75.30999755859375,-0.07810966043362266,-0.12707475773556398
438,438,438,438,2020-10-29,71.27999877929688,68.37000274658203,78.29000091552734,0.04256246768778027,-0.08953892009522468
439,439,439,439,2020-10-30,67.47000122070312,70.83999633789062,76.55999755859375,-0.04757192675608557,-0.1187303634764848
440,440,440,440,2020-11-02,67.11000061035156,70.52999877929688,75.58000183105469,-0.048489979131393524,-0.11206669774415023
441,441,441,441,2020-11-03,69.08000183105469,70.23999786376953,73.94000244140625,-0.016514750398550104,-0.0657289755190753
442,442,442,442,2020-11-04,69.80999755859375,70.66999816894531,70.95999908447266,-0.012169246252074717,-0.01620633512847025
443,443,443,443,2020-11-05,71.4800033569336,65.73999786376953,71.30999755859375,0.08731374626842636,0.0023840387625893023
444,444,444,444,2020-11-06,72.44999694824219,71.27999877929688,68.37000274658203,0.016414116007043678,0.059675208976997185
445,445,445,445,2020-11-09,77.73999786376953,67.47000122070312,70.83999633789062,0.15221574710621266,0.09740262397766752
446,446,446,446,2020-11-10,76.05000305175781,67.11000061035156,70.52999877929688,0.13321416122930674,0.07826463019989816
447,447,447,447,2020-11-11,82.44000244140625,69.08000183105469,70.23999786376953,0.19339896143930924,0.1736902754652503
448,448,448,448,2020-11-12,87.80999755859375,69.80999755859375,70.66999816894531,0.2578427249605908,0.2425357270941646
449,449,449,449,2020-11-13,89.38999938964844,71.4800033569336,65.73999786376953,0.25055952982097285,0.35975056730132393
450,450,450,450,2020-11-16,97.9499969482422,72.44999694824219,71.27999877929688,0.3519668885316456,0.37415822987768577
451,451,451,451,2020-11-17,93.1500015258789,77.73999786376953,67.47000122070312,0.19822490462520514,0.3806136036840013
452,452,452,452,2020-11-18,88.88999938964844,76.05000305175781,67.11000061035156,0.16883623698413297,0.3245417759083935
453,453,453,453,2020-11-19,92.7699966430664,82.44000244140625,69.08000183105469,0.12530317680427205,0.3429356425025738
454,454,454,454,2020-11-20,97.61000061035156,87.80999755859375,69.80999755859375,0.1116046386998073,0.39822380782099853
455,455,455,455,2020-11-23,101.02999877929688,89.38999938964844,71.4800033569336,0.13021590188081356,0.413402266852257
456,456,456,456,2020-11-24,98.55999755859376,97.9499969482422,72.44999694824219,0.006227673602418715,0.36038649703469816
457,457,457,457,2020-11-25,109.18000030517578,93.1500015258789,77.73999786376953,0.1720880141353882,0.40442504894972164
458,458,458,458,2020-11-27,127.02999877929688,88.88999938964844,76.05000305175781,0.4290696327093235,0.6703483718842627
459,459,459,459,2020-11-30,152.74000549316406,92.7699966430664,82.44000244140625,0.6464375446819615,0.8527413994404371
460,460,460,460,2020-12-01,141.00999450683594,97.61000061035156,87.80999755859375,0.4446265098361426,0.6058535295225689
461,461,461,461,2020-12-02,143.0,101.02999877929688,89.38999938964844,0.41542117913302046,0.5997315245150312
462,462,462,462,2020-12-03,157.25999450683594,98.55999755859376,97.9499969482422,0.5955762824907247,0.6055130107858375
463,463,463,463,2020-12-04,152.52000427246094,109.18000030517578,93.1500015258789,0.3969591852550176,0.6373591172737434
464,464,464,464,2020-12-07,159.52000427246094,127.02999877929688,88.88999938964844,0.2557664001053208,0.7945776281672201
465,465,465,465,2020-12-08,169.86000061035156,152.74000549316406,92.7699966430664,0.11208586160456635,0.830979915455746
466,466,466,466,2020-12-09,156.58999633789062,141.00999450683594,97.61000061035156,0.11048863511798368,0.6042413211631947
467,467,467,467,2020-12-10,155.69000244140625,143.0,101.02999877929688,0.0887412758140298,0.541027460383483
468,468,468,468,2020-12-11,156.92999267578125,157.25999450683594,98.55999755859376,-0.0020984474283467502,0.5922280495440011
469,469,469,469,2020-12-14,155.07000732421875,152.52000427246094,109.18000030517578,0.016719138344649442,0.4203151391351252
470,470,470,470,2020-12-15,147.22000122070312,159.52000427246094,127.02999877929688,-0.07710633602259276,0.1589388540929182
471,471,471,471,2020-12-16,137.02999877929688,169.86000061035156,152.74000549316406,-0.19327682628687082,-0.10285456428486439
472,472,472,472,2020-12-17,144.0,156.58999633789062,141.00999450683594,-0.08040102581472619,0.021204209698902687
473,473,473,473,2020-12-18,140.22999572753906,155.69000244140625,143.0,-0.09929993237481993,-0.01937065924797854
474,474,474,474,2020-12-21,138.3000030517578,156.92999267578125,157.25999450683594,-0.1187152902155113,-0.12056461984839983
475,475,475,475,2020-12-22,125.87999725341795,155.07000732421875,152.52000427246094,-0.18823762618241602,-0.1746656587515787
476,476,476,476,2020-12-23,130.33999633789062,147.22000122070312,159.52000427246094,-0.1146583666814881,-0.18292381615493636
477,477,477,477,2020-12-24,123.38999938964844,137.02999877929688,169.86000061035156,-0.09954024309390297,-0.2735782471077606
478,478,478,478,2020-12-28,111.4000015258789,144.0,156.58999633789062,-0.22638887829250764,-0.288588006059471
479,479,479,479,2020-12-29,114.38999938964844,140.22999572753906,155.69000244140625,-0.18426868091828685,-0.26527074573912357
480,480,480,480,2020-12-30,111.12999725341795,138.3000030517578,156.92999267578125,-0.19645701517570957,-0.29184985381976336
481,481,481,481,2020-12-31,104.47000122070312,125.87999725341795,155.07000732421875,-0.17008259056133312,-0.32630427364152803
482,482,482,482,2021-01-04,111.7300033569336,130.33999633789062,147.22000122070312,-0.14278037059869852,-0.2410677731931623
483,483,483,483,2021-01-05,109.18000030517578,123.38999938964844,137.02999877929688,-0.1151632964969832,-0.2032401570620812
484,484,484,484,2021-01-06,116.26000213623048,111.4000015258789,144.0,0.04362657579697227,-0.19263887405395497
485,485,485,485,2021-01-07,115.08999633789062,114.38999938964844,140.22999572753906,0.006119389386984642,-0.17927690334166724
486,486,486,486,2021-01-08,112.75,111.12999725341795,138.3000030517578,0.014577546896611837,-0.18474332963098994
487,487,487,487,2021-01-11,117.26000213623048,104.47000122070312,125.87999725341795,0.1224274984787952,-0.06847787817975515
488,488,488,488,2021-01-12,124.5500030517578,111.7300033569336,130.33999633789062,0.11474088704597385,-0.04442222992797218
489,489,489,489,2021-01-13,124.05999755859376,109.18000030517578,123.38999938964844,0.13628867202624995,0.005429922783527719
