,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,HON,HON_6m,HON_12m,HON_6m_ret,HON_12m_ret
0,0,0,0,2019-02-05,134.20947265625,,,,
1,1,1,1,2019-02-06,134.39898681640625,,,,
2,2,2,2,2019-02-07,133.72210693359375,,,,
3,3,3,3,2019-02-08,134.1372528076172,,,,
4,4,4,4,2019-02-11,134.01995849609375,,,,
5,5,5,5,2019-02-12,135.71685791015625,,,,
6,6,6,6,2019-02-13,136.727783203125,134.20947265625,,0.018764029818708394,
7,7,7,7,2019-02-14,135.8612518310547,134.39898681640625,,0.010880030045508748,
8,8,8,8,2019-02-15,138.38864135742188,133.72210693359375,,0.0348972546936126,
9,9,9,9,2019-02-19,138.3524627685547,134.1372528076172,,0.03142460332763086,
10,10,10,10,2019-02-20,139.52589416503906,134.01995849609375,,0.041082953096913455,
11,11,11,11,2019-02-21,138.48231506347656,135.71685791015625,,0.020376666509263286,
12,12,12,12,2019-02-22,139.01773071289062,136.727783203125,134.20947265625,0.016748223778071836,0.03582651776716239
13,13,13,13,2019-02-25,139.79812622070312,135.8612518310547,134.39898681640625,0.028977168520013308,0.0401724710296536
14,14,14,14,2019-02-26,139.67108154296875,138.38864135742188,133.72210693359375,0.009266946860433833,0.04448759255886725
15,15,15,15,2019-02-27,140.2881317138672,138.3524627685547,134.1372528076172,0.013990852830358502,0.04585511315839863
16,16,16,16,2019-02-28,139.8071746826172,139.52589416503906,134.01995849609375,0.0020159735887117503,0.04318174883401493
17,17,17,17,2019-03-01,141.30447387695312,138.48231506347656,135.71685791015625,0.020379200132399244,0.041171126806485825
18,18,18,18,2019-03-04,140.1973419189453,139.01773071289062,136.727783203125,0.008485329173520295,0.025375667143420877
19,19,19,19,2019-03-05,139.87974548339844,139.79812622070312,135.8612518310547,0.0005838365999730755,0.029577923051532062
20,20,20,20,2019-03-06,139.5077362060547,139.67108154296875,138.38864135742188,-0.0011695000504725606,0.008086609115140364
21,21,21,21,2019-03-07,138.36436462402344,140.2881317138672,138.3524627685547,-0.013712971057077583,8.602561335435688e-05
22,22,22,22,2019-03-08,137.5567626953125,139.8071746826172,139.52589416503906,-0.016096541485896232,-0.014113018099689567
23,23,23,23,2019-03-11,139.00863647460938,141.30447387695312,138.48231506347656,-0.016247450199934566,0.0038006398931991203
24,24,24,24,2019-03-12,139.28994750976562,140.1973419189453,139.01773071289062,-0.0064722654278588365,0.001958144443007681
25,25,25,25,2019-03-13,140.68739318847656,139.87974548339844,139.79812622070312,0.005773871708781408,0.006361079306381523
26,26,26,26,2019-03-14,140.87794494628906,139.5077362060547,139.67108154296875,0.009821740195185669,0.008640753619059138
27,27,27,27,2019-03-15,140.96865844726562,138.36436462402344,140.2881317138672,0.018821998209718416,0.004850921635954464
28,28,28,28,2019-03-18,142.40240478515625,137.5567626953125,139.8071746826172,0.03522649119459742,0.018562925031784694
29,29,29,29,2019-03-19,142.6837158203125,139.00863647460938,141.30447387695312,0.02643777709721218,0.009760780430493776
30,30,30,30,2019-03-20,141.82164001464844,139.28994750976562,140.1973419189453,0.018175701478423845,0.011585798086259036
31,31,31,31,2019-03-21,143.78173828125,140.68739318847656,139.87974548339844,0.021994473155302563,0.027895338130384806
32,32,32,32,2019-03-22,141.40426635742188,140.87794494628906,139.5077362060547,0.0037360100002414853,0.013594444315016219
33,33,33,33,2019-03-25,141.4949951171875,140.96865844726562,138.36436462402344,0.003733714115742748,0.022625988285863263
34,34,34,34,2019-03-26,142.9014892578125,142.40240478515625,137.5567626953125,0.003504747503451311,0.03885469865511837
35,35,35,35,2019-03-27,142.56578063964844,142.6837158203125,139.00863647460938,-0.0008265496870896172,0.025589375273735504
36,36,36,36,2019-03-28,143.8633575439453,141.82164001464844,139.28994750976562,0.014396375116561888,0.03283374081147561
37,37,37,37,2019-03-29,144.20822143554688,143.78173828125,140.68739318847656,0.0029661844361807965,0.02502589725543869
38,38,38,38,2019-04-01,146.52212524414062,141.40426635742188,140.87794494628906,0.03619310094776451,0.040064328735086585
39,39,39,39,2019-04-02,146.13194274902344,141.4949951171875,140.96865844726562,0.0327711070486667,0.03662717910938573
40,40,40,40,2019-04-03,145.45135498046875,142.9014892578125,142.40240478515625,0.017843520987076422,0.021410805526159926
41,41,41,41,2019-04-04,146.15919494628906,142.56578063964844,142.6837158203125,0.025205307266007893,0.02435792414008464
42,42,42,42,2019-04-05,146.73085021972656,143.8633575439453,141.82164001464844,0.019932057229411715,0.03461538171869294
43,43,43,43,2019-04-08,147.0575408935547,144.20822143554688,143.78173828125,0.019758370428840655,0.022783161835871812
44,44,44,44,2019-04-09,145.9595489501953,146.52212524414062,141.40426635742188,-0.003839531354107306,0.032214605047765854
45,45,45,45,2019-04-10,145.16102600097656,146.13194274902344,141.4949951171875,-0.006644110314159013,0.02590926188415943
46,46,46,46,2019-04-11,146.00491333007812,145.45135498046875,142.9014892578125,0.003805797131857025,0.02171722693992817
47,47,47,47,2019-04-12,147.42955017089844,146.15919494628906,142.56578063964844,0.008691586082395952,0.03411596744623968
48,48,48,48,2019-04-15,147.0030517578125,146.73085021972656,143.8633575439453,0.0018551077546291594,0.021824141097972927
49,49,49,49,2019-04-16,147.78346252441406,147.0575408935547,144.20822143554688,0.004936310143964784,0.024792214017181458
50,50,50,50,2019-04-17,147.8107147216797,145.9595489501953,146.52212524414062,0.012682731515675227,0.00879450441625762
51,51,51,51,2019-04-18,153.40951538085938,145.16102600097656,146.13194274902344,0.05682303030723501,0.049801381511329845
52,52,52,52,2019-04-22,152.6654510498047,146.00491333007812,145.45135498046875,0.04561858616818504,0.049597998384440345
53,53,53,53,2019-04-23,155.90489196777344,147.42955017089844,146.15919494628906,0.05748740186109558,0.06667864464542061
54,54,54,54,2019-04-24,155.4330291748047,147.0030517578125,146.73085021972656,0.05734559464031119,0.05930708465225121
55,55,55,55,2019-04-25,154.64361572265625,147.78346252441406,147.0575408935547,0.04642030360541116,0.051585758764949086
56,56,56,56,2019-04-26,156.30421447753906,147.8107147216797,145.9595489501953,0.05746200315621386,0.07087350983027219
57,57,57,57,2019-04-29,156.57643127441406,153.40951538085938,145.16102600097656,0.020643542779549273,0.07863960174379514
58,58,58,58,2019-04-30,157.55642700195312,152.6654510498047,146.00491333007812,0.03203721548336991,0.07911729412667179
59,59,59,59,2019-05-01,155.115478515625,155.90489196777344,147.42955017089844,-0.005063429647298112,0.052132888798867905
60,60,60,60,2019-05-02,155.5147705078125,155.4330291748047,147.0030517578125,0.0005258942287993396,0.05790164658637864
61,61,61,61,2019-05-03,157.47476196289062,154.64361572265625,147.78346252441406,0.018307553318669623,0.06557769910740552
62,62,62,62,2019-05-06,156.630859375,156.30421447753906,147.8107147216797,0.0020898022395159366,0.059671889618612584
63,63,63,63,2019-05-07,154.12635803222656,156.57643127441406,153.40951538085938,-0.01564777803559414,0.00467273916867228
64,64,64,64,2019-05-08,154.58914184570312,157.55642700195312,152.6654510498047,-0.018833158460830113,0.012600695066697698
65,65,65,65,2019-05-09,154.6164093017578,155.115478515625,155.90489196777344,-0.0032174043405791553,-0.0082645428873519
66,66,66,66,2019-05-10,155.74154663085938,155.5147705078125,155.4330291748047,0.001458228837726283,0.0019848899406555987
67,67,67,67,2019-05-13,151.37686157226562,157.47476196289062,154.64361572265625,-0.038723032914074085,-0.02112440358513956
68,68,68,68,2019-05-14,152.59278869628906,156.630859375,156.30421447753906,-0.025780811615437327,-0.023744886173771906
69,69,69,69,2019-05-15,153.69985961914062,154.12635803222656,156.57643127441406,-0.0027671997089346867,-0.018371677217703275
70,70,70,70,2019-05-16,154.9793701171875,154.58914184570312,157.55642700195312,0.0025242928890429894,-0.016356405979767952
71,71,71,71,2019-05-17,154.21713256835938,154.6164093017578,155.115478515625,-0.002582369718722388,-0.0057914655317594654
72,72,72,72,2019-05-20,153.01022338867188,155.74154663085938,155.5147705078125,-0.01753753767876287,-0.01610488258422249
73,73,73,73,2019-05-21,153.89947509765625,151.37686157226562,157.47476196289062,0.016664459146461752,-0.02270387216763603
74,74,74,74,2019-05-22,153.6363525390625,152.59278869628906,156.630859375,0.006838880471936815,-0.019118243032608007
75,75,75,75,2019-05-23,151.76707458496094,153.69985961914062,154.12635803222656,-0.012575060504082525,-0.015307462509250525
76,76,76,76,2019-05-24,151.98594665527344,154.9793701171875,154.58914184570312,-0.01931498017865596,-0.01683944395672987
77,77,77,77,2019-05-28,150.69110107421875,154.21713256835938,154.6164093017578,-0.022864071166526556,-0.025387397400221667
78,78,78,78,2019-05-29,149.8795623779297,153.01022338867188,155.74154663085938,-0.02046046951248337,-0.03763918093624585
79,79,79,79,2019-05-30,150.86436462402344,153.89947509765625,151.37686157226562,-0.019721382881305427,-0.0033855699141809303
80,80,80,80,2019-05-31,149.82485961914062,153.6363525390625,152.59278869628906,-0.024808535590252312,-0.018139317727900894
81,81,81,81,2019-06-03,151.79444885253906,151.76707458496094,153.69985961914062,0.00018037026577055748,-0.012396958405317071
82,82,82,82,2019-06-04,153.3263397216797,151.98594665527344,154.9793701171875,0.008819190825889,-0.010666131848760751
83,83,83,83,2019-06-05,154.47528076171875,150.69110107421875,154.21713256835938,0.025112164291879457,0.0016739268138379337
84,84,84,84,2019-06-06,155.25030517578125,149.8795623779297,153.01022338867188,0.03583372350867253,0.014640079188821264
85,85,85,85,2019-06-07,157.07395935058594,150.86436462402344,153.89947509765625,0.04116011585663548,0.0206269985710823
86,86,86,86,2019-06-10,156.180419921875,149.82485961914062,153.6363525390625,0.04241993163811664,0.01655901966408413
87,87,87,87,2019-06-11,156.51779174804688,151.79444885253906,151.76707458496094,0.031116703747818386,0.031302686541713864
88,88,88,88,2019-06-12,157.65757751464844,153.3263397216797,151.98594665527344,0.028248491425745037,0.037316811088061286
89,89,89,89,2019-06-13,157.92198181152344,154.47528076171875,150.69110107421875,0.022312314519248533,0.04798478931906747
90,90,90,90,2019-06-14,157.57550048828125,155.25030517578125,149.8795623779297,0.014977074021640835,0.05134748185977367
91,91,91,91,2019-06-17,157.16519165039062,157.07395935058594,150.86436462402344,0.000580823837266653,0.0417648464703364
92,92,92,92,2019-06-18,160.25634765625,156.180419921875,149.82485961914062,0.026097559069273135,0.06962454737903001
93,93,93,93,2019-06-19,159.9462890625,156.51779174804688,151.79444885253906,0.021904840824563454,0.05370315101496281
94,94,94,94,2019-06-20,160.74876403808594,157.65757751464844,153.3263397216797,0.019606964487008494,0.048409323080949695
95,95,95,95,2019-06-21,158.94326782226562,157.92198181152344,154.47528076171875,0.006467028839348465,0.028923637740065677
96,96,96,96,2019-06-24,159.2168426513672,157.57550048828125,155.25030517578125,0.01041622687537025,0.025549305497949648
97,97,97,97,2019-06-25,158.6059112548828,157.16519165039062,157.07395935058594,0.0091669127836973,0.00975306098242279
98,98,98,98,2019-06-26,158.28671264648438,160.25634765625,156.180419921875,-0.0122905272619247,0.01348627904613764
99,99,99,99,2019-06-27,158.5147247314453,159.9462890625,156.51779174804688,-0.008950281619195866,0.01275850471116402
100,100,100,100,2019-06-28,159.1986083984375,160.74876403808594,157.65757751464844,-0.009643344065035309,0.009774543717353978
101,101,101,101,2019-07-01,161.222900390625,158.94326782226562,157.92198181152344,0.014342429217628183,0.020902210960353385
102,102,102,102,2019-07-02,161.0496063232422,159.2168426513672,157.57550048828125,0.011511116797411569,0.022047246076932536
103,103,103,103,2019-07-03,162.6727294921875,158.6059112548828,157.16519165039062,0.02564102564102555,0.03504298747045875
104,104,104,104,2019-07-05,161.0222930908203,158.28671264648438,160.25634765625,0.017282438927426202,0.004779501378711526
105,105,105,105,2019-07-08,160.1833953857422,158.5147247314453,159.9462890625,0.010526912607796701,0.0014824121561802794
106,106,106,106,2019-07-09,160.04661560058594,159.1986083984375,160.74876403808594,0.0053267249675077455,-0.004367986539129065
107,107,107,107,2019-07-10,159.080078125,161.222900390625,158.94326782226562,-0.01329105394105412,0.0008607492761967261
108,108,108,108,2019-07-11,159.1529998779297,161.0496063232422,159.2168426513672,-0.011776535743315164,-0.00040098002431376845
109,109,109,109,2019-07-12,161.52383422851562,162.6727294921875,158.6059112548828,-0.0070626174851701196,0.018397315399825587
110,110,110,110,2019-07-15,159.58155822753906,161.0222930908203,158.28671264648438,-0.00894742482935973,0.008180380774895468
111,111,111,111,2019-07-16,159.3718719482422,160.1833953857422,158.5147247314453,-0.00506621448212996,0.005407366528560997
112,112,112,112,2019-07-17,153.75489807128906,160.04661560058594,159.1986083984375,-0.03931178116879741,-0.03419445924755882
113,113,113,113,2019-07-18,158.55120849609375,159.080078125,161.222900390625,-0.0033245497182285977,-0.016571416889648027
114,114,114,114,2019-07-19,157.73965454101562,159.1529998779297,161.0496063232422,-0.008880419080998125,-0.02055237425159029
115,115,115,115,2019-07-22,158.2776641845703,161.52383422851562,162.6727294921875,-0.02009715816523272,-0.027017837109742926
116,116,116,116,2019-07-23,159.44480895996094,159.58155822753906,161.0222930908203,-0.0008569240023533764,-0.009796681568617571
117,117,117,117,2019-07-24,158.62411499023438,159.3718719482422,160.1833953857422,-0.00469190045186052,-0.00973434475997259
