,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TT,TT_6m,TT_12m,TT_6m_ret,TT_12m_ret
0,0,0,0,2019-02-05,72.34744262695312,,,,
1,1,1,1,2019-02-06,72.03314971923828,,,,
2,2,2,2,2019-02-07,72.29745483398438,,,,
3,3,3,3,2019-02-08,72.79743194580078,,,,
4,4,4,4,2019-02-11,73.21884155273438,,,,
5,5,5,5,2019-02-12,74.10453033447266,,,,
6,6,6,6,2019-02-13,74.70452117919922,72.34744262695312,,0.032579984401106765,
7,7,7,7,2019-02-14,73.92597198486328,72.03314971923828,,0.026277099821437888,
8,8,8,8,2019-02-15,74.80450439453125,72.29745483398438,,0.0346768716312873,
9,9,9,9,2019-02-19,74.99734497070312,72.79743194580078,,0.030219651519303836,
10,10,10,10,2019-02-20,75.40447235107422,73.21884155273438,,0.029850660731441492,
11,11,11,11,2019-02-21,75.39020538330078,74.10453033447266,,0.017349479755491393,
12,12,12,12,2019-02-22,75.94733428955078,74.70452117919922,72.34744262695312,0.016636384126876846,0.04975838166332802
13,13,13,13,2019-02-25,76.37588500976562,73.92597198486328,72.03314971923828,0.033140085400621855,0.060288010554222726
14,14,14,14,2019-02-26,75.96162414550781,74.80450439453125,72.29745483398438,0.015468583881977471,0.05068185761085808
15,15,15,15,2019-02-27,76.3973159790039,74.99734497070312,72.79743194580078,0.018666940927677622,0.049450700896747524
16,16,16,16,2019-02-28,75.3973388671875,75.40447235107422,73.21884155273438,-9.460292823881833e-05,0.02975323384328754
17,17,17,17,2019-03-01,75.74732208251953,75.39020538330078,74.10453033447266,0.004736911080200468,0.02216857377858128
18,18,18,18,2019-03-04,75.35448455810547,75.94733428955078,74.70452117919922,-0.007806063728123203,0.008700455724053535
19,19,19,19,2019-03-05,75.71160888671875,76.37588500976562,73.92597198486328,-0.008697458929110113,0.024154391939832598
20,20,20,20,2019-03-06,75.97589111328125,75.96162414550781,74.80450439453125,0.00018781809807166816,0.015659307260053712
21,21,21,21,2019-03-07,74.92069244384766,76.3973159790039,74.99734497070312,-0.019328212205283024,-0.0010220698730789568
22,22,22,22,2019-03-08,74.87042999267578,75.3973388671875,75.40447235107422,-0.006988428005925584,-0.007082369808411371
23,23,23,23,2019-03-11,75.63850402832031,75.74732208251953,75.39020538330078,-0.0014365927561197367,0.0032935133119365023
24,24,24,24,2019-03-12,76.07640075683594,75.35448455810547,75.94733428955078,0.009580268552879634,0.0016994206378999621
25,25,25,25,2019-03-13,76.38507080078125,75.71160888671875,76.37588500976562,0.00889509447712511,0.00012027082912946518
26,26,26,26,2019-03-14,76.05486297607422,75.97589111328125,75.96162414550781,0.0010394331890786201,0.0012274465115149624
27,27,27,27,2019-03-15,76.16252899169922,74.92069244384766,76.3973159790039,0.016575347975892107,-0.0030732360724454733
28,28,28,28,2019-03-18,76.84447479248047,74.87042999267578,75.3973388671875,0.026366147489707226,0.01919346156025603
29,29,29,29,2019-03-19,76.47119903564453,75.63850402832031,75.74732208251953,0.011008877264579997,0.009556469235128873
30,30,30,30,2019-03-20,75.30831909179688,76.07640075683594,75.35448455810547,-0.010096188271236595,-0.0006126439133559147
31,31,31,31,2019-03-21,76.32763671875,76.38507080078125,75.71160888671875,-0.0007519019283367401,0.008136504310098047
32,32,32,32,2019-03-22,74.8201675415039,76.05486297607422,75.97589111328125,-0.01623427334237304,-0.015211714595806947
33,33,33,33,2019-03-25,75.1575698852539,76.16252899169922,74.92069244384766,-0.013194928263934647,0.0031617091844657885
34,34,34,34,2019-03-26,75.9112777709961,76.84447479248047,74.87042999267578,-0.01214397032453518,0.01390198745248461
35,35,35,35,2019-03-27,75.99024963378906,76.47119903564453,75.63850402832031,-0.006289288096964274,0.004650351166874511
36,36,36,36,2019-03-28,77.1100845336914,75.30831909179688,76.07640075683594,0.023925184675789524,0.013587443235642205
37,37,37,37,2019-03-29,77.49052429199219,76.32763671875,76.38507080078125,0.01523547201555786,0.014472114506433487
38,38,38,38,2019-04-01,79.09129333496094,74.8201675415039,76.05486297607422,0.05708522092105417,0.03992421049843897
39,39,39,39,2019-04-02,79.14873504638672,75.1575698852539,76.16252899169922,0.053103967667212926,0.039208336359378926
40,40,40,40,2019-04-03,79.46458435058594,75.9112777709961,76.84447479248047,0.04680867828768753,0.03409626476309602
41,41,41,41,2019-04-04,80.64183807373047,75.99024963378906,76.47119903564453,0.06121296432579526,0.054538690260916844
42,42,42,42,2019-04-05,80.82847595214844,77.1100845336914,75.30831909179688,0.048221856336214675,0.07330075783025758
43,43,43,43,2019-04-08,80.7782211303711,77.49052429199219,76.32763671875,0.042427082129300464,0.058308950767341106
44,44,44,44,2019-04-09,79.83786010742188,79.09129333496094,74.8201675415039,0.009439304138056492,0.06706336982117267
45,45,45,45,2019-04-10,79.67276000976562,79.14873504638672,75.1575698852539,0.0066207623289467055,0.060076318744808344
