,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,LULU,LULU_6m,LULU_12m,LULU_6m_ret,LULU_12m_ret
0,0,0,0,2019-02-05,146.88999938964844,,,,
1,1,1,1,2019-02-06,145.75999450683594,,,,
2,2,2,2,2019-02-07,147.6300048828125,,,,
3,3,3,3,2019-02-08,148.6199951171875,,,,
4,4,4,4,2019-02-11,149.7899932861328,,,,
5,5,5,5,2019-02-12,157.32000732421875,,,,
6,6,6,6,2019-02-13,155.27000427246094,146.88999938964844,,0.057049526296090836,
7,7,7,7,2019-02-14,154.85000610351562,145.75999450683594,,0.06236287005522212,
8,8,8,8,2019-02-15,151.08999633789062,147.6300048828125,,0.02343691214956367,
9,9,9,9,2019-02-19,147.57000732421875,148.6199951171875,,-0.0070649160776841136,
10,10,10,10,2019-02-20,148.1199951171875,149.7899932861328,,-0.011148930127496848,
11,11,11,11,2019-02-21,148.11000061035156,157.32000732421875,,-0.058543136823572595,
12,12,12,12,2019-02-22,149.25999450683594,155.27000427246094,146.88999938964844,-0.03870683068365799,0.016134489257507045
13,13,13,13,2019-02-25,148.5399932861328,154.85000610351562,145.75999450683594,-0.04074919321065207,0.019072440203518948
14,14,14,14,2019-02-26,150.97999572753906,151.08999633789062,147.6300048828125,-0.0007280469456466543,0.02269180203161114
15,15,15,15,2019-02-27,150.55999755859375,147.57000732421875,148.6199951171875,0.020261503598125064,0.013053441697912449
16,16,16,16,2019-02-28,150.4199981689453,148.1199951171875,149.7899932861328,0.015527971425722376,0.004205921029778237
17,17,17,17,2019-03-01,151.3800048828125,148.11000061035156,157.32000732421875,0.02207821388822806,-0.037757450831823136
18,18,18,18,2019-03-04,147.77999877929688,149.25999450683594,155.27000427246094,-0.009915555286123756,-0.04823858625018729
19,19,19,19,2019-03-05,148.89999389648438,148.5399932861328,154.85000610351562,0.002423593824042447,-0.03842435887960982
20,20,20,20,2019-03-06,149.08999633789062,150.97999572753906,151.08999633789062,-0.012518210644668182,-0.013237143745290059
21,21,21,21,2019-03-07,147.6999969482422,150.55999755859375,147.57000732421875,-0.01899575356487726,0.0008808675040439251
22,22,22,22,2019-03-08,142.50999450683594,150.4199981689453,148.1199951171875,-0.0525861172609855,-0.03787470156148143
23,23,23,23,2019-03-11,145.2899932861328,151.3800048828125,148.11000061035156,-0.040229960366259254,-0.01903995214771237
24,24,24,24,2019-03-12,145.7899932861328,147.77999877929688,149.25999450683594,-0.013466000200311634,-0.023248032616966285
25,25,25,25,2019-03-13,145.41000366210938,148.89999389648438,148.5399932861328,-0.023438484737623666,-0.02107169628043626
26,26,26,26,2019-03-14,144.17999267578125,149.08999633789062,150.97999572753906,-0.03293315301304034,-0.04503909951109819
27,27,27,27,2019-03-15,141.7899932861328,147.6999969482422,150.55999755859375,-0.04001356658240418,-0.058249232297230225
28,28,28,28,2019-03-18,144.3300018310547,142.50999450683594,150.4199981689453,0.012771085498368029,-0.04048661356218475
29,29,29,29,2019-03-19,144.99000549316406,145.2899932861328,151.3800048828125,-0.002064751922577046,-0.04221164740082495
30,30,30,30,2019-03-20,144.35000610351562,145.7899932861328,147.77999877929688,-0.009877133197962462,-0.023210127920651802
31,31,31,31,2019-03-21,148.91000366210938,145.41000366210938,148.89999389648438,0.02406987079192291,6.722475510612114e-05
32,32,32,32,2019-03-22,143.2100067138672,144.17999267578125,149.08999633789062,-0.006727604461010617,-0.03943919624692527
33,33,33,33,2019-03-25,146.5800018310547,141.7899932861328,147.6999969482422,0.0337824160500213,-0.007582905486314795
34,34,34,34,2019-03-26,143.55999755859375,144.3300018310547,142.50999450683594,-0.0053350257236348675,0.007367925705080713
35,35,35,35,2019-03-27,146.8000030517578,144.99000549316406,145.2899932861328,0.01248360224856393,0.010393074784243339
36,36,36,36,2019-03-28,167.5399932861328,144.35000610351562,145.7899932861328,0.16065109942556766,0.14918719392017965
37,37,37,37,2019-03-29,163.8699951171875,148.91000366210938,145.41000366210938,0.10046330728070996,0.1269513168982086
38,38,38,38,2019-04-01,165.52000427246094,143.2100067138672,144.17999267578125,0.15578518617884707,0.14800952060434036
39,39,39,39,2019-04-02,165.47000122070312,146.5800018310547,141.7899932861328,0.1288716001751773,0.16700761023934851
40,40,40,40,2019-04-03,166.2100067138672,143.55999755859375,144.3300018310547,0.1577738195908569,0.15159706648118876
41,41,41,41,2019-04-04,171.3699951171875,146.8000030517578,144.99000549316406,0.1673705146774891,0.18194350385942415
42,42,42,42,2019-04-05,169.3699951171875,167.5399932861328,144.35000610351562,0.010922776079675067,0.17332863149122169
43,43,43,43,2019-04-08,169.77000427246094,163.8699951171875,148.91000366210938,0.03600420657274195,0.14008461552176743
44,44,44,44,2019-04-09,167.52000427246094,165.52000427246094,143.2100067138672,0.012083131635906685,0.16975069072627713
45,45,45,45,2019-04-10,167.4600067138672,165.47000122070312,146.5800018310547,0.012026382295784233,0.14244784160173762
46,46,46,46,2019-04-11,168.0,166.2100067138672,143.55999755859375,0.010769467624258677,0.170242427257155
47,47,47,47,2019-04-12,169.8800048828125,171.3699951171875,146.8000030517578,-0.008694580596539714,0.15722071765160184
48,48,48,48,2019-04-15,172.00999450683594,169.3699951171875,167.5399932861328,0.015587172850904496,0.02668020412934502
49,49,49,49,2019-04-16,169.3300018310547,169.77000427246094,163.8699951171875,-0.002591756083719532,0.03331913636759798
50,50,50,50,2019-04-17,171.22999572753906,167.52000427246094,165.52000427246094,0.02214655778687802,0.03449728919580597
51,51,51,51,2019-04-18,173.30999755859375,167.4600067138672,165.47000122070312,0.03493365944217497,0.0473801672814016
52,52,52,52,2019-04-22,173.02000427246094,168.0,166.2100067138672,0.029880977812267506,0.04097224765965657
53,53,53,53,2019-04-23,176.77999877929688,169.8800048828125,171.3699951171875,0.040616868955496876,0.03156914171824465
54,54,54,54,2019-04-24,178.27000427246094,172.00999450683594,169.3699951171875,0.0363932908873863,0.052547732253965584
55,55,55,55,2019-04-25,177.2899932861328,169.3300018310547,169.77000427246094,0.04700874841435376,0.04429515712094334
56,56,56,56,2019-04-26,177.08999633789062,171.22999572753906,167.52000427246094,0.03422297936440999,0.05712745834142097
57,57,57,57,2019-04-29,177.5,173.30999755859375,167.4600067138672,0.024176345856733672,0.059954573531624034
58,58,58,58,2019-04-30,176.35000610351562,173.02000427246094,168.0,0.019246340011706442,0.04970241728283109
59,59,59,59,2019-05-01,175.6699981689453,176.77999877929688,169.8800048828125,-0.006278994332030496,0.034082841533510155
60,60,60,60,2019-05-02,176.5500030517578,178.27000427246094,172.00999450683594,-0.009648292923549517,0.026393864832903402
61,61,61,61,2019-05-03,178.63999938964844,177.2899932861328,169.3300018310547,0.0076146773909389065,0.05498138225901994
62,62,62,62,2019-05-06,177.69000244140625,177.08999633789062,171.22999572753906,0.0033881422775050574,0.03772707396516162
63,63,63,63,2019-05-07,173.97999572753906,177.5,173.30999755859375,-0.019831009985695425,0.003865894514935908
64,64,64,64,2019-05-08,175.1699981689453,176.35000610351562,173.02000427246094,-0.00669128377504935,0.012426273514007713
65,65,65,65,2019-05-09,173.7100067138672,175.6699981689453,176.77999877929688,-0.011157235017405509,-0.017366173134000573
66,66,66,66,2019-05-10,173.67999267578125,176.5500030517578,178.27000427246094,-0.016256076614936,-0.02574752614951692
67,67,67,67,2019-05-13,167.57000732421875,178.63999938964844,177.2899932861328,-0.06196816000476968,-0.054825350160777164
68,68,68,68,2019-05-14,170.67999267578125,177.69000244140625,177.08999633789062,-0.039450783214078466,-0.03619630580306177
69,69,69,69,2019-05-15,172.8800048828125,173.97999572753906,177.5,-0.00632251334486289,-0.026028141505281654
70,70,70,70,2019-05-16,176.8000030517578,175.1699981689453,176.35000610351562,0.00930527430410999,0.002551726298087198
71,71,71,71,2019-05-17,173.0,173.7100067138672,175.6699981689453,-0.004087310381817533,-0.015198942316704045
72,72,72,72,2019-05-20,174.14999389648438,173.67999267578125,176.5500030517578,0.002706133351701112,-0.01359393437433043
73,73,73,73,2019-05-21,176.52999877929688,167.57000732421875,178.63999938964844,0.05347013823149216,-0.011811467854683788
74,74,74,74,2019-05-22,175.72000122070312,170.67999267578125,177.69000244140625,0.02952899438246237,-0.01108673078752831
75,75,75,75,2019-05-23,170.1999969482422,172.8800048828125,173.97999572753906,-0.01550212782783622,-0.02172662876263387
76,76,76,76,2019-05-24,172.72000122070312,176.8000030517578,175.1699981689453,-0.023076933035234615,-0.013986395923114903
77,77,77,77,2019-05-28,173.5500030517578,173.0,173.7100067138672,0.003179208391663746,-0.0009210964016190815
78,78,78,78,2019-05-29,161.58999633789062,174.14999389648438,173.67999267578125,-0.0721217226459363,-0.06961076029326962
79,79,79,79,2019-05-30,163.85000610351562,176.52999877929688,167.57000732421875,-0.0718291098593059,-0.022199684061035896
80,80,80,80,2019-05-31,165.58999633789062,175.72000122070312,170.67999267578125,-0.05764855914204825,-0.02982186873864845
81,81,81,81,2019-06-03,163.8699951171875,170.1999969482422,172.8800048828125,-0.0371915507905658,-0.05211713044393118
82,82,82,82,2019-06-04,169.0,172.72000122070312,176.8000030517578,-0.021537755873158426,-0.04411766355837887
83,83,83,83,2019-06-05,173.52000427246094,173.5500030517578,173.0,-0.00017285381025278213,0.0030058050431267525
84,84,84,84,2019-06-06,170.3800048828125,161.58999633789062,174.14999389648438,0.05439698461618647,-0.02164794226701361
85,85,85,85,2019-06-07,172.49000549316406,163.85000610351562,176.52999877929688,0.052731150856289544,-0.02288559063088047
86,86,86,86,2019-06-10,171.35000610351562,165.58999633789062,175.72000122070312,0.03478476896558136,-0.02486908198742166
87,87,87,87,2019-06-11,171.6300048828125,163.8699951171875,170.1999969482422,0.04735467136662597,0.008401926910757584
88,88,88,88,2019-06-12,170.88999938964844,169.0,172.72000122070312,0.011183428341114965,-0.010595193481479304
89,89,89,89,2019-06-13,174.52000427246094,173.52000427246094,173.5500030517578,0.005763024293324648,0.0055891743223641654
90,90,90,90,2019-06-14,176.7100067138672,170.3800048828125,161.58999633789062,0.037152257598586536,0.09357021299981994
91,91,91,91,2019-06-17,183.33999633789065,172.49000549316406,163.85000610351562,0.06290214214850032,0.11895019535160611
92,92,92,92,2019-06-18,188.02999877929688,171.35000610351562,165.58999633789062,0.09734457007083241,0.13551544741638177
93,93,93,93,2019-06-19,187.1000061035156,171.6300048828125,163.8699951171875,0.09013576170009374,0.14175878244040785
94,94,94,94,2019-06-20,186.5,170.88999938964844,169.0,0.09134531374629473,0.10355029585798814
95,95,95,95,2019-06-21,181.8699951171875,174.52000427246094,173.52000427246094,0.04211546335543148,0.048121200087198
96,96,96,96,2019-06-24,182.63999938964844,176.7100067138672,170.3800048828125,0.0335577638530864,0.07195676813877516
97,97,97,97,2019-06-25,177.25999450683594,183.33999633789065,172.49000549316406,-0.03316244110668265,0.027653712457333723
98,98,98,98,2019-06-26,177.30999755859375,188.02999877929688,171.35000610351562,-0.057012185769813706,0.03478255758845772
99,99,99,99,2019-06-27,180.11000061035156,187.1000061035156,171.6300048828125,-0.037359728835587136,0.049408585249002046
100,100,100,100,2019-06-28,180.2100067138672,186.5,170.88999938964844,-0.033726505555671915,0.054538049959073964
101,101,101,101,2019-07-01,179.9499969482422,181.8699951171875,174.52000427246094,-0.01055698147299211,0.031113869716069553
102,102,102,102,2019-07-02,180.8600006103516,182.63999938964844,176.7100067138672,-0.009745941662534507,0.023484770181714465
103,103,103,103,2019-07-03,183.9900054931641,177.25999450683594,183.33999633789065,0.03796689154285526,0.0035453756313788
104,104,104,104,2019-07-05,183.2100067138672,177.30999755859375,188.02999877929688,0.03327510708088366,-0.025634165275335796
105,105,105,105,2019-07-08,186.8000030517578,180.11000061035156,187.1000061035156,0.037143981004582605,-0.0016034368892099415
106,106,106,106,2019-07-09,186.0500030517578,180.2100067138672,186.5,0.03240661517294785,-0.002412852269395138
