,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PSX,PSX_6m,PSX_12m,PSX_6m_ret,PSX_12m_ret
44,44,44,44,2019-04-09,79.2791519165039,77.40646362304688,78.14738464355469,0.024192918857223855,0.014482471526224838
45,45,45,45,2019-04-10,80.28877258300781,76.95868682861328,78.0497055053711,0.043271083377639075,0.028687706931612045
46,46,46,46,2019-04-11,80.20735931396484,77.3820571899414,79.80836486816406,0.036511075391656655,0.004999406346188007
47,47,47,47,2019-04-12,79.11629486083984,78.8639144897461,79.1977310180664,0.003200200912250706,-0.0010282637668999062
48,48,48,48,2019-04-15,78.35908508300781,79.62110900878906,77.8949966430664,-0.015850368595618836,0.0059578722631952186
49,49,49,49,2019-04-16,78.14738464355469,80.036376953125,77.48787689208984,-0.02360167190822049,0.00851110880716588
50,50,50,50,2019-04-17,78.5382308959961,79.2791519165039,77.40646362304688,-0.00934572334083672,0.01462109518994037
51,51,51,51,2019-04-18,77.69144439697266,80.28877258300781,76.95868682861328,-0.03234983052393614,0.009521440639849166
52,52,52,52,2019-04-22,79.09187316894531,80.20735931396484,77.3820571899414,-0.013907528617829845,0.02209576794794965
53,53,53,53,2019-04-23,79.30358123779297,79.11629486083984,78.8639144897461,0.002367228865842952,0.005575005386069698
54,54,54,54,2019-04-24,76.76324462890625,78.35908508300781,79.62110900878906,-0.020365736179934313,-0.035893300350379964
55,55,55,55,2019-04-25,77.52861022949219,78.14738464355469,80.036376953125,-0.007918043794873597,-0.03133283663129249
56,56,56,56,2019-04-26,77.28433990478516,78.5382308959961,79.2791519165039,-0.015965358232621685,-0.025161873752378994
57,57,57,57,2019-04-29,77.64260864257812,77.69144439697266,80.28877258300781,-0.000628586001632292,-0.03295808187494598
58,58,58,58,2019-04-30,76.7551040649414,79.09187316894531,80.20735931396484,-0.029544996348896957,-0.043041627084490885
59,59,59,59,2019-05-01,74.776611328125,79.30358123779297,79.11629486083984,-0.057084053948254665,-0.05485195610269733
60,60,60,60,2019-05-02,72.54566955566406,76.76324462890625,78.35908508300781,-0.054942636852194804,-0.07418942578496734
61,61,61,61,2019-05-03,72.92020416259766,77.52861022949219,78.14738464355469,-0.059441360463617254,-0.06688874496311314
62,62,62,62,2019-05-06,70.86026763916016,77.28433990478516,78.5382308959961,-0.0831225610976234,-0.09776083786510859
63,63,63,63,2019-05-07,70.46945190429688,77.64260864257812,77.69144439697266,-0.09238685901580579,-0.09295737193112596
64,64,64,64,2019-05-08,69.94021606445312,76.7551040649414,79.09187316894531,-0.08878742441313481,-0.1157091966319177
65,65,65,65,2019-05-09,69.8180923461914,74.776611328125,79.30358123779297,-0.06631109505852395,-0.11960984287908993
66,66,66,66,2019-05-10,70.55087280273438,72.54566955566406,76.76324462890625,-0.027497116852703174,-0.08092898959917749
67,67,67,67,2019-05-13,69.85066223144531,72.92020416259766,77.52861022949219,-0.04209453287195786,-0.09903373703358553
68,68,68,68,2019-05-14,70.77071380615234,70.86026763916016,77.28433990478516,-0.0012638088450899199,-0.08428131891477164
69,69,69,69,2019-05-15,71.0801010131836,70.46945190429688,77.64260864257812,0.00866544427954441,-0.08452198791522503
70,70,70,70,2019-05-16,71.89431762695312,69.94021606445312,76.7551040649414,0.027939598595166037,-0.06332851081637048
71,71,71,71,2019-05-17,69.76380157470703,69.8180923461914,74.776611328125,-0.0007776031922381854,-0.06703713453156379
72,72,72,72,2019-05-20,69.52525329589844,70.55087280273438,72.54566955566406,-0.014537304303855247,-0.04163468720139207
73,73,73,73,2019-05-21,70.87429809570312,69.85066223144531,72.92020416259766,0.014654633636343561,-0.028056779192945802
74,74,74,74,2019-05-22,70.41364288330078,70.77071380615234,70.86026763916016,-0.005045461655644901,-0.006302894001666948
75,75,75,75,2019-05-23,67.67443084716797,71.0801010131836,70.46945190429688,-0.047913130643750135,-0.039662874928057756
76,76,76,76,2019-05-24,68.22557830810547,71.89431762695312,69.94021606445312,-0.051029614577943305,-0.024515762930551133
77,77,77,77,2019-05-28,67.88006591796875,69.76380157470703,69.8180923461914,-0.02700161995502881,-0.027758226601394376
78,78,78,78,2019-05-29,68.06927490234375,69.52525329589844,70.55087280273438,-0.020941720087779725,-0.03517458823407282
79,79,79,79,2019-05-30,67.50167083740234,70.87429809570312,69.85066223144531,-0.04758604104617237,-0.03362876340756438
80,80,80,80,2019-05-31,66.46521759033203,70.41364288330078,70.77071380615234,-0.05607471977430034,-0.06083725858147304
81,81,81,81,2019-06-03,67.61683654785156,67.67443084716797,71.0801010131836,-0.0008510496297556847,-0.04872340382141105
82,82,82,82,2019-06-04,69.19619750976562,68.22557830810547,71.89431762695312,0.014226617431908783,-0.037528975950332666
83,83,83,83,2019-06-05,69.78025817871094,67.88006591796875,69.76380157470703,0.027993376774832823,0.00023589029887194357
84,84,84,84,2019-06-06,69.83783721923828,68.06927490234375,69.52525329589844,0.025981800444206504,0.004495976764147702
85,85,85,85,2019-06-07,70.34782409667969,67.50167083740234,70.87429809570312,0.04216418977440051,-0.007428278137055155
86,86,86,86,2019-06-10,70.66041564941406,66.46521759033203,70.41364288330078,0.0631186989402448,0.0035046158103517744
87,87,87,87,2019-06-11,69.6815414428711,67.61683654785156,67.67443084716797,0.03053536663991019,0.029658329897681357
88,88,88,88,2019-06-12,68.48054504394531,69.19619750976562,68.22557830810547,-0.01034236694464774,0.0037371135893993213
89,89,89,89,2019-06-13,70.11752319335938,69.78025817871094,67.88006591796875,0.00483324400698959,0.03296191960235473
90,90,90,90,2019-06-14,70.4054183959961,69.83783721923828,68.06927490234375,0.008127129924943688,0.03432008783704421
91,91,91,91,2019-06-17,70.66864776611328,70.34782409667969,67.50167083740234,0.004560534366957469,0.04691701537787907
92,92,92,92,2019-06-18,71.40074157714844,70.66041564941406,66.46521759033203,0.010477237091380154,0.07425724560532121
93,93,93,93,2019-06-19,72.0588150024414,69.6815414428711,67.61683654785156,0.03411625963411469,0.0656933787703351
94,94,94,94,2019-06-20,74.71578979492188,68.48054504394531,69.19619750976562,0.09105133066588889,0.07976727744869616
95,95,95,95,2019-06-21,74.51013946533203,70.11752319335938,69.78025817871094,0.06264648367369419,0.06778251342245856
96,96,96,96,2019-06-24,73.83562469482422,70.4054183959961,69.83783721923828,0.04872077145447662,0.05724386141907423
97,97,97,97,2019-06-25,73.89319610595703,70.66864776611328,70.34782409667969,0.04562912184927881,0.050397749394564206
98,98,98,98,2019-06-26,76.30338287353516,71.40074157714844,70.66041564941406,0.06866373076937049,0.07986037404760005
99,99,99,99,2019-06-27,75.47257995605469,72.0588150024414,69.6815414428711,0.0473747029214624,0.0831072102205348
100,100,100,100,2019-06-28,76.94502258300781,74.71578979492188,68.48054504394531,0.02983616708335246,0.12360412046415048
101,101,101,101,2019-07-01,77.37275695800781,74.51013946533203,70.11752319335938,0.038419167018304945,0.10347247641136814
102,102,102,102,2019-07-02,78.73825073242188,73.83562469482422,70.4054183959961,0.0663991949395848,0.11835498639547404
103,103,103,103,2019-07-03,79.8076171875,73.89319610595703,70.66864776611328,0.08004013079989325,0.1293214135302727
104,104,104,104,2019-07-05,79.62664031982422,76.30338287353516,71.40074157714844,0.043553212467617675,0.11520746929200598
105,105,105,105,2019-07-08,79.75825500488281,75.47257995605469,72.0588150024414,0.05678453090279323,0.10684938410631006
106,106,106,106,2019-07-09,80.38343048095703,76.94502258300781,74.71578979492188,0.044686553886443825,0.07585599645793151
107,107,107,107,2019-07-10,80.70423889160156,77.37275695800781,74.51013946533203,0.04305755752508378,0.0831309600373451
108,108,108,108,2019-07-11,81.92166137695312,78.73825073242188,73.83562469482422,0.04043029423335187,0.1095140281612017
109,109,109,109,2019-07-12,82.53038787841797,79.8076171875,73.89319610595703,0.03411667691469966,0.11688751099730332
110,110,110,110,2019-07-15,83.0897445678711,79.62664031982422,76.30338287353516,0.043491779059585456,0.08893919822118002
111,111,111,111,2019-07-16,83.39409637451172,79.75825500488281,75.47257995605469,0.04558576876345044,0.10495886616131944
112,112,112,112,2019-07-17,82.90878295898438,80.38343048095703,76.94502258300781,0.03141633123788612,0.07750677270310624
113,113,113,113,2019-07-18,83.83829498291016,80.70423889160156,77.37275695800781,0.03883384732142914,0.08356349546147568
114,114,114,114,2019-07-19,83.87120819091797,81.92166137695312,78.73825073242188,0.023797696252694678,0.065190138347619
115,115,115,115,2019-07-22,84.35652923583984,82.53038787841797,79.8076171875,0.022126896581561084,0.05699846967805877
116,116,116,116,2019-07-23,84.16735076904297,83.0897445678711,79.62664031982422,0.012969184184838056,0.0570250161375736
117,117,117,117,2019-07-24,84.2496109008789,83.39409637451172,79.75825500488281,0.010258694122964984,0.05631211334452013
118,118,118,118,2019-07-25,83.5504150390625,82.90878295898438,80.38343048095703,0.007739012167089054,0.03939847477467051
119,119,119,119,2019-07-26,84.16735076904297,83.83829498291016,80.70423889160156,0.003924886428092078,0.042911152189823776
120,120,120,120,2019-07-29,84.5704116821289,83.87120819091797,81.92166137695312,0.008336633110367586,0.0323327220255929
121,121,121,121,2019-07-30,85.22850036621094,84.35652923583984,82.53038787841797,0.01033673549955183,0.03269235195850251
122,122,122,122,2019-07-31,84.36475372314453,84.16735076904297,83.0897445678711,0.002345362569902365,0.015344964193889865
123,123,123,123,2019-08-01,83.89588928222656,84.2496109008789,83.39409637451172,-0.004198495576062666,0.00601712746501093
124,124,124,124,2019-08-02,81.86406707763672,83.5504150390625,82.90878295898438,-0.020183597659417463,-0.012600786600190261
125,125,125,125,2019-08-05,78.67243194580078,84.16735076904297,83.83829498291016,-0.06528563359823891,-0.06161698586740583
126,126,126,126,2019-08-06,80.12843322753906,84.5704116821289,83.87120819091797,-0.05252402543913015,-0.044625265858328156
127,127,127,127,2019-08-07,80.0626220703125,85.22850036621094,84.35652923583984,-0.06061209893054109,-0.05090189466570694
128,128,128,128,2019-08-08,82.84298706054688,84.36475372314453,84.16735076904297,-0.018037943518350752,-0.015734886466014286
129,129,129,129,2019-08-09,82.62086486816406,83.89588928222656,84.2496109008789,-0.015197698301680829,-0.019332386408657642
130,130,130,130,2019-08-12,80.86875915527344,81.86406707763672,83.5504150390625,-0.012158056127597128,-0.03209626047381453
131,131,131,131,2019-08-13,82.04505157470703,78.67243194580078,84.16735076904297,0.042869141648369524,-0.02521523102419576
132,132,132,132,2019-08-14,80.22712707519531,80.12843322753906,84.5704116821289,0.0012316957125069194,-0.05135702334356029
133,133,133,133,2019-08-15,80.17780303955078,80.0626220703125,85.22850036621094,0.0014386359859301923,-0.059260661691315164
134,134,134,134,2019-08-16,81.2965087890625,82.84298706054688,84.36475372314453,-0.01866758221011644,-0.036368800934936996
135,135,135,135,2019-08-19,81.98551940917969,82.62086486816406,83.89588928222656,-0.0076898911672999,-0.02277072082304743
136,136,136,136,2019-08-20,81.91910552978516,80.86875915527344,81.86406707763672,0.012988283553293734,0.000672315145254565
137,137,137,137,2019-08-21,82.4338150024414,82.04505157470703,78.67243194580078,0.004738414081931319,0.04781068747476791
138,138,138,138,2019-08-22,81.7364730834961,80.22712707519531,80.12843322753906,0.018813412162772547,0.020068280274377903
139,139,139,139,2019-08-23,79.01359558105469,80.17780303955078,80.0626220703125,-0.01452032126549796,-0.013102574736267525
140,140,140,140,2019-08-26,79.95165252685547,81.2965087890625,82.84298706054688,-0.016542607822145117,-0.03490137954077199
141,141,141,141,2019-08-27,78.4656753540039,81.98551940917969,82.62086486816406,-0.04293250906429791,-0.05029225390935432
142,142,142,142,2019-08-28,79.83544158935547,81.91910552978516,80.86875915527344,-0.02543562856252235,-0.012777710165354783
143,143,143,143,2019-08-29,81.4542465209961,82.4338150024414,82.04505157470703,-0.011883090469806623,-0.007200983391094318
144,144,144,144,2019-08-30,81.87760925292969,81.7364730834961,80.22712707519531,0.00172672203863522,0.02057261973481128
145,145,145,145,2019-09-03,82.5749282836914,79.01359558105469,80.17780303955078,0.04507240401410906,0.0298976169621179
146,146,146,146,2019-09-04,82.75756072998047,79.95165252685547,81.2965087890625,0.03509506200866208,0.01797189033921387
147,147,147,147,2019-09-05,82.84889221191406,78.4656753540039,81.98551940917969,0.05586158327364088,0.010530796279101251
148,148,148,148,2019-09-06,83.77034759521484,79.83544158935547,81.91910552978516,0.04928770891127665,0.0225984164921893
149,149,149,149,2019-09-09,84.81632995605469,81.4542465209961,82.4338150024414,0.041275729365343405,0.028902155669281004
150,150,150,150,2019-09-10,85.47213745117188,81.87760925292969,81.7364730834961,0.04390123540537516,0.045703762674708104
151,151,151,151,2019-09-11,85.06537628173828,82.5749282836914,79.01359558105469,0.03015985662731402,0.07659163788433698
152,152,152,152,2019-09-12,84.83292388916016,82.75756072998047,79.95165252685547,0.02507762603046193,0.06105278887969301
153,153,153,153,2019-09-13,85.3144302368164,82.84889221191406,78.4656753540039,0.02975945675406133,0.08728345039934737
154,154,154,154,2019-09-16,86.36040496826172,83.77034759521484,79.83544158935547,0.030918546328138063,0.08173015955079577
155,155,155,155,2019-09-17,84.84123992919922,84.81632995605469,81.4542465209961,0.0002936931267532028,0.0415815448901129
156,156,156,156,2019-09-18,85.4970474243164,85.47213745117188,81.87760925292969,0.000291439688854922,0.04420546965661698
157,157,157,157,2019-09-19,85.57178497314453,85.06537628173828,82.5749282836914,0.00595317053237987,0.03629257392942842
158,158,158,158,2019-09-20,85.72948455810547,84.83292388916016,82.75756072998047,0.010568546123869593,0.03591120620171151
159,159,159,159,2019-09-23,86.55133819580078,85.3144302368164,82.84889221191406,0.014498226801151315,0.044689142908712176
160,160,160,160,2019-09-24,86.0200424194336,86.36040496826172,83.77034759521484,-0.003941187503152754,0.02685550303658113
161,161,161,161,2019-09-25,87.21546173095703,84.84123992919922,84.81632995605469,0.027984289288312203,0.028286201208486572
162,162,162,162,2019-09-26,86.8003921508789,85.4970474243164,85.47213745117188,0.01524432440449175,0.015540206894507858
163,163,163,163,2019-09-27,86.05325317382812,85.57178497314453,85.06537628173828,0.005626483084753886,0.011613149030434755
164,164,164,164,2019-09-30,85.00726318359375,85.72948455810547,84.83292388916016,-0.008424422218731742,0.0020550900103524228
165,165,165,165,2019-10-01,83.86996459960938,86.55133819580078,85.3144302368164,-0.030980151804533285,-0.016931082270578046
166,166,166,166,2019-10-02,81.5538558959961,86.0200424194336,86.36040496826172,-0.05192030133698822,-0.05565686119735169
167,167,167,167,2019-10-03,82.07685089111328,87.21546173095703,84.84123992919922,-0.05891857633793629,-0.032583081534320435
168,168,168,168,2019-10-04,83.72884368896484,86.8003921508789,85.4970474243164,-0.035386343146641686,-0.02068145963656598
169,169,169,169,2019-10-07,84.14390563964844,86.05325317382812,85.57178497314453,-0.022187976209601223,-0.016686333397675557
170,170,170,170,2019-10-08,83.69563293457031,85.00726318359375,85.72948455810547,-0.015429625656700141,-0.02372406219422274
171,171,171,171,2019-10-09,85.26460266113281,83.86996459960938,86.55133819580078,0.01662857577419241,-0.014866731832118507
172,172,172,172,2019-10-10,88.49390411376953,81.5538558959961,86.0200424194336,0.0850977325538591,0.028759131299580076
173,173,173,173,2019-10-11,88.43577575683594,82.07685089111328,87.21546173095703,0.07747525394411969,0.01399194594237585
174,174,174,174,2019-10-14,88.53540802001953,83.72884368896484,86.8003921508789,0.05740631447043598,0.019988571781159425
175,175,175,175,2019-10-15,89.07502746582031,84.14390563964844,86.05325317382812,0.058603434065560345,0.035115166255111685
176,176,176,176,2019-10-16,88.21163177490234,83.69563293457031,85.00726318359375,0.05395740114496106,0.0376952329871858
177,177,177,177,2019-10-17,89.00028228759766,85.26460266113281,83.86996459960938,0.043812784084757306,0.061169904058981484
178,178,178,178,2019-10-18,88.99197387695312,88.49390411376953,81.5538558959961,0.005628294605956929,0.09120498226892804
179,179,179,179,2019-10-21,89.8221206665039,88.43577575683594,82.07685089111328,0.015676290480900912,0.09436606901093025
180,180,180,180,2019-10-22,90.2953109741211,88.53540802001953,83.72884368896484,0.019877956102078542,0.07842539077153998
181,181,181,181,2019-10-23,90.48625183105467,89.07502746582031,84.14390563964844,0.01584309772765291,0.07537499172629003
182,182,182,182,2019-10-24,91.83939361572266,88.21163177490234,83.69563293457031,0.04112566299734266,0.09730209803800394
183,183,183,183,2019-10-25,94.98565673828124,89.00028228759766,85.26460266113281,0.06725118501694527,0.11401043075029405
184,184,184,184,2019-10-28,97.3349838256836,88.99197387695312,88.49390411376953,0.09375013931330622,0.09990608732266804
185,185,185,185,2019-10-29,98.75452423095705,89.8221206665039,88.43577575683594,0.0994454762164636,0.11668070286954535
186,186,186,186,2019-10-30,96.6708526611328,90.2953109741211,88.53540802001953,0.07060767185174166,0.09188916415535897
187,187,187,187,2019-10-31,96.97801971435548,90.48625183105467,89.07502746582031,0.07174314055378805,0.08872287186852335
188,188,188,188,2019-11-01,98.28965759277344,91.83939361572266,88.21163177490234,0.07023417428081236,0.11424826426052426
189,189,189,189,2019-11-04,98.40587615966795,94.98565673828124,89.00028228759766,0.036007746209626434,0.10568049482895825
190,190,190,190,2019-11-05,98.7213363647461,97.3349838256836,88.99197387695312,0.014243106482098034,0.10932853901235529
191,191,191,191,2019-11-06,98.3062515258789,98.75452423095705,89.8221206665039,-0.004539262464874683,0.09445480463409806
192,192,192,192,2019-11-07,99.26093292236328,96.6708526611328,90.2953109741211,0.026792773518918622,0.09929222073128208
193,193,193,193,2019-11-08,99.36883544921876,96.97801971435548,90.48625183105467,0.02465317132588729,0.09816500781520499
194,194,194,194,2019-11-11,98.2979507446289,98.28965759277344,91.83939361572266,8.437461334764862e-05,0.07032447487545879
195,195,195,195,2019-11-12,98.04061126708984,98.40587615966795,94.98565673828124,-0.0037118199322310197,0.03216227200729982
196,196,196,196,2019-11-13,98.31455993652344,98.7213363647461,97.3349838256836,-0.004120450990652502,0.010063967469231327
197,197,197,197,2019-11-14,99.15299987792967,98.3062515258789,98.75452423095705,0.008613372383829088,0.004035011560996615
198,198,198,198,2019-11-15,99.00244903564452,99.26093292236328,96.6708526611328,-0.002604084800622797,0.024118918064008676
199,199,199,199,2019-11-18,99.24502563476562,99.36883544921876,96.97801971435548,-0.0012459622163571993,0.02337649218954474
200,200,200,200,2019-11-19,98.2161865234375,98.2979507446289,98.28965759277344,-0.0008317998551549133,-0.0007474954245983989
201,201,201,201,2019-11-20,97.07860565185548,98.04061126708984,98.40587615966795,-0.009812317597792108,-0.01348771597398224
202,202,202,202,2019-11-21,99.01080322265624,98.31455993652344,98.7213363647461,0.0070817922246950715,0.002932161056254934
203,203,203,203,2019-11-22,97.55538177490234,99.15299987792967,98.3062515258789,-0.016112655239823415,-0.007638067155667061
204,204,204,204,2019-11-25,96.54328155517578,99.00244903564452,99.26093292236328,-0.024839461088314585,-0.027378861825861578
205,205,205,205,2019-11-26,95.6315460205078,99.24502563476562,99.36883544921876,-0.03640967989222854,-0.037610277023130245
206,206,206,206,2019-11-27,95.9326629638672,98.2161865234375,98.2979507446289,-0.02324997172462384,-0.024062432256665822
207,207,207,207,2019-11-29,95.95775604248048,97.07860565185548,98.04061126708984,-0.011545794275152677,-0.02124482087259827
208,208,208,208,2019-12-02,95.6315460205078,99.01080322265624,98.31455993652344,-0.03413018672870616,-0.027290097395013757
209,209,209,209,2019-12-03,94.30995178222656,97.55538177490234,99.15299987792967,-0.033267564880882006,-0.04884419131711126
210,210,210,210,2019-12-04,94.15938568115234,96.54328155517578,99.00244903564452,-0.024692509262397633,-0.048918621727715994
211,211,211,211,2019-12-05,94.13429260253906,95.6315460205078,99.24502563476562,-0.01565648031715028,-0.051496112772792424
212,212,212,212,2019-12-06,94.98748016357422,95.9326629638672,98.2161865234375,-0.009852565029378813,-0.03287346489565457
213,213,213,213,2019-12-09,93.6491470336914,95.95775604248048,97.07860565185548,-0.02405859728281945,-0.03532661594319597
214,214,214,214,2019-12-10,93.6240463256836,95.6315460205078,99.01080322265624,-0.020992023849470187,-0.054405748884380434
215,215,215,215,2019-12-11,93.85826110839844,94.30995178222656,97.55538177490234,-0.004789427470720531,-0.03789765976247805
216,216,216,216,2019-12-12,95.12966918945312,94.15938568115234,96.54328155517578,0.010304692424251805,-0.014642265551277678
217,217,217,217,2019-12-13,94.5106964111328,94.13429260253906,95.6315460205078,0.003998583281259904,-0.011720500776330023
218,218,218,218,2019-12-16,95.47262573242188,94.98748016357422,95.9326629638672,0.0051074685633538675,-0.004795418132180873
219,219,219,219,2019-12-17,94.54415130615234,93.6491470336914,95.95775604248048,0.00955699331825155,-0.014731531818046428
220,220,220,220,2019-12-18,94.55252838134766,93.6240463256836,95.6315460205078,0.00991713231912894,-0.011283072208502776
221,221,221,221,2019-12-19,94.36012268066406,93.85826110839844,94.30995178222656,0.00534701545009475,0.0005319788366910938
222,222,222,222,2019-12-20,94.8118133544922,95.12966918945312,94.15938568115234,-0.0033412902375168363,0.006928971218537194
223,223,223,223,2019-12-23,94.24303436279295,94.5106964111328,94.13429260253906,-0.0028320820658804813,0.0011551768993796063
224,224,224,224,2019-12-24,94.68633270263672,95.47262573242188,94.98748016357422,-0.008235795588034556,-0.0031703910917407763
225,225,225,225,2019-12-26,93.73279571533205,94.54415130615234,93.6491470336914,-0.008581763965419431,0.0008932134919557022
226,226,226,226,2019-12-27,92.5115737915039,94.55252838134766,93.6240463256836,-0.02158540469285186,-0.011882337688223887
227,227,227,227,2019-12-30,92.31918334960938,94.36012268066406,93.85826110839844,-0.021629256862686463,-0.016397893383210627
228,228,228,228,2019-12-31,93.18911743164062,94.8118133544922,95.12966918945312,-0.017114912851465824,-0.020399017197756053
229,229,229,229,2020-01-02,93.84989166259766,94.24303436279295,94.5106964111328,-0.004171583638551746,-0.00699185143722314
230,230,230,230,2020-01-03,90.74666595458984,94.68633270263672,95.47262573242188,-0.041607554497008925,-0.049500678771288165
231,231,231,231,2020-01-06,90.17787170410156,93.73279571533205,94.54415130615234,-0.03792614937067318,-0.046182440074076236
232,232,232,232,2020-01-07,90.45391845703124,92.5115737915039,94.55252838134766,-0.022242139552290707,-0.043347438661671456
233,233,233,233,2020-01-08,87.07464599609375,92.31918334960938,94.36012268066406,-0.05680874941944358,-0.07720927524888888
234,234,234,234,2020-01-09,88.3460464477539,93.18911743164062,94.8118133544922,-0.0519703493000605,-0.06819579415239552
235,235,235,235,2020-01-10,87.71871948242188,93.84989166259766,94.24303436279295,-0.0653295605520583,-0.06922861646469725
236,236,236,236,2020-01-13,88.07838439941406,90.74666595458984,94.68633270263672,-0.029403631826110388,-0.06978777310950435
237,237,237,237,2020-01-14,88.98174285888672,90.17787170410156,93.73279571533205,-0.013264105956499739,-0.05068719886339834
238,238,238,238,2020-01-15,87.73544311523438,90.45391845703124,92.5115737915039,-0.030053704562154837,-0.05162738542351075
239,239,239,239,2020-01-16,86.81535339355469,87.07464599609375,92.31918334960938,-0.0029778197725971456,-0.05961740297476292
240,240,240,240,2020-01-17,86.41385650634766,88.3460464477539,93.18911743164062,-0.021870700717195213,-0.07270442206154593
241,241,241,241,2020-01-21,85.60249328613281,87.71871948242188,93.84989166259766,-0.024125137812951558,-0.08787861371343175
242,242,242,242,2020-01-22,85.20100402832031,88.07838439941406,90.74666595458984,-0.03266840542902705,-0.061111467489556204
