,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,LUV,LUV_6m,LUV_12m,LUV_6m_ret,LUV_12m_ret
243,243,243,243,2020-01-23,53.68411636352539,52.80230712890625,52.45345306396485,0.01670020274808026,0.023462007316463973
244,244,244,244,2020-01-24,54.79848861694336,53.3255729675293,52.60849380493164,0.02762118749874376,0.041628160276400594
245,245,245,245,2020-01-27,54.507789611816406,53.58721160888672,52.686012268066406,0.01717906148296433,0.034578007811272515
246,246,246,246,2020-01-28,55.81597137451172,53.306190490722656,52.6181869506836,0.04708235311292519,0.060773367710773574
247,247,247,247,2020-01-29,55.127967834472656,51.8817253112793,52.26933670043945,0.0625700572545842,0.054690403867496684
248,248,248,248,2020-01-30,54.10079574584961,51.82358551025391,52.31778335571289,0.043941580135267166,0.03408042687920987
249,249,249,249,2020-01-31,53.27711868286133,53.68411636352539,52.80230712890625,-0.007581342643474875,0.008992250145356762
250,250,250,250,2020-02-03,53.50969314575195,54.79848861694336,53.3255729675293,-0.02351881418118018,0.003452755741317093
251,251,251,251,2020-02-04,53.95544052124024,54.507789611816406,53.58721160888672,-0.010133397345769901,0.006871581881160216
252,252,252,252,2020-02-05,55.18610763549805,55.81597137451172,53.306190490722656,-0.011284650674399987,0.03526639453071723
253,253,253,253,2020-02-06,55.93225860595703,55.127967834472656,51.8817253112793,0.014589523305109653,0.07807244786821177
254,254,254,254,2020-02-07,55.48649978637695,54.10079574584961,51.82358551025391,0.025613376317734637,0.07068044868100243
255,255,255,255,2020-02-10,55.641544342041016,53.27711868286133,53.68411636352539,0.04437975847106568,0.03646195767218696
256,256,256,256,2020-02-11,56.13575744628906,53.50969314575195,54.79848861694336,0.049076422348080406,0.02440338890901872
257,257,257,257,2020-02-12,56.66872024536133,53.95544052124024,54.507789611816406,0.050287416762967,0.03964443704164555
258,258,258,258,2020-02-13,56.72685623168945,55.18610763549805,55.81597137451172,0.02791913875078822,0.01631943034845551
259,259,259,259,2020-02-14,56.17451477050781,55.93225860595703,55.127967834472656,0.004331242302541005,0.018983956368163524
260,260,260,260,2020-02-18,55.81597137451172,55.48649978637695,54.10079574584961,0.005937869380898686,0.031703334581611786
261,261,261,261,2020-02-19,55.34115219116211,55.641544342041016,53.27711868286133,-0.005398702613865769,0.038741462739139365
262,262,262,262,2020-02-20,55.17641830444336,56.13575744628906,53.50969314575195,-0.017089626745726227,0.031148097862409907
263,263,263,263,2020-02-21,54.77911376953125,56.66872024536133,53.95544052124024,-0.03334478822970688,0.01526580527068
264,264,264,264,2020-02-24,52.4340705871582,56.72685623168945,55.18610763549805,-0.07567466152184121,-0.04986829414600025
265,265,265,265,2020-02-25,48.12189102172852,56.17451477050781,55.93225860595703,-0.1433501256161629,-0.1396397674417652
266,266,266,266,2020-02-26,47.38543319702149,55.81597137451172,55.48649978637695,-0.15104168161695775,-0.14600067801257188
267,267,267,267,2020-02-27,45.18574523925781,55.34115219116211,55.641544342041016,-0.18350552075289284,-0.18791353163221114
268,268,268,268,2020-02-28,44.759376525878906,55.17641830444336,56.13575744628906,-0.18879517914858146,-0.20265836675126592
269,269,269,269,2020-03-02,45.4958381652832,54.77911376953125,56.66872024536133,-0.16946742956275263,-0.19716136224185676
270,270,270,270,2020-03-03,43.97833633422852,52.4340705871582,56.72685623168945,-0.1612641200319207,-0.22473517385472874
271,271,271,271,2020-03-04,45.65147399902344,48.12189102172852,56.17451477050781,-0.05133665718975211,-0.1873276665490501
272,272,272,272,2020-03-05,44.01724624633789,47.38543319702149,55.81597137451172,-0.07108064068295394,-0.2113861828007476
273,273,273,273,2020-03-06,44.48416519165039,45.18574523925781,55.34115219116211,-0.01552657909906252,-0.19618288686887086
274,274,274,274,2020-03-09,42.43164443969727,44.759376525878906,55.17641830444336,-0.05200546269530337,-0.23098226119762022
275,275,275,275,2020-03-10,44.31880187988281,45.4958381652832,54.77911376953125,-0.025871295768292057,-0.1909543833377344
276,276,276,276,2020-03-11,41.33243179321289,43.97833633422852,52.4340705871582,-0.06016381613226951,-0.21172567129785747
277,277,277,277,2020-03-12,35.087337493896484,45.65147399902344,48.12189102172852,-0.23140844270116967,-0.27086536399715744
278,278,278,278,2020-03-13,40.1553955078125,44.01724624633789,47.38543319702149,-0.0877349463642716,-0.15257933084936848
279,279,279,279,2020-03-16,36.49782943725586,44.48416519165039,45.18574523925781,-0.17953210361455885,-0.19227116330602878
280,280,280,280,2020-03-17,37.20794677734375,42.43164443969727,44.759376525878906,-0.12310853683215839,-0.16871168310776363
281,281,281,281,2020-03-18,34.19239807128906,44.31880187988281,45.4958381652832,-0.2284900173077632,-0.24844998025818388
282,282,282,282,2020-03-19,30.01927375793457,41.33243179321289,43.97833633422852,-0.27371140638127245,-0.31740769978671424
283,283,283,283,2020-03-20,31.06985092163086,35.087337493896484,45.65147399902344,-0.11449961322840396,-0.31941187874250243
284,284,284,284,2020-03-23,32.81108474731445,40.1553955078125,44.01724624633789,-0.1828972337993574,-0.2545857011660687
285,285,285,285,2020-03-24,36.63401794433594,36.49782943725586,44.48416519165039,0.0037314138725483836,-0.1764705983240057
286,286,286,286,2020-03-25,38.32661819458008,37.20794677734375,42.43164443969727,0.030065389631160677,-0.0967444533277787
287,287,287,287,2020-03-26,40.10675811767578,34.19239807128906,44.31880187988281,0.1729729524690149,-0.09503965774216838
288,288,288,288,2020-03-27,35.388893127441406,30.01927375793457,41.33243179321289,0.17887239420932222,-0.1437984267537692
289,289,289,289,2020-03-30,34.14375686645508,31.06985092163086,35.087337493896484,0.09893532970524044,-0.026892340509038215
290,290,290,290,2020-03-31,34.63987350463867,32.81108474731445,40.1553955078125,0.055736918526410495,-0.13735444349192738
291,291,291,291,2020-04-01,31.16712760925293,36.63401794433594,36.49782943725586,-0.14922988636926882,-0.14605531096491764
292,292,292,292,2020-04-02,30.64183807373047,38.32661819458008,37.20794677734375,-0.20050764932702425,-0.17647060029690875
293,293,293,293,2020-04-03,29.707992553710938,40.10675811767578,34.19239807128906,-0.25927714061191887,-0.13115212066227155
294,294,294,294,2020-04-06,29.86363410949707,35.388893127441406,30.01927375793457,-0.15612974946820013,-0.005184657353556443
295,295,295,295,2020-04-07,31.87723731994629,34.14375686645508,31.06985092163086,-0.06638166840789439,0.025986169047027108
296,296,296,296,2020-04-08,33.36555862426758,34.63987350463867,32.81108474731445,-0.03678751541054126,0.016898980366643057
297,297,297,297,2020-04-09,35.476436614990234,31.16712760925293,36.63401794433594,0.13826455423687967,-0.03159853585005623
298,298,298,298,2020-04-13,33.32664108276367,30.64183807373047,38.32661819458008,0.0876188628950072,-0.13045703866780167
299,299,299,299,2020-04-14,33.832481384277344,29.707992553710938,40.10675811767578,0.13883431615614827,-0.15643938896754783
300,300,300,300,2020-04-15,31.92587661743164,29.86363410949707,35.388893127441406,0.06905530989206521,-0.09785602780903191
301,301,301,301,2020-04-16,29.84417724609375,31.87723731994629,34.14375686645508,-0.06377780023554325,-0.12592579185641695
302,302,302,302,2020-04-17,30.34028434753418,33.36555862426758,34.63987350463867,-0.0906705717354015,-0.12412254209094409
303,303,303,303,2020-04-20,30.21382522583008,35.476436614990234,31.16712760925293,-0.14834103679219257,-0.030586789882421805
304,304,304,304,2020-04-21,29.28970718383789,33.32664108276367,30.64183807373047,-0.12113233640619303,-0.04412695108691189
305,305,305,305,2020-04-22,28.900604248046875,33.832481384277344,29.707992553710938,-0.14577343825931766,-0.027177477717632237
306,306,306,306,2020-04-23,29.31888771057129,31.92587661743164,29.86363410949707,-0.08165755127415752,-0.01824112889035645
307,307,307,307,2020-04-24,28.530956268310547,29.84417724609375,31.87723731994629,-0.04400258606409024,-0.10497399815579067
308,308,308,308,2020-04-27,28.31694984436035,30.34028434753418,33.36555862426758,-0.06668805341431383,-0.15131198121871847
309,309,309,309,2020-04-28,28.881149291992188,30.21382522583008,35.476436614990234,-0.044108149957079124,-0.18590613805365308
310,310,310,310,2020-04-29,30.12627601623535,29.28970718383789,33.32664108276367,0.028561870801462996,-0.09603023174704306
311,311,311,311,2020-04-30,30.398651123046875,28.900604248046875,33.832481384277344,0.05183444823999617,-0.10149507575954042
312,312,312,312,2020-05-01,28.43367958068848,29.31888771057129,31.92587661743164,-0.03019241857403876,-0.1093845308803959
313,313,313,313,2020-05-04,26.80917739868164,28.530956268310547,29.84417724609375,-0.060347744864804764,-0.10169487409170763
314,314,314,314,2020-05-05,25.700233459472656,28.31694984436035,30.34028434753418,-0.09240813008710558,-0.15293366518625362
315,315,315,315,2020-05-06,24.250825881958008,28.881149291992188,30.21382522583008,-0.16032337782755823,-0.19735996019379398
316,316,316,316,2020-05-07,24.75666236877441,30.12627601623535,29.28970718383789,-0.17823688678173177,-0.15476579491258358
317,317,317,317,2020-05-08,26.458984375,30.398651123046875,28.900604248046875,-0.12960005140030695,-0.08448335031652088
318,318,318,318,2020-05-11,25.37922477722168,28.43367958068848,29.31888771057129,-0.1074238314741831,-0.13437286476352628
319,319,319,319,2020-05-12,24.55238151550293,26.80917739868164,28.530956268310547,-0.08417997499951979,-0.13944764821032785
320,320,320,320,2020-05-13,23.346162796020508,25.700233459472656,28.31694984436035,-0.09159724821816662,-0.17554104787630698
321,321,321,321,2020-05-14,24.10491180419922,24.250825881958008,28.881149291992188,-0.006016870455011869,-0.16537560328727174
322,322,322,322,2020-05-15,23.21970558166504,24.75666236877441,30.12627601623535,-0.062082552333384666,-0.22925403826375002
323,323,323,323,2020-05-18,26.35198211669922,26.458984375,30.398651123046875,-0.00404408033143866,-0.13312001871292423
324,324,324,324,2020-05-19,26.935636520385746,25.37922477722168,28.43367958068848,0.061326212948827896,-0.05268551529012
325,325,325,325,2020-05-20,28.355859756469727,24.55238151550293,26.80917739868164,0.15491280300304866,0.057692272119626686
326,326,326,326,2020-05-21,28.79360008239746,23.346162796020508,25.700233459472656,0.23333330337718294,0.12036336665201164
327,327,327,327,2020-05-22,28.08348655700684,24.10491180419922,24.250825881958008,0.16505245010332414,0.15804248043775826
328,328,328,328,2020-05-26,31.63405036926269,23.21970558166504,24.75666236877441,0.36237947798278136,0.27779948274298616
329,329,329,329,2020-05-27,32.74299240112305,26.35198211669922,26.458984375,0.2425248414377852,0.2374999711652026
330,330,330,330,2020-05-28,31.663232803344727,26.935636520385746,25.37922477722168,0.1755145559445379,0.24760441192683946
331,331,331,331,2020-05-29,31.22549057006836,28.355859756469727,24.55238151550293,0.10120062795640994,0.2717907039018548
332,332,332,332,2020-06-01,32.70408630371094,28.79360008239746,23.346162796020508,0.13581095139624777,0.4008334726975151
333,333,333,333,2020-06-02,33.540653228759766,28.08348655700684,24.10491180419922,0.1943194147448677,0.3914447603544762
334,334,334,334,2020-06-03,35.42780303955078,31.63405036926269,23.21970558166504,0.1199262385310702,0.5257645242291795
335,335,335,335,2020-06-04,37.22740173339844,32.74299240112305,26.35198211669922,0.13695783443792942,0.41269835295643587
336,336,336,336,2020-06-05,37.13985443115234,31.663232803344727,26.935636520385746,0.1729647020511782,0.3788370808703079
337,337,337,337,2020-06-08,39.48420333862305,31.22549057006836,28.355859756469727,0.2644862456211079,0.3924530477202073
338,338,338,338,2020-06-09,36.97447967529297,32.70408630371094,28.79360008239746,0.13057675215031073,0.28412145648632414
339,339,339,339,2020-06-10,36.12818908691406,33.540653228759766,28.08348655700684,0.07714625712583278,0.2864566874051493
340,340,340,340,2020-06-11,31.935609817504883,35.42780303955078,31.63405036926269,-0.09857210784838377,0.009532748564350824
341,341,341,341,2020-06-12,34.892784118652344,37.22740173339844,32.74299240112305,-0.06271234375864587,0.0656565438855723
342,342,342,342,2020-06-15,35.349979400634766,37.13985443115234,31.663232803344727,-0.04819283914630135,0.11643620284093648
343,343,343,343,2020-06-16,35.57371139526367,39.48420333862305,31.22549057006836,-0.09903940342476591,0.1392522822159714
344,344,344,344,2020-06-17,35.320796966552734,36.97447967529297,32.70408630371094,-0.04472497580122148,0.08001173426896435
345,345,345,345,2020-06-18,34.873329162597656,36.12818908691406,33.540653228759766,-0.03473354065152767,0.03973315381631193
346,346,346,346,2020-06-19,33.60874557495117,31.935609817504883,35.42780303955078,0.05239091305935206,-0.0513454775213934
347,347,347,347,2020-06-22,33.423919677734375,34.892784118652344,37.22740173339844,-0.04209651015301963,-0.10216888309590999
348,348,348,348,2020-06-23,33.80329895019531,35.349979400634766,37.13985443115234,-0.04375336214231795,-0.08983760254478468
349,349,349,349,2020-06-24,31.37140655517578,35.57371139526367,39.48420333862305,-0.11812950280603529,-0.2054694307460272
350,350,350,350,2020-06-25,32.07179641723633,35.320796966552734,36.97447967529297,-0.09198548244517446,-0.13259640976997178
351,351,351,351,2020-06-26,31.08930206298828,34.873329162597656,36.12818908691406,-0.10850776769737891,-0.13947244938858305
352,352,352,352,2020-06-29,34.08539962768555,33.60874557495117,31.935609817504883,0.014182441045631489,0.06731638514077476
353,353,353,353,2020-06-30,33.24882888793945,33.423919677734375,34.892784118652344,-0.005238487630508493,-0.04711447573580396
354,354,354,354,2020-07-01,32.8889045715332,33.80329895019531,35.349979400634766,-0.027050447946200373,-0.06962026204341631
355,355,355,355,2020-07-02,33.190460205078125,31.37140655517578,35.57371139526367,0.05798444665536451,-0.06699473000455203
356,356,356,356,2020-07-06,33.36555862426758,32.07179641723633,35.320796966552734,0.04033956159487051,-0.05535657488523493
357,357,357,357,2020-07-07,32.11070251464844,31.08930206298828,34.873329162597656,0.03285375945689473,-0.07921889633961854
358,358,358,358,2020-07-08,31.99396514892578,34.08539962768555,33.60874557495117,-0.06135866094000608,-0.048046435485795014
359,359,359,359,2020-07-09,30.709930419921875,33.24882888793945,33.423919677734375,-0.07636053818841504,-0.08119901208416458
360,360,360,360,2020-07-10,32.314979553222656,32.8889045715332,33.80329895019531,-0.017450414533030867,-0.04402882094926586
361,361,361,361,2020-07-13,31.75078010559082,33.190460205078125,31.37140655517578,-0.043376322310440085,0.012092972297808924
362,362,362,362,2020-07-14,32.34416198730469,33.36555862426758,32.07179641723633,-0.030612304396426482,0.008492370259683524
363,363,363,363,2020-07-15,34.77605438232422,32.11070251464844,31.08930206298828,0.08300509359643837,0.11858588243204737
364,364,364,364,2020-07-16,33.27800369262695,31.99396514892578,34.08539962768555,0.04013377328268675,-0.023687442244414658
365,365,365,365,2020-07-17,33.20018768310547,30.709930419921875,33.24882888793945,0.08108964198655877,-0.001462944905455843
366,366,366,366,2020-07-20,32.081520080566406,32.314979553222656,32.8889045715332,-0.007224496994396756,-0.024548841060082705
367,367,367,367,2020-07-21,32.70408630371094,31.75078010559082,33.190460205078125,0.030024654353366653,-0.014654027041564599
368,368,368,368,2020-07-22,32.392799377441406,32.34416198730469,33.36555862426758,0.001503745564835235,-0.02915459194855685
369,369,369,369,2020-07-23,31.896697998046875,34.77605438232422,32.11070251464844,-0.08279709804401636,-0.006664585320235061
370,370,370,370,2020-07-24,30.7974796295166,33.27800369262695,31.99396514892578,-0.07453944912146082,-0.03739722519043098
371,371,371,371,2020-07-27,30.671022415161133,33.20018768310547,30.709930419921875,-0.0761792460959897,-0.0012669519021606401
372,372,372,372,2020-07-28,31.410314559936523,32.081520080566406,32.314979553222656,-0.020921873993011597,-0.027995220971628765
373,373,373,373,2020-07-29,30.923938751220703,32.70408630371094,31.75078010559082,-0.05443196106928816,-0.026041607532802713
374,374,374,374,2020-07-30,30.11655044555664,32.392799377441406,32.34416198730469,-0.07027021361636199,-0.06887213657359248
375,375,375,375,2020-07-31,30.0484561920166,31.896697998046875,34.77605438232422,-0.05794461251579852,-0.1359440647962218
376,376,376,376,2020-08-03,30.71965789794922,30.7974796295166,33.27800369262695,-0.0025268863719872803,-0.07687798277528768
377,377,377,377,2020-08-04,30.54456329345703,30.671022415161133,33.20018768310547,-0.0041230813890831275,-0.07998823425325996
378,378,378,378,2020-08-05,31.828601837158203,31.410314559936523,32.081520080566406,0.013316876417251766,-0.007883611586142036
379,379,379,379,2020-08-06,32.12042617797852,30.923938751220703,32.70408630371094,0.03869130114321506,-0.017846703323620705
380,380,380,380,2020-08-07,32.373348236083984,30.11655044555664,32.392799377441406,0.07493546761296854,-0.0006004773199986824
381,381,381,381,2020-08-10,34.036766052246094,30.0484561920166,31.896697998046875,0.13272927683017288,0.06709371779894768
382,382,382,382,2020-08-11,34.32858657836914,30.71965789794922,30.7974796295166,0.1174794554160985,0.11465571180923173
383,383,383,383,2020-08-12,34.28968048095703,30.54456329345703,30.671022415161133,0.12261158070975742,0.1179829617941639
384,384,384,384,2020-08-13,33.76438522338867,31.828601837158203,31.410314559936523,0.06081898903804639,0.07494578441614008
385,385,385,385,2020-08-14,33.949214935302734,32.12042617797852,30.923938751220703,0.056935382712263394,0.097829587893703
386,386,386,386,2020-08-17,32.8889045715332,32.373348236083984,30.11655044555664,0.015925332520118074,0.09205417237237379
387,387,387,387,2020-08-18,33.2293701171875,34.036766052246094,30.0484561920166,-0.023721288145273522,0.10585947926389694
388,388,388,388,2020-08-19,33.33637619018555,34.32858657836914,30.71965789794922,-0.028903327724212113,0.08518058049113275
389,389,389,389,2020-08-20,33.52119827270508,34.28968048095703,30.54456329345703,-0.02241147183272041,0.09745220288959477
390,390,390,390,2020-08-21,33.744930267333984,33.76438522338867,31.828601837158203,-0.0005761975503469907,0.06020774773520121
391,391,391,391,2020-08-24,35.90445709228516,33.949214935302734,32.12042617797852,0.05759314790367176,0.11780761853343469
392,392,392,392,2020-08-25,36.05036544799805,32.8889045715332,32.373348236083984,0.09612545378605364,0.11358161612136208
393,393,393,393,2020-08-26,35.388893127441406,33.2293701171875,34.036766052246094,0.06498838234483761,0.03972548605586712
394,394,394,394,2020-08-27,36.624290466308594,33.33637619018555,34.32858657836914,0.09862842491833379,0.06687440750578433
395,395,395,395,2020-08-28,37.75269317626953,33.52119827270508,34.28968048095703,0.1262334021934408,0.10099285402311353
396,396,396,396,2020-08-31,36.55620193481445,33.744930267333984,33.76438522338867,0.08330945256691957,0.08268525231408286
397,397,397,397,2020-09-01,36.8772087097168,35.90445709228516,33.949214935302734,0.027092781682546363,0.08624628816878266
398,398,398,398,2020-09-02,38.10288238525391,36.05036544799805,32.8889045715332,0.05693470542529133,0.15853303360652626
399,399,399,399,2020-09-03,37.684600830078125,35.388893127441406,33.2293701171875,0.06487085352936828,0.13407508770640852
400,400,400,400,2020-09-04,38.31688690185547,36.624290466308594,33.33637619018555,0.04621513247072806,0.14940168311204194
401,401,401,401,2020-09-08,39.39665222167969,37.75269317626953,33.52119827270508,0.04354547734473968,0.17527577329354438
402,402,402,402,2020-09-09,38.15152740478516,36.55620193481445,33.744930267333984,0.043640350625467894,0.13058545691282353
403,403,403,403,2020-09-10,37.87914657592773,36.8772087097168,35.90445709228516,0.027169568990370152,0.0549984498739815
404,404,404,404,2020-09-11,37.88887405395508,38.10288238525391,36.05036544799805,-0.005616591656636971,0.050998334777189624
405,405,405,405,2020-09-14,38.9686393737793,37.684600830078125,35.388893127441406,0.03407329560132455,0.10115451289890909
406,406,406,406,2020-09-15,39.5036506652832,38.31688690185547,36.624290466308594,0.030972342989854518,0.07861886639478755
407,407,407,407,2020-09-16,40.95305633544922,39.39665222167969,37.75269317626953,0.0395059992664315,0.08477178420720888
408,408,408,408,2020-09-17,39.29937362670898,38.15152740478516,36.55620193481445,0.030086507670983753,0.07503984404030906
409,409,409,409,2020-09-18,38.744903564453125,37.87914657592773,36.8772087097168,0.022855768061986526,0.0506463184195447
410,410,410,410,2020-09-21,36.49782943725586,37.88887405395508,38.10288238525391,-0.036713801912358845,-0.042124187135491375
411,411,411,411,2020-09-22,37.081485748291016,38.9686393737793,37.684600830078125,-0.04842749595096418,-0.016004284734408847
412,412,412,412,2020-09-23,36.52701568603516,39.5036506652832,38.31688690185547,-0.07535088350363484,-0.04671233392224339
413,413,413,413,2020-09-24,35.855812072753906,40.95305633544922,39.39665222167969,-0.12446553978641894,-0.08987667604348581
414,414,414,414,2020-09-25,36.08927536010742,39.29937362670898,38.15152740478516,-0.08168319162267468,-0.05405424592303698
415,415,415,415,2020-09-28,37.198219299316406,38.744903564453125,37.87914657592773,-0.039919682922007316,-0.017976309873994123
416,416,416,416,2020-09-29,36.58538436889648,36.49782943725586,37.88887405395508,0.0023989079074178132,-0.03440296703465995
417,417,417,417,2020-09-30,36.4783821105957,37.081485748291016,38.9686393737793,-0.016264279209014965,-0.06390413684443919
418,418,418,418,2020-10-01,36.89666366577149,36.52701568603516,39.5036506652832,0.010119851643879407,-0.06599357162204755
419,419,419,419,2020-10-02,37.70405197143555,35.855812072753906,40.95305633544922,0.05154645207676323,-0.07933484469146479
420,420,420,420,2020-10-05,37.44140625,36.08927536010742,39.29937362670898,0.03746627984077522,-0.047277277097522274
421,421,421,421,2020-10-06,36.55620193481445,37.198219299316406,38.744903564453125,-0.017259357479882165,-0.056490052323854956
422,422,422,422,2020-10-07,37.5386848449707,36.58538436889648,36.49782943725586,0.02605686649242056,0.028518282422909547
423,423,423,423,2020-10-08,37.92778778076172,36.4783821105957,37.081485748291016,0.03973327725368092,0.022822764929522954
424,424,424,424,2020-10-09,38.64762115478516,36.89666366577149,36.52701568603516,0.04745571320146236,0.058055809622594934
425,425,425,425,2020-10-12,38.122337341308594,37.70405197143555,35.855812072753906,0.01109391028290374,0.06321221407440869
426,426,426,426,2020-10-13,38.06397247314453,37.44140625,36.08927536010742,0.01662774680490342,0.054717006460592854
427,427,427,427,2020-10-14,38.18070602416992,36.55620193481445,37.198219299316406,0.04443853582634816,0.02641219777075654
428,428,428,428,2020-10-15,37.74296569824219,37.5386848449707,36.58538436889648,0.005441875604196955,0.03164054032270447
429,429,429,429,2020-10-16,38.5989875793457,37.92778778076172,36.4783821105957,0.017696782170998127,0.05813321057717746
430,430,430,430,2020-10-19,38.76435470581055,38.64762115478516,36.89666366577149,0.003020458893391087,0.0506195101258351
431,431,431,431,2020-10-20,39.06591033935547,38.122337341308594,37.70405197143555,0.024751184314830477,0.03611968201591864
432,432,432,432,2020-10-21,38.75463104248047,38.06397247314453,37.44140625,0.01814467919298801,0.035074131129368746
433,433,433,433,2020-10-22,40.78769302368164,38.18070602416992,36.55620193481445,0.06828021980162946,0.1157530286218631
434,434,434,434,2020-10-23,41.62426376342773,37.74296569824219,37.5386848449707,0.1028350049706428,0.10883649587964705
435,435,435,435,2020-10-26,39.98029708862305,38.5989875793457,37.92778778076172,0.035786159065386514,0.054116241098101536
436,436,436,436,2020-10-27,38.84217834472656,38.76435470581055,38.64762115478516,0.0020076082655478,0.005034131057179092
437,437,437,437,2020-10-28,37.1009407043457,39.06591033935547,38.122337341308594,-0.050298831332498906,-0.02679260266279959
438,438,438,438,2020-10-29,38.491981506347656,38.75463104248047,38.06397247314453,-0.006777242591857302,0.011244465708488471
439,439,439,439,2020-10-30,38.45307540893555,40.78769302368164,38.18070602416992,-0.05723828541591203,0.007133691676450615
440,440,440,440,2020-11-02,37.35386276245117,41.62426376342773,37.74296569824219,-0.10259403085775787,-0.010309283560330784
441,441,441,441,2020-11-03,37.79159927368164,39.98029708862305,38.5989875793457,-0.05474441098048344,-0.020917344114385394
442,442,442,442,2020-11-04,37.86942672729492,38.84217834472656,38.76435470581055,-0.025043693708381,-0.023086363369321905
443,443,443,443,2020-11-05,39.9316635131836,37.1009407043457,39.06591033935547,0.07629787156599854,0.022161346460572773
444,444,444,444,2020-11-06,38.91999816894531,38.491981506347656,38.75463104248047,0.011119631825840637,0.004267028791567595
445,445,445,445,2020-11-09,42.69429397583008,38.45307540893555,40.78769302368164,0.1102959521908351,0.04674451558320425
446,446,446,446,2020-11-10,43.58922958374024,37.35386276245117,41.62426376342773,0.16692696176945265,0.047207221044927916
447,447,447,447,2020-11-11,42.04254913330078,37.79159927368164,39.98029708862305,0.11248398959870265,0.051581708862903364
448,448,448,448,2020-11-12,40.77796173095703,37.86942672729492,38.84217834472656,0.0768043050824887,0.04983714788213689
449,449,449,449,2020-11-13,42.684566497802734,39.9316635131836,37.1009407043457,0.06894035315383862,0.15049822693048354
450,450,450,450,2020-11-16,44.33825302124024,38.91999816894531,38.491981506347656,0.13921518774937192,0.1518828412075508
451,451,451,451,2020-11-17,44.41607666015625,42.69429397583008,38.45307540893555,0.040328168567464795,0.1550721545105609
452,452,452,452,2020-11-18,44.35770797729492,43.58922958374024,37.35386276245117,0.017630006331686543,0.18749989149406399
453,453,453,453,2020-11-19,44.82463455200195,42.04254913330078,37.79159927368164,0.06617309073910449,0.18610049358821845
454,454,454,454,2020-11-20,44.29934310913086,40.77796173095703,37.86942672729492,0.08635501208733865,0.16979175386358536
455,455,455,455,2020-11-23,45.53474426269531,42.684566497802734,39.9316635131836,0.06677302825692966,0.14031673755995233
456,456,456,456,2020-11-24,46.93551254272461,44.33825302124024,38.91999816894531,0.05857830077879145,0.20594847766912183
457,457,457,457,2020-11-25,46.95497512817383,44.41607666015625,42.69429397583008,0.05716170042310642,0.09979509568083711
458,458,458,458,2020-11-27,46.42967987060547,44.35770797729492,43.58922958374024,0.04671052648552343,0.06516403969490625
459,459,459,459,2020-11-30,45.07754898071289,44.82463455200195,42.04254913330078,0.005642308771475424,0.07218876852089262
460,460,460,460,2020-12-01,45.982215881347656,44.29934310913086,40.77796173095703,0.037988662000496554,0.12762418545406984
461,461,461,461,2020-12-02,46.1475830078125,45.53474426269531,42.684566497802734,0.013458706204248161,0.08113041303085589
462,462,462,462,2020-12-03,46.51723098754883,46.93551254272461,44.33825302124024,-0.008911835250441258,0.04914442536255881
463,463,463,463,2020-12-04,46.293495178222656,46.95497512817383,44.41607666015625,-0.014087537010626039,0.04226889584217952
464,464,464,464,2020-12-07,46.58532333374024,46.42967987060547,44.35770797729492,0.0033522407125901044,0.05021935212670492
465,465,465,465,2020-12-08,45.99193954467773,45.07754898071289,44.82463455200195,0.020284833240513445,0.026041595304509668
466,466,466,466,2020-12-09,44.51334762573242,45.982215881347656,44.29934310913086,-0.03194426861475086,0.004830873362486887
467,467,467,467,2020-12-10,45.5250129699707,46.1475830078125,45.53474426269531,-0.013490848214876117,-0.00021371137319814437
468,468,468,468,2020-12-11,44.63007736206055,46.51723098754883,46.93551254272461,-0.04056891576356747,-0.04911920752043486
469,469,469,469,2020-12-14,44.02696990966797,46.293495178222656,46.95497512817383,-0.048959908078422765,-0.0623577205719571
470,470,470,470,2020-12-15,45.15536880493164,46.58532333374024,46.42967987060547,-0.030695387012006248,-0.02744604462544642
471,471,471,471,2020-12-16,44.48416519165039,45.99193954467773,45.07754898071289,-0.032783447881397754,-0.01316362141420746
472,472,472,472,2020-12-17,45.12618637084961,44.51334762573242,45.982215881347656,0.01376752766990097,-0.018616534546898378
473,473,473,473,2020-12-18,44.77599334716797,45.5250129699707,46.1475830078125,-0.016452924973284544,-0.029721809274655397
474,474,474,474,2020-12-21,44.5522575378418,44.63007736206055,46.51723098754883,-0.0017436632158944754,-0.04224184045333634
475,475,475,475,2020-12-22,44.0853385925293,44.02696990966797,46.293495178222656,0.0013257483533635206,-0.04769906824257497
476,476,476,476,2020-12-23,45.476375579833984,45.15536880493164,46.58532333374024,0.007108939277831405,-0.023804659376552628
477,477,477,477,2020-12-24,45.01918029785156,44.48416519165039,45.99193954467773,0.012027091076030727,-0.021150646318822908
478,478,478,478,2020-12-28,44.86354064941406,45.12618637084961,44.51334762573242,-0.005820250780270042,0.007867146425967642
479,479,479,479,2020-12-29,44.89272689819336,44.77599334716797,45.5250129699707,0.0026070566457410127,-0.013888762034937052
480,480,480,480,2020-12-30,45.14563751220703,44.5522575378418,44.63007736206055,0.013318740893460523,0.011551854278988083
481,481,481,481,2020-12-31,45.3401985168457,44.0853385925293,44.02696990966797,0.02846433676998128,0.029827821670947108
482,482,482,482,2021-01-04,43.81296157836914,45.476375579833984,45.15536880493164,-0.03657754120146872,-0.029728629442970944
