,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,IT,IT_6m,IT_12m,IT_6m_ret,IT_12m_ret
247,247,247,247,2020-01-29,162.13999938964844,161.22999572753906,159.38999938964844,0.005644133760613457,0.017253278188911203
248,248,248,248,2020-01-30,163.25,160.92999267578125,160.92999267578125,0.014416251971705263,0.014416251971705263
249,249,249,249,2020-01-31,160.77999877929688,161.27000427246094,158.8699951171875,-0.003038416817650824,0.012022431678810674
250,250,250,250,2020-02-03,163.85000610351562,160.57000732421875,158.85000610351562,0.02042721946617343,0.03147623423282542
251,251,251,251,2020-02-04,154.0,159.6300048828125,160.9199981689453,-0.03526908921004923,-0.043002723388551156
252,252,252,252,2020-02-05,154.30999755859375,161.5500030517578,161.1699981689453,-0.044815879643434586,-0.04256375682998159
253,253,253,253,2020-02-06,154.2899932861328,162.13999938964844,161.22999572753906,-0.048414987868914405,-0.04304411477585157
254,254,254,254,2020-02-07,152.5800018310547,163.25,160.92999267578125,-0.0653598662722531,-0.05188585860156558
255,255,255,255,2020-02-10,149.1699981689453,160.77999877929688,161.27000427246094,-0.07221047828398508,-0.07502948957000721
256,256,256,256,2020-02-11,152.0800018310547,163.85000610351562,160.57000732421875,-0.07183401790674937,-0.05287416768949427
257,257,257,257,2020-02-12,151.5500030517578,154.0,159.6300048828125,-0.01590907109248174,-0.05061706185492121
258,258,258,258,2020-02-13,150.8800048828125,154.30999755859375,161.5500030517578,-0.02222793551972435,-0.06604765068018492
259,259,259,259,2020-02-14,152.41000366210938,154.2899932861328,162.13999938964844,-0.0121847799976047,-0.06000984189074976
260,260,260,260,2020-02-18,152.66000366210938,152.5800018310547,163.25,0.000524327107711553,-0.0648698091141845
261,261,261,261,2020-02-19,153.6999969482422,149.1699981689453,160.77999877929688,0.030368028657923096,-0.044035339499992276
262,262,262,262,2020-02-20,154.9499969482422,152.0800018310547,163.85000610351562,0.0188716141677574,-0.054318027609047914
263,263,263,263,2020-02-21,155.4600067138672,151.5500030517578,154.0,0.025800089629651968,0.009480563077059578
264,264,264,264,2020-02-24,149.17999267578125,150.8800048828125,154.30999755859375,-0.01126731277846682,-0.03324479919627088
265,265,265,265,2020-02-25,141.10000610351562,152.41000366210938,154.2899932861328,-0.07420771134989168,-0.08548828671057229
266,266,266,266,2020-02-26,138.63999938964844,152.66000366210938,152.5800018310547,-0.09183809731520887,-0.09136192341144034
267,267,267,267,2020-02-27,131.2899932861328,153.6999969482422,149.1699981689453,-0.1458035400589881,-0.11986327748400294
268,268,268,268,2020-02-28,129.38999938964844,154.9499969482422,152.0800018310547,-0.16495642505324826,-0.14919780489358836
269,269,269,269,2020-03-02,129.8000030517578,155.4600067138672,151.5500030517578,-0.16505855238600398,-0.1435169882020515
270,270,270,270,2020-03-03,125.83999633789062,149.17999267578125,150.8800048828125,-0.1564552720458725,-0.1659597543383584
271,271,271,271,2020-03-04,126.0199966430664,141.10000610351562,152.41000366210938,-0.10687461947652943,-0.1731514099136774
272,272,272,272,2020-03-05,125.58000183105467,138.63999938964844,152.66000366210938,-0.09420079065269304,-0.17738766658877025
273,273,273,273,2020-03-06,120.16000366210938,131.2899932861328,153.6999969482422,-0.08477408936846231,-0.21821726709225153
274,274,274,274,2020-03-09,110.12000274658205,129.38999938964844,154.9499969482422,-0.14892956746244523,-0.2893191034823619
275,275,275,275,2020-03-10,114.11000061035156,129.8000030517578,155.4600067138672,-0.12087829023509233,-0.2659848470199967
276,276,276,276,2020-03-11,107.18000030517578,125.83999633789062,149.17999267578125,-0.14828350743599228,-0.2815390429860505
277,277,277,277,2020-03-12,102.33999633789062,126.0199966430664,141.10000610351562,-0.1879066889062534,-0.2746988525088325
278,278,278,278,2020-03-13,106.30999755859376,125.58000183105467,138.63999938964844,-0.15344803305852184,-0.23319389767300158
279,279,279,279,2020-03-16,92.75,120.16000366210938,131.2899932861328,-0.22811254016924354,-0.2935485966713315
280,280,280,280,2020-03-17,90.01000213623047,110.12000274658205,129.38999938964844,-0.18261896212108264,-0.3043511665443943
281,281,281,281,2020-03-18,83.37999725341797,114.11000061035156,129.8000030517578,-0.26930157911282937,-0.35762715490715236
282,282,282,282,2020-03-19,92.9499969482422,107.18000030517578,125.83999633789062,-0.1327673382759489,-0.2613636391194426
283,283,283,283,2020-03-20,83.23999786376953,102.33999633789062,126.0199966430664,-0.1866327844204687,-0.3394699247649172
284,284,284,284,2020-03-23,85.0199966430664,106.30999755859376,125.58000183105467,-0.2002633938900541,-0.3229814030625232
285,285,285,285,2020-03-24,91.66000366210938,92.75,120.16000366210938,-0.01175198207968331,-0.23718374776470685
286,286,286,286,2020-03-25,90.30999755859376,90.01000213623047,110.12000274658205,0.003332912068030547,-0.1798947029957566
287,287,287,287,2020-03-26,105.12000274658205,83.37999725341797,114.11000061035156,0.2607340634359747,-0.07878361068866724
288,288,288,288,2020-03-27,104.79000091552734,92.9499969482422,107.18000030517578,0.12738035885980792,-0.02229893061059285
289,289,289,289,2020-03-30,107.80999755859376,83.23999786376953,102.33999633789062,0.29517059497088716,0.0534493005319554
290,290,290,290,2020-03-31,99.56999969482422,85.0199966430664,106.30999755859376,0.17113624589803367,-0.06339947341316354
291,291,291,291,2020-04-01,93.29000091552734,91.66000366210938,92.75,0.017783080823635,0.005822112296790749
292,292,292,292,2020-04-02,94.0999984741211,90.30999755859376,90.01000213623047,0.04196657090006406,0.04543935385870124
293,293,293,293,2020-04-03,91.81999969482422,105.12000274658205,83.37999725341797,-0.12652209574062512,0.10122334755846096
294,294,294,294,2020-04-06,99.86000061035156,104.79000091552734,92.9499969482422,-0.04704647640140702,0.07434108541130025
295,295,295,295,2020-04-07,101.16000366210938,107.80999755859376,83.23999786376953,-0.06168253452440886,0.2152811900315963
296,296,296,296,2020-04-08,104.97000122070312,99.56999969482422,85.0199966430664,0.05423321826282579,0.23465073353732824
297,297,297,297,2020-04-09,106.88999938964844,93.29000091552734,91.66000366210938,0.14578195241348202,0.16615748547951315
298,298,298,298,2020-04-13,105.77999877929688,94.0999984741211,90.30999755859376,0.12412327836953096,0.17129887763163842
299,299,299,299,2020-04-14,105.97000122070312,91.81999969482422,105.12000274658205,0.15410587642026008,0.008085982228998034
300,300,300,300,2020-04-15,102.5999984741211,99.86000061035156,104.79000091552734,0.027438392219331753,-0.020898963854114716
301,301,301,301,2020-04-16,99.11000061035156,101.16000366210938,107.80999755859376,-0.020264956282575408,-0.08069749694144857
302,302,302,302,2020-04-17,105.95999908447266,104.97000122070312,99.56999969482422,0.00943124561547859,0.06417595068025905
303,303,303,303,2020-04-20,104.16999816894533,106.88999938964844,93.29000091552734,-0.02544673249354068,0.11662554557448934
304,304,304,304,2020-04-21,101.58000183105467,105.77999877929688,94.0999984741211,-0.03970501982142416,0.07948994132014464
305,305,305,305,2020-04-22,105.26000213623048,105.97000122070312,91.81999969482422,-0.006700000719957799,0.14637336621733676
306,306,306,306,2020-04-23,107.58000183105467,102.5999984741211,99.86000061035156,0.04853804513642057,0.07730824327576502
307,307,307,307,2020-04-24,109.76000213623048,99.11000061035156,101.16000366210938,0.10745637635246452,0.08501382130082247
308,308,308,308,2020-04-27,113.9499969482422,105.95999908447266,104.97000122070312,0.07540579400533787,0.08554821018491099
309,309,309,309,2020-04-28,114.75,104.16999816894533,106.88999938964844,0.1015647692908257,0.07353354528237332
310,310,310,310,2020-04-29,121.26000213623048,101.58000183105467,105.77999877929688,0.19373892449723606,0.14634149683846776
311,311,311,311,2020-04-30,118.80999755859376,105.26000213623048,105.97000122070312,0.12872881576447703,0.12116633188621795
312,312,312,312,2020-05-01,114.91999816894533,107.58000183105467,102.5999984741211,0.0682282600200872,0.12007797152094235
313,313,313,313,2020-05-04,116.3000030517578,109.76000213623048,99.11000061035156,0.05958455528645201,0.17344367203657174
314,314,314,314,2020-05-05,115.98999786376952,113.9499969482422,105.95999908447266,0.01790259736868549,0.09465835094336694
315,315,315,315,2020-05-06,115.0199966430664,114.75,104.16999816894533,0.0023529119221472605,0.10415665416950759
316,316,316,316,2020-05-07,123.80999755859376,121.26000213623048,101.58000183105467,0.021029155347519035,0.21884224578486888
317,317,317,317,2020-05-08,122.58000183105467,118.80999755859376,105.26000213623048,0.03173137235864054,0.16454493010942706
318,318,318,318,2020-05-11,118.9800033569336,114.91999816894533,107.58000183105467,0.035328970176449204,0.10596766435997718
319,319,319,319,2020-05-12,116.11000061035156,116.3000030517578,109.76000213623048,-0.0016337268823773954,0.05785348351432851
320,320,320,320,2020-05-13,109.91999816894533,115.98999786376952,113.9499969482422,-0.05233209592738697,-0.03536637900154893
321,321,321,321,2020-05-14,110.63999938964844,115.0199966430664,114.75,-0.03808031108721133,-0.03581699878302014
322,322,322,322,2020-05-15,111.52999877929688,123.80999755859376,121.26000213623048,-0.09918422600311672,-0.08024083115224068
323,323,323,323,2020-05-18,118.8000030517578,122.58000183105467,118.80999755859376,-0.03083699398623474,-8.412176619254641e-05
324,324,324,324,2020-05-19,115.4000015258789,118.9800033569336,114.91999816894533,-0.03008910514412133,0.00417684793405515
325,325,325,325,2020-05-20,118.20999908447266,116.11000061035156,116.3000030517578,0.01808628423979064,0.016423009308648373
326,326,326,326,2020-05-21,116.2699966430664,109.91999816894533,115.98999786376952,0.05776927383460495,0.002413990727250015
327,327,327,327,2020-05-22,117.61000061035156,110.63999938964844,115.0199966430664,0.06299711911743966,0.02251785813663809
328,328,328,328,2020-05-26,121.0999984741211,111.52999877929688,123.80999755859376,0.08580650766222986,-0.021888370389395617
329,329,329,329,2020-05-27,122.87999725341795,118.8000030517578,122.58000183105467,0.034343384653640285,0.0024473439213743564
330,330,330,330,2020-05-28,121.75,115.4000015258789,118.9800033569336,0.05502598258369251,0.02328119486395175
331,331,331,331,2020-05-29,121.6999969482422,118.20999908447266,116.11000061035156,0.029523711114113116,0.04814396958492706
332,332,332,332,2020-06-01,122.23999786376952,116.2699966430664,109.91999816894533,0.05134601696971086,0.1120815129189554
333,333,333,333,2020-06-02,126.75,117.61000061035156,110.63999938964844,0.07771447446828739,0.14560738159095488
334,334,334,334,2020-06-03,132.08999633789062,121.0999984741211,111.52999877929688,0.09075142858996887,0.18434499940486204
335,335,335,335,2020-06-04,130.5800018310547,122.87999725341795,118.8000030517578,0.06266279907019245,0.09915823633577414
336,336,336,336,2020-06-05,135.0,121.75,115.4000015258789,0.10882956878850103,0.16984400532894028
337,337,337,337,2020-06-08,137.69000244140625,121.6999969482422,118.20999908447266,0.13138870907256006,0.1647915024769877
338,338,338,338,2020-06-09,131.24000549316406,122.23999786376952,116.2699966430664,0.07362571815016405,0.12875212249342027
339,339,339,339,2020-06-10,127.02999877929688,126.75,117.61000061035156,0.00220906334750981,0.08009521401291608
340,340,340,340,2020-06-11,116.8000030517578,132.08999633789062,121.0999984741211,-0.11575436225329672,-0.03550780740333537
341,341,341,341,2020-06-12,118.7300033569336,130.5800018310547,122.87999725341795,-0.0907489531930985,-0.0337727375426754
342,342,342,342,2020-06-15,120.68000030517578,135.0,121.75,-0.1060740718135127,-0.008788498520116761
343,343,343,343,2020-06-16,122.08000183105467,137.69000244140625,121.6999969482422,-0.11337061757257494,0.003122472410365562
344,344,344,344,2020-06-17,121.16000366210938,131.24000549316406,122.23999786376952,-0.07680586261160838,-0.00883503125436691
345,345,345,345,2020-06-18,121.87000274658205,127.02999877929688,126.75,-0.04062029506652087,-0.03850096452400753
346,346,346,346,2020-06-19,120.02999877929688,116.8000030517578,132.08999633789062,0.027654072287204956,-0.09130136946740364
347,347,347,347,2020-06-22,122.08999633789062,118.7300033569336,130.5800018310547,0.028299443156385662,-0.06501765487910227
348,348,348,348,2020-06-23,122.13999938964844,120.68000030517578,135.0,0.012098103089000833,-0.09525926378038196
349,349,349,349,2020-06-24,115.66000366210938,122.08000183105467,137.69000244140625,-0.052588450791718255,-0.15999708322085116
350,350,350,350,2020-06-25,119.19000244140624,121.16000366210938,131.24000549316406,-0.01625950116506325,-0.09181653876405449
351,351,351,351,2020-06-26,117.8499984741211,121.87000274658205,127.02999877929688,-0.032986002969247474,-0.07226639686209235
352,352,352,352,2020-06-29,119.26000213623048,120.02999877929688,116.8000030517578,-0.006415034998727309,0.021061635446897986
353,353,353,353,2020-06-30,121.33000183105467,122.08999633789062,118.7300033569336,-0.006224871239512764,0.021898411527074613
354,354,354,354,2020-07-01,120.02999877929688,122.13999938964844,120.68000030517578,-0.017275262984243867,-0.005386157807716119
355,355,355,355,2020-07-02,120.33000183105467,115.66000366210938,122.08000183105467,0.0403769498623594,-0.01433486217031521
356,356,356,356,2020-07-06,122.52999877929688,119.19000244140624,121.16000366210938,0.028022453808846715,0.011307321523430502
357,357,357,357,2020-07-07,121.01000213623048,117.8499984741211,121.87000274658205,0.026813777709155495,-0.007056704611222986
358,358,358,358,2020-07-08,121.83999633789062,119.26000213623048,120.02999877929688,0.021633356996866526,0.015079543255864358
359,359,359,359,2020-07-09,118.16000366210938,121.33000183105467,122.08999633789062,-0.026127075917787845,-0.03218930947384735
360,360,360,360,2020-07-10,118.94000244140624,120.02999877929688,122.13999938964844,-0.009081032649969845,-0.026199418407017006
361,361,361,361,2020-07-13,119.51000213623048,120.33000183105467,115.66000366210938,-0.006814590562173262,0.03328720691872489
362,362,362,362,2020-07-14,119.88999938964844,122.52999877929688,119.19000244140624,-0.021545739132860398,0.005872950196358362
363,363,363,363,2020-07-15,126.73999786376952,121.01000213623048,117.8499984741211,0.04735142241455659,0.07543487063854815
364,364,364,364,2020-07-16,124.51000213623048,121.83999633789062,119.26000213623048,0.021914033803278388,0.04402146491665282
365,365,365,365,2020-07-17,123.08999633789062,118.16000366210938,121.33000183105467,0.04172302406048556,0.014505847525549731
366,366,366,366,2020-07-20,123.37000274658205,118.94000244140624,120.02999877929688,0.037245671887035536,0.027826410074589303
367,367,367,367,2020-07-21,123.37999725341795,119.51000213623048,120.33000183105467,0.032382185992901436,0.025346924091678602
368,368,368,368,2020-07-22,124.66999816894533,119.88999938964844,122.52999877929688,0.03986987074511239,0.017465105777916934
369,369,369,369,2020-07-23,125.87000274658205,126.73999786376952,121.01000213623048,-0.006864408488649443,0.040161974419934854
370,370,370,370,2020-07-24,124.69000244140624,124.51000213623048,121.83999633789062,0.0014456694409081816,0.023391383693182943
371,371,371,371,2020-07-27,125.37000274658205,123.08999633789062,118.16000366210938,0.01852308454403273,0.061018947706623416
372,372,372,372,2020-07-28,123.8499984741211,123.37000274658205,118.94000244140624,0.0038907004689383573,0.04128128410905063
373,373,373,373,2020-07-29,126.73999786376952,123.37999725341795,119.51000213623048,0.027232944441149876,0.060496992706079
374,374,374,374,2020-07-30,125.5999984741211,124.66999816894533,119.88999938964844,0.0074596961485111635,0.04762698401486243
375,375,375,375,2020-07-31,124.63999938964844,125.87000274658205,126.73999786376952,-0.009772013427297832,-0.016569342824025668
376,376,376,376,2020-08-03,125.66000366210938,124.69000244140624,124.51000213623048,0.007779302283348333,0.009236218023839005
377,377,377,377,2020-08-04,126.3000030517578,125.37000274658205,123.08999633789062,0.0074180448656095965,0.0260785344818395
378,378,378,378,2020-08-05,129.38999938964844,123.8499984741211,123.37000274658205,0.04473153802004237,0.0487962755049316
379,379,379,379,2020-08-06,130.66000366210938,126.73999786376952,123.37999725341795,0.030929508161688712,0.059004754180197905
380,380,380,380,2020-08-07,131.5399932861328,125.5999984741211,124.66999816894533,0.047292952899482765,0.0551054401065898
381,381,381,381,2020-08-10,132.6300048828125,124.63999938964844,125.87000274658205,0.06410466569552664,0.05370622061429975
382,382,382,382,2020-08-11,131.5800018310547,125.66000366210938,124.69000244140624,0.04711123664188133,0.055257031476009244
383,383,383,383,2020-08-12,130.7899932861328,126.3000030517578,125.37000274658205,0.03555019893811884,0.04323195677443281
384,384,384,384,2020-08-13,131.1300048828125,129.38999938964844,123.8499984741211,0.013447758724568493,0.05878083567528325
385,385,385,385,2020-08-14,129.49000549316406,130.66000366210938,126.73999786376952,-0.008954524231998051,0.021698024899373003
386,386,386,386,2020-08-17,128.02000427246094,131.5399932861328,125.5999984741211,-0.026759838781616807,0.01926756232276916
387,387,387,387,2020-08-18,127.63999938964844,132.6300048828125,124.63999938964844,-0.03762350380348001,0.024069319758430296
388,388,388,388,2020-08-19,127.62000274658205,131.5800018310547,125.66000366210938,-0.030095751857164288,0.015597636697058936
389,389,389,389,2020-08-20,127.76000213623048,130.7899932861328,126.3000030517578,-0.023166842307832614,0.011559770777474832
390,390,390,390,2020-08-21,128.13999938964844,131.1300048828125,129.38999938964844,-0.02280184078263514,-0.00966071571138749
391,391,391,391,2020-08-24,131.64999389648438,129.49000549316406,130.66000366210938,0.0166807345099258,0.007576842236551196
392,392,392,392,2020-08-25,132.05999755859375,128.02000427246094,131.5399932861328,0.03155751563274922,0.00395320282045164
393,393,393,393,2020-08-26,131.50999450683594,127.63999938964844,132.6300048828125,0.030319610903267957,-0.008444622896351173
394,394,394,394,2020-08-27,130.72000122070312,127.62000274658205,131.5800018310547,0.02429085102181694,-0.006535952260099398
395,395,395,395,2020-08-28,131.47999572753906,127.76000213623048,130.7899932861328,0.02911704390347425,0.005275651631059475
396,396,396,396,2020-08-31,129.82000732421875,128.13999938964844,131.1300048828125,0.01311072219894216,-0.009990067183818563
397,397,397,397,2020-09-01,130.05999755859375,131.64999389648438,129.49000549316406,-0.012077450904713571,0.00440182285311419
398,398,398,398,2020-09-02,134.0,132.05999755859375,128.02000427246094,0.014690311050062688,0.04671141640342413
399,399,399,399,2020-09-03,131.5800018310547,131.50999450683594,127.63999938964844,0.000532334629632425,0.030868085711741156
400,400,400,400,2020-09-04,131.17999267578125,130.72000122070312,127.62000274658205,0.0035189064472351816,0.027895234701321492
401,401,401,401,2020-09-08,128.60000610351562,131.47999572753906,127.76000213623048,-0.021904393958085633,0.006574858744831991
402,402,402,402,2020-09-09,131.27999877929688,129.82000732421875,128.13999938964844,0.011246274631859121,0.024504443613272642
403,403,403,403,2020-09-10,127.91999816894533,130.05999755859375,131.64999389648438,-0.016453939949401586,-0.028332669202187133
404,404,404,404,2020-09-11,126.63999938964844,134.0,132.05999755859375,-0.05492537768919081,-0.04104193752192453
405,405,405,405,2020-09-14,132.55999755859375,131.5800018310547,131.50999450683594,0.007447907842389023,0.007984207251284126
406,406,406,406,2020-09-15,134.19000244140625,131.17999267578125,130.72000122070312,0.022945646696782562,0.02654529672811501
407,407,407,407,2020-09-16,132.97000122070312,128.60000610351562,131.47999572753906,0.033981297898772356,0.01133256420430473
408,408,408,408,2020-09-17,132.32000732421875,131.27999877929688,129.82000732421875,0.007922063944183044,0.019257432282809628
409,409,409,409,2020-09-18,131.1300048828125,127.91999816894533,130.05999755859375,0.02509386147447934,0.008227028635278133
410,410,410,410,2020-09-21,126.41000366210938,126.63999938964844,134.0,-0.0018161380973432673,-0.0566417637156017
411,411,411,411,2020-09-22,126.70999908447266,132.55999755859375,131.5800018310547,-0.04413094886740099,-0.03701172426517363
412,412,412,412,2020-09-23,124.0,134.19000244140625,131.17999267578125,-0.07593712091819727,-0.05473390056917449
413,413,413,413,2020-09-24,123.05999755859376,132.97000122070312,128.60000610351562,-0.07452811589932062,-0.04307938010875734
414,414,414,414,2020-09-25,125.6500015258789,132.32000732421875,131.27999877929688,-0.05040814260232451,-0.042885415187144504
415,415,415,415,2020-09-28,126.52999877929688,131.1300048828125,127.91999816894533,-0.03507973714808088,-0.010866161738156577
416,416,416,416,2020-09-29,125.2300033569336,126.41000366210938,126.63999938964844,-0.009334706676616289,-0.011133891657536532
417,417,417,417,2020-09-30,124.9499969482422,126.70999908447266,132.55999755859375,-0.013890001964699916,-0.057407971865628626
418,418,418,418,2020-10-01,125.72000122070312,124.0,134.19000244140625,0.013870977586315503,-0.0631194654341074
419,419,419,419,2020-10-02,125.33999633789062,123.05999755859376,132.97000122070312,0.018527537985780107,-0.05738140041187367
420,420,420,420,2020-10-05,125.9800033569336,125.6500015258789,132.32000732421875,0.0026263575570806275,-0.04791417485150584
421,421,421,421,2020-10-06,124.20999908447266,126.52999877929688,131.1300048828125,-0.018335570356488584,-0.052772100516003784
422,422,422,422,2020-10-07,125.62000274658205,125.2300033569336,126.41000366210938,0.0031142647863457995,-0.006249512638564436
423,423,423,423,2020-10-08,126.83000183105467,124.9499969482422,126.70999908447266,0.015046057852976302,0.0009470661151376181
424,424,424,424,2020-10-09,126.4000015258789,125.72000122070312,124.0,0.005408847427403662,0.01935485101515244
425,425,425,425,2020-10-12,126.80999755859376,125.33999633789062,123.05999755859376,0.011728109650971374,0.03047294063381134
426,426,426,426,2020-10-13,128.0,125.9800033569336,125.6500015258789,0.016034264083508942,0.01870273335123751
427,427,427,427,2020-10-14,124.7699966430664,124.20999908447266,126.52999877929688,0.004508474057816514,-0.01390976174195968
428,428,428,428,2020-10-15,129.58999633789062,125.62000274658205,125.2300033569336,0.031603196182994786,0.034815881690349215
429,429,429,429,2020-10-16,130.07000732421875,126.83000183105467,124.9499969482422,0.025546049407773053,0.04097647459805387
430,430,430,430,2020-10-19,124.33999633789062,126.4000015258789,125.72000122070312,-0.01629750920190076,-0.010976812515216872
431,431,431,431,2020-10-20,125.44000244140624,126.80999755859376,125.33999633789062,-0.010803526090713111,0.0007978786216493727
432,432,432,432,2020-10-21,127.87999725341795,128.0,125.9800033569336,-0.0009375214576722302,0.015081710159200457
433,433,433,433,2020-10-22,127.5199966430664,124.7699966430664,124.20999908447266,0.022040555213502344,0.02664839854271861
434,434,434,434,2020-10-23,128.1300048828125,129.58999633789062,125.62000274658205,-0.01126623579239383,0.019980911330610196
435,435,435,435,2020-10-26,124.02999877929688,130.07000732421875,126.83000183105467,-0.046436597253863954,-0.02207681945386686
436,436,436,436,2020-10-27,121.94000244140624,124.33999633789062,126.4000015258789,-0.019301865587662337,-0.03528480245753429
437,437,437,437,2020-10-28,117.4499969482422,125.44000244140624,126.80999755859376,-0.06369583336779838,-0.0738112198608527
438,438,438,438,2020-10-29,118.27999877929688,127.87999725341795,128.0,-0.0750703681600563,-0.07593750953674316
439,439,439,439,2020-10-30,120.0999984741211,127.5199966430664,124.7699966430664,-0.05818693823929577,-0.037428855450761356
440,440,440,440,2020-11-02,125.0199966430664,128.1300048828125,129.58999633789062,-0.02427228690571348,-0.03526506539060692
441,441,441,441,2020-11-03,140.8000030517578,124.02999877929688,130.07000732421875,0.13520925935266703,0.08249400417725017
442,442,442,442,2020-11-04,142.25999450683594,121.94000244140624,124.33999633789062,0.1666392624126256,0.14412094818024768
443,443,443,443,2020-11-05,146.25,117.4499969482422,125.44000244140624,0.24521076032423705,0.16589602322683494
444,444,444,444,2020-11-06,147.97999572753906,118.27999877929688,127.87999725341795,0.25109906370273594,0.15717859638586962
445,445,445,445,2020-11-09,155.85000610351562,120.0999984741211,127.5199966430664,0.2976686767993413,0.22216130964734937
446,446,446,446,2020-11-10,157.44000244140625,125.0199966430664,128.1300048828125,0.2593185623808594,0.22875202092906055
447,447,447,447,2020-11-11,156.8000030517578,140.8000030517578,124.02999877929688,0.11363636117336173,0.2642103087558114
448,448,448,448,2020-11-12,153.0,142.25999450683594,121.94000244140624,0.07549561301753016,0.25471540869878617
449,449,449,449,2020-11-13,157.97999572753906,146.25,117.4499969482422,0.08020509899172001,0.3450830126215976
450,450,450,450,2020-11-16,159.02000427246094,147.97999572753906,118.27999877929688,0.07460473620535013,0.344436979317039
451,451,451,451,2020-11-17,158.7100067138672,155.85000610351562,120.0999984741211,0.01835098170257332,0.32148217094328846
452,452,452,452,2020-11-18,154.02000427246094,157.44000244140625,125.0199966430664,-0.021722549008585834,0.23196295319211946
453,453,453,453,2020-11-19,152.27000427246094,156.8000030517578,140.8000030517578,-0.02889029777506813,0.08146307508591999
454,454,454,454,2020-11-20,152.55999755859375,153.0,142.25999450683594,-0.0028758329503676405,0.0724026672956386
455,455,455,455,2020-11-23,152.61000061035156,157.97999572753906,146.25,-0.03399161452345456,0.04348718366052351
456,456,456,456,2020-11-24,154.67999267578125,159.02000427246094,147.97999572753906,-0.027292236700255823,0.04527636938561774
457,457,457,457,2020-11-25,153.8699951171875,158.7100067138672,155.85000610351562,-0.030495944754167725,-0.012704593575780798
458,458,458,458,2020-11-27,152.5500030517578,154.02000427246094,157.44000244140625,-0.009544222697869142,-0.031059446861151585
459,459,459,459,2020-11-30,152.0,152.27000427246094,156.8000030517578,-0.0017731940952586678,-0.03061226376490178
460,460,460,460,2020-12-01,153.9499969482422,152.55999755859375,153.0,0.009111165521057174,0.006209130380667949
461,461,461,461,2020-12-02,154.10000610351562,152.61000061035156,157.97999572753906,0.009763485270984251,-0.024560005880207014
462,462,462,462,2020-12-03,152.6999969482422,154.67999267578125,159.02000427246094,-0.012800593620981404,-0.03974347349022955
463,463,463,463,2020-12-04,154.9199981689453,153.8699951171875,158.7100067138672,0.006823962338844192,-0.023880085593813605
464,464,464,464,2020-12-07,155.5399932861328,152.5500030517578,154.02000427246094,0.01960006669656078,0.009868776597246498
465,465,465,465,2020-12-08,153.6199951171875,152.0,152.27000427246094,0.010657862613075553,0.008865770058763323
466,466,466,466,2020-12-09,154.5800018310547,153.9499969482422,152.55999755859375,0.0040922695375194,0.013240720403689732
467,467,467,467,2020-12-10,156.00999450683594,154.10000610351562,152.61000061035156,0.012394473248997118,0.022278971776989565
468,468,468,468,2020-12-11,154.77000427246094,152.6999969482422,154.67999267578125,0.01355604037713487,0.0005819213921760547
469,469,469,469,2020-12-14,154.58999633789062,154.9199981689453,153.8699951171875,-0.0021301435254008627,0.004679282794249673
470,470,470,470,2020-12-15,157.80999755859375,155.5399932861328,152.5500030517578,0.01459434467304499,0.034480461498590076
471,471,471,471,2020-12-16,157.30999755859375,153.6199951171875,152.0,0.024020326511476453,0.03493419446443258
472,472,472,472,2020-12-17,157.0500030517578,154.5800018310547,153.9499969482422,0.01597878892123883,0.0201364479699071
473,473,473,473,2020-12-18,157.94000244140625,156.00999450683594,154.10000610351562,0.012371053153814149,0.024918859090188095
474,474,474,474,2020-12-21,156.5,154.77000427246094,152.6999969482422,0.011177848935724821,0.02488541668436195
475,475,475,475,2020-12-22,156.42999267578125,154.58999633789062,154.9199981689453,0.011902428239075169,0.00974693083322431
476,476,476,476,2020-12-23,157.0399932861328,157.80999755859375,155.5399932861328,-0.004879312365333788,0.009643821941284214
477,477,477,477,2020-12-24,158.6300048828125,157.30999755859375,153.6199951171875,0.008391121636926346,0.0326130056299192
478,478,478,478,2020-12-28,159.2100067138672,157.0500030517578,154.5800018310547,0.01375360471274556,0.029952159580595605
479,479,479,479,2020-12-29,158.3800048828125,157.94000244140625,156.00999450683594,0.0027858834659033604,0.015191400932154542
480,480,480,480,2020-12-30,158.5500030517578,156.5,154.77000427246094,0.013099061033596149,0.024423329294754437
481,481,481,481,2020-12-31,160.19000244140625,156.42999267578125,154.58999633789062,0.024036373724174664,0.03622489317662936
482,482,482,482,2021-01-04,158.07000732421875,157.0399932861328,157.80999755859375,0.006558928184677182,0.0016476127599485135
483,483,483,483,2021-01-05,159.7100067138672,158.6300048828125,157.30999755859375,0.006808307368158628,0.015256558340352777
484,484,484,484,2021-01-06,163.7899932861328,159.2100067138672,157.0500030517578,0.0287669516935376,0.04291620568866694
485,485,485,485,2021-01-07,166.1999969482422,158.3800048828125,157.94000244140625,0.04937486945536973,0.05229830555371984
486,486,486,486,2021-01-08,169.10000610351562,158.5500030517578,156.5,0.06654054146131938,0.080511221108726
487,487,487,487,2021-01-11,167.17999267578125,160.19000244140625,156.42999267578125,0.04363562099908069,0.06872083681727581
488,488,488,488,2021-01-12,168.5800018310547,158.07000732421875,157.0399932861328,0.06648949212280852,0.07348452011135498
489,489,489,489,2021-01-13,165.22999572753906,159.7100067138672,158.6300048828125,0.034562574551520564,0.041606194550660724
