,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,WFC,WFC_6m,WFC_12m,WFC_6m_ret,WFC_12m_ret
0,0,0,0,2019-02-05,42.64869689941406,,,,
1,1,1,1,2019-02-06,42.60541915893555,,,,
2,2,2,2,2019-02-07,41.61862182617188,,,,
3,3,3,3,2019-02-08,41.24640655517578,,,,
4,4,4,4,2019-02-11,41.24640655517578,,,,
5,5,5,5,2019-02-12,42.45825958251953,,,,
6,6,6,6,2019-02-13,42.43228912353516,42.64869689941406,,-0.0050741943274208445,
7,7,7,7,2019-02-14,41.99948501586914,42.60541915893555,,-0.014221996990712027,
8,8,8,8,2019-02-15,42.60541915893555,41.61862182617188,,0.023710475971194134,
9,9,9,9,2019-02-19,42.743919372558594,41.24640655517578,,0.036306503825480396,
10,10,10,10,2019-02-20,43.11613082885742,41.24640655517578,,0.04533059798022632,
11,11,11,11,2019-02-21,42.89972686767578,42.45825958251953,,0.010397677377666392,
12,12,12,12,2019-02-22,42.43228912353516,42.43228912353516,42.64869689941406,0.0,-0.0050741943274208445
13,13,13,13,2019-02-25,42.98627471923828,41.99948501586914,42.60541915893555,0.023495281025381454,0.008939134218630462
14,14,14,14,2019-02-26,42.92569351196289,42.60541915893555,41.61862182617188,0.007517221033141119,0.03140593389301172
15,15,15,15,2019-02-27,43.19402694702149,42.743919372558594,41.24640655517578,0.010530329952659123,0.04721915324284942
16,16,16,16,2019-02-28,43.18537139892578,43.11613082885742,41.24640655517578,0.0016059087106679026,0.047009303493050325
17,17,17,17,2019-03-01,43.30656433105469,42.89972686767578,42.45825958251953,0.009483451133239118,0.019979734376215808
18,18,18,18,2019-03-04,43.37581253051758,42.43228912353516,42.43228912353516,0.022235977046524358,0.022235977046524358
19,19,19,19,2019-03-05,43.18537139892578,42.98627471923828,41.99948501586914,0.004631633724668793,0.028235736286017943
20,20,20,20,2019-03-06,43.12477493286133,42.92569351196289,42.60541915893555,0.0046378148985048995,0.012189899411348959
21,21,21,21,2019-03-07,43.00360107421875,43.19402694702149,42.743919372558594,-0.004408615872659949,0.0060752899002254335
22,22,22,22,2019-03-08,43.10747146606445,43.18537139892578,43.11613082885742,-0.001803850015361097,-0.0002008381231456413
23,23,23,23,2019-03-11,43.072845458984375,43.30656433105469,42.89972686767578,-0.005396846313728831,0.004035424091220374
24,24,24,24,2019-03-12,42.97762680053711,43.37581253051758,42.43228912353516,-0.009179902502121862,0.012851950443075966
25,25,25,25,2019-03-13,43.21134948730469,43.18537139892578,42.98627471923828,0.0006015483377215247,0.00523596821395822
26,26,26,26,2019-03-14,43.58356094360352,43.12477493286133,42.92569351196289,0.010638571713277534,0.015325726338172974
27,27,27,27,2019-03-15,43.85189056396485,43.00360107421875,43.19402694702149,0.01972601057948764,0.015230430303482478
28,28,28,28,2019-03-18,44.77811050415039,43.10747146606445,43.18537139892578,0.03875520834946489,0.03688144975092711
29,29,29,29,2019-03-19,44.501102447509766,43.072845458984375,43.30656433105469,0.03315910461233473,0.02758330370711226
30,30,30,30,2019-03-20,43.6268310546875,42.97762680053711,43.37581253051758,0.015105632918341438,0.0057870621787963206
31,31,31,31,2019-03-21,43.1594123840332,43.21134948730469,43.18537139892578,-0.0012019319898061154,-0.0006011066722751979
32,32,32,32,2019-03-22,41.81770324707031,43.58356094360352,43.12477493286133,-0.040516599798217534,-0.030309066837471588
33,33,33,33,2019-03-25,41.61862182617188,43.85189056396485,43.00360107421875,-0.050927536055381584,-0.032206122590909714
34,34,34,34,2019-03-26,42.42363357543945,44.77811050415039,43.10747146606445,-0.05258097990741939,-0.01586355838948561
35,35,35,35,2019-03-27,42.21588516235352,44.501102447509766,43.072845458984375,-0.05135192522144183,-0.019895604469569617
36,36,36,36,2019-03-28,42.49288177490234,43.6268310546875,42.97762680053711,-0.025992015747458797,-0.01127900867780618
37,37,37,37,2019-03-29,41.82637023925781,43.1594123840332,43.21134948730469,-0.03088647576834358,-0.032051284314871364
38,38,38,38,2019-04-01,42.25051498413086,41.81770324707031,43.58356094360352,0.010349964332172279,-0.030585980828817694
39,39,39,39,2019-04-02,41.73114013671875,41.61862182617188,43.85189056396485,0.0027035568601194715,-0.048361664684733574
40,40,40,40,2019-04-03,42.293792724609375,42.42363357543945,44.77811050415039,-0.0030605782646879742,-0.055480629967866735
41,41,41,41,2019-04-04,42.562137603759766,42.21588516235352,44.501102447509766,0.008201946733430443,-0.043571164243336735
42,42,42,42,2019-04-05,42.22454833984375,42.49288177490234,43.6268310546875,-0.006314785532316458,-0.03214266727477744
43,43,43,43,2019-04-08,42.31110000610352,41.82637023925781,43.1594123840332,0.011589094728347904,-0.01965532733349984
44,44,44,44,2019-04-09,41.670555114746094,42.25051498413086,41.81770324707031,-0.013726693499537146,-0.0035187999554836535
45,45,45,45,2019-04-10,41.36759567260742,41.73114013671875,41.61862182617188,-0.008711587148596767,-0.006031582559675286
46,46,46,46,2019-04-11,41.32430648803711,42.293792724609375,42.42363357543945,-0.022922660137977058,-0.025913081807277916
47,47,47,47,2019-04-12,40.2422981262207,42.562137603759766,42.21588516235352,-0.05450476898355161,-0.04674986746204213
48,48,48,48,2019-04-15,40.48466873168945,42.22454833984375,42.49288177490234,-0.04120540483111623,-0.04725998706915191
49,49,49,49,2019-04-16,41.24640655517578,42.31110000610352,41.82637023925781,-0.025163454761851,-0.013865981694430762
50,50,50,50,2019-04-17,41.15984344482422,41.670555114746094,42.25051498413086,-0.0122559363203959,-0.025814396338513124
51,51,51,51,2019-04-18,41.18580627441406,41.36759567260742,41.73114013671875,-0.0043944878893151795,-0.013067792073690687
52,52,52,52,2019-04-22,40.9088134765625,41.32430648803711,42.293792724609375,-0.010054446082353286,-0.03274663156990887
53,53,53,53,2019-04-23,40.98671722412109,40.2422981262207,42.562137603759766,0.018498424110012346,-0.03701459720621536
54,54,54,54,2019-04-24,41.0992546081543,40.48466873168945,42.22454833984375,0.015180706566675584,-0.02665022542414286
55,55,55,55,2019-04-25,41.12521362304688,41.24640655517578,42.31110000610352,-0.002938266439447945,-0.02802778426667174
56,56,56,56,2019-04-26,41.514739990234375,41.15984344482422,41.670555114746094,0.008622397844780583,-0.0037392140345301472
57,57,57,57,2019-04-29,41.783084869384766,41.18580627441406,41.36759567260742,0.014502049346591273,0.01004383237705242
58,58,58,58,2019-04-30,41.904273986816406,40.9088134765625,41.32430648803711,0.024333644162625845,0.014034536767052241
59,59,59,59,2019-05-01,41.74845886230469,40.98671722412109,40.2422981262207,0.018585085358709952,0.03742730425980856
60,60,60,60,2019-05-02,41.80905532836914,41.0992546081543,40.48466873168945,0.01727040373316191,0.03271328723119882
61,61,61,61,2019-05-03,42.11201858520508,41.12521362304688,41.24640655517578,0.02399513279622667,0.02098636226337347
62,62,62,62,2019-05-06,41.92158508300781,41.514739990234375,41.15984344482422,0.009800015437146925,0.01850691291391149
63,63,63,63,2019-05-07,40.83091354370117,41.783084869384766,41.18580627441406,-0.022788440074736238,-0.008616869810640582
64,64,64,64,2019-05-08,40.68375015258789,41.904273986816406,40.9088134765625,-0.02912647608720076,-0.005501585229392036
65,65,65,65,2019-05-09,40.84981918334961,41.74845886230469,40.98671722412109,-0.021525098253781905,-0.0033400586834729795
66,66,66,66,2019-05-10,41.20814514160156,41.80905532836914,41.0992546081543,-0.014372728157764358,0.0026494527573661664
67,67,67,67,2019-05-13,40.491485595703125,42.11201858520508,41.12521362304688,-0.03848148447748079,-0.015409720011487327
68,68,68,68,2019-05-14,40.63132095336914,41.92158508300781,41.514739990234375,-0.030778037783730117,-0.02127964759198886
69,69,69,69,2019-05-15,40.063232421875,40.83091354370117,41.783084869384766,-0.018801468181810943,-0.04116145212556899
70,70,70,70,2019-05-16,40.11567687988281,40.68375015258789,41.904273986816406,-0.013963149183014556,-0.04268292793943429
71,71,71,71,2019-05-17,39.94086456298828,40.84981918334961,41.74845886230469,-0.02225112958962172,-0.04329727009272932
72,72,72,72,2019-05-20,39.72237396240234,41.20814514160156,41.80905532836914,-0.03605527921952667,-0.04990979465041645
73,73,73,73,2019-05-21,40.491485595703125,40.491485595703125,42.11201858520508,0.0,-0.03848148447748079
74,74,74,74,2019-05-22,40.29046630859375,40.63132095336914,41.92158508300781,-0.008388962917710074,-0.03890880488379267
75,75,75,75,2019-05-23,39.81851196289063,40.063232421875,40.83091354370117,-0.006108355322091974,-0.024794977455671385
76,76,76,76,2019-05-24,40.35163497924805,40.11567687988281,40.68375015258789,0.005881942365618231,-0.008163337256133385
77,77,77,77,2019-05-28,39.84473037719727,39.94086456298828,40.84981918334961,-0.002406912991064658,-0.02460448604781118
78,78,78,78,2019-05-29,39.74859619140625,39.72237396240234,41.20814514160156,0.0006601375091210837,-0.035418943152620286
79,79,79,79,2019-05-30,39.3727912902832,40.491485595703125,40.491485595703125,-0.027627889887513413,-0.027627889887513413
80,80,80,80,2019-05-31,38.77847290039063,40.29046630859375,40.63132095336914,-0.03752732461874286,-0.04560147220182542
81,81,81,81,2019-06-03,38.909576416015625,39.81851196289063,40.063232421875,-0.022826959172208672,-0.02879587931675387
82,82,82,82,2019-06-04,39.92339706420898,40.35163497924805,40.11567687988281,-0.010612653372268577,-0.004793134022132328
83,83,83,83,2019-06-05,40.08070755004883,39.84473037719727,39.94086456298828,0.005922418613895308,0.003501250876530415
84,84,84,84,2019-06-06,40.13314437866211,39.74859619140625,39.72237396240234,0.00967450989725771,0.010341033913244146
85,85,85,85,2019-06-07,39.87969207763672,39.3727912902832,40.491485595703125,0.01287439296889814,-0.015109189229928544
86,86,86,86,2019-06-10,40.43904113769531,38.77847290039063,40.29046630859375,0.04282190898981875,0.003687592691620667
87,87,87,87,2019-06-11,40.430301666259766,38.909576416015625,39.81851196289063,0.03908357248572347,0.015364454200079036
88,88,88,88,2019-06-12,39.25041961669922,39.92339706420898,40.35163497924805,-0.016856718039985563,-0.02729047690670172
89,89,89,89,2019-06-13,39.58253860473633,40.08070755004883,39.84473037719727,-0.012429145485778559,-0.006580337474462961
90,90,90,90,2019-06-14,39.84473037719727,40.13314437866211,39.74859619140625,-0.00718642922028756,0.0024185554963525036
91,91,91,91,2019-06-17,39.565067291259766,39.87969207763672,39.3727912902832,-0.007889348437406407,0.004883473959439888
92,92,92,92,2019-06-18,40.29046630859375,40.43904113769531,38.77847290039063,-0.003674044312664715,0.0389905350859725
93,93,93,93,2019-06-19,39.89717483520508,40.430301666259766,38.909576416015625,-0.013186318406810171,0.02538188564764088
