,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,UNH,UNH_6m,UNH_12m,UNH_6m_ret,UNH_12m_ret
0,0,0,0,2019-02-05,247.135498046875,,,,
1,1,1,1,2019-02-06,250.0958709716797,,,,
2,2,2,2,2019-02-07,249.63180541992188,,,,
3,3,3,3,2019-02-08,243.04302978515625,,,,
4,4,4,4,2019-02-11,238.6257781982422,,,,
5,5,5,5,2019-02-12,244.52780151367188,,,,
6,6,6,6,2019-02-13,244.8061981201172,247.135498046875,,-0.009425193649501562,
7,7,7,7,2019-02-14,246.22607421875,250.0958709716797,,-0.015473253268415199,
8,8,8,8,2019-02-15,251.60845947265625,249.63180541992188,,0.007918278079226848,
9,9,9,9,2019-02-19,250.94029235839844,243.04302978515625,,0.032493269114622025,
10,10,10,10,2019-02-20,250.10508728027344,238.6257781982422,,0.04810590527438596,
11,11,11,11,2019-02-21,247.21905517578125,244.52780151367188,,0.011005920985057926,
12,12,12,12,2019-02-22,247.8778686523437,244.8061981201172,247.135498046875,0.012547356054765313,0.0030039011446583164
13,13,13,13,2019-02-25,245.548583984375,246.22607421875,250.0958709716797,-0.00275149671505992,-0.018182175377935872
14,14,14,14,2019-02-26,244.0452423095703,251.60845947265625,249.63180541992188,-0.03005947088956229,-0.022379212059753573
15,15,15,15,2019-02-27,232.07411193847656,250.94029235839844,243.04302978515625,-0.07518194962878577,-0.04513158783601379
16,16,16,16,2019-02-28,224.7799835205078,250.10508728027344,238.6257781982422,-0.1012578513902268,-0.058023046723106986
17,17,17,17,2019-03-01,228.4270172119141,247.21905517578125,244.52780151367188,-0.07601371160692028,-0.06584439152558919
18,18,18,18,2019-03-04,219.0264587402344,247.8778686523437,244.8061981201172,-0.11639365010264102,-0.10530672661822738
19,19,19,19,2019-03-05,224.046875,245.548583984375,246.22607421875,-0.08756600683856197,-0.0900765659734547
20,20,20,20,2019-03-06,221.8568420410156,244.0452423095703,251.60845947265625,-0.09091920849827029,-0.11824569608667679
21,21,21,21,2019-03-07,219.657455444336,232.07411193847656,250.94029235839844,-0.053502979675011164,-0.12466247098088024
22,22,22,22,2019-03-08,221.0454559326172,224.7799835205078,250.10508728027344,-0.016614146550775533,-0.11618968515858841
23,23,23,23,2019-03-11,226.5042724609375,228.4270172119141,247.21905517578125,-0.008417326349767329,-0.08379120573903509
24,24,24,24,2019-03-12,229.04737854003903,219.0264587402344,247.8778686523437,0.045752097063713526,-0.07596680661602351
25,25,25,25,2019-03-13,234.9812927246093,224.046875,245.548583984375,0.048804151919589644,-0.043035439619713456
26,26,26,26,2019-03-14,235.9314880371093,221.8568420410156,244.0452423095703,0.06344021607182015,-0.03324692665865936
27,27,27,27,2019-03-15,234.1894989013672,219.657455444336,232.07411193847656,0.06615775197629836,0.009115135441954969
28,28,28,28,2019-03-18,237.5430603027344,221.0454559326172,224.7799835205078,0.07463444249741236,0.05678030838124948
29,29,29,29,2019-03-19,239.5272216796875,226.5042724609375,228.4270172119141,0.057495380008762975,0.04859409628185807
30,30,30,30,2019-03-20,233.3511199951172,229.04737854003903,219.0264587402344,0.018789743338301745,0.06540151056303123
31,31,31,31,2019-03-21,234.7670440673828,234.9812927246093,224.046875,-0.0009117689954900587,0.04784788481152802
32,32,32,32,2019-03-22,230.174545288086,235.9314880371093,221.8568420410156,-0.024400908911818453,0.0374913082262871
33,33,33,33,2019-03-25,229.9602966308593,234.1894989013672,219.657455444336,-0.018058889447853055,0.04690412699938684
34,34,34,34,2019-03-26,226.7278594970703,237.5430603027344,221.0454559326172,-0.04552943281896249,0.025706945842783213
35,35,35,35,2019-03-27,225.16287231445312,239.5272216796875,226.5042724609375,-0.05996959036431937,-0.005922184742522707
36,36,36,36,2019-03-28,225.6472930908203,233.3511199951172,229.04737854003903,-0.033013884417859574,-0.014844463494369853
37,37,37,37,2019-03-29,230.3329162597656,234.7670440673828,234.9812927246093,-0.018887352035426797,-0.019781900128924113
38,38,38,38,2019-04-01,228.73065185546875,230.174545288086,235.9314880371093,-0.006273036972051282,-0.030520878080114167
39,39,39,39,2019-04-02,227.6780242919922,229.9602966308593,234.1894989013672,-0.009924636436396184,-0.02780429797203421
40,40,40,40,2019-04-03,229.01011657714844,226.7278594970703,237.5430603027344,0.010066063716830609,-0.035921671273878686
41,41,41,41,2019-04-04,230.4540100097656,225.16287231445312,239.5272216796875,0.023499157036525498,-0.03787966814918109
42,42,42,42,2019-04-05,231.74884033203125,225.6472930908203,233.3511199951172,0.027040196926958693,-0.006866389426883668
43,43,43,43,2019-04-08,231.72091674804688,230.3329162597656,234.7670440673828,0.006026062235568341,-0.012975106158689131
44,44,44,44,2019-04-09,231.7581481933593,228.73065185546875,230.174545288086,0.013236076202867597,0.006880008835430829
45,45,45,45,2019-04-10,229.1871032714844,227.6780242919922,229.9602966308593,0.006628127524318517,-0.003362290668010637
46,46,46,46,2019-04-11,219.303451538086,229.01011657714844,226.7278594970703,-0.04238531111263144,-0.03274590063811833
47,47,47,47,2019-04-12,207.9386444091797,230.4540100097656,225.16287231445312,-0.09770003828369833,-0.07649674978927612
48,48,48,48,2019-04-15,214.4408264160156,231.74884033203125,225.6472930908203,-0.07468436041025328,-0.049663643296151805
49,49,49,49,2019-04-16,205.83338928222656,231.72091674804688,230.3329162597656,-0.11171856140189607,-0.10636572217020379
50,50,50,50,2019-04-17,201.99542236328125,231.7581481933593,228.73065185546875,-0.12842148620054794,-0.11688520657511636
51,51,51,51,2019-04-18,206.5692901611328,229.1871032714844,227.6780242919922,-0.09868711104376404,-0.09271309427645014
52,52,52,52,2019-04-22,211.56236267089844,219.303451538086,229.01011657714844,-0.03529852728215355,-0.07618769933411318
53,53,53,53,2019-04-23,214.79481506347656,207.9386444091797,230.4540100097656,0.03297208498101667,-0.06794932726762037
54,54,54,54,2019-04-24,214.5805511474609,214.4408264160156,231.74884033203125,0.0006515770983563929,-0.0740814459307455
55,55,55,55,2019-04-25,214.9904327392578,205.83338928222656,231.72091674804688,0.044487648427513626,-0.07220100905685756
56,56,56,56,2019-04-26,220.7753143310547,201.99542236328125,231.7581481933593,0.09297186910502608,-0.047389202700832134
57,57,57,57,2019-04-29,221.19448852539065,206.5692901611328,229.1871032714844,0.07080044837666599,-0.034873754377994226
58,58,58,58,2019-04-30,217.11436462402344,211.56236267089844,219.303451538086,0.026242862307988002,-0.00998199936530586
59,59,59,59,2019-05-01,216.0709991455078,214.79481506347656,207.9386444091797,0.005941410092483501,0.03910939575197658
