,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,FFIV,FFIV_6m,FFIV_12m,FFIV_6m_ret,FFIV_12m_ret
0,0,0,0,2019-02-05,162.41000366210938,,,,
1,1,1,1,2019-02-06,163.9600067138672,,,,
2,2,2,2,2019-02-07,159.7100067138672,,,,
3,3,3,3,2019-02-08,160.9199981689453,,,,
4,4,4,4,2019-02-11,163.10000610351562,,,,
5,5,5,5,2019-02-12,165.10000610351562,,,,
6,6,6,6,2019-02-13,166.75,162.41000366210938,,0.026722469306261987,
7,7,7,7,2019-02-14,168.74000549316406,163.9600067138672,,0.029153443422569758,
8,8,8,8,2019-02-15,171.27999877929688,159.7100067138672,,0.07244375166897488,
9,9,9,9,2019-02-19,169.80999755859375,160.9199981689453,,0.055244838993318224,
10,10,10,10,2019-02-20,168.17999267578125,163.10000610351562,,0.031146452373775446,
11,11,11,11,2019-02-21,169.82000732421875,165.10000610351562,,0.028588740437379245,
12,12,12,12,2019-02-22,172.0800018310547,166.75,162.41000366210938,0.03196402897184214,0.05954065606120884
13,13,13,13,2019-02-25,171.58999633789062,168.74000549316406,163.9600067138672,0.016889834964726402,0.04653567523535673
14,14,14,14,2019-02-26,171.82000732421875,171.27999877929688,159.7100067138672,0.0031527822791364013,0.07582493332460727
15,15,15,15,2019-02-27,171.3800048828125,169.80999755859375,160.9199981689453,0.009245670730764877,0.0650012853149895
16,16,16,16,2019-02-28,168.13999938964844,168.17999267578125,163.10000610351562,-0.0002378004987186877,0.030901245233148966
17,17,17,17,2019-03-01,166.52999877929688,169.82000732421875,165.10000610351562,-0.019373503727629804,0.008661372640317522
18,18,18,18,2019-03-04,163.2899932861328,172.0800018310547,166.75,-0.051080941721233564,-0.02074966545047785
19,19,19,19,2019-03-05,162.14999389648438,171.58999633789062,168.74000549316406,-0.05501487640816327,-0.039054233626575674
20,20,20,20,2019-03-06,161.0800018310547,171.82000732421875,171.27999877929688,-0.06250730436123209,-0.059551594003602326
21,21,21,21,2019-03-07,158.99000549316406,171.3800048828125,169.80999755859375,-0.07229547809921333,-0.06371822755427692
22,22,22,22,2019-03-08,157.99000549316406,168.13999938964844,168.17999267578125,-0.06036632528445973,-0.06058977064091997
23,23,23,23,2019-03-11,162.08999633789062,166.52999877929688,169.82000732421875,-0.02666187758333327,-0.045518847326216805
24,24,24,24,2019-03-12,149.64999389648438,163.2899932861328,172.0800018310547,-0.08353236542638032,-0.1303463952574322
25,25,25,25,2019-03-13,151.75,162.14999389648438,171.58999633789062,-0.06413810846717438,-0.11562443476496276
26,26,26,26,2019-03-14,153.17999267578125,161.0800018310547,171.82000732421875,-0.04904400959443245,-0.1084857051208501
27,27,27,27,2019-03-15,153.69000244140625,158.99000549316406,171.3800048828125,-0.033335447944152,-0.10322092389659143
28,28,28,28,2019-03-18,154.36000061035156,157.99000549316406,168.13999938964844,-0.022976167837208905,-0.0819555063002173
29,29,29,29,2019-03-19,154.25999450683594,162.08999633789062,166.52999877929688,-0.048306508778816704,-0.07368044413861097
30,30,30,30,2019-03-20,153.49000549316406,149.64999389648438,163.2899932861328,0.025659951575647266,-0.06001585030257328
31,31,31,31,2019-03-21,155.8300018310547,151.75,162.14999389648438,0.026886338260657006,-0.038976209086164615
32,32,32,32,2019-03-22,152.24000549316406,153.17999267578125,161.0800018310547,-0.0061364879720731125,-0.05487953959152714
33,33,33,33,2019-03-25,151.13999938964844,153.69000244140625,158.99000549316406,-0.016591860311343187,-0.049374211159789794
34,34,34,34,2019-03-26,152.86000061035156,154.36000061035156,157.99000549316406,-0.009717543366603243,-0.032470439296455766
35,35,35,35,2019-03-27,152.05999755859375,154.25999450683594,162.08999633789062,-0.014261616923269771,-0.06187919677898246
36,36,36,36,2019-03-28,153.7100067138672,153.49000549316406,149.64999389648438,0.0014333260331593767,0.027130056685409576
37,37,37,37,2019-03-29,156.92999267578125,155.8300018310547,151.75,0.007058915688900047,0.03413504234452214
38,38,38,38,2019-04-01,161.47000122070312,152.24000549316406,153.17999267578125,0.06062792560759278,0.054119395099256895
39,39,39,39,2019-04-02,165.32000732421875,151.13999938964844,153.69000244140625,0.09382035193749982,0.07567183745244854
40,40,40,40,2019-04-03,166.7100067138672,152.86000061035156,154.36000061035156,0.0906058226364923,0.08000781325915218
41,41,41,41,2019-04-04,166.0,152.05999755859375,154.25999450683594,0.09167435660410761,0.07610531512526286
42,42,42,42,2019-04-05,167.3300018310547,153.7100067138672,153.49000549316406,0.08860838281362682,0.0901687135486291
43,43,43,43,2019-04-08,167.8800048828125,156.92999267578125,155.8300018310547,0.06977641444012606,0.07732787595563262
44,44,44,44,2019-04-09,165.66000366210938,161.47000122070312,152.24000549316406,0.02594910763442182,0.08815027380925766
45,45,45,45,2019-04-10,168.14999389648438,165.32000732421875,151.13999938964844,0.01711823401214585,0.11254462468921345
46,46,46,46,2019-04-11,167.2899932861328,166.7100067138672,152.86000061035156,0.0034790147496130963,0.09440005637945847
47,47,47,47,2019-04-12,167.00999450683594,166.0,152.05999755859375,0.006084304258047846,0.0983164355403956
48,48,48,48,2019-04-15,166.61000061035156,167.3300018310547,153.7100067138672,-0.00430288180735261,0.08392422960788659
49,49,49,49,2019-04-16,166.1199951171875,167.8800048828125,156.92999267578125,-0.010483736683552958,0.05856116020086022
50,50,50,50,2019-04-17,164.4499969482422,165.66000366210938,161.47000122070312,-0.007304157232395081,0.018455414039824536
51,51,51,51,2019-04-18,163.39999389648438,168.14999389648438,165.32000732421875,-0.028248588595989887,-0.011613920533943167
52,52,52,52,2019-04-22,163.75,167.2899932861328,166.7100067138672,-0.021160819105766837,-0.017755423157936767
53,53,53,53,2019-04-23,163.9499969482422,167.00999450683594,166.0,-0.018322242136643463,-0.01234941597444461
