,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ILMN,ILMN_6m,ILMN_12m,ILMN_6m_ret,ILMN_12m_ret
0,0,0,0,2019-02-05,281.8699951171875,,,,
1,1,1,1,2019-02-06,284.17999267578125,,,,
2,2,2,2,2019-02-07,276.5199890136719,,,,
3,3,3,3,2019-02-08,284.1000061035156,,,,
4,4,4,4,2019-02-11,284.3699951171875,,,,
5,5,5,5,2019-02-12,292.20001220703125,,,,
6,6,6,6,2019-02-13,293.5199890136719,281.8699951171875,,0.041331089148530564,
7,7,7,7,2019-02-14,292.4700012207031,284.17999267578125,,0.029171682590547032,
8,8,8,8,2019-02-15,299.82000732421875,276.5199890136719,,0.08426160580165099,
9,9,9,9,2019-02-19,302.260009765625,284.1000061035156,,0.06392116604000542,
10,10,10,10,2019-02-20,302.239990234375,284.3699951171875,,0.06284064923876143,
11,11,11,11,2019-02-21,296.8800048828125,292.20001220703125,,0.016016401369844502,
12,12,12,12,2019-02-22,301.0599975585937,293.5199890136719,281.8699951171875,0.025688228492576792,0.06808104010300187
13,13,13,13,2019-02-25,304.739990234375,292.4700012207031,284.17999267578125,0.041952983083597406,0.07234850478038579
14,14,14,14,2019-02-26,301.2099914550781,299.82000732421875,276.5199890136719,0.004636061960188842,0.08928830978720126
15,15,15,15,2019-02-27,309.1600036621094,302.260009765625,284.1000061035156,0.02282800791885986,0.08820836684340927
16,16,16,16,2019-02-28,312.7699890136719,302.239990234375,284.3699951171875,0.0348398594478887,0.09986986807374265
17,17,17,17,2019-03-01,321.17999267578125,296.8800048828125,292.20001220703125,0.08185121056758504,0.0991785737784876
18,18,18,18,2019-03-04,307.70001220703125,301.0599975585937,293.5199890136719,0.022055453073420273,0.04831024708405418
19,19,19,19,2019-03-05,303.79998779296875,304.739990234375,292.4700012207031,-0.003084604815676739,0.03873896989426906
20,20,20,20,2019-03-06,298.6600036621094,301.2099914550781,299.82000732421875,-0.00846581410082159,-0.003869000179347548
21,21,21,21,2019-03-07,292.0599975585937,309.1600036621094,302.260009765625,-0.05531118482649788,-0.03374582107285873
22,22,22,22,2019-03-08,294.5299987792969,312.7699890136719,302.239990234375,-0.058317584407299616,-0.025509501403501722
23,23,23,23,2019-03-11,300.17999267578125,321.17999267578125,296.8800048828125,-0.06538389837127456,0.011115560962993598
24,24,24,24,2019-03-12,305.2699890136719,307.70001220703125,301.0599975585937,-0.00789737763066567,0.013983895201018282
25,25,25,25,2019-03-13,308.2699890136719,303.79998779296875,304.739990234375,0.014713631995763254,0.011583641439976367
26,26,26,26,2019-03-14,309.20001220703125,298.6600036621094,301.2099914550781,0.03529099449434936,0.026526413394705628
27,27,27,27,2019-03-15,309.8399963378906,292.0599975585937,309.1600036621094,0.06087789813026312,0.0021994846284334457
28,28,28,28,2019-03-18,305.7799987792969,294.5299987792969,312.7699890136719,0.038196448737400246,-0.022348660293201816
29,29,29,29,2019-03-19,310.70001220703125,300.17999267578125,321.17999267578125,0.03504570520331929,-0.032629617995318716
30,30,30,30,2019-03-20,315.29998779296875,305.2699890136719,307.70001220703125,0.032856157304240075,0.024699302191850236
31,31,31,31,2019-03-21,319.2099914550781,308.2699890136719,303.79998779296875,0.03548837976868735,0.050724174724492865
32,32,32,32,2019-03-22,308.7900085449219,309.20001220703125,298.6600036621094,-0.0013260143787926504,0.033918183749415354
33,33,33,33,2019-03-25,303.7099914550781,309.8399963378906,292.0599975585937,-0.019784420847099193,0.03988904332626797
34,34,34,34,2019-03-26,307.5,305.7799987792969,294.5299987792969,0.0056249631354881036,0.044036265488942794
35,35,35,35,2019-03-27,302.07000732421875,310.70001220703125,300.17999267578125,-0.02777600432491134,0.006296271219111027
36,36,36,36,2019-03-28,305.1400146484375,315.29998779296875,305.2699890136719,-0.032223195489631484,-0.0004257685652439003
37,37,37,37,2019-03-29,310.69000244140625,319.2099914550781,308.2699890136719,-0.026690859439689185,0.007850304972849775
38,38,38,38,2019-04-01,316.8399963378906,308.7900085449219,309.20001220703125,0.026069456815982717,0.024708873962604683
39,39,39,39,2019-04-02,316.1000061035156,303.7099914550781,309.8399963378906,0.04079554508258609,0.020204008002886242
40,40,40,40,2019-04-03,319.20001220703125,307.5,305.7799987792969,0.0380488201854674,0.04388780653184754
41,41,41,41,2019-04-04,315.0199890136719,302.07000732421875,310.70001220703125,0.042870796091826424,0.0139040123492562
42,42,42,42,2019-04-05,323.5,305.1400146484375,315.29998779296875,0.060169051812872576,0.026007017204249028
43,43,43,43,2019-04-08,323.6099853515625,310.69000244140625,319.2099914550781,0.041584804173391055,0.013784010570682792
44,44,44,44,2019-04-09,316.6400146484375,316.8399963378906,308.7900085449219,-0.0006311756462711315,0.02542182676345761
45,45,45,45,2019-04-10,324.8599853515625,316.1000061035156,303.7099914550781,0.027712682944960765,0.06963878203398743
46,46,46,46,2019-04-11,328.5199890136719,319.20001220703125,307.5,0.029197921209964672,0.06835768784933949
47,47,47,47,2019-04-12,338.3699951171875,315.0199890136719,302.07000732421875,0.0741222999106328,0.1201707780077852
48,48,48,48,2019-04-15,335.1199951171875,323.5,305.1400146484375,0.03591961396348542,0.0982499148900251
49,49,49,49,2019-04-16,329.5,323.6099853515625,310.69000244140625,0.018200966951124053,0.06054265477094378
