,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,COO,COO_6m,COO_12m,COO_6m_ret,COO_12m_ret
246,246,246,246,2020-01-28,354.8305053710937,355.07061767578125,333.0254821777344,-0.0006762381699146891,0.06547553974179698
247,247,247,247,2020-01-29,354.1109619140625,358.31842041015625,333.4252014160156,-0.0117422333221876,0.06204018295616831
248,248,248,248,2020-01-30,353.19146728515625,359.7676086425781,333.3252868652344,-0.01827885890626446,0.059599979967778216
249,249,249,249,2020-01-31,346.6853332519531,356.78936767578125,335.8436584472656,-0.02831932602041487,0.032281910144775994
250,250,250,250,2020-02-03,346.03570556640625,352.1520690917969,343.61834716796875,-0.017368529286693635,0.007035009679666082
251,251,251,251,2020-02-04,349.9433898925781,354.0009765625,348.8248291015625,-0.011462077617194089,0.003206654738129089
252,252,252,252,2020-02-05,353.36138916015625,354.8305053710937,355.07061767578125,-0.0041403323240232215,-0.004813770643184334
253,253,253,253,2020-02-06,352.8116760253906,354.1109619140625,358.31842041015625,-0.0036691490194172838,-0.015368298337724906
254,254,254,254,2020-02-07,347.9945983886719,353.19146728515625,359.7676086425781,-0.0147140273133739,-0.032723930590434325
255,255,255,255,2020-02-10,349.1838684082031,346.6853332519531,356.78936767578125,0.007206924887226851,-0.021316496388674167
256,256,256,256,2020-02-11,351.18267822265625,346.03570556640625,352.1520690917969,0.014874108577394463,-0.002752762099739181
257,257,257,257,2020-02-12,352.8816833496094,349.9433898925781,354.0009765625,0.008396482236550318,-0.0031618365117503933
258,258,258,258,2020-02-13,352.76171875,353.36138916015625,354.8305053710937,-0.0016970456551054225,-0.005830351646147425
259,259,259,259,2020-02-14,353.1015319824219,352.8116760253906,354.1109619140625,0.0008215599900112114,-0.00285060345543775
260,260,260,260,2020-02-18,356.1397399902344,347.9945983886719,353.19146728515625,0.023405942618871522,0.00834751962650837
261,261,261,261,2020-02-19,356.349609375,349.1838684082031,346.6853332519531,0.02052139750745874,0.027876218565102695
262,262,262,262,2020-02-20,354.6206359863281,351.18267822265625,346.03570556640625,0.009789656429159521,0.024809377419216627
263,263,263,263,2020-02-21,355.46014404296875,352.8816833496094,349.9433898925781,0.007306870305322288,0.01576470454859602
264,264,264,264,2020-02-24,346.9151611328125,352.76171875,353.36138916015625,-0.016573673690854496,-0.01824259306503373
265,265,265,265,2020-02-25,336.2514953613281,353.1015319824219,352.8116760253906,-0.04772008925164495,-0.046937734177682766
266,266,266,266,2020-02-26,335.1221923828125,356.1397399902344,347.9945983886719,-0.059014890076569904,-0.036990246588489595
267,267,267,267,2020-02-27,328.0762939453125,356.349609375,349.1838684082031,-0.0793415081309502,-0.060448309250688004
268,268,268,268,2020-02-28,324.3785095214844,354.6206359863281,351.18267822265625,-0.08528022172406713,-0.07632542936578879
269,269,269,269,2020-03-02,335.2520446777344,355.46014404296875,352.8816833496094,-0.056850535014669856,-0.04995906419548801
270,270,270,270,2020-03-03,329.7853088378906,346.9151611328125,352.76171875,-0.049377641031848385,-0.06513294581261697
271,271,271,271,2020-03-04,337.9405212402344,336.2514953613281,353.1015319824219,0.0050231029518286174,-0.042936689220997915
272,272,272,272,2020-03-05,325.0780334472656,335.1221923828125,356.1397399902344,-0.02997163173268258,-0.08721774925713288
273,273,273,273,2020-03-06,333.613037109375,328.0762939453125,356.349609375,0.016876389017566273,-0.06380411726984236
274,274,274,274,2020-03-09,317.31268310546875,324.3785095214844,354.6206359863281,-0.021782658864913595,-0.1052052506112412
275,275,275,275,2020-03-10,334.7523803710937,335.2520446777344,355.46014404296875,-0.001490413897761611,-0.058256218084950406
276,276,276,276,2020-03-11,323.69891357421875,329.7853088378906,346.9151611328125,-0.01845562886084684,-0.0669219744757874
277,277,277,277,2020-03-12,279.8847351074219,337.9405212402344,336.2514953613281,-0.1717929117223026,-0.1676327422524495
278,278,278,278,2020-03-13,290.86834716796875,325.0780334472656,335.1221923828125,-0.10523530586340402,-0.13205286376347247
279,279,279,279,2020-03-16,259.2768859863281,333.613037109375,328.0762939453125,-0.22282148133999868,-0.20970551432299656
280,280,280,280,2020-03-17,275.00762939453125,317.31268310546875,324.3785095214844,-0.13332292077614838,-0.15220145193892132
281,281,281,281,2020-03-18,250.9618377685547,334.7523803710937,335.2520446777344,-0.25030603967521314,-0.25142339397274904
282,282,282,282,2020-03-19,272.9888000488281,323.69891357421875,329.7853088378906,-0.15665827532585663,-0.17222267719930906
283,283,283,283,2020-03-20,250.50210571289065,279.8847351074219,337.9405212402344,-0.10498117871006418,-0.25873906806572544
284,284,284,284,2020-03-23,243.29635620117188,290.86834716796875,325.0780334472656,-0.16355162543460022,-0.25157552597093713
285,285,285,285,2020-03-24,255.739013671875,259.2768859863281,333.613037109375,-0.01364515120965959,-0.23342619974401357
286,286,286,286,2020-03-25,256.7384033203125,275.00762939453125,317.31268310546875,-0.06643170632917006,-0.19089775798537023
287,287,287,287,2020-03-26,281.8835754394531,250.9618377685547,334.7523803710937,0.12321290737205826,-0.15793406718432368
288,288,288,288,2020-03-27,273.0687866210937,272.9888000488281,323.69891357421875,0.0002930031277885714,-0.1564111735627325
289,289,289,289,2020-03-30,279.9847106933594,250.50210571289065,279.8847351074219,0.11769404052139887,0.0003572027102483055
290,290,290,290,2020-03-31,275.50738525390625,243.29635620117188,290.86834716796875,0.1323942107299807,-0.05281070306763891
291,291,291,291,2020-04-01,272.8888854980469,255.739013671875,259.2768859863281,0.06706005305931129,0.05249985728552953
292,292,292,292,2020-04-02,283.6625061035156,256.7384033203125,275.00762939453125,0.10486979133235486,0.031471405822592446
293,293,293,293,2020-04-03,279.51495361328125,281.8835754394531,250.9618377685547,-0.008402837314941847,0.11377473204136801
294,294,294,294,2020-04-06,296.50494384765625,273.0687866210937,272.9888000488281,0.08582510478974004,0.08614325494167496
295,295,295,295,2020-04-07,292.46734619140625,279.9847106933594,250.50210571289065,0.0445832755193476,0.16752450187629742
296,296,296,296,2020-04-08,297.25445556640625,275.50738525390625,243.29635620117188,0.0789346183677,0.2217793155957446
297,297,297,297,2020-04-09,296.3949584960937,272.8888854980469,255.739013671875,0.08613789072114875,0.15897435530263748
298,298,298,298,2020-04-13,298.8535461425781,283.6625061035156,256.7384033203125,0.05355321803974644,0.16403912417310562
299,299,299,299,2020-04-14,300.31268310546875,279.51495361328125,281.8835754394531,0.07440650034402774,0.06537843731152071
300,300,300,300,2020-04-15,298.5237731933594,296.50494384765625,273.0687866210937,0.006808754415711826,0.09321822126666812
301,301,301,301,2020-04-16,296.7747802734375,292.46734619140625,279.9847106933594,0.014727914545414666,0.05996780873676588
302,302,302,302,2020-04-17,306.09930419921875,297.25445556640625,275.50738525390625,0.029755142327333672,0.11103847149911839
303,303,303,303,2020-04-20,304.520263671875,296.3949584960937,272.8888854980469,0.02741377659393751,0.11591303220758875
304,304,304,304,2020-04-21,288.3597412109375,298.8535461425781,283.6625061035156,-0.035113536603759044,0.016559238554099798
305,305,305,305,2020-04-22,293.9264831542969,300.31268310546875,279.51495361328125,-0.02126516897366293,0.05155906456781012
306,306,306,306,2020-04-23,290.09869384765625,298.5237731933594,296.50494384765625,-0.02822247372655995,-0.021605879203456135
307,307,307,307,2020-04-24,293.0370178222656,296.7747802734375,292.46734619140625,-0.012594609446692329,0.0019478127670586876
308,308,308,308,2020-04-27,293.4766845703125,306.09930419921875,297.25445556640625,-0.0412370085646816,-0.012708879296343456
309,309,309,309,2020-04-28,290.92822265625,304.520263671875,296.3949584960937,-0.04463427442145729,-0.018444091854942113
310,310,310,310,2020-04-29,291.6478576660156,288.3597412109375,298.8535461425781,0.011402827736181287,-0.02411110247667858
311,311,311,311,2020-04-30,286.5308837890625,293.9264831542969,300.31268310546875,-0.025161391671372657,-0.0458914993995313
312,312,312,312,2020-05-01,280.14459228515625,290.09869384765625,298.5237731933594,-0.034312810686860096,-0.061566892015325614
313,313,313,313,2020-05-04,286.9206237792969,293.0370178222656,296.7747802734375,-0.020872427956110662,-0.03320415732449156
314,314,314,314,2020-05-05,290.7083435058594,293.4766845703125,306.09930419921875,-0.00943291651432665,-0.05028093981991699
315,315,315,315,2020-05-06,294.7859802246094,290.92822265625,304.520263671875,0.01326016958113252,-0.031965962888284016
316,316,316,316,2020-05-07,303.720703125,291.6478576660156,288.3597412109375,0.04139528250130242,0.053270133512936635
317,317,317,317,2020-05-08,304.3402709960937,286.5308837890625,293.9264831542969,0.062155209838189895,0.03542990658766221
318,318,318,318,2020-05-11,307.63836669921875,280.14459228515625,290.09869384765625,0.0981413711747714,0.06046105419824244
319,319,319,319,2020-05-12,303.3409118652344,286.9206237792969,293.0370178222656,0.05722937539187911,0.03516243142092823
320,320,320,320,2020-05-13,296.2451477050781,290.7083435058594,293.4766845703125,0.019045907428890674,0.009433332459847676
321,321,321,321,2020-05-14,296.3650207519531,294.7859802246094,290.92822265625,0.005356565892789877,0.01868776444603326
322,322,322,322,2020-05-15,296.3450012207031,303.720703125,291.6478576660156,-0.024284488440886154,0.016105530801006296
323,323,323,323,2020-05-18,301.99169921875,304.3402709960937,286.5308837890625,-0.007716927403846108,0.053958635192251636
324,324,324,324,2020-05-19,298.1839599609375,307.63836669921875,280.14459228515625,-0.030732209508591346,0.06439306048577653
325,325,325,325,2020-05-20,296.1351623535156,303.3409118652344,286.9206237792969,-0.023754624680893843,0.032115288377829065
326,326,326,326,2020-05-21,287.63018798828125,296.2451477050781,290.7083435058594,-0.029080509110560482,-0.01058846636617461
327,327,327,327,2020-05-22,287.2504272460937,296.3650207519531,294.7859802246094,-0.030754619700845254,-0.025562792954990754
328,328,328,328,2020-05-26,297.7242126464844,296.3450012207031,303.720703125,0.0046540735295010904,-0.019743436706215256
329,329,329,329,2020-05-27,308.3580017089844,301.99169921875,304.3402709960937,0.021081051256388594,0.013201442910400374
330,330,330,330,2020-05-28,316.4431457519531,298.1839599609375,307.63836669921875,0.06123463446326083,0.02862054933916247
331,331,331,331,2020-05-29,316.7929382324219,296.1351623535156,303.3409118652344,0.0697579298409885,0.04434623171820573
332,332,332,332,2020-06-01,314.9939880371094,287.63018798828125,296.2451477050781,0.09513535502032555,0.06328826135136012
333,333,333,333,2020-06-02,316.163330078125,287.2504272460937,296.3650207519531,0.10065399417930543,0.06680379916610457
334,334,334,334,2020-06-03,319.0316467285156,297.7242126464844,296.3450012207031,0.07156768975095606,0.07655484457089456
335,335,335,335,2020-06-04,313.6747741699219,308.3580017089844,301.99169921875,0.017242206887678746,0.03868674199123978
336,336,336,336,2020-06-05,318.35205078125,316.4431457519531,298.1839599609375,0.006032379133258825,0.06763640412768868
337,337,337,337,2020-06-08,320.1109924316406,316.7929382324219,296.1351623535156,0.010473889404644554,0.08096245608788433
338,338,338,338,2020-06-09,303.0510559082031,314.9939880371094,287.63018798828125,-0.03791479387695251,0.05361352376736672
339,339,339,339,2020-06-10,298.4537658691406,316.163330078125,287.2504272460937,-0.056013972919023436,0.03900199115613079
340,340,340,340,2020-06-11,278.3856811523437,319.0316467285156,297.7242126464844,-0.1274041807230496,-0.06495451385105555
341,341,341,341,2020-06-12,288.22979736328125,313.6747741699219,308.3580017089844,-0.08111897704868276,-0.06527544034579424
342,342,342,342,2020-06-15,290.1786804199219,318.35205078125,316.4431457519531,-0.08849753061803567,-0.08299900214182199
343,343,343,343,2020-06-16,299.92291259765625,320.1109924316406,316.7929382324219,-0.06306587499739025,-0.05325253059267554
344,344,344,344,2020-06-17,302.3515014648437,303.0510559082031,314.9939880371094,-0.002308371575419743,-0.040135644019898775
345,345,345,345,2020-06-18,301.7218933105469,298.4537658691406,316.163330078125,0.010950196697599113,-0.04567714024270175
346,346,346,346,2020-06-19,298.9435119628906,278.3856811523437,319.0316467285156,0.07384658120866816,-0.06296596269247001
347,347,347,347,2020-06-22,296.29510498046875,288.22979736328125,313.6747741699219,0.02798221311942317,-0.055406652433065307
348,348,348,348,2020-06-23,299.80303955078125,290.1786804199219,318.35205078125,0.03316700977801612,-0.05826571930335822
349,349,349,349,2020-06-24,281.2239685058594,299.92291259765625,320.1109924316406,-0.06234583390059745,-0.12147981433060451
350,350,350,350,2020-06-25,276.4467468261719,302.3515014648437,303.0510559082031,-0.08567761202827673,-0.08778820783944052
351,351,351,351,2020-06-26,272.8189392089844,301.7218933105469,298.4537658691406,-0.09579336051631548,-0.08589211995869417
352,352,352,352,2020-06-29,270.7701416015625,298.9435119628906,278.3856811523437,-0.09424312364680265,-0.02735607492187675
353,353,353,353,2020-06-30,283.47265625,296.29510498046875,288.22979736328125,-0.04327593846450484,-0.01650468187813836
354,354,354,354,2020-07-01,287.34039306640625,299.80303955078125,290.1786804199219,-0.041569446737593996,-0.009781171205990424
355,355,355,355,2020-07-02,289.8988647460937,281.2239685058594,299.92291259765625,0.03084693060240906,-0.03342208090986942
356,356,356,356,2020-07-06,285.0317687988281,276.4467468261719,302.3515014648437,0.031054885149560008,-0.05728343528014346
357,357,357,357,2020-07-07,282.0934753417969,272.8189392089844,301.7218933105469,0.033995206343456985,-0.06505466922994374
358,358,358,358,2020-07-08,279.91473388671875,270.7701416015625,298.9435119628906,0.03377252835584987,-0.06365342385665829
359,359,359,359,2020-07-09,289.55908203125,283.47265625,296.29510498046875,0.021470944893825283,-0.022734168860679582
360,360,360,360,2020-07-10,289.229248046875,287.34039306640625,299.80303955078125,0.006573579719549638,-0.03526912709007157
361,361,361,361,2020-07-13,285.471435546875,289.8988647460937,281.2239685058594,-0.01527232334316464,0.015103502960940318
362,362,362,362,2020-07-14,287.7301330566406,285.0317687988281,276.4467468261719,0.00946688949510377,0.040815767810657766
363,363,363,363,2020-07-15,296.66485595703125,282.0934753417969,272.8189392089844,0.051654440421137204,0.08740565012526669
364,364,364,364,2020-07-16,288.759521484375,279.91473388671875,270.7701416015625,0.03159814946088457,0.06643782721539448
365,365,365,365,2020-07-17,291.1980895996094,289.55908203125,283.47265625,0.005660356279836742,0.027252834371425783
366,366,366,366,2020-07-20,289.1393127441406,289.229248046875,287.34039306640625,-0.00031094816081600474,0.006260587516209837
367,367,367,367,2020-07-21,291.39794921875,285.471435546875,289.8988647460937,0.02076044372187935,0.005171060169446573
368,368,368,368,2020-07-22,289.61883544921875,287.7301330566406,285.0317687988281,0.006564145272216937,0.016093176805242804
369,369,369,369,2020-07-23,284.5412902832031,296.66485595703125,282.0934753417969,-0.04086620113703021,0.008677318532235967
370,370,370,370,2020-07-24,283.4418029785156,288.759521484375,279.91473388671875,-0.018415733889997843,0.012600512458998514
371,371,371,371,2020-07-27,286.2404479980469,291.1980895996094,289.55908203125,-0.017024979828607845,-0.011460991000257992
372,372,372,372,2020-07-28,281.3728332519531,289.1393127441406,289.229248046875,-0.02686068324116153,-0.0271632791219254
373,373,373,373,2020-07-29,286.7801818847656,291.39794921875,285.471435546875,-0.015846945204538332,0.004584508903258566
374,374,374,374,2020-07-30,282.56231689453125,289.61883544921875,287.7301330566406,-0.024364846795072448,-0.017960635916753565
375,375,375,375,2020-07-31,282.7921447753906,284.5412902832031,296.66485595703125,-0.006147246700370146,-0.046762233217304106
376,376,376,376,2020-08-03,295.216064453125,283.4418029785156,288.759521484375,0.041540313922932004,0.022359584666022503
377,377,377,377,2020-08-04,296.7653503417969,286.2404479980469,291.1980895996094,0.03676944477050914,0.019118465886374336
378,378,378,378,2020-08-05,299.0042419433594,281.3728332519531,289.1393127441406,0.06266208605725043,0.03411825637127475
379,379,379,379,2020-08-06,300.2336730957031,286.7801818847656,291.39794921875,0.04691220684260333,0.030321846466806246
380,380,380,380,2020-08-07,303.77197265625,282.56231689453125,289.61883544921875,0.07506186951898264,0.04886815177292858
381,381,381,381,2020-08-10,306.68048095703125,282.7921447753906,284.5412902832031,0.08447312495406867,0.07780660111505444
382,382,382,382,2020-08-11,300.1636657714844,295.216064453125,283.4418029785156,0.01675925504773801,0.05899575368646737
383,383,383,383,2020-08-12,305.1712646484375,296.7653503417969,286.2404479980469,0.028325120493208455,0.06613606421731077
384,384,384,384,2020-08-13,304.7514343261719,299.0042419433594,281.3728332519531,0.019221106514941022,0.0830876272027461
385,385,385,385,2020-08-14,303.6719665527344,300.2336730957031,286.7801818847656,0.011452058063904369,0.058901506223174804
386,386,386,386,2020-08-17,304.8514099121094,303.77197265625,282.56231689453125,0.0035534458509141054,0.078882043658701
387,387,387,387,2020-08-18,307.0903015136719,306.68048095703125,282.7921447753906,0.0013363111840758446,0.08592231851977439
388,388,388,388,2020-08-19,305.3511657714844,300.1636657714844,295.216064453125,0.0172822382971205,0.03433113078427552
389,389,389,389,2020-08-20,299.1142578125,305.1712646484375,296.7653503417969,-0.01984789374882745,0.007915032762409124
390,390,390,390,2020-08-21,301.4530639648437,304.7514343261719,299.0042419433594,-0.010823149589504366,0.008189924014349703
391,391,391,391,2020-08-24,301.76287841796875,303.6719665527344,300.2336730957031,-0.006286678867455153,0.005093383785029992
392,392,392,392,2020-08-25,304.88140869140625,304.8514099121094,303.77197265625,9.840459424315107e-05,0.0036522001205545607
393,393,393,393,2020-08-26,305.3011779785156,307.0903015136719,306.68048095703125,-0.005826050273608496,-0.004497524505672312
394,394,394,394,2020-08-27,312.2777404785156,305.3511657714844,300.1636657714844,0.022683963526161532,0.040358231486464335
395,395,395,395,2020-08-28,315.736083984375,299.1142578125,305.1712646484375,0.05557015668004173,0.03461931236582294
396,396,396,396,2020-08-31,314.2268371582031,301.4530639648437,304.7514343261719,0.04237400351933118,0.031092233751030873
397,397,397,397,2020-09-01,309.249267578125,301.76287841796875,303.6719665527344,0.02480884726247523,0.018366203139209114
398,398,398,398,2020-09-02,317.0554504394531,304.88140869140625,304.8514099121094,0.039930416880122666,0.0400327508108369
399,399,399,399,2020-09-03,306.6604919433594,305.3011779785156,307.0903015136719,0.004452370520952931,-0.0013996194871473966
400,400,400,400,2020-09-04,323.3324279785156,312.2777404785156,305.3511657714844,0.035400177684968614,0.058887157550555624
401,401,401,401,2020-09-08,318.0449523925781,315.736083984375,299.1142578125,0.007312652957073507,0.06328917490768649
402,402,402,402,2020-09-09,319.04449462890625,314.2268371582031,301.4530639648437,0.015331782333657173,0.05835545485155236
403,403,403,403,2020-09-10,324.36187744140625,309.249267578125,301.76287841796875,0.04886870058459669,0.07488992397579075
404,404,404,404,2020-09-11,326.67071533203125,317.0554504394531,304.88140869140625,0.030326761073657504,0.07146813816607489
405,405,405,405,2020-09-14,334.386962890625,306.6604919433594,305.3011779785156,0.09041422575030222,0.09526915390466062
406,406,406,406,2020-09-15,335.8962707519531,323.3324279785156,312.2777404785156,0.038857354494218344,0.07563308943265024
407,407,407,407,2020-09-16,342.14324951171875,318.0449523925781,315.736083984375,0.07577009771057441,0.08363683109672881
408,408,408,408,2020-09-17,347.610595703125,319.04449462890625,314.2268371582031,0.0895364175064206,0.10624095270422185
409,409,409,409,2020-09-18,346.2611999511719,324.36187744140625,309.249267578125,0.06751509358161734,0.11968316905939513
410,410,410,410,2020-09-21,341.69342041015625,326.67071533203125,317.0554504394531,0.0459873027273221,0.07770870974321298
411,411,411,411,2020-09-22,339.0846862792969,334.386962890625,306.6604919433594,0.014048763588335511,0.10573319742122589
412,412,412,412,2020-09-23,333.4674377441406,335.8962707519531,323.3324279785156,-0.00723090197570575,0.03134547879712968
413,413,413,413,2020-09-24,328.8696594238281,342.14324951171875,318.0449523925781,-0.03879541714423329,0.03403514801860008
414,414,414,414,2020-09-25,333.07763671875,347.610595703125,319.04449462890625,-0.04180815879613409,0.043984905949141284
415,415,415,415,2020-09-28,333.9571838378906,346.2611999511719,324.36187744140625,-0.03553391519181559,0.02958210278030493
416,416,416,416,2020-09-29,333.427490234375,341.69342041015625,326.67071533203125,-0.024191072119150392,0.02068374845133003
417,417,417,417,2020-09-30,336.9557189941406,339.0846862792969,334.386962890625,-0.00627857102164342,0.007681986406736341
418,418,418,418,2020-10-01,338.6049499511719,333.4674377441406,335.8962707519531,0.015406338447273349,0.008064034748450633
419,419,419,419,2020-10-02,335.2665100097656,328.8696594238281,342.14324951171875,0.01945102079998695,-0.020099006810063047
420,420,420,420,2020-10-05,342.6529541015625,333.07763671875,347.610595703125,0.0287480044506796,-0.014262055480600333
421,421,421,421,2020-10-06,341.85333251953125,333.9571838378906,346.2611999511719,0.02364419471651069,-0.012729891285140238
422,422,422,422,2020-10-07,350.69903564453125,333.427490234375,341.69342041015625,0.051800004246847164,0.02635583448918921
423,423,423,423,2020-10-08,354.5771789550781,336.9557189941406,339.0846862792969,0.05229607027754257,0.045689154664508846
424,424,424,424,2020-10-09,357.6756286621094,338.6049499511719,333.4674377441406,0.0563213228681021,0.0725953666772794
425,425,425,425,2020-10-12,360.4542846679688,335.2665100097656,328.8696594238281,0.07512761909165788,0.09603994877325017
426,426,426,426,2020-10-13,356.0664367675781,342.6529541015625,333.07763671875,0.03914597118004082,0.06901934418443045
427,427,427,427,2020-10-14,353.6976013183594,341.85333251953125,333.9571838378906,0.03464722344969795,0.059110623863839695
428,428,428,428,2020-10-15,353.2478332519531,350.69903564453125,333.427490234375,0.007267763376473502,0.059444237797087185
429,429,429,429,2020-10-16,353.52764892578125,354.5771789550781,336.9557189941406,-0.0029599480496455,0.04918132857667512
430,430,430,430,2020-10-19,348.250244140625,357.6756286621094,338.6049499511719,-0.02635176614280421,0.02848539039622433
431,431,431,431,2020-10-20,347.29071044921875,360.4542846679688,335.2665100097656,-0.03651940004229837,0.035864603473525936
432,432,432,432,2020-10-21,348.6200561523437,356.0664367675781,342.6529541015625,-0.020912896713416007,0.017414418814590382
433,433,433,433,2020-10-22,353.0079040527344,353.6976013183594,341.85333251953125,-0.0019499630844378446,0.0326296995585551
434,434,434,434,2020-10-23,356.2763366699219,353.2478332519531,350.69903564453125,0.008573310669987011,0.01590338283976278
435,435,435,435,2020-10-26,348.0003967285156,353.52764892578125,354.5771789550781,-0.01563456836844468,-0.018548238907940884
436,436,436,436,2020-10-27,346.1812438964844,348.250244140625,357.6756286621094,-0.00594113077866254,-0.03213633763256363
437,437,437,437,2020-10-28,333.4075012207031,347.29071044921875,360.4542846679688,-0.039975757516110266,-0.07503526687768391
438,438,438,438,2020-10-29,323.9820861816406,348.6200561523437,356.0664367675781,-0.0706728414957759,-0.09010776437454704
439,439,439,439,2020-10-30,318.89453125,353.0079040527344,353.6976013183594,-0.0966362860748815,-0.09839781196885611
440,440,440,440,2020-11-02,320.3638000488281,356.2763366699219,353.2478332519531,-0.10079966847297384,-0.09309054467623734
441,441,441,441,2020-11-03,323.8021545410156,348.0003967285156,353.52764892578125,-0.06953509942799774,-0.08408251653042875
442,442,442,442,2020-11-04,331.258544921875,346.1812438964844,348.250244140625,-0.04310660741363437,-0.04879163620022808
443,443,443,443,2020-11-05,331.8382263183594,333.4075012207031,347.29071044921875,-0.004706777431815912,-0.04449437795462963
444,444,444,444,2020-11-06,333.747314453125,323.9820861816406,348.6200561523437,0.03014125992759209,-0.04266175005352946
445,445,445,445,2020-11-09,351.5685729980469,318.89453125,353.0079040527344,0.10246033890882811,-0.004077333788176318
446,446,446,446,2020-11-10,346.22125244140625,320.3638000488281,356.2763366699219,0.08071277837457624,-0.028222711400087475
447,447,447,447,2020-11-11,343.1327209472656,323.8021545410156,348.0003967285156,0.05969869605608635,-0.013987558137893208
448,448,448,448,2020-11-12,336.8258056640625,331.258544921875,346.1812438964844,0.016806391344562854,-0.02702468258280144
449,449,449,449,2020-11-13,341.1836853027344,331.8382263183594,333.4075012207031,0.028162695684761596,0.02332336271247759
450,450,450,450,2020-11-16,340.5340270996094,333.747314453125,323.9820861816406,0.020334883166341022,0.05108906209304709
451,451,451,451,2020-11-17,332.2880554199219,351.5685729980469,318.89453125,-0.054841413763772606,0.04199985530457995
452,452,452,452,2020-11-18,329.4294128417969,346.22125244140625,320.3638000488281,-0.04850031441224478,0.0282978688340787
453,453,453,453,2020-11-19,332.068115234375,343.1327209472656,323.8021545410156,-0.03224584843539624,0.02552781251587488
454,454,454,454,2020-11-20,331.20855712890625,336.8258056640625,331.258544921875,-0.016677013580006617,-0.00015090265212791554
455,455,455,455,2020-11-23,329.7292785644531,341.1836853027344,331.8382263183594,-0.033572551184906985,-0.006355349042526992
456,456,456,456,2020-11-24,325.30145263671875,340.5340270996094,333.747314453125,-0.04473143137157032,-0.025306156636033306
457,457,457,457,2020-11-25,328.8497619628906,332.2880554199219,351.5685729980469,-0.010347327870952716,-0.06462127954560504
458,458,458,458,2020-11-27,340.5439758300781,329.4294128417969,346.22125244140625,0.033738830095352945,-0.016397828184417818
459,459,459,459,2020-11-30,335.05670166015625,332.068115234375,343.1327209472656,0.008999919861838901,-0.023536138625352865
460,460,460,460,2020-12-01,333.87725830078125,331.20855712890625,336.8258056640625,0.008057464441766582,-0.008753923582155765
461,461,461,461,2020-12-02,334.44696044921875,329.7292785644531,341.1836853027344,0.014307743325994826,-0.019745155304064732
462,462,462,462,2020-12-03,337.8153381347656,325.30145263671875,340.5340270996094,0.03846858166975897,-0.007983604422733714
463,463,463,463,2020-12-04,345.54156494140625,328.8497619628906,332.2880554199219,0.050758142195034495,0.03988560318466927
464,464,464,464,2020-12-07,341.8933410644531,340.5439758300781,329.4294128417969,0.003962381748453758,0.03783489796839068
465,465,465,465,2020-12-08,345.571533203125,335.05670166015625,332.068115234375,0.031382245127076436,0.0406646026801436
466,466,466,466,2020-12-09,342.4130859375,333.87725830078125,331.20855712890625,0.02556576533592181,0.033829225022809384
467,467,467,467,2020-12-10,347.6305847167969,334.44696044921875,329.7292785644531,0.039419178006193434,0.05429092081322273
468,468,468,468,2020-12-11,338.9947814941406,337.8153381347656,325.30145263671875,0.0034913848669135827,0.042094275160565964
469,469,469,469,2020-12-14,342.6829528808594,345.54156494140625,328.8497619628906,-0.008272845731400302,0.042065382183642086
470,470,470,470,2020-12-15,342.2831420898437,341.8933410644531,340.5439758300781,0.001140124648748575,0.005107024006301586
471,471,471,471,2020-12-16,343.7724304199219,345.571533203125,335.05670166015625,-0.005206166047669325,0.02601269790032701
472,472,472,472,2020-12-17,351.3487548828125,342.4130859375,333.87725830078125,0.026096166625312556,0.05232910043334438
473,473,473,473,2020-12-18,349.45965576171875,347.6305847167969,334.44696044921875,0.005261536600446037,0.04488812005447862
474,474,474,474,2020-12-21,348.39019775390625,338.9947814941406,337.8153381347656,0.027715518859478427,0.031303669269516554
475,475,475,475,2020-12-22,352.5181884765625,342.6829528808594,345.54156494140625,0.02870068532157921,0.020190403248128153
476,476,476,476,2020-12-23,355.8265380859375,342.2831420898437,341.8933410644531,0.039567814860536954,0.04075305175030519
477,477,477,477,2020-12-24,358.1954040527344,343.7724304199219,345.571533203125,0.04195500382388051,0.03653041305977345
478,478,478,478,2020-12-28,359.7846069335937,351.3487548828125,342.4130859375,0.024009910191925554,0.05073264343426542
479,479,479,479,2020-12-29,357.0959167480469,349.45965576171875,347.6305847167969,0.02185162395837459,0.027228133678056876
480,480,480,480,2020-12-30,356.2763366699219,348.39019775390625,338.9947814941406,0.022635937999570865,0.05097882362557837
481,481,481,481,2020-12-31,363.1429748535156,352.5181884765625,342.6829528808594,0.030139682785926825,0.05970539765883709
482,482,482,482,2021-01-04,357.0859375,355.8265380859375,342.2831420898437,0.003539363367434767,0.043247223102418575
483,483,483,483,2021-01-05,361.2939147949219,358.1954040527344,343.7724304199219,0.00865033640055124,0.05096826512119468
484,484,484,484,2021-01-06,366.1315307617188,359.7846069335937,351.3487548828125,0.017640898765011848,0.04207436535199016
485,485,485,485,2021-01-07,364.8821105957031,357.0959167480469,349.45965576171875,0.021804208568281913,0.044132289893000554
486,486,486,486,2021-01-08,363.0530395507813,356.2763366699219,348.39019775390625,0.019020917707307072,0.04208741202079547
487,487,487,487,2021-01-11,359.4747619628906,363.1429748535156,352.5181884765625,-0.010101291074416818,0.019733942002798655
