,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,URI,URI_6m,URI_12m,URI_6m_ret,URI_12m_ret
244,244,244,244,2020-01-24,149.53518676757812,152.73001098632812,162.7779083251953,-0.02091811686595102,-0.08135453817947502
245,245,245,245,2020-01-27,144.23023986816406,155.45152282714844,162.51165771484375,-0.07218509510171656,-0.11249296268183884
246,246,246,246,2020-01-28,148.40122985839844,156.506591796875,160.9536895751953,-0.05178926871652956,-0.07798802096383473
247,247,247,247,2020-01-29,150.13668823242188,152.82861328125,157.24615478515625,-0.01761401213445668,-0.04521233961140714
248,248,248,248,2020-01-30,139.60560607910156,153.10472106933594,155.24444580078125,-0.08816916223060867,-0.1007368710745914
249,249,249,249,2020-01-31,133.79774475097656,152.9863739013672,152.1876678466797,-0.12542704726606468,-0.12083714374432697
250,250,250,250,2020-02-03,137.57435607910156,149.53518676757812,152.73001098632812,-0.07998673052829519,-0.09923167561733004
251,251,251,251,2020-02-04,145.47265625,144.23023986816406,155.45152282714844,0.008614118530008597,-0.06419278753701407
252,252,252,252,2020-02-05,152.2271270751953,148.40122985839844,156.506591796875,0.02578076489290204,-0.027343670784383822
253,253,253,253,2020-02-06,150.4818115234375,150.13668823242188,152.82861328125,0.0022987272137064974,-0.015355774729786331
254,254,254,254,2020-02-07,147.66168212890625,139.60560607910156,153.10472106933594,0.057705963793746706,-0.035551084920266596
255,255,255,255,2020-02-10,148.64773559570312,133.79774475097656,152.9863739013672,0.11098834941026303,-0.028359638803265308
256,256,256,256,2020-02-11,151.90171813964844,137.57435607910156,149.53518676757812,0.10414267941264455,0.01582591644967546
257,257,257,257,2020-02-12,156.65451049804688,145.47265625,144.23023986816406,0.07686567727773164,0.08614192586269986
258,258,258,258,2020-02-13,157.84764099121094,152.2271270751953,148.40122985839844,0.0369218944350127,0.06365453400774435
259,259,259,259,2020-02-14,154.67254638671875,150.4818115234375,150.13668823242188,0.027848780001086926,0.030211523963250553
260,260,260,260,2020-02-18,151.8326873779297,147.66168212890625,139.60560607910156,0.028247038696079807,0.0875830250821028
261,261,261,261,2020-02-19,151.40869140625,148.64773559570312,133.79774475097656,0.01857381681249559,0.13162364349302602
262,262,262,262,2020-02-20,153.54844665527344,151.90171813964844,137.57435607910156,0.010840749767630165,0.11611241390791749
263,263,263,263,2020-02-21,149.2985382080078,156.65451049804688,145.47265625,-0.046956658104847726,0.026299663844955745
264,264,264,264,2020-02-24,139.970458984375,157.84764099121094,152.2271270751953,-0.11325593397896494,-0.08051566318246228
265,265,265,265,2020-02-25,132.7624053955078,154.67254638671875,150.4818115234375,-0.14165500926344288,-0.11775114845138546
266,266,266,266,2020-02-26,129.88311767578125,151.8326873779297,147.66168212890625,-0.1445641915532545,-0.12040066317004705
267,267,267,267,2020-02-27,127.83212280273438,151.40869140625,148.64773559570312,-0.15571476369382586,-0.14003316437718039
268,268,268,268,2020-02-28,130.6325225830078,153.54844665527344,151.90171813964844,-0.14924230476725964,-0.14001945348035583
269,269,269,269,2020-03-02,133.90623474121094,149.2985382080078,156.65451049804688,-0.1030974827452884,-0.1452130276013952
270,270,270,270,2020-03-03,126.84607696533205,139.970458984375,157.84764099121094,-0.09376537102381033,-0.19640182033258946
271,271,271,271,2020-03-04,128.34486389160156,132.7624053955078,154.67254638671875,-0.0332740393693991,-0.17021561427773757
272,272,272,272,2020-03-05,118.1490707397461,129.88311767578125,151.8326873779297,-0.0903431265434057,-0.2218469370455194
273,273,273,273,2020-03-06,114.05694580078124,127.83212280273438,151.40869140625,-0.10775990181443251,-0.2466948578615542
274,274,274,274,2020-03-09,97.57997131347656,130.6325225830078,153.54844665527344,-0.2530193141491903,-0.3645004333221935
275,275,275,275,2020-03-10,105.92198944091795,133.90623474121094,149.2985382080078,-0.20898388603320617,-0.2905356561941429
276,276,276,276,2020-03-11,98.3293685913086,126.84607696533205,139.970458984375,-0.22481348305172477,-0.29749913442603504
277,277,277,277,2020-03-12,82.06932830810547,128.34486389160156,132.7624053955078,-0.36055619352699475,-0.3818330719180959
278,278,278,278,2020-03-13,89.74083709716797,118.1490707397461,129.88311767578125,-0.2404439871148425,-0.3090646521037309
279,279,279,279,2020-03-16,82.06932830810547,114.05694580078124,127.83212280273438,-0.2804530427155859,-0.35799135218342804
280,280,280,280,2020-03-17,80.29442596435547,97.57997131347656,130.6325225830078,-0.17714234915678673,-0.38534122761555045
281,281,281,281,2020-03-18,68.61954498291016,105.92198944091795,133.90623474121094,-0.35216903170813896,-0.4875552649544269
282,282,282,282,2020-03-19,76.62631225585938,98.3293685913086,126.84607696533205,-0.2207179466966248,-0.39591105937945636
283,283,283,283,2020-03-20,69.12242889404297,82.06932830810547,128.34486389160156,-0.1577556400298188,-0.4614320604802472
284,284,284,284,2020-03-23,69.90141296386719,89.74083709716797,118.1490707397461,-0.2210746497920385,-0.4083625666608658
285,285,285,285,2020-03-24,85.4021987915039,82.06932830810547,114.05694580078124,0.040610427209616606,-0.2512319333828862
286,286,286,286,2020-03-25,91.89044189453124,80.29442596435547,97.57997131347656,0.1444186914708563,-0.05830632395522706
287,287,287,287,2020-03-26,97.79690551757812,68.61954498291016,105.92198944091795,0.4252048092410792,-0.0767081884151346
288,288,288,288,2020-03-27,88.89282989501953,76.62631225585938,98.3293685913086,0.16008231739251122,-0.09596866970142592
289,289,289,289,2020-03-30,93.83296966552734,69.12242889404297,82.06932830810547,0.35748947435517486,0.14333785349453199
290,290,290,290,2020-03-31,101.46501922607422,69.90141296386719,89.74083709716797,0.45154461009997915,0.1306448937646052
291,291,291,291,2020-04-01,94.64152526855467,85.4021987915039,82.06932830810547,0.10818604916258812,0.1531899580468179
292,292,292,292,2020-04-02,94.81902313232422,91.89044189453124,80.29442596435547,0.031870357541150085,0.1808917243448076
293,293,293,293,2020-04-03,89.79999542236328,97.79690551757812,68.61954498291016,-0.08177058418047256,0.3086649794126173
294,294,294,294,2020-04-06,101.74111938476562,88.89282989501953,76.62631225585938,0.14453684852782445,0.32775695958128015
295,295,295,295,2020-04-07,106.42488098144533,93.83296966552734,69.12242889404297,0.13419495685581007,0.5396577157984839
296,296,296,296,2020-04-08,110.08314514160156,101.46501922607422,69.90141296386719,0.08493691699131589,0.5748343341572331
297,297,297,297,2020-04-09,106.20794677734376,94.64152526855467,85.4021987915039,0.12221296598895925,0.24362075309833453
298,298,298,298,2020-04-13,102.31304168701172,94.81902313232422,91.89044189453124,0.07903496900858453,0.11342419927029179
299,299,299,299,2020-04-14,107.12498474121094,89.79999542236328,97.79690551757812,0.19292862140317157,0.09538215114542825
300,300,300,300,2020-04-15,102.34262084960938,101.74111938476562,88.89282989501953,0.005912078306991919,0.1513034400015587
301,301,301,301,2020-04-16,97.17568969726562,106.42488098144533,93.83296966552734,-0.08690816657612477,0.035624152615584714
302,302,302,302,2020-04-17,103.58504486083984,110.08314514160156,101.46501922607422,-0.059029020949602384,0.02089415298923858
303,303,303,303,2020-04-20,99.19709014892578,106.20794677734376,94.64152526855467,-0.06601065966481456,0.0481349478196198
304,304,304,304,2020-04-21,96.3079605102539,102.31304168701172,94.81902313232422,-0.058693213277033585,0.015702939439186325
305,305,305,305,2020-04-22,99.2168197631836,107.12498474121094,89.79999542236328,-0.07382185395061325,0.10486441894044018
306,306,306,306,2020-04-23,102.28345489501952,102.34262084960938,101.74111938476562,-0.0005781164689616647,0.005330543968195212
307,307,307,307,2020-04-24,104.57109832763672,97.17568969726562,106.42488098144533,0.07610348486756546,-0.017418696048453253
308,308,308,308,2020-04-27,109.48165130615234,103.58504486083984,110.08314514160156,0.056925268056158496,-0.00546399573409273
309,309,309,309,2020-04-28,114.9246826171875,99.19709014892578,106.20794677734376,0.1585489296576108,0.08207235055694717
310,310,310,310,2020-04-29,126.19527435302734,96.3079605102539,102.31304168701172,0.3103306692865886,0.2334231518507126
311,311,311,311,2020-04-30,126.70802307128906,99.2168197631836,107.12498474121094,0.27708208521219535,0.18280551803471612
312,312,312,312,2020-05-01,117.6166000366211,102.28345489501952,102.34262084960938,0.14990836159512821,0.1492435806334933
313,313,313,313,2020-05-04,115.12187957763672,104.57109832763672,97.17568969726562,0.10089576774782305,0.1846777721493864
314,314,314,314,2020-05-05,112.28205871582033,109.48165130615234,103.58504486083984,0.025578783076964928,0.08396013021632975
315,315,315,315,2020-05-06,109.26470947265624,114.9246826171875,99.19709014892578,-0.049249412881865906,0.10149107507705946
316,316,316,316,2020-05-07,111.15795135498048,126.19527435302734,96.3079605102539,-0.1191591608730167,0.15419276626822032
317,317,317,317,2020-05-08,117.91242218017578,126.70802307128906,99.2168197631836,-0.06941629012840533,0.1884317846673167
318,318,318,318,2020-05-11,114.89508819580078,117.6166000366211,102.28345489501952,-0.02313884128577892,0.12330081452298858
319,319,319,319,2020-05-12,108.6435089111328,115.12187957763672,104.57109832763672,-0.05627401750450911,0.038943940042942105
320,320,320,320,2020-05-13,107.25316619873048,112.28205871582033,109.48165130615234,-0.04478803269734921,-0.02035487299319383
321,321,321,321,2020-05-14,114.4415054321289,109.26470947265624,114.9246826171875,0.04737848097942532,-0.0042042942739120015
322,322,322,322,2020-05-15,116.91650390625,111.15795135498048,126.19527435302734,0.05180513387548591,-0.07352708327904789
323,323,323,323,2020-05-18,127.52645874023438,117.91242218017578,126.70802307128906,0.08153540044634044,0.006459225304816352
324,324,324,324,2020-05-19,123.01031494140624,114.89508819580078,117.6166000366211,0.07063162466767703,0.045858449428956005
325,325,325,325,2020-05-20,126.23473358154295,108.6435089111328,115.12187957763672,0.16191694144193436,0.09653120714044516
326,326,326,326,2020-05-21,125.93890380859376,107.25316619873048,112.28205871582033,0.1742208484105754,0.12162980665805345
327,327,327,327,2020-05-22,128.73931884765625,114.4415054321289,109.26470947265624,0.12493555866413208,0.17823329663337995
328,328,328,328,2020-05-26,135.25711059570312,116.91650390625,111.15795135498048,0.1568692706049406,0.21680103804506534
329,329,329,329,2020-05-27,138.52096557617188,127.52645874023438,117.91242218017578,0.08621353517180941,0.17477839073227797
330,330,330,330,2020-05-28,135.70083618164062,123.01031494140624,114.89508819580078,0.10316631777001217,0.181084747072767
331,331,331,331,2020-05-29,136.953125,126.23473358154295,108.6435089111328,0.08490841715551567,0.260573469805947
332,332,332,332,2020-06-01,138.0082244873047,125.93890380859376,107.25316619873048,0.09583472869554499,0.28675198484665576
333,333,333,333,2020-06-02,141.13401794433594,128.73931884765625,114.4415054321289,0.09627749476713454,0.23324153602678166
334,334,334,334,2020-06-03,147.7011260986328,135.25711059570312,116.91650390625,0.09200267141685492,0.26330433398066355
335,335,335,335,2020-06-04,149.2689666748047,138.52096557617188,127.52645874023438,0.07759115058090282,0.1704940931423402
336,336,336,336,2020-06-05,159.1097869873047,135.70083618164062,123.01031494140624,0.17250410140679096,0.2934670321191666
337,337,337,337,2020-06-08,156.07272338867188,136.953125,126.23473358154295,0.13960687927838,0.236369095577444
338,338,338,338,2020-06-09,156.0431671142578,138.0082244873047,125.93890380859376,0.13068020180646656,0.23903863218801336
339,339,339,339,2020-06-10,153.43011474609375,141.13401794433594,128.73931884765625,0.0871235509401247,0.19178908292699126
340,340,340,340,2020-06-11,140.06906127929688,147.7011260986328,135.25711059570312,-0.0516723536301229,0.035576323214364214
341,341,341,341,2020-06-12,141.48899841308594,149.2689666748047,138.52096557617188,-0.05212046706713047,0.02142659650521961
342,342,342,342,2020-06-15,144.98948669433594,159.1097869873047,135.70083618164062,-0.0887456426177945,0.06844947145544555
343,343,343,343,2020-06-16,156.0825958251953,156.07272338867188,136.953125,6.325536140505683e-05,0.13967896552338854
344,344,344,344,2020-06-17,153.39065551757812,156.0431671142578,138.0082244873047,-0.016998575751397516,0.1114602487454539
345,345,345,345,2020-06-18,151.66505432128906,153.43011474609375,141.13401794433594,-0.011504002507758182,0.07461727888386638
346,346,346,346,2020-06-19,153.34136962890625,140.06906127929688,147.7011260986328,0.09475546011652414,0.03818686884287503
347,347,347,347,2020-06-22,154.91905212402344,141.48899841308594,149.2689666748047,0.09491942031936373,0.03785170873144672
348,348,348,348,2020-06-23,151.8326873779297,144.98948669433594,159.1097869873047,0.04719790958375114,-0.04573634185026998
349,349,349,349,2020-06-24,140.4437713623047,156.0825958251953,156.07272338867188,-0.10019582503872071,-0.10013890760043964
350,350,350,350,2020-06-25,142.32713317871094,153.39065551757812,156.0431671142578,-0.07212644278451064,-0.08789897173455685
351,351,351,351,2020-06-26,138.44207763671875,151.66505432128906,153.43011474609375,-0.08718538851117674,-0.09768641009086243
352,352,352,352,2020-06-29,145.6599884033203,153.34136962890625,140.06906127929688,-0.05009333909156588,0.03991550363056384
353,353,353,353,2020-06-30,146.96156311035156,154.91905212402344,141.48899841308594,-0.051365464121878035,0.03867837611860203
354,354,354,354,2020-07-01,143.7667694091797,151.8326873779297,144.98948669433594,-0.05312372525339659,-0.00843314445090737
355,355,355,355,2020-07-02,145.84735107421875,140.4437713623047,156.0825958251953,0.03847503993590706,-0.06557582347258961
356,356,356,356,2020-07-06,148.63787841796875,142.32713317871094,153.39065551757812,0.04433972004012632,-0.03098478902493984
357,357,357,357,2020-07-07,145.51210021972656,138.44207763671875,151.66505432128906,0.051068451902029466,-0.04056935942888995
358,358,358,358,2020-07-08,146.57701110839844,145.6599884033203,153.34136962890625,0.006295639009245013,-0.04411306966200901
359,359,359,359,2020-07-09,141.65663146972656,146.96156311035156,154.91905212402344,-0.03609740893026292,-0.08560871288884075
360,360,360,360,2020-07-10,145.76846313476562,143.7667694091797,151.8326873779297,0.013923201681529385,-0.03994017591264443
361,361,361,361,2020-07-13,150.07752990722656,145.84735107421875,140.4437713623047,0.02900415264213585,0.06859512850925609
362,362,362,362,2020-07-14,154.95848083496094,148.63787841796875,142.32713317871094,0.04252349726910598,0.08874869727327139
363,363,363,363,2020-07-15,158.55760192871094,145.51210021972656,138.44207763671875,0.08965234979967551,0.1452992084153537
364,364,364,364,2020-07-16,156.2305145263672,146.57701110839844,145.6599884033203,0.06585960066295571,0.07256986794326781
365,365,365,365,2020-07-17,156.861572265625,141.65663146972656,146.96156311035156,0.10733659722205013,0.06736461524867998
366,366,366,366,2020-07-20,155.04722595214844,145.76846313476562,143.7667694091797,0.06365411706923485,0.07846358786057883
367,367,367,367,2020-07-21,158.06455993652344,150.07752990722656,145.84735107421875,0.05321935958190549,0.08376709465287169
368,368,368,368,2020-07-22,160.4804229736328,154.95848083496094,148.63787841796875,0.03563497853694786,0.07967379971855437
369,369,369,369,2020-07-23,161.2100830078125,158.55760192871094,145.51210021972656,0.016728816826418358,0.10788094436395079
370,370,370,370,2020-07-24,158.63648986816406,156.2305145263672,146.57701110839844,0.015400162696070696,0.08227401192433415
371,371,371,371,2020-07-27,161.01284790039062,156.861572265625,141.65663146972656,0.026464580042178554,0.1366417952328669
372,372,372,372,2020-07-28,156.12203979492188,155.04722595214844,145.76846313476562,0.0069321707381282405,0.0710275490150718
373,373,373,373,2020-07-29,161.14105224609375,158.06455993652344,150.07752990722656,0.01946351738052976,0.07371871289263843
374,374,374,374,2020-07-30,154.7218475341797,160.4804229736328,154.95848083496094,-0.03588335158114131,-0.0015270755076211007
375,375,375,375,2020-07-31,153.2032928466797,161.2100830078125,158.55760192871094,-0.049666807508217614,-0.03376885760695725
376,376,376,376,2020-08-03,157.40391540527344,158.63648986816406,156.2305145263672,-0.0077698041851214095,0.007510702262381708
377,377,377,377,2020-08-04,158.59703063964844,161.01284790039062,156.861572265625,-0.015003878834791595,0.011063629855020629
378,378,378,378,2020-08-05,167.19541931152344,156.12203979492188,155.04722595214844,0.07092771482583293,0.07835156859319903
379,379,379,379,2020-08-06,166.29812622070312,161.14105224609375,158.06455993652344,0.03200347709492135,0.05208989470812542
380,380,380,380,2020-08-07,171.16921997070312,154.7218475341797,160.4804229736328,0.10630284409504642,0.0666049901851673
381,381,381,381,2020-08-10,178.73226928710938,153.2032928466797,161.2100830078125,0.16663464580998366,0.10869162742412164
382,382,382,382,2020-08-11,173.17091369628906,157.40391540527344,158.63648986816406,0.1001690348707005,0.09162093689922113
383,383,383,383,2020-08-12,176.109375,158.59703063964844,161.01284790039062,0.11042037981241726,0.09375976697802857
384,384,384,384,2020-08-13,175.88255310058594,167.19541931152344,156.12203979492188,0.05195796526504348,0.12657093983412593
385,385,385,385,2020-08-14,176.82919311523438,166.29812622070312,161.14105224609375,0.06332643147496997,0.0973565745691034
386,386,386,386,2020-08-17,176.58267211914062,171.16921997070312,154.7218475341797,0.03162631780038527,0.1412911294258663
387,387,387,387,2020-08-18,174.0978240966797,178.73226928710938,153.2032928466797,-0.025929538123779294,0.13638434828493207
388,388,388,388,2020-08-19,172.9835662841797,173.17091369628906,157.40391540527344,-0.0010818642005778756,0.09897880137728965
389,389,389,389,2020-08-20,172.1158447265625,176.109375,158.59703063964844,-0.02267642068139475,0.08524002014659682
390,390,390,390,2020-08-21,172.6187286376953,175.88255310058594,167.19541931152344,-0.01855684037645322,0.032436949220881583
391,391,391,391,2020-08-24,174.50210571289062,176.82919311523438,166.29812622070312,-0.013160086077117716,0.04933296410868482
392,392,392,392,2020-08-25,174.3542022705078,176.58267211914062,171.16921997070312,-0.012619980329266145,0.018607213962591018
393,393,393,393,2020-08-26,175.1134490966797,174.0978240966797,178.73226928710938,0.0058336455683443145,-0.02024715629059992
394,394,394,394,2020-08-27,176.5235137939453,172.9835662841797,173.17091369628906,0.020464068268486013,0.019360064725050252
395,395,395,395,2020-08-28,179.9845733642578,172.1158447265625,176.109375,0.04571763076314217,0.022004497854005933
396,396,396,396,2020-08-31,174.5809783935547,172.6187286376953,175.88255310058594,0.011367536833027492,-0.007400249109909662
397,397,397,397,2020-09-01,179.9944305419922,174.50210571289062,176.82919311523438,0.03147426105068396,0.017899970988925595
398,398,398,398,2020-09-02,182.00596618652344,174.3542022705078,176.58267211914062,0.04388631771630047,0.03071249292073075
399,399,399,399,2020-09-03,171.95806884765625,175.1134490966797,174.0978240966797,-0.018019062872100422,-0.012290534130025565
400,400,400,400,2020-09-04,173.9696044921875,176.5235137939453,172.9835662841797,-0.01446781364628269,0.005700184296050015
401,401,401,401,2020-09-08,169.9662322998047,179.9845733642578,172.1158447265625,-0.05566222080698957,-0.012489334902157756
402,402,402,402,2020-09-09,173.43716430664062,174.5809783935547,172.6187286376953,-0.0065517681103584025,0.004741291257353009
403,403,403,403,2020-09-10,169.56198120117188,179.9944305419922,174.50210571289062,-0.057959845254136666,-0.02830982750343869
404,404,404,404,2020-09-11,172.19473266601562,182.00596618652344,174.3542022705078,-0.05390610937694784,-0.012385532303613833
405,405,405,405,2020-09-14,174.11752319335938,171.95806884765625,175.1134490966797,0.012558028594844561,-0.0056873181840559894
406,406,406,406,2020-09-15,174.0978240966797,173.9696044921875,176.5235137939453,0.0007370230269043709,-0.013741453731184627
407,407,407,407,2020-09-16,179.01821899414062,169.9662322998047,179.9845733642578,0.05325755929194842,-0.005369095539990876
408,408,408,408,2020-09-17,178.2589569091797,173.43716430664062,174.5809783935547,0.027801380527728403,0.021067464219004517
409,409,409,409,2020-09-18,173.7428436279297,169.56198120117188,179.9944305419922,0.024656838739089526,-0.03473211307282098
410,410,410,410,2020-09-21,165.14443969726562,172.19473266601562,182.00596618652344,-0.040943720284548735,-0.09264271299753868
411,411,411,411,2020-09-22,165.6276092529297,174.11752319335938,171.95806884765625,-0.04875967556121019,-0.03681397236633854
412,412,412,412,2020-09-23,159.72113037109375,174.0978240966797,173.9696044921875,-0.08257825047602141,-0.08190208952123934
413,413,413,413,2020-09-24,164.30630493164062,179.01821899414062,169.9662322998047,-0.08218109947223595,-0.03330030495810765
414,414,414,414,2020-09-25,165.79522705078125,178.2589569091797,173.43716430664062,-0.06991923477230111,-0.04406170549668509
415,415,415,415,2020-09-28,173.2793731689453,173.7428436279297,169.56198120117188,-0.002667565750085754,0.021923499250477985
416,416,416,416,2020-09-29,171.7805938720703,165.14443969726562,172.19473266601562,0.04018393950755916,-0.002405060756118238
417,417,417,417,2020-09-30,172.06654357910156,165.6276092529297,174.11752319335938,0.038875972159563066,-0.011779283191274081
418,418,418,418,2020-10-01,172.90467834472656,159.72113037109375,174.0978240966797,0.08254103851508154,-0.006853306513989188
419,419,419,419,2020-10-02,182.43983459472656,164.30630493164062,179.01821899414062,0.11036417422100975,0.01911322556894568
420,420,420,420,2020-10-05,194.9430084228516,165.79522705078125,178.2589569091797,0.1758059136596417,0.09359446393581328
421,421,421,421,2020-10-06,191.1664123535156,173.2793731689453,173.7428436279297,0.10322659216414998,0.10028366269230915
422,422,422,422,2020-10-07,196.1854553222656,171.7805938720703,165.14443969726562,0.1420699562161849,0.1879628262501769
423,423,423,423,2020-10-08,196.70806884765625,172.06654357910156,165.6276092529297,0.1432092768064852,0.1876526488241681
424,424,424,424,2020-10-09,194.193603515625,172.90467834472656,159.72113037109375,0.12312521196479076,0.2158291333428357
425,425,425,425,2020-10-12,196.323486328125,182.43983459472656,164.30630493164062,0.07609989213287593,0.19486276810743863
426,426,426,426,2020-10-13,191.56085205078125,194.9430084228516,165.79522705078125,-0.01734946228353107,0.15540631330785093
427,427,427,427,2020-10-14,185.5064697265625,191.1664123535156,173.2793731689453,-0.0296074114551379,0.07056290852169633
428,428,428,428,2020-10-15,185.8022918701172,196.1854553222656,171.7805938720703,-0.05292524583482716,0.08162562302287313
429,429,429,429,2020-10-16,190.24940490722656,196.70806884765625,172.06654357910156,-0.03283375195672178,0.10567342697719773
430,430,430,430,2020-10-19,184.8260803222656,194.193603515625,172.90467834472656,-0.04823806255083829,0.06894782773760988
431,431,431,431,2020-10-20,186.67987060546875,196.323486328125,182.43983459472656,-0.049121049666662975,0.023240735885126318
432,432,432,432,2020-10-21,184.26402282714844,191.56085205078125,194.9430084228516,-0.038091442721806645,-0.0547800389565104
433,433,433,433,2020-10-22,182.8145294189453,185.5064697265625,191.1664123535156,-0.014511301474202654,-0.04368907085584428
434,434,434,434,2020-10-23,185.61492919921875,185.8022918701172,196.1854553222656,-0.0010083980612543009,-0.05388027418079022
435,435,435,435,2020-10-26,179.58026123046875,190.24940490722656,196.70806884765625,-0.056079774241399205,-0.08707221680088995
436,436,436,436,2020-10-27,172.37220764160156,184.8260803222656,194.193603515625,-0.0673815765553718,-0.11236928240155797
437,437,437,437,2020-10-28,168.34912109375,186.67987060546875,196.323486328125,-0.09819349805774802,-0.142491180029373
438,438,438,438,2020-10-29,170.8043975830078,184.26402282714844,191.56085205078125,-0.07304532397388619,-0.10835436492144579
439,439,439,439,2020-10-30,175.80368041992188,182.8145294189453,185.5064697265625,-0.038349517520880894,-0.0523043175849478
440,440,440,440,2020-11-02,189.983139038086,185.61492919921875,185.8022918701172,0.023533720362433064,0.022501590943191152
441,441,441,441,2020-11-03,198.6407165527344,179.58026123046875,190.24940490722656,0.10613892190413932,0.044106900884130384
442,442,442,442,2020-11-04,176.69114685058594,172.37220764160156,184.8260803222656,0.025055890784692947,-0.04401399119375071
443,443,443,443,2020-11-05,185.8417205810547,168.34912109375,186.67987060546875,0.1039066873272445,-0.004489771830758382
444,444,444,444,2020-11-06,188.7900390625,170.8043975830078,184.26402282714844,0.10529963943552145,0.024562669184734265
445,445,445,445,2020-11-09,202.9497833251953,175.80368041992188,182.8145294189453,0.1544114596488122,0.11014033715070437
446,446,446,446,2020-11-10,206.3516540527344,189.983139038086,185.61492919921875,0.08615772482508044,0.11171905699061058
447,447,447,447,2020-11-11,204.35983276367188,198.6407165527344,179.58026123046875,0.028791258459940128,0.13798605349728077
448,448,448,448,2020-11-12,199.1041412353516,176.69114685058594,172.37220764160156,0.12684842893525716,0.15508262010156182
449,449,449,449,2020-11-13,204.37954711914065,185.8417205810547,168.34912109375,0.09975061832254561,0.21402206195853002
450,450,450,450,2020-11-16,214.7922821044922,188.7900390625,170.8043975830078,0.1377310115041821,0.2575336767901837
451,451,451,451,2020-11-17,211.62705993652344,202.9497833251953,175.80368041992188,0.04275578159856486,0.20376922389243735
452,452,452,452,2020-11-18,213.2343139648437,206.3516540527344,189.983139038086,0.03335403316103491,0.12238546559701025
453,453,453,453,2020-11-19,213.973861694336,204.35983276367188,198.6407165527344,0.047044611461304564,0.07719034348897447
454,454,454,454,2020-11-20,216.7348175048828,199.1041412353516,176.69114685058594,0.08855002291836223,0.22663088314299484
455,455,455,455,2020-11-23,223.15402221679688,204.37954711914065,185.8417205810547,0.09186083129302491,0.2007746243366728
456,456,456,456,2020-11-24,234.5922698974609,214.7922821044922,188.7900390625,0.0921820262766071,0.24260936150237145
457,457,457,457,2020-11-25,227.2461700439453,211.62705993652344,202.9497833251953,0.07380488162575594,0.11971624862401975
458,458,458,458,2020-11-27,229.66200256347656,213.2343139648437,206.3516540527344,0.07704054893032519,0.11296419511512634
459,459,459,459,2020-11-30,223.81466674804688,213.973861694336,204.35983276367188,0.045990687721328305,0.09519891321732077
460,460,460,460,2020-12-01,230.3818206787109,216.7348175048828,199.1041412353516,0.06296636290807611,0.1570920587050344
461,461,461,461,2020-12-02,228.17303466796875,223.15402221679688,204.37954711914065,0.022491247978922102,0.11641814400810846
462,462,462,462,2020-12-03,233.64566040039065,234.5922698974609,214.7922821044922,-0.004035126551629409,0.08777493358316613
463,463,463,463,2020-12-04,242.1947326660156,227.2461700439453,211.62705993652344,0.06578136220812647,0.1444412294848343
464,464,464,464,2020-12-07,243.04275512695312,229.66200256347656,213.2343139648437,0.05826280540150841,0.13979195284218648
465,465,465,465,2020-12-08,239.6112823486328,223.81466674804688,213.973861694336,0.07057900105522807,0.11981566557377077
466,466,466,466,2020-12-09,243.3089904785156,230.3818206787109,216.7348175048828,0.056111935228747134,0.1226114626139112
467,467,467,467,2020-12-10,238.60549926757807,228.17303466796875,223.15402221679688,0.04572172436936017,0.06924131098909747
468,468,468,468,2020-12-11,237.4025115966797,233.64566040039065,234.5922698974609,0.016079268024285387,0.011979259591320401
469,469,469,469,2020-12-14,235.55860900878903,242.1947326660156,227.2461700439453,-0.027399950379506044,0.036579005768221595
470,470,470,470,2020-12-15,235.64735412597656,243.04275512695312,229.66200256347656,-0.030428395189618263,0.02606156654427716
471,471,471,471,2020-12-16,229.24786376953125,239.6112823486328,223.81466674804688,-0.043250962465209986,0.024275428864546367
472,472,472,472,2020-12-17,225.9643096923828,243.3089904785156,230.3818206787109,-0.0712866415335538,-0.01917473771721223
473,473,473,473,2020-12-18,224.3668670654297,238.60549926757807,228.17303466796875,-0.0596743672960397,-0.0166810579001051
474,474,474,474,2020-12-21,226.34884643554688,237.4025115966797,233.64566040039065,-0.0465608602318065,-0.03123025675862956
475,475,475,475,2020-12-22,224.21896362304688,235.55860900878903,242.1947326660156,-0.048139379976212426,-0.07422031373307014
476,476,476,476,2020-12-23,227.70957946777344,235.64735412597656,243.04275512695312,-0.03368497256268621,-0.06308838809521566
477,477,477,477,2020-12-24,229.3760223388672,229.24786376953125,239.6112823486328,0.0005590393176564401,-0.042716102136098
478,478,478,478,2020-12-28,223.8245391845703,225.9643096923828,243.3089904785156,-0.009469506537229222,-0.08008109875276381
479,479,479,479,2020-12-29,223.2723693847656,224.3668670654297,238.60549926757807,-0.00487816091109794,-0.06426142704119964
480,480,480,480,2020-12-30,226.8517303466797,226.34884643554688,237.4025115966797,0.002221720671662597,-0.04444258478581131
481,481,481,481,2020-12-31,228.67593383789065,224.21896362304688,235.55860900878903,0.019877757629531922,-0.02921852527428359
482,482,482,482,2021-01-04,226.4474334716797,227.70957946777344,235.64735412597656,-0.005542788314149005,-0.03904105220455234
483,483,483,483,2021-01-05,232.284912109375,229.3760223388672,229.24786376953125,0.012681751740425629,0.013247880655921751
484,484,484,484,2021-01-06,252.97232055664065,223.8245391845703,225.9643096923828,0.13022603097167318,0.11952334818284038
