,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,WELL,WELL_6m,WELL_12m,WELL_6m_ret,WELL_12m_ret
0,0,0,0,2019-02-05,64.50982666015625,,,,
1,1,1,1,2019-02-06,63.91855239868164,,,,
2,2,2,2,2019-02-07,64.16837310791016,,,,
3,3,3,3,2019-02-08,64.30162811279297,,,,
4,4,4,4,2019-02-11,64.48485565185547,,,,
5,5,5,5,2019-02-12,63.83525466918945,,,,
6,6,6,6,2019-02-13,64.59308624267578,64.50982666015625,,0.0012906496084410524,
7,7,7,7,2019-02-14,64.5181655883789,63.91855239868164,,0.009380894391307182,
8,8,8,8,2019-02-15,64.63475799560547,64.16837310791016,,0.007268142623952922,
9,9,9,9,2019-02-19,63.926849365234375,64.30162811279297,,-0.005828448805389241,
10,10,10,10,2019-02-20,63.08572006225586,64.48485565185547,,-0.02169711904378513,
11,11,11,11,2019-02-21,62.71502685546875,63.83525466918945,,-0.017548732585559668,
12,12,12,12,2019-02-22,63.5575065612793,64.59308624267578,64.50982666015625,-0.01603236107198558,-0.014762403624084541
13,13,13,13,2019-02-25,62.68132400512695,64.5181655883789,63.91855239868164,-0.028470145834133986,-0.019356326874201968
14,14,14,14,2019-02-26,62.807708740234375,64.63475799560547,64.16837310791016,-0.028267287014446807,-0.021204595064107212
15,15,15,15,2019-02-27,62.79927062988281,63.926849365234375,64.30162811279297,-0.017638578258555304,-0.023364221513564765
16,16,16,16,2019-02-28,62.605506896972656,63.08572006225586,64.48485565185547,-0.00761207393383645,-0.029144032903309136
17,17,17,17,2019-03-01,62.35274124145508,62.71502685546875,63.83525466918945,-0.0057766955094922245,-0.0232240544103276
18,18,18,18,2019-03-04,62.81610870361328,63.5575065612793,64.59308624267578,-0.011664992819553022,-0.02751033651475343
19,19,19,19,2019-03-05,63.0688705444336,62.68132400512695,64.5181655883789,0.00618280716717079,-0.022463364088676996
20,20,20,20,2019-03-06,62.61393737792969,62.807708740234375,64.63475799560547,-0.003085152542438796,-0.031265230664485166
21,21,21,21,2019-03-07,63.27105331420898,62.79927062988281,63.926849365234375,0.007512550378278915,-0.01025853858804504
22,22,22,22,2019-03-08,63.161529541015625,62.605506896972656,63.08572006225586,0.008881369572775633,0.00120168999711745
23,23,23,23,2019-03-11,64.4252700805664,62.35274124145508,62.71502685546875,0.03323877664152186,0.02727007084026334
24,24,24,24,2019-03-12,64.75383758544922,62.81610870361328,63.5575065612793,0.03084764277549845,0.01882281242446915
25,25,25,25,2019-03-13,65.19194793701172,63.0688705444336,62.68132400512695,0.03366284149773002,0.04005377952258016
26,26,26,26,2019-03-14,65.6131820678711,62.61393737792969,62.807708740234375,0.04790059235275934,0.0446676591760391
27,27,27,27,2019-03-15,65.11610412597656,63.27105331420898,62.79927062988281,0.029161057310124416,0.0368926816005295
28,28,28,28,2019-03-18,63.83553314208984,63.161529541015625,62.605506896972656,0.010671109549944102,0.019647253190384406
29,29,29,29,2019-03-19,63.41427993774414,64.4252700805664,62.35274124145508,-0.015692447102790275,0.017024731794522907
30,30,30,30,2019-03-20,63.60807037353516,64.75383758544922,62.81610870361328,-0.0176941978211268,0.012607620660786356
31,31,31,31,2019-03-21,65.43627166748047,65.19194793701172,63.0688705444336,0.003747759319982613,0.03753676104567272
32,32,32,32,2019-03-22,65.5626449584961,65.6131820678711,62.61393737792969,-0.0007702279905084097,0.04709346998525876
33,33,33,33,2019-03-25,66.05128479003906,65.11610412597656,63.27105331420898,0.014361741640029013,0.04394160252119139
34,34,34,34,2019-03-26,66.32087707519531,63.83553314208984,63.161529541015625,0.038933550183929855,0.0500201239130551
35,35,35,35,2019-03-27,65.77325439453125,63.41427993774414,64.4252700805664,0.037199420368771774,0.020923223329589957
36,36,36,36,2019-03-28,66.20294189453125,63.60807037353516,64.75383758544922,0.04079469013535286,0.022378662996919596
37,37,37,37,2019-03-29,65.37728118896484,65.43627166748047,65.19194793701172,-0.0009014951037459307,0.0028428856295594773
38,38,38,38,2019-04-01,64.9223403930664,65.5626449584961,65.6131820678711,-0.009766301616340067,-0.010529007327979789
39,39,39,39,2019-04-02,65.41097259521484,66.05128479003906,65.11610412597656,-0.009694167143903587,0.0045283493721892665
40,40,40,40,2019-04-03,65.09085083007812,66.32087707519531,63.83553314208984,-0.018546591953579994,0.01966487356178437
41,41,41,41,2019-04-04,64.50109100341797,65.77325439453125,63.41427993774414,-0.01934165190431958,0.017138270224636987
42,42,42,42,2019-04-05,64.65274810791016,66.20294189453125,63.60807037353516,-0.023415783985713645,0.0164236664976658
43,43,43,43,2019-04-08,63.818695068359375,65.37728118896484,65.43627166748047,-0.023839873611454898,-0.024719877185866213
