,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MCD,MCD_6m,MCD_12m,MCD_6m_ret,MCD_12m_ret
120,120,120,120,2019-07-29,193.84634399414065,192.84548950195312,191.781478881836,0.005189929485892364,0.010766759774424761
121,121,121,121,2019-07-30,191.4658660888672,193.8643798828125,192.052001953125,-0.012372122178376244,-0.003051964354950476
122,122,122,122,2019-07-31,190.005111694336,193.24220275878903,193.1520233154297,-0.01675147052889725,-0.016292408265144553
123,123,123,123,2019-08-01,190.48301696777344,191.8626403808593,192.710189819336,-0.0071906829299712705,-0.011557109946549793
124,124,124,124,2019-08-02,193.3954925537109,193.35940551757807,192.7012176513672,0.0001866319149887996,0.003602856851687264
125,125,125,125,2019-08-05,189.7616424560547,194.3873443603516,194.68492126464844,-0.02379631204653876,-0.02528844440860012
126,126,126,126,2019-08-06,193.03485107421875,193.84634399414065,192.84548950195312,-0.004186268893193179,0.000981934152334496
127,127,127,127,2019-08-07,195.5144805908203,191.4658660888672,193.8643798828125,0.021145359142365372,0.00851162399717409
128,128,128,128,2019-08-08,196.5784606933593,190.005111694336,193.24220275878903,0.03459564292984885,0.01726464450798404
129,129,129,129,2019-08-09,199.40982055664065,190.48301696777344,191.8626403808593,0.04686403927746219,0.03933637190022887
130,130,130,130,2019-08-12,195.81202697753903,193.3954925537109,193.35940551757807,0.012495298581775227,0.01268426251826682
131,131,131,131,2019-08-13,198.1293792724609,189.7616424560547,194.3873443603516,0.04409603915788218,0.019250404003526178
132,132,132,132,2019-08-14,195.19888305664065,193.03485107421875,193.84634399414065,0.011210576589560262,0.006977377208315483
133,133,133,133,2019-08-15,196.8128967285156,195.5144805908203,191.4658660888672,0.006641022873454805,0.02792680882955212
134,134,134,134,2019-08-16,196.99327087402344,196.5784606933593,190.005111694336,0.0021101507215035564,0.036778795672241626
135,135,135,135,2019-08-19,197.27276611328125,199.40982055664065,190.48301696777344,-0.010716896677374965,0.03564490553326616
136,136,136,136,2019-08-20,196.99327087402344,195.81202697753903,193.3954925537109,0.006032540057510971,0.01860321702851131
137,137,137,137,2019-08-21,199.01304626464844,198.1293792724609,189.7616424560547,0.004460050273373817,0.048752759982756855
138,138,138,138,2019-08-22,197.91297912597656,195.19888305664065,193.03485107421875,0.013904260243888578,0.02527071160783434
139,139,139,139,2019-08-23,193.5578155517578,196.8128967285156,195.5144805908203,-0.016538962795958678,-0.010007775552735021
140,140,140,140,2019-08-26,195.58660888671875,196.99327087402344,196.5784606933593,-0.007140660089878126,-0.005045577237415277
141,141,141,141,2019-08-27,194.8111724853516,197.27276611328125,199.40982055664065,-0.01247812192442277,-0.023061291858405997
142,142,142,142,2019-08-28,196.63259887695312,196.99327087402344,195.81202697753903,-0.0018308848595186555,0.004190610311736398
143,143,143,143,2019-08-29,198.8597717285156,199.01304626464844,198.1293792724609,-0.0007701733077790651,0.00368644195392287
144,144,144,144,2019-08-30,197.5816650390625,197.91297912597656,195.19888305664065,-0.0016740392084299005,0.012206944758646143
145,145,145,145,2019-09-03,196.8202514648437,193.5578155517578,196.8128967285156,0.016855097810367203,3.736917880048374e-05
146,146,146,146,2019-09-04,198.06207275390625,195.58660888671875,196.99327087402344,0.012656612235765419,0.005425575580022324
147,147,147,147,2019-09-05,198.9594573974609,194.8111724853516,197.27276611328125,0.021293875803869655,0.008550046300922709
148,148,148,148,2019-09-06,199.448974609375,196.63259887695312,196.99327087402344,0.014323035694525199,0.012465927005811173
149,149,149,149,2019-09-09,196.9380340576172,198.8597717285156,199.01304626464844,-0.009663782947121002,-0.01042651346722212
150,150,150,150,2019-09-10,190.06704711914065,197.5816650390625,197.91297912597656,-0.03803297192801869,-0.039643342450227936
151,151,151,151,2019-09-11,190.5384216308593,196.8202514648437,193.5578155517578,-0.03191658270544617,-0.015599442018352061
152,152,152,152,2019-09-12,192.3060607910156,198.06207275390625,195.58660888671875,-0.029061656696093174,-0.016772866580059165
153,153,153,153,2019-09-13,190.18492126464844,198.9594573974609,194.8111724853516,-0.04410213139696895,-0.023747360901752224
154,154,154,154,2019-09-16,188.00035095214844,199.448974609375,196.63259887695312,-0.057401266061402056,-0.04390039074958518
155,155,155,155,2019-09-17,190.2211761474609,196.9380340576172,198.8597717285156,-0.03410645354665809,-0.04344063912960805
156,156,156,156,2019-09-18,190.7469024658203,190.06704711914065,197.5816650390625,0.003576923811803745,-0.03459208915913803
157,157,157,157,2019-09-19,190.82850646972656,190.5384216308593,196.8202514648437,0.0015224479996442941,-0.03044272604329734
158,158,158,158,2019-09-20,189.80419921875,192.3060607910156,198.06207275390625,-0.013009790549370348,-0.0416933611788296
159,159,159,159,2019-09-23,191.7530517578125,190.18492126464844,198.9594573974609,0.008245293489813399,-0.03622047292404995
160,160,160,160,2019-09-24,192.18820190429688,188.00035095214844,199.448974609375,0.02227576135330911,-0.03640416161225446
161,161,161,161,2019-09-25,192.7411499023437,190.2211761474609,196.9380340576172,0.013247598432097218,-0.02131068371508993
162,162,162,162,2019-09-26,192.7139587402344,190.7469024658203,190.06704711914065,0.010312389082001383,0.013926199523868865
163,163,163,163,2019-09-27,193.2215881347656,190.82850646972656,190.5384216308593,0.012540483124405144,0.014082023357496753
164,164,164,164,2019-09-30,194.6265869140625,189.80419921875,192.3060607910156,0.025407170732585804,0.012066838213532272
165,165,165,165,2019-10-01,189.4687957763672,191.7530517578125,190.18492126464844,-0.011912488278571831,-0.003765416750809325
166,166,166,166,2019-10-02,186.9760284423828,192.18820190429688,188.00035095214844,-0.027120153111737544,-0.005448513817010614
167,167,167,167,2019-10-03,190.3843231201172,192.7411499023437,190.2211761474609,-0.012227937746665085,0.0008576698765114799
168,168,168,168,2019-10-04,191.8890686035156,192.7139587402344,190.7469024658203,-0.004280386029694383,0.005987862046147541
169,169,169,169,2019-10-07,192.09751892089844,193.2215881347656,190.82850646972656,-0.005817513584885581,0.006650015108582208
170,170,170,170,2019-10-08,191.36334228515625,194.6265869140625,189.80419921875,-0.016766695037133572,0.008214481412022634
171,171,171,171,2019-10-09,192.92242431640625,189.4687957763672,191.7530517578125,0.01822795424379775,0.006098325673954186
172,172,172,172,2019-10-10,191.95252990722656,186.9760284423828,192.18820190429688,0.026615719171600993,-0.0012262563192493303
173,173,173,173,2019-10-11,189.4687957763672,190.3843231201172,192.7411499023437,-0.004808837874599403,-0.016977973451100192
174,174,174,174,2019-10-14,188.88868713378903,191.8890686035156,192.7139587402344,-0.015636020809116524,-0.019849478633779616
175,175,175,175,2019-10-15,187.8371734619141,192.09751892089844,193.2215881347656,-0.02217803479668401,-0.027866527362853777
176,176,176,176,2019-10-16,188.816162109375,191.36334228515625,194.6265869140625,-0.013310700708736634,-0.02985421928635623
177,177,177,177,2019-10-17,187.50181579589844,192.92242431640625,189.4687957763672,-0.028097348142472223,-0.010381551074987616
178,178,178,178,2019-10-18,188.99742126464844,191.95252990722656,186.9760284423828,-0.015394997106869979,0.010810973145086944
179,179,179,179,2019-10-21,190.2211761474609,189.4687957763672,190.3843231201172,0.00397099885503982,-0.0008569349092537593
180,180,180,180,2019-10-22,180.6307983398437,188.88868713378903,191.8890686035156,-0.04371828148763779,-0.058670722337674897
181,181,181,181,2019-10-23,180.576416015625,187.8371734619141,192.09751892089844,-0.03865452887982945,-0.05997528218996717
182,182,182,182,2019-10-24,177.68478393554688,188.816162109375,191.36334228515625,-0.058953524155310855,-0.07147951214829085
183,183,183,183,2019-10-25,176.40667724609375,187.50181579589844,192.92242431640625,-0.05917349921497339,-0.08560822894919418
184,184,184,184,2019-10-28,173.84141540527344,188.99742126464844,191.95252990722656,-0.08019160133487968,-0.09435204897120386
185,185,185,185,2019-10-29,174.6028289794922,190.2211761474609,189.4687957763672,-0.08210624854859094,-0.07846129351252917
186,186,186,186,2019-10-30,178.47344970703125,180.6307983398437,188.88868713378903,-0.011943415257200773,-0.055139551154700484
187,187,187,187,2019-10-31,178.30120849609375,180.576416015625,187.8371734619141,-0.012599693635155451,-0.050767187293487726
188,188,188,188,2019-11-01,175.7993621826172,177.68478393554688,188.816162109375,-0.010611047897120973,-0.06893901338391573
189,189,189,189,2019-11-04,171.01324462890625,176.40667724609375,187.50181579589844,-0.030573857528439663,-0.08793819460895524
190,190,190,190,2019-11-05,174.2039794921875,173.84141540527344,188.99742126464844,0.0020856024789537297,-0.07827324665846125
191,191,191,191,2019-11-06,176.0169219970703,174.6028289794922,190.2211761474609,0.0080989124050459,-0.074672307458447
192,192,192,192,2019-11-07,175.019775390625,178.47344970703125,180.6307983398437,-0.019351193816646406,-0.031063489730372318
193,193,193,193,2019-11-08,175.50021362304688,178.30120849609375,180.576416015625,-0.015709343176483537,-0.02811110390040572
194,194,194,194,2019-11-11,174.62095642089844,175.7993621826172,177.68478393554688,-0.006703128766159305,-0.01724304944288202
195,195,195,195,2019-11-12,175.2010498046875,171.01324462890625,176.40667724609375,0.024488192039562096,-0.006834363983424296
196,196,196,196,2019-11-13,176.7601776123047,174.2039794921875,173.84141540527344,0.014673592001563929,0.016789797760371483
197,197,197,197,2019-11-14,175.8537139892578,176.0169219970703,174.6028289794922,-0.0009272290752545542,0.007164173782731487
198,198,198,198,2019-11-15,175.82652282714844,175.019775390625,178.47344970703125,0.004609464471788227,-0.014830927985242659
199,199,199,199,2019-11-18,176.10755920410156,175.50021362304688,178.30120849609375,0.003460654369112026,-0.012303053414471132
200,200,200,200,2019-11-19,175.3461456298828,174.62095642089844,175.7993621826172,0.004152933438506645,-0.002578032975248168
201,201,201,201,2019-11-20,175.9716033935547,175.2010498046875,171.01324462890625,0.004398110569121538,0.02899400438491151
202,202,202,202,2019-11-21,174.3580780029297,176.7601776123047,174.2039794921875,-0.01358959716958208,0.000884586627649897
203,203,203,203,2019-11-22,175.07420349121094,175.8537139892578,176.0169219970703,-0.004432721267942585,-0.005355840195155004
204,204,204,204,2019-11-25,173.94113159179688,175.82652282714844,175.019775390625,-0.010723019513984577,-0.006162982419676388
205,205,205,205,2019-11-26,175.86279296875,176.10755920410156,175.50021362304688,-0.0013898678538147857,0.0020659766630364285
206,206,206,206,2019-11-27,177.9385986328125,175.3461456298828,174.62095642089844,0.014784773247321858,0.018999106865028148
207,207,207,207,2019-11-29,177.41859436035156,175.9716033935547,175.2010498046875,0.008222866297130427,0.012657141941421868
208,208,208,208,2019-12-02,178.05718994140625,174.3580780029297,176.7601776123047,0.021215604007830402,0.007337695326072646
209,209,209,209,2019-12-03,176.17794799804688,175.07420349121094,175.8537139892578,0.006304438260039458,0.001843771174539155
210,210,210,210,2019-12-04,177.26351928710938,173.94113159179688,175.82652282714844,0.01910064436690817,0.008172808270647591
211,211,211,211,2019-12-05,177.17230224609375,175.86279296875,176.10755920410156,0.007446198568997087,0.006045981483158158
212,212,212,212,2019-12-06,178.2122802734375,177.9385986328125,175.3461456298828,0.0015380678657010982,0.01634558109765627
213,213,213,213,2019-12-09,177.60105895996094,177.41859436035156,175.9716033935547,0.0010284412424030887,0.009259764274364368
214,214,214,214,2019-12-10,177.84739685058594,178.05718994140625,174.3580780029297,-0.0011782343127472172,0.02001237274247547
215,215,215,215,2019-12-11,177.6375732421875,176.17794799804688,175.07420349121094,0.008284948602970577,0.014641618809964951
216,216,216,216,2019-12-12,179.08807373046875,177.26351928710938,173.94113159179688,0.010292893036858874,0.029590138293170698
217,217,217,217,2019-12-13,179.82699584960938,177.17230224609375,175.86279296875,0.014983682945137966,0.022541452992639543
218,218,218,218,2019-12-16,180.5203399658203,178.2122802734375,177.9385986328125,0.012951182089368185,0.014509169752063844
219,219,219,219,2019-12-17,179.27964782714844,177.60105895996094,177.41859436035156,0.00945145753644372,0.010489619047578058
220,220,220,220,2019-12-18,178.4677276611328,177.84739685058594,178.05718994140625,0.0034879948851207487,0.0023056508971170953
221,221,221,221,2019-12-19,179.7722930908203,177.6375732421875,176.17794799804688,0.012017276579895597,0.020401787701677998
222,222,222,222,2019-12-20,179.8452606201172,179.08807373046875,177.26351928710938,0.004228014037316763,0.014564425570420036
223,223,223,223,2019-12-23,178.9877166748047,179.82699584960938,177.17230224609375,-0.004667147837505881,0.010246604044176877
224,224,224,224,2019-12-24,179.41647338867188,180.5203399658203,178.2122802734375,-0.006114915235354901,0.006757071473339149
225,225,225,225,2019-12-26,179.7722930908203,179.27964782714844,177.60105895996094,0.0027479151685241288,0.012225344508496772
226,226,226,226,2019-12-27,180.784896850586,178.4677276611328,177.84739685058594,0.012983687414079403,0.016516969334490206
227,227,227,227,2019-12-30,179.6354217529297,179.7722930908203,177.6375732421875,-0.0007613594705691007,0.01124676764199184
228,228,228,228,2019-12-31,180.2740020751953,179.8452606201172,179.08807373046875,0.002383946363667233,0.006622039759673903
229,229,229,229,2020-01-02,183.175048828125,178.9877166748047,179.82699584960938,0.023394522434900367,0.018618188902602917
230,230,230,230,2020-01-03,182.52734375,179.41647338867188,180.5203399658203,0.017338822364371342,0.011117881699977294
231,231,231,231,2020-01-06,184.57994079589844,179.7722930908203,179.27964782714844,0.026742984819408955,0.02956438744156986
232,232,232,232,2020-01-07,184.8536529541016,180.784896850586,178.4677276611328,0.02250606203502903,0.035781961123492856
233,233,233,233,2020-01-08,187.8459014892578,179.6354217529297,179.7722930908203,0.04570635154363267,0.04491019310945066
234,234,234,234,2020-01-09,190.07183837890625,180.2740020751953,179.8452606201172,0.05434969097554121,0.056863204087375996
235,235,235,235,2020-01-10,189.0865631103516,183.175048828125,178.9877166748047,0.03227248645514713,0.056422008298452564
236,236,236,236,2020-01-13,188.3932342529297,182.52734375,179.41647338867188,0.03213705071479023,0.05003309169282
237,237,237,237,2020-01-14,189.13218688964844,184.57994079589844,179.7722930908203,0.024662734607677095,0.05206527456430421
238,238,238,238,2020-01-15,191.3672637939453,184.8536529541016,180.784896850586,0.035236581672859923,0.05853568040092072
239,239,239,239,2020-01-16,192.3525390625,187.8459014892578,179.6354217529297,0.023991141342521782,0.07079404042628856
240,240,240,240,2020-01-17,193.3833923339844,190.07183837890625,180.2740020751953,0.017422643897812007,0.07271925018517611
241,241,241,241,2020-01-21,192.6352996826172,189.0865631103516,183.175048828125,0.018767788222976645,0.051645957869342896
242,242,242,242,2020-01-22,192.8907470703125,188.3932342529297,182.52734375,0.02387300603027298,0.05677726475057243
243,243,243,243,2020-01-23,194.697006225586,189.13218688964844,184.57994079589844,0.029422910121503554,0.054811294152892875
244,244,244,244,2020-01-24,192.7082977294922,191.3672637939453,184.8536529541016,0.007007645450743505,0.042491152594863024
245,245,245,245,2020-01-27,190.97496032714844,192.3525390625,187.8459014892578,-0.007161739283846669,0.016657583759257966
246,246,246,246,2020-01-28,191.932861328125,193.3833923339844,190.07183837890625,-0.007500804429752983,0.009791155623532388
247,247,247,247,2020-01-29,195.6275634765625,192.6352996826172,189.0865631103516,0.015533309828859698,0.03459262392110629
248,248,248,248,2020-01-30,197.21487426757807,192.8907470703125,188.3932342529297,0.022417494166733443,0.0468256731704324
249,249,249,249,2020-01-31,195.1988067626953,194.697006225586,189.13218688964844,0.0025773407965394846,0.03207608378465232
250,250,250,250,2020-02-03,196.3026428222656,192.7082977294922,191.3672637939453,0.018651740143638573,0.02579009037634794
251,251,251,251,2020-02-04,195.7917633056641,190.97496032714844,192.3525390625,0.02522217033198615,0.017879796440049
252,252,252,252,2020-02-05,195.563720703125,191.932861328125,193.3833923339844,0.018917340938260363,0.01127464123379851
253,253,253,253,2020-02-06,194.1952972412109,195.6275634765625,192.6352996826172,-0.0073213928032344056,0.008098191562833756
254,254,254,254,2020-02-07,193.0458374023437,197.21487426757807,192.8907470703125,-0.02113956607338796,0.0008040319942079766
255,255,255,255,2020-02-10,194.5054626464844,195.1988067626953,194.697006225586,-0.003551989521400123,-0.000983803412363038
256,256,256,256,2020-02-11,196.804428100586,196.3026428222656,192.7082977294922,0.002556181980569283,0.021255599366269085
257,257,257,257,2020-02-12,198.3825836181641,195.7917633056641,190.97496032714844,0.013232529646588276,0.03878845309524381
258,258,258,258,2020-02-13,198.34616088867188,195.563720703125,191.932861328125,0.014227793250930931,0.033414286204918264
259,259,259,259,2020-02-14,198.04507446289065,194.1952972412109,195.6275634765625,0.019824255666180735,0.012357721700182456
260,260,260,260,2020-02-18,197.1875457763672,193.0458374023437,197.21487426757807,0.02145453344011461,-0.00013857216050450205
261,261,261,261,2020-02-19,196.7131805419922,194.5054626464844,195.1988067626953,0.011350415898191635,0.0077581098184575925
262,262,262,262,2020-02-20,196.21144104003903,196.804428100586,196.3026428222656,-0.003013077837069278,-0.0004645978317731059
263,263,263,263,2020-02-21,196.93209838867188,198.3825836181641,195.7917633056641,-0.007311555294007177,0.005824223980390508
264,264,264,264,2020-02-24,194.78826904296875,198.34616088867188,195.563720703125,-0.01793779032456344,-0.0039652122457488614
265,265,265,265,2020-02-25,193.4928436279297,198.04507446289065,194.1952972412109,-0.022985832125877792,-0.0036172534724602246
266,266,266,266,2020-02-26,191.6683044433593,197.1875457763672,193.0458374023437,-0.027989806918472082,-0.007135781726872237
267,267,267,267,2020-02-27,183.3666381835937,196.7131805419922,194.5054626464844,-0.06784772795409821,-0.05726741198593288
268,268,268,268,2020-02-28,178.24427795410156,196.21144104003903,196.804428100586,-0.09157041501097318,-0.09430758406004158
269,269,269,269,2020-03-02,185.9369659423828,196.93209838867188,198.3825836181641,-0.05583209916642784,-0.06273543498019929
270,270,270,270,2020-03-03,183.1463317871093,194.78826904296875,198.34616088867188,-0.05976713748244944,-0.07663283742655336
271,271,271,271,2020-03-04,190.0403289794922,193.4928436279297,198.04507446289065,-0.017843112870243316,-0.04041880619908267
272,272,272,272,2020-03-05,182.05392456054688,191.6683044433593,197.1875457763672,-0.050161553370727474,-0.07674734809562234
273,273,273,273,2020-03-06,182.5496368408203,183.3666381835937,196.7131805419922,-0.0044555615507078095,-0.07200098977683089
274,274,274,274,2020-03-09,171.53384399414062,178.24427795410156,196.21144104003903,-0.037647401852018425,-0.1257704286513175
275,275,275,275,2020-03-10,183.4675750732422,185.9369659423828,196.93209838867188,-0.013280795761214215,-0.06837140022169286
276,276,276,276,2020-03-11,172.80984497070312,183.1463317871093,194.78826904296875,-0.05643840482932183,-0.11283238041104704
277,277,277,277,2020-03-12,156.17605590820312,190.0403289794922,193.4928436279297,-0.1781951928474269,-0.19285874877875886
278,278,278,278,2020-03-13,162.60191345214844,182.05392456054688,191.6683044433593,-0.10684752419017007,-0.15164943977370227
279,279,279,279,2020-03-16,136.7882843017578,182.5496368408203,183.3666381835937,-0.2506789568634722,-0.2540176028924076
280,280,280,280,2020-03-17,135.5122833251953,171.53384399414062,178.24427795410156,-0.20999681363274159,-0.2397383810542848
281,281,281,281,2020-03-18,126.03874969482422,183.4675750732422,185.9369659423828,-0.31301893729991137,-0.32214259248545307
282,282,282,282,2020-03-19,137.2381134033203,172.80984497070312,183.1463317871093,-0.20584320050407645,-0.25066414345198595
283,283,283,283,2020-03-20,136.31092834472656,156.17605590820312,190.0403289794922,-0.12719701139816753,-0.28272630826988165
284,284,284,284,2020-03-23,125.85514068603516,162.60191345214844,182.05392456054688,-0.22599225301815018,-0.3086930644871724
285,285,285,285,2020-03-24,148.6669464111328,136.7882843017578,182.5496368408203,0.08683976241101488,-0.18560809550792223
286,286,286,286,2020-03-25,149.61248779296875,135.5122833251953,171.53384399414062,0.10405111715176774,-0.12779609953777216
287,287,287,287,2020-03-26,153.6240692138672,126.03874969482422,183.4675750732422,0.21886379852097004,-0.16266365240539726
288,288,288,288,2020-03-27,150.55799865722656,137.2381134033203,172.80984497070312,0.09705674993331703,-0.12876492260755734
289,289,289,289,2020-03-30,154.34010314941406,136.31092834472656,156.17605590820312,0.13226507238724272,-0.01175566093094449
290,290,290,290,2020-03-31,151.78810119628906,125.85514068603516,162.60191345214844,0.20605404251978565,-0.0665048278109085
291,291,291,291,2020-04-01,145.1969757080078,148.6669464111328,136.7882843017578,-0.02334056619101421,0.061472306997434556
292,292,292,292,2020-04-02,148.2538604736328,149.61248779296875,135.5122833251953,-0.009080975387669388,0.09402525613018353
293,293,293,293,2020-04-03,147.17987060546875,153.6240692138672,126.03874969482422,-0.04194784477051683,0.16773508910420976
294,294,294,294,2020-04-06,162.51930236816406,150.55799865722656,137.2381134033203,0.07944648452832892,0.18421405204359287
295,295,295,295,2020-04-07,161.18820190429688,154.34010314941406,136.31092834472656,0.04437018386759317,0.18250388183591837
296,296,296,296,2020-04-08,162.93238830566406,151.78810119628906,125.85514068603516,0.07342003109297379,0.29460256782139527
297,297,297,297,2020-04-09,168.633056640625,145.1969757080078,148.6669464111328,0.16140887796277048,0.13430093717184888
298,298,298,298,2020-04-13,165.34666442871094,148.2538604736328,149.61248779296875,0.11529415760554929,0.10516619881032185
299,299,299,299,2020-04-14,168.8992462158203,147.17987060546875,153.6240692138672,0.14757028607921963,0.09943218585551095
300,300,300,300,2020-04-15,163.253662109375,162.51930236816406,150.55799865722656,0.004518600132477513,0.08432407155632093
301,301,301,301,2020-04-16,164.7775421142578,161.18820190429688,154.34010314941406,0.022268008250951654,0.06762622773900473
302,302,302,302,2020-04-17,170.836181640625,162.93238830566406,151.78810119628906,0.04850965125566864,0.12549126245214293
303,303,303,303,2020-04-20,166.75115966796875,168.633056640625,145.1969757080078,-0.011159715717344643,0.1484478850531057
304,304,304,304,2020-04-21,163.01498413085938,165.34666442871094,148.2538604736328,-0.01410176797885676,0.09956653816682137
305,305,305,305,2020-04-22,171.1850128173828,168.8992462158203,147.17987060546875,0.013533314403557206,0.16310071556090966
306,306,306,306,2020-04-23,167.10919189453125,163.253662109375,162.51930236816406,0.02361680427464563,0.02824211930204723
307,307,307,307,2020-04-24,168.92678833007812,164.7775421142578,161.18820190429688,0.025180896392684282,0.04800963305227457
308,308,308,308,2020-04-27,170.64340209960938,170.836181640625,162.93238830566406,-0.0011284467913311724,0.04732646390402939
309,309,309,309,2020-04-28,170.6801300048828,166.75115966796875,168.633056640625,0.02356187713918967,0.012139217571204508
310,310,310,310,2020-04-29,172.4151153564453,163.01498413085938,165.34666442871094,0.057664215812455843,0.042749280441529036
311,311,311,311,2020-04-30,172.1764373779297,171.1850128173828,168.8992462158203,0.005791538314189326,0.019403231426632583
312,312,312,312,2020-05-01,167.67831420898438,167.10919189453125,163.253662109375,0.003405691260911059,0.027102927079485584
313,313,313,313,2020-05-04,166.95314025878906,168.92678833007812,164.7775421142578,-0.011683452286043616,0.013203244305117101
314,314,314,314,2020-05-05,164.53884887695312,170.64340209960938,170.836181640625,-0.03577374306621506,-0.03686182109196923
315,315,315,315,2020-05-06,162.45501708984375,170.6801300048828,166.75115966796875,-0.04819021941689261,-0.025763794306914445
316,316,316,316,2020-05-07,166.26463317871094,172.4151153564453,163.01498413085938,-0.035672523055876315,0.019934664688510573
317,317,317,317,2020-05-08,166.36561584472656,172.1764373779297,171.1850128173828,-0.03374922621060095,-0.028153147833084535
318,318,318,318,2020-05-11,166.04434204101562,167.67831420898438,167.10919189453125,-0.009744683894735817,-0.0063721800186054
319,319,319,319,2020-05-12,162.06027221679688,166.95314025878906,168.92678833007812,-0.02930683444712634,-0.040647881731252
320,320,320,320,2020-05-13,158.6454315185547,164.53884887695312,170.64340209960938,-0.03581778649008116,-0.0703101932651995
321,321,321,321,2020-05-14,161.02294921875,162.45501708984375,170.6801300048828,-0.008815165556270599,-0.05658058021081036
322,322,322,322,2020-05-15,159.55419921875,166.26463317871094,172.4151153564453,-0.04035996009294518,-0.07459274154187168
323,323,323,323,2020-05-18,165.08042907714844,166.36561584472656,172.1764373779297,-0.00772507444553705,-0.041213585371181805
324,324,324,324,2020-05-19,164.84178161621094,166.04434204101562,167.67831420898438,-0.007242405311875255,-0.016916514256209325
325,325,325,325,2020-05-20,169.000244140625,162.06027221679688,166.95314025878906,0.042823400386148514,0.012261547633442449
326,326,326,326,2020-05-21,169.89987182617188,158.6454315185547,164.53884887695312,0.07094084084167851,0.0325821104609032
327,327,327,327,2020-05-22,169.28480529785156,161.02294921875,162.45501708984375,0.05130856265635653,0.04204110362581592
328,328,328,328,2020-05-26,169.6795196533203,159.55419921875,166.26463317871094,0.06346006864218245,0.020538862711343198
329,329,329,329,2020-05-27,172.32330322265625,165.08042907714844,166.36561584472656,0.04387482020732425,0.035810809509400965
330,330,330,330,2020-05-28,173.25047302246094,164.84178161621094,166.04434204101562,0.05101068020380506,0.04339883487065932
331,331,331,331,2020-05-29,172.17848205566406,169.000244140625,162.06027221679688,0.01880611434143531,0.06243485649173475
332,332,332,332,2020-06-01,173.18580627441406,169.89987182617188,158.6454315185547,0.01934041746425863,0.09165328378308057
333,333,333,333,2020-06-02,173.35211181640625,169.28480529785156,161.02294921875,0.024026412242955875,0.07656773557728758
334,334,334,334,2020-06-03,178.61952209472656,169.6795196533203,159.55419921875,0.052687575139722,0.11949120091686116
335,335,335,335,2020-06-04,178.57333374023438,172.32330322265625,165.08042907714844,0.03626921258294691,0.08173533797140897
336,336,336,336,2020-06-05,182.19580078125,173.25047302246094,164.84178161621094,0.05163234248502957,0.10527682359951163
337,337,337,337,2020-06-08,187.2690887451172,172.17848205566406,169.000244140625,0.08764513723947487,0.10809951605330648
338,338,338,338,2020-06-09,184.3766632080078,173.18580627441406,169.89987182617188,0.06461763336345117,0.08520778283251107
339,339,339,339,2020-06-10,180.93899536132807,173.35211181640625,169.28480529785156,0.04376574052329363,0.06884368649018024
340,340,340,340,2020-06-11,173.27821350097656,178.61952209472656,169.6795196533203,-0.02990327446356822,0.02120876965593088
341,341,341,341,2020-06-12,174.81222534179688,178.57333374023438,172.32330322265625,-0.021061982322112427,0.014443328746575501
342,342,342,342,2020-06-15,175.10794067382812,182.19580078125,173.25047302246094,-0.038902433958572846,0.010721284732806424
343,343,343,343,2020-06-16,175.87493896484375,187.2690887451172,172.17848205566406,-0.060843729505094424,0.02146875071174481
344,344,344,344,2020-06-17,176.30926513671875,184.3766632080078,173.18580627441406,-0.04375498466521055,0.018035305141320457
345,345,345,345,2020-06-18,175.10794067382812,180.93899536132807,173.35211181640625,-0.03222663348967736,0.010128684554367773
346,346,346,346,2020-06-19,172.4002685546875,173.27821350097656,178.61952209472656,-0.005066678196587682,-0.03481844239142473
347,347,347,347,2020-06-22,173.2319793701172,174.81222534179688,178.57333374023438,-0.00903967653629456,-0.02991126535100197
348,348,348,348,2020-06-23,172.4557342529297,175.10794067382812,182.19580078125,-0.015146123075244655,-0.05345933598115438
349,349,349,349,2020-06-24,170.3025665283203,175.87493896484375,187.2690887451172,-0.03168372065583103,-0.09059969443162708
350,350,350,350,2020-06-25,168.88870239257812,176.30926513671875,184.3766632080078,-0.04208833119681121,-0.084001741575921
351,351,351,351,2020-06-26,166.0979461669922,175.10794067382812,180.93899536132807,-0.05145394590425101,-0.08202239193767424
352,352,352,352,2020-06-29,168.92572021484375,172.4002685546875,173.27821350097656,-0.020153961295840905,-0.025118525856156038
353,353,353,353,2020-06-30,170.4689178466797,173.2319793701172,174.81222534179688,-0.01595006611068106,-0.02484555920860254
354,354,354,354,2020-07-01,170.64453125,172.4557342529297,175.10794067382812,-0.01050242261166745,-0.02548947470144758
355,355,355,355,2020-07-02,169.59103393554688,170.3025665283203,175.87493896484375,-0.004178049733942868,-0.03572939422911747
356,356,356,356,2020-07-06,174.19305419921875,168.88870239257812,176.30926513671875,0.03140738090527084,-0.012002834541105845
357,357,357,357,2020-07-07,171.71649169921875,166.0979461669922,175.10794067382812,0.03382670082252415,-0.019367762315968262
358,358,358,358,2020-07-08,171.74420166015625,168.92572021484375,172.4002685546875,0.016684738367419127,-0.00380548649971002
359,359,359,359,2020-07-09,170.33958435058594,170.4689178466797,173.2319793701172,-0.0007586925389534427,-0.01669665745348048
360,360,360,360,2020-07-10,170.8478240966797,170.64453125,172.4557342529297,0.0011913235378275822,-0.009323610857101317
