,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ECL,ECL_6m,ECL_12m,ECL_6m_ret,ECL_12m_ret
244,244,244,244,2020-01-24,189.4693603515625,183.1923370361328,179.38401794433594,0.034264660940438896,0.05622207888305919
245,245,245,245,2020-01-27,188.2637176513672,184.6754608154297,179.4510040283203,0.019430068402665146,0.049109302401317834
246,246,246,246,2020-01-28,189.63204956054688,187.1442108154297,181.8431854248047,0.013293698663063624,0.04283286237835404
247,247,247,247,2020-01-29,189.27801513671875,187.1058807373047,180.781005859375,0.011609118809385421,0.04700167054028537
248,248,248,248,2020-01-30,190.87599182128903,187.9288482666016,183.154052734375,0.015682230705242883,0.04216089664209077
249,249,249,249,2020-01-31,187.65133666992188,189.74688720703125,181.7666015625,-0.011043925768452478,0.03237522766468426
250,250,250,250,2020-02-03,192.8375701904297,189.4693603515625,183.1923370361328,0.01777706871769369,0.05265085489025911
251,251,251,251,2020-02-04,194.6747436523437,188.2637176513672,184.6754608154297,0.034053433560940594,0.05414516250704038
252,252,252,252,2020-02-05,197.4018096923828,189.63204956054688,187.1442108154297,0.040972821576529705,0.05481120058300726
253,253,253,253,2020-02-06,198.17691040039065,189.27801513671875,187.1058807373047,0.04701494390272476,0.05916986478169339
254,254,254,254,2020-02-07,196.77029418945312,190.87599182128903,187.9288482666016,0.030880271069830156,0.04704677331023066
255,255,255,255,2020-02-10,196.1004943847656,187.65133666992188,189.74688720703125,0.04502583282796313,0.03348464510409577
256,256,256,256,2020-02-11,195.79429626464844,192.8375701904297,189.4693603515625,0.015332728323111278,0.033382368005834495
257,257,257,257,2020-02-12,197.8994140625,194.6747436523437,188.2637176513672,0.016564400443824567,0.051181908714755586
258,258,258,258,2020-02-13,198.1290435791016,197.4018096923828,189.63204956054688,0.0036840284688983704,0.04480779508656707
259,259,259,259,2020-02-14,198.3682556152344,198.17691040039065,189.27801513671875,0.0009655272880031429,0.04802586540201004
260,260,260,260,2020-02-18,198.7222595214844,196.77029418945312,190.87599182128903,0.009920020397753193,0.04110662438648416
261,261,261,261,2020-02-19,201.2388610839844,196.1004943847656,187.65133666992188,0.02620272180006289,0.07240835399943313
262,262,262,262,2020-02-20,197.411376953125,195.79429626464844,192.8375701904297,0.008259079653121226,0.02371844220075281
263,263,263,263,2020-02-21,198.5500946044922,197.8994140625,194.6747436523437,0.0032879356670894033,0.019906798793937197
264,264,264,264,2020-02-24,193.78488159179688,198.1290435791016,197.4018096923828,-0.02192592216077771,-0.01832266941332661
265,265,265,265,2020-02-25,186.3786773681641,198.3682556152344,198.17691040039065,-0.06044101265036039,-0.05953384280938567
266,266,266,266,2020-02-26,186.0438232421875,198.7222595214844,196.77029418945312,-0.06379977919849589,-0.05451265391176385
267,267,267,267,2020-02-27,175.56605529785156,201.2388610839844,196.1004943847656,-0.12757379786312062,-0.1047138567974426
268,268,268,268,2020-02-28,172.66676330566406,197.411376953125,195.79429626464844,-0.12534542856330166,-0.11812158678883922
269,269,269,269,2020-03-02,182.97222900390625,198.5500946044922,197.8994140625,-0.07845811220395904,-0.07542814176235757
270,270,270,270,2020-03-03,185.55581665039065,193.78488159179688,198.1290435791016,-0.042464948110557676,-0.06345978712450184
271,271,271,271,2020-03-04,195.52638244628903,186.3786773681641,198.3682556152344,0.04908128551666335,-0.014326249732505625
272,272,272,272,2020-03-05,190.33056640625,186.0438232421875,198.7222595214844,0.023041577459317786,-0.04222824929346758
273,273,273,273,2020-03-06,186.0246734619141,175.56605529785156,201.2388610839844,0.05957084441134852,-0.07560263231524089
274,274,274,274,2020-03-09,175.91055297851562,172.66676330566406,197.411376953125,0.018786416162265285,-0.10891380378606397
275,275,275,275,2020-03-10,182.61822509765625,182.97222900390625,198.5500946044922,-0.0019347411799987002,-0.08024105724337172
276,276,276,276,2020-03-11,178.5323486328125,185.55581665039065,193.78488159179688,-0.037850971984409454,-0.07870858053371499
277,277,277,277,2020-03-12,157.9405975341797,195.52638244628903,186.3786773681641,-0.19222871329107794,-0.15258226013595477
278,278,278,278,2020-03-13,172.3031768798828,190.33056640625,186.0438232421875,-0.09471620805188341,-0.07385704143704597
279,279,279,279,2020-03-16,159.37081909179688,186.0246734619141,175.56605529785156,-0.1432812856170621,-0.09224582837826556
280,280,280,280,2020-03-17,162.61354064941406,175.91055297851562,172.66676330566406,-0.07558962270288327,-0.05822326465026295
281,281,281,281,2020-03-18,150.1704559326172,182.61822509765625,182.97222900390625,-0.1776808921874441,-0.17927186682842877
282,282,282,282,2020-03-19,153.09654235839844,178.5323486328125,185.55581665039065,-0.1424716947331931,-0.17492997459168513
283,283,283,283,2020-03-20,136.11566162109375,157.9405975341797,195.52638244628903,-0.1381844582952324,-0.30385015097139323
284,284,284,284,2020-03-23,120.13255310058594,172.3031768798828,190.33056640625,-0.3027838762117916,-0.36882154364964326
285,285,285,285,2020-03-24,146.75511169433594,159.37081909179688,186.0246734619141,-0.07915945635062804,-0.21109867329302445
286,286,286,286,2020-03-25,145.61343383789062,162.61354064941406,175.91055297851562,-0.10454299650343846,-0.17223025354439803
287,287,287,287,2020-03-26,155.1208038330078,150.1704559326172,182.61822509765625,0.03296485896408208,-0.15057325877493344
288,288,288,288,2020-03-27,151.0818634033203,153.09654235839844,178.5323486328125,-0.013159532697752052,-0.15375636650559954
289,289,289,289,2020-03-30,154.8425750732422,136.11566162109375,157.9405975341797,0.13758088693921722,-0.019615111689488596
290,290,290,290,2020-03-31,149.49893188476562,120.13255310058594,172.3031768798828,0.24444980170854658,-0.1323495330037625
291,291,291,291,2020-04-01,140.73985290527344,146.75511169433594,159.37081909179688,-0.04098841069053316,-0.11690324673422225
292,292,292,292,2020-04-02,145.97802734375,145.61343383789062,162.61354064941406,0.002503845258297277,-0.1023009107312246
293,293,293,293,2020-04-03,141.277099609375,155.1208038330078,150.1704559326172,-0.08924466532893915,-0.059221744170722346
294,294,294,294,2020-04-06,150.99554443359375,151.0818634033203,153.09654235839844,-0.0005713390593822254,-0.01372335320210083
295,295,295,295,2020-04-07,152.6456756591797,154.8425750732422,136.11566162109375,-0.01418795452751509,0.1214409410439532
296,296,296,296,2020-04-08,163.8702850341797,149.49893188476562,120.13255310058594,0.09613013931424974,0.36407893451637974
297,297,297,297,2020-04-09,172.5526123046875,140.73985290527344,146.75511169433594,0.22603945323735708,0.17578604460526748
298,298,298,298,2020-04-13,167.5638885498047,145.97802734375,145.61343383789062,0.14787061860497785,0.1507447090105105
299,299,299,299,2020-04-14,173.45443725585938,141.277099609375,155.1208038330078,0.22776046319929621,0.11818939155697183
300,300,300,300,2020-04-15,167.5638885498047,150.99554443359375,151.0818634033203,0.10972737095230989,0.10909334036001939
301,301,301,301,2020-04-16,165.48204040527344,152.6456756591797,154.8425750732422,0.08409255414974348,0.06871149828784917
302,302,302,302,2020-04-17,171.4877166748047,163.8702850341797,149.49893188476562,0.04648452060137798,0.1470832233569943
303,303,303,303,2020-04-20,165.9329376220703,172.5526123046875,140.73985290527344,-0.038363224956156516,0.17900462588768917
304,304,304,304,2020-04-21,163.2467041015625,167.5638885498047,145.97802734375,-0.025764408343621148,0.11829641126159429
305,305,305,305,2020-04-22,167.6598358154297,173.45443725585938,141.277099609375,-0.03340705220404472,0.18674460531113524
306,306,306,306,2020-04-23,167.92843627929688,167.5638885498047,150.99554443359375,0.0021755745384473,0.11214166556517191
307,307,307,307,2020-04-24,172.76368713378906,165.48204040527344,152.6456756591797,0.04400264047193603,0.13179548904829752
308,308,308,308,2020-04-27,179.89178466796875,171.4877166748047,163.8702850341797,0.0490068219235833,0.09776940114827615
309,309,309,309,2020-04-28,189.55270385742188,165.9329376220703,172.5526123046875,0.1423452544976216,0.09852120652173135
310,310,310,310,2020-04-29,189.55270385742188,163.2467041015625,167.5638885498047,0.16114260867094332,0.13122645635596775
311,311,311,311,2020-04-30,185.6384735107422,167.6598358154297,173.45443725585938,0.10723282417563906,0.07024343941637179
312,312,312,312,2020-05-01,182.28062438964844,167.92843627929688,167.5638885498047,0.08546609751359302,0.08782760991769134
313,313,313,313,2020-05-04,183.7388916015625,172.76368713378906,165.48204040527344,0.06352726461130787,0.11032527246810075
314,314,314,314,2020-05-05,185.4657745361328,179.89178466796875,171.4877166748047,0.030985238589144704,0.08151054858252604
315,315,315,315,2020-05-06,185.1875457763672,189.55270385742188,165.9329376220703,-0.023028730227652616,0.11603849380495679
316,316,316,316,2020-05-07,186.23326110839844,189.55270385742188,163.2467041015625,-0.01751197783767966,0.14080870504151233
317,317,317,317,2020-05-08,189.7253570556641,185.6384735107422,167.6598358154297,0.022015283080236037,0.13160886823559514
318,318,318,318,2020-05-11,188.11363220214844,182.28062438964844,167.92843627929688,0.032000152687820416,0.12020117837148048
319,319,319,319,2020-05-12,186.3099822998047,183.7388916015625,172.76368713378906,0.013993176272215635,0.07840938909532125
320,320,320,320,2020-05-13,184.17062377929688,185.4657745361328,179.89178466796875,-0.006983233214188589,0.023785628227690925
321,321,321,321,2020-05-14,184.6214904785156,185.1875457763672,189.55270385742188,-0.0030566596445700256,-0.02601499888187009
322,322,322,322,2020-05-15,186.83767700195312,186.23326110839844,189.55270385742188,0.003245477687269238,-0.0143233348837426
323,323,323,323,2020-05-18,196.5656890869141,189.7253570556641,185.6384735107422,0.03605386300178681,0.0588628820821433
324,324,324,324,2020-05-19,193.06398010253903,188.11363220214844,182.28062438964844,0.02631573183952396,0.05915799196430105
325,325,325,325,2020-05-20,194.224838256836,186.3099822998047,183.7388916015625,0.04248218940998538,0.05706982644704439
326,326,326,326,2020-05-21,192.25808715820312,184.17062377929688,185.4657745361328,0.043912884763847915,0.03662299763424559
327,327,327,327,2020-05-22,192.35406494140625,184.6214904785156,185.1875457763672,0.041883393113384626,0.03869871019130722
328,328,328,328,2020-05-26,196.27789306640625,186.83767700195312,186.23326110839844,0.05052629756445981,0.05393575722309496
329,329,329,329,2020-05-27,198.9257659912109,196.5656890869141,189.7253570556641,0.01200655574866527,0.04849330146653763
330,330,330,330,2020-05-28,202.82080078125,193.06398010253903,188.11363220214844,0.05053672193813141,0.07818236460022798
331,331,331,331,2020-05-29,203.9432373046875,194.224838256836,186.3099822998047,0.050036849741124545,0.0946447140792912
332,332,332,332,2020-06-01,200.55667114257807,192.25808715820312,184.17062377929688,0.04316377067429311,0.0889721011257345
333,333,333,333,2020-06-02,203.5211334228516,192.35406494140625,184.6214904785156,0.0580547569132317,0.10236968023251514
334,334,334,334,2020-06-03,211.88687133789065,196.27789306640625,186.83767700195312,0.07952489211917224,0.134069288046627
335,335,335,335,2020-06-04,212.9805603027344,198.9257659912109,196.5656890869141,0.07065346332332068,0.08350832381821349
336,336,336,336,2020-06-05,220.23341369628903,202.82080078125,193.06398010253903,0.08585220474412392,0.14072761568118475
337,337,337,337,2020-06-08,220.7610321044922,203.9432373046875,194.224838256836,0.08246311582609245,0.1366261601029919
338,338,338,338,2020-06-09,217.49920654296875,200.55667114257807,192.25808715820312,0.0844775459418452,0.13128768603629926
339,339,339,339,2020-06-10,216.731689453125,203.5211334228516,192.35406494140625,0.0649099963630122,0.12673308733633748
340,340,340,340,2020-06-11,194.3111572265625,211.88687133789065,196.27789306640625,-0.08294857534283284,-0.01002015972923831
341,341,341,341,2020-06-12,195.76942443847656,212.9805603027344,198.9257659912109,-0.08081083005788703,-0.01586693175218845
342,342,342,342,2020-06-15,192.2115478515625,220.23341369628903,202.82080078125,-0.12723712253477504,-0.05230850528555986
343,343,343,343,2020-06-16,198.3079833984375,220.7610321044922,203.9432373046875,-0.10170748203164337,-0.027631482076706626
344,344,344,344,2020-06-17,197.18292236328125,217.49920654296875,200.55667114257807,-0.0934085438866824,-0.016821922502385234
345,345,345,345,2020-06-18,197.3560485839844,216.731689453125,203.5211334228516,-0.0893992056170041,-0.03029211136544785
346,346,346,346,2020-06-19,192.076904296875,194.3111572265625,211.88687133789065,-0.011498325477432125,-0.09349313110308377
347,347,347,347,2020-06-22,193.9039459228516,195.76942443847656,212.9805603027344,-0.009528957450713804,-0.08956974454742239
348,348,348,348,2020-06-23,192.13462829589844,192.2115478515625,220.23341369628903,-0.0004001817607933722,-0.1275863863198342
349,349,349,349,2020-06-24,189.1152191162109,198.3079833984375,220.7610321044922,-0.04635599699360882,-0.14334872729396575
350,350,350,350,2020-06-25,188.4998016357422,197.18292236328125,217.49920654296875,-0.04403586590293884,-0.13333108367683855
351,351,351,351,2020-06-26,184.3842010498047,197.3560485839844,216.731689453125,-0.06572814781838099,-0.14925130923374486
352,352,352,352,2020-06-29,188.10552978515625,192.076904296875,194.3111572265625,-0.020675960632833723,-0.03193654718535088
353,353,353,353,2020-06-30,191.3076171875,193.9039459228516,195.76942443847656,-0.013389767407748332,-0.022791134334558705
354,354,354,354,2020-07-01,192.548095703125,192.13462829589844,192.2115478515625,0.002151967143527056,0.0017509242047331064
355,355,355,355,2020-07-02,193.1827545166016,189.1152191162109,198.3079833984375,0.021508239365395587,-0.025844793507573405
356,356,356,356,2020-07-06,193.9808807373047,188.4998016357422,197.18292236328125,0.029077373312859756,-0.016238939902093907
357,357,357,357,2020-07-07,195.1444091796875,184.3842010498047,197.3560485839844,0.058357538599396186,-0.011206342142362824
358,358,358,358,2020-07-08,189.2113800048828,188.10552978515625,192.076904296875,0.005878882034938693,-0.01491863013141459
359,359,359,359,2020-07-09,189.9133453369141,191.3076171875,193.9039459228516,-0.007288114666230916,-0.02058029591375743
360,360,360,360,2020-07-10,192.9519805908203,192.548095703125,192.13462829589844,0.0020975792371273894,0.004254060302253837
361,361,361,361,2020-07-13,192.6057891845703,193.1827545166016,189.1152191162109,-0.002986629595768009,0.018457372625385826
362,362,362,362,2020-07-14,196.2982788085937,193.9808807373047,188.4998016357422,0.011946528247942734,0.041371275222460424
363,363,363,363,2020-07-15,199.9138336181641,195.1444091796875,184.3842010498047,0.024440487219313356,0.08422431249499862
364,364,364,364,2020-07-16,200.28884887695312,189.2113800048828,188.10552978515625,0.05854546841624675,0.06476853235368463
365,365,365,365,2020-07-17,202.2793426513672,189.9133453369141,191.3076171875,0.06511389335233564,0.05735122116498803
366,366,366,366,2020-07-20,201.7889709472656,192.9519805908203,192.548095703125,0.045798909808473454,0.04799255588789819
367,367,367,367,2020-07-21,199.6734619140625,192.6057891845703,193.1827545166016,0.036695017109373396,0.03359879308948943
368,368,368,368,2020-07-22,202.24090576171875,196.2982788085937,193.9808807373047,0.030273454200378414,0.042581645124088574
369,369,369,369,2020-07-23,201.4908599853516,199.9138336181641,195.1444091796875,0.007888530466579002,0.032521817213939874
370,370,370,370,2020-07-24,201.9908905029297,200.28884887695312,189.2113800048828,0.008497935034926574,0.06754091903836379
371,371,371,371,2020-07-27,203.89480590820312,202.2793426513672,189.9133453369141,0.007986298727597818,0.07362021108356198
372,372,372,372,2020-07-28,186.278564453125,201.7889709472656,192.9519805908203,-0.07686449076641555,-0.034585890838027544
373,373,373,373,2020-07-29,187.34591674804688,199.6734619140625,192.6057891845703,-0.06173852573018079,-0.02730900487878385
374,374,374,374,2020-07-30,183.7111358642578,202.24090576171875,196.2982788085937,-0.09162226517761352,-0.06412253342582452
375,375,375,375,2020-07-31,179.89364624023438,201.4908599853516,199.9138336181641,-0.10718706420076496,-0.10014408215575676
376,376,376,376,2020-08-03,177.32618713378906,201.9908905029297,200.28884887695312,-0.12210799857225685,-0.1146477293764423
377,377,377,377,2020-08-04,182.0379638671875,203.89480590820312,202.2793426513672,-0.10719665929526401,-0.1000664651113986
378,378,378,378,2020-08-05,184.56692504882807,186.278564453125,201.7889709472656,-0.009188601003674024,-0.08534681463308635
379,379,379,379,2020-08-06,186.74012756347656,187.34591674804688,199.6734619140625,-0.0032335328951151876,-0.06477242507145153
380,380,380,380,2020-08-07,187.4132080078125,183.7111358642578,202.24090576171875,0.020151593566380743,-0.07331700626072313
381,381,381,381,2020-08-10,187.7978973388672,179.89364624023438,201.4908599853516,0.0439384673323997,-0.06795823218720631
382,382,382,382,2020-08-11,188.6825408935547,177.32618713378906,201.9908905029297,0.06404216964975107,-0.06588589008266177
383,383,383,383,2020-08-12,191.05764770507807,182.0379638671875,203.89480590820312,0.049548366979490055,-0.06295971172951098
384,384,384,384,2020-08-13,188.9998321533203,184.56692504882807,186.278564453125,0.02401788458749854,0.014608592825397837
385,385,385,385,2020-08-14,187.2305603027344,186.74012756347656,187.34591674804688,0.002626284696582548,-0.0006157403764909253
386,386,386,386,2020-08-17,187.3651580810547,187.4132080078125,183.7111358642578,-0.0002563849542334129,0.019890042046753154
387,387,387,387,2020-08-18,186.90359497070312,187.7978973388672,179.89364624023438,-0.004762046757905702,0.038967183538586525
388,388,388,388,2020-08-19,186.6055145263672,188.6825408935547,177.32618713378906,-0.011008047471436466,0.05232914293463642
389,389,389,389,2020-08-20,186.9420166015625,191.05764770507807,182.0379638671875,-0.021541305218352624,0.026939725264961467
390,390,390,390,2020-08-21,187.3651580810547,188.9998321533203,184.56692504882807,-0.008649076846478643,0.01516107521153276
391,391,391,391,2020-08-24,189.9326019287109,187.2305603027344,186.74012756347656,0.01443162708912249,0.017095813347075994
392,392,392,392,2020-08-25,188.4613494873047,187.3651580810547,187.4132080078125,0.005850561638443885,0.005592676688232601
393,393,393,393,2020-08-26,189.53836059570312,186.90359497070312,187.7978973388672,0.014096923204783618,0.00926774623943416
394,394,394,394,2020-08-27,190.0864105224609,186.6055145263672,188.6825408935547,0.018653768110383773,0.007440379074067138
395,395,395,395,2020-08-28,192.79812622070312,186.9420166015625,191.05764770507807,0.03132580746479263,0.009109703466629648
396,396,396,396,2020-08-31,189.50946044921875,187.3651580810547,188.9998321533203,0.011444509695001104,0.0026964484047002912
397,397,397,397,2020-09-01,193.91357421875,189.9326019287109,187.2305603027344,0.020959920780389885,0.03569403363003243
398,398,398,398,2020-09-02,201.1446990966797,188.4613494873047,187.3651580810547,0.06729947357311783,0.07354377492993613
399,399,399,399,2020-09-03,196.971420288086,189.53836059570312,186.90359497070312,0.03921665075619196,0.05386640807503462
400,400,400,400,2020-09-04,196.8944396972656,190.0864105224609,186.6055145263672,0.03581544391359981,0.0551373050095183
401,401,401,401,2020-09-08,190.2787475585937,192.79812622070312,186.9420166015625,-0.013067443711695659,0.017849015527327428
402,402,402,402,2020-09-09,195.2021026611328,189.50946044921875,187.3651580810547,0.030038828660163164,0.04182711802099215
403,403,403,403,2020-09-10,194.115478515625,193.91357421875,189.9326019287109,0.0010412076497916534,0.022022952060037015
404,404,404,404,2020-09-11,195.779037475586,201.1446990966797,188.4613494873047,-0.02667563025618036,0.03882858744346551
405,405,405,405,2020-09-14,197.475326538086,196.971420288086,189.53836059570312,0.0025582708865226067,0.0418752484586109
406,406,406,406,2020-09-15,199.1523895263672,196.8944396972656,190.0864105224609,0.011467819165301485,0.047693988113027386
407,407,407,407,2020-09-16,200.29934692382807,190.2787475585937,192.79812622070312,0.05266273555930723,0.038907124514986346
408,408,408,408,2020-09-17,199.9908905029297,195.2021026611328,189.50946044921875,0.02453246033988732,0.05530821537281283
409,409,409,409,2020-09-18,196.6368103027344,194.115478515625,193.91357421875,0.012988824005121469,0.014043555717829115
410,410,410,410,2020-09-21,191.2876739501953,195.779037475586,201.1446990966797,-0.02294098276967349,-0.04900464785177672
411,411,411,411,2020-09-22,191.95269775390625,197.475326538086,196.971420288086,-0.02796617117184319,-0.025479445326837102
412,412,412,412,2020-09-23,188.1360015869141,199.1523895263672,196.8944396972656,-0.055316373384485806,-0.044482912386037965
413,413,413,413,2020-09-24,187.56735229492188,200.29934692382807,190.2787475585937,-0.06356483345773489,-0.014249595913683799
414,414,414,414,2020-09-25,188.9359436035156,199.9908905029297,195.2021026611328,-0.05527725223690694,-0.0321008788952194
415,415,415,415,2020-09-28,191.0948944091797,196.6368103027344,194.115478515625,-0.028183511952938,-0.015560758624419413
416,416,416,416,2020-09-29,190.3045654296875,191.2876739501953,195.779037475586,-0.005139424303751916,-0.02796250362902708
417,417,417,417,2020-09-30,192.6080474853516,191.95269775390625,197.475326538086,0.003414120974145174,-0.02464753008926246
418,418,418,418,2020-10-01,189.94796752929688,188.1360015869141,199.1523895263672,0.00963114941903176,-0.04621798422283896
419,419,419,419,2020-10-02,190.8925323486328,187.56735229492188,200.29934692382807,0.017727925531958233,-0.0469637805597668
420,420,420,420,2020-10-05,192.17437744140625,188.9359436035156,199.9908905029297,0.01714037983522365,-0.03908434550127138
421,421,421,421,2020-10-06,189.3214874267578,191.0948944091797,196.6368103027344,-0.0092802426140417,-0.03720220473834068
422,422,422,422,2020-10-07,194.11163330078125,190.3045654296875,191.2876739501953,0.020005131576837254,0.014762892413659578
423,423,423,423,2020-10-08,194.1694793701172,192.6080474853516,191.95269775390625,0.008106784244746201,0.011548582761014226
424,424,424,424,2020-10-09,195.8079528808593,189.94796752929688,188.1360015869141,0.03085047672678365,0.04077875169681944
425,425,425,425,2020-10-12,195.3934936523437,190.8925323486328,187.56735229492188,0.023578509061269237,0.041724432646020215
426,426,426,426,2020-10-13,193.7743225097656,192.17437744140625,188.9359436035156,0.008325485892869189,0.025608567718609532
427,427,427,427,2020-10-14,194.0248870849609,189.3214874267578,191.0948944091797,0.024843453968861784,0.015332658074618255
428,428,428,428,2020-10-15,194.15017700195312,194.11163330078125,190.3045654296875,0.00019856461210721044,0.020207668500136222
429,429,429,429,2020-10-16,197.1283569335937,194.1694793701172,192.6080474853516,0.01523863365692213,0.023468954216909754
430,430,430,430,2020-10-19,194.48751831054688,195.8079528808593,189.94796752929688,-0.0067435185899514805,0.023898917373516237
431,431,431,431,2020-10-20,195.66336059570312,195.3934936523437,190.8925323486328,0.0013811460060160208,0.02499222043090299
432,432,432,432,2020-10-21,195.85614013671875,193.7743225097656,192.17437744140625,0.010743516478290083,0.01915844736603911
433,433,433,433,2020-10-22,197.45606994628903,194.0248870849609,189.3214874267578,0.017684240990309963,0.042967032586188614
434,434,434,434,2020-10-23,197.45606994628903,194.15017700195312,194.11163330078125,0.01702750414851617,0.017229449820379772
435,435,435,435,2020-10-26,190.9985198974609,197.1283569335937,194.1694793701172,-0.031095663411823238,-0.016330885177952892
436,436,436,436,2020-10-27,182.90249633789065,194.48751831054688,195.8079528808593,-0.05956691757543997,-0.06590874554937531
437,437,437,437,2020-10-28,178.6424560546875,195.66336059570312,195.3934936523437,-0.08699076050413812,-0.0857297614395528
438,438,438,438,2020-10-29,180.17491149902344,195.85614013671875,193.7743225097656,-0.08006503460524095,-0.07018169814556718
439,439,439,439,2020-10-30,176.9461669921875,197.45606994628903,194.0248870849609,-0.10387071392477598,-0.08802334767134723
440,440,440,440,2020-11-02,182.01577758789065,197.45606994628903,194.15017700195312,-0.07819608869252981,-0.06250006876862335
441,441,441,441,2020-11-03,185.6397247314453,190.9985198974609,197.1283569335937,-0.0280567366118466,-0.05827995718555368
442,442,442,442,2020-11-04,184.9457855224609,182.90249633789065,194.48751831054688,0.011171466904396521,-0.04906090051933443
443,443,443,443,2020-11-05,189.3118591308593,178.6424560546875,195.66336059570312,0.05972490141372422,-0.03246137368542834
444,444,444,444,2020-11-06,192.17437744140625,180.17491149902344,195.85614013671875,0.06659898341311443,-0.018798301103771453
445,445,445,445,2020-11-09,209.0506896972656,176.9461669921875,197.45606994628903,0.1814366665907805,0.05871999657508864
446,446,446,446,2020-11-10,204.54969787597656,182.01577758789065,197.45606994628903,0.12380201643346478,0.03592509428358981
447,447,447,447,2020-11-11,202.236572265625,185.6397247314453,190.9985198974609,0.08940353449774507,0.05883842646632731
448,448,448,448,2020-11-12,196.11636352539065,184.9457855224609,182.90249633789065,0.06039920277920108,0.07224541737849743
449,449,449,449,2020-11-13,200.88723754882807,189.3118591308593,178.6424560546875,0.061144497080700244,0.12452124755456118
450,450,450,450,2020-11-16,205.6580810546875,192.17437744140625,180.17491149902344,0.07016389902130649,0.14143572678154026
451,451,451,451,2020-11-17,204.58824157714844,209.0506896972656,176.9461669921875,-0.021346249211516177,0.15621742507811076
452,452,452,452,2020-11-18,201.8606719970703,204.54969787597656,182.01577758789065,-0.013146076023718534,0.10902842968982229
453,453,453,453,2020-11-19,203.29676818847656,202.236572265625,185.6397247314453,0.00524235508431703,0.09511457465569251
454,454,454,454,2020-11-20,203.0365295410156,196.11636352539065,184.9457855224609,0.03528602045860896,0.09781647074276067
455,455,455,455,2020-11-23,206.1785583496093,200.88723754882807,189.3118591308593,0.026339755901591877,0.08909478411012328
456,456,456,456,2020-11-24,211.37350463867188,205.6580810546875,192.17437744140625,0.02779090203834267,0.09990471910397836
457,457,457,457,2020-11-25,210.1398162841797,204.58824157714844,209.0506896972656,0.02713535569901171,0.0052098684223012
458,458,458,458,2020-11-27,216.6744537353516,201.8606719970703,204.54969787597656,0.07338617072718501,0.05927535452399724
459,459,459,459,2020-11-30,214.1107177734375,203.29676818847656,202.236572265625,0.05319292422265809,0.05871413550372351
460,460,460,460,2020-12-01,215.9130249023437,203.0365295410156,196.11636352539065,0.06341959937178143,0.10094344511130005
461,461,461,461,2020-12-02,211.20965576171875,206.1785583496093,200.88723754882807,0.024401651909789823,0.05138414136628122
462,462,462,462,2020-12-03,211.797592163086,211.37350463867188,205.6580810546875,0.002006341926056754,0.029853002016321906
463,463,463,463,2020-12-04,217.44549560546875,210.1398162841797,204.58824157714844,0.03476580236183957,0.06284454047410137
464,464,464,464,2020-12-07,214.67938232421875,216.6744537353516,201.8606719970703,-0.009207690970203797,0.06350276257543852
465,465,465,465,2020-12-08,216.2889709472656,214.1107177734375,203.29676818847656,0.01017348966217102,0.06390757154950921
466,466,466,466,2020-12-09,217.7250061035156,215.9130249023437,203.0365295410156,0.00839218107379791,0.07234400920713524
467,467,467,467,2020-12-10,215.00704956054688,211.20965576171875,206.1785583496093,0.01797926228861546,0.04281963789836696
468,468,468,468,2020-12-11,213.24327087402344,211.797592163086,211.37350463867188,0.0068257561201368055,0.00884579284687459
469,469,469,469,2020-12-14,209.60183715820312,217.44549560546875,210.1398162841797,-0.03607183687767479,-0.0025601008675529835
470,470,470,470,2020-12-15,215.34898376464844,214.67938232421875,216.6744537353516,0.0031190766117372704,-0.006117333852019735
471,471,471,471,2020-12-16,212.5092163085937,216.2889709472656,214.1107177734375,-0.01747548486692585,-0.007479781869389912
472,472,472,472,2020-12-17,213.0887451171875,217.7250061035156,215.9130249023437,-0.021294113475067822,-0.013080636457358685
473,473,473,473,2020-12-18,211.12796020507807,215.00704956054688,211.20965576171875,-0.018041684509402245,-0.0003867983987098089
474,474,474,474,2020-12-21,208.452392578125,213.24327087402344,211.797592163086,-0.02246672674013106,-0.015794323017540024
475,475,475,475,2020-12-22,207.87286376953125,209.60183715820312,217.44549560546875,-0.008248846537384558,-0.04402313236833377
476,476,476,476,2020-12-23,206.0472869873047,215.34898376464844,214.67938232421875,-0.04319359494869701,-0.040209242468741024
477,477,477,477,2020-12-24,208.7518310546875,212.5092163085937,216.2889709472656,-0.017681046117312582,-0.03484754613038388
478,478,478,478,2020-12-28,207.3802032470703,213.0887451171875,217.7250061035156,-0.026789504377520257,-0.04751315910643228
479,479,479,479,2020-12-29,207.15806579589844,211.12796020507807,215.00704956054688,-0.018803262274326382,-0.036505704258027794
480,480,480,480,2020-12-30,207.9018402099609,208.452392578125,213.24327087402344,-0.0026411419958048965,-0.025048530920434353
481,481,481,481,2020-12-31,208.983642578125,207.87286376953125,209.60183715820312,0.0053435488810376075,-0.0029493757710316038
482,482,482,482,2021-01-04,207.00352478027344,206.0472869873047,215.34898376464844,0.004640865730145105,-0.03875318489311108
483,483,483,483,2021-01-05,209.17681884765625,208.7518310546875,212.5092163085937,0.002035851809402356,-0.015681190297640257
484,484,484,484,2021-01-06,217.74441528320312,207.3802032470703,213.0887451171875,0.04997686314245242,0.021848503371002748
