,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ISRG,ISRG_6m,ISRG_12m,ISRG_6m_ret,ISRG_12m_ret
0,0,0,0,2019-02-05,174.29666137695312,,,,
1,1,1,1,2019-02-06,173.98333740234375,,,,
2,2,2,2,2019-02-07,169.7866668701172,,,,
3,3,3,3,2019-02-08,172.35000610351562,,,,
4,4,4,4,2019-02-11,176.48666381835938,,,,
5,5,5,5,2019-02-12,179.90333557128906,,,,
6,6,6,6,2019-02-13,177.82333374023438,174.29666137695312,,0.020233734458367403,
7,7,7,7,2019-02-14,178.69332885742188,173.98333740234375,,0.027071508831826074,
8,8,8,8,2019-02-15,182.8333282470703,169.7866668701172,,0.07684149537450735,
9,9,9,9,2019-02-19,182.72332763671875,172.35000610351562,,0.06018753214881101,
10,10,10,10,2019-02-20,183.21665954589844,176.48666381835938,,0.038133168716167676,
11,11,11,11,2019-02-21,183.2899932861328,179.90333557128906,,0.018824874503239775,
12,12,12,12,2019-02-22,183.95333862304688,177.82333374023438,174.29666137695312,0.03447244382318937,0.055403684556006194
13,13,13,13,2019-02-25,184.4633331298828,178.69332885742188,173.98333740234375,0.03228998144113593,0.06023562879072508
14,14,14,14,2019-02-26,182.82000732421875,182.8333282470703,169.7866668701172,-7.28582856269755e-05,0.07676303854926236
15,15,15,15,2019-02-27,183.1366729736328,182.72332763671875,172.35000610351562,0.0022621377481470972,0.06258582238539967
16,16,16,16,2019-02-28,182.5366668701172,183.21665954589844,176.48666381835938,-0.0037114129111763816,0.03428022787027407
17,17,17,17,2019-03-01,186.183334350586,183.2899932861328,179.90333557128906,0.01578559206959218,0.034907628362501386
18,18,18,18,2019-03-04,183.3099975585937,183.95333862304688,177.82333374023438,-0.003497305725836841,0.030854577422186225
19,19,19,19,2019-03-05,182.20333862304688,184.4633331298828,178.69332885742188,-0.01225172758449855,0.019642645800312053
20,20,20,20,2019-03-06,178.836669921875,182.82000732421875,182.8333282470703,-0.02178830129505227,-0.021859572122400306
21,21,21,21,2019-03-07,177.72000122070312,183.1366729736328,182.72332763671875,-0.029577209550539107,-0.027381979524601197
22,22,22,22,2019-03-08,177.9199981689453,182.5366668701172,183.21665954589844,-0.02529173332860757,-0.028909278174162112
23,23,23,23,2019-03-11,180.9833374023437,186.183334350586,183.2899932861328,-0.027929443665729137,-0.012584734400574837
24,24,24,24,2019-03-12,183.3766632080078,183.3099975585937,183.95333862304688,0.000363677106006266,-0.0031349005098557647
25,25,25,25,2019-03-13,185.72000122070312,182.20333862304688,184.4633331298828,0.01930075828594857,0.006812563068756106
26,26,26,26,2019-03-14,186.2433319091797,178.836669921875,182.82000732421875,0.04141579012033891,0.018725109111771943
27,27,27,27,2019-03-15,186.07000732421875,177.72000122070312,183.1366729736328,0.046984053827155314,0.01601718707103661
28,28,28,28,2019-03-18,186.4966735839844,177.9199981689453,182.5366668701172,0.04820523551767941,0.021694308227315995
29,29,29,29,2019-03-19,187.5733337402344,180.9833374023437,186.183334350586,0.03641217159809851,0.007465756236973542
30,30,30,30,2019-03-20,189.7866668701172,183.3766632080078,183.3099975585937,0.034955394813997565,0.03533178439682905
31,31,31,31,2019-03-21,192.6600036621093,185.72000122070312,182.20333862304688,0.0373680938821388,0.05739008471571316
32,32,32,32,2019-03-22,187.086669921875,186.2433319091797,178.836669921875,0.004528151446015594,0.04613147853627564
33,33,33,33,2019-03-25,187.5733337402344,186.07000732421875,177.72000122070312,0.008079359148926102,0.055443014021223425
34,34,34,34,2019-03-26,189.2133331298828,186.4966735839844,177.9199981689453,0.014566798933681957,0.06347423042469802
35,35,35,35,2019-03-27,186.08999633789065,187.5733337402344,180.9833374023437,-0.007908039873076977,0.028216182820158586
36,36,36,36,2019-03-28,187.6300048828125,189.7866668701172,183.3766632080078,-0.011363611695549891,0.023194563585116734
37,37,37,37,2019-03-29,190.19332885742188,192.6600036621093,185.72000122070312,-0.012803253180735497,0.024086407534548826
38,38,38,38,2019-04-01,191.8466644287109,187.086669921875,186.2433319091797,0.025442723999650196,0.03008608395313539
39,39,39,39,2019-04-02,191.9933319091797,187.5733337402344,186.07000732421875,0.023564107332369577,0.0318338493674577
40,40,40,40,2019-04-03,192.086669921875,189.2133331298828,186.4966735839844,0.015185699360942051,0.029973705323882216
41,41,41,41,2019-04-04,190.0933380126953,186.08999633789065,187.5733337402344,0.021512933277378465,0.013434768270157216
42,42,42,42,2019-04-05,191.9066619873047,187.6300048828125,189.7866668701172,0.022793034126728617,0.011170411241999023
43,43,43,43,2019-04-08,192.77999877929688,190.19332885742188,192.6600036621093,0.013600213726813193,0.0006228335664211215
44,44,44,44,2019-04-09,193.1266632080078,191.8466644287109,187.086669921875,0.006671988710924559,0.03228446627787562
45,45,45,45,2019-04-10,195.29666137695312,191.9933319091797,187.5733337402344,0.017205438516667115,0.041174976648943984
46,46,46,46,2019-04-11,194.8766632080078,192.086669921875,189.2133331298828,0.014524658516218425,0.029930924974708173
47,47,47,47,2019-04-12,194.2833404541016,190.0933380126953,186.08999633789065,0.022041816326705987,0.04402893372803329
48,48,48,48,2019-04-15,192.2700042724609,191.9066619873047,187.6300048828125,0.0018933281491826381,0.024729516969028476
49,49,49,49,2019-04-16,187.1433258056641,192.77999877929688,190.19332885742188,-0.02923888893725901,-0.016036330349127104
50,50,50,50,2019-04-17,175.0,193.1266632080078,191.8466644287109,-0.09385893644568599,-0.08781317349914641
51,51,51,51,2019-04-18,176.02000427246094,195.29666137695312,191.9933319091797,-0.09870448869212989,-0.08319730418697435
52,52,52,52,2019-04-22,163.68666076660156,194.8766632080078,192.086669921875,-0.16004996148828043,-0.1478499740082132
53,53,53,53,2019-04-23,166.80667114257812,194.2833404541016,190.0933380126953,-0.1414257611965174,-0.12250122552196963
54,54,54,54,2019-04-24,169.3800048828125,192.2700042724609,191.9066619873047,-0.11905132824156794,-0.11738340332334274
55,55,55,55,2019-04-25,172.5933380126953,187.1433258056641,192.77999877929688,-0.07774783167035293,-0.10471346039228968
56,56,56,56,2019-04-26,173.0366668701172,175.0,193.1266632080078,-0.011219046456473203,-0.10402497513381992
57,57,57,57,2019-04-29,170.1133270263672,176.02000427246094,195.29666137695312,-0.03355685207773784,-0.12894912884341714
58,58,58,58,2019-04-30,170.2100067138672,163.68666076660156,194.8766632080078,0.03985264233942165,-0.1265757330204894
59,59,59,59,2019-05-01,165.68333435058594,166.80667114257812,194.2833404541016,-0.0067343637055858885,-0.14720771238886665
60,60,60,60,2019-05-02,167.3699951171875,169.3800048828125,192.2700042724609,-0.011866865672932603,-0.1295054277940736
