,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,WYNN,WYNN_6m,WYNN_12m,WYNN_6m_ret,WYNN_12m_ret
70,70,70,70,2019-05-16,122.01519012451172,130.30545043945312,138.44232177734375,-0.06362174634278639,-0.11865686331995884
71,71,71,71,2019-05-17,116.37015533447266,130.6600341796875,140.06207275390625,-0.10936686902716541,-0.16915298305674142
72,72,72,72,2019-05-20,115.18171691894533,124.4878921508789,139.50619506835938,-0.07475566556026614,-0.17436127576624694
73,73,73,73,2019-05-21,116.8150405883789,116.80144500732422,141.2313232421875,0.00011639908268112897,-0.17288149748437076
74,74,74,74,2019-05-22,115.89688873291016,118.1911392211914,135.48086547851562,-0.019411357766741077,-0.14455160643117582
75,75,75,75,2019-05-23,110.04020690917967,120.0408706665039,130.05624389648438,-0.08331049001725388,-0.15390292989882182
76,76,76,76,2019-05-24,110.3687973022461,122.01519012451172,130.30545043945312,-0.09545035179948447,-0.1529993800717543
77,77,77,77,2019-05-28,110.28181457519533,116.37015533447266,130.6600341796875,-0.05231874737795217,-0.1559636788129678
78,78,78,78,2019-05-29,110.55242156982422,115.18171691894533,124.4878921508789,-0.040191234103401974,-0.1119423772085798
79,79,79,79,2019-05-30,107.69172668457033,116.8150405883789,116.80144500732422,-0.07810050707388272,-0.0779931988185818
80,80,80,80,2019-05-31,103.72927856445312,115.89688873291016,118.1911392211914,-0.10498651259308489,-0.12235993960319913
81,81,81,81,2019-06-03,100.0954132080078,110.04020690917967,120.0408706665039,-0.0903741821330788,-0.16615555475191723
82,82,82,82,2019-06-04,109.08341979980467,110.3687973022461,122.01519012451172,-0.01164620376283887,-0.10598492131603188
83,83,83,83,2019-06-05,106.75426483154295,110.28181457519533,116.37015533447266,-0.03198668572185237,-0.08263192977006506
84,84,84,84,2019-06-06,106.29036712646484,110.55242156982422,115.18171691894533,-0.03855233908799993,-0.07719410710588237
85,85,85,85,2019-06-07,107.29547882080078,107.69172668457033,116.8150405883789,-0.0036794643002628913,-0.08149260334653474
86,86,86,86,2019-06-10,112.75594329833984,103.72927856445312,115.89688873291016,0.08702137775187468,-0.027101205812424922
87,87,87,87,2019-06-11,114.186279296875,100.0954132080078,110.04020690917967,0.1407743435714186,0.037677795272751835
88,88,88,88,2019-06-12,110.89068603515624,109.08341979980467,110.3687973022461,0.016567744563457554,0.004728589471541866
89,89,89,89,2019-06-13,113.27781677246094,106.75426483154295,110.28181457519533,0.06110811545760786,0.027166783651558335
90,90,90,90,2019-06-14,111.73149871826172,106.29036712646484,110.55242156982422,0.05119120141266409,0.010665321769481206
91,91,91,91,2019-06-17,111.79914093017578,107.29547882080078,107.69172668457033,0.04197438847257273,0.03814048090839961
92,92,92,92,2019-06-18,117.90711212158205,112.75594329833984,103.72927856445312,0.04568423333227556,0.13668111601026323
93,93,93,93,2019-06-19,118.21638488769533,114.186279296875,100.0954132080078,0.03529413179618879,0.1810369836031389
94,94,94,94,2019-06-20,118.34202575683594,110.89068603515624,109.08341979980467,0.06719536137883897,0.08487638152547028
95,95,95,95,2019-06-21,117.42389678955078,113.27781677246094,106.75426483154295,0.03660098804179812,0.09994572090252674
96,96,96,96,2019-06-24,117.92644500732422,111.73149871826172,106.29036712646484,0.05544494041634107,0.10947443494117115
97,97,97,97,2019-06-25,114.96910095214844,111.79914093017578,107.29547882080078,0.028354064222662068,0.07151859720169318
98,98,98,98,2019-06-26,117.19195556640624,117.90711212158205,112.75594329833984,-0.006065423385472779,0.03934171572960188
99,99,99,99,2019-06-27,119.7917022705078,118.21638488769533,114.186279296875,0.013325711019745778,0.04909016221694329
100,100,100,100,2019-06-28,119.83036041259766,118.34202575683594,110.89068603515624,0.012576552127135932,0.08061699947105772
101,101,101,101,2019-07-01,126.8468017578125,117.42389678955078,113.27781677246094,0.08024691077276724,0.1197850150361508
102,102,102,102,2019-07-02,128.50909423828125,117.92644500732422,111.73149871826172,0.08973940688451831,0.1501599433685692
103,103,103,103,2019-07-03,128.90533447265625,114.96910095214844,111.79914093017578,0.12121720884212395,0.15300827358918756
104,104,104,104,2019-07-05,128.35447692871094,117.19195556640624,117.90711212158205,0.0952498941446498,0.08860673982376821
105,105,105,105,2019-07-08,128.59605407714844,119.7917022705078,118.21638488769533,0.0734971758457783,0.08780228899161235
106,106,106,106,2019-07-09,129.2436065673828,119.83036041259766,118.34202575683594,0.07855476794339644,0.09211926820440763
107,107,107,107,2019-07-10,125.96733856201172,126.8468017578125,117.42389678955078,-0.006933270556398696,0.07275726667266591
108,108,108,108,2019-07-11,126.26691436767578,128.50909423828125,117.92644500732422,-0.017447635779363813,0.07072603061877714
109,109,109,109,2019-07-12,129.3982391357422,128.90533447265625,114.96910095214844,0.003823772422626215,0.12550448828506822
110,110,110,110,2019-07-15,133.14808654785156,128.35447692871094,117.19195556640624,0.03734664916910568,0.13615380769377006
111,111,111,111,2019-07-16,134.6654052734375,128.59605407714844,119.7917022705078,0.047197025133040915,0.1241630490344201
112,112,112,112,2019-07-17,131.3311309814453,129.2436065673828,119.83036041259766,0.01615185825825849,0.09597543167898692
113,113,113,113,2019-07-18,130.5579833984375,125.96733856201172,126.8468017578125,0.03644313588610015,0.02925719520867953
114,114,114,114,2019-07-19,130.13275146484375,126.26691436767578,128.50909423828125,0.030616390022100815,0.012634570620752461
115,115,115,115,2019-07-22,129.3209228515625,129.3982391357422,128.90533447265625,-0.0005975064629634153,0.003223981230927375
116,116,116,116,2019-07-23,133.6313018798828,133.14808654785156,128.35447692871094,0.0036291571629727404,0.0411113431914234
117,117,117,117,2019-07-24,136.1537322998047,134.6654052734375,128.59605407714844,0.011052036886126437,0.05877068528185303
118,118,118,118,2019-07-25,133.26405334472656,131.3311309814453,129.2436065673828,0.014717929776713268,0.031107509950580425
119,119,119,119,2019-07-26,134.7523651123047,130.5579833984375,125.96733856201172,0.03212658165120974,0.06974051091798095
120,120,120,120,2019-07-29,133.6313018798828,130.13275146484375,126.26691436767578,0.02688447278381112,0.0583239683101997
121,121,121,121,2019-07-30,131.06053161621094,129.3209228515625,129.3982391357422,0.013451874037778033,0.012846329993138061
122,122,122,122,2019-07-31,125.70638275146484,133.6313018798828,133.14808654785156,-0.059304362203560945,-0.05589042989147486
123,123,123,123,2019-08-01,118.79625701904295,136.1537322998047,134.6654052734375,-0.12748438832760978,-0.11784131360368544
124,124,124,124,2019-08-02,115.6842803955078,133.26405334472656,131.3311309814453,-0.13191684109850332,-0.1191404541254436
125,125,125,125,2019-08-05,107.37279510498048,134.7523651123047,130.5579833984375,-0.20318433731760965,-0.17758537386948103
126,126,126,126,2019-08-06,108.11697387695312,133.6313018798828,130.13275146484375,-0.19093077478107456,-0.16917937521545712
127,127,127,127,2019-08-07,106.21305084228516,131.06053161621094,129.3209228515625,-0.18958782226435278,-0.17868625973077135
128,128,128,128,2019-08-08,107.76903533935548,125.70638275146484,133.6313018798828,-0.14269241560767398,-0.19353449511233645
129,129,129,129,2019-08-09,105.25626373291016,118.79625701904295,136.1537322998047,-0.11397659847113151,-0.22693074985898753
130,130,130,130,2019-08-12,103.46832275390624,115.6842803955078,133.26405334472656,-0.1055973862640367,-0.22358415373832985
131,131,131,131,2019-08-13,105.27559661865234,107.37279510498048,134.7523651123047,-0.0195319352940162,-0.21874768928238075
132,132,132,132,2019-08-14,100.82991027832033,108.11697387695312,133.6313018798828,-0.0673998109392715,-0.245461887597613
133,133,133,133,2019-08-15,100.02000427246094,106.21305084228516,131.06053161621094,-0.05830777405142251,-0.2368411524122841
134,134,134,134,2019-08-16,102.99620819091795,107.76903533935548,125.70638275146484,-0.04428755563607212,-0.1806604729486757
135,135,135,135,2019-08-19,109.69022369384766,105.25626373291016,118.79625701904295,0.042125378611089115,-0.07665252722344285
136,136,136,136,2019-08-20,111.25151824951172,103.46832275390624,115.6842803955078,0.07522297925054211,-0.0383177570093457
137,137,137,137,2019-08-21,110.8124008178711,105.27559661865234,107.37279510498048,0.052593425039186625,0.032034238370414414
138,138,138,138,2019-08-22,107.46538543701172,100.82991027832033,108.11697387695312,0.06580859925765603,-0.006026698829759813
139,139,139,139,2019-08-23,102.78153228759766,100.02000427246094,106.21305084228516,0.02760975702034707,-0.03230788050503264
140,140,140,140,2019-08-26,102.85958862304688,102.99620819091795,107.76903533935548,-0.0013264524031587621,-0.0455552627046274
141,141,141,141,2019-08-27,101.63008880615234,109.69022369384766,105.25626373291016,-0.07348088659379215,-0.03445091815114498
142,142,142,142,2019-08-28,102.77176666259766,111.25151824951172,103.46832275390624,-0.07622144596621072,-0.006732070964031167
143,143,143,143,2019-08-29,103.7475814819336,110.8124008178711,105.27559661865234,-0.06375477188287881,-0.014514428659604728
144,144,144,144,2019-08-30,107.48491668701172,107.46538543701172,100.82991027832033,0.0001817445675236229,0.06600230418059105
145,145,145,145,2019-09-03,102.78153228759766,102.78153228759766,100.02000427246094,0.0,0.02760975702034707
146,146,146,146,2019-09-04,106.28466796875,102.85958862304688,102.99620819091795,0.033298590744467615,0.031927969345594054
147,147,147,147,2019-09-05,108.63636016845705,101.63008880615234,109.69022369384766,0.06893894755585972,-0.009607634025179945
148,148,148,148,2019-09-06,108.7436981201172,102.77176666259766,111.25151824951172,0.058108677620825055,-0.0225418957768293
149,149,149,149,2019-09-09,111.87602996826172,103.7475814819336,110.8124008178711,0.07834831781349627,0.00959846680101073
150,150,150,150,2019-09-10,114.06183624267578,107.48491668701172,107.46538543701172,0.06118923248380592,0.06138209786192417
151,151,151,151,2019-09-11,111.55401611328124,102.78153228759766,102.78153228759766,0.08535077878715502,0.08535077878715502
152,152,152,152,2019-09-12,114.24723815917967,106.28466796875,102.85958862304688,0.0749173925327673,0.110710626870826
153,153,153,153,2019-09-13,114.61803436279295,108.63636016845705,101.63008880615234,0.055061437856169126,0.12779626298874547
154,154,154,154,2019-09-16,113.77884674072266,108.7436981201172,102.77176666259766,0.04630290037629292,0.10710217830799307
155,155,155,155,2019-09-17,111.17345428466795,111.87602996826172,103.7475814819336,-0.00627994829449241,0.07157634613417452
156,156,156,156,2019-09-18,110.16836547851562,114.06183624267578,107.48491668701172,-0.03413473684463997,0.024965817290605763
157,157,157,157,2019-09-19,108.78273010253906,111.55401611328124,102.78153228759766,-0.024842548097309014,0.058387899862683446
158,158,158,158,2019-09-20,106.11878204345705,114.24723815917967,106.28466796875,-0.07114794411395153,-0.0015607700382685996
159,159,159,159,2019-09-23,105.4942626953125,114.61803436279295,108.63636016845705,-0.07960153668838521,-0.028923073897839102
160,160,160,160,2019-09-24,106.71401977539062,113.77884674072266,108.7436981201172,-0.062092622378492224,-0.01866479051029346
161,161,161,161,2019-09-25,108.31433868408205,111.17345428466795,111.87602996826172,-0.02571761054815236,-0.03183605357814445
162,162,162,162,2019-09-26,107.68006896972656,110.16836547851562,114.06183624267578,-0.022586306858426775,-0.05595006606216202
163,163,163,163,2019-09-27,105.63087463378906,108.78273010253906,111.55401611328124,-0.0289738588632501,-0.05309662247818425
164,164,164,164,2019-09-30,106.08950805664062,106.11878204345705,114.24723815917967,-0.000275860561652852,-0.07140417776378061
165,165,165,165,2019-10-01,107.2604751586914,105.4942626953125,114.61803436279295,0.01674226084199537,-0.06419198553705041
166,166,166,166,2019-10-02,108.499755859375,106.71401977539062,113.77884674072266,0.01673384704036973,-0.046397823783339676
167,167,167,167,2019-10-03,107.20191955566406,108.31433868408205,111.17345428466795,-0.010270285005040236,-0.03572376836321445
168,168,168,168,2019-10-04,106.27490234375,107.68006896972656,110.16836547851562,-0.01304945882205566,-0.03534102659919103
169,169,169,169,2019-10-07,104.43063354492188,105.63087463378906,108.78273010253906,-0.011362597280655806,-0.04000723785397631
170,170,170,170,2019-10-08,100.08831024169922,106.08950805664062,106.11878204345705,-0.05656730740741489,-0.05682756327987504
171,171,171,171,2019-10-09,101.89353942871094,107.2604751586914,105.4942626953125,-0.05003647170162273,-0.03413193452046903
172,172,172,172,2019-10-10,103.49385833740234,108.499755859375,106.71401977539062,-0.04613740816579104,-0.030175617456506765
173,173,173,173,2019-10-11,110.05126190185548,107.20191955566406,108.31433868408205,0.026579210129832775,0.01603594906155026
174,174,174,174,2019-10-14,109.6023941040039,106.27490234375,107.68006896972656,0.03131023117284082,0.01785219077838618
175,175,175,175,2019-10-15,112.1004638671875,104.43063354492188,105.63087463378906,0.07344425732097437,0.06124714252180352
176,176,176,176,2019-10-16,111.07586669921876,100.08831024169922,106.08950805664062,0.10977861881158879,0.047001430527097376
177,177,177,177,2019-10-17,111.29054260253906,101.89353942871094,107.2604751586914,0.09222373887995783,0.037572716677650275
178,178,178,178,2019-10-18,110.77336883544922,103.49385833740234,108.499755859375,0.07033760857880855,0.020955005456611442
179,179,179,179,2019-10-21,114.04232025146484,110.05126190185548,107.20191955566406,0.036265448306886494,0.06380856540772051
180,180,180,180,2019-10-22,112.90061950683594,109.6023941040039,106.27490234375,0.03009264012702384,0.0623450788188431
181,181,181,181,2019-10-23,113.05675506591795,112.1004638671875,104.43063354492188,0.008530662280429313,0.08260144775704603
182,182,182,182,2019-10-24,114.2765121459961,111.07586669921876,100.08831024169922,0.02881494911441318,0.1417568332409085
183,183,183,183,2019-10-25,117.92601776123048,111.29054260253906,101.89353942871094,0.05962299224642331,0.15734538639455686
184,184,184,184,2019-10-28,120.02400207519533,110.77336883544922,103.49385833740234,0.08350954148092815,0.15972101150101814
185,185,185,185,2019-10-29,117.31126403808594,114.04232025146484,110.05126190185548,0.028664304439027788,0.06596927659680074
186,186,186,186,2019-10-30,120.72657775878906,112.90061950683594,109.6023941040039,0.0693172303760412,0.10149580897137334
187,187,187,187,2019-10-31,118.4041519165039,113.05675506591795,112.1004638671875,0.04729834009005596,0.05623248853621865
188,188,188,188,2019-11-01,120.20940399169922,114.2765121459961,111.07586669921876,0.051916983939126915,0.08222791830391984
189,189,189,189,2019-11-04,123.65399169921876,117.92601776123048,111.29054260253906,0.04857260549224973,0.11109164181932596
190,190,190,190,2019-11-05,123.53689575195312,120.02400207519533,110.77336883544922,0.02926825981487413,0.1152219802528871
191,191,191,191,2019-11-06,119.59464263916016,117.31126403808594,114.04232025146484,0.019464274124033842,0.04868650844223765
192,192,192,192,2019-11-07,122.45375061035156,120.72657775878906,112.90061950683594,0.014306483987422958,0.08461540020989178
193,193,193,193,2019-11-08,123.41004180908205,118.4041519165039,113.05675506591795,0.04227799288751455,0.09157601186348918
194,194,194,194,2019-11-11,118.67738342285156,120.20940399169922,114.2765121459961,-0.01274459832571373,0.03851072450682658
195,195,195,195,2019-11-12,117.81867980957033,123.65399169921876,117.92601776123048,-0.04719064713933785,-0.0009102143335111279
196,196,196,196,2019-11-13,116.93311309814452,123.53689575195312,120.02400207519533,-0.05345595430103889,-0.025752257245299615
197,197,197,197,2019-11-14,116.77568817138672,119.59464263916016,117.31126403808594,-0.023570909244478133,-0.004565425759331498
198,198,198,198,2019-11-15,115.81140899658205,122.45375061035156,120.72657775878906,-0.05424367633218097,-0.04071322863162319
199,199,199,199,2019-11-18,118.22210693359376,123.41004180908205,118.4041519165039,-0.04203819072935833,-0.001537488170503698
200,200,200,200,2019-11-19,118.32049560546876,118.67738342285156,120.20940399169922,-0.0030072100267933832,-0.015713482668634593
201,201,201,201,2019-11-20,115.663818359375,117.81867980957033,123.65399169921876,-0.01828964179261061,-0.0646171888998085
202,202,202,202,2019-11-21,116.45098114013672,116.93311309814452,123.53689575195312,-0.004123143096371074,-0.05735869084847367
203,203,203,203,2019-11-22,117.24799346923828,116.77568817138672,119.59464263916016,0.00404455161213324,-0.019621691391328966
204,204,204,204,2019-11-25,121.98080444335938,115.81140899658205,122.45375061035156,0.05327105075597016,-0.003862243211292915
205,205,205,205,2019-11-26,119.59964752197266,118.22210693359376,123.41004180908205,0.011652140400040922,-0.030875885229859623
206,206,206,206,2019-11-27,120.0128936767578,118.32049560546876,118.67738342285156,0.014303507288645934,0.011253283611315945
207,207,207,207,2019-11-29,118.9108657836914,115.663818359375,117.81867980957033,0.028073147423056888,0.009270057820087496
208,208,208,208,2019-12-02,117.47428894042967,116.45098114013672,116.93311309814452,0.008787455376279896,0.004628080343939356
209,209,209,209,2019-12-03,114.72906494140624,117.24799346923828,116.77568817138672,-0.021483766615527866,-0.017526107206293995
210,210,210,210,2019-12-04,116.83472442626952,121.98080444335938,115.81140899658205,-0.04218762157351885,0.008836050252334582
211,211,211,211,2019-12-05,116.37226104736328,119.59964752197266,118.22210693359376,-0.02698491627257049,-0.015647207905620908
212,212,212,212,2019-12-06,119.72754669189452,120.0128936767578,118.32049560546876,-0.0023776360699362398,0.011891862683853782
213,213,213,213,2019-12-09,118.458251953125,118.9108657836914,115.663818359375,-0.00380632861079111,0.024159963188034483
214,214,214,214,2019-12-10,117.49397277832033,117.47428894042967,116.45098114013672,0.0001675586893794545,0.008956486480165227
215,215,215,215,2019-12-11,118.89118957519533,114.72906494140624,117.24799346923828,0.036277857192636764,0.014014705559870944
216,216,216,216,2019-12-12,130.1476287841797,116.83472442626952,121.98080444335938,0.11394646945319331,0.06695171734674443
217,217,217,217,2019-12-13,127.69757080078124,116.37226104736328,119.59964752197266,0.0973196675177479,0.0677085881655366
218,218,218,218,2019-12-16,128.83895874023438,119.72754669189452,120.0128936767578,0.076101217306215,0.07354264023704538
219,219,219,219,2019-12-17,131.35787963867188,118.458251953125,118.9108657836914,0.10889598211065432,0.10467515960755525
220,220,220,220,2019-12-18,136.48431396484375,117.49397277832033,117.47428894042967,0.16162821579242292,0.16182285669380736
221,221,221,221,2019-12-19,137.59616088867188,118.89118957519533,114.72906494140624,0.15732848985959702,0.1993138875396936
222,222,222,222,2019-12-20,135.83489990234375,130.1476287841797,116.83472442626952,0.043698614959747806,0.16262438730759876
223,223,223,223,2019-12-23,137.97988891601562,127.69757080078124,116.37226104736328,0.08052085917339546,0.18567678993414138
224,224,224,224,2019-12-24,137.20257568359375,128.83895874023438,119.72754669189452,0.0649152789275651,0.1459566279819402
225,225,225,225,2019-12-26,138.6785125732422,131.35787963867188,118.458251953125,0.05573044384324177,0.17069524736966857
226,226,226,226,2019-12-27,137.56663513183594,136.48431396484375,117.49397277832033,0.007930004082894015,0.17083993228646155
227,227,227,227,2019-12-30,137.14353942871094,137.59616088867188,118.89118957519533,-0.003289491923594845,0.15352146713925774
228,228,228,228,2019-12-31,136.6417236328125,135.83489990234375,130.1476287841797,0.00593973810153936,0.04989791138954813
229,229,229,229,2020-01-02,141.29583740234375,137.97988891601562,127.69757080078124,0.02403211447971554,0.10648806015877099
230,230,230,230,2020-01-03,139.1999969482422,137.20257568359375,128.83895874023438,0.014558190724164977,0.08041851866326999
231,231,231,231,2020-01-06,138.92449951171875,138.6785125732422,131.35787963867188,0.0017737927376935136,0.05760309083749293
232,232,232,232,2020-01-07,139.583740234375,137.56663513183594,136.48431396484375,0.014662749442159395,0.02270902918799611
233,233,233,233,2020-01-08,140.45947265625,137.14353942871094,137.59616088867188,0.02417855949578085,0.020809532396000474
234,234,234,234,2020-01-09,139.86907958984375,136.6417236328125,135.83489990234375,0.023619110409525357,0.02969913984108885
235,235,235,235,2020-01-10,140.71530151367188,141.29583740234375,137.97988891601562,-0.004108655282029194,0.019824719523590995
236,236,236,236,2020-01-13,144.84791564941406,139.1999969482422,137.20257568359375,0.04057412948990158,0.05572300612964742
237,237,237,237,2020-01-14,147.62265014648438,138.92449951171875,138.6785125732422,0.06261063142453072,0.06449548244554748
238,238,238,238,2020-01-15,147.62265014648438,139.583740234375,137.56663513183594,0.057592022527919395,0.07309922936627289
239,239,239,239,2020-01-16,149.76766967773438,140.45947265625,137.14353942871094,0.0662696281386772,0.09205049178117242
240,240,240,240,2020-01-17,149.1871337890625,139.86907958984375,136.6417236328125,0.06661982924705945,0.09181244075903483
241,241,241,241,2020-01-21,140.0265350341797,140.71530151367188,141.29583740234375,-0.004894751829283228,-0.008983296263354812
242,242,242,242,2020-01-22,137.84213256835938,144.84791564941406,139.1999969482422,-0.04836647493092894,-0.009754773057845001
243,243,243,243,2020-01-23,136.87786865234375,147.62265014648438,138.92449951171875,-0.07278545320436058,-0.014731964963475397
