,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,EXPE,EXPE_6m,EXPE_12m,EXPE_6m_ret,EXPE_12m_ret
0,0,0,0,2019-02-05,124.31279754638672,,,,
1,1,1,1,2019-02-06,125.95768737792967,,,,
2,2,2,2,2019-02-07,125.94784545898438,,,,
3,3,3,3,2019-02-08,128.83380126953125,,,,
4,4,4,4,2019-02-11,124.72648620605467,,,,
5,5,5,5,2019-02-12,124.67724609375,,,,
6,6,6,6,2019-02-13,125.54399871826172,124.31279754638672,,0.0099040581193226,
7,7,7,7,2019-02-14,124.8545379638672,125.95768737792967,,-0.008758095174870362,
8,8,8,8,2019-02-15,125.17957305908205,125.94784545898438,,-0.0060999249102083875,
9,9,9,9,2019-02-19,126.32213592529295,128.83380126953125,,-0.01949539111233456,
10,10,10,10,2019-02-20,126.65701293945312,124.72648620605467,,0.015478081617797956,
11,11,11,11,2019-02-21,126.17439270019533,124.67724609375,,0.01200817834330059,
12,12,12,12,2019-02-22,125.07122039794922,125.54399871826172,124.31279754638672,-0.0037658376755504985,0.006100923368565381
13,13,13,13,2019-02-25,124.26355743408205,124.8545379638672,125.95768737792967,-0.004733352422930603,-0.013449992446784687
14,14,14,14,2019-02-26,125.64249420166016,125.17957305908205,125.94784545898438,0.0036980565699773482,-0.0024244262076215106
15,15,15,15,2019-02-27,126.27288055419922,126.32213592529295,128.83380126953125,-0.0003899187639042623,-0.019877708257434512
16,16,16,16,2019-02-28,121.45639038085938,126.65701293945312,124.72648620605467,-0.041060675898616394,-0.026218134773659307
17,17,17,17,2019-03-01,123.3869171142578,126.17439270019533,124.67724609375,-0.02209224491819739,-0.010349354191878324
18,18,18,18,2019-03-04,123.12098693847656,125.07122039794922,125.54399871826172,-0.015592983367935798,-0.019300100399245124
19,19,19,19,2019-03-05,124.07640838623048,124.26355743408205,124.8545379638672,-0.0015060654283203245,-0.00623228911280671
20,20,20,20,2019-03-06,123.7110366821289,125.64249420166016,125.17957305908205,-0.015372645471612545,-0.011731437814219259
21,21,21,21,2019-03-07,121.61759185791016,126.27288055419922,126.32213592529295,-0.03686689236720875,-0.03724243603801214
22,22,22,22,2019-03-08,119.8401336669922,121.45639038085938,126.65701293945312,-0.013307300742257833,-0.05382156987801101
23,23,23,23,2019-03-11,120.34374237060548,123.3869171142578,126.17439270019533,-0.024663674357260246,-0.04621104334097437
24,24,24,24,2019-03-12,119.040283203125,123.12098693847656,125.07122039794922,-0.03314385172521961,-0.04822002356445465
25,25,25,25,2019-03-13,118.97115325927734,124.07640838623048,124.26355743408205,-0.041146058250342676,-0.042590155022820375
26,26,26,26,2019-03-14,119.28713989257812,123.7110366821289,125.64249420166016,-0.03575992011867002,-0.05058284101620503
27,27,27,27,2019-03-15,120.03762817382812,121.61759185791016,126.27288055419922,-0.01299124296037657,-0.0493791885716488
28,28,28,28,2019-03-18,119.6327667236328,119.8401336669922,121.45639038085938,-0.001730363084671005,-0.015014637364967887
29,29,29,29,2019-03-19,120.70911407470705,120.34374237060548,123.3869171142578,0.0030360673260132476,-0.02170248760710236
30,30,30,30,2019-03-20,120.93622589111328,119.040283203125,123.12098693847656,0.015926900012100287,-0.017744830525562638
31,31,31,31,2019-03-21,122.54580688476562,118.97115325927734,124.07640838623048,0.030046389629408088,-0.012335959118838558
32,32,32,32,2019-03-22,120.11662292480467,119.28713989257812,123.7110366821289,0.00695366686613097,-0.02905491582420372
33,33,33,33,2019-03-25,120.55111694335938,120.03762817382812,121.61759185791016,0.004277731719154465,-0.00876908429330503
34,34,34,34,2019-03-26,120.57086181640624,119.6327667236328,119.8401336669922,0.0078414561366833,0.006097524485783268
35,35,35,35,2019-03-27,118.29967498779295,120.70911407470705,120.34374237060548,-0.019960705580382987,-0.016985240300386395
36,36,36,36,2019-03-28,117.56893920898438,120.93622589111328,119.040283203125,-0.027843490710225183,-0.01236005119065442
37,37,37,37,2019-03-29,117.50968170166016,122.54580688476562,118.97115325927734,-0.04109585885579192,-0.012284251413720138
38,38,38,38,2019-04-01,118.74402618408205,120.11662292480467,119.28713989257812,-0.011427200559758544,-0.004552994639532515
39,39,39,39,2019-04-02,118.93165588378906,120.55111694335938,120.03762817382812,-0.013433812150668079,-0.009213546675859718
40,40,40,40,2019-04-03,120.54122924804688,120.57086181640624,119.6327667236328,-0.00024576890231142734,0.0075937600483046985
41,41,41,41,2019-04-04,121.0152359008789,118.29967498779295,120.70911407470705,0.022954931307851645,0.0025360291020146697
42,42,42,42,2019-04-05,120.9658660888672,117.56893920898438,120.93622589111328,0.02889306395666824,0.00024508948857571156
43,43,43,43,2019-04-08,121.66696166992188,117.50968170166016,122.54580688476562,0.03537819103975148,-0.007171564961583443
44,44,44,44,2019-04-09,122.3878173828125,118.74402618408205,120.11662292480467,0.030686101152420875,0.01890824436039673
45,45,45,45,2019-04-10,122.60506439208984,118.93165588378906,120.55111694335938,0.030886717930591612,0.017037979413293325
46,46,46,46,2019-04-11,123.02967071533205,120.54122924804688,120.57086181640624,0.020643903192363533,0.020393060660625073
47,47,47,47,2019-04-12,124.2146453857422,121.0152359008789,118.29967498779295,0.026438071710936262,0.049999887138824306
48,48,48,48,2019-04-15,123.87890625,120.9658660888672,117.56893920898438,0.024081505430571193,0.0536703578638178
49,49,49,49,2019-04-16,124.41214752197266,121.66696166992188,117.50968170166016,0.022563116678284256,0.05873954997033226
50,50,50,50,2019-04-17,123.25679779052734,122.3878173828125,118.74402618408205,0.007100219828226839,0.03800419904450103
51,51,51,51,2019-04-18,122.95068359375,122.60506439208984,118.93165588378906,0.002818963501824534,0.03379274996295378
52,52,52,52,2019-04-22,122.7926788330078,123.02967071533205,120.54122924804688,-0.0019262985989176862,0.01867783827165015
53,53,53,53,2019-04-23,124.30352020263672,124.2146453857422,121.0152359008789,0.0007154938664319932,0.027172481855517683
54,54,54,54,2019-04-24,122.9309310913086,123.87890625,120.9658660888672,-0.007652434037303313,0.01624478926144146
55,55,55,55,2019-04-25,123.65179443359376,124.41214752197266,121.66696166992188,-0.006111566302194116,0.016313654392526633
56,56,56,56,2019-04-26,126.15998840332033,123.25679779052734,122.3878173828125,0.023553999980811646,0.03082145838673611
57,57,57,57,2019-04-29,128.3521728515625,122.95068359375,122.60506439208984,0.043932161253043,0.046874967913996146
58,58,58,58,2019-04-30,128.2139434814453,122.7926788330078,123.02967071533205,0.044149738404275496,0.042138394226127085
59,59,59,59,2019-05-01,127.1968231201172,124.30352020263672,124.2146453857422,0.023276114085617916,0.024008261868912584
60,60,60,60,2019-05-02,126.62408447265624,122.9309310913086,123.87890625,0.030042507191330836,0.02216017484943067
61,61,61,61,2019-05-03,125.50823974609376,123.65179443359376,124.41214752197266,0.015013492695384878,0.008810170437155485
62,62,62,62,2019-05-06,122.53594207763672,126.15998840332033,123.25679779052734,-0.02872579786626095,-0.005848405327840034
63,63,63,63,2019-05-07,121.33122253417967,128.3521728515625,122.95068359375,-0.054700673634114905,-0.01317163119581588
